,Data,Hora,P1.1.1 P (W),P1.1.2 P (W),P1.1.3 P (W),P1.1.4 P (W),P1.1.5 P (W),P1.1.6 P (W),P1.1.7 P (W),P1.1.8 P (W),P1.1.9 P (W),P1.1.10 P (W),P1.1.11 P (W),P1.1.12 P (W),P1.1.13 P (W),P1.1.14 P (W),P1.1.15 P (W),P1.1.16 P (W),P1.2.1 P (W),P1.2.2 P (W),P1.2.3 P (W),P1.2.4 P (W),P1.2.5 P (W),P1.2.6 P (W),P1.2.7 P (W),P1.2.8 P (W),P1.2.9 P (W),P1.2.10 P (W),P1.2.12 P (W),P1.2.13 P (W),P1.2.14 P (W),P1.2.15 P (W),P1.2.16 P (W),P1.3.1 P (W),P1.3.2 P (W),P1.3.3 P (W),P1.3.4 P (W),P1.3.5 P (W),P1.3.6 P (W),P1.3.7 P (W),P1.3.8 P (W),P1.3.9 P (W),P1.3.10 P (W),P1.3.11 P (W),P1.3.12 P (W),P1.3.13 P (W),P1.3.14 P (W),P1.3.15 P (W),P1.3.16 P (W)
0,2021-08-05,06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021-08-05,06:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2021-08-05,06:30:00,0.0,0.0,0.0,0.0,0.0,0.09648461538461538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5459400000000001,0.0,0.016908,0.0,0.18269375000000002,6.17305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16166551724137931,0.0,0.0,0.0,0.0,0.0
3,2021-08-05,06:45:00,0.0,0.0,0.0,2.7094,0.4453,0.025829411764705882,0.0,0.0,0.0,0.0,4.07345,0.0,0.0,0.0,0.0,0.0,3.64765,0.0,0.0,0.0,0.48438181818181825,0.0,0.021616666666666666,0.0,0.09136842105263158,7.6147374999999995,0.0,3.2438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052376,0.0,1.1484,0.0,7.9688,0.0
4,2021-08-05,07:00:00,3.31445,6.908950000000001,3.41015,9.9495,2.5185,1.3816,1.8141,3.2508,10.09105,10.992966666666666,4.3742,11.475,14.7133,5.97185,4.662233333333333,5.1297,8.1875,7.5121,6.6672,0.6339,0.534175,0.39376666666666665,0.75164,1.3375000000000001,0.2516714285714286,7.182566666666666,6.6547,7.625,6.031766666666667,4.575,7.73085,3.1375,5.4047,3.3562666666666665,6.9062,0.0,12.925,6.2219,10.62425,0.0,7.224825000000001,0.07226666666666666,12.5156,2.21365,0.0,7.75625,6.0695
5,2021-08-05,07:15:00,16.7812,17.731800000000003,12.8172,20.0047,16.589566666666666,19.1074,16.4242,16.142966666666666,21.324825,21.90035,20.2594,22.723966666666666,22.53395,17.580275,18.06995,17.119500000000002,21.700533333333336,18.243233333333333,15.416666666666666,17.4543,16.6002,14.4586,17.68905,11.260399999999999,18.371366666666663,26.468175,20.409399999999998,17.998025,21.55275,16.063266666666667,20.46875,10.434375000000001,16.135166666666667,15.21875,17.151033333333334,13.740866666666667,22.759133333333335,15.848399999999998,20.74765,14.068175,18.82225,17.999733333333335,21.858633333333334,12.667575,22.671333333333333,20.958833333333335,16.6215
6,2021-08-05,07:30:00,24.988075,30.125799999999998,23.5646,28.851033333333334,28.788475,27.352633333333333,28.72855,24.73905,34.9375,28.660899999999998,31.542166666666663,33.12813333333333,33.645300000000006,28.78555,26.7422,26.544766666666664,33.9129,31.975,28.6578,27.91605,29.72775,24.6707,29.2867,22.509,28.309366666666666,39.70740000000001,31.299233333333333,31.989833333333337,28.980733333333333,24.5698,30.36876666666667,20.5188,28.775000000000002,23.08753333333333,29.609375,25.33595,35.29063333333334,24.55886666666667,27.2328,24.8648,27.01563333333333,28.12265,31.87653333333333,25.44973333333333,31.74805,32.5037,26.18046666666667
7,2021-08-05,07:45:00,27.5195,32.627750000000006,27.2648,33.283833333333334,30.5117,30.664066666666667,30.5992,28.156766666666666,36.094725,35.706266666666664,34.388533333333335,37.48945,36.01445,30.15995,29.664066666666667,31.968950000000003,34.397450000000006,33.415366666666664,30.042200000000005,30.324225,32.71823333333333,28.7406,31.739033333333335,24.11485,33.33436666666667,41.885175,33.13205,34.23435,34.72425,27.4371,34.33696666666667,23.4815,31.87943333333334,26.049766666666667,33.4211,26.6457,37.96405,26.261966666666666,32.167375,25.343999999999998,32.323225,29.292733333333334,34.83696666666666,27.1219,33.2914,35.21795,28.198966666666667
8,2021-08-05,08:00:00,27.746366666666663,31.8297,26.73145,32.83985,31.088475,29.315649999999998,28.9906,24.290599999999998,34.02553333333333,35.91505,32.54105,34.81485,35.505449999999996,30.3777,29.80626666666667,31.05155,33.7406,33.306000000000004,30.208000000000002,29.18125,34.46565,27.77715,30.2484,24.19973333333333,31.858600000000003,39.659400000000005,33.929649999999995,32.85585,32.25935,25.997933333333332,32.8737,21.3699,31.442975000000004,27.0955,30.6492,23.62925,35.76923333333333,28.08595,29.2414,24.88803333333333,30.07815,28.0414,34.6588,25.460666666666665,31.994950000000003,35.38333333333333,28.36875
9,2021-08-05,08:15:00,44.815599999999996,53.5948,62.2633,60.47056666666666,57.916,56.385949999999994,44.6008,41.832300000000004,62.144149999999996,66.2479,51.075766666666674,54.796366666666664,54.665099999999995,48.10443333333334,46.540099999999995,57.7242,43.6141,53.03983333333334,54.8555,45.34633333333333,46.90913333333333,50.6875,47.48126666666667,46.90156666666667,43.2578,64.5197,47.70519999999999,60.8117,60.750233333333334,44.4172,57.819950000000006,39.8086,57.0141,50.46795,47.37916666666666,41.72396666666666,52.862766666666666,42.688300000000005,54.21445,38.86013333333333,45.00313333333333,48.932050000000004,66.07225,44.77265,48.90833333333334,60.4109,54.392199999999995
