,Data,Hora,OP1.1.1 V (V),OP1.1.2 V (V),OP1.1.3 V (V),OP1.1.4 V (V),OP1.1.5 V (V),OP1.1.6 V (V),OP1.1.7 V (V),OP1.1.8 V (V),OP1.1.9 V (V),OP1.1.10 V (V),OP1.1.11 V (V),OP1.1.12 V (V),OP1.1.13 V (V),OP1.1.14 V (V),OP1.1.15 V (V),OP1.1.16 V (V),OP1.2.1 V (V),OP1.2.2 V (V),OP1.2.3 V (V),OP1.2.4 V (V),OP1.2.5 V (V),OP1.2.6 V (V),OP1.2.7 V (V),OP1.2.8 V (V),OP1.2.9 V (V),OP1.2.10 V (V),OP1.2.11 V (V),OP1.2.12 V (V),OP1.2.13 V (V),OP1.2.14 V (V),OP1.2.16 V (V),OP1.3.2 V (V),OP1.3.3 V (V),OP1.3.4 V (V),OP1.3.5 V (V),OP1.3.6 V (V),OP1.3.7 V (V),OP1.3.8 V (V),OP1.3.9 V (V),OP1.3.10 V (V),OP1.3.11 V (V),OP1.3.12 V (V),OP1.3.13 V (V),OP1.3.14 V (V),OP1.3.15 V (V),OP1.3.16 V (V)
0,2021-05-30,06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021-05-30,06:15:00,0.0,48.75,49.875,55.875,85.0,17.360294117647058,0.0,0.0,0.0,41.75,41.0,0.0,0.0,31.5,0.0,0.0,69.1875,53.875,0.0,48.263888888888886,51.25,85.0,8.683333333333334,38.625,10.785714285714286,77.25,0.0,0.0,53.625,0.0,0.0,0.0,85.0,0.0,49.875,0.0,0.0,0.0,1.25625,46.25,8.697368421052632,0.0,48.875,35.25,0.0,0.0
2,2021-05-30,06:30:00,50.541666666666664,49.333333333333336,49.3125,51.4375,50.791666666666664,49.833333333333336,51.708333333333336,49.3125,40.125,41.75,42.916666666666664,42.041666666666664,44.333333333333336,43.1875,43.583333333333336,43.78125,47.041666666666664,47.291666666666664,47.46875,48.5,48.375,48.916666666666664,49.791666666666664,46.1875,49.8125,46.708333333333336,44.333333333333336,50.083333333333336,48.041666666666664,38.78125,49.21875,49.25,51.125,48.5625,48.3125,49.958333333333336,47.875,49.916666666666664,49.5,46.625,43.208333333333336,49.78125,48.083333333333336,40.125,34.375,46.09375
3,2021-05-30,06:45:00,51.875,47.375,50.0625,55.5,53.5,50.125,55.125,55.25,40.75,38.75,36.291666666666664,41.041666666666664,43.625,39.90625,39.75,41.8125,46.3125,48.1875,49.3125,47.5,49.958333333333336,52.5625,53.0,48.8125,50.458333333333336,44.625,40.875,49.21875,47.541666666666664,39.1875,46.708333333333336,46.833333333333336,51.833333333333336,47.25,51.78125,53.1875,59.458333333333336,58.041666666666664,58.625,41.416666666666664,36.541666666666664,52.958333333333336,43.666666666666664,33.583333333333336,30.78125,39.9375
4,2021-05-30,07:00:00,56.916666666666664,53.333333333333336,55.75,58.5,56.916666666666664,54.083333333333336,53.958333333333336,56.6875,39.208333333333336,35.666666666666664,35.541666666666664,38.375,39.65625,36.6875,37.583333333333336,39.791666666666664,49.125,50.541666666666664,49.958333333333336,50.625,51.375,53.166666666666664,52.0,51.46875,53.3125,41.083333333333336,37.375,53.708333333333336,46.25,34.75,44.6875,56.625,57.916666666666664,53.625,51.708333333333336,55.625,57.041666666666664,53.53125,54.1875,35.5,31.0625,53.0,46.125,28.3125,25.583333333333332,38.083333333333336
5,2021-05-30,07:15:00,53.875,52.791666666666664,52.791666666666664,55.25,55.5625,53.5,53.25,55.791666666666664,40.291666666666664,38.0625,37.708333333333336,40.71875,41.75,39.666666666666664,39.875,40.9375,48.96875,49.875,49.8125,49.375,51.25,52.666666666666664,52.5,51.3125,53.541666666666664,40.3125,34.40625,54.3125,53.291666666666664,31.708333333333332,47.208333333333336,55.041666666666664,55.0,52.541666666666664,51.375,53.25,54.291666666666664,52.125,53.125,35.458333333333336,29.5,52.375,54.4375,28.3125,24.833333333333332,48.541666666666664
6,2021-05-30,07:30:00,53.125,52.333333333333336,52.625,53.5,54.34375,52.5,52.333333333333336,53.75,41.166666666666664,39.5625,37.75,40.75,42.333333333333336,40.5,40.375,41.84375,49.75,50.75,50.6875,50.8125,51.21875,53.541666666666664,52.125,51.9375,54.208333333333336,38.875,32.3125,54.0,53.5,29.375,52.625,53.75,54.6875,52.208333333333336,52.15625,53.083333333333336,53.625,53.4375,52.375,33.625,28.8125,53.583333333333336,54.041666666666664,27.0625,22.625,52.4375
7,2021-05-30,07:45:00,51.65625,52.041666666666664,52.708333333333336,54.375,52.333333333333336,52.28125,51.875,52.0,43.25,40.5,39.75,41.5,42.625,41.375,41.125,42.3125,51.5,52.25,52.375,51.791666666666664,51.6875,54.1875,53.9375,52.3125,49.958333333333336,35.25,30.3125,53.125,52.916666666666664,27.6875,53.541666666666664,52.708333333333336,54.083333333333336,52.5,51.3125,53.375,53.416666666666664,53.5,53.583333333333336,44.1875,28.958333333333332,53.1875,53.625,23.34375,21.8125,52.791666666666664
8,2021-05-30,08:00:00,52.125,52.041666666666664,52.666666666666664,53.5,53.125,52.333333333333336,52.0,52.708333333333336,42.125,40.6875,39.333333333333336,41.666666666666664,42.166666666666664,40.75,40.666666666666664,41.4375,52.5625,55.0625,54.8125,54.28125,53.833333333333336,56.5,55.1875,53.53125,55.708333333333336,28.5625,22.0625,56.625,55.9375,21.375,56.333333333333336,54.083333333333336,55.166666666666664,53.125,53.0625,53.4375,54.833333333333336,54.125,54.458333333333336,50.541666666666664,18.458333333333332,54.125,54.375,16.583333333333332,17.40625,53.4375
9,2021-05-30,08:15:00,51.6875,51.0625,52.125,53.3125,52.125,51.8125,51.666666666666664,52.041666666666664,43.0625,41.625,40.708333333333336,42.875,42.958333333333336,41.5,41.125,42.25,54.458333333333336,55.541666666666664,55.666666666666664,54.5625,54.875,56.916666666666664,56.041666666666664,54.6875,56.666666666666664,33.34375,16.791666666666668,56.791666666666664,56.125,15.75,56.625,54.875,55.791666666666664,53.791666666666664,53.583333333333336,54.625,55.5,55.0,55.75,53.4375,13.625,55.0625,55.875,13.5,12.0,54.25
10,2021-05-30,08:30:00,50.375,49.958333333333336,50.625,51.375,50.583333333333336,50.25,50.0625,50.375,44.0,42.75,42.25,43.78125,44.125,42.75,42.78125,43.291666666666664,53.125,53.541666666666664,53.84375,53.333333333333336,53.46875,55.375,54.5625,53.333333333333336,54.375,44.1875,20.125,55.375,54.0,19.25,54.0,53.458333333333336,54.875,53.125,53.25,53.125,54.208333333333336,54.1875,54.21875,53.0,19.09375,53.84375,54.5,16.9375,15.5625,53.4375
11,2021-05-30,08:45:00,49.34375,49.5,50.0,50.416666666666664,49.916666666666664,49.666666666666664,49.291666666666664,49.791666666666664,44.65625,43.458333333333336,42.90625,44.75,44.625,43.666666666666664,43.791666666666664,44.125,52.0,53.4375,53.166666666666664,52.84375,52.958333333333336,53.958333333333336,53.8125,52.875,54.4375,49.59375,22.916666666666668,54.541666666666664,53.625,18.666666666666668,53.875,53.75,53.791666666666664,52.78125,52.458333333333336,52.583333333333336,53.75,53.625,53.625,52.0,24.458333333333332,53.5,53.791666666666664,17.791666666666668,17.34375,53.083333333333336
