,Data,Hora,OP2.1.1 V (V),OP2.1.2 V (V),OP2.1.3 V (V),OP2.1.4 V (V),OP2.1.5 V (V),OP2.1.6 V (V),OP2.1.7 V (V),OP2.1.8 V (V),OP2.1.9 V (V),OP2.1.10 V (V),OP2.1.11 V (V),OP2.1.12 V (V),OP2.1.13 V (V),OP2.1.14 V (V),OP2.1.15 V (V),OP2.1.16 V (V),OP2.2.1 V (V),OP2.2.2 V (V),OP2.2.3 V (V),OP2.2.4 V (V),OP2.2.5 V (V),OP2.2.6 V (V),OP2.2.7 V (V),OP2.2.8 V (V),OP2.2.9 V (V),OP2.2.10 V (V),OP2.2.11 V (V),OP2.2.12 V (V),OP2.2.13 V (V),OP2.2.14 V (V),OP2.2.15 V (V),OP2.2.16 V (V),OP2.3.1 V (V),OP2.3.2 V (V),OP2.3.3 V (V),OP2.3.4 V (V),OP2.3.5 V (V),OP2.3.6 V (V),OP2.3.7 V (V),OP2.3.8 V (V),OP2.3.9 V (V),OP2.3.10 V (V),OP2.3.11 V (V),OP2.3.12 V (V),OP2.3.13 V (V),OP2.3.14 V (V),OP2.3.15 V (V),OP2.3.16 V (V)
0,2021-08-05,06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021-08-05,06:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2021-08-05,06:30:00,0.0,0.0,9.114285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.625,0.0,0.0,0.0,0.0,65.0625,0.0,50.125,0.0,0.0,0.0,0.0,0.0,31.131944444444443,0.0,0.0,0.0,0.0,35.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2021-08-05,06:45:00,0.0,0.0,8.35763888888889,0.0,54.375,0.0,0.0,0.0,0.0,0.0,75.0,45.0,0.0,0.0,0.0,0.0,85.0,71.21428571428571,0.0,0.0,0.0,0.0,72.4375,0.0,53.6328125,85.0,85.0,0.0,0.0,0.0,39.94078947368421,0.0,0.0,53.5,0.0,58.50833333333333,0.0,0.0,0.0,0.0,85.0,85.0,0.0,0.0,0.0,85.0,0.0,0.0
4,2021-08-05,07:00:00,51.208333333333336,47.3125,18.381944444444443,43.875,73.41666666666667,46.375,43.125,47.875,50.375,48.375,48.083333333333336,55.75,44.625,51.791666666666664,43.8125,47.375,66.375,54.1875,46.708333333333336,46.125,48.1875,47.0625,67.625,46.3125,50.75,47.791666666666664,44.0625,46.0625,42.3125,47.041666666666664,63.854166666666664,49.5,45.0,45.625,47.166666666666664,62.0,45.5,46.166666666666664,46.875,49.3125,51.3125,58.59375,48.208333333333336,55.21875,49.9375,48.625,47.4375,48.84375
5,2021-08-05,07:15:00,47.166666666666664,46.84375,47.083333333333336,47.166666666666664,46.9375,46.84375,46.916666666666664,47.125,47.4375,46.78125,46.625,45.875,46.291666666666664,47.375,46.166666666666664,46.9375,47.625,45.375,46.5,46.75,47.208333333333336,47.1875,46.833333333333336,48.083333333333336,47.708333333333336,48.3125,48.166666666666664,46.833333333333336,40.333333333333336,47.5,47.958333333333336,47.541666666666664,45.125,45.791666666666664,45.791666666666664,45.458333333333336,45.8125,45.0,45.5,46.53125,48.916666666666664,48.0,47.791666666666664,47.6875,47.125,48.0,47.875,48.0625
6,2021-08-05,07:30:00,47.0,46.8125,47.25,46.875,46.5625,47.3125,47.25,47.625,47.541666666666664,0.0,46.875,45.375,46.5,47.291666666666664,47.0625,47.0,47.083333333333336,46.125,46.958333333333336,47.0625,47.625,47.416666666666664,47.4375,47.875,47.75,48.34375,47.833333333333336,46.25,39.375,47.125,47.958333333333336,47.375,46.09375,46.4375,46.0,45.625,45.8125,46.0,46.375,46.25,48.4375,47.78125,47.583333333333336,47.375,47.541666666666664,47.875,47.625,47.666666666666664
7,2021-08-05,07:45:00,47.0625,47.0,47.0,45.833333333333336,46.875,46.90625,47.5,47.416666666666664,47.53125,47.0,46.3125,44.8125,46.15625,47.166666666666664,46.708333333333336,46.625,47.65625,46.5,47.25,47.125,47.0,47.458333333333336,47.59375,47.958333333333336,47.625,47.875,48.041666666666664,47.208333333333336,39.4375,47.375,47.666666666666664,47.375,45.9375,46.625,46.375,45.375,46.083333333333336,45.75,45.96875,46.333333333333336,48.5625,48.25,47.6875,47.78125,47.666666666666664,47.333333333333336,47.666666666666664,47.75
8,2021-08-05,08:00:00,47.291666666666664,46.958333333333336,47.166666666666664,46.65625,47.25,46.25,47.375,47.708333333333336,47.5625,46.375,46.666666666666664,44.875,46.333333333333336,47.125,47.0,45.625,47.125,46.75,47.0,47.083333333333336,47.375,47.75,47.4375,47.9375,47.833333333333336,48.3125,47.875,47.28125,39.0625,47.125,47.75,47.3125,45.916666666666664,46.375,46.34375,45.25,46.0,45.71875,46.083333333333336,47.041666666666664,48.5,48.125,48.0625,47.291666666666664,47.375,47.958333333333336,47.53125,47.71875
9,2021-08-05,08:15:00,47.125,46.71875,47.0625,46.875,46.96875,46.708333333333336,47.5,47.25,47.03125,47.166666666666664,46.8125,45.75,46.5625,47.041666666666664,47.25,46.9375,47.666666666666664,46.625,47.0,47.25,47.375,47.291666666666664,47.75,47.958333333333336,47.875,48.0,48.125,46.875,39.291666666666664,47.416666666666664,47.75,47.34375,46.125,46.625,46.3125,45.875,46.34375,46.0,46.125,46.75,48.21875,47.541666666666664,47.6875,47.333333333333336,47.25,47.5,47.375,47.583333333333336
10,2021-08-05,08:30:00,47.125,47.0625,47.0625,47.03125,47.125,46.875,47.5,47.4375,47.25,47.125,46.5,45.75,46.125,47.166666666666664,47.25,46.78125,47.5,46.5625,47.0625,47.0625,47.375,47.625,47.75,47.916666666666664,47.9375,48.041666666666664,47.8125,47.083333333333336,39.708333333333336,47.4375,47.875,47.25,46.375,46.75,46.541666666666664,46.166666666666664,46.333333333333336,46.208333333333336,46.541666666666664,46.958333333333336,48.125,47.458333333333336,47.375,47.25,47.75,47.166666666666664,47.375,47.5
11,2021-08-05,08:45:00,47.416666666666664,47.3125,47.3125,45.416666666666664,46.875,46.875,47.875,48.125,47.083333333333336,46.916666666666664,46.25,44.25,44.375,47.166666666666664,46.3125,47.5,47.625,45.875,46.75,46.625,47.416666666666664,47.5,47.5,47.291666666666664,47.8125,48.25,48.5,46.75,39.791666666666664,47.375,47.9375,47.375,45.333333333333336,45.958333333333336,46.083333333333336,45.0625,45.4375,44.791666666666664,45.75,46.333333333333336,49.083333333333336,48.375,48.0,47.041666666666664,47.75,47.9375,47.875,47.833333333333336
12,2021-08-05,09:00:00,46.958333333333336,47.0625,46.958333333333336,45.875,46.875,46.53125,47.25,47.75,47.28125,47.625,47.4375,45.9375,47.041666666666664,47.34375,47.0,45.34375,47.53125,46.96875,47.208333333333336,47.0625,46.75,47.71875,47.6875,47.6875,47.75,48.125,47.541666666666664,0.0,39.458333333333336,47.3125,47.6875,47.541666666666664,45.75,46.291666666666664,45.791666666666664,46.5,46.28125,45.416666666666664,46.5625,46.958333333333336,48.416666666666664,48.0625,47.916666666666664,46.625,47.375,47.541666666666664,47.666666666666664,47.0625
13,2021-08-05,09:15:00,47.041666666666664,46.5,46.71875,46.458333333333336,47.0,46.416666666666664,47.0625,47.1875,47.166666666666664,47.3125,47.4375,46.4375,46.791666666666664,47.1875,46.9375,46.4375,47.208333333333336,47.3125,47.041666666666664,47.3125,47.25,47.8125,47.75,47.416666666666664,47.833333333333336,47.96875,47.5,47.0,39.166666666666664,47.4375,47.5625,47.208333333333336,45.541666666666664,46.458333333333336,46.5,46.09375,46.5,46.166666666666664,46.708333333333336,46.9375,48.25,47.75,47.125,46.958333333333336,46.0,47.1875,47.4375,47.541666666666664
14,2021-08-05,09:30:00,47.0625,46.875,46.8125,47.083333333333336,47.1875,46.875,47.291666666666664,47.375,47.25,47.083333333333336,46.875,45.958333333333336,46.25,47.083333333333336,47.125,46.6875,47.8125,46.90625,46.958333333333336,47.09375,47.34375,47.666666666666664,47.8125,47.84375,47.8125,48.0625,47.791666666666664,47.25,39.4375,47.4375,47.625,47.3125,46.166666666666664,46.625,46.625,46.083333333333336,46.333333333333336,46.375,46.541666666666664,47.0625,48.041666666666664,47.625,47.208333333333336,47.041666666666664,47.3125,47.3125,47.375,47.5
15,2021-08-05,09:45:00,47.09375,47.0,46.90625,46.875,46.958333333333336,46.875,47.25,47.4375,47.375,47.333333333333336,47.0625,45.96875,46.4375,46.8125,47.0,46.6875,47.666666666666664,46.8125,47.1875,47.25,47.458333333333336,47.541666666666664,47.75,47.75,47.833333333333336,47.9375,47.5625,47.25,39.3125,47.25,47.666666666666664,47.125,46.3125,46.8125,46.541666666666664,46.291666666666664,46.541666666666664,46.25,46.791666666666664,46.90625,48.0625,47.4375,47.1875,47.0,47.25,47.5,47.1875,47.3125
16,2021-08-05,10:00:00,47.125,47.083333333333336,46.958333333333336,46.875,47.09375,47.0625,47.25,47.416666666666664,47.34375,47.375,46.9375,46.6875,47.0,47.15625,47.166666666666664,46.75,47.6875,46.875,47.125,47.3125,47.5,47.583333333333336,47.791666666666664,47.84375,47.875,48.25,47.875,47.291666666666664,39.666666666666664,47.5,47.833333333333336,47.541666666666664,46.666666666666664,47.041666666666664,47.041666666666664,46.625,46.6875,46.541666666666664,46.875,47.3125,48.0,47.458333333333336,47.125,46.90625,47.125,47.3125,47.333333333333336,47.1875
17,2021-08-05,10:15:00,47.0625,47.083333333333336,47.0,46.791666666666664,47.0625,46.6875,47.09375,47.1875,47.25,47.333333333333336,47.0,46.666666666666664,46.75,46.9375,46.916666666666664,46.541666666666664,47.541666666666664,47.125,47.125,47.375,47.416666666666664,47.541666666666664,47.71875,47.6875,47.791666666666664,47.90625,47.75,47.333333333333336,39.4375,47.291666666666664,47.583333333333336,47.375,46.875,47.166666666666664,47.125,46.75,46.75,46.75,47.125,47.208333333333336,47.5,47.125,46.75,46.75,46.833333333333336,47.0625,46.875,46.833333333333336
