,Data,Hora,OP2.1.1 V (V),OP2.1.2 V (V),OP2.1.3 V (V),OP2.1.4 V (V),OP2.1.5 V (V),OP2.1.6 V (V),OP2.1.7 V (V),OP2.1.8 V (V),OP2.1.9 V (V),OP2.1.10 V (V),OP2.1.11 V (V),OP2.1.12 V (V),OP2.1.13 V (V),OP2.1.14 V (V),OP2.1.15 V (V),OP2.1.16 V (V),OP2.2.1 V (V),OP2.2.2 V (V),OP2.2.3 V (V),OP2.2.4 V (V),OP2.2.5 V (V),OP2.2.6 V (V),OP2.2.7 V (V),OP2.2.8 V (V),OP2.2.9 V (V),OP2.2.10 V (V),OP2.2.11 V (V),OP2.2.12 V (V),OP2.2.13 V (V),OP2.2.14 V (V),OP2.2.15 V (V),OP2.2.16 V (V),OP2.3.1 V (V),OP2.3.2 V (V),OP2.3.3 V (V),OP2.3.5 V (V),OP2.3.6 V (V),OP2.3.7 V (V),OP2.3.8 V (V),OP2.3.9 V (V),OP2.3.10 V (V),OP2.3.11 V (V),OP2.3.12 V (V),OP2.3.13 V (V),OP2.3.14 V (V),OP2.3.15 V (V),OP2.3.16 V (V)
0,2021-04-19,06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021-04-19,06:15:00,48.3125,46.8125,14.75,38.875,59.541666666666664,46.25,46.0,47.75,47.6875,50.125,60.916666666666664,45.166666666666664,48.9375,45.708333333333336,43.6875,43.5,53.875,49.925,47.666666666666664,48.833333333333336,47.583333333333336,52.875,36.0625,50.0625,48.833333333333336,62.208333333333336,49.8125,50.25,40.75,47.291666666666664,29.0,35.708333333333336,52.375,52.625,62.458333333333336,44.5625,60.041666666666664,60.3125,47.0,54.25,55.583333333333336,39.125,39.8125,32.1875,47.6875,41.125,43.041666666666664
2,2021-04-19,06:30:00,47.46875,46.583333333333336,45.0,41.375,46.5,45.25,45.25,45.333333333333336,46.25,53.291666666666664,52.291666666666664,55.0625,50.4375,45.375,43.75,40.083333333333336,47.333333333333336,50.0625,49.75,47.291666666666664,45.208333333333336,49.125,49.0,45.78125,48.8125,48.083333333333336,46.03125,47.4375,39.0,46.958333333333336,44.375,46.125,71.9375,74.3125,74.0,41.8125,73.70833333333333,78.9375,75.5,31.5,24.0,25.125,22.166666666666668,25.5,28.5,25.291666666666668,25.458333333333332
3,2021-04-19,06:45:00,49.208333333333336,48.458333333333336,47.0625,43.4375,47.625,46.96875,46.5,47.3125,46.791666666666664,52.5625,51.0625,53.5,51.083333333333336,45.3125,45.9375,27.5625,47.166666666666664,49.958333333333336,50.0625,47.5625,45.25,44.5,49.125,45.9375,48.708333333333336,47.71875,46.375,47.6875,39.375,47.1875,44.71875,46.5,72.54166666666667,73.78125,73.9375,72.25,73.66666666666667,75.8125,73.9375,23.75,19.583333333333332,19.125,16.375,18.5,23.291666666666668,21.375,19.1875
4,2021-04-19,07:00:00,49.25,49.25,47.71875,45.71875,48.5,47.916666666666664,47.125,47.5,47.25,52.125,49.96875,52.5625,51.083333333333336,47.375,46.8125,18.5625,47.25,49.8125,49.625,47.458333333333336,45.875,48.541666666666664,48.791666666666664,46.375,48.5,47.6875,46.75,47.71875,39.291666666666664,47.375,45.583333333333336,46.666666666666664,73.125,75.25,74.25,73.79166666666667,74.125,76.83333333333333,75.16666666666667,22.666666666666668,17.75,14.6875,14.375,16.25,27.375,18.125,16.625
5,2021-04-19,07:15:00,49.416666666666664,49.416666666666664,48.375,46.1875,48.833333333333336,48.458333333333336,47.6875,48.291666666666664,48.125,51.916666666666664,50.0,52.583333333333336,51.125,48.0,47.333333333333336,14.75,47.0,49.25,48.9375,47.25,46.041666666666664,48.291666666666664,48.666666666666664,46.541666666666664,48.625,47.791666666666664,46.958333333333336,47.8125,39.375,47.125,45.75,46.5625,69.54166666666667,70.79166666666667,73.0,66.08333333333333,70.0,71.65625,69.78125,53.5625,46.25,11.5,11.375,14.9375,38.75,16.0,13.708333333333334
6,2021-04-19,07:30:00,49.375,49.4375,48.666666666666664,47.375,49.166666666666664,48.625,48.28125,48.875,48.625,51.708333333333336,50.041666666666664,51.958333333333336,51.09375,48.541666666666664,48.125,11.40625,46.9375,48.6875,48.666666666666664,47.0625,46.125,48.125,48.375,46.666666666666664,48.5,47.75,47.0,47.65625,39.458333333333336,47.125,45.9375,46.625,58.666666666666664,59.9375,59.84375,59.0,59.125,60.9375,59.75,60.4375,61.208333333333336,9.666666666666666,8.625,26.166666666666668,55.708333333333336,33.583333333333336,10.291666666666666
7,2021-04-19,07:45:00,49.375,49.458333333333336,48.75,47.6875,48.8125,48.8125,48.5,48.8125,48.71875,51.25,0.0,51.625,50.6875,48.666666666666664,48.5,10.0625,47.0,48.5625,48.5,47.0,46.333333333333336,48.125,48.375,46.875,48.375,47.791666666666664,47.125,47.5,39.375,47.15625,46.25,46.5,54.40625,55.3125,55.25,55.25,55.375,57.166666666666664,55.84375,56.583333333333336,56.75,8.75,7.90625,51.25,54.96875,54.5,15.791666666666666
8,2021-04-19,08:00:00,48.5,48.375,48.083333333333336,47.125,48.5625,0.0,47.333333333333336,48.291666666666664,47.0,50.5,49.0625,50.3125,49.625,47.416666666666664,47.625,22.6875,47.166666666666664,48.5,48.291666666666664,47.125,46.5,48.041666666666664,48.375,47.0,48.25,47.833333333333336,47.25,47.5,39.25,47.25,46.4375,46.791666666666664,51.708333333333336,52.8125,52.875,52.583333333333336,52.0,54.4375,53.5,53.375,53.583333333333336,12.5,7.75,51.875,52.0625,52.333333333333336,48.125
9,2021-04-19,08:15:00,46.916666666666664,47.03125,46.28125,45.875,46.791666666666664,46.375,46.25,46.625,46.583333333333336,48.5625,47.375,48.6875,48.208333333333336,46.4375,46.40625,46.208333333333336,47.208333333333336,48.5625,48.25,47.25,46.5625,47.958333333333336,48.333333333333336,46.875,48.1875,47.708333333333336,47.25,47.5,39.34375,47.25,46.75,46.9375,49.083333333333336,49.916666666666664,49.625,49.375,49.25,50.5,50.03125,50.333333333333336,50.291666666666664,49.46875,10.291666666666666,49.375,49.09375,49.09375,49.458333333333336
