,Data,Hora,P1.1.1 P (W),P1.1.2 P (W),P1.1.3 P (W),P1.1.4 P (W),P1.1.5 P (W),P1.1.6 P (W),P1.1.7 P (W),P1.1.8 P (W),P1.1.9 P (W),P1.1.10 P (W),P1.1.11 P (W),P1.1.12 P (W),P1.1.13 P (W),P1.1.14 P (W),P1.1.15 P (W),P1.1.16 P (W),P1.2.1 P (W),P1.2.2 P (W),P1.2.3 P (W),P1.2.4 P (W),P1.2.5 P (W),P1.2.6 P (W),P1.2.7 P (W),P1.2.8 P (W),P1.2.9 P (W),P1.2.10 P (W),P1.2.11 P (W),P1.2.12 P (W),P1.2.13 P (W),P1.2.14 P (W),P1.2.15 P (W),P1.2.16 P (W),P1.3.1 P (W),P1.3.2 P (W),P1.3.3 P (W),P1.3.4 P (W),P1.3.5 P (W),P1.3.6 P (W),P1.3.7 P (W),P1.3.8 P (W),P1.3.9 P (W),P1.3.10 P (W),P1.3.11 P (W),P1.3.12 P (W),P1.3.13 P (W),P1.3.14 P (W),P1.3.15 P (W),P1.3.16 P (W)
0,2021-05-03,06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021-05-03,06:15:00,38.493775,34.77836666666666,17.00275,51.85366666666666,43.03516666666667,41.6965,27.624499999999998,39.6393,20.47553333333333,21.931199999999997,17.802866666666667,21.637766666666668,17.98125,12.5508,10.5737,16.2729,18.1055,13.20975,12.6755,11.40545,13.721066666666667,9.66995,14.6896,5.1021,15.11795,23.6687,18.189833333333336,13.627066666666666,17.1401,13.544550000000001,8.343350000000001,18.2871,9.8841,17.81485,12.473966666666668,21.3383,14.668999999999999,25.414033333333332,27.198966666666667,37.05416666666667,20.625,26.649999999999995,15.219800000000001,45.90315,22.6758,17.157033333333334,18.252299999999998,19.0638
2,2021-05-03,06:30:00,77.8988,88.07056666666666,84.4258,95.77365,83.50363333333333,80.93956666666666,79.95909999999999,82.50206666666666,38.50546666666666,35.5362,29.8047,37.639833333333335,33.062124999999995,29.36876666666667,27.405466666666666,31.33173333333333,20.607033333333337,26.800575000000002,24.128133333333334,19.963800000000003,21.1297,23.104475,29.410433333333334,12.597650000000002,24.6638,34.4383,22.9078,31.824233333333336,27.6414,19.184866666666665,11.345033333333333,37.7508,64.67576666666666,67.17446666666666,67.5117,90.06135,81.34166666666665,82.5159,83.37423333333334,82.44663333333334,78.70416666666667,91.29454999999999,22.520799999999998,93.10523333333333,84.08123333333333,24.5599,24.296066666666672,77.7904
3,2021-05-03,06:45:00,72.8,103.76055,107.9914,86.84845,117.1156,100.20625000000001,107.50274999999999,102.05833333333334,52.44583333333333,47.14845,39.10935,53.574466666666666,49.90315,38.83436666666666,35.50653333333333,42.33905,43.326350000000005,39.5125,46.45783333333333,37.021366666666665,48.2146,40.021366666666665,53.12266666666667,40.182566666666666,43.413266666666665,55.50275,25.4633,45.49025,44.018499999999996,21.157049999999998,12.85,39.134,66.56406666666666,104.90390000000001,101.785575,101.58879999999999,107.60336666666667,90.76666666666667,108.3401,86.238,79.46536666666667,85.27263333333333,63.52606666666667,101.13616666666667,87.80990000000001,25.780966666666668,25.959100000000003,76.3797
4,2021-05-03,07:00:00,153.5909,157.30206666666666,164.7785,171.2301,148.86445,164.3492,179.55,158.5862,89.86915,91.33046666666667,88.97184999999999,95.59113333333335,92.291225,80.66135,79.10900000000001,87.31700000000001,86.36483333333332,87.04765,82.1776,85.9216,83.8,88.26093333333334,86.94636666666668,78.72083333333335,77.9828,98.08566666666667,61.21013333333334,79.92683333333333,90.00505000000001,27.79175,18.064625,83.80510000000001,145.77916666666667,152.97526666666667,170.2277,161.54063333333332,153.58825000000002,165.31196666666668,153.3146,170.27890000000002,160.6832,155.40626666666665,161.1375,166.5323,158.36406666666667,36.092600000000004,30.71445,152.02893333333336
5,2021-05-03,07:15:00,187.56445,203.46405,209.4188,219.8203,201.2344,206.10883333333334,205.26873333333333,222.75,136.86093333333335,124.12655000000001,118.34299999999999,134.47213333333335,134.6961,112.47786666666666,117.9039,126.40315000000001,127.36509999999998,124.92715000000001,120.07656666666668,112.1836,122.52683333333334,138.4172,137.0961,114.97603333333335,125.08643333333333,132.16353333333333,113.12033333333333,125.64415,124.84089999999999,29.394266666666667,20.95355,125.25653333333332,184.7836,202.26696666666666,208.9547,192.19255,197.80106666666666,213.1328,202.41066666666666,192.11055,206.4563,210.23985,203.2031,209.00783333333334,209.60625,97.91226666666667,31.5961,194.2367
6,2021-05-03,07:30:00,236.2292,247.45756666666668,244.52812500000002,261.14480000000003,247.31015000000002,243.84686666666667,243.2237,242.3643,180.34765,165.1302,159.311525,169.00315,174.941,158.96817499999997,154.1406,170.2911333333333,160.6336,170.10676666666666,143.1453,154.6594,167.66445,167.7508,170.2167,158.838,165.5599,168.42305,168.8107,167.92603333333332,170.68203333333335,137.3789,21.074424999999998,158.257,231.09323333333336,243.8695,252.07735,244.68230000000003,235.3323,255.29893333333334,242.7332,245.92340000000002,240.14973333333333,242.67056666666667,244.2801,252.61536666666666,244.26015,200.97603333333336,39.3151,236.644
7,2021-05-03,07:45:00,270.73723333333334,282.15,285.83985,296.56719999999996,287.5535,283.375,280.15779999999995,279.5583666666667,218.08020000000002,209.74193333333332,203.53475,216.32006666666666,216.606,206.75275,197.99896666666666,209.556,194.3039,210.8648333333333,196.0887,189.532,203.9198,205.20833333333334,210.5148,196.03830000000002,204.32706666666664,208.36545,203.80624999999998,209.66663333333335,211.29583333333335,165.29375,23.1246,209.431625,269.2153666666666,289.5117,284.988,280.219,273.8473666666667,288.1539,282.041025,284.77400000000006,276.7302333333333,279.4427333333333,274.6957,290.4044333333334,280.4166666666667,281.60653333333335,118.8,276.1703333333333
8,2021-05-03,08:00:00,306.4705666666667,321.24535000000003,315.4721666666667,330.1078,312.31485,325.5604333333333,316.85856666666666,318.12656666666663,255.1943,249.74063333333334,241.6395,253.25806666666665,248.1332,238.0359,241.5495,249.56799999999998,234.8080666666667,249.51876666666666,243.73436666666666,233.46356666666668,241.75833333333335,246.29453333333333,234.5552,228.3207,246.90596666666667,254.50726666666665,230.7125,252.5083,249.28983333333335,188.8594,84.5797,248.08710000000002,305.78245,322.84116666666665,317.67774999999995,322.7479,315.29884999999996,328.4232,320.29845,323.1594,311.2682333333333,316.7138,300.01875,329.91276666666664,314.0085666666667,321.89116666666666,230.0617,310.8192666666667
9,2021-05-03,08:15:00,345.36955,354.0424666666667,347.67186666666663,363.36539999999997,348.47943333333336,349.09569999999997,346.2899,351.88280000000003,289.8125,283.4172,289.8758,293.46093333333334,290.7277,279.54246666666666,275.21680000000003,288.4578,277.6623,292.875,275.5625,278.41093333333333,282.71746666666667,289.06953333333337,275.0455666666667,265.26876666666664,286.5760333333333,291.4531,278.2422,289.58983333333333,287.052,254.202375,227.55255,291.9268333333333,339.30676666666665,353.875,356.7247666666667,352.13956666666667,352.78125,358.4719,357.44065,356.5789,340.3742,353.27186666666665,351.7187333333333,359.78319999999997,349.5909,344.34839999999997,323.45053333333334,344.59296666666665
10,2021-05-03,08:30:00,370.66525,384.6927,379.9125000000001,379.8438,380.77029999999996,392.76955,386.74375,381.0604,336.2981666666667,323.01383333333337,313.8516,324.14215,328.11876666666666,321.75355,310.33005,315.50390000000004,320.0625,321.64572499999997,318.7502666666667,306.2156,328.27189999999996,321.4882666666667,318.3379,307.6757666666667,321.2450333333333,327.1016,313.1172,329.2346333333333,319.665225,315.65886666666665,252.72345,323.56693333333334,367.94503333333336,387.68803333333335,387.9752,384.70550000000003,379.58436666666665,390.9023666666667,383.09323333333333,387.45390000000003,376.97346666666664,378.6794333333333,378.36525,391.061525,373.47035,384.59636666666665,376.75705000000005,379.2078333333333
11,2021-05-03,08:45:00,403.6547,416.1424666666667,405.16903333333335,422.55313333333334,405.8143333333333,419.79454999999996,413.09180000000003,409.71510000000006,365.13280000000003,358.7544666666667,351.1219,360.00665,360.36403333333334,348.8815333333334,349.175,346.98985000000005,354.0281333333333,358.0102,346.56795,350.1692666666667,352.4205666666667,355.6281333333333,357.54923333333335,335.57385,350.91873333333336,358.842,346.522475,354.43825,362.0008,345.3281,285.35704999999996,360.0661333333333,406.8336,416.1903333333333,413.36760000000004,416.1293,398.58360000000005,418.37695,409.7437333333333,416.96055,404.8614333333333,405.3685,407.3627666666667,423.01773333333335,404.18944999999997,409.3838333333333,406.9010333333333,406.2148333333333
12,2021-05-03,09:00:00,429.3331,443.2083666666667,437.6831,450.943,436.4041666666667,443.72815,445.31797500000005,437.0898333333334,400.17603333333335,0.0,390.2953,399.81875,387.2457,387.75235,379.90496666666667,381.8289,380.5539333333333,383.1932,384.94065,381.79686666666674,386.6270666666667,385.11485,388.7416666666666,372.34590000000003,385.1927333333333,395.9205666666667,380.00156666666663,390.103525,388.243,379.00902499999995,307.00429999999994,389.62449999999995,423.92345,443.0724,443.54274999999996,437.73165,435.19789999999995,444.8542,436.9677,450.5624666666667,434.8794666666667,432.98045,436.69925,450.59426666666667,434.7198,438.4023333333333,436.8786333333333,433.83486666666664
13,2021-05-03,09:15:00,452.0745,465.5614333333333,459.9781,465.69335,459.2099,466.5938,468.23945000000003,459.08363333333335,429.14843333333334,421.67735,411.9216333333334,420.67465000000004,413.4062333333333,410.1078333333333,403.06640000000004,414.7695333333333,411.02029999999996,411.68593333333337,402.4375,407.9785,413.2104,414.012,417.14065,396.15625,420.45626666666664,425.1218666666667,410.8226333333334,420.99659999999994,415.5117,409.9755333333333,0.0,418.02683333333334,444.84569999999997,466.4200666666666,465.0453,463.8651,453.3879,467.2067666666667,461.84113333333335,470.5995,458.6927,460.78202500000003,453.2645666666667,474.9711,454.6783666666667,457.39506666666665,452.557,450.3867
14,2021-05-03,09:30:00,465.8133,487.94586666666663,475.21095,491.1351666666667,481.07442499999996,490.13436666666666,485.7812666666667,481.2534,457.63085,444.7254,437.08005,446.770875,445.8435,435.5716,438.0621,433.8793,441.7539,441.8406,431.07083333333327,434.85900000000004,441.125,435.61215,443.4078333333334,430.7973666666667,442.8145666666667,451.0793,437.4296666666667,450.9164,444.77396666666664,432.55625,417.30676666666665,442.5738,469.49949999999995,491.7966333333334,484.19533333333334,486.925,479.18073333333336,490.43880000000007,477.1719,492.7760333333333,480.5646,480.80275,476.05026666666663,493.9510666666667,474.0026,478.4046666666666,475.81915000000004,482.9836
15,2021-05-03,09:45:00,488.4854,503.95523333333335,500.144925,507.9624999999999,504.175,509.41613333333333,502.61743333333334,495.69065,476.91536666666667,468.29816666666665,461.4953333333333,474.4929666666667,470.9232,461.9284,467.5,456.6867333333333,463.88073333333335,466.67150000000004,457.09426666666667,458.3625,465.4469,462.3235,468.11835,454.3586,464.6882666666667,473.7047,457.2914,475.75260000000003,467.1239666666667,451.9578,441.7833333333333,463.08709999999996,489.5152,510.26365,502.22946666666667,507.21367499999997,499.05206666666663,509.1031,502.1390666666667,513.1414,494.9533666666667,492.72839999999997,492.12630000000007,512.70155,492.84765,496.84663333333333,495.7640666666666,497.75263333333334
16,2021-05-03,10:00:00,510.30519999999996,522.0276,515.5663999999999,532.2012,516.3823333333333,525.3341333333334,522.4484333333334,516.0635333333333,501.5825333333334,492.9531,491.9629,497.9515666666666,494.00600000000003,484.5325666666667,479.11460000000005,486.9755333333333,484.49870000000004,488.93477500000006,477.54925000000003,487.4934666666666,490.9418,487.0372333333333,491.66914999999995,479.98126666666667,493.8352,494.06873333333334,471.62553333333335,492.0258,490.47839999999997,477.4476666666667,467.89840000000004,488.3458333333333,505.49845,528.9961000000001,521.68825,526.7883,513.4213666666666,525.6315333333333,516.7721333333334,535.1812,513.8323333333334,508.7812666666667,507.0299333333334,530.8883,504.4703,514.6043,512.2380666666667,512.0604333333334
