,Data,Hora,OP2.1.1 V (V),OP2.1.2 V (V),OP2.1.3 V (V),OP2.1.4 V (V),OP2.1.5 V (V),OP2.1.6 V (V),OP2.1.7 V (V),OP2.1.8 V (V),OP2.1.9 V (V),OP2.1.10 V (V),OP2.1.11 V (V),OP2.1.12 V (V),OP2.1.13 V (V),OP2.1.14 V (V),OP2.1.15 V (V),OP2.1.16 V (V),OP2.2.1 V (V),OP2.2.2 V (V),OP2.2.3 V (V),OP2.2.4 V (V),OP2.2.5 V (V),OP2.2.6 V (V),OP2.2.7 V (V),OP2.2.8 V (V),OP2.2.9 V (V),OP2.2.10 V (V),OP2.2.11 V (V),OP2.2.12 V (V),OP2.2.13 V (V),OP2.2.14 V (V),OP2.2.15 V (V),OP2.2.16 V (V),OP2.3.1 V (V),OP2.3.2 V (V),OP2.3.3 V (V),OP2.3.4 V (V),OP2.3.5 V (V),OP2.3.6 V (V),OP2.3.7 V (V),OP2.3.8 V (V),OP2.3.9 V (V),OP2.3.10 V (V),OP2.3.11 V (V),OP2.3.12 V (V),OP2.3.13 V (V),OP2.3.14 V (V),OP2.3.15 V (V),OP2.3.16 V (V)
0,2021-03-20,06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021-03-20,06:15:00,47.041666666666664,48.5625,47.25,43.1875,48.541666666666664,47.958333333333336,48.333333333333336,49.416666666666664,43.875,51.0,52.416666666666664,47.8125,48.75,45.708333333333336,39.791666666666664,44.96875,47.875,48.041666666666664,49.1875,47.625,45.916666666666664,48.708333333333336,48.541666666666664,45.75,48.375,47.5,47.416666666666664,46.916666666666664,39.458333333333336,48.041666666666664,46.5,46.625,57.166666666666664,58.75,52.541666666666664,56.125,56.625,53.375,62.53125,54.166666666666664,41.0,39.3125,36.21875,30.375,38.0,34.5625,35.5,47.5
2,2021-03-20,06:30:00,47.25,46.3125,46.875,45.125,46.916666666666664,46.666666666666664,48.0,47.875,47.5,50.3125,47.875,45.875,47.541666666666664,46.46875,44.5,44.958333333333336,47.333333333333336,47.5,47.5,47.125,45.791666666666664,48.5,48.375,47.1875,48.25,47.625,47.6875,47.0,39.666666666666664,47.625,46.3125,46.625,51.583333333333336,54.5,53.958333333333336,47.916666666666664,50.0,57.6875,58.125,55.0,51.666666666666664,39.3125,34.9375,37.708333333333336,37.9375,47.375,36.625,36.5
3,2021-03-20,06:45:00,46.875,45.833333333333336,44.5625,43.1875,45.8125,45.1875,45.25,45.8125,46.1875,50.75,51.0,55.583333333333336,49.5625,45.125,44.875,44.416666666666664,47.0,49.75,49.916666666666664,48.25,46.083333333333336,48.708333333333336,48.5,46.6875,48.5625,0.0,46.875,47.0625,38.708333333333336,47.708333333333336,45.041666666666664,46.125,62.0,63.375,61.416666666666664,61.458333333333336,61.625,60.875,65.20833333333333,63.625,63.541666666666664,46.4375,14.5,13.166666666666666,15.708333333333334,56.916666666666664,17.375,16.0
4,2021-03-20,07:00:00,47.416666666666664,46.833333333333336,45.375,43.375,46.0,45.333333333333336,45.291666666666664,46.291666666666664,46.541666666666664,50.1875,49.583333333333336,52.4375,49.3125,45.75,45.458333333333336,45.375,47.291666666666664,49.125,49.625,47.75,46.4375,48.208333333333336,48.25,46.6875,48.291666666666664,47.875,47.1875,47.28125,39.0625,47.666666666666664,45.833333333333336,46.5625,56.416666666666664,57.5,55.625,56.75,56.916666666666664,55.40625,59.541666666666664,58.375,58.541666666666664,39.541666666666664,11.583333333333334,10.458333333333334,22.1875,58.416666666666664,55.458333333333336,23.96875
5,2021-03-20,07:15:00,47.4375,47.0,45.875,44.5,46.5625,45.875,45.875,46.416666666666664,46.3125,49.333333333333336,48.625,51.0,48.9375,46.1875,45.625,45.5625,47.0,48.791666666666664,48.791666666666664,47.375,46.291666666666664,48.25,48.25,46.75,48.0,47.5625,47.125,47.125,39.083333333333336,47.3125,46.125,46.375,51.0625,50.625,50.375,51.958333333333336,50.84375,50.75,52.625,0.0,52.875,51.333333333333336,21.0,9.875,47.75,51.875,51.916666666666664,51.9375
6,2021-03-20,07:30:00,47.125,46.875,45.833333333333336,45.0,46.78125,46.125,45.875,46.416666666666664,46.4375,48.75,47.833333333333336,50.166666666666664,48.625,46.375,46.25,46.0,46.875,48.1875,48.583333333333336,47.375,46.5,48.208333333333336,48.375,46.916666666666664,48.25,47.916666666666664,47.166666666666664,47.25,39.25,47.1875,46.166666666666664,46.625,47.5,48.708333333333336,48.333333333333336,48.208333333333336,47.9375,48.125,50.083333333333336,49.125,49.25,49.6875,49.125,20.125,47.875,48.541666666666664,48.416666666666664,48.53125
7,2021-03-20,07:45:00,47.0,46.8125,46.083333333333336,45.333333333333336,46.666666666666664,46.166666666666664,46.125,46.375,46.3125,48.375,47.625,49.291666666666664,48.1875,46.583333333333336,46.5,45.833333333333336,46.916666666666664,48.25,48.416666666666664,47.375,46.666666666666664,48.1875,48.333333333333336,47.1875,48.1875,48.0,47.25,47.291666666666664,39.3125,47.416666666666664,46.25,46.4375,46.875,47.75,47.25,47.083333333333336,47.041666666666664,46.75,48.75,48.166666666666664,47.958333333333336,48.125,47.416666666666664,39.541666666666664,46.625,46.833333333333336,46.791666666666664,47.0625
8,2021-03-20,08:00:00,46.958333333333336,46.833333333333336,46.25,45.666666666666664,46.75,46.458333333333336,46.166666666666664,46.5,46.625,48.25,47.708333333333336,49.0,48.0,46.5,46.5,46.0,47.25,48.375,48.375,47.3125,46.75,48.03125,48.25,47.0625,47.9375,47.916666666666664,47.375,47.25,39.25,47.375,46.6875,46.75,46.625,47.375,46.958333333333336,46.75,46.958333333333336,46.708333333333336,48.125,47.666666666666664,47.25,47.333333333333336,47.25,46.4375,46.375,46.333333333333336,46.625,46.666666666666664
9,2021-03-20,08:15:00,47.0,46.875,46.375,45.833333333333336,46.666666666666664,46.333333333333336,46.25,46.625,46.625,48.041666666666664,47.583333333333336,48.75,47.875,46.5625,46.541666666666664,46.375,47.375,48.5,48.416666666666664,47.3125,46.8125,47.9375,48.15625,47.083333333333336,47.875,47.75,47.416666666666664,47.21875,39.333333333333336,47.416666666666664,47.0,47.041666666666664,46.791666666666664,47.458333333333336,47.083333333333336,46.875,46.958333333333336,46.666666666666664,47.9375,47.5,47.125,47.125,47.1875,46.5,46.583333333333336,46.208333333333336,46.583333333333336,46.875
