,Data,Hora,OP3.1.1 I (A),OP3.1.2 I (A),OP3.1.3 I (A),OP3.1.4 I (A),OP3.1.5 I (A),OP3.1.6 I (A),OP3.1.7 I (A),OP3.1.8 I (A),OP3.1.9 I (A),OP3.1.10 I (A),OP3.1.11 I (A),OP3.1.12 I (A),OP3.1.13 I (A),OP3.1.14 I (A),OP3.1.15 I (A),OP3.1.16 I (A),OP3.2.1 I (A),OP3.2.3 I (A),OP3.2.4 I (A),OP3.2.5 I (A),OP3.2.7 I (A),OP3.2.8 I (A),OP3.2.9 I (A),OP3.2.10 I (A),OP3.2.12 I (A),OP3.2.13 I (A),OP3.2.14 I (A),OP3.2.15 I (A),OP3.2.16 I (A),OP3.3.1 I (A),OP3.3.2 I (A),OP3.3.3 I (A),OP3.3.4 I (A),OP3.3.6 I (A),OP3.3.7 I (A),OP3.3.8 I (A),OP3.3.9 I (A),OP3.3.10 I (A),OP3.3.11 I (A),OP3.3.12 I (A),OP3.3.13 I (A),OP3.3.14 I (A),OP3.3.15 I (A),OP3.3.16 I (A),OP3.4.1 I (A),OP3.4.2 I (A),OP3.4.3 I (A),OP3.4.4 I (A),OP3.4.5 I (A),OP3.4.6 I (A),OP3.4.7 I (A),OP3.4.8 I (A),OP3.4.9 I (A),OP3.4.10 I (A),OP3.4.11 I (A),OP3.4.12 I (A),OP3.4.13 I (A),OP3.4.14 I (A),OP3.4.15 I (A),OP3.4.16 I (A),OP3.5.1 I (A),OP3.5.2 I (A),OP3.5.3 I (A),OP3.5.4 I (A),OP3.5.6 I (A),OP3.5.7 I (A),OP3.5.8 I (A),OP3.5.9 I (A),OP3.5.10 I (A),OP3.5.11 I (A),OP3.5.12 I (A),OP3.5.14 I (A),OP3.5.15 I (A),OP3.6.1 I (A),OP3.6.2 I (A),OP3.6.3 I (A),OP3.6.4 I (A),OP3.6.5 I (A),OP3.6.6 I (A),OP3.6.7 I (A),OP3.6.8 I (A),OP3.6.9 I (A),OP3.6.10 I (A),OP3.6.11 I (A),OP3.6.13 I (A),OP3.6.14 I (A),OP3.6.15 I (A),OP3.6.16 I (A),OP3.7.1 I (A),OP3.7.2 I (A),OP3.7.3 I (A),OP3.7.4 I (A),OP3.7.5 I (A),OP3.7.6 I (A),OP3.7.7 I (A),OP3.7.8 I (A),OP3.7.9 I (A),OP3.7.10 I (A),OP3.7.11 I (A),OP3.7.12 I (A),OP3.7.13 I (A),OP3.7.14 I (A),OP3.7.15 I (A),OP3.7.16 I (A),OP3.8.1 I (A),OP3.8.3 I (A),OP3.8.4 I (A),OP3.8.5 I (A),OP3.8.6 I (A),OP3.8.7 I (A),OP3.8.8 I (A),OP3.8.9 I (A),OP3.8.10 I (A),OP3.8.11 I (A),OP3.8.12 I (A),OP3.8.13 I (A),OP3.8.14 I (A),OP3.8.15 I (A),OP3.8.16 I (A)
0,2021-04-26,06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021-04-26,06:15:00,0.051574999999999996,0.125,0.0896,0.16043333333333334,0.15625,0.1771,0.0813,0.09375,0.12296666666666667,0.12293333333333334,0.1906,0.1375,0.13543333333333332,0.18963333333333332,0.1469,0.09166666666666667,0.0,0.14376666666666668,0.1562,0.1063,0.22916666666666666,0.15,0.1875,0.17500000000000002,0.20836666666666667,0.13755,0.11670000000000001,0.09375,0.1146,0.10833333333333334,0.05,0.05416666666666667,0.1708333333333333,0.08543333333333335,0.21666666666666665,0.175025,0.15,0.14375,0.15315,0.21405,0.14376666666666668,0.19065,0.10833333333333334,0.09999999999999999,0.19375,0.1625,0.20833333333333334,0.16875,0.0896,0.1521,0.1542,0.1125,0.14170000000000002,0.15,0.17503333333333335,0.11253333333333333,0.2094,0.20623333333333335,0.32503333333333334,0.13440000000000002,0.1583,0.1812666666666667,0.15626666666666666,0.19375,0.14376666666666668,0.1292,0.125,0.1375,0.18336666666666668,0.09793333333333333,0.17815,0.11876666666666667,0.1375,0.14170000000000002,0.14847500000000002,0.11873333333333334,0.11043333333333334,0.13435,0.17500000000000002,0.142225,0.09793333333333333,0.12086666666666668,0.1646,0.11456666666666666,0.275,0.1125,0.19583333333333333,0.24586666666666668,0.17713333333333334,0.19583333333333333,0.22503333333333334,0.07916666666666666,0.11560000000000001,0.2375333333333333,0.1719,0.13333333333333333,0.103125,0.1146,0.11876666666666667,0.13543333333333332,0.13126666666666667,0.185925,0.22293333333333334,0.2188,0.13125,0.10416666666666667,0.11040000000000001,0.09376666666666666,0.12290000000000001,0.15623333333333334,0.1042,0.0792,0.190625,0.15,0.05003333333333334,0.15315,0.1625,0.120325,0.11043333333333334
2,2021-04-26,06:30:00,0.18123333333333336,0.267225,0.240625,0.30833333333333335,0.44065,0.3271,0.29793333333333333,0.31255,0.37916666666666665,0.40210000000000007,0.4781,0.4000000000000001,0.25,0.4271,0.2188,0.24580000000000002,0.2271,0.39999999999999997,0.32189999999999996,0.42083333333333334,0.44689999999999996,0.4083333333333334,0.41564999999999996,0.4083333333333334,0.42505,0.40625,0.35836666666666667,0.22505,0.23336666666666664,0.2344,0.1844,0.25836666666666663,0.38126666666666664,0.32499999999999996,0.48125,0.46875,0.3708666666666667,0.46246666666666664,0.4083333333333334,0.4719,0.37293333333333334,0.44065,0.23753333333333335,0.22293333333333334,0.41043333333333337,0.5281,0.38336666666666663,0.3781,0.28123333333333334,0.2917,0.24375000000000002,0.282825,0.2750333333333333,0.2875,0.5015499999999999,0.44684999999999997,0.5688,0.45315,0.55,0.39375000000000004,0.4312333333333333,0.4479333333333333,0.4396,0.484375,0.39065,0.2583,0.275,0.25625,0.3,0.33336666666666664,0.5417,0.37916666666666665,0.485925,0.425,0.41874999999999996,0.44689999999999996,0.4469,0.39999999999999997,0.46875,0.3094,0.2531,0.2729333333333333,0.2854333333333333,0.52815,0.5042,0.3833333333333333,0.46459999999999996,0.50315,0.3906,0.4344,0.4500333333333333,0.34789999999999993,0.44845,0.50315,0.2833333333333333,0.27086666666666664,0.2344,0.1781,0.31666666666666665,0.3625,0.4041333333333333,0.5063,0.4531,0.48124999999999996,0.2469,0.2583333333333333,0.2625,0.24583333333333335,0.3,0.30416666666666664,0.26043333333333335,0.2583333333333333,0.32815,0.3021,0.20003333333333337,0.2708333333333333,0.2688,0.275,0.24373333333333336
3,2021-04-26,06:45:00,0.2687,0.4062333333333334,0.3625,0.75,0.7166666666666667,0.43435,0.6594,0.7354666666666666,0.8896333333333334,0.7437999999999999,0.8458333333333333,0.7958666666666666,0.7292,0.78125,0.35,0.3375,0.3729333333333333,0.8521,0.7500333333333334,0.7219,0.7479666666666667,0.7583333333333334,0.7859499999999999,0.7520666666666668,0.8000499999999999,0.7583666666666667,0.76875,0.362525,0.39065,0.37187499999999996,0.28130000000000005,0.5313,0.7646333333333334,0.7687666666666667,0.7395999999999999,0.8562666666666668,0.8250500000000001,0.7813,0.73125,0.776575,0.7021333333333334,0.71565,0.3781,0.3333333333333333,0.7375333333333334,0.8521000000000001,0.62505,0.84065,0.7188,0.44377500000000003,0.3708666666666667,0.4146,0.4187666666666667,0.4166666666666667,0.9333666666666667,0.7375333333333334,0.9771,0.7896000000000001,0.929725,0.73125,0.8021333333333334,0.925025,0.8343750000000001,0.9146000000000001,0.7979333333333334,0.37916666666666665,0.3937666666666666,0.3729333333333333,0.42919999999999997,0.7583666666666667,0.9344,0.812525,0.84065,0.7500333333333332,0.6438,0.8938,0.8208333333333333,0.84845,0.8458666666666668,0.3958333333333333,0.37812499999999993,0.4219,0.42083333333333334,0.84065,0.8667000000000001,0.7219,0.8271000000000001,0.7875,0.8208666666666667,0.7906500000000001,0.80005,0.7354333333333334,0.8469,0.9479333333333333,0.425,0.43752500000000005,0.3292,0.33336666666666664,0.7229666666666666,0.8375,0.8000333333333334,0.8094,0.8297,0.86565,0.5062666666666668,0.5140750000000001,0.4344,0.4500333333333333,0.4938,0.4938,0.44166666666666665,0.47503333333333336,0.4958666666666667,0.49796666666666667,0.4166666666666667,0.47713333333333335,0.5124666666666666,0.4187666666666667,0.49583333333333335
4,2021-04-26,07:00:00,0.4312666666666667,0.5594,0.50625,1.225,1.2229,1.2604333333333333,1.2291999999999998,1.2344,1.39685,1.2229333333333334,1.2729333333333335,1.2708666666666666,1.2563,1.3937666666666668,0.91875,0.6396000000000001,0.5521333333333334,1.30315,1.2125,1.25625,1.4125,1.2604666666666666,1.31565,1.25,1.2594,1.2583666666666666,1.2344,0.80315,0.85005,0.56565,0.45,1.125,1.2604333333333333,1.2469000000000001,1.3906500000000002,1.3125499999999999,1.2781500000000001,1.26565,1.2396,1.3906,1.2313,1.14065,0.8906499999999999,0.775,1.1979333333333333,1.2844,1.24375,1.2906499999999999,1.3146000000000002,0.675,0.5708333333333334,0.6281,0.6458666666666667,0.6219,1.4729333333333334,1.2521333333333333,1.4687999999999999,1.4688,1.5208666666666666,1.2593999999999999,1.3938,1.4062,1.37815,1.4875,1.3625,0.69065,0.8937666666666667,0.6,0.0,1.2895999999999999,1.4271,1.36255,1.2687666666666668,1.2812999999999999,1.34375,1.2958333333333334,1.2156500000000001,1.25,1.2729333333333333,0.6292,0.6031500000000001,0.63125,0.6396333333333333,1.33755,1.33755,1.267225,1.415625,1.325,1.3396,1.4500333333333335,1.3416666666666668,1.2541666666666667,1.2854333333333334,1.5333666666666665,0.6396333333333334,0.67505,0.4875,0.5104000000000001,1.2000333333333335,1.2812999999999999,1.2656,1.3234750000000002,1.3291666666666666,1.2541666666666667,0.8729333333333334,0.8938,0.8167,0.8021333333333334,0.8667000000000001,0.8645999999999999,0.7875,0.8271000000000001,0.9208666666666666,0.8458333333333332,0.7437666666666667,0.8937666666666667,0.8625333333333334,0.9062666666666667,0.8250000000000001
5,2021-04-26,07:15:00,0.4792,0.5520666666666667,0.7104333333333334,1.4292,1.5354666666666665,1.61565,1.56875,1.5042,1.53125,1.5229333333333333,1.5541666666666665,1.45,1.36875,1.4875,0.95625,0.967225,0.52815,1.5521,1.5562666666666667,1.5271000000000001,1.5687999999999998,1.54065,1.4021000000000001,1.5562749999999999,1.4249999999999998,1.5812666666666668,1.4438,0.9333666666666667,0.9812666666666666,0.5916666666666667,0.47503333333333336,1.3146333333333333,1.4708333333333332,1.5292000000000001,1.6083666666666667,1.5563000000000002,1.4166666666666667,1.3625500000000001,1.6041999999999998,1.608366666666667,1.29375,1.5229333333333333,0.9938,0.9833,1.50315,1.5083333333333335,1.620866666666667,1.625025,1.5354666666666665,0.8917,0.58755,1.4729666666666665,1.5,1.5437666666666665,1.6344,1.6265999999999998,1.7125000000000001,1.6354333333333333,1.8094000000000001,1.5896000000000001,1.5396,1.6583333333333332,1.6688,1.6437666666666668,1.6479666666666668,1.32505,1.5625,1.4916666666666665,1.4937666666666667,1.5250333333333332,1.7125000000000001,1.5104333333333333,1.6062666666666667,1.5374999999999999,1.57505,1.7187999999999999,1.5187499999999998,1.5208333333333333,1.6343750000000001,1.3479333333333334,1.4875,1.3625,1.3041666666666665,1.5416666666666667,1.7249999999999999,1.5000333333333333,1.67815,1.62345,1.683366666666667,1.7187666666666666,1.6479333333333333,1.56565,1.4729333333333334,1.7146,1.2833666666666665,1.3062666666666667,0.5354666666666668,0.5604,1.5437666666666667,1.5854333333333335,1.4750333333333334,1.3688,1.38755,1.6020666666666665,1.0937666666666666,1.0937666666666666,1.0146,1.0312999999999999,1.0146,1.1219000000000001,1.0021000000000002,1.0583333333333333,1.1458666666666666,1.1021,0.9396000000000001,1.0979333333333334,1.1063,1.0655999999999999,1.0395999999999999
6,2021-04-26,07:30:00,0.47713333333333335,0.54375,1.8344,1.9208333333333334,1.98435,2.1688,1.8583333333333334,1.63755,1.8229333333333333,1.8875000000000002,1.933366666666667,1.8937666666666668,1.7781500000000001,1.9542000000000002,1.2312666666666665,1.2625,0.5562666666666667,1.8625,2.0562666666666667,2.2188,2.0562500000000004,1.925,1.9562750000000002,2.0625,1.90625,1.9771,1.7750000000000001,1.1453250000000001,1.1958333333333333,0.5875,0.4604333333333333,1.6875333333333333,1.9458333333333335,1.93595,2.1688,1.9541666666666666,1.5813,1.9312666666666667,2.0219,2.1458333333333335,1.9219,1.8937666666666668,1.0625,1.1187666666666667,1.8843750000000001,2.0203249999999997,2.0844,2.1417,1.875,1.8479666666666665,0.6167000000000001,1.7437666666666667,1.8458333333333332,1.7541666666666667,2.4375,2.0406500000000003,1.9791999999999998,1.9187666666666667,1.9281000000000001,2.0875,2.2062666666666666,2.26875,1.9458666666666666,2.1750499999999997,1.8646,1.9437666666666669,1.7750000000000001,1.7094,1.9937333333333334,1.9708666666666668,2.0719000000000003,1.9687666666666666,2.1208666666666667,1.7791666666666668,1.8417000000000001,1.9667000000000001,2.0343999999999998,2.075,2.08435,1.7781500000000001,1.99535,2.2041666666666666,1.7875,2.06875,2.2469,1.92505,1.9458333333333335,1.4188,2.0458666666666665,2.1833666666666667,2.0187666666666666,1.7281499999999999,2.0750333333333333,2.32505,2.11565,2.09065,0.5271,0.5417000000000001,1.8187333333333333,2.0,1.8469,2.0187749999999998,1.94375,1.8406500000000001,1.4375333333333333,1.4020666666666666,1.3604333333333332,1.4229333333333336,1.3812666666666666,1.5542,1.3770999999999998,1.3562666666666665,1.450033333333333,1.4124999999999999,1.2146333333333335,1.34375,1.4271,1.4562666666666668,1.2771000000000001
7,2021-04-26,07:45:00,0.5187666666666667,0.5875333333333334,2.58125,2.525,2.4646000000000003,2.575,2.5583666666666667,2.4750333333333336,2.5812749999999998,2.6646,2.6583333333333337,2.5604333333333336,2.576575,2.5458333333333334,1.575,1.531275,0.6062666666666666,2.4854333333333334,2.51255,2.5172,2.6469,2.6219,2.5312,2.5604,2.66875,2.529166666666667,2.4042,1.5312999999999999,1.5187666666666668,0.6250333333333334,0.5125333333333334,2.462475,2.606266666666667,2.65315,2.6354,2.623475,2.4250499999999997,2.4979333333333336,2.7416666666666667,2.6844,2.5625,2.4406499999999998,1.54375,1.4375333333333333,2.65315,2.74065,2.875,2.5438,2.65,2.82815,1.33125,2.8063,2.5937,2.49065,2.6625,2.5749999999999997,2.7479333333333336,2.6219,2.681266666666667,0.0,2.9718999999999998,2.6792000000000002,2.8438,2.70625,2.660433333333333,2.425,2.6042,2.629166666666667,2.6416666666666666,2.4813,2.84065,2.5958666666666668,2.6688,2.80315,2.6646,2.6875,2.5719,2.7479,2.6792000000000002,2.7531,2.6750499999999997,2.7969,2.7843999999999998,2.732825,2.7146000000000003,2.5791666666666666,2.679166666666667,2.633366666666667,2.7479333333333336,2.73125,2.77815,2.6125000000000003,2.6916666666666664,2.9542,2.795325,2.73435,0.5604333333333332,0.5812666666666667,2.475,2.5375,2.69375,2.7812,2.5046999999999997,2.5396,2.0271000000000003,1.95625,1.9166999999999998,1.8812666666666669,2.0187666666666666,2.0041666666666664,1.8729333333333333,1.9187666666666667,1.9708333333333332,2.0719000000000003,1.9104666666666665,2.029166666666667,2.06875,1.8812666666666666,1.950033333333333
8,2021-04-26,08:00:00,0.58755,0.7844,3.0375,3.0813,3.0844,3.070866666666667,3.1563,3.0500000000000003,3.0937333333333332,3.0792,3.1437666666666666,2.96565,2.9875,3.0938,1.8,1.8583666666666667,0.675,3.0146,2.9813,3.025,3.158366666666667,3.0187666666666666,3.1219,3.0500000000000003,3.110433333333333,3.1063,2.925,0.0,1.8312749999999998,0.74375,0.6479333333333334,2.8969,3.0604,3.0219,3.1021,3.1854,2.9938,3.029166666666667,3.1188,3.121875,3.062525,3.0270999999999995,1.7833666666666668,1.7458333333333333,2.9718999999999998,3.2396,3.275,3.148475,3.1765999999999996,3.3688,3.27815,3.1063,3.181275,3.0313,3.17815,3.1593999999999998,3.2843999999999998,3.2375333333333334,3.2541666666666664,3.0375,3.20005,3.225,3.0958666666666663,3.3313,3.2438,3.1666666666666665,3.1297,3.1229333333333336,3.1667,3.16565,3.283366666666667,3.0312666666666668,3.147933333333333,3.17345,3.15315,3.21565,3.1750000000000003,3.15315,3.1958333333333333,3.17815,3.0500000000000003,3.2083333333333335,3.20005,3.1844,3.1896,3.1229333333333336,3.24845,3.271875,3.2208333333333337,3.19845,3.233333333333333,3.147933333333333,3.133366666666667,3.2687999999999997,3.34065,3.16565,0.6916666666666668,0.8140750000000001,2.9562999999999997,3.0417,3.0354000000000005,3.0515749999999997,3.0229,3.0541666666666667,2.475,2.4312666666666667,2.410433333333333,2.4375,2.4979,2.4875333333333334,2.45005,2.3625333333333334,2.517225,2.4083666666666668,2.34065,2.4375,2.5031499999999998,2.360466666666667,2.35625
9,2021-04-26,08:15:00,0.7625500000000001,1.8021,3.58435,3.6063,3.6104333333333334,3.5208666666666666,3.5125333333333337,3.55,3.5938,3.6875,3.671925,3.5354000000000005,3.4187666666666665,3.5666666666666664,2.1291666666666664,2.06875,1.5844,3.5541666666666667,3.4521,3.70625,3.777133333333333,3.65,3.4813,3.554166666666667,3.5833333333333335,3.4875333333333334,3.4,1.9375,2.61565,1.725,1.5125,3.381275,3.5500333333333334,3.5270999999999995,3.664075,3.725,3.7062666666666666,3.52815,3.587533333333333,3.59065,3.7125,3.625,2.0875333333333335,2.1916333333333333,3.4292000000000002,3.6375,3.7625,3.727133333333333,3.63755,3.6271,3.6167,3.725,3.67815,3.5083333333333333,3.658366666666667,3.720866666666667,3.9021000000000003,3.6437999999999997,3.7687999999999997,3.522933333333333,3.6229333333333336,3.764075,3.627133333333333,3.6844,3.6125000000000003,3.5343999999999998,3.63125,3.49065,3.6646,3.6396,3.73125,3.5812666666666666,3.6146,3.725,3.6271,3.678125,3.5167,3.6437500000000003,3.701575,3.5375,3.6792000000000002,3.712533333333333,3.7354333333333334,3.62345,3.803125,3.5125,3.7438,3.7875,3.76565,3.70005,3.8000000000000003,3.46565,3.5771,3.875,3.790625,3.6646,1.6625333333333334,1.8156499999999998,3.492175,3.4125,3.4979,3.60625,3.5708333333333333,3.556225,2.966666666666667,2.8937666666666666,2.906275,2.820866666666667,2.8063,2.975,2.7625333333333333,2.852066666666667,2.9969,2.8479000000000005,2.7812,2.8625333333333334,2.9406499999999998,2.7979333333333334,2.914633333333333
