,Data,Hora,P4.1.1 P (W),P4.1.2 P (W),P4.1.3 P (W),P4.1.4 P (W),P4.1.5 P (W),P4.1.6 P (W),P4.1.7 P (W),P4.1.9 P (W),P4.1.10 P (W),P4.1.11 P (W),P4.1.12 P (W),P4.1.13 P (W),P4.1.14 P (W),P4.1.15 P (W),P4.1.16 P (W),P4.1.17 P (W),P4.1.18 P (W),P4.1.19 P (W),P4.1.20 P (W),P4.1.21 P (W),P4.1.22 P (W),P4.2.1 P (W),P4.2.2 P (W),P4.2.3 P (W),P4.2.4 P (W),P4.2.5 P (W),P4.2.6 P (W),P4.2.7 P (W),P4.2.8 P (W),P4.2.9 P (W),P4.2.10 P (W),P4.2.11 P (W),P4.2.12 P (W),P4.2.13 P (W),P4.2.14 P (W),P4.2.15 P (W),P4.2.16 P (W),P4.2.17 P (W),P4.2.18 P (W),P4.2.19 P (W),P4.2.20 P (W),P4.2.21 P (W),P4.2.22 P (W),P4.3.1 P (W),P4.3.2 P (W),P4.3.3 P (W),P4.3.4 P (W),P4.3.5 P (W),P4.3.6 P (W),P4.3.7 P (W),P4.3.8 P (W),P4.3.9 P (W),P4.3.10 P (W),P4.3.11 P (W),P4.3.12 P (W),P4.3.13 P (W),P4.3.14 P (W),P4.3.15 P (W),P4.3.16 P (W),P4.3.17 P (W),P4.3.18 P (W),P4.3.19 P (W),P4.3.20 P (W),P4.3.21 P (W),P4.3.22 P (W),P4.4.1 P (W),P4.4.2 P (W),P4.4.3 P (W),P4.4.4 P (W),P4.4.5 P (W),P4.4.6 P (W),P4.4.7 P (W),P4.4.8 P (W),P4.4.9 P (W),P4.4.10 P (W),P4.4.11 P (W),P4.4.12 P (W),P4.4.13 P (W),P4.4.14 P (W),P4.4.15 P (W),P4.4.16 P (W),P4.4.17 P (W),P4.4.18 P (W),P4.4.19 P (W),P4.4.20 P (W),P4.5.1 P (W),P4.5.2 P (W),P4.5.3 P (W),P4.5.4 P (W),P4.5.5 P (W),P4.5.6 P (W),P4.5.7 P (W),P4.5.8 P (W),P4.5.9 P (W),P4.5.10 P (W),P4.5.11 P (W),P4.5.12 P (W),P4.5.13 P (W),P4.5.14 P (W),P4.5.15 P (W),P4.5.16 P (W),P4.5.17 P (W),P4.5.18 P (W),P4.5.19 P (W),P4.5.20 P (W),P4.5.21 P (W),P4.5.22 P (W),P4.6.1 P (W),P4.6.2 P (W),P4.6.3 P (W),P4.6.4 P (W),P4.6.5 P (W),P4.6.6 P (W),P4.6.7 P (W),P4.6.8 P (W),P4.6.9 P (W),P4.6.10 P (W),P4.6.11 P (W),P4.6.12 P (W),P4.6.13 P (W),P4.6.14 P (W),P4.6.15 P (W),P4.6.16 P (W),P4.6.17 P (W),P4.6.18 P (W),P4.6.19 P (W),P4.6.20 P (W),P4.6.21 P (W),P4.6.22 P (W),P4.7.1 P (W),P4.7.2 P (W),P4.7.3 P (W),P4.7.4 P (W),P4.7.5 P (W),P4.7.6 P (W),P4.7.7 P (W),P4.7.8 P (W),P4.7.9 P (W),P4.7.10 P (W),P4.7.11 P (W),P4.7.12 P (W),P4.7.13 P (W),P4.7.14 P (W),P4.7.15 P (W),P4.7.16 P (W),P4.7.17 P (W),P4.7.18 P (W),P4.7.19 P (W),P4.7.20 P (W),P4.7.21 P (W),P4.7.22 P (W),P4.8.1 P (W),P4.8.3 P (W),P4.8.4 P (W),P4.8.5 P (W),P4.8.6 P (W),P4.8.7 P (W),P4.8.8 P (W),P4.8.9 P (W),P4.8.10 P (W),P4.8.11 P (W),P4.8.12 P (W),P4.8.13 P (W),P4.8.14 P (W),P4.8.15 P (W),P4.8.16 P (W),P4.8.17 P (W),P4.8.18 P (W),P4.8.19 P (W),P4.8.20 P (W),P4.8.21 P (W),P4.8.22 P (W),P4.9.1 P (W),P4.9.2 P (W),P4.9.3 P (W),P4.9.4 P (W),P4.9.5 P (W),P4.9.6 P (W),P4.9.7 P (W),P4.9.8 P (W),P4.9.9 P (W),P4.9.10 P (W),P4.9.11 P (W),P4.9.12 P (W),P4.9.13 P (W),P4.9.14 P (W),P4.9.15 P (W),P4.9.16 P (W),P4.9.17 P (W),P4.9.18 P (W),P4.9.19 P (W),P4.9.20 P (W),P4.9.21 P (W),P4.9.22 P (W)
0,2021-08-05,06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021-08-05,06:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2021-08-05,06:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.576933823529412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.458266153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7100199999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.103325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.16818717948718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.999866666666667,0.0,0.0,0.0,4.035829870129871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.59758947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2021-08-05,06:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1888819999999996,3.4383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3934727272727274,0.0,0.0,2.814833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.05821612903225806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.650583673469388,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.35785,0.0,8.846041666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0529380952380953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1197999999999997,0.67958,0.0,0.0,0.0,1.3078,0.0,0.0,0.0,0.0,0.0,5.882371428571429,0.0,0.0,0.0,0.0,1.56365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7328,0.0,0.0,2.3647799999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.669526666666667,0.40277692307692303,0.0,0.0,4.237175,0.0,0.0,0.0,1.8219,0.0,0.0,0.0,7.132681081081081,0.0,0.4555,0.0,0.0,3.8836000000000004,0.0,0.0,2.2734,0.0,0.0,0.10455833333333335,1.9908833333333333,0.0,0.0
4,2021-08-05,07:00:00,9.132833333333332,6.19065,2.75465,9.8961,0.0,9.30625,3.9457,0.25,16.0,0.0,6.162100000000001,3.51995,6.36955,0.0,7.048966666666666,0.0,3.45335,5.7937666666666665,2.6836,3.8851999999999998,6.25625,4.6125,1.8062,2.4891,6.9922,10.2727,5.574466666666667,3.5401000000000002,4.5,4.28005,5.0418,8.7828,0.8828,7.5363500000000005,0.18045,6.3352,2.3016,4.443,0.0,4.6211,9.55705,5.87735,0.07796,5.576549999999999,7.7433499999999995,3.6125000000000003,6.87655,6.8949,6.037100000000001,8.8844,4.33535,2.8956999999999997,4.6406,7.868446153846152,4.435933333333334,11.3906,6.4601500000000005,4.8656,12.3984,9.17755,12.289100000000001,5.8242,6.90235,11.6719,3.27385,10.8211,10.0977,8.2344,1.1953,0.6391,8.21605,7.507833333333333,7.2586,6.406,12.27505,7.75005,0.8506666666666667,9.48045,6.059333333333332,7.575025,3.7785,10.724733333333333,6.36875,4.6263,4.8438,8.6348,2.7,5.5266,4.36525,4.6969,4.1258,5.95,1.20671,0.0,6.6805,8.0344,1.54375,7.117733333333334,4.2188,3.0688,8.819,7.807833333333334,6.8555,2.2344,1.7627666666666666,3.8461,4.88205,6.9195,6.833200000000001,7.96525,0.3625,4.32365,4.655466666666666,8.4453,7.692699999999999,3.2528666666666664,7.4219,6.8521,4.9727,2.5580888888888884,4.165625,9.499600000000001,5.97655,11.48435,11.34315,6.31485,9.6326,6.8625,9.1953,3.5148,6.30855,4.37965,5.7898499999999995,5.858899999999999,8.820033333333333,4.7812,6.125400000000001,1.36565,5.8102,6.93985,2.871125,12.2,9.707,6.2797,6.814833333333333,2.8074500000000002,0.0,1.471075,8.0,8.727350000000001,14.3664,7.98515,7.18515,8.69845,2.1281,8.5336,7.43675,9.83125,5.56565,4.34845,3.1738,12.52655,8.562533333333333,9.453133333333334,7.9922,12.063300000000002,10.89065,3.7091499999999997,1.7934999999999999,9.827866666666667,0.0,3.6913583333333335,4.96525,6.942200000000001,5.9578500000000005,9.075,2.6519500000000003,11.10825,7.4875,7.406383333333333,5.9168,6.4875,3.6875,3.39845,5.3656,4.65395,8.9891,6.5953,8.3918,5.512499999999999,0.0,1.7531333333333332,10.522666666666668,13.229675
5,2021-08-05,07:15:00,18.24295,13.77265,14.428166666666668,20.957625,16.109,20.25195,14.932825,11.1992,21.4086,16.188533333333332,18.1844,14.3987,14.490599999999999,8.70625,17.1504,18.374200000000002,17.9862,19.07186666666667,15.751775,14.6969,17.315649999999998,13.64885,16.05745,16.0963,18.285133333333334,21.636966666666666,16.340866666666667,19.3008,20.7715,13.902333333333333,15.89375,18.879966666666665,19.232033333333334,17.756,11.658800000000001,19.978133333333332,14.990366666666667,15.144,15.885399999999999,17.30626666666667,21.445833333333336,16.688533333333336,16.656266666666667,15.8258,19.393749999999997,14.2836,17.497133333333334,15.45625,17.175,19.2156,18.2414,12.594299999999999,16.72615,23.85895,18.8273,19.038533333333334,15.693733333333332,16.933633333333333,22.3094,22.9805,24.84996666666667,16.16055,17.356849999999998,22.73245,13.882425,25.5295,18.195700000000002,19.097475,12.671875,16.19335,20.3516,18.72145,20.666775,21.3854,22.27655,18.8789,19.3359,23.158599999999996,19.3711,18.3094,14.0164,24.18865,17.593766666666667,14.4082,15.028133333333335,18.706266666666664,14.084375000000001,17.925775,16.3529,16.6836,18.144766666666666,19.6396,19.94686666666667,20.302599999999998,15.620066666666668,19.121333333333336,15.09455,16.875,15.733866666666666,18.738300000000002,19.885433333333335,19.733833333333333,23.37325,13.92855,11.123449999999998,15.2237,13.80705,18.89025,17.0785,16.51755,9.795833333333333,16.1297,15.68085,21.392433333333333,19.63985,15.823433333333334,20.7138,16.5828,17.8996,17.07656666666667,18.18205,19.582,18.292200000000005,24.01115,25.4129,19.143766666666668,22.610950000000003,16.83325,16.912766666666666,20.03285,15.934400000000002,15.079666666666666,18.178150000000002,16.2914,20.514866666666666,17.273933333333332,19.7578,13.043733333333334,16.28595,18.265133333333335,18.7031,23.674233333333333,20.912000000000003,18.254933333333337,18.364333333333335,13.934775,15.287125,13.375,22.527600000000003,20.85546666666667,25.0313,20.729133333333333,20.289099999999998,18.509175,13.067466666666666,20.268749999999997,17.4565,21.675,16.962766666666667,16.06875,15.675974999999998,23.655733333333334,20.8573,20.92343333333333,20.725375,25.1824,21.429433333333336,22.14503333333333,18.342200000000002,21.6383,15.476033333333334,19.0729,17.3609,17.91215,18.043750000000003,18.550766666666664,14.9734,21.8625,21.65665,21.704300000000003,16.010133333333332,19.490333333333332,9.843233333333332,14.037233333333333,20.13853333333333,16.000766666666667,16.65155,20.280466666666666,21.63803333333333,20.58105,16.723275,19.2891,21.428150000000002,26.43945
6,2021-08-05,07:30:00,28.23593333333333,23.505850000000002,23.29605,31.4344,24.151600000000002,31.261924999999998,24.653666666666666,19.207533333333334,30.71915,25.138033333333336,24.7828,23.607225,21.967966666666666,15.957049999999999,24.953124999999996,28.36835,27.44725,28.120350000000002,24.349600000000002,24.392575,26.2966,20.59805,24.889866666666666,26.297933333333333,27.7,32.677600000000005,25.11525,25.12775,29.43905,21.91095,24.5745,31.3582,27.85355,28.06405,21.1172,30.755733333333335,23.480233333333334,24.102725,27.082533333333334,27.15975,30.34923333333333,27.578100000000003,25.210933333333333,25.3359,30.1578,22.5801,24.01875,24.9672,27.19395,26.623966666666664,25.299466666666664,22.884,22.67396666666667,32.88635,29.0797,28.325,27.10585,25.485433333333333,32.33826666666667,29.166666666666668,34.524249999999995,24.44033333333333,25.8281,34.06013333333333,25.48435,33.35443333333333,28.1961,28.32505,21.76605,23.087500000000002,29.391133333333332,26.314833333333336,28.9953,31.2539,33.32423333333333,26.485933333333335,28.00195,30.807825,28.3035,27.318233333333335,22.3836,30.57603333333333,27.124233333333336,20.4552,24.80546666666667,28.464333333333332,24.0891,26.907400000000003,25.0125,25.2461,28.988566666666667,29.661466666666666,28.806233333333335,30.34766666666667,25.52473333333333,31.4379,26.49065,26.192700000000002,21.164450000000002,28.0203,28.3953,28.821866666666665,32.50235,23.400233333333336,18.741933333333332,25.2883,20.5031,28.76485,25.820833333333336,24.857833333333332,17.7551,23.785433333333334,22.0703,30.349466666666668,26.649466666666665,23.0133,32.012100000000004,26.689333333333334,25.38515,26.5685,24.856075,29.275399999999998,27.741,34.9078,33.5965,28.014850000000003,30.614849999999997,28.51485,25.72655,27.74705,26.831233333333333,26.02715,29.1914,24.735433333333333,30.4082,25.812766666666665,28.3211,23.310550000000003,28.248625,28.594533333333334,26.714333333333332,30.434399999999997,32.15975,29.1656,29.99976666666667,24.9531,25.77655,23.0099,32.6414,30.601566666666667,33.52733333333333,30.032033333333334,31.5383,30.3816,24.212999999999997,27.062,27.213033333333332,31.2766,27.327333333333332,29.1086,27.1065,35.339333333333336,31.191,29.208866666666665,30.72965,36.7057,30.228666666666665,32.8388,28.73515,29.870299999999997,29.105449999999998,30.205233333333336,27.841975,28.89845,27.498450000000002,28.497133333333334,22.472166666666666,33.33593333333334,28.0242,31.766399999999997,28.32225,26.8953,19.121049999999997,19.69633333333333,29.5668,25.433600000000002,24.5086,27.7362,29.050033333333335,29.2898,27.782049999999998,28.476566666666667,33.8219,34.418575
7,2021-08-05,07:45:00,30.1695,25.590366666666668,26.282566666666668,33.550799999999995,27.7426,37.6063,26.4801,21.30366666666667,32.3581,28.057033333333337,28.644566666666666,24.9672,26.099733333333333,19.4659,27.65625,28.231225000000002,29.39506666666667,30.41876666666667,27.015024999999998,24.4234,27.25,25.264833333333332,23.7168,30.9531,29.21715,35.6434,27.372999999999998,29.4871,32.0133,26.03933333333333,27.38906666666667,33.7922,33.375766666666664,32.0281,24.17385,32.08853333333333,29.000775,25.2391,29.1156,28.969266666666666,35.12655,29.836350000000003,29.300775,27.5758,33.93436666666667,26.9656,29.567733333333337,26.985924999999998,32.0859,31.646500000000003,30.22775,24.348433333333332,24.916633333333333,34.2672,30.817549999999997,33.13126666666667,30.472400000000004,30.083,34.08985,34.41276666666666,35.01903333333333,24.1813,30.093,38.1918,27.8578,36.66746666666667,29.568350000000002,30.133866666666666,23.113,27.5242,30.2969,29.9875,32.359366666666666,33.11143333333333,35.71915,29.908599999999996,32.54295,35.28045,30.632566666666666,30.2746,25.701549999999997,35.30806666666666,30.81955,26.864833333333333,30.62263333333333,32.00315,25.21066666666667,30.449599999999997,26.09476666666667,26.587233333333334,31.8793,33.091025,28.6914,33.329499999999996,29.662499999999998,33.066975,29.763566666666666,29.883333333333336,27.994799999999998,29.4766,31.000025,31.5805,35.8711,26.7672,22.3323,30.1328,25.66405,29.4633,27.646900000000002,28.2401,17.736966666666664,25.889333333333337,26.439566666666668,33.59785,29.6797,25.64816666666667,34.58746666666667,31.171900000000004,28.4086,29.43125,27.0742,29.325,30.61875,36.73543333333333,36.79805,30.042733333333334,0.0,33.3668,30.842599999999997,30.8281,30.429166666666664,29.2172,31.214300000000005,29.0185,33.0706,30.246633333333335,30.456449999999997,26.518349999999998,31.0039,32.936325,30.987099999999998,36.25470000000001,33.2719,30.26835,33.5227,26.739849999999997,27.311200000000003,25.38123333333333,36.1828,34.15313333333333,36.95416666666667,32.66405,34.116025,32.9244,26.26823333333333,34.1875,31.56365,32.323025,33.14605,31.3148,27.8,38.48333333333333,33.19725,33.3,31.18475,37.2203,35.0586,36.0252,31.181,34.5578,29.28933333333333,33.79375,32.2266,31.006625,31.034,32.111925,28.2344,34.52733333333333,33.9375,33.2164,30.8262,30.24765,21.704933333333333,25.118266666666667,32.439099999999996,25.960900000000002,30.614449999999998,29.2711,33.84036666666666,32.9435,30.510199999999998,34.2656,33.417966666666665,38.07345
8,2021-08-05,08:00:00,30.918466666666664,22.503149999999998,23.58635,35.7051,26.7466,32.7246,26.987233333333332,22.8945,32.63933333333333,25.2656,30.22185,28.0198,26.712500000000002,18.356074999999997,26.806233333333335,27.940649999999998,28.409666666666666,29.038033333333335,23.274466666666665,25.73595,27.167199999999998,25.9508,27.308225,28.20913333333333,29.074199999999998,32.9254,27.117199999999997,0.0,29.92225,27.329400000000003,23.6531,33.16485,33.18280000000001,28.5551,23.06095,29.1844,25.1211,29.16326666666667,29.97763333333333,29.32105,34.85806666666667,28.9211,29.3781,25.5336,32.58985,24.957024999999998,29.421899999999997,26.208550000000002,31.74355,32.3513,28.08205,25.91326666666667,26.035700000000002,34.305733333333336,29.3184,34.36456666666667,31.007,29.194033333333334,35.9203,37.6289,35.5013,28.001066666666663,31.1074,35.292950000000005,24.63005,36.4375,30.23306666666667,31.0295,22.717200000000002,25.878666666666664,32.2086,30.74765,31.348625,34.00155,34.88463333333333,29.918733333333336,30.083,34.49845,30.874266666666667,29.45573333333333,26.25493333333333,36.0625,28.7031,25.75963333333333,28.982266666666664,31.7633,25.368175,30.64145,26.539066666666667,27.723433333333332,28.741799999999998,32.791399999999996,30.0797,32.2695,29.297666666666668,31.42225,28.0039,29.267433333333333,28.585166666666666,30.284633333333332,31.646500000000003,32.353925000000004,35.58985,27.218233333333334,24.564833333333336,28.2375,25.1484,29.79403333333333,28.88253333333334,27.4599,19.8935,26.86146666666666,28.719533333333334,32.407849999999996,28.615633333333335,24.84273333333333,33.7729,32.1656,26.91015,29.30355,27.406000000000002,31.4379,32.834633333333336,38.021633333333334,35.592600000000004,30.385933333333337,36.087675,32.5379,30.298450000000003,31.023966666666666,29.577866666666665,27.73535,29.494,27.0586,32.43516666666667,29.767975000000003,27.99375,26.192950000000003,29.8672,28.8996,28.4273,35.42576666666667,34.53073333333334,29.58555,32.9838,26.488,27.292199999999998,24.331266666666664,35.96095,34.86055,37.56766666666666,35.97265,31.197933333333335,30.75625,24.49255,0.0,31.5578,30.737900000000003,32.009366666666665,0.0,28.84765,38.5445,33.4461,32.494,33.190866666666665,37.847649999999994,34.098733333333335,33.3371,31.092699999999997,33.95366666666667,29.64323333333333,30.314049999999998,32.46645,29.13475,31.71613333333333,31.7969,26.914566666666662,35.71563333333334,30.8604,35.9328,29.408066666666667,26.7188,23.181824999999996,25.2547,32.3831,27.587125000000004,30.0797,31.91276666666667,34.25366666666667,33.1748,30.410933333333332,33.68593333333333,32.8047,39.51616666666666
9,2021-08-05,08:15:00,53.775975,45.9006,54.9375,55.9578,52.9477,58.34139999999999,39.46746666666667,41.65505,47.02056666666667,44.025266666666674,39.83903333333333,44.31796666666667,49.421850000000006,40.14375,28.7406,51.71835,47.274766666666665,56.93933333333334,52.51135,33.00745,48.54375,48.26835,53.68776666666667,44.480466666666665,48.493766666666666,55.739824999999996,54.32425,52.567,46.14586666666667,49.804100000000005,42.427600000000005,55.269725,43.88570000000001,49.5297,34.609100000000005,50.2174,45.9,51.121875,47.92293333333333,47.925799999999995,36.15585,46.90286666666666,56.853899999999996,40.80963333333333,50.78123333333334,41.60545,44.81563333333333,47.0664,52.45275,34.03985,47.209375,41.84246666666667,36.83436666666666,58.58635,51.36565,38.29375,44.4957,58.020333333333326,52.03933333333333,54.050575,51.01876666666667,44.17446666666666,49.9625,57.881874999999994,47.11525,45.0555,46.088275,57.7891,35.6453,47.801950000000005,51.275999999999996,50.72265,51.9977,53.4688,50.012,44.20183333333333,57.2988,52.934,44.94636666666667,38.6375,43.2416,53.071333333333335,40.906233333333326,47.073225,43.15963333333334,50.78046666666666,44.603899999999996,42.3651,50.11095,47.46485,44.12136666666667,56.09495,47.87106666666667,54.4459,39.375,52.891225000000006,49.30645,48.489066666666666,47.54885,55.66276666666667,53.559749999999994,57.50235,45.363033333333334,39.620866666666664,26.8898,36.1234,36.859366666666666,47.49530000000001,42.10236666666666,48.9375,35.1323,45.66875,47.5582,55.7992,42.22526666666667,47.1203,59.556266666666666,45.659400000000005,46.2113,52.3219,39.654666666666664,56.29606666666667,42.940866666666665,65.40259999999999,57.6992,48.06773333333333,60.471900000000005,57.7102,36.4793,45.08123333333333,49.97186666666666,57.21666666666667,56.0982,55.1141,35.936350000000004,56.76559999999999,47.9707,38.287,47.7789,46.4643,43.4375,56.76146666666667,50.30153333333333,53.16095,64.17446666666666,43.165866666666666,54.115633333333335,58.1625,59.573049999999995,45.1784,59.130475000000004,60.34633333333333,62.0156,47.486733333333326,43.87969999999999,49.415099999999995,58.2707,52.4711,43.5828,44.42733333333334,48.121275,56.78463333333334,54.299375,46.770300000000006,47.467200000000005,59.35235,57.3922,53.784975,56.51565000000001,51.94166666666666,48.60235,45.236733333333326,49.01255,47.68043333333333,61.03986666666666,55.36405,54.94415,54.681650000000005,51.515649999999994,53.3125,0.0,48.044033333333324,43.40935,42.56175,46.7013,49.317949999999996,45.77813333333334,41.64163333333334,49.9531,58.84065,49.667699999999996,62.72966666666667,45.92083333333334,59.176950000000005
