,Data,Hora,OP2.1.1 I (A),OP2.1.2 I (A),OP2.1.3 I (A),OP2.1.4 I (A),OP2.1.5 I (A),OP2.1.6 I (A),OP2.1.7 I (A),OP2.1.8 I (A),OP2.1.9 I (A),OP2.1.10 I (A),OP2.1.11 I (A),OP2.1.12 I (A),OP2.1.13 I (A),OP2.1.14 I (A),OP2.1.15 I (A),OP2.1.16 I (A),OP2.2.1 I (A),OP2.2.2 I (A),OP2.2.3 I (A),OP2.2.4 I (A),OP2.2.5 I (A),OP2.2.6 I (A),OP2.2.7 I (A),OP2.2.8 I (A),OP2.2.9 I (A),OP2.2.10 I (A),OP2.2.11 I (A),OP2.2.12 I (A),OP2.2.13 I (A),OP2.2.14 I (A),OP2.2.15 I (A),OP2.2.16 I (A),OP2.3.1 I (A),OP2.3.2 I (A),OP2.3.3 I (A),OP2.3.4 I (A),OP2.3.5 I (A),OP2.3.6 I (A),OP2.3.7 I (A),OP2.3.8 I (A),OP2.3.9 I (A),OP2.3.10 I (A),OP2.3.11 I (A),OP2.3.12 I (A),OP2.3.13 I (A),OP2.3.14 I (A),OP2.3.15 I (A),OP2.3.16 I (A)
0,2021-02-21,06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021-02-21,06:15:00,0.4146,0.34065,0.39999999999999997,0.2729333333333333,0.54375,0.5375,0.5271,0.42086666666666667,0.4062666666666666,0.4708333333333334,0.5344,0.48963333333333336,0.4125,0.41253333333333336,0.2417,0.5229333333333334,0.5750000000000001,0.5917,0.5792,0.579725,0.5438,0.6063000000000001,0.54375,0.4875,0.71565,0.47920000000000007,0.4562333333333333,0.8250500000000001,0.5937666666666667,0.4937333333333333,0.5541666666666667,0.5542,0.4771,0.55,0.5313,0.6479333333333334,0.5583333333333333,0.52815,0.66875,0.6292,0.535975,0.525,0.5354,0.5,0.4875,0.7438,0.5667,0.614075
2,2021-02-21,06:30:00,0.58125,0.5521333333333334,0.5771000000000001,0.4708666666666666,0.7146,0.6396000000000001,0.7375,0.5833333333333334,0.5708666666666667,0.6766,0.7000500000000001,0.6042,0.5604333333333333,0.5520999999999999,0.4375,0.6479333333333334,0.6812666666666667,0.64375,0.6604666666666668,0.7844,0.7125,0.72505,0.6833,0.6041666666666666,0.7229333333333333,0.74375,0.6958666666666667,0.8719,0.6812666666666667,0.7333333333333334,0.6417,0.700025,0.6656500000000001,0.7375499999999999,0.65315,0.7281500000000001,0.6937666666666668,0.5813,0.6891,0.7395999999999999,0.6688000000000001,0.0,0.64375,0.6604333333333333,0.5917,0.8062499999999999,0.6917,0.75935
3,2021-02-21,06:45:00,0.6770999999999999,0.6791666666666667,0.6812666666666667,0.5844,0.8479333333333333,0.85,0.8437666666666667,0.725,0.6937666666666665,0.8188,0.8333666666666667,0.7125,0.6646,0.6916666666666668,0.5604333333333333,0.7469,0.8104333333333334,0.7813,0.7437999999999999,0.8937750000000001,0.8500333333333333,0.85,0.7854333333333333,0.8094,0.8687666666666667,0.8,0.8625499999999999,0.9359250000000001,0.8719,0.6938,0.7766,0.8625,0.7469,0.8375,0.7625000000000001,0.8167,0.8844000000000001,0.7453500000000001,0.8531500000000001,0.8458333333333333,0.7583333333333334,0.8104333333333334,0.7270666666666666,0.8203250000000001,0.7271000000000001,0.9354333333333334,0.8479333333333333,0.82815
4,2021-02-21,07:00:00,0.8750333333333332,0.9146000000000001,0.8833666666666667,0.8125249999999999,1.100025,0.9812666666666666,1.0374999999999999,0.9312499999999999,0.9104333333333333,0.9978999999999999,0.9895999999999999,0.9604666666666667,0.8729,0.9312666666666667,0.7583666666666667,0.97815,1.0594000000000001,0.9792,0.9958333333333332,1.15,1.0479333333333334,1.0666666666666667,1.0375333333333334,0.9729333333333333,1.107825,1.0344,0.9875,1.1979333333333333,1.0271,1.0281500000000001,1.06875,1.0718999999999999,0.9969000000000001,1.0625,1.00625,1.0125333333333335,1.0469,0.975,1.075,1.0354333333333334,1.0172,1.0375,0.9771000000000001,1.0625,1.0104666666666666,1.1625,1.06875,1.0625
5,2021-02-21,07:15:00,1.3354,1.1469,1.1562666666666666,1.0469,1.5375,1.3583666666666667,1.3271,1.2833333333333332,1.3687666666666667,1.4297,1.3271,1.2229333333333334,1.3083666666666665,1.3063,1.2104333333333333,1.2979333333333334,1.4646,1.6479666666666668,1.6625000000000003,1.3125,1.7563000000000002,1.45315,1.929166666666667,1.3624999999999998,1.6063,1.4791666666666667,1.63755,2.1375333333333333,1.31875,1.9854333333333336,1.16565,1.7156500000000001,1.8219,1.8484500000000001,1.5875333333333332,1.4979333333333333,1.7999999999999998,1.27505,1.3844,1.7146,1.7312500000000002,1.732825,1.4875,1.7469000000000001,1.72815,1.6250333333333333,1.4729333333333334,2.02815
6,2021-02-21,07:30:00,2.1354333333333333,2.009375,2.2062666666666666,2.2000333333333333,2.2093999999999996,1.7333666666666667,1.8594,2.1771,2.1187666666666667,2.475,1.9333666666666665,2.3479666666666668,2.11565,2.0667,1.85315,2.375,2.7333666666666665,3.2312666666666665,2.9542,2.6219,2.9958333333333336,3.014566666666667,2.6125499999999997,2.8249999999999997,2.5562750000000003,2.7167,2.6688,3.4594,2.7667,3.3281,3.2687666666666666,3.2271,2.953125,2.7719,2.6156,3.0167,3.0125333333333333,2.8666666666666667,2.6771,2.73595,2.8833333333333333,3.0812999999999997,2.6271333333333335,2.9771,2.9875000000000003,3.45,2.5219,2.24375
7,2021-02-21,07:45:00,3.1172,2.897933333333333,2.8250000000000006,2.500033333333333,3.4875333333333334,3.014566666666667,3.0500333333333334,2.929166666666667,2.8458333333333337,2.95,3.150033333333333,3.0895999999999995,2.914566666666667,2.8562999999999996,2.9396,3.20005,3.8104333333333336,3.8874999999999997,3.48435,3.7187666666666668,3.943766666666667,3.8563,3.860466666666666,3.575,3.84375,3.8166999999999995,3.95,3.9375,3.8229333333333333,3.3833333333333333,3.5,3.4771,3.92815,3.8479666666666668,3.9656249999999997,3.95315,3.764566666666667,3.5562333333333336,3.5125333333333337,4.381266666666666,3.9156750000000002,4.283333333333334,3.9469000000000003,3.664633333333333,3.752133333333333,4.145325,3.835366666666667,4.268800000000001
8,2021-02-21,08:00:00,4.3688,4.2292,4.0958,3.8917,4.5156,4.1437333333333335,4.239566666666667,4.1270999999999995,4.145833333333333,4.2875000000000005,4.3521,4.364599999999999,4.287533333333333,4.0521,3.8938,4.104166666666667,5.1781500000000005,5.270833333333333,5.435433333333333,5.4021,5.318766666666666,5.0594,5.347966666666667,5.2687333333333335,5.7125,5.564633333333333,5.433333333333334,5.6328249999999995,5.322933333333334,5.44065,5.201575,5.2312666666666665,5.1750333333333325,5.3562,5.425,5.406224999999999,5.13125,5.043733333333333,5.3770999999999995,5.5375,5.1562,5.5156,5.2438,5.4563,5.08125,5.575,5.370833333333334,5.53435
9,2021-02-21,08:15:00,3.9479333333333337,3.5625,3.7719,4.39375,4.468800000000001,4.0,4.410433333333333,4.0292,4.150033333333333,4.504166666666666,4.571899999999999,4.5249999999999995,4.68125,4.2271,3.45,4.050033333333333,4.81565,5.591666666666666,6.0312,5.420833333333333,5.3271,5.0417,5.375,5.322933333333333,4.958333333333333,5.9938,5.22185,5.90315,5.000025,4.75,4.6,4.85,5.022966666666666,5.681233333333334,5.229133333333333,4.622933333333333,4.8297,5.5969,5.597933333333333,3.8438,5.843733333333333,5.183333333333334,4.879166666666666,4.5521,5.7875499999999995,4.9375,4.759399999999999,5.712533333333333
