,Data,Hora,P4.1.1 P (W),P4.1.2 P (W),P4.1.3 P (W),P4.1.4 P (W),P4.1.5 P (W),P4.1.6 P (W),P4.1.7 P (W),P4.1.8 P (W),P4.1.9 P (W),P4.1.10 P (W),P4.1.11 P (W),P4.1.12 P (W),P4.1.13 P (W),P4.1.14 P (W),P4.1.15 P (W),P4.1.16 P (W),P4.1.17 P (W),P4.1.18 P (W),P4.1.19 P (W),P4.1.20 P (W),P4.1.21 P (W),P4.1.22 P (W),P4.2.1 P (W),P4.2.2 P (W),P4.2.3 P (W),P4.2.4 P (W),P4.2.5 P (W),P4.2.6 P (W),P4.2.7 P (W),P4.2.8 P (W),P4.2.9 P (W),P4.2.10 P (W),P4.2.11 P (W),P4.2.12 P (W),P4.2.13 P (W),P4.2.14 P (W),P4.2.15 P (W),P4.2.16 P (W),P4.2.17 P (W),P4.2.18 P (W),P4.2.19 P (W),P4.2.20 P (W),P4.2.21 P (W),P4.2.22 P (W),P4.3.1 P (W),P4.3.2 P (W),P4.3.3 P (W),P4.3.4 P (W),P4.3.5 P (W),P4.3.6 P (W),P4.3.7 P (W),P4.3.8 P (W),P4.3.9 P (W),P4.3.10 P (W),P4.3.11 P (W),P4.3.12 P (W),P4.3.13 P (W),P4.3.14 P (W),P4.3.15 P (W),P4.3.16 P (W),P4.3.17 P (W),P4.3.18 P (W),P4.3.19 P (W),P4.3.20 P (W),P4.3.22 P (W),P4.4.1 P (W),P4.4.2 P (W),P4.4.3 P (W),P4.4.4 P (W),P4.4.5 P (W),P4.4.6 P (W),P4.4.7 P (W),P4.4.8 P (W),P4.4.9 P (W),P4.4.10 P (W),P4.4.11 P (W),P4.4.12 P (W),P4.4.13 P (W),P4.4.14 P (W),P4.4.15 P (W),P4.4.16 P (W),P4.4.17 P (W),P4.4.18 P (W),P4.4.19 P (W),P4.4.20 P (W),P4.5.1 P (W),P4.5.2 P (W),P4.5.3 P (W),P4.5.4 P (W),P4.5.5 P (W),P4.5.6 P (W),P4.5.7 P (W),P4.5.8 P (W),P4.5.9 P (W),P4.5.10 P (W),P4.5.11 P (W),P4.5.12 P (W),P4.5.13 P (W),P4.5.14 P (W),P4.5.15 P (W),P4.5.16 P (W),P4.5.17 P (W),P4.5.18 P (W),P4.5.19 P (W),P4.5.20 P (W),P4.5.21 P (W),P4.5.22 P (W),P4.6.1 P (W),P4.6.2 P (W),P4.6.3 P (W),P4.6.4 P (W),P4.6.5 P (W),P4.6.6 P (W),P4.6.7 P (W),P4.6.8 P (W),P4.6.9 P (W),P4.6.10 P (W),P4.6.11 P (W),P4.6.12 P (W),P4.6.13 P (W),P4.6.14 P (W),P4.6.15 P (W),P4.6.16 P (W),P4.6.17 P (W),P4.6.18 P (W),P4.6.19 P (W),P4.6.20 P (W),P4.6.21 P (W),P4.6.22 P (W),P4.7.1 P (W),P4.7.2 P (W),P4.7.3 P (W),P4.7.4 P (W),P4.7.5 P (W),P4.7.6 P (W),P4.7.7 P (W),P4.7.8 P (W),P4.7.9 P (W),P4.7.10 P (W),P4.7.11 P (W),P4.7.12 P (W),P4.7.13 P (W),P4.7.14 P (W),P4.7.15 P (W),P4.7.16 P (W),P4.7.17 P (W),P4.7.18 P (W),P4.7.19 P (W),P4.7.20 P (W),P4.7.21 P (W),P4.7.22 P (W),P4.8.1 P (W),P4.8.2 P (W),P4.8.3 P (W),P4.8.4 P (W),P4.8.5 P (W),P4.8.6 P (W),P4.8.7 P (W),P4.8.8 P (W),P4.8.9 P (W),P4.8.10 P (W),P4.8.11 P (W),P4.8.12 P (W),P4.8.13 P (W),P4.8.14 P (W),P4.8.15 P (W),P4.8.16 P (W),P4.8.17 P (W),P4.8.18 P (W),P4.8.19 P (W),P4.8.20 P (W),P4.8.21 P (W),P4.8.22 P (W),P4.9.1 P (W),P4.9.2 P (W),P4.9.3 P (W),P4.9.4 P (W),P4.9.5 P (W),P4.9.6 P (W),P4.9.7 P (W),P4.9.8 P (W),P4.9.9 P (W),P4.9.10 P (W),P4.9.11 P (W),P4.9.12 P (W),P4.9.13 P (W),P4.9.14 P (W),P4.9.15 P (W),P4.9.16 P (W),P4.9.17 P (W),P4.9.18 P (W),P4.9.19 P (W),P4.9.20 P (W),P4.9.21 P (W),P4.9.22 P (W)
0,2021-05-16,06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021-05-16,06:15:00,0.0,0.0,1.0219,6.5609,0.0,7.1578,2.9062,1.4719,0.0,0.0,4.4078,0.0,0.9586,0.0,0.0,0.0,2.9938,7.555178125,2.7004,0.0,2.8875,0.0,1.8156,0.0,0.0,3.1953,7.6875,2.9625,3.4453,6.5742,0.0,0.0,5.9766,1.8892,4.6922,0.0,1.8281,0.0,1.475,0.2203,0.0,8.1719,2.2969,0.0,2.2359,0.0,0.0,0.0,0.0,6.075,5.543,0.0,0.0,0.818,7.617046875,1.7844,6.0469,0.0,2.85155,5.8438,6.6938,11.7812,1.7969,0.0,1.0594,8.697980000000001,0.0,0.0,0.0,0.0,0.0,0.0,4.1625,0.0,7.3125,1.8125,1.128242857142857,5.0,0.0,0.0,0.5543,6.9609,0.0,0.0,0.0,2.2812,0.0,4.0391,1.55,0.0,2.975,0.0,0.7811833333333332,0.0,4.3313,4.1719,0.0,1.8867,0.0,2.3578,1.3617,0.0,5.67775,1.4563,0.0,2.4656,0.0,1.3898,4.3063,2.6484,0.0,0.0,0.0,0.0,4.6719,0.0,3.7,0.0,0.0,2.6831781249999995,0.0,4.2938,0.0,10.2344,0.0,0.0,6.6406,0.9172,0.0,4.0312,2.3063,0.0,0.0,2.0766,0.0,3.0812,0.0,0.0,0.0,4.7695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0453,0.0,0.0,0.0,0.0,0.0,5.0375,5.6133,0.0,0.0,0.8953,11.032,0.0,6.6672,5.1188,0.0,5.6133,3.770655555555556,0.0,0.0,0.0,5.735983333333333,0.0,4.5469,0.0,4.6969,0.0,6.8125,0.0,8.58479642857143,0.0,3.8301,0.0,0.0,3.6125,1.4727,0.0,1.8188,0.0,4.1953,0.5631714285714285,2.43945,0.0,0.0
2,2021-05-16,06:30:00,4.9670000000000005,3.480233333333333,1.432,6.81015,4.5801,6.7336,3.98555,4.4441500000000005,0.26015,6.07305,5.07775,4.95195,3.0512,2.0631000000000004,0.0,4.1625,5.51565,5.72345,9.173449999999999,3.9823,3.998133333333333,2.8594,4.4688,1.81875,4.376566666666666,4.1949000000000005,9.15,3.17575,5.3974,7.9969,2.7797,2.744266666666667,7.592700000000001,6.2156,7.7745,1.2890666666666666,7.510433333333334,3.1365250000000002,2.6307333333333336,5.683866666666667,4.860950000000001,9.344533333333333,5.946099999999999,5.0672,4.822933333333333,7.5874999999999995,1.8984333333333332,6.061966666666667,2.705675,6.117466666666668,6.765899999999999,4.3969,2.12895,2.3969,9.1781,7.4177333333333335,9.4688,5.8521,5.16915,7.655049999999999,7.2984,11.4961,3.9242666666666666,6.1129,2.3729,11.1797,6.45,5.0,0.6948,2.5086,6.004875,4.8242,7.1232,6.5547,10.273666666666665,5.9766,4.5863499999999995,10.2188,6.29845,7.8688,1.82655,6.625,5.21055,0.5187666666666667,4.909750000000001,5.4875,1.6273666666666664,5.185433333333333,3.8447999999999998,4.420833333333333,5.26485,5.9695,6.8664,8.337,4.239850000000001,7.421333333333333,4.3781,3.5984499999999997,3.005433333333334,4.1695,6.2281,4.679166666666667,10.972666666666667,0.3195,0.49065,4.40035,0.5123,5.91875,3.6304499999999997,4.1293,0.23543333333333336,3.5641,3.3372666666666664,7.688275,4.41955,1.5258,7.032066666666665,7.252333333333333,3.160966666666667,5.4785,2.9047,5.91405,5.888675,10.8422,11.341024999999998,6.120875,9.130733333333334,6.999466666666667,4.4785,4.423933333333333,4.3177,2.2133000000000003,5.847666666666666,2.797966666666667,6.194800000000001,5.4152000000000005,4.222250000000001,0.6921666666666667,3.96055,0.0,5.0224,8.0802,7.270325,5.584775,6.842199999999999,2.0381,2.4375,1.8934666666666666,8.860666666666667,7.318949999999999,11.574200000000001,9.570350000000001,8.6297,7.904275,6.7672,2.3125,6.3578,6.633066666666667,8.520066666666667,5.3299,4.85155,2.9116999999999997,10.91995,5.9640666666666675,5.12345,6.300800000000001,11.773433333333335,9.67735,9.231266666666667,4.916,6.8324,4.54455,8.667966666666667,4.99455,6.1906,6.142175,5.7422,2.2289000000000003,7.861999999999999,5.5625,10.1988,4.9877666666666665,4.8094,0.70355,2.6133,7.9586,2.45155,4.1836,5.840633333333334,6.570833333333333,7.7168,4.929733333333333,7.9609499999999995,6.533866666666666,11.41875
3,2021-05-16,06:45:00,12.440633333333333,9.0117,8.67425,16.030199999999997,11.1461,13.521866666666668,9.78105,13.4742,6.515666666666667,17.049766666666667,10.88905,11.121099999999998,8.081275,9.677066666666667,1.1484333333333334,10.1438,12.5793,14.668199999999999,12.1797,10.367166666666666,11.7047,11.695299999999998,6.8995999999999995,7.209,9.09065,11.268733333333335,11.694533333333334,10.432833333333333,13.055233333333334,15.6026,9.223966666666668,11.102333333333334,14.05195,16.116666666666667,13.3629,7.0375000000000005,15.0745,8.78905,9.916666666666666,13.45,13.166,14.6172,11.418233333333333,12.0555,11.175266666666667,14.440599999999998,9.8004,11.3672,9.26875,14.278666666666666,12.7207,11.2852,5.23515,6.185933333333334,15.759350000000001,13.4195,15.6505,8.563649999999999,11.957,14.030999999999999,13.289833333333334,16.8965,11.1348,10.7453,9.55625,17.127950000000002,11.16955,10.18555,5.334366666666667,6.631,12.21915,10.9898,11.660400000000001,10.4102,16.16365,11.20665,10.67305,13.476566666666665,11.73125,12.688766666666666,5.3625,14.357033333333334,9.556825,6.7947999999999995,8.86875,11.840633333333335,6.266933333333334,9.5237,7.187533333333334,7.7273499999999995,9.924999999999999,11.844033333333334,11.551833333333335,12.191433333333334,9.0919,12.17305,8.599225,9.775766666666668,7.160166666666666,9.807400000000001,10.1211,10.6641,15.55355,5.21255,3.212325,7.8374999999999995,6.632833333333333,10.332,8.859575,8.2172,2.2375,8.35195,8.439833333333334,10.9301,9.80235,5.32735,12.583333333333334,10.168199999999999,7.78515,9.513533333333333,8.811433333333333,11.658366666666666,12.5008,13.869266666666666,17.075533333333336,10.880200000000002,15.358866666666666,15.02735,9.109133333333332,10.6836,10.1953,8.400974999999999,12.47305,8.2391,10.883600000000001,8.80235,10.142575,7.4750499999999995,9.6125,11.027349999999998,11.452333333333334,13.9315,14.049199999999999,10.061433333333333,11.375799999999998,7.743,9.2297,9.400033333333333,14.462766666666667,13.55,17.349625,13.542950000000001,13.432025,12.3551,13.650300000000001,8.115633333333333,10.0164,14.7281,14.830466666666666,13.2443,8.5,10.1086,19.548966666666665,11.530733333333332,13.091425000000001,13.653666666666666,19.294533333333334,13.097900000000001,17.02033333333333,11.5541,14.587499999999999,8.6375,13.6191,14.347249999999999,13.2793,14.551200000000001,14.654666666666666,6.714066666666667,14.957,13.37325,16.42265,9.988033333333332,10.6951,4.2383,6.1957,12.1875,8.10315,9.788033333333333,10.39765,14.291666666666666,10.81445,10.4168,13.0219,9.781766666666668,17.871850000000002
4,2021-05-16,07:00:00,17.99553333333333,13.804675,19.4248,24.864033333333328,24.54375,20.9461,26.007299999999997,23.742150000000002,17.7086,23.332,17.337999999999997,19.798450000000003,13.2406,13.9961,4.51795,18.7117,22.592950000000002,25.3594,50.6573,39.71276666666667,31.34426666666667,31.48593333333333,10.759133333333333,12.0215,14.216666666666669,18.660966666666667,19.8255,17.4016,17.1982,31.04455,34.46485,17.4469,26.286966666666668,26.78023333333333,22.66505,18.700400000000002,32.88595,26.208974999999995,22.3961,24.597400000000004,24.3574,34.723825,24.087766666666667,21.529133333333334,21.9742,27.616666666666664,15.0602,22.7724,21.855674999999998,23.5039,24.50725,18.0883,15.542774999999999,13.4918,23.65625,17.781233333333333,28.71915,17.0869,15.8867,20.047649999999997,20.089066666666668,22.077550000000002,12.2055,15.302066666666667,11.421866666666666,20.216666666666665,13.9418,14.536733333333332,0.0,12.116024999999999,14.03475,12.549233333333333,14.18555,15.871133333333335,18.4574,14.591,15.104166666666666,18.0138,14.827549999999999,15.4151,8.7188,19.097475,15.9238,9.78285,12.401333333333334,17.31405,9.512233333333333,15.193766666666667,13.0031,12.383333333333333,14.916,16.501833333333334,14.928149999999999,16.605733333333333,13.80935,17.1406,13.554166666666665,13.007800000000001,13.112233333333334,13.9703,16.729166666666668,15.149000000000001,21.66095,11.4902,6.639333333333333,13.0992,10.24765,15.032399999999999,13.575,12.75235,4.8627666666666665,12.46915,11.962266666666666,16.548825,14.24295,9.846366666666666,15.987766666666666,14.538533333333334,10.791400000000001,10.95785,10.39105,14.699766666666667,15.23475,18.890225,21.341633333333334,14.218350000000001,18.269566666666666,15.652066666666668,12.811966666666669,15.0168,14.136525,12.505849999999999,15.475533333333333,13.1793,17.340633333333333,13.350000000000001,15.2414,11.85935,13.5172,17.395799999999998,14.841933333333335,21.46066666666667,19.8633,17.38865,18.897825,11.9656,12.08595,11.808866666666667,21.7427,19.324733333333334,23.325,20.1185,19.3211,19.34765,19.8604,11.8945,18.5137,18.582566666666665,19.695833333333333,17.8438,16.464066666666664,15.696366666666668,25.33595,19.1652,18.527599999999996,19.289033333333332,25.476566666666667,20.7375,21.875,18.092966666666666,23.511200000000002,15.4495,22.3047,23.0474,32.36605,30.578899999999997,27.859099999999998,26.13463333333333,28.52735,19.575,19.1719,12.926549999999999,14.9198,6.97265,7.809,14.984575,10.469233333333333,12.859633333333335,13.12735,15.8871,15.850266666666665,12.885933333333334,19.37185,15.81405,21.2086
5,2021-05-16,07:15:00,22.521366666666665,15.77345,23.393349999999998,52.46666666666667,46.944125,49.8379,54.24609999999999,47.3438,30.787233333333333,57.59870000000001,54.0473,65.2969,29.6375,30.126333333333335,10.088533333333332,105.79140000000001,67.1211,74.5367,86.57225,88.28047500000001,93.20913333333333,89.47006666666668,15.221100000000002,15.07305,14.625,19.18675,22.85625,18.168349999999997,21.2543,40.90233333333333,45.68497500000001,51.365100000000005,62.1035,61.625,56.28016666666667,31.6641,46.9031,58.04193333333333,68.3918,56.45363333333333,61.068749999999994,77.63395,66.9081,0.0,34.855500000000006,53.21093333333334,40.91522500000001,45.078399999999995,40.27225,47.815133333333335,57.841433333333335,44.979166666666664,51.5871,41.4867,40.6078,43.01835,60.33253333333332,35.56445,27.76525,31.3612,31.187675,26.02385,13.217949999999998,17.7497,13.178666666666667,20.2687,15.501533333333333,15.021133333333333,6.904700000000001,14.1543,15.625533333333335,14.227350000000001,15.58185,16.957225,20.688299999999998,16.2133,15.840633333333335,18.3438,16.941000000000003,16.39845,10.38885,18.986966666666664,15.464833333333333,11.116433333333333,13.237499999999999,18.003149999999998,11.650766666666664,16.133333333333333,12.8164,11.607,15.975000000000001,18.6448,15.745349999999998,18.937150000000003,12.863833333333332,17.757266666666666,15.7828,14.495066666666668,12.566933333333333,15.7541,17.26115,16.31095,22.498433333333335,12.918766666666668,8.193733333333332,13.984900000000001,10.9065,15.486466666666667,15.46485,12.661349999999999,8.044550000000001,12.9586,13.347900000000001,0.0,16.95825,12.032833333333334,17.4688,16.4867,12.344524999999999,13.858066666666668,13.4504,16.544150000000002,13.825,22.219549999999998,22.4289,16.619033333333334,20.205849999999998,18.6371,15.094533333333333,15.422133333333333,15.863566666666665,14.887233333333333,16.4453,15.0117,18.436349999999997,15.6844,17.319,10.7617,15.531,19.4414,17.0016,22.82695,21.090225,18.95785,19.78985,12.917433333333333,13.23085,13.6883,24.28023333333333,19.247666666666667,25.3977,21.60705,18.96605,19.41815,20.1547,12.55705,19.7793,18.2051,21.258066666666668,19.0052,18.6141,15.8984,25.747133333333334,20.531766666666666,19.187766666666665,20.8203,26.946633333333335,23.177866666666663,25.79315,20.479699999999998,27.22866666666667,19.5492,39.3187,65.48723333333334,40.9062,59.2053,48.9563,51.6133,67.5836,64.54535,19.71565,13.622399999999999,16.28435,7.93945,10.439833333333333,16.91796666666667,12.083599999999999,15.8984,14.6867,19.342200000000002,17.2698,15.020833333333334,19.832800000000002,18.835433333333334,22.2328
6,2021-05-16,07:30:00,23.47655,18.669266666666665,22.71483333333333,33.346900000000005,38.23595,94.29636666666666,79.12854999999999,75.8034,78.61876666666666,0.0,86.11563333333334,0.0,83.44065,58.86226666666667,15.2888,133.0121,131.02086666666665,141.8078,132.1830666666667,30.36405,28.5297,36.15315,17.154933333333332,17.632199999999997,18.2263,21.447475,26.645566666666667,21.979300000000002,23.1424,27.606233333333336,78.2961,87.1969,98.90733333333333,102.66874999999999,97.60806666666667,87.6604,91.41094999999999,99.24866666666667,90.79065,95.20053333333333,93.66566666666665,96.6,91.89453333333331,91.12033333333333,80.425,84.70195000000001,76.6547,78.63985,59.13673333333333,61.52695,58.470699999999994,77.5758,78.1293,72.64765,88.577725,81.54033333333332,97.5164,59.9328,58.845866666666666,83.81276666666666,84.1668,67.7651,20.6625,19.35115,13.9496,24.539066666666667,17.538875,18.277925000000003,11.18073333333333,14.58945,19.17186666666667,15.7133,18.8953,19.582,22.1543,17.435666666666666,17.0293,21.150533333333332,16.8906,18.884366666666665,14.5031,22.283833333333334,17.031466666666667,11.8039,16.83475,19.598933333333335,13.402099999999999,19.197933333333335,15.681650000000001,14.6,18.343999999999998,19.94025,18.3039,19.443233333333335,16.938266666666667,19.7393,18.2414,17.28125,15.6133,18.841,20.1492,19.781233333333333,21.71875,14.531266666666667,10.275,16.315866666666665,13.376033333333334,18.3414,17.5953,16.537200000000002,7.889833333333333,16.332,14.306650000000001,20.474225,18.27345,14.3172,20.398166666666665,18.1297,14.556766666666666,16.11525,14.7828,18.700766666666667,18.454433333333334,24.197666666666667,24.3,17.5086,23.0151,19.360966666666666,15.997133333333332,18.330074999999997,17.716633333333334,16.870566666666665,18.1896,16.8815,20.178125,19.0477,17.4879,14.2156,17.613833333333336,20.6088,17.914075,0.0,23.73905,19.85315,23.3207,15.745866666666666,14.945300000000001,16.5732,25.415599999999998,24.121674999999996,26.82343333333333,23.1164,22.6598,22.086433333333332,23.878933333333332,15.072074999999998,21.791933333333333,20.731233333333332,22.396866666666664,22.395033333333334,20.213250000000002,18.4832,29.93475,22.26663333333333,20.717966666666666,22.519550000000002,29.51563333333333,27.16926666666667,29.95275,22.2188,42.64686666666666,27.7344,60.52606666666667,93.86196666666666,93.52216666666665,95.68176666666666,94.121875,85.22293333333333,97.01055,94.76644999999999,22.553633333333334,18.2578,16.808999999999997,10.032066666666667,11.6309,18.11365,13.35,18.4594,17.397899999999996,20.4121,20.31565,16.864333333333335,21.9922,19.95315,26.371700000000004
7,2021-05-16,07:45:00,25.04005,17.827066666666667,18.8438,32.4867,25.8578,37.1844,26.854699999999998,112.09219999999999,107.11875,116.17970000000001,116.93515,122.8883,107.026375,47.0086,71.169,167.8711,159.24403333333333,174.2812,170.8854,148.48123333333334,94.23124999999999,41.9297,18.88475,18.1453,19.94295,21.252333333333333,27.593,25.018199999999997,25.70545,36.72735,82.0414,119.541825,125.57056666666665,131.31196666666665,141.1266,103.0758,114.86043333333333,128.05153333333334,102.08853333333333,127.1909,128.2677,145.275,116.1,132.49766666666667,117.61955,99.7701,76.64219999999999,64.58593333333333,88.64845,137.50076666666666,98.3793,115.7227,104.94925,98.74805,111.94869999999999,108.98595,40.43803333333333,108.108975,90.5629,107.20155,109.02683333333334,32.63956666666667,18.542466666666666,21.361925000000003,17.787499999999998,26.4,19.27815,19.700400000000002,12.742166666666668,15.735700000000001,19.720566666666667,17.337999999999997,20.041666666666668,20.650399999999998,25.39065,18.902633333333334,20.860166666666668,23.15235,19.409574999999997,20.3544,14.6625,23.609399999999997,17.3383,14.993466666666668,17.8294,20.6172,14.525,19.200266666666668,15.845833333333333,15.4766,20.585400000000003,21.059633333333334,19.335949999999997,22.52735,18.981766666666665,22.95153333333333,17.385550000000002,16.16995,16.65665,18.941000000000003,20.793750000000003,21.364333333333335,22.8703,16.2961,10.6805,17.74295,14.05,21.87225,18.2738,18.3539,10.167966666666667,15.385399999999999,17.538674999999998,20.647133333333333,18.44295,14.249025,20.822166666666664,18.965625,15.7224,17.653366666666667,15.8406,18.43825,21.896600000000003,25.6073,26.069725,18.78956666666667,24.60235,22.215600000000002,17.575300000000002,20.18045,18.6059,18.973433333333332,20.230733333333333,17.7168,21.9621,19.766666666666666,20.195333333333334,14.908900000000001,18.883366666666664,22.564500000000002,21.519800000000004,26.2146,28.2422,22.246866666666666,29.110549999999996,47.046866666666666,33.65233333333333,49.432566666666666,70.71406666666667,49.1781,28.57265,29.31565,27.24805,27.574966666666665,29.898049999999998,18.949199999999998,29.400575,23.10505,25.46095,26.3418,23.6896,23.703633333333332,33.9849,25.1695,33.24613333333333,27.6875,32.54495,30.4091,35.6109,40.08027500000001,99.25416666666668,57.185966666666666,77.18985,100.7289,99.2602,98.5961,104.56586666666665,91.55993333333333,105.975,104.28436666666666,25.055274999999998,19.479966666666666,19.88065,10.5469,14.1,18.902925,16.726950000000002,18.559133333333335,17.8797,0.0,20.898049999999998,20.0293,23.359599999999997,21.805500000000002,26.61365
8,2021-05-16,08:00:00,27.619766666666667,19.307033333333333,20.313266666666667,30.93675,23.625,73.6638,110.644,130.349225,136.3581,154.0625,148.81799999999998,152.68593333333334,152.99893333333333,147.65886666666668,134.1141,200.68359999999998,197.3875,199.2,203.7656,191.3598,188.0059,188.84220000000002,20.500266666666665,19.22736666666667,20.646675,22.81055,28.781233333333336,25.46755,28.2078,33.903549999999996,32.33696666666666,114.24036666666666,167.9039,166.35986666666668,167.54923333333332,149.94686666666666,154.6094,158.87030000000001,149.4309,162.09533333333331,156.02775,160.7223,154.9138,162.6706,165.36926666666668,125.17505,174.3992,165.85235,164.36095,171.1703,178.8516,131.11112500000002,118.68436666666666,123.5797,72.5513,106.78125,171.60935,161.83700000000002,149.28595,130.6582,133.8129,136.3777,23.455699999999997,24.6802,19.7867,28.106849999999998,20.0297,20.7469,14.4832,17.179275,21.0354,18.8719,21.956266666666664,22.3992,26.1752,20.0047,21.8492,25.87575,22.441000000000003,22.8082,15.0391,26.815633333333334,21.7246,16.821099999999998,21.0234,24.627366666666664,17.6927,21.8383,17.6521,17.55625,21.857799999999997,22.386733333333336,21.369149999999998,24.431233333333335,19.94843333333333,23.795333333333332,21.0831,19.690633333333334,15.68475,21.9496,22.832050000000002,22.86746666666667,26.71173333333333,17.4698,13.107050000000001,19.10076666666667,14.908866666666668,52.17656666666667,38.814049999999995,23.294125,13.46795,18.057033333333333,19.63853333333333,24.051833333333335,21.220833333333335,15.883333333333333,22.6711,21.025000000000002,16.332,18.0461,16.868466666666666,20.782049999999998,22.297133333333335,27.050800000000002,28.30115,20.625,27.159899999999997,23.148433333333333,20.2328,22.455475,20.310933333333335,20.70705,24.11915,20.166825000000003,24.177525000000003,22.3198,24.723699999999997,18.9625,24.2285,46.45003333333333,32.1859,111.6465,83.39066666666666,138.14589999999998,171.15429999999998,155.5516,148.6875,163.74025,173.7219,157.10726666666667,166.7043,155.94065,173.0552,165.20076666666665,166.5539,138.16405,164.1191,164.8492,161.15585,150.8555,170.89296666666667,160.42855,181.72863333333336,164.256625,159.04323333333332,168.61149999999998,162.3377,163.0484,172.16915,162.7737,161.19065,97.27855,163.80676666666668,112.92396666666666,112.5638,114.55005,105.1719,105.16716666666667,115.34976666666667,112.5555,27.1164,22.3453,22.426533333333335,11.404966666666667,13.236733333333333,20.66645,16.199466666666666,20.716775,19.6453,22.339566666666666,23.13203333333333,18.7344,28.312766666666665,23.403899999999997,29.082533333333334
9,2021-05-16,08:15:00,28.60505,21.0047,22.9883,87.80156666666666,174.15,188.33333333333334,171.19375,178.3168,164.5016,183.43045,179.33516666666665,185.42343333333335,183.22033333333334,184.0823,164.95000000000002,227.37189999999998,229.21953333333332,220.17943333333332,229.92526666666666,216.9383,215.41565,224.64843333333332,20.768733333333333,19.47305,21.87735,23.9198,32.434574999999995,27.2453,27.4742,34.54925,77.17476666666666,185.09105,200.42656666666667,197.38125,193.67606666666666,0.0,180.389075,190.07614999999998,184.41485,184.24455,185.579675,190.53730000000002,187.7924,179.4547,196.77863333333335,197.17989999999998,184.0625,194.3984,196.83635,198.813875,199.87402500000002,174.6969,145.67579999999998,70.758375,156.1672,195.76055000000002,197.47186666666667,190.0119666666667,195.18635,147.46972499999998,147.88176666666666,50.6729,144.35076666666666,185.25650000000005,43.165633333333325,28.808833333333336,22.0584,22.1401,14.6543,20.707050000000002,22.5039,20.79686666666667,24.441666666666666,24.89885,27.3754,22.2591,24.1129,26.837499999999995,22.519550000000002,23.957533333333334,20.301333333333336,35.01755,26.591,21.776566666666668,26.642200000000003,64.68153333333333,56.50573333333333,27.846366666666665,21.733833333333337,26.4094,0.0,24.2344,24.646866666666664,29.33045,22.934633333333334,28.077066666666667,24.63723333333333,22.83856666666667,22.705466666666666,23.7737,24.63165,24.815366666666666,29.4354,19.813566666666663,14.88865,21.531033333333337,18.420033333333333,55.9406,45.7004,24.355449999999998,14.216000000000001,22.97265,21.25,24.03285,21.325400000000002,18.2812,24.134133333333335,21.0957,18.253149999999998,21.04215,18.787499999999998,21.63985,23.392966666666666,28.9336,30.2604,23.56485,30.8438,25.429199999999998,24.0078,25.463533333333334,22.6906,23.9401,29.43785,29.3625,91.0607,106.5516,28.5742,147.24300000000002,208.87695,209.4026,202.11604999999997,206.6203,207.0008,200.34609999999998,195.62813333333335,192.06146666666666,190.22265,195.48333333333335,203.63173333333336,196.4089,201.32813333333334,194.9505,201.79869999999997,195.80863333333332,197.98420000000002,187.444175,194.81873333333337,197.35075,193.9479,190.21223333333333,195.06175000000002,191.52460000000002,209.20159999999998,197.35653333333335,186.77939999999998,196.11043333333336,196.01356666666666,193.9245,202.55625,185.2969,193.925575,131.5824,196.46903333333333,158.26645,170.25886666666668,170.73046666666667,158.83360000000002,147.4063,174.7921666666667,171.88490000000002,29.73105,25.2076,24.543466666666664,14.2207,15.092733333333333,22.2526,19.730733333333333,23.176299999999998,21.6816,24.3276,24.77815,24.850775,205.0078,27.776566666666668,32.44376666666667
