,Data,Hora,P4.1.1 P (W),P4.1.2 P (W),P4.1.3 P (W),P4.1.4 P (W),P4.1.5 P (W),P4.1.6 P (W),P4.1.7 P (W),P4.1.8 P (W),P4.1.9 P (W),P4.1.10 P (W),P4.1.11 P (W),P4.1.12 P (W),P4.1.13 P (W),P4.1.14 P (W),P4.1.15 P (W),P4.1.16 P (W),P4.1.17 P (W),P4.1.18 P (W),P4.1.19 P (W),P4.1.20 P (W),P4.1.21 P (W),P4.2.1 P (W),P4.2.2 P (W),P4.2.3 P (W),P4.2.4 P (W),P4.2.5 P (W),P4.2.6 P (W),P4.2.7 P (W),P4.2.8 P (W),P4.2.9 P (W),P4.2.10 P (W),P4.2.11 P (W),P4.2.12 P (W),P4.2.13 P (W),P4.2.14 P (W),P4.2.15 P (W),P4.2.16 P (W),P4.2.17 P (W),P4.2.18 P (W),P4.2.19 P (W),P4.2.20 P (W),P4.2.21 P (W),P4.2.22 P (W),P4.3.1 P (W),P4.3.2 P (W),P4.3.3 P (W),P4.3.4 P (W),P4.3.5 P (W),P4.3.6 P (W),P4.3.7 P (W),P4.3.8 P (W),P4.3.9 P (W),P4.3.10 P (W),P4.3.11 P (W),P4.3.12 P (W),P4.3.13 P (W),P4.3.14 P (W),P4.3.15 P (W),P4.3.16 P (W),P4.3.17 P (W),P4.3.19 P (W),P4.3.20 P (W),P4.3.21 P (W),P4.3.22 P (W),P4.4.1 P (W),P4.4.2 P (W),P4.4.3 P (W),P4.4.4 P (W),P4.4.5 P (W),P4.4.6 P (W),P4.4.7 P (W),P4.4.8 P (W),P4.4.9 P (W),P4.4.10 P (W),P4.4.11 P (W),P4.4.12 P (W),P4.4.13 P (W),P4.4.14 P (W),P4.4.15 P (W),P4.4.16 P (W),P4.4.17 P (W),P4.4.18 P (W),P4.4.19 P (W),P4.4.20 P (W),P4.5.1 P (W),P4.5.2 P (W),P4.5.3 P (W),P4.5.4 P (W),P4.5.5 P (W),P4.5.6 P (W),P4.5.7 P (W),P4.5.8 P (W),P4.5.9 P (W),P4.5.10 P (W),P4.5.12 P (W),P4.5.13 P (W),P4.5.14 P (W),P4.5.15 P (W),P4.5.16 P (W),P4.5.17 P (W),P4.5.18 P (W),P4.5.19 P (W),P4.5.20 P (W),P4.5.21 P (W),P4.5.22 P (W),P4.6.1 P (W),P4.6.2 P (W),P4.6.3 P (W),P4.6.4 P (W),P4.6.5 P (W),P4.6.6 P (W),P4.6.7 P (W),P4.6.8 P (W),P4.6.9 P (W),P4.6.10 P (W),P4.6.11 P (W),P4.6.12 P (W),P4.6.13 P (W),P4.6.14 P (W),P4.6.15 P (W),P4.6.16 P (W),P4.6.17 P (W),P4.6.18 P (W),P4.6.19 P (W),P4.6.20 P (W),P4.6.21 P (W),P4.6.22 P (W),P4.7.1 P (W),P4.7.2 P (W),P4.7.3 P (W),P4.7.4 P (W),P4.7.5 P (W),P4.7.6 P (W),P4.7.7 P (W),P4.7.8 P (W),P4.7.9 P (W),P4.7.10 P (W),P4.7.11 P (W),P4.7.12 P (W),P4.7.13 P (W),P4.7.14 P (W),P4.7.15 P (W),P4.7.16 P (W),P4.7.17 P (W),P4.7.18 P (W),P4.7.19 P (W),P4.7.20 P (W),P4.7.21 P (W),P4.7.22 P (W),P4.8.1 P (W),P4.8.2 P (W),P4.8.3 P (W),P4.8.4 P (W),P4.8.5 P (W),P4.8.6 P (W),P4.8.7 P (W),P4.8.8 P (W),P4.8.9 P (W),P4.8.10 P (W),P4.8.12 P (W),P4.8.13 P (W),P4.8.14 P (W),P4.8.15 P (W),P4.8.16 P (W),P4.8.17 P (W),P4.8.20 P (W),P4.8.21 P (W),P4.8.22 P (W),P4.9.1 P (W),P4.9.2 P (W),P4.9.3 P (W),P4.9.4 P (W),P4.9.5 P (W),P4.9.6 P (W),P4.9.7 P (W),P4.9.8 P (W),P4.9.9 P (W),P4.9.10 P (W),P4.9.11 P (W),P4.9.12 P (W),P4.9.13 P (W),P4.9.14 P (W),P4.9.15 P (W),P4.9.16 P (W),P4.9.17 P (W),P4.9.18 P (W),P4.9.19 P (W),P4.9.20 P (W),P4.9.21 P (W),P4.9.22 P (W)
0,2021-02-24,06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021-02-24,06:15:00,13.3419,8.5125,8.1875,16.05275,8.69415,16.406266666666667,8.592733333333333,9.2354,1.4961,13.596275,10.1098,10.657533333333333,8.047666666666666,5.938300000000001,0.3422,7.6441,11.9398,12.837000000000002,10.572675,8.688300000000002,8.47345,9.7073,9.3099,8.36715,8.9492,16.093766666666667,9.096866666666667,9.3078,14.1293,11.5805,7.5349,12.178133333333335,11.934633333333332,10.749600000000001,5.154699999999999,13.583866666666665,8.225,5.86525,7.567966666666666,9.552866666666667,12.1438,9.192966666666667,8.989866666666666,9.135200000000001,12.656266666666667,6.34845,11.44105,7.229166666666667,11.366666666666667,9.395066666666667,8.953899999999999,3.612725,5.42775,14.1578,8.649466666666667,11.61325,8.902066666666668,8.25,13.26365,11.5854,7.362100000000001,8.423966666666667,14.908366666666668,4.448449999999999,19.31485,11.3613,10.01465,3.4754000000000005,6.5125,10.67225,7.253133333333333,11.8621,10.6324,14.396633333333334,9.755233333333335,11.549999999999999,14.428700000000001,9.53905,10.649249999999999,4.678166666666667,13.7383,9.514333333333333,4.4207,8.014566666666667,10.897366666666668,4.702866666666666,8.868766666666668,4.75975,6.054433333333333,9.6625,11.2599,8.251033333333334,11.014825,8.3375,7.6339749999999995,8.283333333333333,7.1768,8.586466666666666,9.0922,11.786499999999998,15.152099999999999,4.6146,1.7697999999999998,8.183,3.712766666666667,13.828133333333334,10.4547,11.0742,2.6057333333333332,8.9555,11.1552,13.227725,11.655733333333332,7.3629,14.45,9.8065,7.591933333333333,10.4219,6.496100000000001,13.2656,10.531266666666667,16.791933333333333,16.236733333333333,9.5359,13.7935,9.971633333333335,7.2867,12.175,8.41405,7.075800000000001,10.661725,6.86645,10.5953,9.070333333333332,9.8422,3.2672,8.2188,11.235933333333334,9.249733333333333,15.74645,12.535933333333334,9.851799999999999,12.675,6.011325,6.4789,6.9296999999999995,14.9102,13.45,16.727125,14.0328,12.722475000000001,11.422400000000001,13.6633,5.751566666666666,12.882533333333333,11.432033333333335,12.9256,10.4482,8.798825,18.2164,12.7844,13.2216,12.0703,18.3021,14.8867,15.6539,9.1297,12.820333333333332,12.53045,11.35625,11.49415,10.8168,5.310966666666666,15.08785,11.193349999999999,14.54685,7.579650000000001,8.6508,2.023825,4.4607,11.178933333333333,6.161733333333333,7.34685,9.414066666666665,11.221333333333334,10.9643,7.721333333333334,11.8793,9.050766666666666,15.637899999999998
2,2021-02-24,06:30:00,35.366166666666665,18.5211,29.3198,30.033833333333337,17.216225,22.44455,15.8117,16.509600000000002,7.489833333333333,21.24813333333333,15.82425,17.0604,13.424733333333334,11.518766666666666,4.3625,13.8662,14.83595,19.56485,19.48945,14.534133333333335,17.7578,13.0672,12.153633333333334,12.783199999999999,11.057400000000001,17.0938,13.176533333333333,11.95505,16.835350000000002,9.835700000000001,9.5438,16.4068,15.4797,13.996366666666667,8.521049999999999,14.7656,12.249799999999999,10.588299999999998,11.923666666666668,13.021633333333334,16.524233333333335,12.807833333333335,13.4388,12.2271,15.89845,9.8031,14.0957,10.86135,13.8551,13.809633333333332,13.490366666666667,8.3047,8.2195,17.5965,12.038266666666667,16.025599999999997,12.3984,12.405075,16.13945,16.133100000000002,10.818733333333334,11.9043,18.687266666666666,9.748433333333333,21.6016,12.7375,14.265366666666665,5.91095,10.3138,14.20505,11.124233333333335,15.843699999999998,15.480075,17.5125,13.717433333333332,14.525266666666667,18.37695,12.8802,13.4301,7.8500000000000005,15.9703,11.5117,7.594725,10.2539,14.8629,8.043233333333333,14.4203,8.659575,9.545333333333332,11.6594,14.514566666666667,11.897133333333334,15.964033333333333,11.746333333333332,11.387499999999998,12.0703,11.2832,11.9297,12.966933333333335,14.81095,18.842966666666666,6.8367,5.2863500000000005,11.8914,8.318733333333334,20.65665,45.3375,24.42446666666667,8.537700000000001,13.513533333333335,14.4578,18.16795,15.0457,9.8883,17.809375000000003,13.984366666666666,13.1,14.9039,11.4328,15.448166666666665,13.524999999999999,20.287100000000002,18.2875,13.465366666666666,16.8453,15.78005,10.851566666666665,14.473966666666664,10.436924999999999,11.017233333333332,11.915366666666666,9.79295,14.889833333333334,12.9328,13.485666666666667,7.0643,12.384799999999998,15.035933333333332,13.422133333333335,18.148433333333333,17.399250000000002,15.004166666666668,15.326975000000001,11.142733333333332,9.727333333333334,9.4818,18.283066666666667,17.252866666666666,20.3284,16.2148,16.416133333333335,14.676566666666666,16.665625,9.185933333333333,16.68173333333333,14.2031,16.834,15.228933333333332,13.967433333333332,21.855449999999998,15.914833333333334,15.408366666666666,19.4766,21.2974,19.0953,17.1832,0.0,18.151833333333332,15.60935,14.5469,14.504666666666665,14.7469,6.50355,18.8466,15.863266666666666,17.0566,12.586966666666667,10.671100000000001,5.1331,7.788033333333334,13.728900000000001,10.438649999999999,11.807033333333331,12.729700000000001,15.713299999999998,14.040133333333335,11.36015,15.281233333333333,13.555733333333334,18.8086
3,2021-02-24,06:45:00,62.57136666666667,49.868575,48.6262,61.650800000000004,45.519533333333335,27.67343333333333,18.228399999999997,17.2008,10.300533333333332,24.9289,20.7922,18.70155,17.0,15.832449999999998,6.972133333333333,18.91875,18.69925,23.284399999999998,22.93125,19.933566666666668,20.37656666666667,25.7289,45.70783333333333,52.672250000000005,39.93595,40.60543333333334,34.764075,18.625266666666665,21.773049999999998,16.043,14.760166666666668,19.248933333333337,19.5552,17.540599999999998,10.713675,19.5141,15.4938,13.399999999999999,14.87225,16.6215,19.69535,16.708199999999998,14.55745,16.373966666666664,18.978666666666665,12.669233333333333,16.806,13.283333333333333,16.93595,16.367433333333334,15.1664,9.738033333333332,10.491399999999999,20.2875,16.1711,19.275,15.089850000000002,15.7344,20.284133333333333,19.10275,12.803366666666667,13.975533333333331,21.558333333333334,9.791,23.78635,17.782799999999998,16.9688,9.4463,13.539649999999998,17.8305,14.014074999999998,19.7992,17.9824,21.458566666666666,15.854166666666666,17.0051,21.016933333333338,15.18985,0.0,11.3344,19.57735,15.3393,11.1836,12.35155,16.864849999999997,10.263,16.2336,11.3508,12.198166666666665,15.572299999999998,17.0862,14.7246,16.8953,14.179433333333334,15.225,13.644549999999999,12.506766666666666,15.28945,18.2496,16.6418,21.4445,10.691133333333333,7.6578,15.277099999999999,11.1469,47.3203,46.00235000000001,25.3672,12.2391,17.57786666666667,16.383566666666667,20.325,18.775,13.818766666666667,22.25625,16.480999999999998,14.8849,17.868233333333333,14.143766666666666,0.0,16.21465,23.353699999999996,23.919125,17.6338,20.989566666666665,16.7129,14.3531,16.4687,14.963033333333334,14.309000000000001,14.951550000000001,13.775266666666667,17.73905,16.7812,16.36135,10.494533333333331,16.3214,17.85206666666667,13.9727,21.612675,20.0469,16.264499999999998,19.2552,12.675,13.236699999999999,11.664566666666666,22.44583333333333,21.144266666666663,23.293750000000003,18.763266666666667,0.0,18.734933333333334,19.63675,13.24495,20.0586,18.688299999999998,19.657400000000003,17.596366666666665,17.269033333333333,24.075233333333333,19.197166666666664,19.1629,19.530966666666668,25.221899999999998,21.75625,22.2039,14.9891,18.7734,18.22265,16.896900000000002,17.329166666666666,18.975,11.07755,20.6578,17.266166666666667,21.090025,16.2505,15.17305,6.79335,10.429666666666666,15.298449999999999,12.1438,12.686966666666669,14.6168,16.544150000000002,16.37655,14.4633,16.378666666666664,17.499233333333333,20.7013
4,2021-02-24,07:00:00,88.85935,82.33555,79.01226666666668,102.7332,87.5727,39.637766666666664,30.537100000000002,25.3088,14.9263,29.56356666666667,23.3934,21.934575,19.2363,16.970566666666667,9.4422,20.833333333333332,22.992199999999997,26.4625,26.801333333333332,21.7207,27.204666666666668,50.998450000000005,101.41276666666666,94.80573333333332,97.2297,105.75465,90.85665,93.50703333333335,37.60895,32.41303333333334,21.494950000000003,22.9242,21.9242,20.6388,0.0,21.94455,16.933549999999997,14.990866666666667,17.89415,18.71663333333333,23.01465,19.693766666666665,16.9125,40.13965,29.5125,31.6617,43.1297,18.623433333333335,19.584633333333333,21.010133333333332,17.629433333333335,12.375,12.97655,23.081249999999997,16.4708,19.9289,16.50785,16.3555,21.420333333333332,19.55,15.394549999999999,15.439300000000001,22.93726666666667,11.597075,25.2247,18.6383,19.15665,12.65,14.756766666666666,18.789600000000004,17.0402,21.8211,19.703899999999997,22.79765,16.745525,19.112499999999997,22.779666666666667,17.413533333333334,19.904674999999997,14.2047,22.9559,17.0287,11.762733333333331,16.42735,19.3875,12.073433333333332,19.078133333333337,12.6328,14.6927,17.749975,19.325,16.766933333333334,21.31445,15.614833333333332,17.038566666666668,15.958333333333334,15.0746,15.857,17.45,19.541,22.79335,13.339649999999999,8.879166666666666,15.847649999999998,12.316400000000002,52.418499999999995,31.07813333333333,25.1414,13.226533333333334,20.061466666666668,19.35235,21.18515,21.278125,16.135433333333335,24.19633333333333,18.370350000000002,18.486325,19.425,16.239333333333335,18.645875,19.543233333333333,28.3008,27.5141,19.1125,22.06795,21.201800000000002,17.369149999999998,21.24355,18.36405,20.319033333333334,20.020333333333333,17.182566666666666,20.620066666666666,18.0956,18.379433333333335,10.820699999999999,18.572666666666667,19.79426666666667,17.936325,24.216,22.95756666666667,18.38675,22.044,14.492466666666667,14.9434,15.52425,25.031000000000002,23.326549999999997,26.043349999999997,22.557225000000003,21.471333333333334,21.24145,22.63463333333333,13.2617,21.267200000000003,21.71353333333333,21.192966666666667,18.94973333333333,18.332266666666666,27.7875,21.181424999999997,20.7619,20.773933333333332,27.644000000000002,22.98595,24.12695,17.811700000000002,20.9776,21.229433333333333,21.575,18.3516,20.578366666666668,12.21095,23.10275,20.282300000000003,23.0332,18.1487,16.48125,7.75625,11.362466666666668,19.007,13.572933333333333,14.75,16.223966666666666,19.492166666666666,17.9648,15.907566666666668,19.13865,18.961966666666665,23.70726666666667
5,2021-02-24,07:15:00,121.17840000000001,112.05026666666667,109.45366666666666,128.05035,106.84530000000001,110.00080000000001,44.894299999999994,30.008200000000002,15.684633333333332,31.118,25.430733333333336,24.9672,20.8949,20.2152,12.225499999999998,23.697650000000003,26.128933333333332,27.45465,29.124200000000002,29.055100000000003,50.3223,32.36433333333334,140.71835,138.84426666666667,130.51445,148.19143333333332,148.13203333333334,142.00549999999998,146.48726666666667,75.542375,23.34375,25.707333333333334,24.447666666666663,21.403550000000003,14.8633,22.2586,19.6125,17.0937,19.7531,21.069766666666666,23.8797,20.332800000000002,19.270833333333332,67.85783333333335,71.72836666666667,66.32003333333334,68.775,65.0594,26.182025,22.7578,17.2188,13.90935,14.86215,24.489825,18.80275,21.950000000000003,16.587999999999997,17.733333333333334,22.434366666666666,21.291666666666668,17.320899999999998,17.51485,24.472250000000003,13.6051,30.916133333333335,21.4242,18.8086,12.979166666666666,17.691366666666664,20.885433333333335,17.597133333333332,23.060433333333336,21.2422,24.46485,18.45115,19.340400000000002,25.0195,19.32603333333333,20.266133333333332,14.1844,23.645033333333334,19.5336,14.4586,17.1357,20.8875,14.25,20.698433333333334,15.16135,16.331766666666667,20.45625,21.7383,18.336466666666666,21.94645,17.3263,17.96285,15.91055,17.213800000000003,18.363766666666667,20.140633333333334,21.205733333333335,25.38906666666667,13.98475,10.3391,18.643,12.689566666666666,56.63205,29.8227,25.50275,14.015025,21.43905,20.23635,24.20155,21.727333333333334,18.714833333333335,25.4062,21.358333333333334,21.480449999999998,20.4961,18.20195,21.06445,20.69725,27.30095,27.6416,20.6755,26.899825,23.5287,19.9125,22.498849999999997,19.33635,18.2988,21.71875,18.63865,22.764333333333337,19.4268,20.3914,12.218733333333333,20.436700000000002,22.555999999999997,20.0466,26.766199999999998,24.1078,20.897633333333335,23.770333333333337,17.772075,16.46196666666667,16.120833333333334,26.176949999999998,23.2891,28.27225,25.7344,23.0453,23.39645,23.910133333333334,16.274466666666665,24.568,23.907566666666668,23.0,21.173450000000003,21.8672,28.918000000000003,24.7859,23.38985,22.86955,28.833199999999998,27.1687,25.406000000000002,19.53956666666667,24.529966666666667,22.8465,20.4297,22.222875000000002,23.108866666666668,15.680100000000001,24.748966666666664,22.2797,24.60466666666667,19.179666666666666,18.101375,9.43085,12.775,19.4078,14.815633333333333,17.22656666666667,17.0854,21.049999999999997,20.543775,17.3496,21.9104,20.4281,25.4849
6,2021-02-24,07:30:00,160.2203,148.75653333333332,158.72537499999999,162.6172,148.70235000000002,175.50003333333333,65.03986666666667,30.706766666666667,21.348200000000002,37.4461,29.7414,28.8945,23.82775,20.521900000000002,12.2797,27.0938,28.6152,32.7002,34.7633,31.3465,181.6898,35.05753333333334,179.94105000000002,196.7291,161.71405,198.36953333333335,181.56995,184.31643333333332,187.81876666666668,197.16995,26.599249999999998,28.976533333333332,26.518349999999998,23.131425,15.397933333333334,25.46095,19.6203,18.855449999999998,20.64765,21.689333333333334,26.137099999999997,22.6324,20.124200000000002,71.87575000000001,75.56796666666666,69.81445,74.126175,70.38333333333334,28.0656,21.842166666666667,19.847133333333332,14.331800000000001,13.34765,23.62735,20.594900000000003,23.6328,17.79713333333333,18.829275,24.2375,22.206,18.3297,17.01093333333333,26.8349,14.3013,37.28595,25.36405,22.48436666666667,14.132624999999999,17.6055,21.8367,19.9406,23.47393333333333,22.807425,24.86285,19.4375,21.07385,25.026566666666668,20.5043,22.646099999999997,15.7044,24.282225,19.9224,15.934866666666665,17.4352,23.209375,14.356766666666667,21.4539,0.0,16.2453,22.154933333333332,21.820333333333334,19.269550000000002,23.625500000000002,18.11095,19.500774999999997,18.130733333333335,17.3362,19.58435,22.092433333333332,22.308566666666668,26.7129,15.096866666666665,12.274466666666667,17.85505,14.15625,34.49426666666667,31.415633333333332,26.43205,14.7953,23.41876666666667,21.624733333333335,23.65235,24.206,20.25,26.841974999999998,25.37695,26.13595,25.747633333333336,21.9545,25.3508,22.6422,28.0465,30.215633333333333,20.934900000000003,25.434633333333334,24.6723,19.77446666666667,23.598699999999997,19.050575,20.18726666666667,23.561733333333333,20.047666666666668,23.818233333333335,24.50496666666667,25.889300000000002,15.8862,22.1758,22.910933333333332,20.430233333333334,29.2711,25.9688,23.11795,25.783250000000002,18.782833333333333,18.39923333333333,17.6703,28.193766666666665,26.41586666666667,30.38123333333333,25.673166666666663,25.09013333333333,24.428133333333335,24.9672,17.3949,24.82603333333333,24.34375,25.417199999999998,24.128899999999998,22.1664,31.156499999999998,25.395300000000002,24.651566666666668,26.411233333333332,32.92575,28.547933333333333,29.55235,20.7422,25.776333333333337,24.625,22.84686666666667,24.354699999999998,23.56915,17.065199999999997,27.4357,23.911766666666665,26.58125,20.2125,19.24375,10.198625,12.2508,20.094533333333334,14.9547,18.07213333333333,17.7211,22.86146666666667,20.8383,19.903666666666666,22.02775,20.65,26.5586
7,2021-02-24,07:45:00,202.5285,194.52786666666668,190.5531,206.067,199.09920000000002,202.6938,215.1531,47.36873333333333,28.9664,42.555475,30.27916666666667,29.087525,25.0792,23.57133333333333,14.509133333333333,31.0406,33.10413333333333,36.537499999999994,48.75156666666666,263.9711,232.84763333333333,33.88073333333333,214.65756666666667,230.07815,188.83245,238.0302333333333,222.7543,230.9156,225.1448,227.97580000000002,215.76796666666667,34.3637,30.0695,25.227366666666665,17.282049999999998,26.9289,22.0219,19.64685,22.235149999999997,24.176,27.98865,23.396500000000003,22.6289,74.89633333333335,77.75653333333334,70.5466,75.43333333333334,72.93826666666666,28.2656,24.1383,21.325766666666667,14.959366666666668,15.875266666666668,26.875266666666665,21.877366666666664,23.44996666666667,17.668766666666667,20.405450000000002,26.0583,24.818,18.5039,19.047133333333335,27.59965,14.7422,37.2409,25.410175,24.14255,15.2948,18.419533333333334,23.6758,19.2164,26.223399999999998,23.113300000000002,26.89453333333333,20.638033333333336,22.388266666666667,26.786099999999998,21.289299999999997,22.95,16.6707,26.4406,20.416025,15.407,20.281766666666666,23.739449999999998,15.922166666666667,21.52345,16.965600000000002,16.1586,21.9527,23.15625,20.592699999999997,24.618000000000002,0.0,22.313766666666666,19.6544,18.7031,20.66405,22.76693333333333,23.294,27.449233333333336,17.8943,12.0918,19.613,15.181075,63.2047,30.635166666666667,27.3082,17.1815,23.35275,23.1802,27.5488,23.8,21.53776666666667,29.48085,32.485150000000004,37.653499999999994,35.71169999999999,22.25,23.3934,21.47345,28.4219,29.5945,24.51875,28.6676,26.078666666666667,20.479166666666668,24.4581,21.1328,20.8505,23.691166666666664,21.3672,30.94535,57.859366666666666,51.5742,18.85935,21.2109,25.70275,22.9391,29.748166666666666,28.56955,24.876033333333336,26.248666666666665,19.6453,20.0531,20.3053,30.27265,30.650000000000002,33.11666666666667,30.33433333333333,29.29426666666667,30.362499999999997,32.607625,21.09805,29.000799999999998,36.19663333333333,30.177,29.1594,26.2203,133.41926666666666,120.13619999999999,175.31563333333335,179.4896,112.76356666666668,185.8588333333333,139.6758,142.66095,28.65833333333333,25.696633333333335,25.358566666666665,25.548933333333334,25.92396666666666,18.687275,30.666666666666668,27.125,26.6578,21.96013333333333,21.331233333333333,9.512533333333334,14.6393,20.543466666666664,17.277066666666666,19.004700000000003,19.6203,24.4164,22.600975000000002,20.6198,23.11875,21.24996666666667,27.63675
8,2021-02-24,08:00:00,239.333025,230.0426,238.45569999999998,246.7031,242.29999999999998,240.89843333333332,238.02535,243.83673333333334,156.7609,42.34375,33.59845,32.12293333333333,25.25235,24.5,15.312266666666666,33.33965,58.239450000000005,64.33205,80.42385,305.07655,309.58230000000003,36.368766666666666,254.91043333333332,273.34045,283.7656,281.28045,250.48619999999997,270.2512,263.32815,264.33985,261.67150000000004,39.370066666666666,31.585399999999996,27.261466666666667,21.18945,31.4797,24.421633333333332,24.186433333333337,25.2557,30.970299999999998,37.488299999999995,30.92186666666667,30.9176,70.8276,73.68333333333332,69.54716666666667,70.8237,29.755466666666667,28.3203,24.9648,21.666666666666668,16.7396,15.89845,27.403325,22.4424,24.775,20.67775,21.3281,27.2672,24.575033333333334,18.94033333333333,20.733866666666668,27.513800000000003,17.749466666666667,32.3637,25.298450000000003,24.242166666666666,16.176949999999998,20.17595,24.7026,21.126833333333334,26.6465,24.2578,29.081,20.521366666666665,23.862266666666667,28.2203,21.955250000000003,24.670033333333333,17.0914,28.15315,21.4043,17.424733333333332,20.92526666666667,25.0966,18.9668,23.63723333333333,18.0209,19.409133333333333,23.2005,24.5805,21.7172,25.7336,22.0254,23.450266666666668,20.3953,20.589566666666666,23.160133333333334,24.967433333333332,26.0422,27.45,18.3219,13.684,21.27265,16.2586,35.83905,31.907400000000003,28.04243333333333,18.3906,24.8711,24.0823,27.00103333333333,29.25,24.528133333333333,41.0422,69.69200000000001,58.132600000000004,33.0414,21.293466666666664,22.556233333333335,23.568350000000002,30.60076666666667,30.211466666666666,23.43905,29.453666666666667,27.142175,23.55626666666667,25.5937,22.228525,21.25,24.1062,37.971875000000004,151.98856666666666,182.09453333333332,215.15649999999997,22.340366666666668,26.485349999999997,28.87863333333333,27.210400000000003,36.5016,32.31903333333333,65.6656,36.08623333333333,116.210925,26.584400000000002,152.1453,92.44605,199.65859999999998,227.79816666666667,199.14840000000004,202.8482,291.7297,284.227,247.39435,253.836525,291.8164,249.66016666666664,275.4752333333333,268.27815,288.6669,293.2793,280.8974,281.68359999999996,285.40833333333336,296.91134999999997,287.7676,272.00195,155.8016,74.4656,32.20505,56.65,58.32615,46.320299999999996,86.9102,60.47400000000001,27.370833333333334,23.437150000000003,20.292949999999998,11.1191,14.816933333333333,21.2594,17.7262,19.8974,19.7832,24.32003333333334,0.0,20.8703,25.107799999999997,23.7651,29.02606666666667
9,2021-02-24,08:15:00,284.3461,256.29583333333335,271.9547,282.03595,270.6672,278.047275,274.9838666666667,273.04769999999996,263.6521,60.02996666666667,39.43045,35.927366666666664,29.397666666666666,27.28635,16.7551,243.5617,55.31536666666667,75.18126666666666,138.05235,330.46403333333336,335.15785000000005,33.52733333333333,297.20576666666665,310.76955,313.30443333333335,318.2543,276.1091333333333,298.0961,302.56406666666663,289.54036666666667,298.4086,207.85103333333336,133.67136666666667,34.375,169.9199,276.0754,215.1122333333333,217.74243333333334,318.0127333333333,228.88646666666668,325.40705,310.5516,310.9379,74.0695,76.34843333333333,71.47656666666667,74.73085,34.02266666666667,30.7418,26.903366666666667,24.450000000000003,17.6812,17.4375,27.532049999999998,21.834400000000002,26.571675,21.890866666666668,22.117600000000003,26.953633333333332,25.803133333333335,19.837766666666663,20.77385,31.14923333333333,16.48933333333333,34.02813333333333,26.01953333333333,27.162100000000002,18.5391,22.193,28.952066666666667,23.165825,27.9664,26.256533333333334,31.6234,23.2664,25.28125,29.008866666666666,22.9633,25.4996,17.811525,29.667949999999998,23.93986666666667,18.307000000000002,22.1965,25.93515,18.807033333333333,24.955233333333336,20.231250000000003,19.65625,23.5375,25.8151,22.3816,27.464033333333333,22.5094,30.7031,27.4551,53.19763333333333,59.028633333333325,33.19583333333333,31.5646,36.734100000000005,41.43515,20.55235,21.403100000000002,17.1367,36.40705,33.2352,29.286299999999997,18.873825,27.181649999999998,28.532,37.2891,35.93615,29.738566666666667,48.12460000000001,37.845299999999995,28.78125,27.1875,20.41486666666667,23.254733333333334,23.44453333333333,33.136199999999995,35.17343333333333,28.090866666666667,35.295833333333334,30.8526,26.020866666666667,30.1098,23.2031,26.163249999999998,76.02476666666666,301.6953,319.29269999999997,321.12603333333334,308.0547,295.15023333333335,168.03619999999998,233.4315,331.29495,253.955675,328.65004999999996,321.96639999999996,329.3739666666667,320.21823333333333,307.58413333333334,315.01757499999997,322.3247333333333,322.5623,320.1875,315.4864666666667,321.92265,313.56445,321.6109333333333,313.8895,321.6699,325.0851333333334,323.9200333333333,312.95700000000005,317.997475,325.64506666666665,318.5416666666667,316.7309666666667,325.861925,319.72003333333333,328.6242333333334,323.80806666666666,317.2502666666667,309.80235000000005,118.71015,114.86666666666667,117.01643333333334,117.70963333333334,105.4354,122.00160000000001,117.0086,29.985174999999998,23.41795,22.1164,12.0875,13.554166666666667,22.6849,18.178125,19.860149999999997,21.087233333333334,24.533600000000003,25.384949999999996,22.7542,25.34845,24.534599999999998,30.42775
