,Data,Hora,P1.1.1 P (W),P1.1.2 P (W),P1.1.3 P (W),P1.1.4 P (W),P1.1.5 P (W),P1.1.6 P (W),P1.1.7 P (W),P1.1.8 P (W),P1.1.9 P (W),P1.1.10 P (W),P1.1.12 P (W),P1.1.13 P (W),P1.1.14 P (W),P1.1.15 P (W),P1.1.16 P (W),P1.2.1 P (W),P1.2.2 P (W),P1.2.3 P (W),P1.2.4 P (W),P1.2.5 P (W),P1.2.6 P (W),P1.2.7 P (W),P1.2.8 P (W),P1.2.9 P (W),P1.2.10 P (W),P1.2.11 P (W),P1.2.13 P (W),P1.2.14 P (W),P1.2.15 P (W),P1.2.16 P (W),P1.3.1 P (W),P1.3.2 P (W),P1.3.4 P (W),P1.3.5 P (W),P1.3.6 P (W),P1.3.7 P (W),P1.3.8 P (W),P1.3.9 P (W),P1.3.10 P (W),P1.3.11 P (W),P1.3.12 P (W),P1.3.13 P (W),P1.3.14 P (W),P1.3.15 P (W),P1.3.16 P (W)
0,2021-08-06,06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021-08-06,06:15:00,0.0,0.0,0.0,0.0,0.0,0.022539999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29108999999999996,0.0,0.46900000000000003,0.0,0.10341904761904763,6.241700000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8971600000000002,0.0,0.0,0.0,0.0,0.0
2,2021-08-06,06:30:00,3.02345,8.31565,3.5461,8.004966666666666,5.6926,4.627633333333333,5.0953333333333335,3.431266666666667,9.350533333333333,6.9453,10.060666666666668,8.43905,3.41485,2.4328,3.5664499999999997,6.62735,6.7734,3.7125,0.72045,2.4172,1.27305,2.0755,0.0,3.4664,9.54828,7.4597500000000005,6.911999999999999,5.6836,1.0711,7.600533333333334,0.7296999999999999,6.594150000000001,6.321899999999999,1.7890666666666668,11.518733333333332,1.1905999999999999,7.103166666666667,2.4584,5.480449999999999,2.720833333333333,11.6745,1.0718666666666667,6.400399999999999,7.19885,5.1797
3,2021-08-06,06:45:00,18.407566666666668,16.01095,10.940666666666667,19.109399999999997,21.269000000000002,15.338249999999999,22.889850000000003,16.631766666666667,18.982799999999997,15.322474999999999,18.4099,17.126925,10.798075,9.188875,8.8828,11.412999999999998,11.267966666666666,10.104700000000001,7.3492,11.5792,8.8172,11.214675,4.231675,9.821866666666667,19.2974,12.541166666666667,13.10235,10.152099999999999,4.5633,12.944266666666666,5.54845,14.621366666666665,19.233575000000002,16.332533333333334,20.480449999999998,20.967375,24.3255,18.655466666666666,12.873425000000001,7.44295,21.4805,8.3177,11.960550000000001,13.0078,7.83905
4,2021-08-06,07:00:00,47.2612,45.85975,46.625499999999995,60.396100000000004,45.8699,51.5956,48.366166666666665,46.277899999999995,31.02695,32.86953333333333,33.54893333333333,34.0047,23.1387,22.2539,24.85235,24.883066666666668,29.775533333333332,20.101066666666668,19.752,18.1898,22.5043,22.6113,15.525533333333334,22.504875,25.0594,16.197400000000002,16.885725,14.331766666666667,7.2638,19.510933333333334,36.8836,47.95895,51.7043,43.8703,51.78185,50.967200000000005,53.793575,46.90053333333333,19.7375,14.897133333333334,49.71876666666666,13.804300000000001,16.7598,16.566825,16.15215
5,2021-08-06,07:15:00,77.35416666666667,78.346675,75.82343333333333,97.175,79.345725,83.99725000000001,75.01043333333332,82.5586,47.0849,48.74025,54.768499999999996,50.877750000000006,45.52603333333334,40.2582,40.619550000000004,41.56303333333333,49.93853333333334,39.8034,33.13475,42.624025,43.91980000000001,44.982033333333334,35.55505,44.800399999999996,28.71095,22.434366666666666,48.47385,19.6198,9.772166666666665,37.2422,63.0914,75.593775,81.14996666666667,72.46303333333334,85.80393333333335,77.96645000000001,80.80199999999999,78.1523,26.909750000000003,20.858633333333334,88.61223333333334,78.09166666666665,19.907033333333334,20.99335,53.635400000000004
6,2021-08-06,07:30:00,105.73515,106.1625,103.87186666666666,118.98386666666666,110.58165,115.3922,110.54246666666666,109.0547,73.98306666666666,68.77396666666665,77.01365000000001,78.92304999999999,58.8,56.505449999999996,67.5625,71.1219,71.9379,62.07683333333333,69.3857,70.2625,64.6789,71.03045,67.64529999999999,70.332825,34.82965,26.0651,71.24426666666666,22.302324999999996,12.92225,75.7797,99.44063333333332,110.46445,114.5716,106.23046666666669,124.3621,115.2078,104.78435,105.70977500000001,31.287000000000003,24.30286666666667,117.3203,112.2953,24.866133333333334,24.6969,102.62163333333332
7,2021-08-06,07:45:00,136.336925,134.24259999999998,133.3281333333333,151.97603333333333,144.74820000000003,145.01406666666665,130.6664,137.42086666666668,102.35496666666666,96.66980000000001,102.74494999999999,102.2664,100.38413333333334,89.77346666666666,94.52136666666667,103.8284,103.5035,91.65856666666667,98.97683333333333,93.935175,95.85447500000001,93.3172,88.98543333333333,99.02815,39.822649999999996,29.435933333333335,98.18945,24.8646,14.5094,110.82425,115.1203,135.42316666666667,140.519,132.5792,148.0086,143.12189999999998,145.6094,143.5688,78.84766666666667,27.5516,144.9469,153.1703,28.4388,26.21095,142.65573333333333
8,2021-08-06,08:00:00,167.05545,169.0203,168.2252,178.9893,176.37656666666666,171.95286666666667,167.316,172.02343333333337,139.13045,136.12633333333335,143.20833333333334,132.6466333333333,131.1398333333333,116.36403333333334,125.43333333333332,126.6387,135.7034,119.67733333333332,124.384,131.9727,126.28125,122.68463333333334,117.39609999999999,130.73145,46.007225,30.859,140.73046666666667,29.2969,17.1461,137.8031,151.09763333333333,173.329275,173.8516,163.68696666666668,174.2371,169.43009999999998,175.7133,170.83516666666665,165.2625,28.00706666666667,173.68023333333335,162.8008,30.630466666666667,29.4957,164.2508
9,2021-08-06,08:15:00,200.7629,199.11509999999998,190.5859,209.6,197.14605,208.65390000000002,196.9041666666667,202.19765,175.91250000000002,170.0156,168.42385000000002,168.96857500000002,160.36043333333333,152.359575,153.6396,164.74273333333335,165.5742,154.04373333333334,150.55133333333333,156.1461,158.5631,157.0169,148.139275,163.70783333333335,94.48755,33.900000000000006,167.12150000000003,30.736525,18.905099999999997,171.63125,189.50393333333332,204.31956666666667,195.421475,192.6401,200.4362,199.83203333333333,196.5391,193.8039,194.8512,30.734400000000004,205.5291,189.4,31.995066666666663,32.63125,197.059
