,Data,Hora,P1.1.1 P (W),P1.1.2 P (W),P1.1.3 P (W),P1.1.4 P (W),P1.1.5 P (W),P1.1.6 P (W),P1.1.7 P (W),P1.1.8 P (W),P1.1.9 P (W),P1.1.10 P (W),P1.1.11 P (W),P1.1.12 P (W),P1.1.13 P (W),P1.1.14 P (W),P1.1.15 P (W),P1.1.16 P (W),P1.2.1 P (W),P1.2.2 P (W),P1.2.3 P (W),P1.2.5 P (W),P1.2.6 P (W),P1.2.7 P (W),P1.2.8 P (W),P1.2.9 P (W),P1.2.10 P (W),P1.2.11 P (W),P1.2.12 P (W),P1.2.13 P (W),P1.2.14 P (W),P1.2.15 P (W),P1.2.16 P (W),P1.3.1 P (W),P1.3.3 P (W),P1.3.4 P (W),P1.3.5 P (W),P1.3.6 P (W),P1.3.7 P (W),P1.3.8 P (W),P1.3.9 P (W),P1.3.10 P (W),P1.3.11 P (W),P1.3.12 P (W),P1.3.13 P (W),P1.3.14 P (W),P1.3.15 P (W),P1.3.16 P (W)
0,2021-04-19,06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021-04-19,06:15:00,4.5502666666666665,10.865633333333333,3.094,11.561466666666666,5.3873,10.151566666666666,12.393233333333333,7.256266666666666,10.784633333333334,8.482800000000001,7.605999999999999,11.755733333333334,8.1715,3.95275,4.5059000000000005,4.1836,6.56485,6.265599999999999,4.4461,2.5357142857142856,1.6357499999999998,2.94725,0.0,3.85155,10.33532,8.5348,7.703399999999999,6.438833333333332,6.3883,2.2883,8.795566666666666,2.066433333333333,7.648433333333333,9.573450000000001,4.393233333333334,17.83073333333333,2.67345,11.621900000000002,5.640366666666668,6.453949999999999,4.728133333333333,13.814100000000002,3.762233333333333,7.1836,10.2573,4.0051
2,2021-04-19,06:30:00,37.121100000000006,37.88073333333333,35.558366666666664,43.271366666666665,41.37473333333333,45.06445,38.2414,40.0781,23.2785,17.974225,16.10545,21.29586666666667,19.5045,12.201300000000002,12.274425,11.128933333333334,13.951566666666666,14.5862,10.4203,15.289333333333333,17.7773,12.122366666666666,5.24475,13.108333333333334,19.787233333333333,14.50585,19.814566666666668,13.48515,11.479166666666666,7.358333333333333,14.133866666666668,31.219800000000003,39.18983333333333,35.548275000000004,31.903366666666667,39.4332,38.075,38.0953,33.99636666666667,15.205100000000002,11.503666666666668,36.646100000000004,8.5219,14.444725,15.7883,12.421475000000001
3,2021-04-19,06:45:00,67.91403333333334,66.28045,66.59793333333333,84.63723333333333,63.7797,74.15313333333334,75.83085,67.69375,38.822649999999996,39.3836,34.355466666666665,41.84636666666666,41.2599,33.01456666666667,30.75363333333333,33.483200000000004,35.2918,39.8422,30.45295,30.777700000000003,32.341975,27.433300000000003,23.4512,29.903925,30.457449999999998,18.900499999999997,33.55115,32.4625,18.1836,9.5906,35.580466666666666,57.86755,80.0648,71.19845000000001,64.2888,78.2875,75.47733333333333,77.54804999999999,65.74844999999999,22.300800000000002,18.458866666666665,73.3867,68.0414,19.445700000000002,19.432625,72.21875
4,2021-04-19,07:00:00,102.71873333333333,103.888475,99.29663333333333,114.36770000000001,104.71815,112.2039,95.01679999999999,106.28699999999999,63.744724999999995,59.21875,57.0055,61.17305,63.4828,56.8664,50.176550000000006,53.837900000000005,60.32163333333333,61.984399999999994,56.519800000000004,54.740224999999995,58.82033333333334,56.535174999999995,45.85026666666666,53.79375,34.911433333333335,23.939333333333334,55.463,60.336749999999995,21.9935,13.177149999999997,63.0453,92.282225,108.23020000000001,108.36563333333334,97.46199999999999,106.53630000000001,104.0922,104.57396666666666,93.78826666666667,53.19793333333333,21.22345,109.532425,106.7297,23.472666666666665,24.17855,100.66643333333333
5,2021-04-19,07:15:00,131.24605,141.68439999999998,130.732,152.0325333333333,141.5781,146.59946666666667,141.47760000000002,142.65676666666667,92.08985,78.68594999999999,82.68945,87.7711,96.065225,86.53073333333333,85.1875,83.60576666666667,87.26566666666668,93.7438,79.35470000000001,85.5805,82.3012,87.8262,77.30676666666666,84.5463,42.852066666666666,27.36146666666667,90.13027500000001,86.28123333333333,25.25155,16.04805,91.85546666666666,129.72709999999998,138.8695,144.53776666666667,134.9552,150.8828333333333,146.44946666666667,143.41693333333333,133.85039999999998,133.67083333333332,24.909366666666667,144.50195,145.84335,27.21835,27.02423333333333,134.85993333333332
6,2021-04-19,07:30:00,169.61405,166.86823333333334,174.14373333333333,184.6242,177.085925,183.29973333333336,176.50676666666666,177.5362,123.31276666666666,114.9698,120.2344,127.26155,129.27615,121.57813333333333,107.95913333333334,115.13753333333334,122.91436666666668,120.99193333333334,114.953925,108.69376666666666,119.699025,123.0375,107.17893333333332,125.125,82.02523333333333,30.62285,128.0469,120.97423333333332,27.415899999999997,17.089066666666668,131.8875,158.73435,185.5477,177.20286666666667,165.3047,187.36249999999998,176.94196666666667,182.17966666666666,180.6453,176.74323333333334,26.597133333333332,178.8948,174.25,30.151566666666668,28.168750000000003,175.64606666666666
7,2021-04-19,07:45:00,197.7797,205.2994666666667,212.08256666666668,218.50313333333335,213.24685,211.12393333333333,206.3242,213.32056666666668,161.16015,155.6336,156.49033333333333,169.18825,156.82343333333333,159.91875,138.77396666666667,147.85545000000002,146.7203,165.51639999999998,153.22086666666667,156.21066666666667,148.65785,145.1648,136.76794999999998,155.73803333333333,152.82606666666666,34.490633333333335,155.694925,158.8367,30.36915,19.3123,162.2498,187.91823333333335,206.02965,202.06990000000002,191.34295,220.8505,205.2301,212.313,201.2781,210.42133333333334,32.88165,209.0070333333333,203.5277,33.483333333333334,30.494149999999998,199.7594
8,2021-04-19,08:00:00,226.88126666666668,239.16093333333333,239.4461,253.37396666666666,237.63125000000002,245.14246666666668,240.33540000000002,228.375,202.38164999999998,192.50074999999998,190.94793333333334,190.8922,199.31737500000003,189.9390666666667,181.22446666666667,182.70573333333334,187.976375,195.68230000000003,191.9435,183.1445,187.16483333333335,184.96823333333336,173.36055,192.41406666666668,202.82916666666665,36.19415,200.2245,195.61329999999998,35.2262,23.4414,199.09335,229.84924999999998,241.62185,235.30665,231.49375,249.74009999999998,236.01356666666666,245.0534,238.07626666666667,244.0371,120.30316666666666,247.005475,228.39166666666665,37.8219,35.53803333333334,236.2043
9,2021-04-19,08:15:00,254.04116666666664,269.07446666666664,262.23753333333326,271.0094,258.045725,263.6711,263.32579999999996,265.09920000000005,221.623825,218.69010000000003,218.25549999999998,233.3034,225.4059,209.032,189.48439999999997,220.850775,225.2695,218.31146666666666,221.92695,216.46855,179.4844,216.913875,196.2224,221.23126666666667,229.50275,40.81955,219.85626666666667,216.5879,36.891666666666666,22.52163333333333,224.34896666666668,241.79260000000002,264.62940000000003,248.7667,259.0078,275.34765,254.5508,275.03245000000004,254.66135,262.91536666666667,212.91903333333335,279.22496666666666,243.52033333333335,38.128150000000005,35.1313,255.37695
