,Data,Hora,OP1.1.1 I (A),OP1.1.2 I (A),OP1.1.3 I (A),OP1.1.4 I (A),OP1.1.5 I (A),OP1.1.6 I (A),OP1.1.7 I (A),OP1.1.8 I (A),OP1.1.9 I (A),OP1.1.10 I (A),OP1.1.11 I (A),OP1.1.12 I (A),OP1.1.13 I (A),OP1.1.14 I (A),OP1.1.15 I (A),OP1.1.16 I (A),OP1.2.1 I (A),OP1.2.2 I (A),OP1.2.3 I (A),OP1.2.4 I (A),OP1.2.5 I (A),OP1.2.6 I (A),OP1.2.7 I (A),OP1.2.8 I (A),OP1.2.9 I (A),OP1.2.10 I (A),OP1.2.11 I (A),OP1.2.12 I (A),OP1.2.13 I (A),OP1.2.14 I (A),OP1.2.15 I (A),OP1.2.16 I (A),OP1.3.1 I (A),OP1.3.2 I (A),OP1.3.3 I (A),OP1.3.4 I (A),OP1.3.5 I (A),OP1.3.6 I (A),OP1.3.7 I (A),OP1.3.8 I (A),OP1.3.9 I (A),OP1.3.10 I (A),OP1.3.11 I (A),OP1.3.12 I (A),OP1.3.14 I (A),OP1.3.15 I (A),OP1.3.16 I (A)
0,2021-04-30,06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021-04-30,06:15:00,0.056249999999999994,0.1625,0.0625,0.14170000000000002,0.10623333333333333,0.04065,0.11043333333333334,0.05416666666666666,0.15623333333333334,0.16876666666666665,0.12293333333333334,0.1813,0.1375,0.10625,0.05625,0.09793333333333332,0.11670000000000001,0.12815,0.05,0.06666666666666667,0.07706666666666667,0.03543333333333334,0.1,0.075,0.05315,0.201575,0.15003333333333332,0.1125,0.10833333333333332,0.1146,0.03435,0.11875,0.0344,0.12505,0.047933333333333335,0.1625,0.06876666666666667,0.19169999999999998,0.08125,0.10314999999999999,0.1125,0.10626666666666668,0.07293333333333334,0.1854,0.12190000000000001,0.13333333333333333,0.1375
2,2021-04-30,06:30:00,0.26880000000000004,0.3688,0.3187,0.38439999999999996,0.35314999999999996,0.29793333333333333,0.31456666666666666,0.27706666666666663,0.3541666666666667,0.3187666666666667,0.2917,0.37083333333333335,0.2854333333333333,0.2563,0.24583333333333335,0.26043333333333335,0.3062666666666667,0.33125,0.22815,0.25315,0.24793333333333334,0.2000333333333333,0.24583333333333335,0.0813,0.2624666666666667,0.35935,0.26666666666666666,0.32499999999999996,0.2791666666666667,0.2094,0.162525,0.29583333333333334,0.19583333333333333,0.34065,0.3125,0.31043333333333334,0.26253333333333334,0.39685,0.27086666666666664,0.3167,0.20833333333333334,0.32499999999999996,0.23336666666666664,0.3812666666666667,0.24583333333333335,0.25833333333333336,0.281275
3,2021-04-30,06:45:00,0.3437333333333334,0.40625,0.3594,0.43435,0.4000000000000001,0.45836666666666664,0.40209999999999996,0.325,0.39999999999999997,0.35836666666666667,0.3458333333333334,0.4000333333333333,0.38434999999999997,0.2854,0.27286666666666665,0.33960000000000007,0.3719,0.3666666666666667,0.293725,0.31043333333333334,0.3354333333333333,0.2687333333333333,0.33125,0.21876666666666666,0.34065,0.40935,0.2791666666666667,0.3437666666666666,0.3396333333333333,0.21253333333333332,0.19586666666666666,0.33440000000000003,0.2687,0.39999999999999997,0.3292,0.3594,0.3333333333333333,0.45625,0.3656,0.4172,0.32289999999999996,0.3604333333333334,0.27286666666666665,0.4771,0.27706666666666663,0.25833333333333336,0.3125
4,2021-04-30,07:00:00,0.4062666666666666,0.4896,0.3656,0.5729333333333333,0.48333333333333334,0.4625000000000001,0.4666666666666666,0.4354333333333333,0.4896,0.4896,0.41245,0.5042,0.5291666666666667,0.4083333333333334,0.4146,0.4250333333333333,0.4770999999999999,0.4458333333333333,0.42293333333333333,0.3833666666666667,0.42296666666666666,0.3520666666666667,0.39586666666666664,0.29064999999999996,0.47814999999999996,0.5344,0.35315,0.4479333333333333,0.45836666666666676,0.2833333333333333,0.22713333333333333,0.48123333333333335,0.3458333333333334,0.4813,0.3958333333333333,0.4749999999999999,0.4041666666666666,0.5562666666666667,0.4312333333333333,0.47505000000000003,0.3979,0.4562666666666666,0.32706666666666667,0.5708666666666667,0.4145666666666667,0.3375000000000001,0.4416666666666667
5,2021-04-30,07:15:00,0.6104333333333333,0.8604333333333333,0.73755,0.69375,0.7271000000000001,0.65,0.7562333333333333,0.675,0.7375333333333334,0.7271000000000001,0.6646000000000001,0.7541666666666668,0.6979333333333333,0.6750000000000002,0.71565,0.6145999999999999,0.6219,0.6500333333333334,0.6145999999999999,0.5541999999999999,0.6625333333333333,0.6125333333333334,0.6396000000000001,0.5667,0.6687666666666666,0.6844,0.48124999999999996,0.6167000000000001,0.6812999999999999,0.52815,0.39376666666666665,0.6895666666666668,0.5521,0.7958666666666666,0.8167000000000001,0.69065,0.7125,0.7625500000000001,0.765625,0.67815,0.6979333333333333,0.6292,0.5396,0.9208666666666666,0.5937666666666667,0.56565,0.6125333333333334
6,2021-04-30,07:30:00,1.5750499999999998,1.0031,1.6604333333333334,1.94535,2.3875,1.7271333333333334,2.2458666666666667,2.2250333333333336,1.4208333333333334,0.9375,1.2874999999999999,1.7146000000000001,1.4271,1.3563,1.85,1.22815,1.4875333333333334,1.85,1.5416999999999998,1.4833666666666667,1.2156500000000001,1.450033333333333,1.2516,1.0875333333333332,1.2562666666666666,0.8812666666666668,0.6562666666666667,1.3791666666666667,1.5938,0.5750500000000001,0.4312333333333333,1.4062999999999999,1.4458666666666666,2.4844,1.3833666666666666,1.2906499999999999,1.6917,2.070866666666667,1.4188,2.153125,1.7708666666666666,2.21565,0.6875,1.8979333333333335,0.7833333333333333,0.6375500000000001,1.7688
7,2021-04-30,07:45:00,1.9687666666666666,2.1271,1.9562333333333335,2.4250000000000003,1.8624999999999998,2.266666666666667,2.3229333333333333,2.85,1.9375333333333333,1.7249999999999999,1.825,2.1063,2.025,1.7,1.6813,1.4249999999999998,1.7,1.9875,1.5979333333333334,1.5396,1.8062666666666665,1.49065,1.7625,1.6938,1.9875,1.45315,0.6375,1.7875000000000003,1.7667000000000002,0.6313,0.48755000000000004,1.9750000000000003,1.8396,2.170833333333333,2.0563,1.9854333333333332,2.3020666666666667,2.410433333333333,2.5354,2.20625,2.0416666666666665,2.4,0.6583333333333333,2.1271,0.7219,0.64375,2.0292
8,2021-04-30,08:00:00,3.5844,2.9937666666666662,3.0219,3.1833666666666667,2.9687,3.5437666666666665,3.5500000000000003,3.0968999999999998,2.90315,2.7406,2.789633333333333,2.3979333333333335,2.6583666666666668,2.7625333333333337,2.6229333333333336,2.2833333333333337,2.7770999999999995,2.6,2.818766666666667,2.0219,2.4916666666666667,2.546875,2.7624999999999997,2.4395666666666664,2.7541666666666664,2.460433333333333,0.7000500000000001,2.8313,2.525,0.581275,0.43755,2.3531,3.358333333333333,3.6125,3.1479666666666666,3.295833333333333,3.35,3.187466666666667,3.1031250000000004,3.65,3.429166666666667,3.1771,0.7125333333333334,3.443766666666667,1.4188,0.6500333333333334,3.420833333333333
9,2021-04-30,08:15:00,2.60005,2.7416666666666667,2.466666666666667,2.7541666666666664,2.4313,3.0219,3.0625,2.0938,2.5541666666666667,2.3354333333333335,2.00625,2.6666666666666665,2.4042,2.2666999999999997,2.1583333333333337,2.379166666666667,2.46565,2.4062,2.07505,2.1979333333333333,2.2624999999999997,2.1437666666666666,2.3125,2.1125,2.3729333333333336,1.9594,0.6016,2.55315,1.99065,0.4719,0.303125,2.34065,2.6646,3.2271,2.272933333333333,2.6125000000000003,2.5968999999999998,2.9844,2.8093500000000002,2.4291666666666667,2.29375,3.1750000000000003,1.2417,3.0343999999999998,1.7812666666666666,0.50005,2.7062333333333335
