,Data,Hora,P1.1.1 P (W),P1.1.2 P (W),P1.1.3 P (W),P1.1.4 P (W),P1.1.5 P (W),P1.1.6 P (W),P1.1.7 P (W),P1.1.8 P (W),P1.1.9 P (W),P1.1.10 P (W),P1.1.11 P (W),P1.1.12 P (W),P1.1.13 P (W),P1.1.14 P (W),P1.1.15 P (W),P1.1.16 P (W),P1.2.1 P (W),P1.2.2 P (W),P1.2.3 P (W),P1.2.4 P (W),P1.2.5 P (W),P1.2.6 P (W),P1.2.7 P (W),P1.2.8 P (W),P1.2.9 P (W),P1.2.12 P (W),P1.2.13 P (W),P1.2.14 P (W),P1.2.15 P (W),P1.2.16 P (W),P1.3.1 P (W),P1.3.2 P (W),P1.3.3 P (W),P1.3.4 P (W),P1.3.5 P (W),P1.3.6 P (W),P1.3.7 P (W),P1.3.8 P (W),P1.3.9 P (W),P1.3.10 P (W),P1.3.11 P (W),P1.3.12 P (W),P1.3.13 P (W),P1.3.14 P (W),P1.3.15 P (W),P1.3.16 P (W)
0,2021-05-28,06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021-05-28,06:15:00,0.0,0.0,0.0,6.7203,1.7344,0.16945263157894738,2.3906,0.0,0.0,7.3438,4.1719,9.4141,6.3375,2.1844,0.0,0.0,2.7094,3.8438,0.0,0.0,0.098,0.0,0.02778125,0.0,0.23600454545454544,0.0,0.457,0.0,0.0,0.0,0.0,4.5203,1.8203,0.0,0.3406,0.0,0.0,4.168,0.0,5.1289,0.22693529411764704,0.0,0.0,5.1188,7.2875,0.0
2,2021-05-28,06:30:00,2.9016,12.062125000000002,4.675,13.491933333333336,12.917950000000001,8.8375,11.2448,3.0820499999999997,11.819266666666666,14.376833333333332,11.1586,15.769566666666668,14.304433333333334,8.0227,5.587533333333333,8.201375,13.051566666666668,12.213799999999999,7.2570250000000005,8.4344,9.522933333333333,4.8328,8.327866666666667,2.9824,13.030466666666667,9.71715,10.27345,9.34295,2.3112,11.23635,3.5938,10.724200000000002,6.557,11.09765,9.775,14.238533333333331,6.084133333333334,8.8926,7.129700000000001,10.73945,8.6646,14.367,7.364833333333333,12.278133333333335,12.2656,6.015599999999999
3,2021-05-28,06:45:00,21.7836,28.289599999999997,26.456533333333336,35.4691,25.961699999999997,21.6016,26.467999999999996,21.488300000000002,23.126575,20.500799999999998,19.400199999999998,24.86015,19.7297,15.475575,13.75,16.84845,0.0,17.9055,15.93205,14.1299,17.4832,13.207450000000001,17.112499999999997,10.332,19.110433333333333,19.219525,17.3586,14.94415,5.614866666666667,19.0781,14.093525,22.920066666666667,14.78205,26.092966666666666,18.88693333333333,36.670566666666666,23.37655,30.179166666666664,23.1082,18.9922,15.36755,35.05886666666667,14.844000000000001,16.7888,17.78203333333333,16.185666666666666
4,2021-05-28,07:00:00,47.783225,55.31146666666666,51.06015,59.619566666666664,56.34713333333334,48.566424999999995,44.6466,46.009,39.925,30.308600000000002,31.273966666666666,34.6586,34.697649999999996,25.49605,24.37655,30.642575,28.833066666666667,30.823999999999998,22.02185,29.138266666666667,32.5078,24.358975,26.13165,18.28905,29.2719,34.772133333333336,25.16015,17.794,9.654499999999999,22.9102,43.6184,54.1865,44.16696666666667,46.61525,45.462266666666665,54.88516666666667,42.22136666666667,49.70156666666666,48.1484,25.980649999999997,19.562466666666666,62.45673333333334,28.4707,20.6547,20.621333333333332,22.5802
5,2021-05-28,07:15:00,80.37733333333333,74.7063,73.80963333333334,98.9062,84.8625,75.1586,71.63985,73.7831,58.676950000000005,53.361325,52.840199999999996,56.601,60.2684,43.458333333333336,52.259866666666674,52.95585,48.68635,55.63945,51.1148,55.0297,48.3469,51.19220000000001,53.6401,36.859350000000006,48.47083333333333,53.1309,54.440225,23.572933333333335,13.60585,45.566399999999994,66.42965000000001,76.96565,75.14166666666667,77.038125,71.22763333333333,86.01796666666667,74.86253333333333,78.65313333333333,83.58596666666666,35.64373333333334,23.9414,91.24846666666667,73.60782499999999,25.735666666666663,28.282533333333333,71.5918
6,2021-05-28,07:30:00,111.04375,113.15292500000001,104.936525,114.32815,107.53646666666668,104.0169,107.408175,110.5,84.732425,75.28205,81.6156,84.8789,82.6284,74.5453,74.77385000000001,79.40990000000001,91.0578,81.30585,68.71536666666667,75.4504,75.2412,77.99063333333334,78.10653333333333,66.6844,77.3629,75.5922,84.4266,29.924999999999997,19.69785,77.65910000000001,99.2552,111.1584,108.5448,102.5875,102.61956666666667,116.70546666666667,111.89335,108.50810000000001,110.30315,49.8422,33.725025,115.4746,112.41926666666666,34.349199999999996,32.9258,99.5414
7,2021-05-28,07:45:00,138.3637,141.14965,139.4471333333333,149.3409,139.1094,144.98023333333333,143.48673333333332,138.091,113.55744999999999,104.12344999999999,96.47706666666666,112.5469,107.8831,95.52473333333334,100.455075,112.7383,105.7953,107.541225,98.59455,99.34845,98.4863,102.3906,102.9685,88.20349999999999,112.63513333333333,106.42343333333332,108.75704999999999,31.558599999999995,20.0781,110.9324,127.51679999999999,146.74273333333335,144.193725,138.2551,131.71215,144.49375,140.6609,142.55183333333332,135.79373333333334,102.1252,33.662099999999995,151.7229,141.90936666666667,34.69193333333333,33.2031,136.63164999999998
8,2021-05-28,08:00:00,169.909,168.77863333333332,172.51563333333334,177.06276666666668,173.59376666666665,170.64170000000001,174.36525,163.57012500000002,127.4504,132.1815333333333,132.02396666666667,137.632025,143.8671666666667,125.3049,127.144,128.96955,128.93825,130.9883,124.33945,119.92893333333332,132.9598,127.30940000000001,133.39583333333334,118.065225,135.0216333333333,124.4336,134.641425,33.7453,19.714066666666668,132.884,154.957,174.01403333333337,164.83865,168.18853333333334,162.7086,181.83773333333338,174.38555000000002,168.5232,175.0703,163.282,31.939066666666665,177.22580000000002,173.6979,33.82145,32.1005,169.33200000000002
9,2021-05-28,08:15:00,189.46839999999997,202.3474,196.58205,201.71015,209.33125,201.25003333333333,191.49845,197.3565,172.653125,171.51794999999998,157.0875,169.21405,172.71066666666664,160.4418,149.88045,0.0,151.84086666666667,165.39973333333333,148.6875,151.56823333333332,152.61135000000002,157.50549999999998,0.0,145.4031,166.08513333333335,167.67946666666668,169.28256666666667,32.91485,18.180733333333333,167.99802499999998,185.71095,203.52213333333336,195.04215,197.40183333333334,192.61586666666668,207.68123333333332,194.46795,196.97424999999998,196.2199,200.07186666666666,30.7383,208.4375,201.4271,33.251866666666665,33.7638,193.67815000000002
