,Data,Hora,P3.1.1 V (V),P3.1.2 V (V),P3.1.3 V (V),P3.1.4 V (V),P3.1.5 V (V),P3.1.6 V (V),P3.1.7 V (V),P3.1.8 V (V),P3.1.9 V (V),P3.1.10 V (V),P3.1.11 V (V),P3.1.12 V (V),P3.1.13 V (V),P3.1.14 V (V),P3.1.15 V (V),P3.1.16 V (V),P3.2.1 V (V),P3.2.2 V (V),P3.2.3 V (V),P3.2.4 V (V),P3.2.5 V (V),P3.2.6 V (V),P3.2.7 V (V),P3.2.8 V (V),P3.2.9 V (V),P3.2.10 V (V),P3.2.11 V (V),P3.2.12 V (V),P3.2.13 V (V),P3.2.14 V (V),P3.2.15 V (V),P3.2.16 V (V),P3.3.1 V (V),P3.3.2 V (V),P3.3.3 V (V),P3.3.4 V (V),P3.3.5 V (V),P3.3.6 V (V),P3.3.7 V (V),P3.3.8 V (V),P3.3.9 V (V),P3.3.10 V (V),P3.3.11 V (V),P3.3.12 V (V),P3.3.13 V (V),P3.3.14 V (V),P3.3.15 V (V),P3.3.16 V (V),P3.4.1 V (V),P3.4.2 V (V),P3.4.3 V (V),P3.4.4 V (V),P3.4.5 V (V),P3.4.6 V (V),P3.4.7 V (V),P3.4.9 V (V),P3.4.10 V (V),P3.4.11 V (V),P3.4.12 V (V),P3.4.13 V (V),P3.4.14 V (V),P3.4.15 V (V),P3.4.16 V (V),P3.5.1 V (V),P3.5.2 V (V),P3.5.3 V (V),P3.5.4 V (V),P3.5.6 V (V),P3.5.7 V (V),P3.5.8 V (V),P3.5.9 V (V),P3.5.11 V (V),P3.5.12 V (V),P3.5.13 V (V),P3.5.14 V (V),P3.5.15 V (V),P3.5.16 V (V),P3.6.1 V (V),P3.6.3 V (V),P3.6.4 V (V),P3.6.5 V (V),P3.6.6 V (V),P3.6.7 V (V),P3.6.8 V (V),P3.6.9 V (V),P3.6.10 V (V),P3.6.11 V (V),P3.6.12 V (V),P3.6.13 V (V),P3.6.14 V (V),P3.6.15 V (V),P3.7.1 V (V),P3.7.2 V (V),P3.7.3 V (V),P3.7.4 V (V),P3.7.5 V (V),P3.7.6 V (V),P3.7.7 V (V),P3.7.8 V (V),P3.7.9 V (V),P3.7.10 V (V),P3.7.11 V (V),P3.7.12 V (V),P3.7.13 V (V),P3.7.14 V (V),P3.7.15 V (V),P3.7.16 V (V),P3.8.1 V (V),P3.8.2 V (V),P3.8.3 V (V),P3.8.4 V (V),P3.8.5 V (V),P3.8.6 V (V),P3.8.7 V (V),P3.8.8 V (V),P3.8.9 V (V),P3.8.10 V (V),P3.8.11 V (V),P3.8.12 V (V),P3.8.13 V (V),P3.8.14 V (V),P3.8.15 V (V),P3.8.16 V (V)
0,2021-03-15,06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021-03-15,06:15:00,66.4375,67.375,66.09375,73.75,72.4375,69.71875,73.5625,72.33333333333333,69.04166666666667,71.6875,69.91666666666667,68.79166666666667,67.125,70.08333333333333,67.70833333333333,64.16666666666667,66.91666666666667,70.29166666666667,71.91666666666667,71.5,71.34375,70.625,71.16666666666667,71.3125,70.5,70.21875,70.125,67.1875,70.9375,68.625,63.0,67.29166666666667,67.625,69.95833333333333,69.9375,70.125,70.5,70.0,58.9375,70.875,70.16666666666667,68.875,68.41666666666667,71.08333333333333,70.625,69.04166666666667,64.0,65.0625,70.16666666666667,70.59375,72.5625,71.25,73.625,67.4375,66.6875,75.5,72.8125,72.4375,72.95833333333333,71.58333333333333,72.3125,71.3125,69.875,70.66666666666667,71.65625,71.33333333333333,71.875,70.04166666666667,70.54166666666667,73.5,71.96875,70.45833333333333,72.0,71.45833333333333,71.33333333333333,69.4375,70.0,68.625,72.0,69.125,71.5,70.5625,71.0,71.58333333333333,72.0,70.625,68.0,70.8125,70.46875,69.40625,71.6875,70.625,71.875,70.09375,68.15625,68.90625,71.125,72.29166666666667,74.625,72.875,67.875,69.66666666666667,69.45833333333333,70.0,70.83333333333333,70.625,58.333333333333336,67.3125,68.95833333333333,65.41666666666667,65.3125,63.708333333333336,69.4375,66.08333333333333,65.5,62.125,65.875,65.70833333333333,65.0625,61.833333333333336,65.625,65.125,66.375
2,2021-03-15,06:30:00,74.4375,70.6875,70.125,72.875,73.1875,77.79166666666667,74.54166666666667,73.0625,70.75,71.04166666666667,71.58333333333333,70.33333333333333,70.625,71.08333333333333,71.08333333333333,69.875,72.0625,73.1875,73.25,73.3125,71.6875,72.8125,70.41666666666667,72.58333333333333,68.9375,72.4375,71.96875,70.75,71.53125,69.29166666666667,70.9375,69.08333333333333,74.70833333333333,74.125,71.54166666666667,69.9375,72.5,73.0,59.0,71.3125,71.9375,71.5,70.70833333333333,72.5,71.8125,71.375,72.375,70.5,73.16666666666667,74.625,77.5,72.3125,73.0625,73.5625,69.625,73.58333333333333,72.20833333333333,73.08333333333333,73.125,71.8125,73.33333333333333,73.125,70.375,72.40625,71.375,71.83333333333333,73.25,71.25,73.83333333333333,69.6875,72.1875,71.95833333333333,72.66666666666667,71.91666666666667,72.375,71.375,72.5625,71.0,72.0625,71.91666666666667,71.08333333333333,70.4375,73.40625,70.41666666666667,71.3125,73.04166666666667,71.75,71.125,71.20833333333333,71.70833333333333,72.83333333333333,71.5,73.625,70.75,70.75,71.375,72.08333333333333,72.25,75.0625,73.41666666666667,74.6875,71.91666666666667,71.75,72.8125,72.6875,72.08333333333333,59.75,69.625,70.5625,67.95833333333333,67.20833333333333,67.0625,69.625,69.08333333333333,68.84375,66.20833333333333,69.875,67.58333333333333,68.79166666666667,68.3125,69.75,69.5,70.95833333333333
3,2021-03-15,06:45:00,79.95833333333333,72.4375,77.5,73.375,73.1875,81.25,74.125,74.625,72.0,74.0625,72.0625,71.41666666666667,71.125,72.08333333333333,72.33333333333333,72.29166666666667,78.29166666666667,79.21875,73.0,73.5,73.0625,73.15625,73.4375,73.29166666666667,73.8125,72.78125,71.875,73.4375,71.9375,72.29166666666667,71.04166666666667,71.59375,78.8125,79.0,73.125,73.03125,72.91666666666667,73.5,61.0625,72.70833333333333,72.5,72.625,71.75,73.1875,72.3125,70.75,71.875,73.0,72.8125,73.25,67.6875,73.53125,72.75,78.54166666666667,72.54166666666667,73.04166666666667,73.20833333333333,72.5,72.3125,72.1875,74.25,72.79166666666667,71.79166666666667,73.5625,73.4375,71.75,74.0,71.75,72.70833333333333,72.04166666666667,73.0625,71.125,71.5,71.75,72.9375,72.125,72.16666666666667,71.6875,71.375,72.09375,72.70833333333333,72.25,72.875,71.625,72.58333333333333,72.375,72.96875,72.9375,72.4375,71.5,73.375,73.08333333333333,73.375,72.46875,72.75,72.125,72.25,73.08333333333333,72.08333333333333,78.1875,78.4375,71.875,72.25,72.29166666666667,73.20833333333333,72.33333333333333,60.333333333333336,70.5,70.625,69.20833333333333,70.25,70.91666666666667,70.08333333333333,71.04166666666667,69.875,70.625,69.8125,69.83333333333333,70.0,69.75,70.8125,71.29166666666667,71.25
4,2021-03-15,07:00:00,72.66666666666667,76.75,81.0625,73.54166666666667,74.25,75.9375,74.75,75.04166666666667,72.25,73.5,73.125,72.4375,73.21875,73.0625,71.875,73.8125,80.66666666666667,81.1875,73.25,73.0625,73.20833333333333,72.91666666666667,73.33333333333333,74.08333333333333,74.33333333333333,0.0,72.875,72.875,73.54166666666667,73.125,74.3125,74.70833333333333,79.625,76.79166666666667,72.6875,73.125,72.4375,73.45833333333333,60.25,72.75,72.5,72.46875,72.41666666666667,74.08333333333333,73.0,72.16666666666667,71.95833333333333,72.6875,72.70833333333333,73.1875,74.40625,73.0,72.70833333333333,81.75,75.5625,73.29166666666667,72.6875,72.70833333333333,72.125,71.0625,73.16666666666667,73.625,71.29166666666667,73.0,72.25,71.33333333333333,72.875,70.875,71.58333333333333,71.375,71.25,72.04166666666667,70.375,71.125,71.33333333333333,71.59375,72.125,71.45833333333333,71.04166666666667,71.125,72.25,71.70833333333333,72.125,71.125,71.66666666666667,72.375,72.375,71.29166666666667,72.04166666666667,71.625,72.5,72.5,72.625,72.625,72.0625,71.45833333333333,73.25,72.59375,72.83333333333333,79.625,76.5625,72.20833333333333,72.125,71.875,72.5,72.04166666666667,60.041666666666664,70.46875,72.125,70.95833333333333,71.4375,71.79166666666667,71.58333333333333,70.75,71.3125,70.91666666666667,70.625,71.0,71.625,71.46875,71.5625,71.95833333333333,72.4375
5,2021-03-15,07:15:00,75.29166666666667,80.75,67.875,72.875,72.75,73.75,73.03125,73.08333333333333,72.33333333333333,73.4375,73.33333333333333,72.20833333333333,71.875,72.6875,73.875,77.0,74.4375,75.54166666666667,72.5625,72.46875,73.16666666666667,72.0,72.40625,73.25,72.59375,72.8125,72.45833333333333,71.66666666666667,70.8125,72.33333333333333,72.84375,74.125,72.29166666666667,74.25,71.25,73.16666666666667,72.75,72.5625,59.541666666666664,72.83333333333333,72.41666666666667,72.75,72.08333333333333,73.08333333333333,72.375,71.70833333333333,73.875,76.0,72.1875,72.25,71.875,72.25,72.125,64.70833333333333,79.41666666666667,72.1875,72.125,73.25,71.75,71.5625,73.375,72.91666666666667,71.29166666666667,72.46875,71.6875,71.20833333333333,72.54166666666667,71.25,70.83333333333333,71.25,71.70833333333333,71.33333333333333,71.59375,70.54166666666667,72.29166666666667,71.58333333333333,71.4375,71.91666666666667,71.0625,70.53125,72.41666666666667,71.29166666666667,72.3125,71.6875,71.5,71.5,71.9375,71.5625,71.625,72.08333333333333,72.84375,71.625,72.33333333333333,72.125,72.45833333333333,71.625,72.08333333333333,71.95833333333333,72.3125,72.9375,70.875,71.75,72.875,72.0625,72.3125,71.875,59.583333333333336,70.625,71.6875,70.04166666666667,71.29166666666667,70.95833333333333,71.46875,71.15625,70.83333333333333,70.875,70.875,72.3125,71.5,71.91666666666667,72.375,70.1875,71.70833333333333
6,2021-03-15,07:30:00,71.375,81.75,71.95833333333333,71.5625,71.875,71.29166666666667,71.1875,71.875,71.0625,71.5625,71.91666666666667,71.91666666666667,71.25,71.79166666666667,71.125,74.34375,71.0,71.45833333333333,71.5625,71.875,71.75,71.375,71.04166666666667,72.5,71.4375,71.71875,71.66666666666667,71.8125,71.125,71.65625,72.125,71.16666666666667,70.9375,71.25,70.95833333333333,71.83333333333333,70.95833333333333,71.4375,58.1875,71.25,71.83333333333333,71.6875,71.1875,71.75,72.25,72.45833333333333,72.375,72.5,72.0,71.125,71.6875,71.125,71.875,73.58333333333333,82.3125,72.29166666666667,71.875,72.4375,71.91666666666667,70.59375,73.0625,72.5,71.125,72.1875,71.90625,70.29166666666667,71.21875,70.25,70.58333333333333,70.75,71.125,71.5,71.08333333333333,70.625,71.3125,71.33333333333333,70.8125,72.0,70.90625,70.70833333333333,71.16666666666667,70.5,71.125,71.3125,71.125,71.79166666666667,71.875,71.25,71.21875,71.54166666666667,71.79166666666667,72.375,71.375,71.5,71.58333333333333,71.29166666666667,71.20833333333333,71.0625,72.16666666666667,71.79166666666667,70.79166666666667,71.25,71.9375,72.625,72.08333333333333,71.0,58.375,71.0,72.5,70.95833333333333,71.66666666666667,71.25,70.5,70.875,71.66666666666667,70.1875,70.875,71.8125,71.125,71.5,70.83333333333333,70.54166666666667,72.0
7,2021-03-15,07:45:00,71.58333333333333,74.375,70.79166666666667,71.45833333333333,70.875,70.95833333333333,70.5,71.33333333333333,70.58333333333333,71.83333333333333,71.25,71.125,71.25,71.75,71.16666666666667,70.625,71.0,71.0,70.625,71.5625,70.95833333333333,70.875,69.375,71.04166666666667,72.0,70.625,70.70833333333333,72.125,70.625,71.0,71.125,70.83333333333333,70.78125,70.41666666666667,70.375,71.21875,71.625,70.54166666666667,57.75,70.625,70.95833333333333,71.625,71.25,71.34375,71.66666666666667,71.79166666666667,72.0,71.4375,72.125,70.875,70.91666666666667,71.16666666666667,72.03125,72.66666666666667,80.4375,71.54166666666667,71.54166666666667,70.9375,70.95833333333333,69.75,71.95833333333333,71.54166666666667,70.75,71.03125,71.75,70.0625,71.25,70.79166666666667,70.625,70.54166666666667,70.5,71.375,70.54166666666667,69.6875,71.08333333333333,70.5,69.5,70.66666666666667,70.4375,69.95833333333333,71.125,70.125,70.84375,70.625,70.0625,70.875,70.9375,70.59375,70.1875,70.75,71.54166666666667,71.66666666666667,71.16666666666667,70.125,71.5,71.0,71.41666666666667,70.75,70.70833333333333,71.58333333333333,69.66666666666667,70.46875,71.25,70.83333333333333,70.65625,70.6875,58.625,70.08333333333333,71.625,70.96875,71.8125,70.96875,70.41666666666667,71.29166666666667,70.375,69.75,70.54166666666667,70.20833333333333,70.79166666666667,70.20833333333333,70.91666666666667,70.54166666666667,71.20833333333333
8,2021-03-15,08:00:00,70.1875,70.70833333333333,69.6875,70.0,70.5625,70.5625,69.9375,70.33333333333333,69.6875,71.20833333333333,71.25,70.75,69.79166666666667,70.5,70.83333333333333,70.6875,70.75,69.04166666666667,69.0625,70.375,70.75,70.58333333333333,69.83333333333333,70.375,70.40625,71.0,71.125,70.75,71.33333333333333,70.83333333333333,71.0,69.83333333333333,70.25,69.53125,69.33333333333333,70.54166666666667,70.58333333333333,69.79166666666667,57.666666666666664,70.125,70.95833333333333,70.875,71.25,71.75,0.0,71.66666666666667,71.16666666666667,70.0625,70.75,70.40625,69.5625,70.5625,70.75,70.4375,71.375,70.41666666666667,70.625,71.25,70.4375,69.6875,70.9375,70.875,69.875,70.54166666666667,70.15625,69.375,70.375,70.09375,69.625,70.1875,69.375,70.125,70.125,69.9375,70.8125,70.66666666666667,69.0625,69.1875,69.95833333333333,69.5,70.5,69.25,69.4375,70.33333333333333,70.20833333333333,71.25,70.8125,69.875,70.0,71.5,70.75,70.79166666666667,70.58333333333333,70.25,70.875,70.65625,70.46875,70.9375,69.95833333333333,69.9375,69.40625,69.5,71.54166666666667,70.8125,70.45833333333333,69.5,58.416666666666664,69.9375,71.375,70.0625,70.5,70.5625,70.90625,71.1875,70.20833333333333,69.375,70.4375,69.83333333333333,69.375,69.875,70.125,70.625,70.54166666666667
9,2021-03-15,08:15:00,69.5,69.91666666666667,69.5625,69.70833333333333,69.5,69.125,69.4375,69.5,69.6875,70.5,70.5,69.9375,0.0,71.625,70.9375,70.0,70.0,68.375,69.54166666666667,69.91666666666667,70.5,69.9375,69.375,69.875,69.75,70.54166666666667,70.70833333333333,70.04166666666667,70.0,71.0,70.79166666666667,69.91666666666667,69.45833333333333,69.875,69.41666666666667,69.875,70.0,68.79166666666667,57.083333333333336,70.0625,69.8125,70.58333333333333,71.125,70.375,70.75,71.54166666666667,70.5,70.58333333333333,70.0,69.625,69.6875,70.03125,70.08333333333333,69.0625,70.54166666666667,69.5625,69.5625,70.5625,70.0625,69.5,70.0,69.875,69.45833333333333,69.8125,68.625,69.0,69.8125,69.375,69.16666666666667,69.91666666666667,69.4375,70.29166666666667,69.66666666666667,69.0625,70.45833333333333,70.25,68.9375,69.28125,69.75,70.1875,70.5,68.91666666666667,69.29166666666667,70.0625,69.9375,70.0,70.5,69.5,69.08333333333333,70.54166666666667,70.58333333333333,70.41666666666667,70.625,70.1875,70.16666666666667,69.95833333333333,69.75,70.5625,71.3125,70.5,68.625,69.1875,71.0,70.375,70.5,69.375,57.916666666666664,69.58333333333333,71.0,70.0,70.0,69.83333333333333,70.0,70.04166666666667,69.4375,68.66666666666667,69.4375,69.54166666666667,68.8125,69.21875,69.70833333333333,69.3125,70.45833333333333
