,Data,Hora,OP3.1.1 V (V),OP3.1.2 V (V),OP3.1.3 V (V),OP3.1.4 V (V),OP3.1.5 V (V),OP3.1.6 V (V),OP3.1.7 V (V),OP3.1.8 V (V),OP3.1.9 V (V),OP3.1.10 V (V),OP3.1.11 V (V),OP3.1.12 V (V),OP3.1.13 V (V),OP3.1.14 V (V),OP3.1.15 V (V),OP3.1.16 V (V),OP3.2.1 V (V),OP3.2.2 V (V),OP3.2.3 V (V),OP3.2.4 V (V),OP3.2.5 V (V),OP3.2.6 V (V),OP3.2.7 V (V),OP3.2.8 V (V),OP3.2.9 V (V),OP3.2.10 V (V),OP3.2.11 V (V),OP3.2.12 V (V),OP3.2.14 V (V),OP3.2.15 V (V),OP3.2.16 V (V),OP3.3.1 V (V),OP3.3.2 V (V),OP3.3.3 V (V),OP3.3.4 V (V),OP3.3.5 V (V),OP3.3.6 V (V),OP3.3.7 V (V),OP3.3.8 V (V),OP3.3.9 V (V),OP3.3.10 V (V),OP3.3.11 V (V),OP3.3.12 V (V),OP3.3.13 V (V),OP3.3.14 V (V),OP3.3.15 V (V),OP3.3.16 V (V),OP3.4.1 V (V),OP3.4.2 V (V),OP3.4.3 V (V),OP3.4.4 V (V),OP3.4.5 V (V),OP3.4.6 V (V),OP3.4.7 V (V),OP3.4.8 V (V),OP3.4.9 V (V),OP3.4.10 V (V),OP3.4.11 V (V),OP3.4.12 V (V),OP3.4.13 V (V),OP3.4.14 V (V),OP3.4.15 V (V),OP3.4.16 V (V),OP3.5.1 V (V),OP3.5.2 V (V),OP3.5.3 V (V),OP3.5.4 V (V),OP3.5.5 V (V),OP3.5.6 V (V),OP3.5.7 V (V),OP3.5.8 V (V),OP3.5.9 V (V),OP3.5.10 V (V),OP3.5.11 V (V),OP3.5.12 V (V),OP3.5.13 V (V),OP3.5.14 V (V),OP3.5.15 V (V),OP3.5.16 V (V),OP3.6.1 V (V),OP3.6.2 V (V),OP3.6.3 V (V),OP3.6.4 V (V),OP3.6.5 V (V),OP3.6.6 V (V),OP3.6.7 V (V),OP3.6.8 V (V),OP3.6.9 V (V),OP3.6.10 V (V),OP3.6.11 V (V),OP3.6.12 V (V),OP3.6.13 V (V),OP3.6.14 V (V),OP3.6.15 V (V),OP3.6.16 V (V),OP3.7.1 V (V),OP3.7.2 V (V),OP3.7.4 V (V),OP3.7.5 V (V),OP3.7.6 V (V),OP3.7.7 V (V),OP3.7.8 V (V),OP3.7.9 V (V),OP3.7.10 V (V),OP3.7.11 V (V),OP3.7.12 V (V),OP3.7.13 V (V),OP3.7.14 V (V),OP3.7.15 V (V),OP3.7.16 V (V),OP3.8.1 V (V),OP3.8.2 V (V),OP3.8.3 V (V),OP3.8.4 V (V),OP3.8.5 V (V),OP3.8.6 V (V),OP3.8.7 V (V),OP3.8.8 V (V),OP3.8.9 V (V),OP3.8.10 V (V),OP3.8.11 V (V),OP3.8.12 V (V),OP3.8.13 V (V),OP3.8.14 V (V),OP3.8.15 V (V),OP3.8.16 V (V)
0,2021-04-17,06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021-04-17,06:15:00,45.375,32.3125,48.0,52.0,51.375,50.083333333333336,63.0,51.125,47.958333333333336,47.458333333333336,47.125,48.416666666666664,46.208333333333336,47.0,44.125,43.083333333333336,39.208333333333336,38.666666666666664,51.25,66.375,33.333333333333336,50.5625,49.75,49.25,48.125,47.75,46.583333333333336,46.916666666666664,47.5,41.78125,62.875,41.458333333333336,43.708333333333336,50.416666666666664,50.9375,49.708333333333336,54.1875,49.083333333333336,52.0,48.4375,48.0625,46.458333333333336,48.25,47.708333333333336,41.6875,36.583333333333336,41.041666666666664,47.625,48.5,48.416666666666664,48.3125,48.208333333333336,47.041666666666664,39.708333333333336,45.9375,46.541666666666664,45.9375,49.041666666666664,48.125,47.5,48.0,48.5625,41.25,46.0,47.916666666666664,49.375,47.083333333333336,49.75,47.125,45.0,45.0,42.46875,43.833333333333336,46.875,60.083333333333336,48.125,49.125,47.375,48.5,47.208333333333336,47.916666666666664,52.5625,47.3125,47.8125,47.6875,42.916666666666664,43.916666666666664,45.041666666666664,46.0625,59.208333333333336,49.083333333333336,47.625,46.75,47.4375,48.125,49.875,39.625,50.833333333333336,49.375,49.25,39.0,46.9375,37.25,41.75,46.083333333333336,47.875,47.25,48.4375,32.0625,28.958333333333332,45.25,49.875,45.666666666666664,43.833333333333336,47.6875,47.458333333333336,46.875,47.583333333333336,46.125,45.28125,49.291666666666664,37.5,33.416666666666664,41.25,48.4375,46.875
2,2021-04-17,06:30:00,30.40625,29.75,39.541666666666664,52.625,56.5625,32.0625,48.0,56.6875,55.5,54.541666666666664,54.75,55.4375,53.4375,54.833333333333336,29.708333333333332,36.4375,28.375,31.1875,53.5,51.125,54.208333333333336,53.791666666666664,54.5625,52.416666666666664,52.25,50.958333333333336,51.458333333333336,53.4375,48.25,22.3125,35.166666666666664,27.208333333333332,33.666666666666664,52.791666666666664,53.083333333333336,54.75,53.708333333333336,45.291666666666664,53.9375,52.666666666666664,55.0,50.125,52.458333333333336,51.916666666666664,50.75,31.75,30.625,51.78125,56.791666666666664,37.458333333333336,52.708333333333336,51.833333333333336,34.166666666666664,29.0,31.375,35.291666666666664,34.5625,53.416666666666664,54.833333333333336,54.5,53.375,57.5625,52.833333333333336,49.28125,51.166666666666664,54.4375,47.5625,50.166666666666664,51.291666666666664,29.291666666666668,30.958333333333332,29.375,42.125,52.25,54.8125,51.958333333333336,49.75,50.25,58.708333333333336,52.5625,51.833333333333336,54.03125,51.25,49.833333333333336,52.375,31.625,30.958333333333332,30.916666666666668,27.6875,54.6875,53.791666666666664,50.666666666666664,53.75,50.041666666666664,53.125,52.375,53.875,52.208333333333336,55.0,56.875,32.458333333333336,35.5,27.041666666666668,31.625,49.25,49.125,51.708333333333336,52.583333333333336,50.208333333333336,41.0,47.833333333333336,52.625,47.708333333333336,45.0,45.375,47.8125,46.916666666666664,46.5,46.625,46.0625,45.375,45.041666666666664,46.0625,46.5625,46.375,47.625
3,2021-04-17,06:45:00,18.4375,17.5,23.9375,62.1875,62.5,26.75,61.291666666666664,61.9375,60.15625,60.25,61.125,62.208333333333336,58.46875,58.0,26.916666666666668,22.5,16.791666666666668,16.583333333333332,55.416666666666664,53.25,56.875,57.291666666666664,58.333333333333336,54.708333333333336,55.958333333333336,54.625,53.416666666666664,57.875,50.541666666666664,25.875,28.6875,16.291666666666668,18.916666666666668,55.5,56.625,58.958333333333336,58.4375,51.291666666666664,56.416666666666664,55.791666666666664,54.75,53.541666666666664,56.041666666666664,54.458333333333336,53.791666666666664,22.8125,26.6875,56.6875,61.5625,38.625,59.375,62.75,22.8125,18.416666666666668,23.833333333333332,23.875,22.25,59.46875,61.791666666666664,58.34375,58.5,60.541666666666664,61.6875,54.1875,56.166666666666664,57.125,53.0,55.875,55.5,19.1875,20.708333333333332,21.375,20.25,53.375,0.0,56.875,53.28125,53.4375,58.4375,53.958333333333336,57.25,57.625,55.25,54.0,56.25,20.833333333333332,22.9375,21.833333333333332,21.8125,55.791666666666664,57.916666666666664,57.25,54.666666666666664,54.333333333333336,54.1875,58.583333333333336,59.708333333333336,59.125,59.0,62.15625,21.375,22.916666666666668,17.208333333333332,17.833333333333332,52.25,53.208333333333336,54.875,54.375,52.833333333333336,43.541666666666664,48.291666666666664,54.708333333333336,49.0,45.3125,44.625,48.3125,46.875,46.166666666666664,47.125,46.041666666666664,44.333333333333336,44.458333333333336,46.041666666666664,45.0625,46.1875,47.916666666666664
4,2021-04-17,07:00:00,14.416666666666666,13.958333333333334,20.416666666666668,58.791666666666664,59.041666666666664,47.96875,59.666666666666664,59.1875,58.3125,58.5,61.75,59.25,55.875,56.125,34.041666666666664,33.875,16.375,13.333333333333334,55.0,53.875,56.166666666666664,56.8125,56.958333333333336,54.625,55.041666666666664,54.6875,53.041666666666664,56.75,51.4375,30.875,32.625,13.333333333333334,14.25,54.916666666666664,55.416666666666664,57.25,57.5,49.0,56.0,55.083333333333336,55.0,54.458333333333336,55.5625,54.166666666666664,53.333333333333336,32.0,32.916666666666664,51.958333333333336,54.5625,54.333333333333336,55.208333333333336,57.0625,17.1875,14.041666666666666,48.1875,40.5,39.666666666666664,54.375,54.708333333333336,52.125,54.625,53.625,53.5,49.541666666666664,52.4375,52.208333333333336,47.875,50.916666666666664,50.5,34.666666666666664,40.041666666666664,37.125,32.25,52.0,53.833333333333336,50.5,47.8125,50.958333333333336,52.5,51.625,53.25,52.583333333333336,52.041666666666664,49.8125,52.625,37.041666666666664,45.875,39.9375,28.333333333333332,52.5,53.958333333333336,52.958333333333336,52.9375,50.916666666666664,55.875,57.25,57.708333333333336,57.666666666666664,58.791666666666664,59.0625,35.041666666666664,33.458333333333336,14.6875,13.791666666666666,52.625,53.5,53.833333333333336,54.541666666666664,52.583333333333336,42.8125,47.916666666666664,52.75,48.083333333333336,45.583333333333336,44.833333333333336,48.0,46.958333333333336,46.291666666666664,47.1875,46.458333333333336,45.25,45.416666666666664,46.5,45.625,46.416666666666664,47.833333333333336
5,2021-04-17,07:15:00,11.5625,11.75,24.541666666666668,57.958333333333336,58.208333333333336,58.875,58.125,58.25,57.958333333333336,57.25,59.541666666666664,57.958333333333336,55.666666666666664,55.9375,33.25,33.166666666666664,11.5625,11.416666666666666,55.333333333333336,54.166666666666664,56.375,56.416666666666664,56.9375,55.416666666666664,55.25,54.875,53.9375,56.041666666666664,51.75,30.791666666666668,32.166666666666664,11.625,11.75,55.75,55.625,57.53125,57.791666666666664,48.958333333333336,56.1875,55.0,55.291666666666664,54.8125,55.75,54.6875,54.0,31.708333333333332,32.75,48.8125,52.166666666666664,51.625,50.75,52.333333333333336,24.541666666666668,12.083333333333334,50.25,50.1875,51.0625,52.083333333333336,51.40625,51.166666666666664,50.8125,51.5,51.3125,47.083333333333336,47.416666666666664,47.84375,46.875,47.208333333333336,47.375,45.708333333333336,45.8125,47.208333333333336,45.541666666666664,46.1875,49.3125,47.875,46.625,46.625,49.0,46.291666666666664,48.125,48.083333333333336,47.125,46.666666666666664,47.458333333333336,46.833333333333336,45.875,47.3125,45.875,47.708333333333336,48.0,47.666666666666664,46.708333333333336,46.625,47.21875,53.666666666666664,54.166666666666664,54.0,54.458333333333336,55.78125,53.791666666666664,55.25,11.375,12.333333333333334,49.583333333333336,50.291666666666664,51.0,50.666666666666664,50.166666666666664,41.166666666666664,47.541666666666664,51.541666666666664,48.333333333333336,46.166666666666664,45.416666666666664,48.0,46.916666666666664,46.25,47.083333333333336,46.541666666666664,45.958333333333336,45.875,46.5,46.0625,47.041666666666664,47.625
6,2021-04-17,07:30:00,27.041666666666668,23.25,51.3125,53.291666666666664,54.041666666666664,53.125,53.375,54.4375,52.416666666666664,52.4375,54.875,52.375,50.416666666666664,50.5,34.875,35.708333333333336,17.916666666666668,23.958333333333332,53.0625,52.583333333333336,54.3125,53.75,53.5,53.75,53.125,52.583333333333336,51.25,50.875,49.9375,34.875,36.458333333333336,26.166666666666668,22.75,52.625,53.875,52.25,53.3125,46.375,54.53125,51.958333333333336,51.0,53.0625,52.75,51.25,51.708333333333336,35.375,36.583333333333336,47.375,49.15625,48.9375,48.9375,49.125,48.375,26.125,47.375,47.5,48.0,49.166666666666664,48.6875,47.9375,48.625,49.1875,48.96875,47.375,47.666666666666664,48.125,47.125,47.5625,47.291666666666664,45.375,45.208333333333336,46.25,45.375,46.416666666666664,48.78125,47.75,46.958333333333336,47.083333333333336,48.791666666666664,46.458333333333336,47.833333333333336,47.75,47.291666666666664,47.083333333333336,47.25,45.583333333333336,45.541666666666664,46.1875,46.041666666666664,47.625,47.791666666666664,47.5625,47.0625,46.916666666666664,47.8125,51.5625,52.166666666666664,51.625,51.708333333333336,52.0,50.875,49.208333333333336,24.208333333333332,19.1875,48.5,49.125,50.1875,49.791666666666664,49.041666666666664,40.8125,47.166666666666664,49.333333333333336,47.25,46.416666666666664,46.458333333333336,47.041666666666664,47.0,46.1875,46.833333333333336,46.625,46.3125,46.1875,46.791666666666664,46.375,46.875,47.25
7,2021-04-17,07:45:00,15.708333333333334,13.25,53.875,54.416666666666664,56.083333333333336,54.4375,54.625,55.21875,54.416666666666664,55.1875,55.166666666666664,54.458333333333336,50.125,54.041666666666664,32.958333333333336,33.25,17.25,12.9375,54.9375,54.208333333333336,55.09375,55.0,56.291666666666664,54.833333333333336,54.791666666666664,53.75,53.875,54.4375,52.958333333333336,32.541666666666664,33.166666666666664,20.375,17.0625,54.416666666666664,54.166666666666664,55.25,56.3125,47.1875,55.5,55.291666666666664,54.0625,54.0,55.6875,54.833333333333336,53.083333333333336,32.9375,33.625,46.40625,48.25,47.833333333333336,47.5,49.208333333333336,48.0625,29.041666666666668,47.8125,47.666666666666664,48.416666666666664,48.6875,48.791666666666664,47.958333333333336,48.03125,49.5,47.875,47.0,46.833333333333336,47.458333333333336,46.833333333333336,47.291666666666664,46.791666666666664,46.416666666666664,46.083333333333336,47.458333333333336,46.1875,46.666666666666664,48.5,47.416666666666664,46.916666666666664,47.0,48.375,45.958333333333336,47.375,47.65625,46.916666666666664,46.8125,47.083333333333336,47.083333333333336,45.9375,47.458333333333336,46.875,47.5,47.708333333333336,47.3125,46.958333333333336,46.791666666666664,46.9375,53.375,52.916666666666664,52.666666666666664,53.71875,54.333333333333336,51.875,53.6875,13.458333333333334,19.71875,49.5,50.5625,50.75,51.0,49.583333333333336,40.916666666666664,47.208333333333336,49.875,47.5,46.291666666666664,46.28125,47.291666666666664,46.833333333333336,46.5,46.6875,46.458333333333336,46.375,46.0,46.625,46.708333333333336,46.833333333333336,47.333333333333336
8,2021-04-17,08:00:00,39.25,40.875,47.583333333333336,48.083333333333336,49.041666666666664,50.375,49.5,47.916666666666664,48.125,48.375,47.75,48.5,47.875,47.0625,41.625,42.541666666666664,39.416666666666664,40.416666666666664,49.4375,48.125,48.916666666666664,48.59375,48.25,47.5,47.25,47.458333333333336,47.1875,48.708333333333336,47.166666666666664,41.458333333333336,43.5625,45.208333333333336,40.416666666666664,48.125,48.5,50.416666666666664,48.6875,41.083333333333336,48.666666666666664,49.125,48.833333333333336,49.041666666666664,47.791666666666664,48.375,47.541666666666664,45.083333333333336,45.041666666666664,46.5,47.28125,47.3125,47.25,47.53125,47.375,45.875,46.5,46.708333333333336,46.5,47.708333333333336,47.416666666666664,46.583333333333336,47.5,47.583333333333336,47.0,47.25,47.25,47.4375,47.125,47.15625,47.083333333333336,46.375,46.291666666666664,46.5,46.583333333333336,46.916666666666664,47.333333333333336,47.0,46.916666666666664,47.166666666666664,47.5,47.041666666666664,47.333333333333336,47.3125,47.0,47.208333333333336,46.833333333333336,46.833333333333336,45.958333333333336,46.75,47.0625,47.083333333333336,47.125,47.166666666666664,47.208333333333336,47.375,47.40625,48.8125,48.291666666666664,48.416666666666664,48.125,49.875,47.875,49.166666666666664,40.5,44.25,46.875,47.958333333333336,47.958333333333336,47.90625,47.416666666666664,38.78125,47.041666666666664,47.083333333333336,46.5625,47.0,47.375,47.25,47.5,46.75,46.416666666666664,46.40625,46.708333333333336,46.25,46.6875,46.958333333333336,47.041666666666664,46.916666666666664
9,2021-04-17,08:15:00,46.416666666666664,46.333333333333336,47.5,47.541666666666664,47.375,47.71875,47.833333333333336,47.75,47.125,47.125,47.40625,47.125,46.541666666666664,46.875,45.208333333333336,45.541666666666664,46.125,46.5625,47.708333333333336,47.6875,47.6875,47.8125,47.666666666666664,47.416666666666664,46.958333333333336,47.25,47.041666666666664,47.25,46.875,45.458333333333336,45.4375,46.208333333333336,46.75,48.0,48.166666666666664,48.541666666666664,48.25,39.6875,48.5625,47.583333333333336,47.75,47.75,47.5,47.5,47.3125,46.041666666666664,45.958333333333336,46.625,47.25,47.333333333333336,47.125,47.4375,47.25,46.958333333333336,46.4375,46.6875,46.875,47.4375,47.541666666666664,46.71875,47.375,47.5,47.0625,47.333333333333336,47.375,47.625,47.25,47.25,47.0,46.5,46.5625,46.625,46.916666666666664,47.0,47.333333333333336,46.96875,47.125,47.375,47.375,47.125,47.375,47.40625,47.0,47.25,47.0,46.75,46.40625,46.708333333333336,47.0,47.09375,47.125,47.1875,47.416666666666664,47.625,47.5,48.6875,48.25,48.208333333333336,47.9375,48.333333333333336,47.375,47.583333333333336,45.916666666666664,45.708333333333336,46.8125,47.541666666666664,47.4375,47.9375,47.25,39.0,47.166666666666664,46.791666666666664,46.916666666666664,47.458333333333336,47.375,47.25,47.4375,47.041666666666664,46.375,46.8125,47.041666666666664,46.416666666666664,46.625,47.333333333333336,46.958333333333336,47.166666666666664
