,Data,Hora,P3.1.1 P (W),P3.1.2 P (W),P3.1.3 P (W),P3.1.4 P (W),P3.1.5 P (W),P3.1.6 P (W),P3.1.7 P (W),P3.1.8 P (W),P3.1.9 P (W),P3.1.10 P (W),P3.1.11 P (W),P3.1.12 P (W),P3.1.13 P (W),P3.1.14 P (W),P3.1.15 P (W),P3.1.16 P (W),P3.2.1 P (W),P3.2.2 P (W),P3.2.3 P (W),P3.2.4 P (W),P3.2.5 P (W),P3.2.6 P (W),P3.2.7 P (W),P3.2.8 P (W),P3.2.9 P (W),P3.2.10 P (W),P3.2.11 P (W),P3.2.12 P (W),P3.2.13 P (W),P3.2.14 P (W),P3.2.15 P (W),P3.2.16 P (W),P3.3.1 P (W),P3.3.3 P (W),P3.3.4 P (W),P3.3.5 P (W),P3.3.6 P (W),P3.3.7 P (W),P3.3.8 P (W),P3.3.9 P (W),P3.3.11 P (W),P3.3.12 P (W),P3.3.13 P (W),P3.3.14 P (W),P3.3.15 P (W),P3.3.16 P (W),P3.4.1 P (W),P3.4.2 P (W),P3.4.3 P (W),P3.4.4 P (W),P3.4.5 P (W),P3.4.6 P (W),P3.4.7 P (W),P3.4.8 P (W),P3.4.9 P (W),P3.4.10 P (W),P3.4.11 P (W),P3.4.12 P (W),P3.4.13 P (W),P3.4.14 P (W),P3.4.16 P (W),P3.5.1 P (W),P3.5.2 P (W),P3.5.3 P (W),P3.5.4 P (W),P3.5.5 P (W),P3.5.6 P (W),P3.5.8 P (W),P3.5.9 P (W),P3.5.10 P (W),P3.5.11 P (W),P3.5.12 P (W),P3.5.13 P (W),P3.5.14 P (W),P3.5.15 P (W),P3.5.16 P (W),P3.6.1 P (W),P3.6.2 P (W),P3.6.3 P (W),P3.6.4 P (W),P3.6.5 P (W),P3.6.6 P (W),P3.6.7 P (W),P3.6.8 P (W),P3.6.9 P (W),P3.6.10 P (W),P3.6.12 P (W),P3.6.13 P (W),P3.6.14 P (W),P3.6.15 P (W),P3.6.16 P (W),P3.7.1 P (W),P3.7.2 P (W),P3.7.3 P (W),P3.7.4 P (W),P3.7.5 P (W),P3.7.6 P (W),P3.7.7 P (W),P3.7.8 P (W),P3.7.9 P (W),P3.7.10 P (W),P3.7.11 P (W),P3.7.12 P (W),P3.7.13 P (W),P3.7.14 P (W),P3.7.15 P (W),P3.7.16 P (W),P3.8.1 P (W),P3.8.2 P (W),P3.8.3 P (W),P3.8.4 P (W),P3.8.5 P (W),P3.8.6 P (W),P3.8.7 P (W),P3.8.8 P (W),P3.8.9 P (W),P3.8.10 P (W),P3.8.11 P (W),P3.8.12 P (W),P3.8.13 P (W),P3.8.14 P (W),P3.8.15 P (W),P3.8.16 P (W)
0,2021-10-04,06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021-10-04,06:15:00,7.102866666666666,11.666400000000001,6.954166666666667,13.265633333333334,9.4594,9.7246,12.410350000000001,9.6305,7.833333333333333,10.437733333333334,10.7586,9.174733333333334,11.477066666666667,14.951300000000002,12.550033333333333,8.8637,11.663033333333333,15.4432,13.624733333333333,12.263033333333333,8.984366666666666,9.8875,15.801566666666666,12.441666666666668,11.432533333333334,11.814825,12.47385,11.566166666666668,9.870333333333333,8.6109,8.973275,8.83475,15.5805,9.892166666666666,13.829966666666666,14.156799999999999,8.463833333333334,12.04025,11.812,11.8526,13.403666666666666,12.875975,10.025,15.58905,8.9219,8.455075,13.052100000000001,12.321866666666665,15.495675000000002,18.3219,10.085166666666666,15.373850000000001,12.147666666666668,12.130200000000002,8.7047,10.8957,18.975,11.415633333333332,18.5625,13.0207,7.96875,13.595866666666668,14.267,10.476175,12.945350000000001,10.4242,12.2461,10.736699999999999,10.731766666666667,15.695333333333332,7.216049999999999,14.0013,9.736466666666667,10.032833333333334,12.538266666666667,6.0703,11.853666666666669,11.20235,9.9621,12.154166666666667,10.953366666666668,12.5224,11.6008,7.2047,11.680766666666669,13.7328,7.598450000000001,18.31405,7.483600000000001,16.6582,12.2812,16.4961,12.967666666666666,17.5039,13.125,10.247399999999999,16.7573,14.5901,11.53205,7.996099999999999,11.182825000000001,12.373466666666667,12.808333333333332,9.496366666666667,11.0625,15.427066666666667,13.264333333333333,7.2984,7.4031,12.7762,7.73205,8.606625000000001,8.7375,6.8531,8.4957,9.376066666666667,16.8125,14.532266666666667,10.875,10.133600000000001,13.31995,10.927366666666666,10.336233333333334
2,2021-10-04,06:30:00,14.9406,23.35135,14.30075,21.347633333333334,24.2875,22.7084,24.462733333333333,16.85963333333333,16.87863333333333,18.93773333333333,21.051949999999998,19.693766666666665,21.619766666666667,23.0074,22.2367,18.22683333333333,20.217550000000003,20.9875,20.325,22.8539,19.38825,21.061466666666664,24.488266666666664,22.8211,19.02775,19.22265,23.432066666666667,18.344533333333334,16.4531,19.073425,19.22396666666667,20.5516,19.619533333333337,17.2453,22.48435,25.09415,17.619266666666665,16.22385,21.771099999999997,20.297166666666666,25.586750000000002,23.51406666666667,19.915366666666667,24.0211,19.862475,19.11405,22.26903333333333,21.3823,25.5698,20.302866666666663,19.004166666666666,21.492166666666666,18.73475,22.538249999999998,22.64045,20.69713333333333,25.6755,19.034633333333336,25.750033333333334,20.958299999999998,16.235950000000003,22.667933333333334,25.154700000000002,18.4195,23.04415,18.982033333333334,20.803633333333334,20.817966666666667,20.827333333333332,25.321633333333335,17.468999999999998,22.835400000000003,17.4625,18.7664,21.807266666666667,18.541666666666668,22.884366666666665,17.75,17.792775,21.3086,21.89763333333333,20.92225,21.4715,18.3771,20.7193,24.30366666666667,18.7041,25.3365,15.16525,23.28176666666667,24.604666666666663,22.5164,21.645833333333332,25.9852,18.6646,16.837766666666667,25.894000000000002,23.637533333333334,21.258775,18.914099999999998,18.4375,18.6324,22.72266666666667,18.217966666666666,21.983833333333333,22.927333333333333,19.489333333333335,20.8703,19.020875,19.1547,17.41975,20.0013,21.71015,19.7573,15.989566666666667,19.99663333333333,24.2383,20.2793,18.12735,19.692774999999997,24.393733333333333,19.925,19.521333333333335
3,2021-10-04,06:45:00,32.41663333333333,39.51645,38.47396666666666,42.324733333333334,39.993766666666666,50.9313,42.0703,35.38475,45.400800000000004,42.42345,42.081075,40.73853333333333,39.92346666666666,40.841825,42.10573333333333,39.0586,34.796875,37.670874999999995,46.01795,45.31876666666667,31.197699999999998,44.354166666666664,40.64456666666666,42.283899999999996,36.981049999999996,41.04663333333333,42.36043333333333,40.01795,33.40585,41.91823333333333,35.9362,39.806650000000005,34.801775,27.7112,50.3703,40.60313333333334,44.8211,25.348466666666667,37.45756666666667,41.083866666666665,44.02656666666667,34.97345,32.288266666666665,47.90003333333333,44.864850000000004,37.90543333333333,41.12396666666667,42.603899999999996,45.856500000000004,41.996900000000004,37.61043333333333,41.76616666666667,37.4043,37.70493333333334,45.0776,41.71666666666667,44.07393333333332,39.53646666666666,44.788275,43.685900000000004,29.552750000000003,42.78986666666666,47.202866666666665,43.8184,42.314099999999996,40.6755,36.110150000000004,44.41693333333333,40.673433333333335,43.70053333333334,36.4792,41.53475,31.861925,36.69816666666667,47.8543,39.45343333333334,39.879666666666665,34.1211,32.83905,44.22733333333333,39.9645,40.97205,35.0289,34.8742,39.29506666666666,44.83516666666667,39.382533333333335,38.9242,30.599249999999998,42.644549999999995,41.125,44.174200000000006,38.1344,43.0474,37.78516666666667,34.8754,47.122899999999994,44.12813333333333,42.620333333333335,39.25233333333333,35.673825,36.878924999999995,43.0448,37.7703,33.7762,31.3922,38.7901,39.431000000000004,40.173966666666665,36.2521,38.556266666666666,40.28906666666666,37.33595,39.45053333333333,33.0,40.57659999999999,36.4547,34.1396,37.4474,34.91915,42.006499999999996,37.01666666666666,36.2125
4,2021-10-04,07:00:00,56.73566666666667,63.90493333333334,63.856249999999996,69.2844,64.16853333333333,62.37346666666667,68.3844,61.7805,62.41643333333334,67.28395,67.28413333333333,63.35993333333334,63.8612,66.23983333333332,57.67345,59.81199999999999,56.51135,58.2,72.25200000000001,60.817949999999996,60.982033333333334,65.99896666666666,73.16273333333334,64.74973333333334,71.56823333333334,68.7255,68.73803333333335,57.4141,68.1185,62.3672,54.2609,62.67293333333333,60.7422,60.55839999999999,69.74923333333334,71.49805,74.54535,52.61385,66.66755,54.7852,62.8031,72.03515,64.341625,70.39663333333333,54.9273,54.136700000000005,73.11645,67.01616666666666,69.7613,67.67266666666666,65.95366666666666,69.1969,62.849199999999996,69.33125,69.65336666666667,57.0,67.96253333333333,64.37316666666668,82.00704999999999,64.1293,54.02446666666666,64.14143333333334,74.76640000000002,58.9734,70.51405,70.10315,67.19534999999999,66.64999999999999,57.4844,71.9237,60.260149999999996,62.6823,64.4255,59.15625,62.26095,60.2926,59.797650000000004,62.7711,57.5292,70.5016,69.01533333333333,63.52145,66.15235,55.73125,59.7598,69.46563333333334,70.39455,66.02446666666667,59.08477499999999,68.40233333333333,70.7112,69.7276,67.41210000000001,70.31849999999999,62.49269999999999,64.17186666666667,77.4789,71.59320000000001,61.5223,60.66146666666666,60.015366666666665,67.2807,69.13513333333333,58.86795,60.977175,65.62993333333333,54.454433333333334,64.39583333333333,58.6969,58.84713333333334,55.735150000000004,61.026599999999995,66.35974999999999,61.4229,56.7207,60.408866666666675,65.29896666666667,58.8711,49.1727,56.64426666666666,61.868500000000004,60.02265,54.5617
5,2021-10-04,07:15:00,91.16955,97.09063333333332,118.63336666666667,108.46485,105.0789,167.6797,168.41953333333333,135.267575,125.2422,143.85313333333332,154.8465,141.95783333333335,125.15899999999999,113.1879,133.64339999999999,97.84295,93.60393333333333,92.4104,125.26795,111.5677,155.92815000000002,115.25600000000001,152.33203333333333,110.19765000000001,158.91663333333335,172.89946666666665,197.4492,102.7688,117.88085000000001,0.0,102.319175,100.12996666666668,94.5328,100.6984,188.84300000000002,141.3232,168.4125,141.6711,140.8888,164.5379,141.5297,183.38490000000002,162.143,155.1205666666667,111.98125,106.883,145.99785,125.67185,102.77293333333334,156.49086666666668,151.37186666666668,134.85623333333334,104.15076666666666,113.50779999999999,123.825,106.5877,152.96303333333333,149.9143,157.33176666666665,95.26485,161.63673333333335,210.05315000000002,116.60159999999999,105.16015,206.3672,162.67499999999998,144.13283333333334,152.5625,144.63256666666666,136.5497333333333,131.12216666666666,158.43333333333337,143.27265,154.05625,101.1641,117.8336,110.95235,136.40935000000002,116.45,195.85026666666667,189.55545,140.109375,171.57656666666665,91.8331,100.0323,124.45315,123.65623333333333,132.72083333333333,148.13909999999998,157.6599,145.67083333333332,119.75049999999999,137.77265,165.49973333333332,106.0023,153.42464999999999,181.6789,153.22526666666667,108.4701,94.80026666666667,94.79765,112.6578,155.4539,131.27167500000002,125.24426666666666,177.71433333333334,104.59426666666667,104.66693333333332,102.61043333333333,133.66055,118.05057500000001,124.57499999999999,125.32345000000001,125.27735000000001,123.66405,103.6188,99.71175,116.52345,108.79950000000001,103.50103333333334,123.1297,117.1133,108.106625
6,2021-10-04,07:30:00,110.01716666666668,122.5469,176.1574,241.1099,204.24193333333332,228.95676666666668,184.69455,210.7715,202.915625,217.24793333333332,277.7906,243.95235,219.7963333333333,204.80546666666666,162.04534999999998,140.63256666666666,119.319,117.1672,205.47265,177.84896666666668,199.2477,213.3346333333333,228.3328333333333,186.83020000000002,229.66949999999997,214.6242,216.78377500000002,201.08280000000002,195.225775,209.4901,159.3707,167.24065000000002,117.99763333333334,175.21525,248.47476666666668,226.8323,178.3305,153.8625,170.7909,183.3297,187.67110000000002,184.75234999999998,176.26926666666668,252.94606666666667,141.50310000000002,149.33853333333334,225.00625,221.3781333333333,177.775375,195.20466666666667,211.38463333333334,225.29766666666663,129.8080666666667,176.62683333333334,264.15785,246.5122666666667,242.94219999999999,243.32343333333333,205.16876666666667,166.28283333333334,183.1414,180.9289,220.5703,195.92370000000003,227.55465,242.71276666666665,211.03543333333334,171.94816666666668,285.63595,258.38475,216.94193333333337,213.2487,183.59535,179.81405,184.76146666666668,236.57966666666667,212.30443333333332,193.49335,275.70073333333335,227.25703333333334,186.24843333333334,201.875,240.19335,161.01325,190.33417500000002,239.625,173.3773,189.675,221.74099999999999,225.88569999999996,169.15429999999998,233.4469,239.11873333333332,206.29082499999998,220.75263333333336,187.99686666666665,231.4698,210.2216,235.7461,122.28803333333333,121.26536666666668,236.538,174.208,210.13073333333332,211.47496666666666,212.43283333333332,146.5023666666667,168.9737,169.99865,156.657825,199.2648,182.36190000000002,134.7832,147.641825,165.6833333333333,145.61953333333335,154.20076666666668,0.0,129.08826666666667,146.37186666666665,156.21483333333333,168.169525,177.56353333333334
7,2021-10-04,07:45:00,83.25779999999999,123.252375,249.1164,233.06823333333332,245.4828,227.8469,239.7285,230.51459999999997,239.61980000000003,243.016,232.4336,247.37813333333335,248.475,261.34180000000003,150.9276,148.75626666666668,110.3068,130.12385,237.3578,239.6812666666667,251.92499999999998,233.0995,259.8654,219.96370000000002,258.87815,251.43435,255.38433333333333,246.95315,239.275,240.79885000000002,151.24689999999998,176.59243333333333,127.66066666666666,232.1168,261.0117,234.68956666666668,251.44793333333328,197.88027499999998,236.33853333333332,244.65785,256.3667,266.0375,251.05493333333334,254.25,158.52890000000002,161.0215,254.459,260.2096666666667,263.7552333333333,235.74166666666667,256.6445333333333,267.06095,125.96715,257.08475,248.10017499999998,252.20705,266.7823333333333,239.88306666666668,262.4726666666667,254.89896666666667,246.65103333333332,258.8450666666667,265.469,254.79453333333333,247.85863333333336,235.41039999999998,252.79455000000002,234.09844999999999,265.9977,268.84335,229.377,270.6406,236.87213333333332,241.884975,257.88985,259.1992333333333,255.00496666666666,249.3164,235.22993333333332,270.7656,249.97775000000001,243.74843333333334,256.55310000000003,241.48723333333336,265.9677,265.9614666666667,244.4986,266.4656333333333,222.28776666666667,242.37109999999998,260.71405,241.554125,238.91746666666668,260.5215,267.5496,252.91506666666666,265.51303333333334,268.2461,255.33153333333334,134.04039999999998,147.54763333333335,250.963,239.50156666666666,251.21875,249.83046666666667,232.70316666666668,197.8547,200.0685,212.65195,209.94299999999998,186.1258,184.05585,185.8630333333333,208.04065000000003,193.75963333333334,186.92090000000002,204.11120000000003,188.926775,178.556625,188.12033333333332,205.18046666666666,203.6406,200.862
8,2021-10-04,08:00:00,168.94166666666666,223.51850000000002,248.293,253.85339999999997,253.17140000000003,249.03865,254.20833333333334,246.5557,248.32003333333333,250.0207,265.41876666666667,252.46095,249.02446666666665,252.67225000000002,194.9244666666667,173.20726666666667,205.263,220.4716,246.4613,244.7246,251.7685,258.91720000000004,262.9979333333333,255.9284,250.51117499999998,258.3713666666667,269.17385,257.5424666666667,256.61383333333333,248.61926666666668,185.2578,204.84713333333332,191.8094,244.8836,254.740825,257.69689999999997,256.0450333333333,209.85860000000002,255.45313333333334,249.8533666666667,258.3245,254.478525,257.0807333333333,253.51135,207.3502,177.52033333333335,261.19534999999996,263.8557333333333,266.11743333333334,258.71066666666667,256.63593333333336,270.13570000000004,275.88865,261.7101333333333,268.22633333333334,255.7047,263.2203,260.0198,264.01820000000004,261.04766666666666,242.3793,262.64453333333336,270.05913333333336,259.5557333333333,265.56199999999995,260.459,252.112,257.98333333333335,252.91013333333333,257.70313333333337,257.9148666666667,266.1487,251.62943333333337,255.68230000000003,268.72345,267.0211,259.7635666666667,254.13543333333334,263.07266666666663,258.6707,265.9926,258.11173333333335,263.3832,255.03803333333335,265.1984,270.28490000000005,261.25309999999996,268.66536666666667,255.10363333333336,264.8698,266.5661666666667,268.4838666666667,266.263,268.0776,255.66209999999998,255.1254,278.1963333333333,278.136,269.93126666666666,220.2727,222.3601666666667,251.97996666666668,258.58046666666667,245.24665,250.8528666666667,250.00440000000003,210.08983333333333,208.1164,206.53853333333333,202.050375,194.93280000000001,199.3906,203.86307499999998,205.396125,203.90600000000003,203.6211,209.96693333333334,200.51875,199.02916666666667,201.5249666666667,207.92836666666668,202.332225,209.70783333333335
9,2021-10-04,08:15:00,254.9668,294.2950666666666,287.8088666666667,285.54295,279.641,288.0231666666666,288.27186666666665,272.93165,291.7414,286.47382500000003,294.87425,289.5195,279.03085,302.87265,289.79685,239.25,294.5586,281.9375,287.041025,279.2864333333334,284.6315333333333,291.63803333333334,296.42710000000005,291.7328333333333,292.85545,298.2246,293.46524999999997,295.2039,282.79139999999995,286.6461,269.8979,285.04063333333335,282.03853333333336,276.7469,285.40545,292.41513333333336,291.39480000000003,237.44885,296.84765000000004,287.2205666666667,292.0,285.2539,296.0198,299.13149999999996,285.0711,252.193375,288.05569999999994,298.34116666666665,305.26640000000003,294.2640666666667,294.09583333333336,295.6047,304.8546666666667,296.96563333333336,302.0711,293.092375,299.239425,294.0758,298.96119999999996,291.5547,285.6351333333333,295.9830666666667,301.76773333333335,288.75,298.50986666666665,293.9294,292.31120000000004,291.6969,291.7552,297.7414,293.5898666666667,296.01955,284.5396,286.98905,297.7812666666667,297.90180000000004,298.96849999999995,290.16639999999995,298.08395,299.5109,292.04193333333336,288.30206666666663,294.4809666666667,289.76823333333334,305.3841333333333,306.9789333333333,296.9763333333333,301.25,292.3099,293.0695,305.5643333333333,306.5104333333333,303.17786666666666,305.0122333333333,295.6823,293.28023333333334,313.98173333333335,307.88007500000003,308.06536666666665,284.255275,290.1164,286.93944999999997,297.14845,284.9533666666667,291.3505333333333,287.47003333333333,238.98619999999997,240.13126666666668,245.6812666666667,238.5465,237.58225000000002,235.954325,232.375,249.50653333333335,242.35883333333334,235.20002499999998,249.07813333333334,238.99865,227.89294999999998,241.3623,245.9588666666667,245.29793333333336,241.92425
