,Data,Hora,P4.1.1 P (W),P4.1.2 P (W),P4.1.3 P (W),P4.1.4 P (W),P4.1.5 P (W),P4.1.6 P (W),P4.1.7 P (W),P4.1.8 P (W),P4.1.9 P (W),P4.1.10 P (W),P4.1.11 P (W),P4.1.12 P (W),P4.1.13 P (W),P4.1.14 P (W),P4.1.15 P (W),P4.1.16 P (W),P4.1.17 P (W),P4.1.18 P (W),P4.1.19 P (W),P4.1.20 P (W),P4.1.21 P (W),P4.2.1 P (W),P4.2.2 P (W),P4.2.3 P (W),P4.2.4 P (W),P4.2.5 P (W),P4.2.6 P (W),P4.2.7 P (W),P4.2.8 P (W),P4.2.9 P (W),P4.2.10 P (W),P4.2.11 P (W),P4.2.12 P (W),P4.2.13 P (W),P4.2.14 P (W),P4.2.15 P (W),P4.2.16 P (W),P4.2.17 P (W),P4.2.18 P (W),P4.2.19 P (W),P4.2.21 P (W),P4.2.22 P (W),P4.3.1 P (W),P4.3.2 P (W),P4.3.3 P (W),P4.3.4 P (W),P4.3.5 P (W),P4.3.6 P (W),P4.3.7 P (W),P4.3.8 P (W),P4.3.9 P (W),P4.3.10 P (W),P4.3.11 P (W),P4.3.12 P (W),P4.3.13 P (W),P4.3.14 P (W),P4.3.15 P (W),P4.3.16 P (W),P4.3.17 P (W),P4.3.19 P (W),P4.3.20 P (W),P4.3.21 P (W),P4.3.22 P (W),P4.4.1 P (W),P4.4.2 P (W),P4.4.3 P (W),P4.4.4 P (W),P4.4.5 P (W),P4.4.6 P (W),P4.4.7 P (W),P4.4.8 P (W),P4.4.9 P (W),P4.4.10 P (W),P4.4.11 P (W),P4.4.12 P (W),P4.4.13 P (W),P4.4.14 P (W),P4.4.15 P (W),P4.4.16 P (W),P4.4.17 P (W),P4.4.18 P (W),P4.4.19 P (W),P4.4.20 P (W),P4.5.1 P (W),P4.5.2 P (W),P4.5.3 P (W),P4.5.4 P (W),P4.5.5 P (W),P4.5.6 P (W),P4.5.7 P (W),P4.5.8 P (W),P4.5.9 P (W),P4.5.10 P (W),P4.5.12 P (W),P4.5.13 P (W),P4.5.14 P (W),P4.5.15 P (W),P4.5.16 P (W),P4.5.17 P (W),P4.5.18 P (W),P4.5.19 P (W),P4.5.20 P (W),P4.5.21 P (W),P4.5.22 P (W),P4.6.1 P (W),P4.6.2 P (W),P4.6.3 P (W),P4.6.4 P (W),P4.6.5 P (W),P4.6.6 P (W),P4.6.7 P (W),P4.6.8 P (W),P4.6.9 P (W),P4.6.10 P (W),P4.6.11 P (W),P4.6.12 P (W),P4.6.13 P (W),P4.6.14 P (W),P4.6.15 P (W),P4.6.16 P (W),P4.6.17 P (W),P4.6.18 P (W),P4.6.19 P (W),P4.6.20 P (W),P4.6.21 P (W),P4.6.22 P (W),P4.7.1 P (W),P4.7.2 P (W),P4.7.3 P (W),P4.7.4 P (W),P4.7.5 P (W),P4.7.6 P (W),P4.7.7 P (W),P4.7.8 P (W),P4.7.9 P (W),P4.7.10 P (W),P4.7.11 P (W),P4.7.12 P (W),P4.7.13 P (W),P4.7.14 P (W),P4.7.15 P (W),P4.7.16 P (W),P4.7.17 P (W),P4.7.18 P (W),P4.7.19 P (W),P4.7.20 P (W),P4.7.21 P (W),P4.7.22 P (W),P4.8.1 P (W),P4.8.2 P (W),P4.8.3 P (W),P4.8.4 P (W),P4.8.5 P (W),P4.8.6 P (W),P4.8.7 P (W),P4.8.8 P (W),P4.8.9 P (W),P4.8.10 P (W),P4.8.12 P (W),P4.8.13 P (W),P4.8.14 P (W),P4.8.15 P (W),P4.8.16 P (W),P4.8.17 P (W),P4.8.20 P (W),P4.8.21 P (W),P4.8.22 P (W),P4.9.1 P (W),P4.9.2 P (W),P4.9.3 P (W),P4.9.4 P (W),P4.9.5 P (W),P4.9.6 P (W),P4.9.7 P (W),P4.9.8 P (W),P4.9.9 P (W),P4.9.10 P (W),P4.9.11 P (W),P4.9.12 P (W),P4.9.13 P (W),P4.9.14 P (W),P4.9.15 P (W),P4.9.16 P (W),P4.9.18 P (W),P4.9.19 P (W),P4.9.20 P (W),P4.9.21 P (W),P4.9.22 P (W)
0,2021-02-25,06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021-02-25,06:15:00,21.0543,15.91525,12.39685,22.8828,17.53085,20.944799999999997,18.1695,16.8086,11.589066666666668,21.28956666666667,18.967950000000002,15.4031,14.559975000000001,14.906300000000002,7.078099999999999,17.80075,19.04765,18.383566666666667,18.17225,17.407,16.5664,17.8516,19.2711,14.4375,19.9004,24.4562,16.6896,19.394925,22.28925,17.2422,15.226833333333333,23.88383333333333,18.652299999999997,23.2344,15.658866666666666,21.32345,15.2281,0.0,20.982,23.2461,21.167199999999998,22.2059,16.5578,18.413566666666668,14.5398,17.27225,15.107,17.752066666666668,17.3823,17.0547,10.55235,12.5177,23.866025,17.9927,24.49925,12.513300000000001,17.203133333333337,22.019499999999997,23.537533333333332,14.208866666666665,16.08983333333333,29.5406,13.613266666666666,26.228933333333334,17.638566666666666,17.0482,10.979875,15.417966666666667,21.72855,17.07325,18.518349999999998,18.9974,26.1953,18.08825,14.792950000000001,22.9447,16.60676666666667,21.9082,13.283833333333334,17.0312,17.849800000000002,13.7836,19.1469,17.96285,9.833833333333333,21.41796666666666,15.302349999999999,14.518375,18.9707,17.7891,16.6909,22.15,18.86385,17.6916,16.34805,17.05665,21.8156,16.69633333333333,20.48825,21.699233333333336,15.206266666666664,9.81795,17.364875,9.1266,19.786466666666666,18.5977,18.662766666666666,10.780733333333332,18.3887,16.479166666666668,21.021866666666668,20.306233333333335,15.229700000000001,23.332024999999998,17.571866666666665,15.08125,17.595566666666667,14.315633333333333,19.1168,21.7258,25.432533333333335,25.02893333333333,20.48655,22.708066666666667,18.643966666666667,16.0104,18.89323333333333,16.31835,15.994533333333335,18.48905,14.1352,20.63515,20.421333333333333,22.9945,13.946875,18.698050000000002,18.247666666666664,18.761725,22.403666666666666,24.07603333333333,22.07813333333333,20.6966,15.744525,18.276533333333333,19.01693333333333,23.538566666666668,21.4062,25.056766666666665,19.73905,18.9383,24.293,27.0492,14.052924999999998,17.75883333333333,22.7901,21.363266666666664,21.84476666666667,0.0,27.4957,22.378666666666664,22.142966666666666,22.70235,27.849766666666664,21.225533333333335,26.397400000000005,17.64346666666667,21.1113,22.166,19.0109,23.441000000000003,22.24105,15.392466666666666,26.50545,18.4802,25.28905,19.12836666666667,16.5776,7.72655,10.683066666666667,18.5055,13.811525,14.218733333333333,16.107033333333334,19.185525,13.4668,20.198733333333333,19.431500000000003,24.8349
2,2021-02-25,06:30:00,42.6141,35.859,0.0,45.87113333333334,32.28413333333333,38.359750000000005,34.07966666666667,30.75,26.4332,0.0,32.93646666666667,36.021275,29.13595,27.223466666666667,21.222250000000003,36.9752,39.045899999999996,42.48726666666666,38.920566666666666,37.681266666666666,31.543233333333333,35.165866666666666,34.830733333333335,34.41353333333333,43.67855,42.114333333333335,30.7785,38.224199999999996,42.3,38.7867,36.9121,43.20806666666667,43.113566666666664,41.18985000000001,37.6172,43.957049999999995,40.345124999999996,35.170700000000004,39.38165,36.94453333333333,35.125,41.9513,30.36565,33.421366666666664,23.0215,32.1656,31.675375000000003,32.797666666666665,30.979699999999998,31.5961,27.996850000000002,23.995333333333335,37.855850000000004,32.625766666666664,34.608599999999996,28.909099999999995,32.05286666666667,36.610166666666665,39.239599999999996,30.554299999999998,30.468733333333333,35.1844,24.79375,39.341,29.67186666666667,30.0781,27.21015,29.036749999999998,34.83696666666666,35.54845,36.302099999999996,34.469500000000004,43.1361,32.82996666666667,35.248850000000004,44.30519999999999,35.06903333333333,40.171366666666664,31.073466666666665,37.44713333333333,38.02615,28.2021,34.31483333333333,38.492599999999996,27.95,39.0289,33.880449999999996,34.39335,39.242599999999996,39.1078,34.9206,41.163250000000005,37.934099999999994,37.66875,33.07293333333334,33.7237,38.359350000000006,42.7207,41.03515,34.800799999999995,35.3879,27.7207,35.80155,28.781625,41.55466666666667,38.67293333333333,38.0565,26.190649999999998,41.24605,34.96485,41.56640000000001,31.5063,30.9729,41.7836,36.44065,34.18595,34.254133333333336,33.47003333333333,33.265899999999995,39.31326666666667,45.749500000000005,44.11043333333333,42.525,48.9461,38.060175,35.60075,35.0805,36.1099,36.2082,34.9945,35.68566666666667,41.3328,42.013,42.0031,31.1332,36.28046666666666,41.132799999999996,45.47496666666667,45.862766666666666,42.55585,43.208600000000004,38.599466666666665,0.0,38.3078,39.36095,46.436925,44.00393333333333,42.57893333333333,41.422650000000004,43.1581,39.7414,46.37133333333333,36.00975,38.2633,48.3023,44.024233333333335,41.37369999999999,40.8586,49.46485,41.39685,42.516933333333334,47.45523333333333,49.25783333333334,40.28595,46.6573,39.2043,42.1435,37.36043333333333,46.205466666666666,40.62305,41.29506666666666,37.330733333333335,47.1164,44.70576666666667,39.55623333333333,33.18566666666667,36.89605,20.8125,20.8459,30.744799999999998,26.319,27.991433333333333,29.063266666666664,37.134,29.68125,36.7349,34.21096666666667,37.9594
3,2021-02-25,06:45:00,61.1297,49.637150000000005,48.426300000000005,59.82056666666667,50.65859999999999,55.504475,50.3344,48.44843333333333,36.469,49.8174,45.260933333333334,43.0948,40.1081,42.0,29.990650000000002,54.2555,51.864850000000004,58.3906,55.37373333333333,49.1727,51.947900000000004,46.29163333333333,48.33123333333334,51.6922,54.073933333333336,57.557566666666666,51.450599999999994,55.8461,54.5707,46.84113333333334,50.1176,58.23883333333333,61.0219,56.63205000000001,45.11642500000001,59.4344,52.619550000000004,53.3766,51.74085,53.26795,55.46926666666667,53.578633333333336,45.71464999999999,46.587500000000006,40.82815,46.00703333333333,46.2094,46.63933333333333,42.296099999999996,42.0099,35.767466666666664,35.10106666666667,48.48046666666667,42.96483333333333,46.19065,39.3789,42.56249999999999,47.756499999999996,48.4518,38.461999999999996,41.070033333333335,51.94246666666666,39.462450000000004,45.2313,39.2836,41.6969,34.53596666666667,38.3172,44.418499999999995,44.47346666666667,47.7211,48.069125,52.5938,45.371866666666676,47.0755,54.14685,48.431650000000005,49.967150000000004,43.43436666666667,52.20676666666666,46.055733333333336,41.82225,45.290366666666664,48.090366666666675,40.410174999999995,50.6254,44.445833333333326,43.84946666666667,48.5146,51.418350000000004,48.825266666666664,50.695033333333335,47.07916666666667,48.9137,46.349,49.61405,46.362525000000005,52.654700000000005,48.965424999999996,50.53830000000001,43.8469,39.791,45.11483333333333,42.525,53.2052,54.0138,49.94063333333333,42.6513,47.753899999999994,47.8711,52.0146,50.1458,42.555733333333336,51.50626666666667,50.1016,43.96693333333334,48.9201,45.00416666666666,42.358599999999996,48.0422,53.24475,57.474999999999994,46.86835,56.531499999999994,49.7,46.293499999999995,54.0836,49.28516666666667,48.03715,48.0797,48.229166666666664,57.511700000000005,57.7891,51.09633333333333,48.310399999999994,53.57442499999999,51.58085,52.84845,61.52396666666667,59.26376666666667,53.823249999999994,58.344325,49.6543,50.40076666666666,51.3388,61.0312,60.028099999999995,60.65,59.533199999999994,58.93515,57.3215,54.4359,48.70003333333333,66.9375,57.709,57.07603333333333,55.44193333333334,58.055499999999995,65.6332,61.6953,60.605466666666665,60.0172,63.54885,60.5508,64.7004,56.5703,59.489450000000005,57.40416666666667,56.53985,57.530233333333335,55.69453333333333,52.69455000000001,58.2357,58.3984,51.99816666666667,45.16146666666666,42.349466666666665,26.724999999999998,29.9719,38.6625,35.1879,34.0453,34.520700000000005,51.94495,43.46096666666667,46.95625,44.87695,49.9422
4,2021-02-25,07:00:00,62.3828,51.187766666666654,56.67839999999999,65.7732,87.82929999999999,74.1211,43.125,47.93226666666667,37.54116666666667,55.010149999999996,59.09295,61.060399999999994,45.570033333333335,47.044124999999994,27.696866666666665,58.61383333333333,61.26666666666667,63.14116666666666,54.62866666666667,74.57813333333333,54.01353333333333,50.62446666666667,42.40545,53.046866666666666,62.542166666666674,65.63023333333332,93.8266,60.82396666666667,51.2953,69.23325,58.561350000000004,75.15350000000001,61.83905,61.0802,46.7852,58.488299999999995,49.39373333333333,63.0043,68.02619999999999,56.6016,75.32266666666666,93.3582,55.84065,69.45235,50.552525,43.36055,49.70340000000001,69.4466,48.022400000000005,52.62813333333333,49.5621,36.17733333333333,40.67575,49.1198,61.834,50.58395,48.3495,56.97316666666668,53.97733333333334,45.065866666666665,51.362,58.49243333333334,39.0948,52.12735,49.71055,43.42083333333333,43.76055,42.3685,53.10705,42.09583333333333,45.143,57.015649999999994,55.5568,43.241166666666665,60.5719,51.90103333333334,45.87813333333333,52.547450000000005,51.853325,68.5763,52.26035,51.6465,42.47266666666666,62.271100000000004,40.13865,76.7953,53.0873,46.80315,45.7232,54.750766666666664,59.78905,86.55,57.287233333333326,61.246333333333325,54.033866666666675,56.9495,52.48285,51.72185,66.10886666666666,61.542199999999994,47.34296666666666,46.862125,56.710725000000004,46.6842,69.21325,53.20783333333333,62.47305,48.87213333333333,46.44506666666667,53.5453,61.494550000000004,60.281275,51.018233333333335,43.2578,50.959399999999995,47.05183333333334,53.644800000000004,58.34587499999999,54.5203,60.89586666666667,69.36955,65.25183333333334,65.0164,76.9727,68.95389999999999,52.7484,49.30393333333333,54.30103333333333,57.520300000000006,67.62346666666667,72.89063333333333,47.88906666666667,77.5797,50.509899999999995,54.823425,68.3961,54.92679999999999,63.19885,67.6279,72.28595000000001,58.7328,73.86834999999999,73.7148,47.6104,58.112766666666666,63.3802,67.0625,75.40235,65.64713333333333,66.5906,0.0,64.8588,46.5938,72.66223333333333,52.3703,63.97633333333332,61.13176666666667,62.9435,62.7896,52.514849999999996,66.9828,57.26485,70.6198,69.78829999999999,81.08555,68.73435,50.1797,62.77815,73.51875,71.82305,62.48256666666666,55.752599999999994,74.21976666666667,51.489850000000004,58.31613333333333,49.03475,35.8586,28.727066666666662,30.853133333333336,31.95,37.362766666666666,42.83336666666667,54.00156666666666,59.128924999999995,58.29690000000001,61.042199999999994,48.64243333333334,75.5188
5,2021-02-25,07:15:00,84.9234,66.352525,73.4669,79.25963333333334,67.25,90.94335,72.57263333333333,65.9617,47.662850000000006,66.542575,68.81795,60.48555,60.666,55.94255,50.232,73.0141,74.66433333333333,72.5199,68.9055,68.3496,74.507,54.6073,68.85,73.56795,73.24805,90.56365,78.9313,86.625,83.64453333333334,81.7328,80.37615,71.65390000000001,85.9453,73.7646,65.3836,76.03723333333333,79.48245,72.6469,69.419525,67.4781,71.54765,63.791633333333344,79.74946666666666,66.8547,62.5336,63.3527,69.28229999999999,63.7383,60.887499999999996,55.194500000000005,55.376149999999996,55.21223333333334,70.34689999999999,66.04843333333334,67.99063333333334,51.9996,68.2164,66.1293,69.56353333333333,56.836466666666674,58.7797,71.74629999999999,58.6547,69.4953,50.833866666666665,58.42385,46.4242,62.5293,66.47603333333335,63.22733333333333,66.82615,58.1406,73.1966,69.1457,73.03543333333333,64.63046666666666,63.2357,62.4948,52.75363333333334,63.90106666666667,62.128150000000005,68.08983333333333,67.6172,67.25940000000001,72.01485,61.3453,65.19925,56.25233333333333,65.5996,53.0625,66.1076,69.17345,64.434,74.64065,61.16330000000001,62.62870000000001,70.22680000000001,69.09825000000001,63.90806666666666,70.56926666666668,46.8406,50.0938,47.5234,62.26989999999999,68.15599999999999,66.4746,65.53673333333334,60.37503333333333,64.03046666666667,64.6336,63.375375,63.2586,55.31356666666667,68.60936666666667,58.523799999999994,61.368700000000004,65.40990000000001,53.81215,63.57396666666666,71.925,83.425,67.8844,70.54946666666667,77.73336666666665,72.56445,65.94556666666666,73.1982,74.68753333333333,69.27373333333334,62.4513,67.27385000000001,79.87266666666666,73.45625,67.224425,54.2625,67.14116666666668,72.46795,70.06995,89.72916666666667,77.7801,80.20726666666665,70.09116666666667,79.8573,83.5344,70.97086666666667,89.57606666666665,65.9813,80.5643,77.34923333333334,82.061125,66.94765,74.10235,69.2547,78.51795,0.0,78.4953,75.1888,74.3547,65.7906,86.44923333333332,73.57449999999999,60.6688,88.116,80.1,77.73230000000001,74.33126666666666,73.87553333333334,77.0953,55.6203,90.5449,72.71619999999999,65.755675,63.5328,75.2797,66.380275,65.2737,59.10756666666666,41.984366666666666,37.273250000000004,51.16903333333334,52.5823,56.919000000000004,44.85493333333333,59.6824,60.0801,64.966,67.54025,68.4216
6,2021-02-25,07:30:00,65.382,56.0336,61.81095,63.177633333333326,66.9953,61.68285,56.914566666666666,47.124425,35.55352499999999,49.1719,41.55233333333334,39.592733333333335,37.059400000000004,31.159633333333336,24.297874999999998,45.81445,49.55625,52.230500000000006,57.60894999999999,47.48853333333333,63.15496666666667,39.8883,48.43125,69.54296666666666,67.4156,56.1188,47.8656,52.393766666666664,64.81875,56.05236666666667,52.42503333333334,55.2734,56.408975,50.3966,45.6414,55.7344,48.319266666666664,47.18696666666667,49.8816,47.2031,50.94296666666667,50.18933333333333,74.64999999999999,59.48623333333334,54.5445,64.08085,47.94375,49.86066666666667,43.8703,40.608599999999996,31.50496666666667,32.0802,45.55625,41.046099999999996,43.7672,34.9281,39.166,47.168,47.3177,35.16303333333334,40.76565,51.6887,37.63205,45.02786666666666,39.63395,40.4646,32.20895,36.4841,41.44036666666667,44.4703,42.5242,46.9336,46.656499999999994,41.5281,43.550266666666666,46.693749999999994,42.59685,43.7691,36.171099999999996,48.98333333333334,41.96175,39.344525,41.08956666666666,45.53377499999999,39.25233333333333,45.687675,40.480850000000004,42.1836,47.084900000000005,46.59824999999999,42.4531,48.0859,41.1406,44.284,44.02056666666666,41.077333333333335,42.8294,44.8211,48.982,50.52606666666667,40.4871,36.35705,42.07815,37.67446666666667,59.8043,46.1086,49.1746,37.0418,44.7677,44.56773333333333,51.246100000000006,44.837500000000006,43.172650000000004,48.67786666666667,49.25705,49.12425,51.5563,42.85626666666667,42.108599999999996,44.615100000000005,52.480850000000004,54.281025,48.42576666666667,54.40053333333333,44.807566666666666,43.9,49.5047,46.81823333333333,47.956649999999996,46.55936666666667,46.5198,49.68306666666666,49.95117499999999,50.761700000000005,42.118500000000004,53.083866666666665,56.4703,51.88853333333333,55.2789,56.8065,54.7178,57.427350000000004,45.564074999999995,46.04962499999999,54.2031,60.119533333333344,57.2918,57.56915,56.90626666666666,57.264849999999996,53.08595,0.0,51.52305,55.11405,54.90596666666667,53.4453,0.0,55.37345,65.0146,56.898050000000005,56.607033333333334,58.90313333333333,61.98049999999999,60.53045,61.6918,54.6492,54.586999999999996,52.85753333333334,50.33435,52.4263,53.40625,45.0555,55.8474,52.4906,49.5602,41.5896,39.875,24.75605,24.6758,36.469766666666665,31.9664,36.9891,35.7125,43.963675,39.52446666666666,48.9078,43.32736666666667,46.83515
7,2021-02-25,07:45:00,179.91582499999998,173.66459999999998,169.26433333333333,164.18515,177.7336,169.78983333333335,186.9633,115.08749999999999,58.3547,65.50450000000001,50.369,47.76835,41.07213333333333,40.2586,29.1125,54.175533333333334,56.84426666666667,63.08700000000001,83.78045,176.6552,244.99920000000003,65.92343333333334,211.85665,207.62345,222.88635,214.51043333333334,188.21586666666667,218.34570000000002,195.62160000000003,195.25115,163.16716666666665,74.167975,66.87815,56.1168,45.37656666666667,55.636725,50.85,49.87213333333333,51.23125,51.35883333333334,53.6875,51.863299999999995,139.15625,144.2109,124.53073333333334,143.6133,139.89323333333334,53.011300000000006,43.675799999999995,41.16743333333333,34.18826666666667,33.974733333333326,47.206500000000005,42.16486666666667,43.5138,35.444766666666666,39.3094,44.91043333333332,44.43984999999999,36.536699999999996,36.999025,50.31823333333333,35.85625,53.394800000000004,42.6045,40.9914,31.822366666666667,36.650800000000004,42.9863,39.90936666666667,45.3922,44.07136666666667,47.95395,40.74296666666667,42.42993333333334,48.9518,41.77735,44.027575,37.99686666666667,48.6922,41.363800000000005,37.876149999999996,40.77815,43.60235,37.76485,43.924233333333326,37.7594,39.3937,44.1086,44.1086,44.33985,47.47815,42.22266666666666,43.268766666666664,42.699733333333334,43.5637,45.337500000000006,45.399233333333335,48.381625,48.27735,39.8388,32.65913333333334,40.721599999999995,36.794725,71.62344999999999,61.61196666666666,55.483066666666666,43.2549,49.60886666666667,49.63925,54.1969,50.44323333333333,45.51273333333334,54.3828,69.59713333333333,61.868966666666665,57.9539,47.791666666666664,45.3211,43.68333333333334,52.6707,52.4547,44.90155,51.666666666666664,48.947075,44.5797,49.0891,46.03616666666667,45.969925,47.46485,48.1133,66.8388,91.29220000000001,66.30313333333334,48.5988,52.91955,55.349999999999994,54.2672,60.855850000000004,57.8043,56.27786666666666,57.64736666666667,49.7771,51.93045,53.249225,64.2172,64.58126666666666,68.014875,66.36353333333334,67.78513333333332,64.85026666666666,66.07006666666666,52.543350000000004,66.627525,64.5797,59.23126666666667,60.431850000000004,64.9883,158.58826666666667,173.8328333333333,153.06380000000001,138.909,147.82916666666668,147.1842,168.295725,101.95155,61.330966666666676,58.67163333333334,56.099599999999995,58.1797,58.744533333333344,46.41135,62.56980000000001,59.30975,46.70156666666666,43.3125,39.76485,25.4531,27.4148,34.49529999999999,30.91565,36.078399999999995,32.04415,43.8477,37.8328,45.4013,42.91143333333334,47.31719999999999
8,2021-02-25,08:00:00,276.4677,289.44725000000005,263.64065,260.1367,225.39319999999998,250.9219,235.29663333333335,208.9828,147.79713333333333,94.35,94.79480000000001,82.7836,78.18489999999998,58.95,50.80963333333333,111.68436666666666,146.8086,124.1242,153.49766666666667,172.7344,282.7128,71.78479999999999,254.375,274.60785,320.60940000000005,240.5359,253.58856666666665,264.77070000000003,192.9102,255.8203,263.1531333333333,132.57344999999998,94.71823333333333,96.1387,85.51746666666668,106.09450000000001,65.4488,71.53985,90.13853333333333,80.9508,88.18776666666668,169.93085,230.25783333333334,214.7091333333333,240.2617,255.74575,126.42603333333334,81.40366666666667,96.5707,83.59193333333333,61.025000000000006,51.8715,57.818349999999995,72.28933333333333,78.18596666666667,56.3781,82.43337500000001,83.3906,88.8793,0.0,78.45275000000001,87.45,62.5078,59.5383,76.41536666666667,81.12293333333334,50.019266666666674,47.498450000000005,71.97503333333333,51.6887,84.7026,67.11043333333333,73.1857,83.3198,75.25274999999999,73.63646666666666,61.628099999999996,83.20909999999999,89.19845000000001,78.8539,76.807975,64.10730000000001,72.88285,74.2141,75.0586,75.53205,74.41173333333333,64.07056666666666,83.73320000000001,81.02033333333333,70.9313,75.36536666666666,58.129933333333334,76.2539,75.5074,64.7677,77.8922,73.09583333333335,94.91300000000001,80.4797,73.23984999999999,66.2207,83.143,78.21953333333333,111.41255,72.2715,70.9609,100.36956666666667,78.5112,73.33985,72.58463333333333,83.36093333333334,86.76405,105.29633333333334,147.05624999999998,133.76175,88.45275000000001,64.7492,69.99296666666667,81.45587499999999,77.7219,80.0797,80.9965,68.4055,104.4914,78.09246666666667,102.7617,94.80286666666667,74.7297,79.57316666666667,93.73513333333334,271.98016666666666,250.61175000000003,240.14532499999999,88.20235,91.4957,88.1927,92.12385,80.95863333333334,122.29090000000001,177.82319999999996,181.6121,90.9422,108.5441,241.73475,263.5879,345.2766,176.3438,222.8482,203.50979999999998,324.8152,247.27890000000002,220.67056666666667,270.2104,286.05217500000003,224.57499999999996,281.5442666666667,306.8226666666667,296.838,328.25939999999997,292.05039999999997,265.76565,293.26054999999997,278.8211,309.5484333333333,212.6859,212.12373333333335,115.35470000000001,351.98085000000003,254.82889999999998,179.44725,154.96093333333332,163.64843333333332,121.88386666666668,75.8932,101.2387,79.6086,39.7505,41.72893333333334,53.25653333333332,49.65443333333334,58.417950000000005,52.22943333333334,71.36433333333333,46.220299999999995,82.9453,95.0688,71.79846666666667
9,2021-02-25,08:15:00,324.8862,271.2836,261.54269999999997,250.87213333333338,335.1711,164.15,174.94455,269.1406,225.49506666666665,189.74063333333334,150.6859,137.11533333333333,121.73595,122.43253333333332,106.43856666666666,207.0078,196.40366666666668,219.3307333333333,290.54217500000004,372.391,307.52930000000003,139.60209999999998,295.9042,314.41995,305.07655,299.59455,396.7297,319.500775,260.63283333333334,325.50756666666666,287.2302,213.4961,199.44136666666668,208.7629,216.06565,203.36383333333333,237.1438,212.11875,343.5663666666666,406.7781,348.1193,333.5,372.61055,300.9492,230.83204999999998,294.65567500000003,141.0117,148.08395000000002,127.9724,130.493,112.062925,103.84089999999999,135.28486666666666,124.36563333333334,121.61773333333333,106.6922,124.7539,133.050775,134.719925,117.822275,124.439075,142.34060000000002,123.61915,107.8844,113.51175,118.54375,112.4953,123.52615,133.45080000000002,133.1543,132.3043,134.77863333333335,140.02553333333333,128.232,137.93045,143.2758,131.12815,141.6188,134.40183333333331,146.98826666666665,137.084,136.39583333333334,129.79556666666667,0.0,130.6797,144.5297,144.3031,129.13555,148.60756666666666,149.3427,138.42499999999998,143.1101666666667,143.993,156.3195,158.80313333333334,155.3375,157.9688,160.34645,164.7305,148.3219,168.30466666666666,156.00263333333334,128.44925,136.5309,172.9629,177.7734,149.1362,142.4172,164.9977,158.71196666666665,158.60753333333335,179.0476666666667,139.9844,188.34215,167.4539333333333,137.10975000000002,142.46013333333335,131.7129,130.61485,134.47265,147.85753333333332,152.2094,142.6898666666667,150.44650000000001,155.38336666666666,146.38164999999998,148.54533333333336,147.0656,166.60756666666668,200.75235,258.44216666666665,324.7641,295.33534999999995,319.1812,215.26760000000002,190.07399999999998,251.7547,259.286525,331.2461,301.93675,310.94739999999996,356.4338666666667,346.3974,399.42229999999995,417.7125,226.82003333333333,308.12305000000003,318.310525,297.82446666666664,331.4323,356.56926666666664,423.3086,315.094125,288.4367,334.4953,252.8602,288.89415,293.86289999999997,316.3385333333333,341.8594,418.882,373.37694999999997,315.75685,279.86445000000003,385.97735,327.09740000000005,406.79845,327.2211,279.28515,294.44685,361.106,239.28985,310.771875,282.0,146.8276,134.00934999999998,115.1203,80.8965,79.14739999999999,100.90783333333333,98.13436666666666,111.899025,100.84296666666667,134.9021,127.43696666666666,135.4164,129.01525,134.8242
