,Data,Hora,OP1.1.1 V (V),OP1.1.2 V (V),OP1.1.3 V (V),OP1.1.4 V (V),OP1.1.5 V (V),OP1.1.6 V (V),OP1.1.7 V (V),OP1.1.8 V (V),OP1.1.9 V (V),OP1.1.10 V (V),OP1.1.11 V (V),OP1.1.12 V (V),OP1.1.13 V (V),OP1.1.14 V (V),OP1.1.15 V (V),OP1.1.16 V (V),OP1.2.1 V (V),OP1.2.2 V (V),OP1.2.3 V (V),OP1.2.4 V (V),OP1.2.5 V (V),OP1.2.6 V (V),OP1.2.7 V (V),OP1.2.8 V (V),OP1.2.9 V (V),OP1.2.10 V (V),OP1.2.11 V (V),OP1.2.12 V (V),OP1.2.13 V (V),OP1.2.14 V (V),OP1.2.16 V (V),OP1.3.2 V (V),OP1.3.3 V (V),OP1.3.4 V (V),OP1.3.5 V (V),OP1.3.6 V (V),OP1.3.7 V (V),OP1.3.8 V (V),OP1.3.9 V (V),OP1.3.10 V (V),OP1.3.11 V (V),OP1.3.12 V (V),OP1.3.13 V (V),OP1.3.14 V (V),OP1.3.15 V (V),OP1.3.16 V (V)
0,2021-05-28,06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021-05-28,06:15:00,0.0,0.0,85.0,48.5,63.25,19.532894736842106,54.25,0.0,0.0,42.625,53.4375,44.0,44.375,42.375,0.0,0.0,47.625,43.25,0.0,52.854166666666664,53.65277777777778,29.375,8.2421875,47.125,11.102272727272727,57.975,36.625,0.0,85.0,0.0,0.0,55.5,52.125,0.0,50.5,0.0,0.0,51.5,0.6354166666666666,53.875,7.580882352941177,0.0,0.0,34.125,34.875,0.0
2,2021-05-28,06:30:00,48.9375,49.875,50.416666666666664,50.958333333333336,51.0625,50.3125,50.666666666666664,49.75,44.541666666666664,42.875,43.4375,43.5,44.333333333333336,43.0,44.541666666666664,44.25,48.333333333333336,48.458333333333336,48.09375,48.1875,49.416666666666664,51.0,51.708333333333336,47.6875,50.625,45.6875,42.125,49.8125,49.0,36.4375,49.625,49.541666666666664,48.875,48.34375,49.4375,48.25,50.666666666666664,49.625,49.583333333333336,47.9375,44.291666666666664,49.28125,49.791666666666664,37.166666666666664,32.4375,46.75
3,2021-05-28,06:45:00,56.3125,53.625,57.333333333333336,60.125,56.541666666666664,48.375,55.5625,56.0625,39.28125,38.6875,35.5,37.375,40.3125,37.96875,38.1875,38.875,0.0,50.125,51.875,48.15625,51.6875,54.0,54.0625,52.0,51.0,43.375,40.75,49.5,48.416666666666664,36.5,46.0,49.333333333333336,49.3125,49.541666666666664,54.833333333333336,55.5,61.0625,59.583333333333336,61.125,43.375,30.1875,57.875,42.666666666666664,29.833333333333332,27.125,36.666666666666664
4,2021-05-28,07:00:00,60.1875,58.208333333333336,59.875,62.875,61.083333333333336,58.4375,57.125,60.9375,35.625,32.958333333333336,31.916666666666668,33.9375,35.34375,32.625,34.3125,35.28125,52.625,54.5625,52.625,52.916666666666664,54.25,57.78125,54.8125,52.3125,56.25,34.15625,30.916666666666668,56.833333333333336,42.5,29.375,42.875,59.208333333333336,62.083333333333336,57.125,56.166666666666664,58.041666666666664,60.458333333333336,57.666666666666664,59.9375,27.625,22.208333333333332,59.958333333333336,45.5,19.375,16.416666666666668,28.5
5,2021-05-28,07:15:00,58.041666666666664,56.3125,57.541666666666664,60.5,59.5,56.875,56.9375,59.583333333333336,36.625,34.1875,33.5,36.4375,37.5,34.916666666666664,35.708333333333336,37.25,52.03125,55.5,53.75,53.1875,54.625,59.041666666666664,56.166666666666664,54.125,56.625,26.875,25.8125,58.0625,56.53125,22.166666666666668,46.333333333333336,57.4375,60.208333333333336,55.78125,54.541666666666664,56.458333333333336,59.208333333333336,55.958333333333336,57.833333333333336,22.208333333333332,19.0625,57.833333333333336,59.34375,16.375,14.083333333333334,50.3125
6,2021-05-28,07:30:00,56.125,54.40625,55.15625,57.6875,57.333333333333336,55.166666666666664,54.8125,56.65625,38.875,36.5,36.25,38.75,39.875,37.125,38.0,39.458333333333336,53.875,55.5,54.875,53.9375,54.84375,58.791666666666664,56.75,54.791666666666664,56.09375,23.4375,20.5,57.416666666666664,56.875,19.3125,57.916666666666664,57.53125,59.541666666666664,55.5,54.708333333333336,56.458333333333336,58.1875,55.666666666666664,57.4375,22.875,17.625,57.125,58.708333333333336,15.5,13.291666666666666,55.9375
7,2021-05-28,07:45:00,54.34375,53.5,54.333333333333336,56.041666666666664,55.125,53.791666666666664,53.541666666666664,54.75,40.5625,38.25,37.375,39.875,41.041666666666664,38.333333333333336,39.28125,40.25,55.041666666666664,56.78125,56.21875,55.6875,55.8125,59.5625,57.583333333333336,55.9375,57.791666666666664,18.541666666666668,17.0,58.208333333333336,58.0,16.125,59.0,55.833333333333336,57.9375,54.8125,54.4375,55.8125,57.208333333333336,55.833333333333336,56.791666666666664,39.5625,14.3125,56.25,57.833333333333336,12.083333333333334,11.0,55.21875
8,2021-05-28,08:00:00,52.9375,52.833333333333336,53.25,55.0,53.833333333333336,52.958333333333336,52.5625,53.6875,41.625,39.708333333333336,38.708333333333336,41.1875,41.916666666666664,39.8125,40.083333333333336,41.125,55.6875,57.5,57.25,56.291666666666664,56.5625,59.6875,58.041666666666664,56.25,58.458333333333336,19.25,13.25,59.5,58.46875,11.375,59.625,55.583333333333336,57.25,54.458333333333336,54.375,55.291666666666664,56.6875,55.666666666666664,56.458333333333336,53.5,10.75,55.833333333333336,57.166666666666664,9.375,8.583333333333334,55.041666666666664
9,2021-05-28,08:15:00,52.0,51.666666666666664,52.4375,53.625,52.375,51.916666666666664,51.8125,52.291666666666664,42.6875,41.0625,39.75,42.1875,42.541666666666664,41.0,40.6875,0.0,55.583333333333336,57.333333333333336,56.9375,56.125,56.1875,58.791666666666664,0.0,55.75,58.125,31.708333333333332,11.25,58.75,57.708333333333336,10.0625,58.75,56.041666666666664,57.3125,54.833333333333336,54.708333333333336,55.541666666666664,56.6875,56.0625,56.625,54.5,9.0,56.25,57.208333333333336,8.0,7.416666666666667,55.375
