,Data,Hora,P3.1.1 P (W),P3.1.2 P (W),P3.1.3 P (W),P3.1.4 P (W),P3.1.5 P (W),P3.1.6 P (W),P3.1.7 P (W),P3.1.8 P (W),P3.1.9 P (W),P3.1.10 P (W),P3.1.11 P (W),P3.1.12 P (W),P3.1.13 P (W),P3.1.14 P (W),P3.1.15 P (W),P3.1.16 P (W),P3.2.1 P (W),P3.2.2 P (W),P3.2.3 P (W),P3.2.4 P (W),P3.2.5 P (W),P3.2.6 P (W),P3.2.7 P (W),P3.2.8 P (W),P3.2.9 P (W),P3.2.10 P (W),P3.2.11 P (W),P3.2.12 P (W),P3.2.13 P (W),P3.2.15 P (W),P3.2.16 P (W),P3.3.1 P (W),P3.3.2 P (W),P3.3.3 P (W),P3.3.4 P (W),P3.3.5 P (W),P3.3.6 P (W),P3.3.7 P (W),P3.3.8 P (W),P3.3.9 P (W),P3.3.10 P (W),P3.3.11 P (W),P3.3.12 P (W),P3.3.13 P (W),P3.3.14 P (W),P3.3.15 P (W),P3.3.16 P (W),P3.4.1 P (W),P3.4.2 P (W),P3.4.3 P (W),P3.4.4 P (W),P3.4.5 P (W),P3.4.6 P (W),P3.4.7 P (W),P3.4.8 P (W),P3.4.9 P (W),P3.4.10 P (W),P3.4.11 P (W),P3.4.12 P (W),P3.4.13 P (W),P3.4.14 P (W),P3.4.15 P (W),P3.4.16 P (W),P3.5.1 P (W),P3.5.2 P (W),P3.5.3 P (W),P3.5.4 P (W),P3.5.5 P (W),P3.5.6 P (W),P3.5.7 P (W),P3.5.8 P (W),P3.5.9 P (W),P3.5.10 P (W),P3.5.11 P (W),P3.5.12 P (W),P3.5.13 P (W),P3.5.14 P (W),P3.5.15 P (W),P3.5.16 P (W),P3.6.1 P (W),P3.6.2 P (W),P3.6.3 P (W),P3.6.4 P (W),P3.6.5 P (W),P3.6.6 P (W),P3.6.7 P (W),P3.6.8 P (W),P3.6.9 P (W),P3.6.10 P (W),P3.6.11 P (W),P3.6.12 P (W),P3.6.13 P (W),P3.6.14 P (W),P3.6.15 P (W),P3.6.16 P (W),P3.7.1 P (W),P3.7.2 P (W),P3.7.3 P (W),P3.7.4 P (W),P3.7.5 P (W),P3.7.6 P (W),P3.7.7 P (W),P3.7.8 P (W),P3.7.9 P (W),P3.7.10 P (W),P3.7.11 P (W),P3.7.12 P (W),P3.7.13 P (W),P3.7.14 P (W),P3.7.15 P (W),P3.7.16 P (W),P3.8.1 P (W),P3.8.2 P (W),P3.8.3 P (W),P3.8.4 P (W),P3.8.5 P (W),P3.8.6 P (W),P3.8.7 P (W),P3.8.8 P (W),P3.8.9 P (W),P3.8.10 P (W),P3.8.11 P (W),P3.8.12 P (W),P3.8.13 P (W),P3.8.14 P (W),P3.8.15 P (W)
0,2021-03-23,06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021-03-23,06:15:00,6.077066666666667,12.545525,8.188475,14.403500000000001,17.6302,13.6263,12.972933333333335,12.927866666666667,20.617966666666668,19.4789,21.8215,18.260550000000002,18.891666666666666,25.020833333333332,12.268350000000002,9.9367,11.4469,12.212000000000002,27.82895,19.348433333333332,15.054649999999999,26.2402,20.950400000000002,21.0332,14.378899999999998,26.8,21.33715,18.108,18.90233333333333,6.185166666666667,10.39535,12.102633333333332,6.277366666666666,21.11915,22.03176666666667,19.8281,20.18386666666667,19.6862,21.2617,18.98046666666667,16.174599999999998,22.825000000000003,18.6445,12.8,23.67526666666667,9.205966666666667,9.04925,24.374733333333335,22.954399999999996,18.65315,19.1771,10.104666666666667,13.5008,10.6211,11.329666666666668,13.745833333333332,9.41445,24.6771,19.460933333333333,27.273966666666666,18.599024999999997,28.776066666666665,17.138,22.7026,25.13463333333333,20.647666666666666,25.1487,20.823433333333334,23.01563333333333,12.316,10.706766666666667,10.978133333333334,15.8578,17.66613333333333,24.37003333333333,14.5641,17.781000000000002,23.598733333333332,28.699466666666666,20.2195,21.0867,22.98555,23.231250000000003,24.16995,23.214566666666666,12.350499999999998,9.340050000000002,11.9487,13.931,20.4426,21.17396666666667,30.621474999999997,16.40155,24.370833333333334,25.9247,24.938,22.051333333333332,25.441399999999998,18.006533333333334,21.128633333333337,25.495525,14.766399999999999,12.0625,7.396850000000001,8.8041,18.85076666666667,17.61955,14.9598,22.085933333333333,23.1289,18.6224,12.832299999999998,10.869033333333334,9.191166666666668,8.817466666666666,8.374733333333333,9.864049999999999,14.467466666666667,9.5742,8.387766666666666,14.053899999999999,11.39415,7.516933333333334,10.377366666666667,14.23245,8.516449999999999
2,2021-03-23,06:30:00,11.19255,16.36485,13.0844,41.156,39.6,20.53233333333333,36.47385,43.8065,46.42343333333333,43.3586,49.68253333333334,49.13333333333333,46.505966666666666,46.2168,28.021866666666668,25.332050000000002,17.9646,19.70195,48.85156666666666,42.92576666666667,39.013075,42.378550000000004,49.86249999999999,50.07225,44.89013333333333,46.46406666666667,46.6301,48.0422,46.3297,21.423625,32.02606666666667,17.75155,11.316666666666668,44.292199999999994,48.945833333333326,52.89065,44.132066666666674,42.57815,47.3047,51.1977,44.13046666666667,43.3953,47.712266666666665,42.89846666666667,51.9164,24.841,31.20355,54.28515,46.551300000000005,25.75545,46.6388,38.3513,18.1965,15.385549999999999,18.404166666666665,38.253166666666665,31.8974,51.97293333333334,49.739066666666666,53.6112,49.16796666666667,50.9745,44.13435,51.05626666666666,52.917966666666665,47.319925000000005,50.46563333333334,48.97735,48.75756666666666,27.226066666666668,39.63595,56.6242,34.941399999999994,43.3461,53.142966666666666,42.028933333333335,46.1815,48.23386666666667,52.82345,47.491800000000005,48.011199999999995,48.01835,44.6922,48.8117,54.68856666666667,42.767975,33.50975,30.419033333333335,23.885166666666667,42.9617,46.2172,57.65585,38.47655,50.765366666666665,51.18983333333333,51.96616666666667,51.560950000000005,52.45000000000001,46.1578,47.4988,55.58073333333334,25.470066666666668,29.9031,14.561466666666666,16.1758,45.27396666666667,47.29946666666667,41.0224,45.165099999999995,47.43413333333333,40.5844,26.758066666666664,20.27615,22.6906,19.311733333333333,17.7755,19.565633333333334,26.2988,20.531000000000002,16.26875,25.434633333333334,23.1172,16.6878,19.16835,25.7651,21.534899999999997
3,2021-03-23,06:45:00,15.243466666666668,23.278900000000004,20.3677,77.3414,75.99102500000001,29.510150000000003,72.18164999999999,88.65,73.2496,76.12086666666667,81.21903333333334,84.5969,80.07316666666667,80.5969,49.5987,49.78333333333334,23.564066666666665,24.7393,86.3922,76.95,78.45429999999999,78.35117500000001,86.27006666666666,80.85233333333333,84.3219,81.75523333333332,75.416,79.21075,80.27656666666667,43.50730000000001,49.32006666666666,24.3591,15.617433333333333,73.64323333333333,79.32423333333334,80.9685,78.00546666666666,74.5312,77.06433333333335,79.23516666666667,79.09636666666667,77.4734,71.85665,80.0997,83.20103333333333,41.204433333333334,44.953633333333336,88.75103333333334,79.73825,82.59403333333334,80.4339,68.0133,28.0336,20.53125,76.38714999999999,87.4078,89.05115,82.26146666666666,78.85,84.23436666666667,87.6,82.1813,89.3828,85.10679999999999,93.93870000000001,87.83869999999999,83.99763333333334,82.03985,87.54713333333335,87.00733333333334,82.9276,79.52345,81.46223333333334,85.077,92.20389999999999,81.22265,61.8375,87.1207,87.44166666666666,75.55545000000001,87.5344,83.40053333333333,85.28306666666667,77.31616666666666,82.5586,95.2336,65.56135,88.08709999999999,86.76095000000001,81.0896,81.86953333333332,89.66273333333334,75.50585,88.18076666666667,81.34845,91.4172,70.2844,86.5745,78.70286666666667,84.866,86.22345,92.93776666666666,81.7793,19.674024999999997,21.300766666666668,78.52476666666666,78.95676666666667,79.06196666666666,81.67916666666667,81.3004,67.32446666666667,47.33123333333333,45.16095,40.8534,41.537533333333336,38.136199999999995,43.087475,48.07056666666667,42.72343333333333,39.804700000000004,47.607033333333334,43.937999999999995,39.7211,45.222366666666666,46.082766666666664,40.520066666666665
4,2021-03-23,07:00:00,20.842699999999997,27.410966666666667,26.1465,120.99063333333334,115.4965,108.00822500000001,118.6857,107.97133333333333,113.7823,114.8026,129.7766,112.65235,105.5367,118.77266666666667,69.33776666666667,67.4857,25.923450000000003,29.02763333333333,121.47083333333335,115.53566666666666,113.6797,119.72160000000001,128.80626666666666,119.7281,122.9766,120.02606666666668,122.6379,119.82006666666666,119.14923333333333,70.5977,70.4828,28.3703,20.5534,113.3953,121.19086666666665,121.84946666666667,120.8479,92.59246666666667,115.62916666666668,122.30233333333332,112.36255,120.15416666666665,122.16823333333332,119.31016666666666,121.03620000000001,66.75393333333334,67.02526666666667,129.00703333333334,123.41539999999999,135.38515,119.08825,113.82503333333334,32.4492,24.029966666666667,128.87225,125.32006666666666,120.925,126.00470000000001,120.13593333333331,127.76146666666666,124.95936666666667,123.7781,110.35390000000001,119.65026666666665,127.92110000000001,118.54246666666667,122.70653333333333,121.33543333333334,120.4677,124.32916666666667,119.15936666666666,125.1167,123.81483333333334,123.25,133.17786666666666,115.3042,119.01769999999999,119.18933333333332,124.67813333333334,123.60156666666666,118.99476666666668,127.774425,116.32345000000001,117.64765,125.9052,125.14896666666668,118.45573333333334,130.93853333333334,116.3969,117.42266666666667,121.86773333333333,129.52030000000002,115.68436666666666,126.8828,121.7451,128.30079999999998,120.64512500000001,131.0104,118.70309999999999,120.8547,129.144325,141.38165,125.23085000000002,25.11055,26.156533333333332,112.6547,115.20026666666666,118.7872,107.93555,124.4,96.6818,78.94456666666666,84.58883333333334,73.0677,71.81483333333334,67.0612,79.02289999999999,79.50466666666667,70.98826666666666,66.39375,76.03413333333333,75.30466666666668,64.57265,72.1781,72.98753333333333,70.03593333333333
5,2021-03-23,07:15:00,39.58595,31.668,79.1973,160.2418,154.151775,162.4535,159.44216666666668,145.89560000000003,151.52345,158.41666666666666,158.1706,150.3662,140.2065,160.7875,90.65859999999999,83.97655,69.3176,76.4422,159.4955666666667,158.1883,153.30886666666666,169.0207,167.57343333333333,160.34896666666668,151.8881,159.6552,161.9466,159.0591,153.03515,94.67423333333333,108.52943333333333,65.38515000000001,92.9203,142.92895,159.77535,158.39246666666668,158.6625,134.7005333333333,155.38410000000002,159.29246666666666,151.77112499999998,157.32316666666665,161.19686666666666,162.04896666666667,160.5065,85.3121,95.1703,166.89036666666667,162.7031,167.70153333333334,162.20585,156.6924,106.34400000000001,30.8836,162.70309999999998,164.00546666666665,162.66510000000002,163.64453333333333,163.4461,164.53333333333333,156.9082,171.24816666666666,144.4034,162.2638,165.18306666666666,160.480075,155.73905000000002,159.6737,163.8414,164.53776666666667,160.73386666666667,163.43593333333334,162.12734999999998,161.7371,176.56146666666666,156.7026,163.875,167.58280000000002,165.62423333333334,160.62213333333332,165.71196666666668,167.65705,154.95215000000002,160.1893,168.45855,166.16719999999998,150.4427,161.75310000000002,167.72553333333335,158.0703,162.2812,170.66955000000002,151.90026666666668,172.219525,163.6531,159.9695,169.30313333333334,169.20416666666665,161.38696666666667,163.47943333333333,176.5044333333333,170.2003,175.9699,77.3834,115.25625,157.97763333333333,163.5945,171.1445,153.1125,160.0797,129.77110000000002,111.43593333333332,115.12346666666666,109.36899999999999,103.20286666666668,110.38245,106.85315,111.4664,105.53123333333333,100.019525,121.5082,110.45703333333334,99.386325,105.2088,110.5732,109.77553333333333
6,2021-03-23,07:30:00,159.74805,35.74686666666666,166.4377333333333,196.85209999999998,195.7992,194.87503333333333,195.74609999999998,187.47030000000004,186.2295,196.04273333333333,198.83203333333336,186.69254999999998,189.97580000000002,195.9578,161.4367,137.837675,165.8332,167.3357,195.10756666666666,187.70913333333337,196.44663333333332,195.47709999999998,202.35806666666667,198.99644999999998,183.62655,198.6182666666667,196.60443333333333,190.20986666666667,203.79219999999998,157.5957,149.9633,173.1422,181.6018333333333,185.14973333333333,198.4719,198.00316666666666,190.47305,168.72263333333333,193.7094,190.95493333333332,195.64973333333333,184.9121,191.97916666666666,191.49606666666668,184.6406,178.54996666666668,151.20745,197.6578,198.79373333333334,204.97473333333335,189.72033333333334,198.85443333333333,201.72109999999998,35.4289,208.46875,203.45833333333334,191.7,210.11972500000002,202.0836,207.65019999999998,191.83005,212.37345,185.900375,191.26170000000002,207.58309999999997,200.78480000000002,194.63107499999998,195.57706666666664,204.85235,198.46169999999998,194.3270666666667,203.97136666666665,195.8418,193.03466666666668,207.41525000000001,194.04453333333333,196.46303333333333,197.81746666666666,202.33125,190.96134999999998,200.5604,195.20466666666667,198.3568,192.2976666666667,193.79495,204.16096666666667,189.72866666666664,206.80623333333332,203.20003333333332,196.4974,200.18723333333332,204.70546666666667,196.92579999999998,206.35465,207.04896666666664,201.22402499999998,208.9238,202.90676666666664,196.79686666666666,196.20573333333334,212.5828333333333,208.2487,202.21849999999998,196.3164,187.27266666666665,191.7664,189.28773333333334,184.04020000000003,192.9859666666667,193.48103333333333,159.0792,150.28413333333333,152.59636666666665,144.10260000000002,143.24456666666666,136.85286666666664,137.8258,145.91545,139.55395,145.0382666666667,148.99686666666665,145.60256666666666,140.36146666666667,148.88700000000003,146.70523333333333,138.7875
7,2021-03-23,07:45:00,183.73023333333333,220.5121,206.375025,222.4852,173.60665,249.4133,215.23570000000004,210.5563,218.1146,233.19143333333332,248.037,224.50286666666668,240.60935,236.89453333333336,235.6208333333333,161.26200000000003,214.17476666666667,202.99025,229.44843333333336,188.41129999999998,230.4703,199.5302,202.4896,192.9085666666667,190.60909999999998,236.54025000000001,242.09373333333335,215.0156,176.16095,210.88985,221.1302333333333,210.83696666666665,222.4,180.7440333333333,249.10233333333335,249.7539,240.14766666666665,183.02239999999998,172.0707,240.29610000000002,202.88176666666666,239.22496666666666,248.73643333333334,235.7719,196.9226666666667,195.5932333333333,236.88830000000002,237.14716666666666,241.30703333333335,253.68359999999998,189.62734999999998,199.60783333333333,234.88933333333333,110.76795,232.66196666666667,202.05909999999997,235.4115,207.63285000000002,193.8221333333333,205.49633333333335,211.9824,252.80106666666666,235.31380000000001,206.16875,250.84113333333335,238.42369999999997,220.4375,239.90676666666664,219.2927,193.59064999999998,243.84399999999997,242.0879,189.83983333333336,236.15106666666665,194.8945,239.1784,227.4606666666667,199.17293333333336,194.7198,222.74005,253.4687333333333,231.48253333333332,208.50386666666668,241.5231666666667,200.23203333333333,197.97396666666668,239.55966666666666,220.5888,246.80393333333336,209.1258,210.459,194.80703333333335,203.4466,218.94896666666668,241.99335000000002,201.0156333333333,213.46666666666667,247.82396666666668,195.31146666666666,236.89973333333333,269.85665,202.6812666666667,254.2630333333333,231.50315,234.88879999999997,191.11983333333333,206.57186666666666,223.5385666666667,231.7734,236.22266666666667,181.8255,160.71876666666665,170.5,155.92556666666667,192.34766666666667,151.98046666666667,177.67863333333335,199.06405,187.20989999999998,173.65895,168.08123333333333,183.14530000000002,185.20895000000002,166.15886666666668,177.60625,192.8745
8,2021-03-23,08:00:00,288.16956666666664,317.31485,287.75,297.1633,313.98776666666663,315.96406666666667,253.7317666666667,228.77345000000003,310.8254,282.48516666666666,315.05103333333335,295.61505,304.0674666666667,257.7989666666667,310.40549999999996,303.025,302.8953333333333,271.46253333333334,157.4016,243.80259999999998,279.5955666666667,313.75315,296.63486666666665,241.58256666666668,300.02385000000004,214.05053333333333,316.28696666666673,244.31445000000002,246.38566666666665,239.49609999999998,198.94326666666666,285.63554999999997,294.0242,305.1328,297.2672,319.34805,285.2617333333333,204.8613,306.6765666666667,244.6000333333333,223.9322666666667,286.7950666666667,239.2797,244.39690000000002,286.0219,255.1953,305.4688,304.2177,288.79479999999995,326.74300000000005,318.6774,311.66405,290.4646,296.36043333333333,319.79220000000004,309.9185,298.63463333333334,251.41953333333333,276.2057333333333,321.3742,252.1573,335.68466666666666,285.75623333333334,273.5911333333333,329.16376666666673,306.39820000000003,322.60313333333335,277.35275,313.10195,303.82840000000004,270.07813333333337,226.06525,307.4207,303.9547,325.95435,309.57655,264.4323,306.4106666666667,238.62163333333334,131.0234,314.59844999999996,319.6528333333333,258.1656,309.58417499999996,318.04766666666666,312.5351666666667,313.0758,300.4227,277.6758,299.7336,313.98985,320.19925,288.2156333333333,296.164075,327.56693333333334,323.4918,299.0513,323.7549333333333,311.1075666666666,318.7531333333333,316.4617333333333,295.05546666666663,290.6596333333334,249.7245,237.5531,275.71445,309.3854333333333,240.26846666666665,276.89843333333334,278.76980000000003,251.35729999999998,234.81226666666666,189.6602,216.66953333333333,218.6051,206.72709999999998,257.97136666666665,192.801725,221.80313333333334,206.79843333333335,258.93333333333334,247.65259999999998,207.51364999999998,261.0449,242.55963333333338,259.37969999999996
9,2021-03-23,08:15:00,234.3880333333333,299.827,287.8122333333333,302.5211,299.18283333333335,302.34426666666667,306.39453333333336,300.62603333333334,299.6497333333333,306.2942666666667,307.6692666666667,301.11175000000003,300.3500000000001,310.9672,263.28279999999995,298.3716,298.8341,299.1598,303.78906666666666,299.56693333333334,293.8896,252.13105000000002,309.39193333333327,305.60833333333335,305.69804999999997,268.967575,306.26563333333337,300.4005,302.5938,289.893,299.7817333333333,299.28355,287.9177,291.66330000000005,307.062,304.4211,300.17736666666667,250.40570000000002,301.5104,301.60625,303.0716333333333,297.27340000000004,310.96246666666667,302.7208333333333,303.45567500000004,292.62476666666663,252.26720000000003,316.68165,312.7859,317.91095,305.0781333333333,304.5107,253.02136666666664,312.77473333333336,308.4742,316.2469,307.6442666666667,310.0507666666667,305.5867,311.49535,307.7867,319.6669,292.2242333333333,304.1211,299.5796666666667,301.697275,312.6539,302.28905,305.58515,305.32786666666664,302.74843333333337,306.6646,310.0171666666667,298.64403333333337,246.9351333333333,290.79063333333335,297.03670000000005,308.2075333333333,298.5688,306.0463333333333,306.5031333333334,304.94896666666665,300.7844,301.91875,301.9830666666667,317.3156,240.60626666666667,278.56855,291.75860000000006,237.92966666666666,305.2435,249.5633,297.0174333333333,316.36719999999997,312.8385333333334,286.3409,310.80546666666663,310.7114666666667,297.37265,273.2324,320.6890666666667,263.09843333333333,315.06055000000003,287.625,293.74765,292.3414,303.2328,295.67969999999997,302.27473333333336,297.5135333333333,250.25895,254.1914,261.15183333333334,250.17579999999998,247.61353333333332,251.7812666666667,255.70236666666665,262.16043333333334,252.28359999999998,245.90233333333336,259.60549999999995,254.52396666666664,202.62539999999998,254.0836,262.6734333333333,252.61666666666667
