,Data,Hora,P1.1.1 V (V),P1.1.2 V (V),P1.1.3 V (V),P1.1.4 V (V),P1.1.5 V (V),P1.1.6 V (V),P1.1.7 V (V),P1.1.9 V (V),P1.1.10 V (V),P1.1.11 V (V),P1.1.12 V (V),P1.1.13 V (V),P1.1.14 V (V),P1.1.15 V (V),P1.1.16 V (V),P1.2.1 V (V),P1.2.2 V (V),P1.2.3 V (V),P1.2.4 V (V),P1.2.5 V (V),P1.2.6 V (V),P1.2.7 V (V),P1.2.8 V (V),P1.2.9 V (V),P1.2.10 V (V),P1.2.11 V (V),P1.2.12 V (V),P1.2.13 V (V),P1.2.14 V (V),P1.2.15 V (V),P1.2.16 V (V),P1.3.1 V (V),P1.3.2 V (V),P1.3.3 V (V),P1.3.4 V (V),P1.3.5 V (V),P1.3.6 V (V),P1.3.7 V (V),P1.3.8 V (V),P1.3.9 V (V),P1.3.10 V (V),P1.3.11 V (V),P1.3.12 V (V),P1.3.13 V (V),P1.3.14 V (V),P1.3.15 V (V),P1.3.16 V (V)
0,2021-02-28,06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021-02-28,06:15:00,64.58333333333333,68.5,66.79166666666667,67.125,66.70833333333333,66.75,65.29166666666667,67.0,66.46875,67.375,66.08333333333333,65.71875,63.9375,63.375,64.375,63.9375,65.03125,63.75,62.90625,65.5,62.375,66.375,57.53125,63.6875,68.08333333333333,64.33333333333333,66.33333333333333,65.375,66.875,68.34375,66.45833333333333,61.625,67.5,62.083333333333336,66.40625,63.708333333333336,66.08333333333333,61.75,64.0625,61.84375,61.0625,64.0,66.54166666666667,61.75,67.66666666666667,69.5,65.95833333333333
2,2021-02-28,06:30:00,70.75,70.75,70.0,70.54166666666667,70.1875,70.95833333333333,70.08333333333333,70.25,70.16666666666667,69.0625,70.54166666666667,70.95833333333333,68.625,68.5,70.625,69.78125,69.625,68.4375,71.625,68.625,70.0,71.16666666666667,69.45833333333333,68.5625,69.5,72.375,71.4375,70.04166666666667,71.83333333333333,74.5625,70.0,69.4375,69.9375,69.45833333333333,69.70833333333333,69.75,69.95833333333333,70.5625,70.875,70.875,69.5625,70.875,69.625,70.375,73.5,72.8125,70.91666666666667
3,2021-02-28,06:45:00,68.875,70.95833333333333,70.08333333333333,71.54166666666667,70.83333333333333,70.125,68.75,69.04166666666667,69.25,69.125,70.1875,69.25,67.83333333333333,69.8125,70.375,68.79166666666667,70.0625,69.83333333333333,70.0,69.53125,69.41666666666667,71.16666666666667,70.25,69.0625,70.3125,70.54166666666667,69.75,70.70833333333333,72.125,72.04166666666667,70.5,68.84375,70.40625,70.625,70.625,70.08333333333333,71.0,69.4375,70.58333333333333,68.66666666666667,69.625,67.9375,70.59375,70.41666666666667,70.375,73.91666666666667,71.75
4,2021-02-28,07:00:00,72.8125,72.3125,73.0,72.66666666666667,72.375,72.58333333333333,72.875,72.70833333333333,71.71875,71.75,71.75,71.6875,71.41666666666667,71.33333333333333,72.29166666666667,71.20833333333333,70.75,71.875,73.16666666666667,72.33333333333333,71.83333333333333,71.5,71.91666666666667,71.40625,71.8125,75.0,72.34375,71.875,79.29166666666667,79.0,72.5,73.0,72.8125,73.125,72.54166666666667,72.875,72.79166666666667,72.16666666666667,73.04166666666667,71.3125,72.875,73.04166666666667,73.75,72.375,80.0,80.41666666666667,75.04166666666667
5,2021-02-28,07:15:00,70.20833333333333,70.75,71.79166666666667,70.5,71.34375,70.33333333333333,71.04166666666667,72.1875,70.8125,69.6875,72.0,71.25,71.54166666666667,71.66666666666667,72.4375,71.54166666666667,71.65625,71.78125,72.0,72.125,71.66666666666667,72.70833333333333,72.16666666666667,71.8125,71.58333333333333,71.28125,72.5,71.54166666666667,79.0,80.83333333333333,71.29166666666667,71.91666666666667,73.04166666666667,71.16666666666667,70.70833333333333,72.08333333333333,70.95833333333333,70.54166666666667,71.375,69.70833333333333,71.91666666666667,72.91666666666667,72.0,71.79166666666667,75.16666666666667,80.9375,72.58333333333333
6,2021-02-28,07:30:00,70.25,71.125,72.125,70.90625,71.0,71.0,70.83333333333333,71.79166666666667,71.28125,70.0,71.25,71.20833333333333,69.375,70.54166666666667,71.3125,71.25,71.375,71.875,71.6875,71.54166666666667,71.3125,71.875,71.4375,70.41666666666667,70.25,70.70833333333333,71.25,72.20833333333333,77.125,78.96875,71.1875,71.625,71.875,70.375,69.5,70.04166666666667,70.25,70.16666666666667,70.625,69.25,70.95833333333333,69.125,70.79166666666667,68.9375,71.125,78.53125,73.75
7,2021-02-28,07:45:00,69.29166666666667,70.20833333333333,70.5,69.66666666666667,68.25,70.875,70.45833333333333,71.75,70.125,69.70833333333333,71.0625,70.125,69.0,69.53125,70.375,69.75,70.54166666666667,70.46875,71.875,70.41666666666667,71.40625,71.08333333333333,70.03125,69.54166666666667,70.66666666666667,70.9375,70.33333333333333,69.25,74.96875,80.1875,71.04166666666667,70.34375,70.25,70.0625,70.25,71.08333333333333,69.91666666666667,69.20833333333333,70.20833333333333,69.8125,70.91666666666667,69.125,70.25,69.54166666666667,71.125,75.0,71.15625
8,2021-02-28,08:00:00,69.875,70.625,69.375,70.33333333333333,69.58333333333333,70.25,69.5625,70.54166666666667,70.66666666666667,70.3125,71.16666666666667,70.08333333333333,70.58333333333333,70.33333333333333,70.15625,69.95833333333333,69.95833333333333,71.75,70.95833333333333,71.3125,70.79166666666667,70.41666666666667,71.125,71.375,70.375,70.41666666666667,70.29166666666667,70.83333333333333,71.8125,74.08333333333333,70.0625,70.16666666666667,71.08333333333333,69.5,69.875,70.79166666666667,69.5,69.58333333333333,70.29166666666667,69.70833333333333,70.58333333333333,69.95833333333333,70.125,69.3125,70.0,71.3125,70.875
9,2021-02-28,08:15:00,66.66666666666667,68.4375,68.65625,67.75,67.45833333333333,67.78125,67.79166666666667,68.75,69.125,68.83333333333333,68.08333333333333,67.9375,68.375,68.16666666666667,68.1875,67.375,69.8125,68.375,69.58333333333333,68.83333333333333,68.75,68.625,68.625,68.5625,68.3125,68.25,69.08333333333333,67.875,70.08333333333333,75.125,68.875,67.3125,68.66666666666667,68.0,67.45833333333333,68.66666666666667,68.0,65.5,68.0625,68.29166666666667,66.75,67.8125,68.0625,66.875,68.59375,67.9375,68.20833333333333
