,Data,Hora,OP4.1.1 I (A),OP4.1.2 I (A),OP4.1.3 I (A),OP4.1.4 I (A),OP4.1.5 I (A),OP4.1.6 I (A),OP4.1.7 I (A),OP4.1.8 I (A),OP4.1.9 I (A),OP4.1.10 I (A),OP4.1.11 I (A),OP4.1.12 I (A),OP4.1.13 I (A),OP4.1.14 I (A),OP4.1.15 I (A),OP4.1.16 I (A),OP4.1.17 I (A),OP4.1.18 I (A),OP4.1.19 I (A),OP4.1.20 I (A),OP4.1.21 I (A),OP4.1.22 I (A),OP4.2.1 I (A),OP4.2.2 I (A),OP4.2.3 I (A),OP4.2.4 I (A),OP4.2.5 I (A),OP4.2.7 I (A),OP4.2.8 I (A),OP4.2.9 I (A),OP4.2.10 I (A),OP4.2.11 I (A),OP4.2.12 I (A),OP4.2.13 I (A),OP4.2.14 I (A),OP4.2.15 I (A),OP4.2.16 I (A),OP4.2.17 I (A),OP4.2.18 I (A),OP4.2.19 I (A),OP4.2.20 I (A),OP4.2.21 I (A),OP4.2.22 I (A),OP4.3.1 I (A),OP4.3.2 I (A),OP4.3.3 I (A),OP4.3.4 I (A),OP4.3.5 I (A),OP4.3.6 I (A),OP4.3.7 I (A),OP4.3.8 I (A),OP4.3.9 I (A),OP4.3.10 I (A),OP4.3.11 I (A),OP4.3.12 I (A),OP4.3.13 I (A),OP4.3.14 I (A),OP4.3.15 I (A),OP4.3.16 I (A),OP4.3.17 I (A),OP4.3.18 I (A),OP4.3.19 I (A),OP4.3.20 I (A),OP4.3.21 I (A),OP4.3.22 I (A),OP4.4.1 I (A),OP4.4.2 I (A),OP4.4.3 I (A),OP4.4.4 I (A),OP4.4.5 I (A),OP4.4.6 I (A),OP4.4.7 I (A),OP4.4.8 I (A),OP4.4.9 I (A),OP4.4.10 I (A),OP4.4.11 I (A),OP4.4.12 I (A),OP4.4.13 I (A),OP4.4.14 I (A),OP4.4.15 I (A),OP4.4.16 I (A),OP4.4.17 I (A),OP4.4.18 I (A),OP4.4.19 I (A),OP4.4.20 I (A),OP4.5.1 I (A),OP4.5.2 I (A),OP4.5.3 I (A),OP4.5.4 I (A),OP4.5.5 I (A),OP4.5.6 I (A),OP4.5.7 I (A),OP4.5.8 I (A),OP4.5.9 I (A),OP4.5.10 I (A),OP4.5.11 I (A),OP4.5.12 I (A),OP4.5.13 I (A),OP4.5.14 I (A),OP4.5.15 I (A),OP4.5.16 I (A),OP4.5.17 I (A),OP4.5.18 I (A),OP4.5.19 I (A),OP4.5.20 I (A),OP4.5.21 I (A),OP4.5.22 I (A),OP4.6.1 I (A),OP4.6.2 I (A),OP4.6.3 I (A),OP4.6.4 I (A),OP4.6.5 I (A),OP4.6.6 I (A),OP4.6.7 I (A),OP4.6.8 I (A),OP4.6.9 I (A),OP4.6.10 I (A),OP4.6.11 I (A),OP4.6.12 I (A),OP4.6.13 I (A),OP4.6.14 I (A),OP4.6.15 I (A),OP4.6.16 I (A),OP4.6.17 I (A),OP4.6.18 I (A),OP4.6.19 I (A),OP4.6.20 I (A),OP4.6.21 I (A),OP4.6.22 I (A),OP4.7.1 I (A),OP4.7.2 I (A),OP4.7.3 I (A),OP4.7.4 I (A),OP4.7.5 I (A),OP4.7.6 I (A),OP4.7.7 I (A),OP4.7.8 I (A),OP4.7.9 I (A),OP4.7.10 I (A),OP4.7.11 I (A),OP4.7.12 I (A),OP4.7.13 I (A),OP4.7.14 I (A),OP4.7.15 I (A),OP4.7.16 I (A),OP4.7.17 I (A),OP4.7.18 I (A),OP4.7.19 I (A),OP4.7.20 I (A),OP4.7.21 I (A),OP4.7.22 I (A),OP4.8.1 I (A),OP4.8.2 I (A),OP4.8.3 I (A),OP4.8.4 I (A),OP4.8.5 I (A),OP4.8.6 I (A),OP4.8.7 I (A),OP4.8.8 I (A),OP4.8.9 I (A),OP4.8.10 I (A),OP4.8.11 I (A),OP4.8.12 I (A),OP4.8.13 I (A),OP4.8.14 I (A),OP4.8.15 I (A),OP4.8.16 I (A),OP4.8.17 I (A),OP4.8.18 I (A),OP4.8.19 I (A),OP4.8.20 I (A),OP4.8.21 I (A),OP4.8.22 I (A),OP4.9.1 I (A),OP4.9.2 I (A),OP4.9.3 I (A),OP4.9.4 I (A),OP4.9.5 I (A),OP4.9.6 I (A),OP4.9.7 I (A),OP4.9.8 I (A),OP4.9.9 I (A),OP4.9.10 I (A),OP4.9.11 I (A),OP4.9.12 I (A),OP4.9.13 I (A),OP4.9.14 I (A),OP4.9.15 I (A),OP4.9.16 I (A),OP4.9.17 I (A),OP4.9.18 I (A),OP4.9.19 I (A),OP4.9.20 I (A),OP4.9.21 I (A),OP4.9.22 I (A)
0,2021-02-17,06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021-02-17,06:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2021-02-17,06:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2021-02-17,06:45:00,0.0,0.0,0.0063,0.0,0.05,0.0,0.0,0.02815,0.0,0.0,0.0,0.0,0.0375,0.0,0.0,0.0,0.0,0.06795483870967742,0.025,0.0,0.0,0.0,0.0271,0.0125,0.006266666666666667,0.0,0.1125,0.0688,0.0,0.0,0.0,0.1063,0.02969166666666667,0.1063,0.0,0.03333333333333333,0.0,0.0312,0.012499999999999999,0.0,0.125,0.0938,0.00027391304347826085,0.0,0.0,0.0020833333333333333,0.0,0.0,0.075,0.0,0.0,0.0,0.0,0.10435384615384617,0.03956666666666667,0.0,0.0625,0.0375,0.0,0.075,0.0,0.025,0.0,0.1094,0.0,0.14064,0.075,0.0,0.0,0.0,0.0,0.0,0.0938,0.0,0.0,0.0813,0.01720416666666667,0.125,0.0,0.0,0.0,0.1375,0.0,0.0125,0.0,0.0813,0.0,0.075,0.0,0.0,0.0,0.035399999999999994,0.007305555555555556,0.0,0.0312,0.1063,0.0,0.0,0.0,0.00625,0.0,0.1063,0.09065000000000001,0.0,0.0,0.0,0.0,0.0219,0.1063,0.0125,0.0,0.0,0.0,0.0,0.0625,0.025,0.05,0.075,0.0,0.017864285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04376666666666667,0.05,0.075,0.0,0.0125,0.0375,0.0063,0.0,0.0,0.04065,0.0,0.0042,0.05,0.01875,0.1375,0.1063,0.075,0.10314999999999999,0.0,0.0,0.00315,0.0,0.1063,0.1562,0.05,0.05,0.075,0.075,0.0,0.075,0.0375,0.075,0.0813,0.0375,0.0,0.125,0.1063,0.0813,0.0688,0.19375,0.125,0.06058461538461538,0.018775,0.13125,0.0,0.05024230769230769,0.0,0.0,0.0,0.075,0.0,0.0,0.0,0.1138782608695652,0.0,0.04375,0.0,0.0,0.06876666666666667,0.0312,0.0,0.07505,0.0,0.056249999999999994,0.009681818181818182,0.035781818181818185,0.0,0.0
4,2021-02-17,07:00:00,0.201575,0.1219,0.125,0.25206666666666666,0.1771,0.1844,0.18125,0.1531,0.07083333333333335,0.20315,0.1516,0.1125,0.0938,0.11876666666666665,0.041666666666666664,0.12919999999999998,0.15315,0.17815,0.23125,0.125,0.154675,0.1,0.14685,0.1896,0.16253333333333334,0.0813,0.2,0.17500000000000002,0.1771,0.12083333333333335,0.13125,0.21666666666666667,0.1875,0.20625000000000002,0.13126666666666667,0.28125,0.15833333333333333,0.18435,0.20206666666666664,0.190625,0.26043333333333335,0.19793333333333332,0.18336666666666668,0.13440000000000002,0.2172,0.1563,0.16092499999999998,0.128125,0.14793333333333333,0.16876666666666665,0.11875,0.06666666666666667,0.05,0.225,0.1375,0.225,0.19065,0.12190000000000001,0.1791666666666667,0.1844,0.175,0.17293333333333336,0.15155,0.2625,0.0771,0.2812,0.15,0.16456666666666667,0.09375,0.0979,0.162525,0.1344,0.1875,0.16040000000000001,0.23125,0.1125,0.1625,0.2438,0.14583333333333334,0.187525,0.10836666666666667,0.20005,0.1406,0.10000000000000002,0.1292,0.1625,0.081275,0.15206666666666666,0.12916666666666668,0.12815,0.1416666666666667,0.17503333333333335,0.15,0.14166666666666666,0.12503333333333333,0.17815,0.13125,0.13956666666666667,0.15,0.13435,0.18753333333333333,0.1646,0.29064999999999996,0.08336666666666666,0.0641,0.109375,0.089075,0.1938,0.15,0.1406,0.08125,0.14689999999999998,0.10625000000000001,0.2328,0.1063,0.075,0.25625,0.1375,0.10206666666666668,0.1313,0.11095,0.12503333333333333,0.17659999999999998,0.2625,0.259375,0.15836666666666668,0.19845000000000002,0.1844,0.1125,0.18543333333333334,0.12083333333333335,0.14375,0.1708333333333333,0.0896,0.2094,0.09375,0.23125,0.1094,0.1146,0.20000000000000004,0.17815,0.2396,0.19169999999999998,0.20625,0.27815,0.09999999999999999,0.132825,0.1667,0.24583333333333335,0.21043333333333333,0.2438,0.20210000000000003,0.2516,0.17185,0.22345,0.0979,0.22293333333333334,0.16043333333333334,0.1812666666666667,0.1094,0.175025,0.14375,0.26456666666666667,0.18333333333333335,0.2125,0.19376666666666664,0.25625,0.23754999999999998,0.21876666666666666,0.2047,0.24064999999999998,0.10626666666666668,0.217175,0.20626666666666668,0.19065,0.15625,0.24793333333333334,0.08125,0.217225,0.1292,0.22815,0.13336666666666666,0.18125,0.04065,0.08753333333333334,0.17920000000000003,0.125,0.09793333333333333,0.125,0.198425,0.17185,0.1594,0.1844,0.16253333333333334,0.28126666666666666
5,2021-02-17,07:15:00,0.4937666666666667,0.4062,0.3312,0.475,0.41253333333333336,0.41875,0.3375,0.3312,0.27709999999999996,0.4521,0.3781,0.3208666666666667,0.31875,0.3,0.1781,0.36875,0.3792,0.38126666666666664,0.3625,0.35784999999999995,0.38749999999999996,0.37815,0.3906,0.38434999999999997,0.43125,0.39064999999999994,0.4094,0.4145666666666667,0.407825,0.368725,0.38280000000000003,0.4771,0.38749999999999996,0.45935,0.33959999999999996,0.43333333333333335,0.4,0.3833333333333333,0.4438,0.43125,0.5063,0.4458666666666667,0.42083333333333334,0.0,0.42086666666666667,0.33956666666666663,0.35315,0.3438,0.4062333333333334,0.3292,0.3229,0.20833333333333334,0.24793333333333334,0.409375,0.34065,0.4438,0.3375,0.3000333333333334,0.39690000000000003,0.40210000000000007,0.4313,0.3271,0.33440000000000003,0.525,0.2812,0.467175,0.36562500000000003,0.31876666666666664,0.2625,0.2958,0.3906,0.36876666666666663,0.39999999999999997,0.3437666666666666,0.4656,0.364075,0.3729,0.44377500000000003,0.3188,0.425,0.32815,0.4167,0.35155000000000003,0.3,0.3438,0.38753333333333334,0.29796666666666666,0.35000000000000003,0.2917,0.3083666666666667,0.3771,0.42710000000000004,0.3583,0.35000000000000003,0.31875,0.40625,0.2750333333333333,0.375,0.3687333333333333,0.3666333333333333,0.375,0.37916666666666665,0.4291666666666667,0.26876666666666665,0.25,0.3541666666666667,0.33960000000000007,0.3719,0.4062333333333334,0.41877499999999995,0.31565,0.4406,0.4,0.4719,0.3979,0.36405,0.44065,0.34685,0.3406,0.39217500000000005,0.3833333333333333,0.39685,0.44065,0.47289999999999993,0.52815,0.4094,0.4896,0.37815,0.35,0.44535,0.40210000000000007,0.3333333333333333,0.39687500000000003,0.3916666666666666,0.47505,0.36565000000000003,0.3854,0.29995,0.42815000000000003,0.425,0.39166666666666666,0.4937333333333333,0.4469,0.4469,0.42815,0.32916666666666666,0.40935,0.4563,0.5140750000000001,0.4833333333333334,0.5344,0.45315000000000005,0.0,0.40315,0.4969,0.3375333333333333,0.4875,0.4312666666666667,0.4375333333333334,0.40210000000000007,0.4666666666666666,0.40935,0.5062333333333333,0.47497500000000004,0.4312666666666667,0.38439999999999996,0.4937666666666667,0.42919999999999997,0.4844,0.4438,0.4687666666666666,0.3875,0.5104333333333333,0.46670000000000006,0.4791666666666667,0.457825,0.4896,0.31877500000000003,0.5250333333333334,0.43543333333333334,0.4146,0.4146,0.337525,0.1875,0.23336666666666664,0.3594,0.3125,0.29163333333333336,0.3000333333333334,0.4479,0.375,0.3437,0.38749999999999996,0.37185,0.47814999999999996
6,2021-02-17,07:30:00,0.67505,0.5734750000000001,0.6062333333333333,0.6844,0.6031500000000001,0.6375,0.5458666666666666,0.6,0.44999999999999996,0.6375500000000001,0.5344,0.5375333333333333,0.4938,0.4833333333333334,0.35314999999999996,0.596875,0.5687666666666668,0.6708333333333334,0.6469,0.5979333333333333,0.5604666666666667,0.61565,0.49375,0.5333333333333333,0.5708666666666667,0.6437666666666667,0.6729333333333334,0.6083666666666666,0.6437666666666667,0.6,0.6125,0.6667,0.6516,0.6109249999999999,0.53435,0.6219,0.58905,0.5563,0.6313,0.5812666666666667,0.67505,0.6375,0.6125333333333333,0.5729333333333334,0.6437666666666667,0.51875,0.5791666666666666,0.5281250000000001,0.5750500000000001,0.5438000000000001,0.5604666666666667,0.467225,0.4375,0.65,0.5604333333333334,0.6219,0.46670000000000006,0.5146000000000001,0.5875333333333334,0.60005,0.625025,0.5125500000000001,0.5063,0.6708666666666666,0.5000333333333332,0.65315,0.5625,0.5594,0.4688,0.4875,0.5458666666666666,0.5708666666666667,0.62815,0.5917,0.653125,0.55,0.5667,0.675,0.556275,0.6250333333333333,0.46875,0.6333666666666667,0.5750500000000001,0.5166666666666667,0.5250333333333334,0.5625,0.4916666666666667,0.59065,0.55005,0.54375,0.62815,0.5979333333333333,0.5406500000000001,0.6395666666666666,0.5812666666666667,0.6125,0.5854,0.5468999999999999,0.5812999999999999,0.5594,0.6125333333333334,0.61565,0.6396000000000001,0.5291666666666667,0.44065,0.5771000000000001,0.5021333333333334,0.5937666666666667,0.6344000000000001,0.6458666666666667,0.4458666666666667,0.5750500000000001,0.556275,0.6229666666666667,0.5708666666666666,0.5729333333333333,0.67815,0.5771333333333334,0.5396,0.6125,0.5438000000000001,0.56565,0.6042,0.7041666666666666,0.7000249999999999,0.6313,0.6541666666666667,0.6250333333333333,0.556275,0.6469,0.6125333333333334,0.5708666666666667,0.6437666666666667,0.6125,0.60625,0.6031,0.601575,0.5468500000000001,0.65,0.6604333333333333,0.6437666666666667,0.7219,0.6938,0.6375000000000001,0.6875,0.60625,0.56565,0.60005,0.7646000000000001,0.7062999999999999,0.7563,0.675,0.7062666666666667,0.6958666666666667,0.706275,0.60625,0.6688000000000001,0.6843750000000001,0.6646,0.6229333333333334,0.6844,0.6313,0.7479333333333334,0.7,0.6563,0.6938,0.6969000000000001,0.66255,0.7229666666666668,0.69065,0.6958666666666667,0.6437666666666667,0.7063,0.6708666666666666,0.6594,0.6875,0.7167,0.5542000000000001,0.7542,0.66875,0.6656,0.55315,0.5708666666666667,0.3563,0.40935,0.50935,0.47713333333333335,0.55,0.5063,0.6125,0.6354333333333333,0.5229333333333334,0.6166333333333333,0.6219,0.6541666666666667
7,2021-02-17,07:45:00,0.9547,0.84065,0.86255,1.06565,0.839075,0.8812666666666665,0.925,0.7219,0.5844,0.8437666666666667,0.75315,0.8167,0.8313,0.7125,0.5516,0.8844000000000001,0.975,0.94065,0.8313,0.8375333333333334,0.94065,0.8813,0.7333666666666666,0.7792,0.8906499999999999,0.875,0.9438,0.85625,0.90315,0.8718750000000001,0.8437666666666667,0.9812666666666666,0.9729333333333333,0.8771,0.779725,0.8938,0.9563,0.8813,0.8167,0.856275,0.9438,0.9375,0.8854333333333333,0.8771,0.8625,0.7469,0.7854333333333333,0.8,0.7063,0.7333666666666666,0.7229333333333333,0.7219,0.6125333333333334,0.7750333333333334,0.7416666666666667,0.8666666666666667,0.65005,0.67815,0.8104333333333334,0.8229666666666667,0.87815,0.65315,0.6938,0.8874999999999998,0.7083666666666667,0.7563,0.7395999999999999,0.7604333333333333,0.6718999999999999,0.7313000000000001,0.84065,0.84065,0.8625,0.8625333333333334,0.9375333333333334,0.7875,0.8375333333333334,0.8593500000000001,0.81565,0.925,0.74065,0.8938,0.80315,0.7563,0.7687666666666667,0.6938,0.7062666666666667,0.8,0.7313000000000001,0.76875,0.75315,0.77815,0.8562666666666668,0.8583666666666666,0.7833333333333333,0.8583666666666666,0.925,0.7937666666666668,0.8208666666666667,0.8646333333333334,0.8313,0.9000333333333334,0.8625000000000002,0.725,0.69065,0.7719,0.77815,0.971875,0.9250333333333334,0.9208666666666666,0.7021000000000001,0.8625,0.8229666666666667,0.8938,0.8375,0.7625,0.9375,0.8041666666666667,0.78285,0.8313,0.803125,0.8333666666666667,0.81875,0.9666666666666667,0.9625,0.8521000000000001,0.9187666666666666,0.9146000000000001,0.88125,0.8521333333333333,0.8688,0.77815,0.9062666666666667,0.90005,0.8583333333333334,0.8187666666666668,0.8792,0.7542,0.864075,0.8624999999999999,0.8771000000000001,0.9541666666666666,0.9438,0.9062666666666667,0.9344000000000001,0.8416666666666667,0.7922,0.81875,1.0625,0.9594,1.0438,0.93125,0.9125,0.9083333333333333,0.9781500000000001,0.8479333333333333,0.9292000000000001,0.9094,0.9187500000000001,0.88125,0.9469,0.7937666666666666,0.9312666666666667,0.9812666666666666,0.9437666666666665,0.9312499999999999,0.9672,0.9166666666666666,0.85625,0.9531499999999999,0.9270999999999999,0.8469,0.79375,0.8875,1.0312,0.8917,1.0625,0.81565,1.0167,0.9541666666666666,0.89375,0.6625,0.84375,0.5395666666666666,0.50315,0.725,0.7354333333333334,0.7708666666666667,0.69065,0.835975,0.8875333333333334,0.7542,0.8547250000000001,0.8015749999999999,0.8094
8,2021-02-17,08:00:00,0.94065,0.8395666666666667,0.8604333333333334,1.0104333333333333,0.8562666666666666,0.9,0.8271000000000001,0.8541666666666666,0.7094,0.8875,0.83125,0.7937666666666668,0.7395999999999999,0.7104333333333335,0.5719000000000001,0.8375,0.8542,0.925,0.8896000000000001,0.8906000000000001,0.8469000000000001,0.86565,0.7999999999999999,0.8229333333333333,0.8145666666666666,0.9218999999999999,0.9416666666666668,0.9,0.9141,0.8438,0.86255,0.9563,0.9042,0.8938,0.7625,0.8796999999999999,0.8395666666666667,0.8166666666666668,0.0,0.8625000000000002,0.8938,0.8937666666666667,0.8875,0.775,0.8854333333333333,0.7546999999999999,0.8094,0.7859750000000001,0.8313,0.80005,0.781275,0.693775,0.6437666666666666,0.8791666666666668,0.7854333333333333,0.8,0.6646000000000001,0.8000333333333334,0.8417,0.875,0.8958666666666666,0.7,0.7229666666666668,0.9,0.725,0.8687999999999999,0.7687666666666667,0.8271000000000001,0.675,0.78755,0.8354333333333334,0.8208666666666667,0.9021,0.8583666666666666,0.9000333333333334,0.7583333333333334,0.8438,0.8922,0.8,0.8765749999999999,0.7375333333333334,0.8896000000000001,0.7969,0.7854333333333333,0.806275,0.8250333333333333,0.75,0.8396,0.7687666666666667,0.7583333333333333,0.8833333333333333,0.8583333333333334,0.80005,0.9,0.8094,0.8875500000000001,0.8521000000000001,0.77815,0.8219000000000001,0.8458333333333333,0.8645999999999999,0.8896000000000001,0.86875,0.7875333333333333,0.7104333333333334,0.775,0.7396333333333334,0.8219000000000001,0.8937666666666667,0.8624999999999999,0.7062333333333334,0.8469,0.775,0.9,0.8000333333333334,0.81565,0.8812666666666665,0.7812,0.7625000000000001,0.8583666666666666,0.7687666666666667,0.80005,0.8344,0.925,0.9396,0.81565,0.91255,0.8875,0.7906,0.9249999999999999,0.8729333333333334,0.8104333333333334,0.85625,0.84685,0.9416666666666668,0.8969,0.83125,0.8062666666666667,0.84065,0.95,0.8812666666666665,1.0208666666666666,0.9344,0.9172,0.9291999999999999,0.8291666666666666,0.8417,0.8729666666666667,1.0042,0.9708666666666667,0.925,0.9083666666666667,0.96875,1.0,0.9666666666666667,0.8187333333333333,1.0125,0.9270999999999999,0.0,0.8750333333333332,0.9292000000000001,0.9000333333333334,0.9979333333333334,0.875,0.8958666666666666,0.9469000000000001,0.94065,0.9624999999999999,1.0094,0.90315,0.9469,0.9291666666666667,0.9625,0.92345,0.9083666666666667,0.9500500000000001,0.9594,0.8313,0.94065,0.8438,0.875,0.8000333333333334,0.7719,0.5604333333333333,0.5750333333333333,0.7281500000000001,0.675,0.6562,0.7094,0.8770666666666666,0.925,0.8047,0.9094,0.8250000000000001,0.9187666666666666
9,2021-02-17,08:15:00,1.1375333333333335,1.0687666666666666,1.10625,1.1896000000000002,1.2094,1.1438,1.0833333333333333,1.1438,0.9416666666666668,1.24065,1.0645999999999998,1.0969000000000002,0.9625333333333334,0.0,0.77815,1.1781,1.2999999999999998,1.1562666666666666,1.2312750000000001,1.1844000000000001,1.2187999999999999,1.3770666666666667,0.8875500000000001,0.9469,1.0625,1.1062666666666667,1.1375,1.15625,1.18125,1.0646333333333333,1.2167000000000001,1.25315,1.4469,1.3047,1.1479333333333335,1.2396333333333334,1.1797,1.0250333333333332,1.190625,1.23125,1.3167,1.2625,1.2375,1.0771333333333333,1.4625,1.0688,1.5625333333333333,1.0875,1.16875,1.14065,1.0906500000000001,0.9563,0.8125333333333332,1.1359750000000002,1.0,1.073475,0.90625,1.0375,1.126575,1.1979333333333335,1.1688,0.9104333333333333,0.94065,1.2266,0.91875,1.0625,1.0791666666666666,1.05315,0.94065,0.9344,1.0406499999999999,1.0333666666666665,1.1958333333333335,1.175,1.2156500000000001,1.0062666666666666,1.089075,1.2646,1.068775,1.25315,1.025,1.1938,1.1094,0.9729333333333333,1.0906500000000001,1.1968999999999999,0.9562499999999999,1.2156500000000001,1.0938,1.0292000000000001,1.1333333333333335,1.2125000000000001,1.1396,1.1333666666666666,1.1500333333333332,1.1562333333333334,1.06565,1.1104333333333332,1.08125,1.1292,1.1792,1.2313,1.1708333333333334,1.09375,1.0771,1.1041666666666667,1.04375,1.4125333333333334,1.2083666666666666,1.20625,0.86255,1.0125333333333335,0.9958666666666667,1.1,1.05,1.064075,1.0875000000000001,1.0458333333333334,1.05315,1.2521,1.1094,0.9750333333333333,1.1188,1.1844000000000001,1.2391,1.1265749999999999,1.2896,1.1687500000000002,1.0792000000000002,1.2729333333333333,1.2125,1.30005,1.1938,1.1594,1.2000333333333335,1.2083666666666666,1.1188,1.066633333333333,1.1656499999999999,1.15005,1.1875,1.325,1.3813,1.5063,1.2281499999999999,1.1125,1.3125,1.1437666666666668,1.4406500000000002,1.2969,1.27505,1.268775,1.2167000000000001,1.2729333333333333,1.3546749999999999,1.3750499999999999,1.25315,1.1343999999999999,1.1969,1.2771,1.1500333333333332,1.3969,1.3167,1.3187666666666666,1.2937333333333332,1.2396,1.25625,1.2521,1.3563,1.2875,1.375,1.20315,1.2208333333333332,1.44375,1.3969,1.23125,1.4000333333333332,1.0250333333333332,1.2625,1.2916999999999998,1.162525,1.0354333333333334,0.9937666666666667,0.7229333333333333,0.7083333333333334,0.898475,0.8542000000000001,0.9104333333333333,0.9354333333333332,1.1000333333333334,1.25625,1.0625,1.1313,1.1344,1.2344
