,Data,Hora,P1.1.1 V (V),P1.1.2 V (V),P1.1.3 V (V),P1.1.4 V (V),P1.1.5 V (V),P1.1.6 V (V),P1.1.7 V (V),P1.1.8 V (V),P1.1.9 V (V),P1.1.10 V (V),P1.1.11 V (V),P1.1.12 V (V),P1.1.13 V (V),P1.1.14 V (V),P1.1.15 V (V),P1.1.16 V (V),P1.2.1 V (V),P1.2.2 V (V),P1.2.3 V (V),P1.2.4 V (V),P1.2.5 V (V),P1.2.6 V (V),P1.2.7 V (V),P1.2.8 V (V),P1.2.9 V (V),P1.2.11 V (V),P1.2.12 V (V),P1.2.13 V (V),P1.2.14 V (V),P1.2.15 V (V),P1.2.16 V (V),P1.3.1 V (V),P1.3.2 V (V),P1.3.3 V (V),P1.3.4 V (V),P1.3.5 V (V),P1.3.6 V (V),P1.3.7 V (V),P1.3.9 V (V),P1.3.10 V (V),P1.3.11 V (V),P1.3.12 V (V),P1.3.13 V (V),P1.3.14 V (V),P1.3.15 V (V),P1.3.16 V (V)
0,2021-05-26,06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021-05-26,06:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2021-05-26,06:30:00,0.0,0.0,0.0,0.0,0.0,69.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.5,69.41666666666667,45.125,69.94396551724138,0.0,68.93103448275862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.5546875,0.0,69.22826086956522,0.0,0.0,0.0,0.0,0.0
3,2021-05-26,06:45:00,60.375,54.125,59.5,61.6875,64.08333333333333,70.175,58.75,50.375,64.4375,63.1875,62.5,65.5625,64.1875,58.3125,59.3125,59.25,65.625,61.1875,56.0625,69.71875,70.42857142857143,65.3125,70.89285714285714,55.0625,69.8125,64.4375,64.0625,65.625,61.8125,58.0625,62.375,48.375,63.3125,64.8125,62.4375,62.75,64.0625,58.8125,69.18181818181819,62.625,69.89285714285714,66.125,59.625,62.375,64.625,60.6875
4,2021-05-26,07:00:00,59.291666666666664,67.1875,64.33333333333333,65.625,60.3125,62.416666666666664,63.583333333333336,63.541666666666664,66.83333333333333,67.1875,64.5,66.3125,66.75,64.91666666666667,63.083333333333336,63.791666666666664,63.875,64.91666666666667,62.041666666666664,66.95833333333333,64.4375,62.791666666666664,66.0,57.666666666666664,64.0,63.5,66.0,66.83333333333333,67.41666666666667,67.125,65.0625,60.125,66.04166666666667,64.70833333333333,66.25,64.41666666666667,66.125,63.75,63.041666666666664,61.4375,63.916666666666664,64.33333333333333,60.208333333333336,67.375,66.4375,64.25
5,2021-05-26,07:15:00,62.125,67.71875,60.0,65.125,65.75,65.91666666666667,64.5,63.625,66.79166666666667,65.5,65.25,68.25,67.54166666666667,63.916666666666664,64.75,64.95833333333333,65.375,65.33333333333333,64.66666666666667,65.79166666666667,63.208333333333336,64.5,64.20833333333333,63.9375,66.0625,64.375,66.0,66.16666666666667,67.0625,66.25,66.83333333333333,61.875,62.75,65.125,64.6875,63.375,65.25,62.8125,62.916666666666664,65.375,65.58333333333333,67.45833333333333,61.5625,66.41666666666667,67.125,66.625
6,2021-05-26,07:30:00,65.9375,69.25,66.58333333333333,66.58333333333333,66.45833333333333,65.04166666666667,64.79166666666667,67.625,67.625,67.58333333333333,66.08333333333333,68.125,66.29166666666667,66.91666666666667,66.5,68.16666666666667,66.75,67.3125,66.79166666666667,67.5,66.20833333333333,65.54166666666667,68.04166666666667,66.91666666666667,66.6875,68.41666666666667,67.04166666666667,68.25,69.9375,70.875,66.625,66.34375,67.54166666666667,65.33333333333333,66.625,66.66666666666667,68.25,67.375,64.95833333333333,66.79166666666667,66.0,67.4375,66.29166666666667,68.75,68.5,67.08333333333333
7,2021-05-26,07:45:00,66.375,67.125,66.0,68.66666666666667,68.04166666666667,66.875,68.83333333333333,67.33333333333333,69.0,68.83333333333333,69.875,67.875,68.5,66.41666666666667,68.875,69.75,66.16666666666667,67.875,69.33333333333333,68.41666666666667,69.3125,66.5,70.8125,67.5625,67.41666666666667,67.91666666666667,70.125,67.16666666666667,70.25,68.8125,69.6875,66.66666666666667,68.5,67.8125,68.9375,69.625,67.79166666666667,66.75,66.29166666666667,68.4375,67.875,67.875,66.41666666666667,67.875,69.70833333333333,67.875
8,2021-05-26,08:00:00,69.33333333333333,69.08333333333333,68.3125,68.125,69.54166666666667,69.625,68.16666666666667,68.5625,69.08333333333333,68.83333333333333,69.1875,69.125,68.875,69.41666666666667,68.75,68.66666666666667,67.70833333333333,69.25,70.25,69.04166666666667,70.33333333333333,68.41666666666667,69.0,69.54166666666667,69.0,69.54166666666667,69.33333333333333,69.83333333333333,69.08333333333333,70.91666666666667,69.6875,69.54166666666667,68.91666666666667,69.0,69.375,69.875,70.125,67.5,67.45833333333333,69.45833333333333,68.1875,69.04166666666667,68.45833333333333,69.0,70.91666666666667,69.58333333333333
9,2021-05-26,08:15:00,67.125,68.79166666666667,66.95833333333333,67.625,67.25,68.3125,66.875,67.625,69.25,68.41666666666667,69.25,68.0,68.04166666666667,67.125,66.95833333333333,67.20833333333333,67.54166666666667,67.75,68.75,68.58333333333333,68.41666666666667,67.625,67.8125,68.16666666666667,66.625,67.375,68.16666666666667,68.41666666666667,69.375,70.0,70.75,68.75,69.0,67.28125,67.41666666666667,67.875,67.625,66.3125,66.54166666666667,67.79166666666667,66.70833333333333,68.95833333333333,67.5625,69.375,70.125,68.5
10,2021-05-26,08:30:00,68.16666666666667,68.25,67.9375,68.16666666666667,68.0,67.25,68.875,68.1875,68.875,69.5,68.25,68.70833333333333,68.20833333333333,64.875,68.29166666666667,68.4375,67.83333333333333,66.95833333333333,69.0625,68.16666666666667,68.875,69.9375,70.33333333333333,68.0,67.875,69.45833333333333,69.08333333333333,69.3125,69.75,69.45833333333333,68.70833333333333,67.3125,68.16666666666667,69.3125,69.08333333333333,68.08333333333333,69.08333333333333,67.25,67.79166666666667,68.5,67.75,68.33333333333333,67.40625,68.375,70.5625,67.25
11,2021-05-26,08:45:00,69.20833333333333,70.625,70.25,69.41666666666667,69.20833333333333,68.625,69.4375,67.75,69.33333333333333,69.0,69.9375,70.20833333333333,69.58333333333333,68.45833333333333,68.9375,69.29166666666667,68.66666666666667,68.875,69.625,68.95833333333333,69.83333333333333,69.0,68.95833333333333,69.625,70.66666666666667,69.625,69.16666666666667,69.75,70.66666666666667,70.95833333333333,69.41666666666667,68.08333333333333,70.0,68.66666666666667,69.0,69.29166666666667,69.04166666666667,69.08333333333333,67.5,69.29166666666667,69.125,70.0625,69.125,70.29166666666667,70.79166666666667,69.41666666666667
12,2021-05-26,09:00:00,68.91666666666667,69.65625,69.45833333333333,70.125,69.20833333333333,69.04166666666667,69.25,69.29166666666667,69.875,69.9375,69.70833333333333,70.08333333333333,69.70833333333333,69.875,69.59375,69.75,68.16666666666667,68.25,68.25,70.66666666666667,70.0625,68.625,69.29166666666667,70.04166666666667,69.45833333333333,69.41666666666667,70.0,70.04166666666667,70.16666666666667,71.25,69.625,68.625,70.75,69.16666666666667,69.41666666666667,69.16666666666667,70.08333333333333,68.20833333333333,68.5,70.375,69.75,70.20833333333333,69.58333333333333,69.79166666666667,69.66666666666667,70.625
13,2021-05-26,09:15:00,68.66666666666667,69.875,70.125,70.83333333333333,69.5,70.75,69.66666666666667,68.25,70.08333333333333,70.125,70.16666666666667,70.33333333333333,69.91666666666667,69.3125,70.91666666666667,69.04166666666667,68.91666666666667,69.75,69.41666666666667,70.6875,70.125,70.16666666666667,70.25,69.33333333333333,69.4375,69.58333333333333,69.75,70.91666666666667,70.33333333333333,71.91666666666667,69.45833333333333,68.9375,70.20833333333333,69.95833333333333,69.29166666666667,70.125,68.75,69.58333333333333,69.125,69.29166666666667,68.79166666666667,70.125,69.54166666666667,70.875,70.75,70.375
14,2021-05-26,09:30:00,69.41666666666667,71.66666666666667,70.625,71.5,70.625,72.125,70.25,70.125,71.625,70.875,70.5,71.375,70.625,71.16666666666667,70.4375,70.95833333333333,70.54166666666667,70.25,70.75,71.04166666666667,71.16666666666667,70.29166666666667,71.25,70.0,70.4375,71.04166666666667,70.125,71.20833333333333,72.08333333333333,73.0,70.95833333333333,69.9375,71.04166666666667,71.25,71.0,71.16666666666667,70.125,70.375,70.58333333333333,71.45833333333333,70.625,70.25,70.25,71.25,72.625,71.875
15,2021-05-26,09:45:00,69.70833333333333,69.91666666666667,70.375,70.41666666666667,69.95833333333333,71.16666666666667,70.3125,69.75,71.8125,70.625,69.91666666666667,70.70833333333333,69.875,71.375,71.04166666666667,71.0,70.4375,71.1875,71.0,70.875,70.79166666666667,70.41666666666667,71.20833333333333,70.70833333333333,70.125,73.08333333333333,71.25,70.91666666666667,75.20833333333333,75.65625,70.75,69.83333333333333,70.54166666666667,71.04166666666667,70.8125,71.25,70.625,70.20833333333333,70.70833333333333,70.375,72.20833333333333,70.95833333333333,69.5,75.0,75.04166666666667,70.70833333333333
16,2021-05-26,10:00:00,69.41666666666667,69.71875,69.83333333333333,70.0,69.95833333333333,69.91666666666667,69.20833333333333,68.79166666666667,70.375,70.5,70.08333333333333,70.125,70.9375,70.0625,69.79166666666667,70.41666666666667,69.08333333333333,69.58333333333333,70.9375,70.375,70.3125,70.16666666666667,70.375,70.70833333333333,69.83333333333333,72.04166666666667,70.04166666666667,70.91666666666667,73.875,75.16666666666667,70.125,69.91666666666667,71.4375,70.125,69.79166666666667,70.04166666666667,69.375,69.58333333333333,70.0,70.125,71.33333333333333,71.125,69.59375,73.5,74.58333333333333,70.75
