,Data,Hora,P1.1.1 P (W),P1.1.2 P (W),P1.1.3 P (W),P1.1.4 P (W),P1.1.5 P (W),P1.1.6 P (W),P1.1.7 P (W),P1.1.8 P (W),P1.1.9 P (W),P1.1.10 P (W),P1.1.11 P (W),P1.1.12 P (W),P1.1.13 P (W),P1.1.14 P (W),P1.1.15 P (W),P1.1.16 P (W),P1.2.1 P (W),P1.2.2 P (W),P1.2.3 P (W),P1.2.4 P (W),P1.2.5 P (W),P1.2.6 P (W),P1.2.7 P (W),P1.2.8 P (W),P1.2.9 P (W),P1.2.12 P (W),P1.2.13 P (W),P1.2.14 P (W),P1.2.15 P (W),P1.2.16 P (W),P1.3.1 P (W),P1.3.2 P (W),P1.3.3 P (W),P1.3.4 P (W),P1.3.5 P (W),P1.3.6 P (W),P1.3.7 P (W),P1.3.8 P (W),P1.3.9 P (W),P1.3.10 P (W),P1.3.11 P (W),P1.3.12 P (W),P1.3.13 P (W),P1.3.14 P (W),P1.3.15 P (W),P1.3.16 P (W)
0,2021-05-19,06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021-05-19,06:15:00,2.1562,5.1289,0.0,5.9508,2.775,0.24868421052631576,3.9961,2.1938,6.7867,6.2125,4.1016,8.9203,6.5344,2.7375,0.0,0.0,3.9375,4.4719,2.2922,0.0,0.7060285714285713,0.0,0.3080631578947368,0.0,0.14873888888888886,4.5891,4.9031,4.5398,0.3266,5.7188,0.0,4.1594,0.3594,4.6969,1.5031,10.7156,2.7125,5.9922,0.0,4.1797,0.88256875,8.9625,0.0,5.5117,5.5648,0.0
2,2021-05-19,06:30:00,4.09335,10.754166666666668,5.697933333333334,10.90155,8.208866666666667,7.66875,7.7992333333333335,4.4328,13.7766,10.730450000000001,10.606766666666667,13.009366666666667,12.860666666666667,8.753666666666666,5.6019499999999995,6.2168,12.26875,9.865866666666667,6.608599999999999,6.0758,8.607833333333334,4.614850000000001,9.0078,1.7625,8.8172,9.023966666666666,11.630849999999999,10.0977,0.0,9.514066666666666,4.20115,7.257833333333333,6.93945,8.9332,6.492699999999999,14.737266666666665,6.268766666666667,11.6375,4.0648333333333335,10.841166666666666,6.824999999999999,13.684899999999999,4.0010666666666665,11.051066666666665,11.803133333333333,5.904325
3,2021-05-19,06:45:00,13.359549999999999,28.3867,13.78005,24.304166666666664,19.8427,21.298425,18.43105,10.27855,22.37265,19.336466666666666,18.730733333333333,22.347700000000003,19.6523,14.900533333333334,12.8672,14.721100000000002,17.80665,16.08245,15.131533333333335,13.614625,16.007833333333334,12.914833333333334,16.2419,7.900266666666667,17.151566666666668,18.6211,17.148666666666667,15.015600000000001,8.463075,18.5742,23.418,21.206266666666668,14.357566666666665,21.803125,15.875766666666669,25.16433333333333,16.642200000000003,19.7534,17.504433333333335,17.17735,13.85625,26.157033333333334,12.308599999999998,17.075766666666667,18.4604,14.01605
4,2021-05-19,07:00:00,53.51095,53.02813333333333,42.90286666666666,53.679125,51.84896666666666,48.617149999999995,51.770300000000006,43.05519999999999,40.732033333333334,36.791133333333335,32.929966666666665,39.250566666666664,35.779666666666664,29.58983333333333,30.125,31.432299999999998,32.427725,32.6807,35.04965,31.67866666666667,34.426566666666666,31.659750000000003,32.51433333333333,27.4043,36.14765,37.0602,26.0457,19.457566666666665,11.1258,32.1914,41.7458,47.27733333333333,52.38785,50.243750000000006,53.45106666666667,56.55975000000001,59.703900000000004,56.31980000000001,43.91875,27.9495,22.343733333333333,61.70233333333334,46.92966666666666,24.80026666666667,22.888033333333336,26.0945
5,2021-05-19,07:15:00,82.61590000000001,89.33699999999999,90.75079999999998,94.01329999999999,86.78635,84.28673333333334,82.61326666666666,86.44036666666666,64.45126666666667,64.92695,60.7258,64.2828,62.2027,53.61093333333333,52.0349,65.184,56.10183333333333,56.196866666666665,53.9766,52.36769999999999,50.66955,52.407833333333336,57.02450000000001,46.4784,62.800799999999995,61.419533333333334,58.626374999999996,25.853900000000003,17.486166666666666,63.93283333333333,75.45,88.6383,91.602925,83.25313333333332,82.26039999999999,94.03253333333333,86.31954999999999,98.8281,83.2047,38.6875,30.41796666666666,97.5875,85.37216666666666,32.858599999999996,28.961699999999997,82.30156666666666
6,2021-05-19,07:30:00,121.74609999999998,120.00183333333332,117.95783333333334,126.4752,111.88806666666666,122.56755000000001,105.1172,115.18256666666666,88.26536666666668,79.5887,80.73673333333335,89.1937,87.949025,73.7875,82.46915,83.76460000000002,84.384,82.0168,78.68023333333333,81.875,76.053325,76.92603333333334,79.7008,70.44296666666666,81.1836,83.31016666666666,87.4422,28.90195,20.594766666666665,81.4598,102.85103333333335,116.38933333333334,122.6137,117.66013333333335,110.2453,125.98906666666666,116.38046666666666,123.8426,116.38045,67.62943333333334,35.594766666666665,126.51823333333334,114.55783333333333,37.08513333333334,33.081266666666664,112.7573
7,2021-05-19,07:45:00,141.47603333333333,148.8341333333333,147.61693333333332,161.3203,149.20676666666668,148.81150000000002,143.50469999999999,140.43595,115.4836,109.37440000000001,102.37695,118.56383333333333,115.25363333333333,101.313475,103.31953333333333,106.01015,102.6867,107.44590000000001,105.1836,103.7461,105.52996666666667,109.92083333333333,107.64116666666666,95.62396666666666,110.29375,114.477125,110.372275,33.766133333333336,21.706,109.55496666666666,129.3711,151.65336666666667,145.0758,145.73595,141.01066666666668,156.98619999999997,146.0546666666667,144.43984999999998,140.92213333333333,136.57343333333333,38.164566666666666,154.70935,131.3922,38.54923333333333,37.6699,143.27733333333333
8,2021-05-19,08:00:00,170.1039,180.42759999999998,178.6664,188.84686666666667,176.91680000000002,170.2422,171.19376666666668,172.106,147.3307,133.39495,131.60909999999998,151.5578,149.34946666666667,133.53776666666667,129.64063333333334,137.95626666666666,139.0508,140.51953333333333,127.3086,130.23399999999998,137.0307333333333,137.6375,131.69845,127.55363333333332,136.0266,145.4,138.81875000000002,37.6086,25.591166666666666,143.7188,156.2207,177.9,179.13830000000002,175.1953,167.9766,188.50233333333333,180.99025,175.07523333333333,169.71249999999998,174.76146666666668,41.70993333333333,186.27706666666666,176.09873333333334,42.8656,38.34296666666666,168.6738
9,2021-05-19,08:15:00,202.74739999999997,211.48253333333335,208.43675000000002,223.0521,210.51226666666665,204.38723333333334,207.04512499999998,205.5216,179.92775,178.175,170.69025,182.88463333333334,179.92706666666666,169.69650000000001,161.0862,178.4719,162.66915,172.41953333333333,167.6513,162.09375,167.59846666666667,162.87683333333334,169.68513333333334,156.91096666666667,170.72939999999997,172.53333333333333,176.73906666666664,39.88073333333333,24.6348,173.924825,194.98306666666667,210.33203333333336,215.3,202.85156666666663,210.3375,213.85623333333334,199.1547,209.3679666666667,200.29295000000002,202.44113333333334,39.7922,216.88723333333334,202.70913333333337,45.5216,42.6453,200.5125
