,Data,Hora,OP3.1.1 I (A),OP3.1.2 I (A),OP3.1.3 I (A),OP3.1.4 I (A),OP3.1.5 I (A),OP3.1.6 I (A),OP3.1.7 I (A),OP3.1.8 I (A),OP3.1.9 I (A),OP3.1.10 I (A),OP3.1.11 I (A),OP3.1.12 I (A),OP3.1.13 I (A),OP3.1.14 I (A),OP3.1.15 I (A),OP3.1.16 I (A),OP3.2.1 I (A),OP3.2.3 I (A),OP3.2.4 I (A),OP3.2.5 I (A),OP3.2.7 I (A),OP3.2.8 I (A),OP3.2.9 I (A),OP3.2.10 I (A),OP3.2.12 I (A),OP3.2.13 I (A),OP3.2.14 I (A),OP3.2.15 I (A),OP3.2.16 I (A),OP3.3.1 I (A),OP3.3.2 I (A),OP3.3.3 I (A),OP3.3.4 I (A),OP3.3.5 I (A),OP3.3.6 I (A),OP3.3.7 I (A),OP3.3.8 I (A),OP3.3.9 I (A),OP3.3.10 I (A),OP3.3.11 I (A),OP3.3.12 I (A),OP3.3.13 I (A),OP3.3.14 I (A),OP3.3.15 I (A),OP3.3.16 I (A),OP3.4.1 I (A),OP3.4.2 I (A),OP3.4.3 I (A),OP3.4.4 I (A),OP3.4.5 I (A),OP3.4.6 I (A),OP3.4.7 I (A),OP3.4.8 I (A),OP3.4.9 I (A),OP3.4.10 I (A),OP3.4.11 I (A),OP3.4.12 I (A),OP3.4.13 I (A),OP3.4.14 I (A),OP3.4.15 I (A),OP3.4.16 I (A),OP3.5.1 I (A),OP3.5.2 I (A),OP3.5.3 I (A),OP3.5.4 I (A),OP3.5.6 I (A),OP3.5.7 I (A),OP3.5.8 I (A),OP3.5.9 I (A),OP3.5.10 I (A),OP3.5.11 I (A),OP3.5.12 I (A),OP3.5.14 I (A),OP3.5.15 I (A),OP3.6.1 I (A),OP3.6.2 I (A),OP3.6.3 I (A),OP3.6.4 I (A),OP3.6.5 I (A),OP3.6.6 I (A),OP3.6.7 I (A),OP3.6.8 I (A),OP3.6.9 I (A),OP3.6.10 I (A),OP3.6.11 I (A),OP3.6.13 I (A),OP3.6.14 I (A),OP3.6.15 I (A),OP3.6.16 I (A),OP3.7.1 I (A),OP3.7.2 I (A),OP3.7.3 I (A),OP3.7.4 I (A),OP3.7.5 I (A),OP3.7.6 I (A),OP3.7.7 I (A),OP3.7.8 I (A),OP3.7.9 I (A),OP3.7.10 I (A),OP3.7.11 I (A),OP3.7.12 I (A),OP3.7.13 I (A),OP3.7.14 I (A),OP3.7.15 I (A),OP3.7.16 I (A),OP3.8.1 I (A),OP3.8.3 I (A),OP3.8.4 I (A),OP3.8.5 I (A),OP3.8.6 I (A),OP3.8.7 I (A),OP3.8.8 I (A),OP3.8.9 I (A),OP3.8.10 I (A),OP3.8.11 I (A),OP3.8.12 I (A),OP3.8.13 I (A),OP3.8.14 I (A),OP3.8.15 I (A),OP3.8.16 I (A)
0,2021-04-22,06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021-04-22,06:15:00,0.064075,0.13749999999999998,0.08336666666666666,0.12713333333333335,0.0938,0.13125,0.0875,0.0896,0.12086666666666668,0.1469,0.170325,0.12916666666666668,0.11046666666666667,0.1625,0.12815,0.08543333333333335,0.1063,0.125,0.14065,0.15003333333333332,0.2219,0.13753333333333334,0.171875,0.16666666666666666,0.21666666666666667,0.075,0.05,0.08285000000000001,0.12916666666666665,0.10625000000000001,0.04793333333333333,0.0521,0.1875,0.20935,0.1688,0.17500000000000002,0.1719,0.14793333333333333,0.1396,0.2125,0.19845,0.11670000000000001,0.1781,0.0875,0.075,0.20315,0.2125,0.17500000000000002,0.16255,0.07916666666666666,0.1422,0.13336666666666666,0.125,0.12710000000000002,0.12190000000000001,0.16456666666666667,0.15157500000000002,0.225,0.21876666666666666,0.3188,0.14375,0.225,0.20626666666666668,0.10935,0.21456666666666666,0.10210000000000001,0.09583333333333333,0.12815,0.11876666666666667,0.16043333333333334,0.1094,0.14685,0.19583333333333333,0.21875,0.15,0.1906,0.125,0.1729333333333333,0.11565,0.2125,0.106275,0.068775,0.13543333333333332,0.16253333333333334,0.10416666666666667,0.28750000000000003,0.10003333333333332,0.2,0.26043333333333335,0.1896,0.22916666666666666,0.23592500000000002,0.15315,0.1,0.21565,0.17500000000000002,0.1479,0.0844,0.09999999999999999,0.10416666666666667,0.07505,0.18333333333333335,0.19217499999999998,0.23750000000000002,0.225,0.125,0.09583333333333334,0.07815,0.09376666666666666,0.09586666666666667,0.12190000000000001,0.0938,0.0771,0.15157500000000002,0.10625000000000001,0.0667,0.14375,0.1375,0.08750000000000001,0.10836666666666667
2,2021-04-22,06:30:00,0.13749999999999998,0.196925,0.1547,0.22083333333333333,0.375,0.23753333333333335,0.18963333333333332,0.4063,0.40935,0.38434999999999997,0.4958666666666667,0.4229333333333334,0.39166666666666666,0.4083333333333334,0.19586666666666666,0.18123333333333336,0.16456666666666667,0.46720000000000006,0.3156,0.4031,0.48755000000000004,0.3625,0.42495,0.3958333333333333,0.43435,0.3771333333333334,0.38749999999999996,0.1625,0.19375,0.17185,0.10627500000000001,0.30626666666666663,0.3416666666666666,0.5208666666666667,0.38125,0.50315,0.5167,0.37916666666666665,0.4562333333333333,0.42815,0.47505000000000003,0.4438,0.4083666666666666,0.16456666666666667,0.15,0.481275,0.5146000000000001,0.3,0.41043333333333337,0.2969,0.22713333333333333,0.1844,0.19062500000000002,0.2125,0.20315,0.4791666666666667,0.48129999999999995,0.6438,0.48750000000000004,0.5844,0.4646333333333333,0.61875,0.5094000000000001,0.4604333333333333,0.49065000000000003,0.49847500000000006,0.201575,0.2,0.17504999999999998,0.23336666666666664,0.43125,0.5672,0.475,0.5125,0.4562666666666666,0.49375,0.464075,0.49375,0.4124999999999999,0.5656,0.20625,0.14685,0.1875,0.23125,0.40315,0.50935,0.41043333333333337,0.44065,0.5344,0.4708666666666666,0.45940000000000003,0.5875333333333334,0.3187,0.45467500000000005,0.61875,0.2313,0.21043333333333333,0.1688,0.1646,0.31043333333333334,0.37815,0.4396,0.4937666666666667,0.487525,0.4479666666666667,0.25,0.22086666666666668,0.22345,0.19532499999999997,0.22086666666666668,0.23123333333333332,0.1896,0.24064999999999998,0.29793333333333333,0.23126666666666665,0.15,0.2292,0.28755,0.22505,0.1979
3,2021-04-22,06:45:00,0.1688,0.25003333333333333,0.2188,0.7604333333333333,0.7646000000000001,0.2875,0.8312666666666667,0.6313,0.82815,0.7729333333333334,0.8844000000000001,0.88595,0.85625,0.8719,0.28753333333333336,0.20625,0.22086666666666666,0.86875,0.8874999999999998,0.9062,0.8484499999999999,0.7813,0.8666666666666667,0.8219000000000001,0.7896,0.86565,0.7437666666666667,0.31095,0.293775,0.2344,0.1562,0.6854666666666667,0.7875333333333333,0.9083333333333332,0.8750500000000001,0.910975,0.8645999999999999,0.7542,0.0,0.867175,0.8146,0.7687333333333334,0.8271000000000001,0.26463333333333333,0.22086666666666666,0.7563,0.9042,0.8666999999999999,0.8812500000000001,0.825,0.2895666666666667,0.23546666666666669,0.2656,0.2812,0.2729333333333333,0.9854333333333334,0.7,0.9859500000000001,0.88595,0.9593750000000001,0.8416666666666668,0.9062,0.9729333333333333,0.7812,0.9542,0.85,0.25,0.26666666666666666,0.2531,0.32189999999999996,0.73125,1.0375,0.7688,0.9375333333333334,0.9521000000000001,0.8833333333333333,0.90005,0.8562666666666666,0.9458666666666667,0.9469000000000001,0.275,0.21043333333333333,0.27032500000000004,0.2688,0.7646000000000001,1.0208666666666666,0.7333666666666666,1.03125,0.8531500000000001,0.8583333333333334,0.9229333333333333,1.0063,0.85625,0.9416666666666668,1.025,0.2937666666666667,0.28963333333333335,0.21043333333333333,0.2333333333333333,0.7750333333333334,0.8812666666666665,0.8094,0.8250500000000001,0.85625,0.8208333333333333,0.4145999999999999,0.46409999999999996,0.45,0.3812,0.4333666666666667,0.425,0.3812,0.45,0.4938,0.4604333333333333,0.3687666666666667,0.4396,0.4688,0.40315,0.48124999999999996
4,2021-04-22,07:00:00,0.19065,0.3063,0.26876666666666665,1.30785,1.2167000000000001,0.9328000000000001,1.3146000000000002,1.24065,1.3604333333333336,1.1343999999999999,1.33595,1.4719,1.2344,1.3140749999999999,0.7583666666666667,0.6000333333333333,0.2770666666666667,1.3594,1.2406,1.29535,1.42815,1.3172,1.2938,1.2333666666666667,1.21875,1.3938000000000001,1.3021,0.7,0.7625,0.2624666666666667,0.2000333333333333,1.2547000000000001,1.35315,1.433366666666667,1.2188,1.2563,1.3625,1.2125333333333332,1.2672249999999998,1.3188,1.3563,1.331275,1.2500333333333333,0.6917,0.63125,1.2208666666666668,1.2,1.53125,1.3406500000000001,1.3104333333333333,0.3313,0.282825,0.375,0.5583333333333332,0.9563,1.4469,1.357825,1.46875,1.36565,1.5167000000000002,1.2374999999999998,1.3333333333333333,1.4687,1.3042,1.4979333333333333,1.33755,0.5896,1.0521,0.47809999999999997,0.5208666666666667,1.3208666666666666,1.4916666666666665,1.3688,1.36565,1.30315,1.468775,1.3604333333333332,1.3167,1.4,1.25625,0.4791666666666667,0.49375,0.32815,0.4291666666666667,1.2583666666666666,1.5812666666666668,1.3515499999999998,1.4438,1.3562666666666665,1.3541666666666667,1.4791999999999998,1.3719000000000001,1.3375,1.4458333333333335,1.6531500000000001,0.38439999999999996,0.38956666666666667,0.2521333333333333,0.2521,1.2292,1.2844,1.2292,1.2354333333333332,1.335975,1.2958333333333334,0.7187666666666667,0.8250500000000001,0.7271000000000001,0.6604333333333333,0.81565,0.767225,0.6916666666666668,0.7583666666666667,0.79375,0.67815,0.6771333333333334,0.7812333333333333,0.8000250000000001,0.7396333333333334,0.7083666666666667
5,2021-04-22,07:15:00,0.2,0.30935,0.8395999999999999,1.8531,1.7604666666666666,1.8729333333333333,1.8396000000000001,1.7083666666666666,1.76875,1.7291666666666667,1.8531499999999999,1.8750499999999999,1.7000333333333335,1.8625,1.0718999999999999,1.004725,0.30625,1.7833333333333332,1.7208666666666668,1.8146333333333333,1.8666666666666665,1.7688,1.86565,1.866666666666667,1.76565,1.7771,1.7438,0.9094,1.0625,0.3062333333333333,0.21666666666666667,1.75,1.8167,1.9146,1.7469000000000001,1.8375000000000001,1.80005,1.7916999999999998,1.78125,1.8479333333333334,1.821875,1.9312500000000001,1.7520999999999998,0.9479333333333333,0.9854333333333334,1.82815,1.8,1.9000000000000001,1.8687666666666665,1.9172,0.9312666666666667,0.33125,1.8,1.8563,1.86565,1.9791666666666667,1.9146,2.0896000000000003,1.7438,2.0896000000000003,1.8875333333333335,1.9729333333333334,1.9687750000000002,1.854675,2.006266666666667,1.8375333333333332,1.8229333333333333,1.9531,1.95,1.7656,1.8583333333333334,2.0292,1.9015499999999999,1.9438000000000002,1.8843999999999999,1.9874999999999998,1.825,1.940625,1.8625,2.0625,1.8922,1.84845,1.8687666666666667,1.9031500000000001,1.8271333333333333,1.9593500000000001,1.9083666666666665,2.08435,1.921875,1.9594,1.9813,2.0109749999999997,1.91565,1.92815,2.0229666666666666,1.81095,1.9021,0.29059999999999997,0.2812333333333333,1.7312666666666665,1.7229333333333334,1.7375,1.84375,1.9166999999999998,1.7187999999999999,1.1542000000000001,1.1438,1.1312666666666666,1.0583333333333333,1.1500333333333332,1.2094,1.0729333333333333,1.1041999999999998,1.1531500000000001,1.1333666666666666,1.1146,1.1896000000000002,1.2312666666666667,1.2,1.1437333333333333
6,2021-04-22,07:30:00,0.2625,0.35836666666666667,2.210975,2.254166666666667,2.2041999999999997,2.3874999999999997,2.3146333333333335,2.2469,2.2479,2.350033333333333,2.3297,2.231266666666667,2.1396,2.24065,1.2563,1.3,0.35003333333333336,2.2896,2.23755,2.29375,2.4292,2.318775,2.28285,2.34375,2.28285,2.289633333333333,2.1708666666666665,1.2156500000000001,1.300025,0.3563,0.2437666666666667,2.175,2.2521,2.3094,2.3219000000000003,2.2979666666666665,2.29845,2.2375333333333334,2.250033333333333,2.3521,2.3562666666666665,2.334375,2.220833333333333,1.1833333333333333,1.1958333333333335,2.2979000000000003,2.40315,2.5172,2.38125,2.466666666666667,2.375025,0.35472499999999996,2.3531250000000004,2.3094,2.3375333333333335,2.5219,2.36565,2.5625,2.3271333333333333,2.53755,2.44375,2.443766666666667,2.54685,2.32505,2.4687,2.2958000000000003,2.3604333333333334,2.329166666666667,2.3916999999999997,2.3937666666666666,2.3041666666666667,2.48285,2.35,2.3875,2.258366666666667,2.4354666666666667,2.443775,2.3281,2.3437666666666668,2.45,2.46565,2.35,2.487525,2.3771333333333335,2.4406499999999998,2.49845,2.33435,2.4375,2.49065,2.4396,2.5604333333333336,2.5708333333333333,2.35,2.4672,2.5416666666666665,2.46565,2.54845,0.32189999999999996,0.32293333333333335,2.2875,2.352066666666667,2.3104333333333336,2.334375,2.30315,2.2479333333333336,1.6375,1.5666666666666667,1.5125333333333335,1.5104333333333333,1.6968999999999999,1.664075,1.6,1.5396333333333334,1.7125333333333332,1.5708666666666666,1.4791666666666667,1.6228999999999998,1.79065,1.609425,1.5812499999999998
7,2021-04-22,07:45:00,0.2656,0.3594,2.8521,2.7458666666666667,2.733333333333333,2.9291666666666667,2.8438,2.8719,2.6833666666666667,2.92815,2.9344,2.6469,2.76565,2.7250333333333336,0.0,1.525025,0.34793333333333337,2.710433333333333,2.71875,2.710433333333333,2.9979333333333336,2.9187999999999996,2.76565,2.79375,2.8833333333333333,2.797966666666666,2.6396,1.5094,1.6156,0.3854,0.24793333333333334,2.729725,2.8625333333333334,2.8484499999999997,2.95,2.9104333333333336,2.9333666666666667,2.7104,2.7469,2.8854666666666664,2.8937999999999997,2.85,2.76565,1.4771,1.450033333333333,2.8687333333333336,3.056266666666667,3.1562333333333332,2.9219,3.02815,3.147933333333333,1.51255,3.1062666666666665,2.9166666666666665,2.9042,2.9146,2.86095,3.08125,2.9672,2.9395666666666664,2.904166666666667,2.9938,2.9562666666666666,2.8208333333333333,2.9890749999999997,2.922966666666666,2.9969,2.8521,3.1219,2.939633333333333,2.8625333333333334,3.11565,2.8333666666666666,2.9594,2.9062666666666668,3.2188,3.01255,2.9604666666666666,3.0396,3.0844,3.078175,2.9875000000000003,3.0625,2.977133333333333,2.8354666666666666,2.8688,2.89845,3.1,2.9271,2.9938000000000002,2.96565,3.0594,2.8833333333333333,3.0875,3.158333333333333,3.12345,3.10625,0.32916666666666666,0.35003333333333336,2.7417000000000002,2.8791666666666664,2.883366666666667,2.8719,2.7354333333333334,2.775033333333333,2.1396,2.0895666666666664,2.0437333333333334,2.1094,2.133366666666667,2.19375,2.002133333333333,2.033333333333333,2.2313,2.133366666666667,2.0458333333333334,2.1750000000000003,2.2312999999999996,2.09375,2.0687666666666664
8,2021-04-22,08:00:00,0.40935,0.9396000000000001,3.3625499999999997,3.37345,3.35315,3.425,3.2479666666666667,3.2125,3.4969,3.4344,3.483333333333333,3.3458333333333337,3.29375,3.3104666666666667,1.8375,1.8843999999999999,0.3938,3.2812,3.2479333333333336,3.4187333333333334,3.591666666666667,3.3781499999999998,3.3083333333333336,3.3562666666666665,3.4771,3.3271,3.1625,1.6438,1.9187666666666665,0.7416666666666667,0.7094,3.31875,3.335433333333333,3.25,3.34065,3.4906,3.485466666666667,3.3203250000000004,3.3343750000000005,3.3563,3.4187666666666665,3.35625,3.3672250000000004,1.7791666666666668,1.775,3.2843999999999998,3.6625,3.625,3.4953000000000003,3.5292,3.5625,3.475,3.5437999999999996,3.5297,3.34065,3.60625,3.47505,3.627133333333333,3.554166666666667,3.5333666666666663,3.4437666666666664,3.5094,3.477066666666667,3.431225,3.610433333333333,3.493766666666667,3.560975,3.325,3.483333333333333,3.5458,3.48125,3.5812666666666666,3.3719,3.5047000000000006,3.4906250000000005,3.5375,3.375,3.5297,3.5938,3.508366666666667,3.5593500000000002,3.4979666666666667,3.5124999999999997,3.5968999999999998,3.443725,3.55625,3.42815,3.5437666666666665,3.5594,3.5750333333333337,3.5354000000000005,3.81875,3.3625000000000003,3.45005,3.6229333333333336,3.73125,3.5562333333333336,0.7729666666666667,1.062525,3.3438,3.57815,3.30315,3.318775,3.225,3.3708666666666667,2.6646,2.625,2.5666333333333333,2.625,2.6146,2.6646,2.4979333333333336,2.5979,2.68905,2.5896000000000003,2.570325,2.654166666666667,2.7250333333333336,2.500033333333333,2.6167
9,2021-04-22,08:15:00,1.1958666666666666,2.4937666666666667,3.85625,3.90315,3.910433333333333,3.898475,3.75,3.7938,3.95315,3.9125333333333336,4.035433333333334,3.820866666666667,3.7563,3.891666666666667,2.4141000000000004,2.075,2.175,3.9562999999999997,3.710433333333333,3.8937333333333335,4.029166666666667,3.8479000000000005,3.7271,3.7188,3.8979,3.85,3.6979333333333333,2.4437333333333338,3.0,2.3271333333333333,1.9563,3.7625,3.8791999999999995,3.820866666666667,3.845325,3.9187666666666665,3.91255,3.937533333333333,3.8719,3.871875,3.91565,3.8563,3.95005,2.4917000000000002,2.657825,3.84065,4.0958,4.056266666666667,3.99065,4.058333333333334,4.018766666666667,4.0875,4.0667,4.0792,3.976575,3.9771,3.9062666666666668,4.103149999999999,3.96565,4.018766666666667,3.837533333333333,3.9969,4.064075,4.077066666666667,4.01875,3.97185,4.05,3.9156500000000003,4.0187333333333335,4.0,3.9250333333333334,4.0375000000000005,3.9172000000000002,4.0625,4.0969,3.9771,3.987525,4.0396,3.912525,4.071875,4.0703499999999995,3.9729333333333336,4.103125,4.25,3.9667,4.118766666666667,3.8041666666666667,3.8719,4.15315,4.075,4.01565,4.175,3.8500333333333336,3.9167,4.1583,4.239566666666667,4.1021,2.6906499999999998,2.6469,3.8312500000000003,3.91255,3.74375,3.8937999999999997,3.7104666666666666,3.89065,3.2062333333333335,3.131266666666667,3.0875,3.033366666666667,3.095866666666667,3.23125,3.0708333333333333,3.2146000000000003,3.26565,3.1844,3.0844,3.1291999999999995,3.1750499999999997,3.056266666666667,3.0979333333333336
