,Data,Hora,P1.1.1 V (V),P1.1.2 V (V),P1.1.3 V (V),P1.1.4 V (V),P1.1.5 V (V),P1.1.6 V (V),P1.1.7 V (V),P1.1.9 V (V),P1.1.10 V (V),P1.1.11 V (V),P1.1.12 V (V),P1.1.13 V (V),P1.1.14 V (V),P1.1.15 V (V),P1.1.16 V (V),P1.2.1 V (V),P1.2.2 V (V),P1.2.3 V (V),P1.2.4 V (V),P1.2.5 V (V),P1.2.6 V (V),P1.2.7 V (V),P1.2.8 V (V),P1.2.9 V (V),P1.2.10 V (V),P1.2.11 V (V),P1.2.12 V (V),P1.2.13 V (V),P1.2.14 V (V),P1.2.15 V (V),P1.2.16 V (V),P1.3.1 V (V),P1.3.2 V (V),P1.3.3 V (V),P1.3.4 V (V),P1.3.5 V (V),P1.3.6 V (V),P1.3.7 V (V),P1.3.8 V (V),P1.3.9 V (V),P1.3.10 V (V),P1.3.11 V (V),P1.3.12 V (V),P1.3.13 V (V),P1.3.14 V (V),P1.3.15 V (V),P1.3.16 V (V)
0,2021-02-15,06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021-02-15,06:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2021-02-15,06:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2021-02-15,06:45:00,0.0,0.0,0.0,0.0,0.0,67.20588235294117,0.0,0.0,0.0,67.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.84375,69.79166666666667,70.8125,68.91447368421052,0.0,67.97619047619048,65.90625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.64224137931035,0.0,68.4407894736842,0.0,0.0,0.0,0.0,0.0
4,2021-02-15,07:00:00,57.666666666666664,59.0625,59.458333333333336,63.708333333333336,62.46875,63.875,61.333333333333336,63.291666666666664,60.208333333333336,61.375,63.083333333333336,61.375,60.291666666666664,51.625,60.375,60.541666666666664,58.75,59.5625,62.5,63.791666666666664,64.125,67.53125,48.958333333333336,64.125,66.04166666666667,62.291666666666664,60.541666666666664,61.666666666666664,64.125,61.0625,62.416666666666664,53.791666666666664,58.6875,51.958333333333336,61.875,59.708333333333336,60.875,54.833333333333336,62.0,64.6875,58.625,66.79166666666667,62.708333333333336,54.1875,61.5,62.875,57.375
5,2021-02-15,07:15:00,65.54166666666667,65.04166666666667,63.1875,65.75,64.29166666666667,64.54166666666667,62.625,66.1875,63.75,66.54166666666667,66.75,64.53125,63.208333333333336,66.09375,64.54166666666667,64.9375,63.875,64.375,64.21875,64.375,63.333333333333336,66.3125,58.9375,65.625,65.375,67.5,66.5,64.9375,65.9375,66.54166666666667,65.04166666666667,61.875,66.70833333333333,63.5,64.625,65.4375,64.875,63.291666666666664,66.83333333333333,63.083333333333336,65.625,61.6875,64.5625,63.791666666666664,66.3125,65.125,63.75
6,2021-02-15,07:30:00,68.0,69.33333333333333,68.625,69.16666666666667,68.3125,70.0,68.625,69.6875,69.08333333333333,68.33333333333333,70.0,68.66666666666667,67.33333333333333,69.08333333333333,68.20833333333333,69.08333333333333,69.20833333333333,69.33333333333333,69.125,66.75,68.33333333333333,69.0,67.66666666666667,68.45833333333333,69.75,69.54166666666667,69.4375,69.95833333333333,70.625,72.25,68.375,68.33333333333333,69.03125,69.20833333333333,69.83333333333333,68.0,68.79166666666667,67.0,68.04166666666667,67.5625,69.3125,68.25,70.1875,67.45833333333333,69.625,70.34375,69.5
7,2021-02-15,07:45:00,69.54166666666667,71.125,70.25,70.70833333333333,69.875,70.75,70.875,70.6875,70.41666666666667,70.75,71.54166666666667,70.125,70.54166666666667,70.0,71.29166666666667,70.54166666666667,69.70833333333333,71.125,69.6875,70.41666666666667,69.25,70.79166666666667,71.66666666666667,70.5625,70.66666666666667,68.6875,71.4375,71.08333333333333,74.08333333333333,76.33333333333333,72.0,69.95833333333333,71.5625,71.0,70.79166666666667,71.28125,71.33333333333333,69.625,71.3125,72.125,70.25,69.79166666666667,69.95833333333333,69.95833333333333,72.0625,74.625,71.33333333333333
8,2021-02-15,08:00:00,71.54166666666667,71.83333333333333,72.66666666666667,72.20833333333333,72.16666666666667,71.375,71.66666666666667,72.0,71.58333333333333,70.8125,71.41666666666667,71.58333333333333,71.75,70.58333333333333,70.75,70.375,70.79166666666667,71.25,70.75,71.95833333333333,71.625,72.16666666666667,71.125,70.75,71.41666666666667,70.3125,71.8125,70.875,74.08333333333333,76.83333333333333,71.03125,71.58333333333333,72.0625,71.41666666666667,72.0,71.70833333333333,71.75,71.45833333333333,71.70833333333333,71.20833333333333,71.125,71.04166666666667,72.4375,70.66666666666667,71.91666666666667,74.33333333333333,72.5
9,2021-02-15,08:15:00,69.45833333333333,71.125,70.75,70.91666666666667,70.375,70.79166666666667,70.9375,70.54166666666667,70.875,70.08333333333333,70.41666666666667,69.29166666666667,69.41666666666667,70.1875,70.5,70.5,69.16666666666667,70.41666666666667,70.875,71.20833333333333,69.29166666666667,70.95833333333333,70.29166666666667,70.41666666666667,69.70833333333333,68.66666666666667,70.04166666666667,70.5,71.79166666666667,73.91666666666667,70.75,70.70833333333333,69.75,71.04166666666667,69.91666666666667,70.4375,71.08333333333333,69.0,70.5,71.25,70.33333333333333,69.66666666666667,70.45833333333333,70.5,70.875,72.4375,71.625
10,2021-02-15,08:30:00,70.16666666666667,70.33333333333333,71.5,71.375,70.5,70.95833333333333,71.4375,70.29166666666667,69.6875,70.45833333333333,70.45833333333333,69.95833333333333,70.1875,69.90625,69.8125,69.3125,69.83333333333333,70.5,72.0,71.29166666666667,71.0,71.0,71.5625,69.95833333333333,71.125,69.83333333333333,70.75,70.875,72.5625,74.625,71.20833333333333,70.25,72.16666666666667,71.58333333333333,70.41666666666667,71.08333333333333,70.79166666666667,70.95833333333333,71.5,0.0,71.16666666666667,70.375,70.625,71.25,70.91666666666667,71.90625,71.66666666666667
11,2021-02-15,08:45:00,70.875,71.125,71.5,71.25,72.3125,71.33333333333333,71.375,71.70833333333333,71.625,71.29166666666667,72.125,71.70833333333333,71.5,71.5,71.0,70.5625,72.0,70.75,71.75,71.79166666666667,70.95833333333333,71.91666666666667,71.125,72.08333333333333,71.625,71.0,71.91666666666667,70.375,72.625,74.25,72.0,71.79166666666667,72.33333333333333,70.6875,71.375,71.58333333333333,71.29166666666667,71.54166666666667,72.0625,70.875,71.20833333333333,71.16666666666667,71.41666666666667,70.91666666666667,71.25,72.3125,71.75
12,2021-02-15,09:00:00,69.66666666666667,71.625,71.04166666666667,71.5,70.125,71.25,71.375,71.58333333333333,71.58333333333333,71.0625,71.33333333333333,71.0,70.875,70.91666666666667,70.5,70.125,70.875,71.20833333333333,71.75,72.125,72.08333333333333,71.625,71.54166666666667,71.29166666666667,71.125,70.84375,70.91666666666667,71.625,71.91666666666667,73.66666666666667,70.6875,70.75,71.75,71.5,70.83333333333333,71.16666666666667,71.4375,70.875,71.83333333333333,70.41666666666667,70.4375,70.5,70.9375,71.0,71.16666666666667,72.04166666666667,71.58333333333333
