,Data,Hora,P3.1.1 V (V),P3.1.2 V (V),P3.1.3 V (V),P3.1.4 V (V),P3.1.5 V (V),P3.1.6 V (V),P3.1.7 V (V),P3.1.8 V (V),P3.1.9 V (V),P3.1.10 V (V),P3.1.11 V (V),P3.1.12 V (V),P3.1.13 V (V),P3.1.14 V (V),P3.1.15 V (V),P3.1.16 V (V),P3.2.1 V (V),P3.2.2 V (V),P3.2.3 V (V),P3.2.4 V (V),P3.2.5 V (V),P3.2.6 V (V),P3.2.7 V (V),P3.2.8 V (V),P3.2.9 V (V),P3.2.10 V (V),P3.2.11 V (V),P3.2.12 V (V),P3.2.13 V (V),P3.2.14 V (V),P3.2.15 V (V),P3.2.16 V (V),P3.3.1 V (V),P3.3.2 V (V),P3.3.3 V (V),P3.3.4 V (V),P3.3.5 V (V),P3.3.6 V (V),P3.3.7 V (V),P3.3.8 V (V),P3.3.9 V (V),P3.3.10 V (V),P3.3.11 V (V),P3.3.12 V (V),P3.3.13 V (V),P3.3.14 V (V),P3.3.15 V (V),P3.3.16 V (V),P3.4.1 V (V),P3.4.2 V (V),P3.4.3 V (V),P3.4.4 V (V),P3.4.5 V (V),P3.4.6 V (V),P3.4.7 V (V),P3.4.8 V (V),P3.4.9 V (V),P3.4.10 V (V),P3.4.11 V (V),P3.4.12 V (V),P3.4.13 V (V),P3.4.14 V (V),P3.4.15 V (V),P3.4.16 V (V),P3.5.1 V (V),P3.5.2 V (V),P3.5.3 V (V),P3.5.4 V (V),P3.5.6 V (V),P3.5.7 V (V),P3.5.8 V (V),P3.5.9 V (V),P3.5.11 V (V),P3.5.12 V (V),P3.5.13 V (V),P3.5.14 V (V),P3.5.15 V (V),P3.5.16 V (V),P3.6.1 V (V),P3.6.3 V (V),P3.6.4 V (V),P3.6.5 V (V),P3.6.6 V (V),P3.6.7 V (V),P3.6.8 V (V),P3.6.9 V (V),P3.6.10 V (V),P3.6.11 V (V),P3.6.12 V (V),P3.6.13 V (V),P3.6.14 V (V),P3.6.15 V (V),P3.7.1 V (V),P3.7.2 V (V),P3.7.3 V (V),P3.7.4 V (V),P3.7.5 V (V),P3.7.6 V (V),P3.7.7 V (V),P3.7.8 V (V),P3.7.9 V (V),P3.7.10 V (V),P3.7.11 V (V),P3.7.12 V (V),P3.7.13 V (V),P3.7.14 V (V),P3.7.15 V (V),P3.7.16 V (V),P3.8.1 V (V),P3.8.2 V (V),P3.8.3 V (V),P3.8.4 V (V),P3.8.5 V (V),P3.8.6 V (V),P3.8.7 V (V),P3.8.8 V (V),P3.8.9 V (V),P3.8.10 V (V),P3.8.11 V (V),P3.8.12 V (V),P3.8.13 V (V),P3.8.14 V (V),P3.8.15 V (V),P3.8.16 V (V)
0,2021-12-03,06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021-12-03,06:15:00,66.0,69.625,64.91666666666667,66.625,66.58333333333333,67.83333333333333,70.29166666666667,67.66666666666667,65.9375,66.0,70.375,65.375,66.4375,67.5,66.33333333333333,66.625,68.33333333333333,69.08333333333333,67.9375,67.04166666666667,65.66666666666667,66.25,65.95833333333333,66.3125,64.5,66.34375,66.75,63.5,65.41666666666667,66.1875,64.125,66.70833333333333,70.1875,68.16666666666667,65.5,66.0,71.125,65.20833333333333,65.75,65.41666666666667,67.5,65.59375,65.20833333333333,66.0625,66.625,65.25,63.375,65.875,67.45833333333333,66.1875,67.71875,68.0,64.25,66.9375,66.25,65.9375,70.8125,69.4375,69.75,65.875,68.0,69.0625,66.65625,65.54166666666667,63.875,68.41666666666667,65.59375,68.95833333333333,68.29166666666667,66.70833333333333,66.625,67.54166666666667,64.75,67.125,65.04166666666667,67.20833333333333,67.4375,67.5,66.5625,66.875,66.5,69.3125,65.08333333333333,67.9375,67.16666666666667,68.5625,67.0,65.58333333333333,66.34375,67.59375,66.03125,65.25,68.91666666666667,66.8125,67.75,67.5,66.41666666666667,67.875,66.5,67.5,68.75,67.0,64.875,67.33333333333333,64.6875,65.875,66.79166666666667,53.125,64.5625,68.04166666666667,63.958333333333336,66.6875,63.666666666666664,63.375,68.375,65.08333333333333,64.91666666666667,65.5625,65.41666666666667,61.875,66.1875,67.6875,66.9375,65.45833333333333
2,2021-12-03,06:30:00,69.54166666666667,72.16666666666667,67.91666666666667,65.875,68.4375,68.875,69.16666666666667,68.58333333333333,66.25,68.91666666666667,68.75,66.25,68.5625,68.70833333333333,66.875,67.375,69.5,69.45833333333333,68.28125,68.6875,67.0625,67.625,67.75,68.20833333333333,67.75,66.125,68.04166666666667,66.91666666666667,67.34375,68.375,68.03125,68.375,69.0625,69.3125,67.84375,69.0,68.875,68.29166666666667,67.9375,69.28125,66.45833333333333,67.625,69.45833333333333,68.21875,67.125,68.375,68.33333333333333,68.58333333333333,68.95833333333333,69.41666666666667,68.375,68.9375,67.79166666666667,70.0,70.0,67.95833333333333,68.95833333333333,68.375,68.45833333333333,68.5,67.54166666666667,67.1875,69.875,67.45833333333333,67.8125,68.8125,68.04166666666667,68.75,68.5,67.75,69.25,68.0,68.875,68.70833333333333,66.625,68.3125,68.5,66.9375,67.375,69.0,67.04166666666667,68.08333333333333,67.4375,68.03125,66.70833333333333,69.04166666666667,68.79166666666667,66.0,67.125,69.25,67.375,71.25,68.33333333333333,67.75,69.875,67.4375,68.125,68.25,70.25,67.0,70.15625,68.15625,67.0,68.0,67.125,67.375,68.20833333333333,56.333333333333336,67.4375,68.125,66.78125,68.0625,68.25,66.5,68.25,67.6875,68.04166666666667,67.25,68.29166666666667,64.5,67.65625,66.66666666666667,68.0,67.75
3,2021-12-03,06:45:00,72.75,73.9375,70.16666666666667,68.79166666666667,69.25,69.875,70.5,69.875,67.125,68.90625,68.20833333333333,68.20833333333333,68.875,68.66666666666667,69.0,68.45833333333333,71.66666666666667,71.95833333333333,70.5,68.9375,67.58333333333333,70.03125,70.5,69.1875,68.20833333333333,66.625,69.625,67.53125,67.5625,68.125,69.33333333333333,69.0,73.4375,73.625,67.0625,68.41666666666667,68.0,68.54166666666667,68.83333333333333,69.58333333333333,68.29166666666667,67.45833333333333,68.40625,69.625,68.29166666666667,66.875,69.04166666666667,71.25,67.5,68.95833333333333,69.41666666666667,69.09375,68.875,70.70833333333333,71.3125,68.9375,68.5,68.0,69.33333333333333,70.5625,69.04166666666667,69.33333333333333,69.79166666666667,66.625,68.83333333333333,69.125,69.125,68.95833333333333,67.6875,69.8125,68.125,69.75,66.875,69.29166666666667,68.375,68.25,69.25,69.66666666666667,67.6875,68.75,66.79166666666667,68.20833333333333,68.375,68.1875,69.5,68.375,69.08333333333333,68.5625,68.83333333333333,68.8125,67.83333333333333,68.83333333333333,68.9375,0.0,69.1875,68.4375,67.875,69.16666666666667,69.5,70.25,71.75,71.9375,69.04166666666667,70.125,69.41666666666667,68.95833333333333,69.33333333333333,56.46875,68.875,69.5,67.4375,69.45833333333333,67.6875,68.625,69.08333333333333,66.79166666666667,68.08333333333333,67.25,67.91666666666667,67.95833333333333,67.5,69.0,68.41666666666667,67.91666666666667
4,2021-12-03,07:00:00,75.875,75.75,74.875,69.375,69.0,70.33333333333333,68.0625,69.375,68.125,68.75,71.0,74.875,69.0,69.79166666666667,71.08333333333333,70.54166666666667,72.54166666666667,73.125,70.95833333333333,70.5,67.41666666666667,68.125,70.5,68.6875,69.29166666666667,68.1875,69.66666666666667,69.5625,68.5625,70.4375,71.625,72.875,71.15625,72.58333333333333,68.875,71.33333333333333,71.6875,68.375,70.08333333333333,71.70833333333333,69.3125,70.15625,70.0,69.04166666666667,69.70833333333333,68.9375,70.375,70.29166666666667,71.125,70.58333333333333,71.21875,72.1875,69.75,70.625,74.58333333333333,69.8125,70.45833333333333,69.95833333333333,70.75,69.6875,70.29166666666667,69.5,69.375,70.54166666666667,69.5,70.75,69.5,70.0,69.20833333333333,69.58333333333333,68.75,71.5,71.0625,69.375,67.83333333333333,69.5,69.375,68.0625,72.70833333333333,70.95833333333333,67.625,69.33333333333333,68.0625,69.375,69.0,71.66666666666667,69.375,67.8125,69.0,69.25,69.0,68.91666666666667,71.03125,69.625,68.5,70.375,69.08333333333333,69.3125,70.66666666666667,70.28125,72.54166666666667,72.03125,68.625,70.5,71.4375,72.20833333333333,68.875,58.416666666666664,68.5625,71.04166666666667,69.6875,68.375,67.75,68.8125,69.875,67.3125,67.33333333333333,68.625,68.375,71.0,69.28125,69.45833333333333,68.29166666666667,69.91666666666667
5,2021-12-03,07:15:00,73.3125,82.4375,79.29166666666667,72.875,73.375,74.6875,73.125,74.04166666666667,73.29166666666667,73.125,73.33333333333333,72.91666666666667,72.6875,72.625,72.875,75.375,74.125,73.75,73.25,73.16666666666667,72.75,73.54166666666667,72.83333333333333,73.28125,73.08333333333333,72.125,73.5625,72.375,73.5,72.83333333333333,72.83333333333333,73.4375,72.33333333333333,73.75,72.40625,73.0,73.875,73.59375,71.5625,72.25,72.5,73.0,72.71875,73.41666666666667,73.45833333333333,72.5,73.3125,74.79166666666667,73.29166666666667,72.54166666666667,73.125,73.3125,73.04166666666667,68.875,80.5,72.8125,73.75,72.54166666666667,73.125,72.375,71.8125,73.375,73.625,71.875,73.70833333333333,73.16666666666667,71.75,72.91666666666667,72.15625,71.95833333333333,71.625,73.25,72.08333333333333,72.45833333333333,72.0,72.25,72.4375,72.25,71.875,72.5,72.125,72.25,72.70833333333333,72.70833333333333,72.0,70.875,71.5,72.66666666666667,72.58333333333333,72.875,73.25,72.625,72.8125,73.0625,73.0,72.04166666666667,72.20833333333333,72.83333333333333,72.375,71.875,73.5,71.625,72.0,72.91666666666667,72.09375,73.125,72.125,59.625,71.0625,72.8125,72.5625,71.375,72.3125,71.71875,71.875,71.4375,70.5,70.53125,72.29166666666667,70.5,70.08333333333333,71.58333333333333,71.75,71.53125
6,2021-12-03,07:30:00,72.79166666666667,83.6875,71.125,72.625,70.75,72.9375,71.1875,73.0,72.5625,73.375,71.875,72.20833333333333,71.83333333333333,72.125,72.0,74.45833333333333,72.45833333333333,73.125,72.4375,71.875,72.09375,72.125,72.5,72.25,71.84375,72.15625,72.625,72.29166666666667,72.21875,72.625,72.4375,72.45833333333333,72.625,72.25,71.5,72.25,72.29166666666667,71.20833333333333,71.0,71.5625,71.8125,72.70833333333333,72.4375,73.0,72.58333333333333,73.125,72.4375,72.15625,72.41666666666667,72.0,71.625,72.6875,72.1875,73.0625,81.8125,72.0625,72.41666666666667,72.5,71.3125,72.75,71.0625,72.0625,71.41666666666667,71.29166666666667,71.75,71.5,71.25,71.59375,71.5,71.375,71.45833333333333,70.91666666666667,70.95833333333333,71.25,71.3125,71.5625,71.75,71.04166666666667,71.375,71.0625,71.375,71.0,70.8125,71.45833333333333,71.0,71.4375,71.79166666666667,71.9375,71.70833333333333,70.9375,71.375,72.25,72.0625,72.04166666666667,71.8125,72.0,71.45833333333333,71.75,70.875,71.8125,71.41666666666667,71.25,71.1875,72.375,71.5,71.66666666666667,71.75,59.083333333333336,72.25,72.53125,72.08333333333333,71.78125,72.04166666666667,71.875,71.29166666666667,71.95833333333333,70.90625,71.0,70.6875,71.08333333333333,71.625,72.125,71.75,71.9375
7,2021-12-03,07:45:00,71.58333333333333,76.25,70.625,70.375,71.75,70.375,71.28125,71.5,71.40625,71.875,71.33333333333333,71.33333333333333,71.54166666666667,72.15625,72.5,71.375,70.9375,71.16666666666667,70.91666666666667,71.625,71.29166666666667,71.25,71.70833333333333,70.96875,71.4375,72.8125,71.66666666666667,70.875,72.25,72.0625,72.0,71.25,71.25,70.875,71.75,71.79166666666667,71.75,71.5,71.33333333333333,71.625,71.375,71.95833333333333,72.375,72.125,71.29166666666667,72.16666666666667,71.3125,72.25,71.75,71.0,71.21875,71.3125,71.15625,72.1875,77.75,71.625,71.58333333333333,71.20833333333333,72.4375,71.71875,70.79166666666667,72.3125,72.4375,70.75,71.09375,71.95833333333333,70.875,70.9375,70.8125,70.70833333333333,70.875,70.78125,71.1875,70.58333333333333,69.9375,71.41666666666667,71.5,71.29166666666667,70.6875,71.0,70.33333333333333,70.58333333333333,70.75,70.66666666666667,70.75,70.41666666666667,69.75,70.9375,70.66666666666667,70.75,71.34375,72.125,71.625,70.71875,70.79166666666667,71.625,70.45833333333333,71.08333333333333,72.125,71.83333333333333,70.875,70.83333333333333,70.66666666666667,71.5625,71.25,71.125,70.66666666666667,57.6875,70.25,72.16666666666667,70.9375,71.375,71.46875,71.54166666666667,70.78125,71.29166666666667,70.5625,70.375,70.41666666666667,69.95833333333333,70.625,71.53125,70.41666666666667,71.83333333333333
8,2021-12-03,08:00:00,70.625,71.08333333333333,70.66666666666667,72.0,70.16666666666667,70.95833333333333,70.625,70.65625,71.5625,71.33333333333333,72.20833333333333,71.25,71.25,72.0625,71.70833333333333,70.70833333333333,71.20833333333333,71.25,71.3125,71.54166666666667,70.25,70.75,71.54166666666667,71.875,70.625,71.0,71.83333333333333,71.625,71.58333333333333,71.66666666666667,71.25,71.45833333333333,69.9375,70.41666666666667,70.20833333333333,71.53125,71.125,70.5,71.20833333333333,71.08333333333333,71.25,70.625,72.625,72.0,71.125,71.66666666666667,71.3125,71.83333333333333,70.83333333333333,70.59375,70.375,72.0,71.3125,71.45833333333333,73.08333333333333,70.70833333333333,71.71875,70.8125,71.75,72.0,70.0,71.58333333333333,71.45833333333333,70.4375,71.0625,70.0,69.95833333333333,71.0625,70.46875,70.66666666666667,70.6875,70.25,70.91666666666667,71.125,70.8125,71.5625,70.875,70.625,71.0625,70.75,70.4375,70.96875,70.625,70.95833333333333,70.5,70.90625,70.66666666666667,71.66666666666667,70.20833333333333,70.83333333333333,71.25,71.78125,71.5,70.6875,71.625,71.29166666666667,70.96875,71.375,71.375,71.5,70.83333333333333,69.84375,69.95833333333333,71.20833333333333,71.25,71.66666666666667,71.08333333333333,58.083333333333336,71.45833333333333,72.0625,71.375,71.25,71.20833333333333,71.25,71.25,70.16666666666667,70.125,70.25,70.375,70.29166666666667,70.625,71.0,70.375,70.66666666666667
9,2021-12-03,08:15:00,71.4375,70.5,71.625,70.90625,70.125,70.5,70.8125,69.875,71.04166666666667,71.0,70.75,70.33333333333333,70.9375,71.5,70.625,70.375,70.75,70.75,70.83333333333333,70.875,70.75,69.95833333333333,70.29166666666667,70.79166666666667,70.875,71.66666666666667,71.54166666666667,70.875,71.625,71.45833333333333,72.16666666666667,72.4375,69.875,70.58333333333333,69.79166666666667,70.8125,71.0625,70.45833333333333,71.125,71.04166666666667,71.1875,71.25,71.0625,70.58333333333333,71.375,72.0,72.1875,71.20833333333333,70.875,71.04166666666667,70.125,70.75,70.91666666666667,71.5625,71.83333333333333,70.78125,71.6875,71.5,71.625,71.29166666666667,70.33333333333333,71.4375,71.625,70.70833333333333,70.1875,71.04166666666667,70.625,69.91666666666667,70.0,70.83333333333333,71.16666666666667,70.9375,70.9375,70.58333333333333,70.29166666666667,71.125,71.0625,70.54166666666667,70.83333333333333,71.04166666666667,70.16666666666667,70.6875,70.91666666666667,70.65625,70.8125,71.0,70.70833333333333,70.9375,71.16666666666667,70.8125,70.75,71.70833333333333,70.875,71.0,70.45833333333333,70.95833333333333,70.75,71.875,70.875,71.4375,70.375,70.5625,69.875,71.28125,70.96875,70.4375,70.33333333333333,58.4375,70.75,71.41666666666667,71.125,70.33333333333333,71.29166666666667,71.5625,71.16666666666667,70.40625,69.66666666666667,69.75,70.16666666666667,70.25,69.5,70.34375,70.59375,71.0625
