,Data,Hora,P3.1.1 P (W),P3.1.2 P (W),P3.1.3 P (W),P3.1.4 P (W),P3.1.5 P (W),P3.1.6 P (W),P3.1.7 P (W),P3.1.8 P (W),P3.1.9 P (W),P3.1.10 P (W),P3.1.11 P (W),P3.1.12 P (W),P3.1.13 P (W),P3.1.14 P (W),P3.1.15 P (W),P3.1.16 P (W),P3.2.1 P (W),P3.2.2 P (W),P3.2.3 P (W),P3.2.4 P (W),P3.2.5 P (W),P3.2.6 P (W),P3.2.7 P (W),P3.2.8 P (W),P3.2.9 P (W),P3.2.10 P (W),P3.2.11 P (W),P3.2.12 P (W),P3.2.13 P (W),P3.2.15 P (W),P3.2.16 P (W),P3.3.1 P (W),P3.3.2 P (W),P3.3.3 P (W),P3.3.4 P (W),P3.3.5 P (W),P3.3.6 P (W),P3.3.7 P (W),P3.3.8 P (W),P3.3.9 P (W),P3.3.10 P (W),P3.3.11 P (W),P3.3.12 P (W),P3.3.13 P (W),P3.3.14 P (W),P3.3.15 P (W),P3.3.16 P (W),P3.4.1 P (W),P3.4.2 P (W),P3.4.3 P (W),P3.4.4 P (W),P3.4.5 P (W),P3.4.6 P (W),P3.4.7 P (W),P3.4.8 P (W),P3.4.9 P (W),P3.4.10 P (W),P3.4.11 P (W),P3.4.12 P (W),P3.4.13 P (W),P3.4.14 P (W),P3.4.15 P (W),P3.4.16 P (W),P3.5.1 P (W),P3.5.2 P (W),P3.5.3 P (W),P3.5.4 P (W),P3.5.5 P (W),P3.5.6 P (W),P3.5.7 P (W),P3.5.8 P (W),P3.5.9 P (W),P3.5.10 P (W),P3.5.11 P (W),P3.5.13 P (W),P3.5.14 P (W),P3.5.15 P (W),P3.5.16 P (W),P3.6.1 P (W),P3.6.2 P (W),P3.6.3 P (W),P3.6.4 P (W),P3.6.5 P (W),P3.6.6 P (W),P3.6.7 P (W),P3.6.8 P (W),P3.6.9 P (W),P3.6.10 P (W),P3.6.11 P (W),P3.6.12 P (W),P3.6.13 P (W),P3.6.14 P (W),P3.6.15 P (W),P3.6.16 P (W),P3.7.1 P (W),P3.7.2 P (W),P3.7.3 P (W),P3.7.4 P (W),P3.7.5 P (W),P3.7.6 P (W),P3.7.7 P (W),P3.7.8 P (W),P3.7.9 P (W),P3.7.10 P (W),P3.7.11 P (W),P3.7.12 P (W),P3.7.13 P (W),P3.7.14 P (W),P3.7.15 P (W),P3.7.16 P (W),P3.8.1 P (W),P3.8.2 P (W),P3.8.3 P (W),P3.8.4 P (W),P3.8.5 P (W),P3.8.6 P (W),P3.8.7 P (W),P3.8.8 P (W),P3.8.9 P (W),P3.8.11 P (W),P3.8.12 P (W),P3.8.13 P (W),P3.8.14 P (W),P3.8.15 P (W)
0,2021-03-28,06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021-03-28,06:15:00,4.6682,12.036925,8.0401,12.43945,15.235399999999998,9.891433333333334,12.77505,14.0224,18.961466666666666,22.6707,19.523466666666668,18.435933333333335,14.7375,23.385966666666672,8.93125,8.207,9.785133333333333,11.1541,17.8129,16.884133333333335,21.1117,20.632,24.397166666666664,19.0818,15.072074999999998,21.106233333333332,22.58595,16.582025,18.983866666666668,5.0789,8.432266666666667,9.40625,4.8133,11.505500000000001,22.111966666666664,18.0621,17.27285,17.790366666666667,19.930733333333333,22.31015,13.267600000000002,24.3672,16.1013,19.930466666666664,21.2966,11.4293,8.328633333333334,22.796125,22.2039,19.01095,20.344033333333332,9.371066666666666,10.420066666666665,9.488100000000001,10.219800000000001,13.845833333333333,10.075266666666666,21.423825,17.021875,28.532033333333334,19.1961,24.207566666666665,16.902866666666668,21.29725,24.342699999999997,19.9453,24.030966666666668,19.681,22.901300000000003,12.404933333333332,9.689449999999999,8.786725,14.702866666666667,16.081233333333333,17.09845,18.460166666666666,20.709366666666668,18.48435,17.2188,16.9177,17.904666666666667,21.478900000000003,21.286733333333334,25.701549999999997,11.190249999999999,4.8,9.411966666666666,13.082533333333336,17.54713333333333,23.322666666666667,26.80705,12.925,23.909633333333332,24.34765,21.340625,18.3255,24.612266666666667,18.49116666666667,21.587500000000002,25.552633333333336,12.80235,12.112725000000001,7.1121,7.955675,19.915633333333332,20.275533333333332,17.415366666666667,17.0,19.509375,16.802925000000002,11.645833333333334,8.069799999999999,8.70625,6.475533333333334,6.5085999999999995,9.0195,13.324733333333333,7.932424999999999,7.718,10.558066666666667,6.1707,12.057266666666669,13.327599999999999,6.596900000000001
2,2021-03-28,06:30:00,9.476033333333334,17.566933333333335,14.288533333333334,34.94395,41.96405,15.7797,37.9333,39.608999999999995,37.92105,43.72966666666667,48.92683333333334,46.46223333333334,34.768499999999996,54.9293,22.699233333333336,21.714275,16.265133333333335,18.10806666666667,40.5099,41.761199999999995,39.01773333333333,37.6238,45.817949999999996,47.9824,41.940333333333335,43.314600000000006,50.0555,37.203100000000006,45.71353333333334,18.45665,27.153666666666666,15.3802,9.6203,36.69005,47.8784,54.62615,43.76955,39.5628,45.43336666666667,43.1445,38.04845,45.9273,41.5041,43.65676666666667,42.9516,20.51095,23.647933333333338,52.2654,44.88566666666666,23.735666666666663,53.1422,44.069500000000005,17.666633333333333,16.4188,18.059575,20.626150000000003,19.425533333333334,47.0625,50.029133333333334,64.35,47.63830000000001,51.7543,43.416133333333335,46.735150000000004,45.8797,44.16406666666666,46.63173333333333,43.137499999999996,44.982,19.910933333333332,22.305733333333336,24.14373333333333,21.96365,41.74636666666667,42.797250000000005,39.3988,48.2945,45.2818,48.916399999999996,45.0362,37.3526,45.96095,45.412499999999994,49.03945,18.878149999999998,12.82225,14.61525,19.7883,38.274249999999995,50.1437,41.4867,37.94819999999999,48.6927,47.449999999999996,45.7301,48.111733333333326,52.60676666666666,39.8961,43.159333333333336,52.56433333333334,19.619725,18.24415,13.546866666666666,15.166,49.66536666666667,47.82346666666667,40.6242,43.572399999999995,45.248466666666666,38.85863333333334,22.13675,19.987266666666667,18.0813,14.647133333333334,15.978925,19.84113333333333,26.381533333333334,22.432,17.271333333333335,20.0177,15.1871,24.85546666666667,24.50355,19.204700000000003
3,2021-03-28,06:45:00,15.275,20.2723,19.842433333333332,77.593,68.79766666666667,23.889833333333332,78.5555,75.36955,72.205475,75.74036666666667,79.28673333333333,76.73696666666666,75.5211,77.84113333333333,49.06406666666667,44.0465,20.5448,23.3685,79.35573333333333,75.24560000000001,76.73593333333334,73.98474999999999,74.1293,77.34216666666667,69.0117,78.94713333333334,72.26485,74.34725,62.2344,41.50833333333333,53.4102,20.10275,14.875533333333331,71.8362,79.30236666666667,68.9695,77.70936666666667,62.2078,74.18436666666666,76.59479999999999,71.50935000000001,71.52056666666667,69.21955,77.27966666666667,73.06777500000001,44.001775,42.483333333333334,82.16995,77.40726666666667,64.6594,79.2034,71.4703,23.4738,19.077333333333332,74.07305,87.70626666666668,82.77385000000001,78.005075,83.98046666666667,83.84633333333333,78.71926666666667,82.7789,78.7495,71.8406,71.61875,69.49495,79.00936666666666,79.23853333333334,73.4531,81.45115000000001,81.33283333333333,72.3344,66.8785,71.75156666666668,78.53253333333333,70.524625,76.22213333333333,85.39139999999999,84.79765,82.19763333333334,80.3609,79.7039,75.07577500000001,79.535175,62.722633333333334,67.4333,68.11055,65.03535000000001,68.4693,82.02006666666666,96.87190000000001,69.4125,85.06196666666666,76.07929999999999,77.099225,78.5797,84.5349,71.36095,78.99113333333334,87.481,77.08125,52.3203,18.762875,19.40673333333333,72.818,78.25573333333334,76.09816666666667,79.32396666666666,71.71715,67.756,38.131766666666664,40.6716,39.84354999999999,35.994150000000005,39.49166666666667,40.93045,46.30106666666668,41.390633333333334,35.31016666666667,41.32655,33.676375,46.13543333333333,43.862125000000006,41.1086
4,2021-03-28,07:00:00,19.30645,25.047666666666668,27.06525,107.4982,109.94375,114.79845,109.67969999999998,102.51563333333335,110.11563333333334,112.46846666666666,108.67035,106.25,107.73023333333333,115.33983333333333,62.41135,61.401199999999996,25.0711,29.014833333333332,120.07576666666667,111.88803333333334,112.46795,112.4039,111.87396666666666,115.71445,105.0203,107.8758,115.4492,112.72526666666666,111.30315000000002,61.1698,66.6203,27.90625,17.5445,110.73466666666667,110.53085,107.40650000000001,118.01326666666667,88.12866666666666,111.4193,122.9328,107.20155,110.36425,113.236525,107.1281,113.6909,61.75155,62.24763333333334,117.6797,118.96835000000002,117.905475,109.27655,111.97733333333333,31.153933333333338,25.7133,118.31972499999999,129.0965,117.01613333333334,122.94893333333334,119.83800000000001,125.14923333333333,117.09036666666667,125.51146666666666,107.49690000000001,111.716425,119.53065000000001,116.5625,114.44843333333331,110.3707,116.37240000000001,110.03753333333333,116.01563333333333,113.67866666666664,120.5219,109.90545,116.00106666666666,114.21953333333333,113.71586666666667,119.80000000000001,114.06485,112.61303333333332,113.39143333333334,112.18325,114.5551,126.53434999999999,113.46143333333333,123.1453,121.99690000000001,117.54335,104.74560000000001,119.30313333333334,126.05234999999999,104.0375,116.3797,113.43520000000001,115.65899999999999,116.69243333333334,130.725,104.0762,116.23005,127.694,117.37136666666667,119.925775,24.83325,24.103633333333335,107.790425,111.40313333333334,107.5008,96.0625,103.06533333333334,91.93355,66.64059999999999,77.8117,68.6406,60.9203,66.8568,69.83435,66.2984,62.939449999999994,62.42786666666667,76.22473333333333,62.082049999999995,71.8711,75.82423333333332,69.37060000000001
5,2021-03-28,07:15:00,25.8026,29.406266666666667,49.09295,146.48800000000003,146.904875,140.98825,147.14976666666666,138.88750000000002,144.64690000000002,152.02683333333334,144.31119999999999,142.24085,142.7465,148.9227,83.07405,78.77225,28.3336,44.55783333333333,150.71485,151.96613333333332,143.25573333333332,152.42243333333332,156.33125,150.77683333333331,145.95937500000002,150.95313333333334,152.9792,150.92136666666667,153.62603333333334,80.4875,89.49426666666666,35.407799999999995,28.066366666666667,145.69743333333335,145.06035,148.44475,154.82425,127.53593333333333,146.12160000000003,152.59220000000002,137.53463333333332,144.61755,153.26196666666667,142.86093333333335,150.31616666666665,80.8918,82.23596666666667,162.8562,155.08333333333334,160.35756666666668,147.68555,156.9531,135.2211,28.8641,160.56223333333335,161.56055,151.58096666666665,149.9375,148.1215,153.48045000000002,153.75076666666666,160.93905,138.29713333333333,155.6966,151.72500000000002,153.9414,154.47966666666665,145.14845,157.51796666666667,147.8801,155.0815,159.5,148.8082,136.63670000000002,152.54323333333335,152.64453333333336,144.73784999999998,159.12683333333334,149.477725,170.7063,152.436925,149.6123,144.2531,147.37734999999998,149.02266666666665,142.05630000000002,153.73160000000001,148.89736666666667,147.42325,155.53983333333335,161.1367,142.76250000000002,159.01093333333333,154.48123333333334,138.9367,156.9698,159.30363333333332,147.15722499999998,139.6219,164.9185,150.07656666666665,160.25936666666666,29.998433333333335,34.03515,147.1883,149.76565,143.68755,144.73925,139.3844,125.1289,96.89273333333334,106.95585,101.47109999999999,96.21015,100.331,96.81670000000001,100.65440000000001,91.83803333333333,96.98010000000001,103.48205,94.29105,97.7297,106.0023,100.2711
6,2021-03-28,07:30:00,83.4677,40.2127,168.76645,188.61814999999999,188.63883333333334,184.63466666666667,184.15103333333334,180.10389999999998,180.03415,181.41095,193.2823,180.16245,184.55493333333334,183.74025000000003,100.73904999999999,111.7742,103.05625,133.7841,190.41459999999998,181.47423333333336,186.7482,188.9711,195.4666666666667,183.96613333333335,185.20966666666664,189.72210000000004,189.14559999999997,181.5602,183.3,110.79375,127.1789,128.53475,138.63463333333334,176.2828,184.14409999999998,191.87866666666665,185.926175,161.74636666666666,186.2844,184.40416666666667,183.18853333333334,176.7887,187.8461,180.68105,187.51430000000002,138.44650000000001,134.22265,185.3695,200.4504,198.17083333333335,187.8195333333333,184.0291666666667,189.9922,30.046133333333334,192.22379999999998,202.68853333333334,196.96563333333333,190.04246666666668,194.2301,200.89113333333333,183.6449,191.05505,186.61563333333334,186.22654999999997,197.42775,191.61055,191.69556666666668,186.6715,189.6664,192.01387499999998,189.36093333333335,195.191,194.41055,187.35469999999998,194.5969,191.8669,182.67579999999998,197.76823333333334,187.36095,192.53566666666666,197.53126666666665,198.625,187.115625,195.60833333333335,189.15443333333334,192.63985,196.1309,191.87186666666665,188.4961,196.02683333333334,195.619325,188.2570333333333,193.72106666666664,198.6380333333333,199.96823333333336,195.16510000000002,197.79793333333336,182.86090000000002,187.33105,203.09036666666668,198.952925,197.663,133.104875,152.73475000000002,193.3172,179.686725,176.384375,187.4883,178.2695666666667,154.4664,147.5773333333333,140.36325,138.73723333333334,138.3812333333333,132.79163333333335,133.9332,134.0409,130.72635,135.3586,133.18253333333334,127.5369,137.8047,136.64375,133.19375000000002
7,2021-03-28,07:45:00,192.86525,237.19684999999998,212.168,223.03595,223.40783333333334,214.5234,224.2841,213.98906666666667,211.85935,221.47266666666667,221.56990000000002,211.38413333333335,218.83440000000002,223.26039999999998,199.409175,171.73714999999999,213.24086666666665,213.10039999999998,221.8434,219.3125,212.6625,227.41326666666666,231.60806666666667,224.54610000000002,222.4419333333333,217.9219,226.382,210.78125,216.87365,199.471675,183.069,219.55236666666667,209.5737,206.7141,228.57420000000002,226.5448,215.9922,187.61406666666664,224.36119999999997,221.82083333333333,217.1719,219.0496,227.14216666666667,219.7672,223.99166666666667,217.55676666666668,188.6487,231.01743333333332,231.51586666666662,234.76953333333336,217.2828,222.28543333333332,235.42813333333334,33.18085,228.024025,236.5703,230.50473333333332,228.97815,0.0,232.41095,219.96252500000003,227.25,222.7476333333333,220.6711,231.879125,215.7391,219.53635,220.9879,229.1332,219.9219,225.95363333333333,229.776775,224.2458333333333,216.7531,220.72186666666667,209.6641,229.3094,228.95745,225.588125,235.4664,229.09636666666665,220.97029999999998,229.13386666666665,227.3672,226.15703333333332,224.18516666666667,231.68222500000002,225.07709999999997,226.7695,229.44729999999998,235.72083333333333,222.4445,234.8458333333333,232.34946666666667,237.06043333333332,233.26953333333333,234.782,222.134175,226.28306666666666,238.01066666666668,232.82815,235.41876666666667,216.0137,213.02083333333334,224.9758,222.81980000000001,219.12086666666664,223.98540000000003,219.26536666666667,178.75195000000002,174.96640000000002,179.06795,172.6344,175.6055,165.34375,171.132425,173.22580000000002,169.39243333333334,158.95130000000003,172.21914999999998,165.34415,174.5037,173.56832500000002,173.66719999999998
8,2021-03-28,08:00:00,242.59296666666668,264.1158666666667,242.99765,250.03125,256.46406666666667,256.40913333333333,258.16055,253.8977,246.24450000000002,256.74064999999996,263.1812333333333,251.09193333333334,256.89885,253.4531,249.57775,221.10994999999997,263.4914,254.20412499999998,254.69335,249.83555,246.5836,251.2109,264.8132666666667,255.65546666666668,257.9609666666667,251.22775000000001,267.25155,248.64667500000002,256.9062666666667,246.26249999999996,241.70274999999998,250.70103333333336,245.59295,245.6406,261.3586,260.82863333333336,259.1422,215.3185,249.7656,247.3922,247.37030000000001,0.0,265.5047,252.39645000000002,256.4438,242.1293,243.23360000000002,273.45416666666665,264.01326666666665,268.0844,258.7565,247.36759999999998,271.9700666666667,262.40573333333333,265.5106,258.64506666666665,259.6875,272.10286666666667,252.7935,264.56016666666665,248.9484,277.42473333333334,251.7672,259.234175,268.66693333333336,249.1273666666667,260.58566666666667,258.9385333333333,262.0841,253.98829999999998,256.08543333333336,264.74923333333334,256.2193,259.0252666666667,249.46564999999998,254.95313333333334,260.4635333333333,257.60363333333333,255.00585,259.87655,265.18944999999997,256.817975,260.2573,254.28046666666668,260.4544333333333,255.67385000000002,265.57849999999996,260.238,262.08123333333333,258.4864333333333,268.4422,251.61223333333336,265.9062333333334,264.86976666666664,260.59455,260.1776,270.1055,257.2805,261.3344,272.8213666666667,265.988,265.62035000000003,241.02655,244.91666666666666,248.80194999999998,259.91406666666666,250.806,246.29375,252.96823333333336,207.818575,199.98985,213.7547,201.81873333333337,207.7656333333333,200.97324999999998,211.6716,199.7434,206.9844,203.717375,212.39503333333332,189.59843333333333,212.73933333333335,212.68205,207.18906666666666
9,2021-03-28,08:15:00,274.48455,290.03515000000004,279.7083333333333,287.558775,285.0354333333333,286.21436666666665,288.8703,283.90745,287.75705,287.0313,294.14973333333336,285.9166666666667,280.7617,289.6207,283.8460666666667,286.7495,285.6320666666666,290.7291666666667,283.80649999999997,285.16563333333335,281.53749999999997,284.766975,290.08590000000004,290.4773333333333,282.22074999999995,290.9323,295.06823333333335,280.24490000000003,284.27345,278.4146,289.3367,281.2778666666667,268.3379,270.08515,285.08164999999997,290.8065,279.1458333333333,234.7457,286.53386666666665,285.92760000000004,284.02385,283.5747333333333,289.57345,285.87715,286.12442500000003,274.07872499999996,270.30195000000003,299.41875,294.64273333333335,302.44713333333334,288.14495,282.5239666666667,300.72136666666665,292.2598666666667,295.9286333333333,292.5344,293.07033333333334,301.1979333333333,284.16143333333326,294.8903666666667,292.0552,306.1026,282.16273333333334,289.932,298.76483333333334,288.46276666666665,296.23516666666666,287.48176666666666,283.49375,287.3099,290.66353333333336,292.29999999999995,295.5709,288.78516666666667,282.4968666666667,288.0148,298.8594,294.9291666666666,285.2510333333334,294.60130000000004,287.80465000000004,290.7755333333334,284.1,292.7218666666667,296.57706666666667,279.82735,295.440425,295.78222500000004,287.5133,289.96226666666666,294.668,283.3526,297.6820333333333,299.25236666666666,298.3953,296.1776333333333,298.33635,292.5199,290.0156,296.03475000000003,291.8091,296.9213,277.95,271.2551,278.6838333333333,287.8641,277.60496666666666,282.7719,284.2859666666667,235.03616666666667,240.3104,242.8125,243.9895,232.8961,239.0909,243.65573333333336,241.55729999999997,234.71955,235.9167,240.64805,228.71525000000003,245.5151,242.58715,242.6599
