,Data,Hora,OP1.1.1 V (V),OP1.1.2 V (V),OP1.1.3 V (V),OP1.1.4 V (V),OP1.1.5 V (V),OP1.1.6 V (V),OP1.1.7 V (V),OP1.1.8 V (V),OP1.1.9 V (V),OP1.1.10 V (V),OP1.1.11 V (V),OP1.1.12 V (V),OP1.1.13 V (V),OP1.1.14 V (V),OP1.1.15 V (V),OP1.1.16 V (V),OP1.2.1 V (V),OP1.2.2 V (V),OP1.2.3 V (V),OP1.2.4 V (V),OP1.2.5 V (V),OP1.2.6 V (V),OP1.2.7 V (V),OP1.2.8 V (V),OP1.2.9 V (V),OP1.2.10 V (V),OP1.2.11 V (V),OP1.2.12 V (V),OP1.2.14 V (V),OP1.2.15 V (V),OP1.2.16 V (V),OP1.3.1 V (V),OP1.3.2 V (V),OP1.3.3 V (V),OP1.3.4 V (V),OP1.3.5 V (V),OP1.3.6 V (V),OP1.3.7 V (V),OP1.3.8 V (V),OP1.3.9 V (V),OP1.3.10 V (V),OP1.3.11 V (V),OP1.3.12 V (V),OP1.3.13 V (V),OP1.3.14 V (V),OP1.3.15 V (V),OP1.3.16 V (V)
0,2021-03-22,06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021-03-22,06:15:00,44.375,51.375,50.666666666666664,51.25,49.166666666666664,62.25,69.04166666666667,51.208333333333336,39.875,37.791666666666664,41.375,39.375,41.0,39.46875,37.75,42.333333333333336,47.083333333333336,47.3125,46.708333333333336,46.90625,48.375,48.75,48.6875,45.0,47.9375,45.75,45.416666666666664,48.958333333333336,43.625,42.46875,48.4375,36.791666666666664,40.875,48.5,47.625,48.875,47.25,57.625,60.541666666666664,64.40625,42.0,36.666666666666664,57.291666666666664,49.5,23.625,34.0,40.8125
2,2021-03-22,06:30:00,53.875,60.375,60.083333333333336,67.91666666666667,61.96875,77.5,81.5,83.0,28.6875,24.5625,25.34375,30.3125,32.083333333333336,26.25,35.75,32.041666666666664,52.6875,52.875,46.0625,50.4375,50.8125,42.15625,42.625,42.75,50.5,40.8125,39.875,50.666666666666664,33.666666666666664,34.25,58.416666666666664,41.875,50.65625,54.53125,60.375,58.416666666666664,56.291666666666664,60.041666666666664,59.0,57.333333333333336,28.291666666666668,16.041666666666668,57.8125,61.958333333333336,14.833333333333334,13.791666666666666,54.625
3,2021-03-22,06:45:00,63.5,64.0,65.66666666666667,69.58333333333333,66.0,65.08333333333333,66.29166666666667,66.1875,29.15625,27.15625,25.541666666666668,27.625,28.8125,27.4375,27.5,29.833333333333332,52.96875,56.0,49.8125,52.0625,54.166666666666664,58.625,55.3125,53.25,55.25,30.28125,22.4375,57.28125,21.041666666666668,20.875,59.625,52.71875,54.875,59.3125,55.5,54.125,54.875,57.208333333333336,55.833333333333336,55.6875,53.916666666666664,11.375,55.5,57.75,10.5625,10.125,51.875
4,2021-03-22,07:00:00,60.0,60.0,61.4375,64.625,62.03125,61.0625,61.375,62.75,34.041666666666664,31.791666666666668,29.9375,32.458333333333336,33.25,31.75,32.625,33.875,53.375,55.3125,51.916666666666664,52.875,54.208333333333336,57.71875,55.6875,53.6875,54.875,46.125,15.59375,56.125,14.541666666666666,14.291666666666666,57.84375,52.9375,53.875,58.583333333333336,54.625,53.5,54.541666666666664,56.5,55.125,56.5,53.875,20.875,55.25,57.0,8.75,7.90625,52.625
5,2021-03-22,07:15:00,57.0,57.333333333333336,58.3125,60.333333333333336,58.8125,58.291666666666664,58.875,59.625,36.5,35.125,33.28125,35.75,36.71875,35.125,36.5,36.25,53.8125,55.5,53.625,53.583333333333336,54.666666666666664,57.4375,55.9375,54.208333333333336,55.125,52.59375,10.291666666666666,56.083333333333336,10.875,10.833333333333334,57.375,51.0625,52.9375,55.291666666666664,52.9375,52.125,53.208333333333336,54.791666666666664,53.5,53.958333333333336,52.375,43.875,53.5625,54.958333333333336,7.25,6.583333333333333,51.416666666666664
6,2021-03-22,07:30:00,55.25,55.0625,56.416666666666664,57.375,55.9375,55.875,56.0,0.0,38.6875,37.833333333333336,36.5,37.6875,38.875,38.5625,38.0,38.8125,53.84375,55.333333333333336,53.833333333333336,53.90625,54.5,56.916666666666664,55.583333333333336,53.833333333333336,55.0,52.5,17.9375,55.666666666666664,9.125,8.5625,56.833333333333336,51.083333333333336,52.791666666666664,54.75,53.0,52.25,52.916666666666664,54.25,53.583333333333336,54.1875,52.3125,47.625,53.53125,54.875,6.6875,5.791666666666667,51.625
7,2021-03-22,07:45:00,53.125,53.4375,54.5,55.5,54.333333333333336,54.083333333333336,54.375,54.6875,40.1875,39.125,38.1875,39.5,40.291666666666664,39.4375,39.583333333333336,41.666666666666664,52.875,54.0,53.125,53.041666666666664,53.65625,55.333333333333336,54.166666666666664,53.125,53.916666666666664,52.041666666666664,33.875,54.708333333333336,7.3125,7.083333333333333,55.4375,51.125,52.625,54.0,45.75,51.958333333333336,52.583333333333336,53.583333333333336,53.15625,53.5,52.208333333333336,51.958333333333336,53.125,53.84375,6.541666666666667,5.0625,51.666666666666664
8,2021-03-22,08:00:00,52.0,52.666666666666664,53.333333333333336,53.875,53.0625,53.0625,53.041666666666664,52.9375,41.53125,40.25,39.458333333333336,40.9375,41.40625,40.625,40.375,41.4375,52.3125,53.333333333333336,52.6875,52.375,52.875,54.5,53.6875,52.708333333333336,53.5,51.708333333333336,47.1875,54.125,6.4375,5.78125,54.416666666666664,50.625,51.833333333333336,52.75,51.6875,51.291666666666664,51.458333333333336,52.5,52.125,52.4375,50.833333333333336,51.291666666666664,52.0,52.375,20.0,4.625,51.0
9,2021-03-22,08:15:00,51.125,51.5,52.3125,52.791666666666664,52.0,52.083333333333336,52.25,52.125,42.5,41.4375,40.958333333333336,41.625,42.4375,41.583333333333336,41.541666666666664,42.3125,51.875,52.625,52.25,51.96875,52.5,53.9375,53.0,52.3125,53.041666666666664,51.375,50.65625,53.34375,9.5625,4.875,53.6875,49.75,51.125,51.875,50.71875,50.625,50.5,51.583333333333336,51.46875,51.25,49.9375,50.166666666666664,50.9375,51.125,38.916666666666664,4.166666666666667,50.15625
