,Data,Hora,OP1.1.1 I (A),OP1.1.2 I (A),OP1.1.3 I (A),OP1.1.4 I (A),OP1.1.5 I (A),OP1.1.6 I (A),OP1.1.7 I (A),OP1.1.8 I (A),OP1.1.9 I (A),OP1.1.10 I (A),OP1.1.11 I (A),OP1.1.12 I (A),OP1.1.13 I (A),OP1.1.14 I (A),OP1.1.16 I (A),OP1.2.1 I (A),OP1.2.2 I (A),OP1.2.3 I (A),OP1.2.4 I (A),OP1.2.5 I (A),OP1.2.6 I (A),OP1.2.7 I (A),OP1.2.8 I (A),OP1.2.9 I (A),OP1.2.10 I (A),OP1.2.11 I (A),OP1.2.12 I (A),OP1.2.13 I (A),OP1.2.14 I (A),OP1.2.15 I (A),OP1.2.16 I (A),OP1.3.1 I (A),OP1.3.2 I (A),OP1.3.4 I (A),OP1.3.5 I (A),OP1.3.6 I (A),OP1.3.7 I (A),OP1.3.8 I (A),OP1.3.9 I (A),OP1.3.10 I (A),OP1.3.11 I (A),OP1.3.12 I (A),OP1.3.13 I (A),OP1.3.14 I (A),OP1.3.15 I (A),OP1.3.16 I (A)
0,2021-08-06,06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021-08-06,06:15:00,0.0,0.0,0.0,0.0,0.0,0.000315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00438,0.0,0.006746153846153846,0.0,0.001495238095238095,0.08960000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012835000000000003,0.0,0.0,0.0,0.0,0.0
2,2021-08-06,06:30:00,0.05,0.13125,0.056249999999999994,0.12083333333333335,0.09065000000000001,0.07083333333333335,0.0792,0.05833333333333333,0.1479,0.1094,0.10003333333333332,0.15836666666666668,0.13125,0.056249999999999994,0.05625,0.1063,0.1063,0.0625,0.011466666666666667,0.03646666666666667,0.021875,0.03336666666666666,0.0,0.05625,0.13628,0.11565,0.11253333333333333,0.10833333333333334,0.0938,0.0188,0.11876666666666667,0.012499999999999999,0.1063,0.1,0.029166666666666664,0.17503333333333335,0.021900000000000003,0.11253333333333333,0.035949999999999996,0.0844,0.03961666666666667,0.17706666666666668,0.018766666666666668,0.1094,0.1219,0.0813
3,2021-08-06,06:45:00,0.25416666666666665,0.234375,0.15833333333333333,0.26666666666666666,0.2938,0.21565,0.32189999999999996,0.2396,0.2792,0.22502499999999998,0.19065,0.26666666666666666,0.250025,0.162475,0.13543333333333332,0.1708333333333333,0.1708333333333333,0.1594,0.12293333333333334,0.1771,0.1375,0.168775,0.065625,0.15,0.27709999999999996,0.1812666666666667,0.1896,0.2,0.14793333333333333,0.0688,0.19166666666666665,0.0875,0.20626666666666668,0.270325,0.23539999999999997,0.28755,0.30469999999999997,0.35000000000000003,0.2625,0.17657499999999998,0.1094,0.2812,0.11873333333333334,0.17035,0.1875,0.11875000000000001
4,2021-08-06,07:00:00,0.6646,0.6219,0.6437666666666667,0.825,0.6219,0.7104333333333334,0.6854333333333334,0.6375333333333333,0.4344,0.46670000000000006,0.33592500000000003,0.4666666666666666,0.47815,0.3281,0.35157499999999997,0.3521,0.425,0.2833333333333333,0.2813,0.2438,0.31565,0.3125,0.22503333333333334,0.31875,0.3375,0.23129999999999998,0.30315000000000003,0.229675,0.20210000000000003,0.10626666666666668,0.27086666666666664,0.5156499999999999,0.6563,0.71565,0.6125,0.7140750000000001,0.70625,0.7547250000000001,0.6521,0.25625,0.20210000000000003,0.6750333333333334,0.1781,0.2375,0.235975,0.2172
5,2021-08-06,07:15:00,1.0729666666666666,1.0750250000000001,1.0416999999999998,1.3,1.07345,1.1688,1.0396,1.11875,0.6479333333333334,0.67505,0.55315,0.7541666666666668,0.7094,0.6291666666666668,0.55625,0.5729333333333334,0.6958666666666667,0.5520999999999999,0.45940000000000003,0.59535,0.6041666666666666,0.6104333333333333,0.49065,0.6219,0.3781,0.29996666666666666,0.6042000000000001,0.6594,0.27913333333333334,0.14376666666666668,0.5719000000000001,0.8750333333333334,1.021925,1.1250333333333333,1.0,1.1604333333333334,1.0655999999999999,1.1219000000000001,1.0688,0.332825,0.26663333333333333,1.2145666666666666,1.0646,0.2770666666666667,0.29375,0.6854333333333334
6,2021-08-06,07:30:00,1.44065,1.425,1.4146333333333334,1.5958666666666668,1.49065,1.5645999999999998,1.5125333333333335,1.4688,1.0187333333333333,0.9479333333333333,0.917225,1.0500500000000001,1.0953249999999999,0.8,0.9187666666666666,0.9687666666666667,0.9843999999999999,0.8437666666666667,0.9416333333333332,0.9625,0.8844000000000001,0.9593499999999999,0.925,0.9750000000000001,0.4375,0.3396333333333333,1.015625,0.9666666666666667,0.298425,0.17815,1.0291666666666668,1.3604333333333336,1.4938,1.5645666666666667,1.4604333333333335,1.6719,1.558366666666667,1.4344000000000001,1.44065,0.37916666666666665,0.30416666666666664,1.5906500000000001,1.5438,0.32503333333333334,0.33336666666666664,1.3354333333333333
7,2021-08-06,07:45:00,1.86095,1.8063,1.8125,2.0333666666666668,1.9542000000000002,1.9812666666666667,1.7688,1.8729333333333333,1.3854333333333333,1.3208333333333333,1.30315,1.39065,1.3938,1.3687666666666667,1.2875333333333334,1.4291999999999998,1.4265750000000001,1.2437666666666667,1.3417000000000001,1.262525,1.29535,1.25,1.2312666666666667,1.3531,0.4875,0.37083333333333335,1.43125,1.3219,0.32293333333333335,0.19375,1.5093999999999999,1.5375,1.8312333333333335,1.9146,1.8042,1.9969000000000001,1.9666666666666668,1.9844249999999999,1.95,0.9687666666666667,0.33755,1.9687666666666666,2.0875,0.36460000000000004,0.3438,1.8750333333333333
8,2021-08-06,08:00:00,2.2843999999999998,2.293766666666667,2.29845,2.3979333333333335,2.3874999999999997,2.3708666666666667,2.30315,2.3458666666666668,1.8875,1.8604333333333336,1.728125,1.9313,1.8250333333333335,1.7916666666666667,1.6958666666666666,1.7469000000000001,1.8750333333333333,1.6229333333333333,1.67815,1.7812,1.7187,1.6417,1.6094,1.779725,0.55625,0.38595,1.7875,1.9020666666666666,0.375,0.2219,1.8833666666666666,2.0625,2.334375,2.4062,2.2271,2.3719,2.34065,2.3969,2.3667000000000002,2.19375,0.3437333333333333,2.3521,2.2188,0.3854,0.381275,2.1593999999999998
9,2021-08-06,08:15:00,2.7875,2.7208666666666663,2.6562,2.8437666666666668,2.6843500000000002,2.86565,2.741666666666667,2.79375,2.3718500000000002,2.325,2.2938,2.2719,2.30315,2.1958333333333333,2.0854333333333335,2.2771,2.2812666666666668,2.1229333333333336,2.0354,2.1281499999999998,2.1453499999999996,2.1146,2.0359499999999997,2.2479666666666667,1.16875,0.41559999999999997,2.335433333333333,2.2531499999999998,0.38595,0.2469,2.3093500000000002,2.6458,2.8146,2.703125,2.672933333333333,2.7395666666666667,2.7896,2.67815,2.66875,2.66255,0.3729,2.84215,2.6125,0.39786666666666665,0.41559999999999997,2.6281499999999998
