,Data,Hora,P3.1.1 V (V),P3.1.2 V (V),P3.1.3 V (V),P3.1.4 V (V),P3.1.5 V (V),P3.1.6 V (V),P3.1.7 V (V),P3.1.8 V (V),P3.1.9 V (V),P3.1.10 V (V),P3.1.11 V (V),P3.1.12 V (V),P3.1.13 V (V),P3.1.14 V (V),P3.1.15 V (V),P3.1.16 V (V),P3.2.1 V (V),P3.2.2 V (V),P3.2.3 V (V),P3.2.4 V (V),P3.2.5 V (V),P3.2.6 V (V),P3.2.7 V (V),P3.2.8 V (V),P3.2.9 V (V),P3.2.10 V (V),P3.2.11 V (V),P3.2.12 V (V),P3.2.13 V (V),P3.2.14 V (V),P3.2.15 V (V),P3.2.16 V (V),P3.3.1 V (V),P3.3.2 V (V),P3.3.3 V (V),P3.3.4 V (V),P3.3.5 V (V),P3.3.6 V (V),P3.3.7 V (V),P3.3.8 V (V),P3.3.9 V (V),P3.3.10 V (V),P3.3.11 V (V),P3.3.12 V (V),P3.3.13 V (V),P3.3.14 V (V),P3.3.15 V (V),P3.3.16 V (V),P3.4.1 V (V),P3.4.2 V (V),P3.4.3 V (V),P3.4.4 V (V),P3.4.5 V (V),P3.4.6 V (V),P3.4.7 V (V),P3.4.8 V (V),P3.4.9 V (V),P3.4.10 V (V),P3.4.11 V (V),P3.4.12 V (V),P3.4.13 V (V),P3.4.14 V (V),P3.4.15 V (V),P3.4.16 V (V),P3.5.1 V (V),P3.5.2 V (V),P3.5.3 V (V),P3.5.4 V (V),P3.5.5 V (V),P3.5.6 V (V),P3.5.7 V (V),P3.5.8 V (V),P3.5.9 V (V),P3.5.10 V (V),P3.5.11 V (V),P3.5.12 V (V),P3.5.13 V (V),P3.5.14 V (V),P3.5.15 V (V),P3.5.16 V (V),P3.6.1 V (V),P3.6.2 V (V),P3.6.3 V (V),P3.6.4 V (V),P3.6.5 V (V),P3.6.6 V (V),P3.6.7 V (V),P3.6.8 V (V),P3.6.9 V (V),P3.6.10 V (V),P3.6.11 V (V),P3.6.12 V (V),P3.6.13 V (V),P3.6.14 V (V),P3.6.15 V (V),P3.6.16 V (V),P3.7.1 V (V),P3.7.2 V (V),P3.7.3 V (V),P3.7.4 V (V),P3.7.5 V (V),P3.7.6 V (V),P3.7.7 V (V),P3.7.8 V (V),P3.7.9 V (V),P3.7.10 V (V),P3.7.11 V (V),P3.7.12 V (V),P3.7.13 V (V),P3.7.14 V (V),P3.7.15 V (V),P3.7.16 V (V),P3.8.1 V (V),P3.8.2 V (V),P3.8.3 V (V),P3.8.4 V (V),P3.8.5 V (V),P3.8.6 V (V),P3.8.7 V (V),P3.8.8 V (V),P3.8.9 V (V),P3.8.10 V (V),P3.8.11 V (V),P3.8.12 V (V),P3.8.13 V (V),P3.8.14 V (V),P3.8.15 V (V),P3.8.16 V (V)
0,2021-06-14,06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021-06-14,06:15:00,0.0,0.0,0.0,0.0,0.0,69.56944444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.69270833333333,0.0,70.05113636363636,0.0,0.0,0.0,0.0,0.0,54.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.54891304347827,70.375,0.0,69.71195652173913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.125,71.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.09558823529412,0.0,0.0,0.0,0.0,68.35714285714286,69.01293103448276,69.625,0.0,0.0,0.0,0.0,0.0,69.39814814814815,0.0,0.0,0.0,68.41071428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.92857142857143,0.0,0.0,0.0
2,2021-06-14,06:30:00,68.16666666666667,67.875,67.0,65.3125,66.41666666666667,71.40277777777777,67.29166666666667,61.25,62.6875,62.75,62.25,62.5625,59.4375,61.3125,67.70833333333333,58.5,60.5,63.875,63.25,68.33333333333333,71.94444444444444,74.125,72.33333333333333,65.83333333333333,61.375,61.625,62.75,70.375,66.0,60.25,61.5625,63.0,61.75,63.125,62.375,67.375,66.5,63.1875,54.65625,62.8125,60.5,59.625,66.125,65.0,62.6875,68.875,58.6875,59.125,70.01785714285714,71.20833333333333,65.5625,72.3125,65.3125,64.625,63.5625,68.54166666666667,66.08333333333333,66.3125,66.125,62.625,64.25,69.6,67.0,65.75,62.5625,65.6875,63.0625,60.6875,62.0625,62.3125,64.375,61.875,65.08333333333333,62.625,58.5625,62.083333333333336,58.3125,58.625,70.1,70.10416666666667,62.0625,63.5,61.125,64.625,68.47916666666667,69.91071428571429,65.375,64.125,62.3125,0.0,64.40625,63.0,65.375,67.125,66.375,71.1875,66.3125,69.75,64.75,61.375,67.8125,71.20833333333333,70.33928571428571,65.8125,58.6875,63.375,60.0,63.0625,70.58928571428571,66.0,66.04166666666667,58.875,70.95833333333333,64.8125,64.625,56.5,63.25,63.875,65.1875,60.25,59.375,63.6875,0.0,66.9375,69.8,70.98214285714286,63.625,58.375
3,2021-06-14,06:45:00,69.41666666666667,70.5,67.70833333333333,71.09375,68.20833333333333,70.5,70.0625,66.875,66.9375,63.25,67.83333333333333,68.83333333333333,65.04166666666667,66.0,66.70833333333333,63.083333333333336,66.75,69.5,70.4375,66.41666666666667,67.875,69.125,69.29166666666667,69.5,67.16666666666667,68.125,66.875,67.95833333333333,65.04166666666667,67.125,65.95833333333333,66.66666666666667,69.5,69.875,62.0,69.625,71.875,64.375,55.8125,65.91666666666667,67.58333333333333,67.28125,67.29166666666667,66.125,64.6875,65.125,66.83333333333333,65.91666666666667,73.1875,69.8125,71.4375,68.54166666666667,73.5625,70.34375,69.45833333333333,69.625,70.375,67.625,71.08333333333333,70.79166666666667,68.70833333333333,73.5,68.5,64.625,67.29166666666667,68.58333333333333,68.54166666666667,69.5,69.5,66.70833333333333,67.08333333333333,70.8125,66.75,66.41666666666667,67.25,71.625,66.20833333333333,70.875,67.33333333333333,67.9375,69.16666666666667,65.20833333333333,70.5625,67.0625,66.6875,68.3125,67.58333333333333,68.375,66.91666666666667,68.0,68.6875,68.45833333333333,70.20833333333333,65.45833333333333,70.625,67.79166666666667,68.29166666666667,68.45833333333333,66.91666666666667,67.16666666666667,69.5625,67.66666666666667,69.29166666666667,68.25,67.5625,68.3125,67.33333333333333,68.20833333333333,65.75,69.08333333333333,68.08333333333333,57.5,66.875,68.5,65.71875,65.58333333333333,66.5,66.45833333333333,67.29166666666667,66.375,65.54166666666667,67.125,66.95833333333333,61.166666666666664,69.04166666666667,69.04166666666667,66.4375,65.20833333333333
4,2021-06-14,07:00:00,70.3125,73.0625,72.125,74.8125,73.04166666666667,79.33333333333333,73.375,72.79166666666667,70.875,72.16666666666667,71.625,71.0625,73.16666666666667,72.45833333333333,69.375,67.70833333333333,71.3125,71.8125,77.125,75.16666666666667,71.91666666666667,72.08333333333333,73.0,72.25,71.45833333333333,72.3125,71.79166666666667,71.54166666666667,71.66666666666667,70.5,67.04166666666667,68.875,71.45833333333333,71.59375,74.375,72.5625,71.96875,73.03125,59.791666666666664,71.40625,70.75,71.75,71.70833333333333,72.3125,70.08333333333333,71.875,67.25,69.96875,75.625,75.25,72.25,73.5,72.5,74.625,73.25,70.375,73.91666666666667,73.41666666666667,73.25,72.75,73.0625,72.375,72.08333333333333,71.53125,71.875,71.83333333333333,71.125,72.91666666666667,72.375,71.95833333333333,72.875,73.5,73.58333333333333,71.9375,71.5,72.0625,71.5625,71.625,70.95833333333333,72.3125,71.78125,71.875,71.75,70.9375,72.08333333333333,71.8125,74.125,74.41666666666667,73.75,73.20833333333333,72.54166666666667,71.95833333333333,72.0,71.5,73.08333333333333,72.45833333333333,72.125,71.8125,71.75,72.125,70.45833333333333,71.41666666666667,72.75,73.20833333333333,71.0,70.04166666666667,73.20833333333333,76.58333333333333,71.5,72.29166666666667,72.5,59.666666666666664,70.4375,73.91666666666667,72.875,70.41666666666667,71.125,71.33333333333333,72.66666666666667,71.0,69.95833333333333,70.41666666666667,71.16666666666667,68.20833333333333,70.5,71.375,70.95833333333333,71.66666666666667
5,2021-06-14,07:15:00,75.0,76.5,78.375,73.0,72.41666666666667,74.1875,74.5,72.1875,71.33333333333333,72.33333333333333,72.20833333333333,72.54166666666667,70.95833333333333,71.95833333333333,72.125,72.3125,74.5,75.95833333333333,72.04166666666667,72.25,71.83333333333333,72.9375,73.0625,72.625,72.45833333333333,72.875,71.04166666666667,71.6875,72.20833333333333,0.0,70.875,72.66666666666667,74.08333333333333,75.0625,71.0,72.79166666666667,72.58333333333333,0.0,61.208333333333336,71.875,71.25,71.1875,72.20833333333333,71.9375,73.375,72.625,71.78125,72.9375,76.0625,74.4375,72.29166666666667,72.40625,71.8125,80.0,77.79166666666667,77.59375,76.875,76.0,72.54166666666667,73.41666666666667,72.9375,72.0625,73.33333333333333,71.125,72.70833333333333,72.91666666666667,70.4375,72.5,72.29166666666667,71.66666666666667,76.04166666666667,76.33333333333333,76.70833333333333,75.58333333333333,70.70833333333333,71.54166666666667,71.875,69.8125,72.16666666666667,72.25,71.8125,71.375,70.5,70.41666666666667,72.75,71.625,75.08333333333333,76.6875,75.54166666666667,76.5,71.83333333333333,71.25,71.79166666666667,72.5625,72.95833333333333,73.125,71.625,71.75,73.3125,68.125,71.25,73.25,77.45833333333333,77.125,73.91666666666667,73.54166666666667,71.1875,72.875,70.16666666666667,72.59375,72.29166666666667,59.25,71.83333333333333,73.875,71.95833333333333,72.29166666666667,73.20833333333333,69.75,72.33333333333333,71.79166666666667,71.08333333333333,71.54166666666667,72.54166666666667,70.45833333333333,71.04166666666667,72.91666666666667,71.91666666666667,71.33333333333333
6,2021-06-14,07:30:00,78.3125,77.125,77.83333333333333,70.33333333333333,71.95833333333333,71.21875,72.25,71.54166666666667,72.875,72.45833333333333,71.4375,71.25,70.75,71.0625,73.125,74.20833333333333,75.5,76.54166666666667,72.45833333333333,73.16666666666667,71.1875,72.875,72.4375,71.29166666666667,73.125,72.25,73.4375,71.95833333333333,71.75,71.96875,74.08333333333333,76.5625,76.95833333333333,76.58333333333333,72.875,73.5,71.33333333333333,71.875,59.5625,71.79166666666667,71.25,70.15625,71.95833333333333,71.58333333333333,72.375,70.875,73.41666666666667,76.5,75.70833333333333,72.95833333333333,70.95833333333333,71.1875,71.75,78.70833333333333,76.91666666666667,78.625,80.70833333333333,78.91666666666667,72.6875,72.79166666666667,70.875,71.91666666666667,72.54166666666667,71.08333333333333,71.125,71.3125,71.90625,72.6875,70.20833333333333,72.75,75.29166666666667,77.6875,78.25,78.45833333333333,70.58333333333333,71.5,72.625,71.33333333333333,71.41666666666667,71.4375,71.3125,72.5,70.5,71.08333333333333,72.04166666666667,71.4375,76.45833333333333,76.29166666666667,77.125,76.66666666666667,72.83333333333333,72.95833333333333,71.375,70.08333333333333,72.79166666666667,73.83333333333333,71.28125,73.625,72.5625,71.0,71.0,71.125,76.33333333333333,76.78125,76.25,74.29166666666667,72.5625,74.0,71.16666666666667,72.0625,72.0,58.875,71.16666666666667,72.83333333333333,68.125,72.5,73.875,73.08333333333333,71.5,73.8125,71.20833333333333,72.45833333333333,72.08333333333333,70.58333333333333,70.375,72.08333333333333,71.91666666666667,73.5
7,2021-06-14,07:45:00,75.625,76.70833333333333,71.25,71.20833333333333,71.0,72.75,71.08333333333333,70.04166666666667,69.66666666666667,70.66666666666667,70.125,70.5,70.125,69.83333333333333,73.08333333333333,72.625,75.875,75.125,72.0625,72.875,71.0,70.70833333333333,71.9375,71.625,70.3125,71.79166666666667,71.54166666666667,70.08333333333333,70.875,71.20833333333333,72.75,72.70833333333333,74.58333333333333,75.375,70.79166666666667,71.66666666666667,70.0625,70.6875,59.0,70.625,70.125,69.8125,70.95833333333333,72.08333333333333,70.29166666666667,70.6875,72.875,72.375,74.15625,71.58333333333333,71.5625,70.5,70.33333333333333,71.625,74.08333333333333,72.6875,72.0,72.95833333333333,71.58333333333333,71.0,71.25,71.8125,70.125,71.625,69.79166666666667,70.625,70.375,72.20833333333333,69.875,70.34375,71.0,71.5,71.75,71.16666666666667,69.95833333333333,70.4375,68.875,70.8125,71.08333333333333,70.33333333333333,70.0625,69.95833333333333,70.3125,69.875,70.25,69.83333333333333,71.3125,71.75,72.1875,72.875,70.66666666666667,70.41666666666667,70.33333333333333,71.0,71.59375,70.25,71.75,71.33333333333333,71.83333333333333,70.46875,69.83333333333333,71.25,72.125,72.625,74.70833333333333,74.04166666666667,70.125,70.75,70.875,70.9375,70.70833333333333,60.0,70.70833333333333,71.16666666666667,70.70833333333333,71.08333333333333,71.0,71.375,71.5625,70.16666666666667,70.375,71.54166666666667,69.875,69.3125,70.09375,70.3125,70.0625,71.75
8,2021-06-14,08:00:00,78.33333333333333,79.95833333333333,72.29166666666667,73.66666666666667,70.5,72.33333333333333,72.0,72.5625,71.66666666666667,73.8125,74.0,71.20833333333333,73.04166666666667,72.8125,71.54166666666667,72.79166666666667,77.83333333333333,78.08333333333333,73.3125,71.83333333333333,73.25,72.16666666666667,73.1875,72.0,71.70833333333333,72.125,71.375,72.25,73.75,73.66666666666667,73.29166666666667,73.0625,79.08333333333333,79.58333333333333,72.0625,72.875,72.3125,73.4375,61.75,72.83333333333333,73.125,72.91666666666667,72.25,71.875,71.58333333333333,72.25,72.83333333333333,72.70833333333333,75.3125,71.6875,71.66666666666667,72.29166666666667,72.0,72.08333333333333,76.66666666666667,73.5625,75.16666666666667,74.45833333333333,73.45833333333333,71.875,71.625,72.5,71.33333333333333,69.79166666666667,71.4375,73.5,71.9375,71.1875,72.6875,74.375,73.0,73.29166666666667,73.625,73.75,73.0,72.9375,70.75,72.34375,71.75,72.875,71.75,71.79166666666667,71.33333333333333,71.3125,72.625,73.75,73.20833333333333,72.1875,74.20833333333333,75.29166666666667,72.16666666666667,72.9375,72.3125,73.04166666666667,73.0625,72.45833333333333,72.91666666666667,71.58333333333333,71.95833333333333,73.66666666666667,72.16666666666667,71.66666666666667,77.0625,75.29166666666667,78.29166666666667,78.83333333333333,70.0625,73.25,71.5,70.375,73.45833333333333,59.916666666666664,72.33333333333333,72.58333333333333,71.33333333333333,71.16666666666667,71.70833333333333,71.96875,72.1875,71.375,71.16666666666667,72.16666666666667,72.5,71.58333333333333,71.5,71.375,71.70833333333333,72.20833333333333
9,2021-06-14,08:15:00,78.70833333333333,78.1875,72.125,71.79166666666667,71.875,73.70833333333333,72.58333333333333,72.5,72.875,71.125,71.9375,72.08333333333333,73.45833333333333,72.75,73.75,74.45833333333333,78.625,77.5,72.41666666666667,72.91666666666667,72.58333333333333,72.125,71.875,72.34375,72.70833333333333,73.45833333333333,73.70833333333333,71.95833333333333,71.875,72.75,73.29166666666667,73.4375,77.8125,79.875,72.5,71.75,72.83333333333333,71.9375,60.0,73.0,71.6875,72.54166666666667,73.5,72.83333333333333,73.375,73.5,73.375,73.875,75.875,72.83333333333333,73.46875,71.375,71.03125,72.5,75.375,74.04166666666667,74.20833333333333,74.25,72.5,72.59375,72.20833333333333,73.25,73.04166666666667,72.33333333333333,72.375,73.0,71.125,70.0,71.0,71.95833333333333,73.04166666666667,73.125,73.84375,73.875,72.16666666666667,73.0,71.5,72.5,71.91666666666667,73.375,72.625,71.91666666666667,71.29166666666667,71.25,73.125,71.33333333333333,73.125,73.33333333333333,73.70833333333333,73.20833333333333,72.29166666666667,72.125,71.41666666666667,74.0,71.95833333333333,72.125,72.83333333333333,73.0625,71.79166666666667,71.375,70.83333333333333,72.16666666666667,74.625,73.875,79.25,80.75,73.5625,71.75,72.66666666666667,73.33333333333333,72.1875,60.416666666666664,73.04166666666667,73.5,72.6875,73.0,72.04166666666667,72.70833333333333,73.83333333333333,73.875,71.5625,71.45833333333333,72.79166666666667,71.83333333333333,72.20833333333333,73.0,74.375,72.58333333333333
