,Data,Hora,OP3.1.1 I (A),OP3.1.2 I (A),OP3.1.3 I (A),OP3.1.4 I (A),OP3.1.5 I (A),OP3.1.6 I (A),OP3.1.7 I (A),OP3.1.8 I (A),OP3.1.9 I (A),OP3.1.10 I (A),OP3.1.11 I (A),OP3.1.12 I (A),OP3.1.13 I (A),OP3.1.14 I (A),OP3.1.15 I (A),OP3.1.16 I (A),OP3.2.1 I (A),OP3.2.2 I (A),OP3.2.3 I (A),OP3.2.4 I (A),OP3.2.5 I (A),OP3.2.6 I (A),OP3.2.7 I (A),OP3.2.8 I (A),OP3.2.9 I (A),OP3.2.10 I (A),OP3.2.11 I (A),OP3.2.12 I (A),OP3.2.13 I (A),OP3.2.14 I (A),OP3.2.15 I (A),OP3.2.16 I (A),OP3.3.1 I (A),OP3.3.2 I (A),OP3.3.3 I (A),OP3.3.4 I (A),OP3.3.5 I (A),OP3.3.6 I (A),OP3.3.7 I (A),OP3.3.8 I (A),OP3.3.9 I (A),OP3.3.10 I (A),OP3.3.11 I (A),OP3.3.12 I (A),OP3.3.13 I (A),OP3.3.14 I (A),OP3.3.15 I (A),OP3.3.16 I (A),OP3.4.1 I (A),OP3.4.2 I (A),OP3.4.3 I (A),OP3.4.4 I (A),OP3.4.5 I (A),OP3.4.6 I (A),OP3.4.7 I (A),OP3.4.8 I (A),OP3.4.9 I (A),OP3.4.10 I (A),OP3.4.11 I (A),OP3.4.12 I (A),OP3.4.13 I (A),OP3.4.14 I (A),OP3.4.15 I (A),OP3.4.16 I (A),OP3.5.1 I (A),OP3.5.2 I (A),OP3.5.3 I (A),OP3.5.4 I (A),OP3.5.5 I (A),OP3.5.6 I (A),OP3.5.7 I (A),OP3.5.8 I (A),OP3.5.9 I (A),OP3.5.10 I (A),OP3.5.11 I (A),OP3.5.12 I (A),OP3.5.13 I (A),OP3.5.14 I (A),OP3.5.15 I (A),OP3.5.16 I (A),OP3.6.1 I (A),OP3.6.2 I (A),OP3.6.3 I (A),OP3.6.4 I (A),OP3.6.5 I (A),OP3.6.6 I (A),OP3.6.7 I (A),OP3.6.8 I (A),OP3.6.9 I (A),OP3.6.10 I (A),OP3.6.11 I (A),OP3.6.12 I (A),OP3.6.13 I (A),OP3.6.14 I (A),OP3.6.15 I (A),OP3.6.16 I (A),OP3.7.1 I (A),OP3.7.2 I (A),OP3.7.3 I (A),OP3.7.4 I (A),OP3.7.5 I (A),OP3.7.6 I (A),OP3.7.7 I (A),OP3.7.8 I (A),OP3.7.9 I (A),OP3.7.10 I (A),OP3.7.11 I (A),OP3.7.12 I (A),OP3.7.13 I (A),OP3.7.15 I (A),OP3.7.16 I (A),OP3.8.1 I (A),OP3.8.2 I (A),OP3.8.3 I (A),OP3.8.4 I (A),OP3.8.5 I (A),OP3.8.6 I (A),OP3.8.7 I (A),OP3.8.8 I (A),OP3.8.9 I (A),OP3.8.10 I (A),OP3.8.11 I (A),OP3.8.12 I (A),OP3.8.13 I (A),OP3.8.14 I (A),OP3.8.15 I (A),OP3.8.16 I (A)
0,2021-03-06,06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021-03-06,06:15:00,0.0,0.0,0.0,0.0,0.0063,0.004691666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023333333333333333,0.00625,0.08848461538461537,0.0,0.0,0.0,0.0,0.008333333333333333,0.016666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038025,0.0,0.01565,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.0,0.0,0.02826086956521739,0.012514285714285714,0.0,0.025572727272727278,0.0,0.0,0.0,0.0813,0.0,0.0,0.0,0.0,0.0,0.014314285714285713,0.0813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021,0.0,0.0,0.0,0.0,0.0,0.035925,0.012500000000000002,0.0,0.0,0.0,0.0,0.003585714285714286,0.026718181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039,0.0375,0.021900000000000003,0.0,0.0,0.0,0.137890625,0.041260000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.04586666666666667,0.04732857142857143,0.01688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01132857142857143,0.07085,0.0,0.0
2,2021-03-06,06:30:00,0.021900000000000003,0.12190000000000001,0.0792,0.13753333333333334,0.11876666666666667,0.13956666666666667,0.10210000000000001,0.05,0.12190000000000001,0.12035,0.1469,0.10314999999999999,0.09793333333333333,0.1688,0.07293333333333334,0.075,0.1,0.125,0.1531,0.10003333333333335,0.11046666666666667,0.14793333333333333,0.13755,0.13125,0.14376666666666668,0.1375333333333333,0.15003333333333332,0.0,0.06043333333333334,0.0969,0.07345,0.10210000000000001,0.0917,0.03333333333333333,0.0375,0.13749999999999998,0.18543333333333334,0.0667,0.13546666666666665,0.1547,0.12293333333333334,0.1422,0.16876666666666665,0.18127500000000002,0.1146,0.15,0.0771,0.053099999999999994,0.19375,0.1469,0.1844,0.1625,0.0521,0.13126666666666667,0.125,0.10416666666666667,0.10005,0.0667,0.15,0.09793333333333333,0.22505,0.125,0.25626666666666664,0.041666666666666664,0.13543333333333332,0.1938,0.07815,0.16253333333333334,0.09793333333333332,0.0938,0.09793333333333333,0.093775,0.10314999999999999,0.15206666666666666,0.10626666666666668,0.09583333333333333,0.0792,0.09793333333333333,0.13755,0.09065000000000001,0.13543333333333332,0.08126666666666667,0.1063,0.12293333333333334,0.12190000000000001,0.12815,0.10836666666666667,0.05,0.0917,0.12916666666666668,0.07503333333333334,0.09065000000000001,0.21459999999999999,0.0844,0.1625,0.25315,0.16875,0.142175,0.19219999999999998,0.03125,0.09375,0.20315,0.13755,0.10213333333333334,0.041666666666666664,0.06043333333333333,0.10210000000000001,0.12293333333333334,0.07189999999999999,0.1844,0.1969,0.07815,0.09376666666666666,0.08543333333333332,0.07293333333333334,0.0667,0.10003333333333332,0.13126666666666667,0.08126666666666667,0.05833333333333333,0.1396,0.1094,0.032825,0.059375,0.125025,0.07815,0.07916666666666668
3,2021-03-06,06:45:00,0.08754999999999999,0.22086666666666666,0.17500000000000002,0.25003333333333333,0.34065,0.26249999999999996,0.27086666666666664,0.3078,0.35623333333333335,0.38753333333333334,0.3416666666666666,0.3541666666666667,0.29583333333333334,0.325,0.19793333333333332,0.15836666666666668,0.1688,0.20626666666666668,0.275,0.22086666666666668,0.35315,0.38439999999999996,0.3958333333333333,0.36669999999999997,0.3375,0.3562,0.38956666666666667,0.35833333333333334,0.24580000000000002,0.26456666666666667,0.1375,0.16873333333333332,0.18546666666666667,0.0917,0.1313,0.26876666666666665,0.41670000000000007,0.3375000000000001,0.36565000000000003,0.4312666666666667,0.30833333333333335,0.40209999999999996,0.3520666666666667,0.4,0.2917,0.3083333333333333,0.18336666666666668,0.16043333333333334,0.34375,0.3646,0.30206666666666665,0.3771,0.306275,0.24166666666666667,0.19065,0.2416666666666667,0.24064999999999998,0.1922,0.3375333333333333,0.33749999999999997,0.47500000000000003,0.3375,0.5188,0.1688,0.4521,0.39065,0.3771,0.4375,0.3297,0.3499999999999999,0.1875,0.2094,0.19375,0.23956666666666668,0.29375,0.37965,0.2792,0.32706666666666667,0.3917,0.36875,0.39376666666666665,0.31253333333333333,0.396875,0.3917,0.33126666666666665,0.3416666666666666,0.21253333333333332,0.1458,0.1875,0.1844,0.39690000000000003,0.325,0.50315,0.343775,0.4375,0.4875,0.35833333333333334,0.42185,0.44065,0.35005,0.359375,0.4094,0.22086666666666668,0.20000000000000004,0.1469,0.15206666666666666,0.20210000000000003,0.24166666666666667,0.27086666666666664,0.401575,0.3854,0.23753333333333335,0.2313,0.1781,0.20420000000000002,0.18753333333333333,0.24065,0.2646,0.19586666666666666,0.19166666666666665,0.2833333333333334,0.225,0.17293333333333336,0.21565,0.24065,0.20210000000000003,0.19586666666666666
4,2021-03-06,07:00:00,0.178125,0.3063,0.3000333333333333,0.6750000000000002,0.55625,0.33956666666666663,0.6188,0.60625,0.76095,0.69065,0.81565,0.0,0.6750333333333334,0.7062666666666666,0.3125,0.2594,0.265625,0.31880000000000003,0.69065,0.6125,0.5406500000000001,0.7687666666666667,0.81565,0.7167,0.693775,0.7229333333333333,0.6792000000000001,0.6396333333333334,0.6354333333333333,0.6229666666666667,0.2375,0.31253333333333333,0.2833333333333333,0.1844,0.5041666666666668,0.7083666666666667,0.7896000000000001,0.7104333333333334,0.6750333333333334,0.81565,0.7250333333333333,0.7188,0.7437666666666667,0.6396333333333334,0.6458666666666667,0.6874666666666668,0.2917,0.25,0.6021,0.762525,0.5916666666666667,0.7687666666666667,0.6718999999999999,0.3906,0.30935,0.35003333333333336,0.3437666666666666,0.31875,0.7500249999999999,0.7354333333333333,0.8750333333333332,0.7708666666666667,0.8593999999999999,0.692225,0.74375,0.9041666666666667,0.7000500000000001,0.8343750000000001,0.7094,0.6458666666666667,0.28125,0.32503333333333334,0.31670000000000004,0.3792,0.6229333333333333,0.81565,0.7594000000000001,0.6458666666666667,0.7094,0.80005,0.7687666666666667,0.7583666666666667,0.7000500000000001,0.73125,0.806275,0.7583333333333333,0.32916666666666666,0.26876666666666665,0.34065,0.3458333333333334,0.7062666666666667,0.7687666666666667,0.7583666666666667,0.6125,0.7854333333333333,0.7270666666666666,0.6646333333333333,0.7666666666666666,0.810975,0.6770999999999999,0.80625,0.8625,0.3687666666666667,0.34793333333333337,0.2354333333333333,0.24586666666666668,0.6458333333333334,0.5708333333333334,0.5687666666666668,0.69685,0.7187666666666667,0.45003333333333334,0.4375,0.3703,0.3729,0.3792,0.407825,0.4479333333333333,0.39376666666666665,0.4104666666666667,0.45626666666666665,0.46456666666666663,0.3687333333333333,0.38595,0.43752500000000005,0.3833333333333333,0.375
5,2021-03-06,07:15:00,0.0,0.3271,0.36669999999999997,1.0437666666666667,0.9750333333333333,0.9937749999999999,1.0,1.0563,1.1625,1.0479,1.10315,1.1281750000000001,1.0729666666666666,1.0813,0.3594,0.3333333333333333,0.3146,0.34685,1.0625,1.0062666666666666,1.0469,1.1208666666666667,1.075,1.0687333333333333,1.1094,1.14065,1.2125333333333332,1.1020666666666665,0.9594,0.9688000000000001,0.29685,0.3875,0.33126666666666665,0.2531,0.9781500000000001,0.9719,1.25625,1.1000333333333332,1.1292,1.00005,0.9917000000000001,1.08755,1.1219000000000001,1.06255,1.0292000000000001,1.0396,0.375,0.33435,0.9771000000000001,1.2219,1.2208666666666668,1.0521,1.0833333333333333,0.4542,0.3541666666666667,0.4125,0.3958,0.38439999999999996,1.2812333333333334,1.1250333333333333,1.3125,1.1375333333333333,1.3125333333333333,1.15,1.137525,1.2781500000000001,1.0729333333333333,1.2781500000000001,1.1625,1.1604333333333334,0.3625,0.37916666666666665,0.37706666666666666,0.4479333333333333,1.1813,1.1917,1.10315,1.18125,1.1687750000000001,1.2666666666666666,1.0416999999999998,1.0958333333333332,1.1624999999999999,1.1604333333333334,1.1875,1.1375333333333333,0.38439999999999996,0.33546666666666664,0.3938,0.425,1.0604666666666667,0.9688000000000001,1.2083666666666666,1.098425,1.27345,1.2146333333333332,1.1333666666666666,1.0999999999999999,1.1438000000000001,0.9895999999999999,1.1250333333333333,1.45,0.4208333333333334,0.39999999999999997,0.2896,0.27496666666666664,0.9583666666666666,0.9896333333333334,1.0146333333333333,1.0953499999999998,1.0958666666666668,0.7000333333333334,0.675,0.6708666666666666,0.64375,0.5958666666666667,0.55,0.6750333333333334,0.6396000000000001,0.5625,0.7791666666666668,0.71255,0.5917,0.7104333333333334,0.72505,0.6229333333333334,0.6250249999999999
6,2021-03-06,07:30:00,0.2938,0.4041666666666666,1.0667,1.4583000000000002,1.4646,1.4468999999999999,1.5375,1.4187666666666667,1.58755,1.5042,1.55,1.4969000000000001,1.4344000000000001,1.53755,0.7688,0.70625,0.35624999999999996,0.4041666666666666,1.4354333333333333,1.4479333333333333,1.5166666666666666,1.4375,1.5625,1.4416666666666667,1.4750333333333334,1.4979666666666667,1.5344,1.5020999999999998,1.4979333333333333,1.3906,0.8250000000000001,0.8937666666666667,0.3833333333333333,0.3125,1.2937666666666667,1.4437666666666666,1.6021333333333334,1.5938,1.5187333333333333,1.4812999999999998,1.4791666666666667,1.4375333333333333,1.5083333333333335,1.425,1.4625000000000001,1.433366666666667,0.8313,0.51875,1.3833666666666666,1.6,1.66255,1.6146,1.5375000000000003,0.9218999999999999,0.45,0.4719,0.4688,0.43956666666666666,1.6562999999999999,1.6291666666666664,1.575,1.5437666666666667,1.775,1.4708666666666665,0.0,1.7354333333333336,1.5375333333333332,1.6229333333333333,1.58755,1.5521333333333331,0.4708666666666666,0.46669999999999995,0.55,0.54375,1.46255,1.575033333333333,1.4833666666666667,1.5333666666666668,1.6219000000000001,1.7,1.5292000000000001,1.4062,1.51255,1.6041666666666667,1.5583333333333336,1.6562750000000002,0.49793333333333334,0.41043333333333337,0.4562666666666666,0.5083666666666667,1.5271,1.4969000000000001,1.6583666666666665,1.5438,1.6531500000000001,1.62815,1.4437666666666666,1.5625499999999999,1.6166999999999998,1.4791999999999998,1.5416666666666667,1.7312666666666665,0.49379999999999996,0.47505,0.35836666666666667,0.3520666666666667,1.3938,1.4791999999999998,1.4188,1.5499999999999998,1.53125,0.9938,1.076575,1.0167,1.0437666666666667,0.9604333333333334,1.0203250000000001,1.0458666666666667,0.975,0.9125333333333333,1.1469,1.0208333333333333,0.9917000000000001,1.0750000000000002,1.05625,0.9604333333333334,1.0604333333333333
7,2021-03-06,07:45:00,0.32189999999999996,0.4145666666666667,1.8021,1.8458333333333332,1.8687666666666667,1.775025,1.88125,1.8844,1.95315,1.9416666666666667,1.9875,1.8917000000000002,1.6333666666666666,1.9271,1.0771,1.10315,0.41663333333333336,0.4333666666666667,1.9021,1.8187666666666666,1.8937499999999998,1.9541666666666666,1.870866666666667,1.8354333333333335,1.8770999999999998,1.6771,1.9479,1.9125,1.6583333333333332,1.7666666666666666,1.05,1.1146333333333331,0.4312333333333333,0.32083333333333336,1.7906499999999999,1.8594,1.9468999999999999,1.854725,1.9521,1.89845,1.9125,1.8729333333333333,1.8937666666666668,1.9312666666666667,1.8875,1.8604333333333336,1.0396,1.0500333333333334,1.801575,2.01565,2.0271000000000003,1.95,1.6479333333333335,2.0854333333333335,0.6479333333333334,1.6500000000000001,1.5917000000000001,1.5646000000000002,1.9208666666666667,1.76875,2.147933333333333,2.0333666666666663,2.006266666666667,1.9312666666666667,2.035433333333333,1.7906,1.9031500000000001,1.9771,1.9687666666666666,1.9313,1.4438,1.6531500000000001,1.4312333333333334,1.3583666666666667,1.9708333333333334,1.9547,1.9416666666666667,1.9593500000000001,2.0312666666666668,2.0313,2.0333666666666668,1.8271,1.9812666666666665,2.11565,1.9041666666666668,1.9844,1.5229333333333333,1.475,1.01255,1.2125333333333332,1.9791999999999998,1.8000333333333334,1.9625333333333332,1.9187500000000002,1.995866666666667,2.08435,1.8937666666666668,1.7333666666666667,1.9729333333333334,1.9291666666666665,1.9896,1.88755,0.9708666666666668,1.146875,0.3792,0.3729333333333333,1.8250333333333335,1.843775,1.6666666666666667,1.7906499999999999,1.7125333333333332,1.3583666666666667,1.4375333333333333,1.3562666666666665,1.3896,1.2083666666666668,1.41875,1.4021,1.3146000000000002,1.3563,1.4156499999999999,1.3854333333333333,1.2833666666666668,1.3854333333333333,1.4333333333333336,1.3125,1.38755
8,2021-03-06,08:00:00,0.2656,0.37293333333333334,2.0917,2.189566666666667,2.1604666666666668,2.325,2.129166666666667,2.19685,2.191666666666667,2.2938,2.2646,2.160433333333333,2.293766666666667,2.2271,1.25,1.21875,0.35002500000000003,0.3812,2.1625,2.1719,2.1672000000000002,2.38125,2.191666666666667,2.1854333333333336,2.1125000000000003,2.3333666666666666,2.1708333333333334,2.2218999999999998,2.2094,1.9500000000000002,1.2041666666666668,1.3719000000000001,0.39375,0.2895666666666667,2.1313,2.2021,2.1917,2.2042,2.2833666666666663,2.3875,2.1791666666666667,2.2333666666666665,2.160433333333333,2.2843999999999998,2.1437666666666666,2.1593999999999998,1.2771,1.16565,2.2687666666666666,2.39065,2.3417,2.4062,2.2500333333333336,2.4458333333333333,1.7844,2.2291666666666665,2.3458666666666668,2.1354333333333333,2.2531499999999998,2.5187333333333335,2.3313,2.4812666666666665,2.379166666666667,2.1229333333333336,2.4916666666666667,2.09065,2.2312666666666665,2.285433333333333,2.2333666666666665,2.397933333333333,2.1812666666666662,2.3666666666666667,2.2396,2.3166666666666664,2.283333333333333,2.39065,2.2458666666666667,2.3187666666666664,2.5125,1.9813,2.445866666666667,2.216666666666667,2.307825,2.4146,2.283333333333333,2.3458333333333337,2.4271,2.44375,2.3687666666666667,2.5312666666666668,2.3062666666666667,2.318766666666667,2.1583666666666663,2.326575,2.4250333333333334,2.2979,2.3333333333333335,2.1719,2.4219,2.2896,2.2875,2.46565,2.439075,2.4188,0.33956666666666663,0.3437666666666666,1.9562499999999998,2.26565,2.1583666666666668,2.1646,2.275,1.7125333333333332,1.7563000000000002,1.6083666666666667,1.6583666666666665,1.4,1.6875,1.6542000000000001,1.6542000000000001,1.6750333333333334,1.7375333333333334,1.7416666666666665,1.5063,1.70315,1.7208333333333332,1.6041666666666667,1.6875333333333333
9,2021-03-06,08:15:00,0.28123333333333334,0.3979,2.5688,2.6156,2.7125000000000004,2.6229333333333336,2.6792,2.65,2.8062333333333336,2.7765750000000002,2.772933333333333,2.7624999999999997,2.66875,2.695866666666667,1.5531,1.5229333333333335,0.375,0.40935,2.66875,2.67815,2.7250333333333336,2.6750333333333334,2.8718500000000002,2.7812,2.7000333333333333,2.7708333333333335,2.8094,2.6583666666666668,2.7938,2.7938,1.4458333333333335,1.5797,0.42185,0.28333333333333327,2.5479333333333334,2.7333666666666665,2.7625333333333337,2.7375,2.7687666666666666,2.8125,2.595833333333333,2.7969,2.79685,2.7479333333333336,2.7271,2.7062666666666666,1.40005,1.4875,2.7313,2.9343749999999997,2.8937666666666666,2.7813,2.8031499999999996,2.8875333333333337,2.881266666666667,2.775033333333333,2.8271,2.7520666666666664,2.7625000000000006,2.85625,3.0437999999999996,2.897933333333333,2.993766666666667,2.7531250000000003,2.7969,2.9438,2.850025,2.97815,2.87345,2.82505,2.8375,2.8000333333333334,2.7958666666666665,2.9021000000000003,2.8083666666666667,2.733333333333333,2.7062666666666666,2.7583333333333333,2.820866666666667,2.9781500000000003,2.820866666666667,2.8833,3.0312,3.0938,2.783366666666667,2.8937666666666666,2.920833333333333,2.7833333333333337,2.9250333333333334,2.9969,2.8146,2.7687666666666666,2.8917,2.70935,2.9208666666666665,2.9734750000000005,2.8797249999999996,2.7938,2.95315,2.7854333333333336,2.8375,2.9645999999999995,3.1063,2.8521,0.35003333333333336,0.365625,2.6437999999999997,2.6437666666666666,2.6021,2.602066666666667,2.804166666666667,2.1812666666666667,2.231266666666667,2.195866666666667,2.035433333333333,2.0469,1.975,2.1750333333333334,1.9031500000000001,2.1062666666666665,2.2521,2.0167,1.9891,2.1791666666666667,2.0937666666666668,2.0562666666666667,2.0219
