,Data,Hora,OP1.1.1 I (A),OP1.1.2 I (A),OP1.1.3 I (A),OP1.1.4 I (A),OP1.1.5 I (A),OP1.1.6 I (A),OP1.1.7 I (A),OP1.1.8 I (A),OP1.1.9 I (A),OP1.1.10 I (A),OP1.1.11 I (A),OP1.1.12 I (A),OP1.1.13 I (A),OP1.1.14 I (A),OP1.1.15 I (A),OP1.1.16 I (A),OP1.2.1 I (A),OP1.2.2 I (A),OP1.2.3 I (A),OP1.2.4 I (A),OP1.2.5 I (A),OP1.2.6 I (A),OP1.2.7 I (A),OP1.2.8 I (A),OP1.2.9 I (A),OP1.2.10 I (A),OP1.2.11 I (A),OP1.2.12 I (A),OP1.2.13 I (A),OP1.2.14 I (A),OP1.2.15 I (A),OP1.2.16 I (A),OP1.3.1 I (A),OP1.3.2 I (A),OP1.3.3 I (A),OP1.3.4 I (A),OP1.3.5 I (A),OP1.3.6 I (A),OP1.3.7 I (A),OP1.3.8 I (A),OP1.3.9 I (A),OP1.3.10 I (A),OP1.3.11 I (A),OP1.3.12 I (A),OP1.3.14 I (A),OP1.3.15 I (A),OP1.3.16 I (A)
0,2021-04-15,06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021-04-15,06:15:00,0.03543333333333334,0.0875,0.0312,0.1094,0.0375,0.015633333333333332,0.05833333333333333,0.018766666666666668,0.13333333333333333,0.11875000000000001,0.060020000000000004,0.1521,0.10625000000000001,0.04375,0.025,0.0406,0.07293333333333334,0.06875,0.04375,0.0125,0.02752,0.007520000000000001,0.0,0.0,0.0125,0.14001999999999998,0.10315,0.075,0.06565,0.0625,0.0063,0.0896,0.0104,0.039599999999999996,0.0,0.0938,0.00625,0.1562,0.01565,0.07713333333333333,0.004166666666666667,0.05,0.011466666666666667,0.13125,0.0969,0.12713333333333335,0.04375
2,2021-04-15,06:30:00,0.10625000000000001,0.1271,0.022933333333333333,0.12083333333333333,0.06666666666666667,0.025025,0.0875,0.0469,0.1625,0.14685,0.1125,0.1625,0.1146,0.05003333333333334,0.025,0.09999999999999999,0.10836666666666667,0.109375,0.06253333333333333,0.025033333333333335,0.10000000000000002,0.025,0.08333333333333333,0.012499999999999999,0.07503333333333333,0.1781,0.14166666666666666,0.08125,0.05,0.08753333333333334,0.0208,0.12503333333333333,0.025,0.10416666666666667,0.0375,0.13126666666666667,0.049999999999999996,0.19166666666666665,0.03125,0.12815,0.01,0.09065000000000001,0.027083333333333334,0.1844,0.12293333333333334,0.11565,0.08753333333333334
3,2021-04-15,06:45:00,0.4,0.5875333333333334,0.36043333333333333,0.35935,0.4875,0.5312666666666667,0.5042,0.44375,0.4291666666666667,0.45003333333333334,0.442175,0.4687666666666666,0.47503333333333336,0.42293333333333333,0.40420000000000006,0.35314999999999996,0.46720000000000006,0.5104666666666667,0.4969,0.33749999999999997,0.4,0.324975,0.3437666666666666,0.36456666666666665,0.387525,0.5813,0.3979333333333333,0.43755,0.33959999999999996,0.3896,0.314075,0.5312666666666667,0.3375333333333333,0.5125000000000001,0.4083666666666667,0.6,0.40210000000000007,0.6145666666666666,0.55005,0.66255,0.41873333333333335,0.4437333333333333,0.42296666666666666,0.5563,0.4875333333333334,0.4312666666666667,0.4313
4,2021-04-15,07:00:00,0.9708333333333333,0.9937499999999999,1.1271,1.1916666666666667,0.9396333333333334,1.0312999999999999,1.15,0.9396333333333334,0.9520666666666667,0.9500000000000001,1.0375,0.9479333333333333,0.9333333333333332,0.8542000000000001,0.8094,0.9270999999999999,0.8719,0.9750333333333333,1.1469,0.7958333333333334,0.8395999999999999,1.0125333333333335,0.7916666666666666,0.7844,0.8219000000000001,0.71565,0.7896000000000001,0.8333333333333334,0.90625,0.65,0.6812666666666667,0.8313,1.0250000000000001,1.1646333333333334,0.8094,1.3125,0.8875333333333334,1.2844,0.9521000000000001,1.2271,0.9521333333333333,0.9542,0.7791666666666667,1.1917,0.8906000000000001,0.8645999999999999,0.8833666666666667
5,2021-04-15,07:15:00,1.2062666666666668,1.1125333333333334,0.9937666666666667,1.1041666666666667,1.1125,1.1771,1.1292,1.0146,1.1208333333333333,1.0521,1.0500333333333334,1.1719,1.1208666666666665,1.0250333333333332,1.0041666666666667,0.96565,1.09375,1.1375,1.0208333333333333,1.0344,1.05,0.92505,1.0458666666666667,1.0375333333333332,1.1270999999999998,1.1646,1.0146,1.0729333333333333,1.1083333333333334,1.00625,0.7968500000000001,1.0416666666666667,0.98435,1.1312333333333333,1.04535,1.0917000000000001,1.0604333333333333,1.2844,0.9469,1.226575,1.0646000000000002,1.0979666666666665,0.9500333333333334,1.1604333333333334,1.0188,0.89375,1.0093999999999999
6,2021-04-15,07:30:00,0.8583333333333334,0.9437666666666668,0.825,0.9375333333333334,0.8896333333333333,0.9094,0.9146333333333333,0.8708666666666667,0.9771000000000001,0.9578500000000001,0.9937499999999999,0.9719,0.9646333333333333,0.9156500000000001,0.8874999999999998,0.8896000000000001,0.99065,0.9172,0.96565,0.8625333333333334,0.9270666666666667,0.890625,1.0375,0.8250500000000001,0.9375500000000001,1.0771,0.9813000000000001,0.9,0.9188000000000001,0.8469,0.7937333333333334,0.90315,0.8520666666666666,0.94065,0.8250500000000001,0.9437666666666665,0.8416666666666668,0.9438,0.7844,0.9270999999999999,0.8333666666666666,0.91875,0.9083333333333333,0.9895999999999999,0.8917,0.8938,0.80625
7,2021-04-15,07:45:00,0.8375333333333334,0.9479333333333333,0.812525,0.9041666666666668,0.8333333333333334,0.8917,0.9968999999999999,0.7938000000000001,0.9625333333333334,0.94065,0.9333333333333332,0.9729333333333333,0.9771000000000001,0.8812666666666668,0.8812333333333333,0.8791666666666668,1.01565,1.0125,0.9562666666666667,0.96565,0.8,0.9500500000000001,0.9625333333333334,0.7479333333333334,0.9083333333333333,0.9922000000000001,0.884375,0.9708666666666667,0.910975,0.975,0.7708666666666667,0.8875250000000001,0.8312666666666667,0.90315,0.8208333333333333,0.8844,0.925,0.9729333333333333,0.8750333333333332,0.86875,0.8458333333333333,0.9042,0.8875000000000001,0.9187666666666666,0.9167,0.9344,0.8313
8,2021-04-15,08:00:00,0.80005,0.9469000000000001,0.92815,0.9250333333333334,0.9270999999999999,0.9562999999999999,0.96875,0.92815,1.0083666666666666,0.9458333333333334,0.9750000000000001,1.0333666666666668,0.9646,0.8719,0.8792,0.9416666666666668,0.9375,0.0,0.918775,0.8188,0.9719,0.8854333333333333,0.94375,0.79375,0.9229333333333333,1.1083333333333334,0.9875,0.9500500000000001,0.9438,0.9468750000000001,0.7646000000000001,0.99065,0.85625,0.9917000000000001,0.8645999999999999,0.8875,0.8833666666666667,1.07815,0.90315,0.9458666666666667,0.8187666666666668,0.9875000000000002,0.9875,1.0208333333333333,0.9604333333333334,0.87815,0.9146000000000001
9,2021-04-15,08:15:00,1.25625,1.1313,1.1104,1.1666999999999998,1.1875,1.2417,1.2958666666666667,1.1041666666666667,1.39375,1.2479333333333333,1.2156500000000001,1.2812666666666666,1.3125333333333333,1.1979666666666666,1.0625499999999999,1.2062666666666668,1.20625,1.1656499999999999,1.26565,1.15,1.228175,1.04375,1.2979333333333334,0.97815,1.3562666666666665,1.2938,1.2042000000000002,1.2750000000000001,1.0937999999999999,1.2333666666666667,0.975,1.125,0.99375,1.30625,1.0406499999999999,1.2375333333333334,1.3625,1.4021000000000001,1.2625,1.1666999999999998,1.1896000000000002,1.325,1.3875,1.25625,1.2583333333333335,1.1750333333333334,1.2229333333333334
