,Data,Hora,OP3.1.1 V (V),OP3.1.2 V (V),OP3.1.3 V (V),OP3.1.4 V (V),OP3.1.5 V (V),OP3.1.6 V (V),OP3.1.7 V (V),OP3.1.8 V (V),OP3.1.9 V (V),OP3.1.10 V (V),OP3.1.11 V (V),OP3.1.12 V (V),OP3.1.13 V (V),OP3.1.14 V (V),OP3.1.15 V (V),OP3.1.16 V (V),OP3.2.1 V (V),OP3.2.2 V (V),OP3.2.3 V (V),OP3.2.4 V (V),OP3.2.5 V (V),OP3.2.6 V (V),OP3.2.7 V (V),OP3.2.8 V (V),OP3.2.9 V (V),OP3.2.10 V (V),OP3.2.11 V (V),OP3.2.12 V (V),OP3.2.14 V (V),OP3.2.15 V (V),OP3.2.16 V (V),OP3.3.1 V (V),OP3.3.2 V (V),OP3.3.3 V (V),OP3.3.4 V (V),OP3.3.5 V (V),OP3.3.6 V (V),OP3.3.7 V (V),OP3.3.8 V (V),OP3.3.9 V (V),OP3.3.10 V (V),OP3.3.11 V (V),OP3.3.12 V (V),OP3.3.13 V (V),OP3.3.14 V (V),OP3.3.15 V (V),OP3.3.16 V (V),OP3.4.1 V (V),OP3.4.2 V (V),OP3.4.3 V (V),OP3.4.4 V (V),OP3.4.5 V (V),OP3.4.6 V (V),OP3.4.7 V (V),OP3.4.8 V (V),OP3.4.9 V (V),OP3.4.10 V (V),OP3.4.11 V (V),OP3.4.12 V (V),OP3.4.13 V (V),OP3.4.14 V (V),OP3.4.15 V (V),OP3.4.16 V (V),OP3.5.1 V (V),OP3.5.2 V (V),OP3.5.3 V (V),OP3.5.4 V (V),OP3.5.5 V (V),OP3.5.6 V (V),OP3.5.7 V (V),OP3.5.8 V (V),OP3.5.9 V (V),OP3.5.10 V (V),OP3.5.11 V (V),OP3.5.12 V (V),OP3.5.13 V (V),OP3.5.14 V (V),OP3.5.15 V (V),OP3.5.16 V (V),OP3.6.1 V (V),OP3.6.2 V (V),OP3.6.3 V (V),OP3.6.4 V (V),OP3.6.5 V (V),OP3.6.6 V (V),OP3.6.7 V (V),OP3.6.8 V (V),OP3.6.9 V (V),OP3.6.10 V (V),OP3.6.11 V (V),OP3.6.12 V (V),OP3.6.13 V (V),OP3.6.14 V (V),OP3.6.15 V (V),OP3.6.16 V (V),OP3.7.1 V (V),OP3.7.2 V (V),OP3.7.4 V (V),OP3.7.5 V (V),OP3.7.6 V (V),OP3.7.7 V (V),OP3.7.8 V (V),OP3.7.9 V (V),OP3.7.10 V (V),OP3.7.11 V (V),OP3.7.12 V (V),OP3.7.13 V (V),OP3.7.14 V (V),OP3.7.15 V (V),OP3.7.16 V (V),OP3.8.1 V (V),OP3.8.2 V (V),OP3.8.3 V (V),OP3.8.4 V (V),OP3.8.5 V (V),OP3.8.6 V (V),OP3.8.7 V (V),OP3.8.8 V (V),OP3.8.9 V (V),OP3.8.10 V (V),OP3.8.11 V (V),OP3.8.12 V (V),OP3.8.13 V (V),OP3.8.14 V (V),OP3.8.15 V (V),OP3.8.16 V (V)
0,2021-04-21,06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021-04-21,06:15:00,37.8125,32.5625,48.916666666666664,52.0,52.541666666666664,50.125,54.625,49.9375,48.666666666666664,48.625,49.375,49.1875,46.8125,47.5625,42.1875,40.5,36.291666666666664,38.208333333333336,52.708333333333336,51.0,50.0,52.375,50.25,50.708333333333336,47.666666666666664,48.6875,47.25,47.166666666666664,45.9375,41.4375,42.25,38.5625,40.208333333333336,51.59375,45.0,51.541666666666664,52.5625,42.75,51.90625,48.541666666666664,47.6875,47.458333333333336,48.833333333333336,47.375,47.3125,40.75,43.25,47.666666666666664,48.9375,46.416666666666664,48.5,47.4375,47.166666666666664,39.916666666666664,45.4375,44.375,46.375,48.791666666666664,47.958333333333336,47.625,48.083333333333336,48.625,45.875,47.1875,47.791666666666664,48.0,47.333333333333336,47.5625,47.041666666666664,45.5625,44.09375,46.291666666666664,45.0,46.03125,48.5,48.5,46.791666666666664,46.8125,48.041666666666664,47.25,46.53125,48.083333333333336,46.875,48.25,47.666666666666664,45.34375,45.208333333333336,44.458333333333336,45.75,46.5,48.5,48.458333333333336,43.5,47.708333333333336,48.375,49.916666666666664,50.375,49.166666666666664,49.9375,49.875,47.1875,47.166666666666664,38.5,35.625,47.041666666666664,48.0,48.1875,48.78125,48.4375,38.875,47.9375,47.666666666666664,45.541666666666664,45.875,47.666666666666664,48.875,47.708333333333336,46.958333333333336,45.791666666666664,46.75,45.625,46.25,46.6875,46.625,47.15625,46.59375
2,2021-04-21,06:30:00,26.791666666666668,26.208333333333332,32.0,41.25,58.25,34.416666666666664,43.666666666666664,62.0,62.041666666666664,60.041666666666664,58.708333333333336,55.9375,54.5,53.208333333333336,29.583333333333332,31.833333333333332,27.958333333333332,26.708333333333332,50.59375,50.166666666666664,56.5625,59.5625,58.0625,53.083333333333336,53.5,53.625,53.958333333333336,55.458333333333336,45.8125,24.375,31.666666666666668,25.166666666666668,26.09375,54.0,49.375,59.25,58.583333333333336,50.75,56.5625,53.208333333333336,54.5,52.1875,54.875,52.25,50.0,26.291666666666668,27.875,55.666666666666664,57.84375,34.5625,57.0625,42.625,37.25,24.625,29.291666666666668,28.25,33.583333333333336,59.291666666666664,56.291666666666664,59.625,57.5625,61.4375,56.75,52.375,52.166666666666664,53.53125,52.0,51.875,52.75,25.916666666666668,25.125,25.625,32.083333333333336,51.9375,58.541666666666664,51.6875,51.6875,51.21875,57.8125,50.541666666666664,55.5625,55.75,53.625,51.625,54.125,25.5,31.75,31.666666666666668,25.75,54.25,55.8125,55.0,52.958333333333336,52.208333333333336,53.25,57.083333333333336,55.5,57.25,57.3125,61.625,33.666666666666664,28.708333333333332,24.0,27.875,47.333333333333336,46.6875,52.166666666666664,52.208333333333336,51.0,42.25,48.166666666666664,54.625,47.958333333333336,45.84375,45.71875,48.208333333333336,46.75,45.916666666666664,46.833333333333336,45.875,44.833333333333336,44.666666666666664,45.96875,45.708333333333336,46.375,47.75
3,2021-04-21,06:45:00,32.1875,33.0625,35.75,54.25,57.791666666666664,41.875,56.625,54.8125,50.458333333333336,54.625,51.9375,52.9375,50.0,52.416666666666664,35.375,30.208333333333332,33.458333333333336,33.125,50.083333333333336,51.375,54.75,56.25,54.625,51.541666666666664,50.4375,51.291666666666664,51.59375,53.166666666666664,49.083333333333336,31.166666666666668,34.25,28.375,29.375,54.0625,53.375,54.84375,54.333333333333336,47.083333333333336,51.208333333333336,51.541666666666664,51.0625,51.166666666666664,52.833333333333336,51.375,50.25,29.791666666666668,31.5,51.875,50.666666666666664,47.375,51.625,58.625,34.375,31.875,34.791666666666664,36.875,40.708333333333336,54.3125,54.291666666666664,52.34375,52.166666666666664,53.15625,50.125,51.125,50.041666666666664,52.25,49.75,51.1875,51.625,40.375,32.541666666666664,28.208333333333332,29.791666666666668,51.625,54.75,52.666666666666664,49.5625,51.375,52.0,49.875,53.75,53.3125,50.666666666666664,51.40625,50.833333333333336,32.875,30.541666666666668,34.0625,31.416666666666668,51.041666666666664,51.958333333333336,54.458333333333336,52.25,50.166666666666664,52.208333333333336,52.875,53.71875,54.916666666666664,50.458333333333336,54.90625,39.875,35.375,31.6875,25.958333333333332,49.083333333333336,49.75,51.333333333333336,51.3125,50.375,40.708333333333336,47.8125,53.25,47.9375,46.25,46.75,48.083333333333336,47.083333333333336,46.125,46.875,46.541666666666664,46.1875,44.9375,46.375,45.4375,46.1875,47.375
4,2021-04-21,07:00:00,34.0,32.375,45.125,51.6875,50.75,51.083333333333336,51.71875,51.375,51.708333333333336,49.75,50.4375,50.5,49.5625,49.1875,40.208333333333336,39.8125,36.625,37.0,50.0,50.583333333333336,52.53125,51.0625,51.375,50.375,50.6875,49.0625,50.541666666666664,50.5,48.625,0.0,39.25,28.8125,32.541666666666664,50.875,50.583333333333336,52.8125,52.75,45.0,52.541666666666664,50.416666666666664,50.458333333333336,49.958333333333336,51.416666666666664,50.4375,48.791666666666664,40.875,41.041666666666664,49.0,49.3125,50.083333333333336,51.166666666666664,48.833333333333336,34.4375,34.71875,42.0,42.583333333333336,40.6875,48.875,49.291666666666664,49.25,50.0625,49.875,50.166666666666664,48.6875,49.0,48.875,47.75,48.375,47.875,43.0,44.21875,42.125,40.5625,47.291666666666664,49.208333333333336,47.5,47.8125,47.541666666666664,51.416666666666664,48.791666666666664,51.0625,49.125,48.791666666666664,48.5,48.375,42.166666666666664,43.875,40.5,43.541666666666664,48.75,49.0,49.75,49.09375,48.5,49.125,52.208333333333336,51.375,50.541666666666664,52.416666666666664,55.625,40.791666666666664,40.208333333333336,32.166666666666664,32.416666666666664,48.666666666666664,50.0,50.375,51.1875,48.666666666666664,40.166666666666664,47.1875,49.333333333333336,47.8125,46.666666666666664,47.041666666666664,47.46875,46.708333333333336,46.90625,46.5625,46.625,46.375,46.166666666666664,46.041666666666664,46.625,46.833333333333336,46.916666666666664
5,2021-04-21,07:15:00,23.583333333333332,16.916666666666668,31.791666666666668,55.5625,57.1875,54.333333333333336,54.208333333333336,55.458333333333336,57.625,54.25,56.791666666666664,55.5,54.625,49.0,35.6875,34.875,19.75,23.125,53.0,52.416666666666664,54.083333333333336,53.5625,55.041666666666664,53.666666666666664,53.916666666666664,52.458333333333336,52.375,53.9375,50.125,34.25,35.25,22.583333333333332,25.875,53.208333333333336,54.666666666666664,55.0,55.0,46.833333333333336,52.6875,53.583333333333336,54.0,52.875,53.625,53.833333333333336,53.625,34.291666666666664,37.0,48.0625,50.625,51.25,50.0625,51.3125,34.5,20.8125,49.875,48.916666666666664,50.708333333333336,49.875,50.34375,49.791666666666664,49.791666666666664,49.875,50.3125,47.208333333333336,47.3125,47.96875,46.666666666666664,47.625,47.25,45.5,45.75,46.6875,45.458333333333336,46.5,49.0,47.833333333333336,46.916666666666664,46.5,48.875,46.375,47.9375,47.9375,47.1875,46.791666666666664,47.4375,46.083333333333336,45.291666666666664,47.0,43.5,47.666666666666664,48.0,47.75,47.125,46.6875,47.59375,53.0,52.75,53.75,52.25,56.3125,51.15625,52.25,16.916666666666668,20.166666666666668,49.5,50.333333333333336,50.5625,49.875,49.541666666666664,40.416666666666664,47.5,50.541666666666664,47.833333333333336,46.25,45.833333333333336,47.875,46.916666666666664,46.5,46.916666666666664,46.666666666666664,45.666666666666664,45.666666666666664,46.416666666666664,46.333333333333336,46.5,47.541666666666664
6,2021-04-21,07:30:00,26.9375,16.958333333333332,54.5,54.125,54.125,55.75,55.875,53.0,52.083333333333336,52.5,54.083333333333336,54.125,53.0,51.875,31.9375,32.5625,12.59375,25.1875,52.3125,54.416666666666664,53.25,53.291666666666664,55.5,53.75,54.166666666666664,52.25,51.541666666666664,54.125,51.625,31.6875,35.583333333333336,18.458333333333332,24.708333333333332,54.5625,53.875,56.3125,55.541666666666664,47.875,54.333333333333336,52.25,54.5625,54.9375,55.791666666666664,53.916666666666664,52.5,34.916666666666664,35.75,47.0,49.6875,49.3125,49.458333333333336,50.1875,48.71875,26.0625,47.0625,47.708333333333336,47.208333333333336,49.625,49.25,48.791666666666664,48.708333333333336,49.75,49.416666666666664,47.1875,47.375,47.833333333333336,47.25,47.25,47.416666666666664,45.40625,45.291666666666664,45.5625,45.541666666666664,46.666666666666664,48.833333333333336,47.625,46.791666666666664,46.791666666666664,48.583333333333336,46.75,47.96875,47.916666666666664,47.0625,46.708333333333336,47.0625,46.5,45.6875,46.875,45.8125,47.625,47.708333333333336,47.625,47.375,46.625,47.8125,53.4375,53.0,52.5,52.333333333333336,55.0,53.25,53.3125,25.875,14.375,49.75,49.84375,49.5,51.0625,49.6875,41.083333333333336,47.25,49.458333333333336,47.916666666666664,46.208333333333336,46.375,47.6875,47.166666666666664,46.5625,46.75,46.666666666666664,45.875,46.083333333333336,46.625,46.166666666666664,46.958333333333336,47.375
7,2021-04-21,07:45:00,13.5625,16.8125,56.0,55.958333333333336,56.958333333333336,55.8125,56.375,56.78125,56.0,55.416666666666664,56.8125,55.25,53.916666666666664,55.333333333333336,30.75,30.5,10.4375,7.75,55.3125,54.6875,57.416666666666664,56.291666666666664,57.625,54.958333333333336,56.25,55.0625,55.625,56.5,53.666666666666664,29.875,31.541666666666668,13.25,7.75,55.666666666666664,0.0,57.875,58.5,48.9375,57.041666666666664,56.916666666666664,54.75,55.916666666666664,57.0625,56.166666666666664,54.6875,30.75,31.125,47.34375,48.625,48.291666666666664,48.3125,49.416666666666664,47.958333333333336,32.208333333333336,47.8125,48.9375,47.958333333333336,49.375,48.75,48.375,48.15625,49.541666666666664,48.125,47.0,47.3125,47.375,46.833333333333336,47.041666666666664,47.1875,45.625,45.541666666666664,47.083333333333336,46.125,46.666666666666664,48.5625,47.625,46.875,46.75,48.416666666666664,46.333333333333336,47.4375,47.541666666666664,46.958333333333336,47.041666666666664,47.0,47.041666666666664,46.25,47.4375,46.958333333333336,47.5,47.6875,47.333333333333336,46.90625,46.958333333333336,47.125,53.75,53.9375,53.916666666666664,54.458333333333336,55.916666666666664,55.958333333333336,53.375,7.375,11.916666666666666,50.833333333333336,50.541666666666664,51.375,51.6875,50.708333333333336,41.5,47.166666666666664,50.416666666666664,48.0,46.416666666666664,45.90625,47.9375,47.125,46.375,46.708333333333336,46.666666666666664,46.125,46.25,46.6875,46.4375,46.958333333333336,47.625
8,2021-04-21,08:00:00,7.75,14.84375,55.25,56.416666666666664,56.1875,56.375,56.333333333333336,56.166666666666664,56.125,56.25,57.25,55.75,54.5625,55.375,29.875,29.4375,10.666666666666666,12.833333333333334,55.833333333333336,55.8125,56.0625,55.041666666666664,56.583333333333336,55.75,55.4375,55.0,55.625,56.375,53.916666666666664,29.666666666666668,32.84375,14.791666666666666,17.8125,54.25,55.4375,57.166666666666664,56.4375,47.625,55.208333333333336,56.166666666666664,55.28125,55.125,55.791666666666664,55.833333333333336,54.3125,29.666666666666668,30.041666666666668,45.75,47.291666666666664,47.25,47.0625,47.84375,47.5,47.5,46.9375,46.96875,47.041666666666664,47.458333333333336,47.375,46.583333333333336,47.125,47.583333333333336,46.75,47.0625,46.958333333333336,47.4375,46.833333333333336,47.125,47.0,46.59375,46.40625,47.208333333333336,46.25,46.6875,48.375,47.3125,46.6875,46.958333333333336,48.21875,46.333333333333336,47.583333333333336,47.5,47.0,46.833333333333336,47.125,47.1875,46.375,47.75,47.0,47.5,47.625,47.1875,46.9375,46.8125,47.1875,52.90625,53.041666666666664,53.125,53.3125,54.791666666666664,53.875,54.3125,14.583333333333334,18.0625,49.875,49.875,50.75,50.59375,49.78125,41.041666666666664,47.25,50.0,47.833333333333336,46.291666666666664,46.1875,47.4375,47.0,46.375,46.625,46.59375,45.958333333333336,46.125,46.583333333333336,46.375,46.791666666666664,47.25
9,2021-04-21,08:15:00,21.333333333333332,37.958333333333336,51.375,52.25,52.8125,52.71875,52.9375,53.1875,52.0,54.375,52.5,53.083333333333336,50.75,51.875,34.0,30.583333333333332,34.0,31.0,50.916666666666664,51.333333333333336,51.3125,50.6875,51.875,51.125,51.25,51.458333333333336,51.041666666666664,52.291666666666664,50.166666666666664,36.125,40.0625,33.0,34.9375,50.75,51.75,52.541666666666664,51.916666666666664,43.1875,50.75,51.09375,50.5,50.5625,51.0625,51.083333333333336,49.3125,37.208333333333336,37.78125,46.0,47.25,47.333333333333336,47.0,47.75,47.5,47.666666666666664,47.0625,46.875,47.125,47.333333333333336,47.25,46.5,47.166666666666664,47.6875,46.833333333333336,47.166666666666664,47.166666666666664,47.458333333333336,47.0,47.125,47.03125,46.75,46.625,47.291666666666664,46.666666666666664,46.708333333333336,48.1875,47.041666666666664,46.90625,47.125,48.125,46.625,47.458333333333336,47.46875,47.0,46.916666666666664,47.0,47.083333333333336,46.5625,47.666666666666664,47.1875,47.375,47.375,47.25,46.875,47.0625,47.25,50.0625,50.458333333333336,50.333333333333336,50.625,51.4375,50.90625,51.208333333333336,37.25,37.5625,47.1875,47.875,48.5625,48.0625,47.25,39.333333333333336,47.25,49.458333333333336,47.75,46.583333333333336,46.3125,47.5,47.166666666666664,46.458333333333336,46.5625,46.625,46.333333333333336,46.125,46.541666666666664,46.5,46.875,47.125
