,Data,Hora,P4.1.1 P (W),P4.1.2 P (W),P4.1.3 P (W),P4.1.4 P (W),P4.1.5 P (W),P4.1.6 P (W),P4.1.7 P (W),P4.1.8 P (W),P4.1.9 P (W),P4.1.10 P (W),P4.1.11 P (W),P4.1.12 P (W),P4.1.13 P (W),P4.1.14 P (W),P4.1.15 P (W),P4.1.16 P (W),P4.1.17 P (W),P4.1.18 P (W),P4.1.19 P (W),P4.1.20 P (W),P4.1.21 P (W),P4.1.22 P (W),P4.2.1 P (W),P4.2.2 P (W),P4.2.3 P (W),P4.2.4 P (W),P4.2.5 P (W),P4.2.6 P (W),P4.2.7 P (W),P4.2.8 P (W),P4.2.9 P (W),P4.2.10 P (W),P4.2.11 P (W),P4.2.12 P (W),P4.2.13 P (W),P4.2.14 P (W),P4.2.15 P (W),P4.2.16 P (W),P4.2.17 P (W),P4.2.18 P (W),P4.2.19 P (W),P4.2.20 P (W),P4.2.21 P (W),P4.2.22 P (W),P4.3.1 P (W),P4.3.2 P (W),P4.3.3 P (W),P4.3.4 P (W),P4.3.5 P (W),P4.3.6 P (W),P4.3.7 P (W),P4.3.8 P (W),P4.3.9 P (W),P4.3.10 P (W),P4.3.11 P (W),P4.3.12 P (W),P4.3.13 P (W),P4.3.14 P (W),P4.3.15 P (W),P4.3.16 P (W),P4.3.17 P (W),P4.3.18 P (W),P4.3.19 P (W),P4.3.20 P (W),P4.3.21 P (W),P4.3.22 P (W),P4.4.1 P (W),P4.4.2 P (W),P4.4.3 P (W),P4.4.4 P (W),P4.4.5 P (W),P4.4.6 P (W),P4.4.7 P (W),P4.4.8 P (W),P4.4.9 P (W),P4.4.10 P (W),P4.4.11 P (W),P4.4.12 P (W),P4.4.13 P (W),P4.4.14 P (W),P4.4.15 P (W),P4.4.16 P (W),P4.4.17 P (W),P4.4.18 P (W),P4.4.19 P (W),P4.4.20 P (W),P4.5.1 P (W),P4.5.2 P (W),P4.5.3 P (W),P4.5.4 P (W),P4.5.5 P (W),P4.5.6 P (W),P4.5.7 P (W),P4.5.8 P (W),P4.5.9 P (W),P4.5.10 P (W),P4.5.11 P (W),P4.5.12 P (W),P4.5.13 P (W),P4.5.14 P (W),P4.5.15 P (W),P4.5.16 P (W),P4.5.17 P (W),P4.5.18 P (W),P4.5.19 P (W),P4.5.20 P (W),P4.5.21 P (W),P4.5.22 P (W),P4.6.1 P (W),P4.6.2 P (W),P4.6.3 P (W),P4.6.4 P (W),P4.6.5 P (W),P4.6.6 P (W),P4.6.7 P (W),P4.6.8 P (W),P4.6.9 P (W),P4.6.10 P (W),P4.6.11 P (W),P4.6.12 P (W),P4.6.13 P (W),P4.6.14 P (W),P4.6.15 P (W),P4.6.16 P (W),P4.6.17 P (W),P4.6.18 P (W),P4.6.19 P (W),P4.6.20 P (W),P4.6.21 P (W),P4.6.22 P (W),P4.7.1 P (W),P4.7.2 P (W),P4.7.3 P (W),P4.7.4 P (W),P4.7.5 P (W),P4.7.6 P (W),P4.7.7 P (W),P4.7.8 P (W),P4.7.9 P (W),P4.7.10 P (W),P4.7.11 P (W),P4.7.12 P (W),P4.7.13 P (W),P4.7.14 P (W),P4.7.15 P (W),P4.7.16 P (W),P4.7.17 P (W),P4.7.18 P (W),P4.7.19 P (W),P4.7.20 P (W),P4.7.21 P (W),P4.7.22 P (W),P4.8.1 P (W),P4.8.2 P (W),P4.8.3 P (W),P4.8.4 P (W),P4.8.5 P (W),P4.8.6 P (W),P4.8.7 P (W),P4.8.8 P (W),P4.8.9 P (W),P4.8.10 P (W),P4.8.11 P (W),P4.8.12 P (W),P4.8.13 P (W),P4.8.14 P (W),P4.8.15 P (W),P4.8.16 P (W),P4.8.17 P (W),P4.8.18 P (W),P4.8.19 P (W),P4.8.20 P (W),P4.8.21 P (W),P4.8.22 P (W),P4.9.1 P (W),P4.9.2 P (W),P4.9.3 P (W),P4.9.4 P (W),P4.9.5 P (W),P4.9.6 P (W),P4.9.7 P (W),P4.9.8 P (W),P4.9.9 P (W),P4.9.10 P (W),P4.9.11 P (W),P4.9.12 P (W),P4.9.13 P (W),P4.9.14 P (W),P4.9.15 P (W),P4.9.16 P (W),P4.9.17 P (W),P4.9.18 P (W),P4.9.19 P (W),P4.9.20 P (W),P4.9.21 P (W),P4.9.22 P (W)
0,2021-09-06,06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021-09-06,06:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.02598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23853333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.15762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5463272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7674333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.304135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3895666666666666,0.0,0.0,0.0,3.506895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.859081250000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6911666666666663,0.0,0.0
2,2021-09-06,06:30:00,7.869800000000001,1.5039,3.9922,16.7164,7.5844000000000005,10.082799999999999,5.5633,6.61405,1.0705428571428572,7.24765,6.1844,6.591666666666666,5.701033333333334,5.98985,0.0,5.8844,9.041166666666667,8.02172,5.29805,5.2051,6.592966666666666,4.44725,5.7591,9.0578,2.15625,3.8492499999999996,9.6578,2.0391,3.73515,8.732800000000001,1.3438,4.0469,7.3789,2.5289,3.125,3.965633333333333,7.655849999999999,6.001,4.80035,2.242975,6.459,10.248050000000001,7.575,2.248088888888889,7.207033333333334,7.11095,0.0,12.58245,2.4125,8.601566666666665,4.44105,10.4492,4.3055,3.4632500000000004,8.3166,4.67575,10.3516,9.4977,6.471866666666666,11.00625,8.0312,10.81795,4.73515,8.3005,9.1081,2.175,10.297649999999999,8.873433333333333,7.6699,1.575,6.11955,9.14065,3.3656499999999996,8.6578,9.743,8.97895,4.2164,1.87305,11.124199999999998,10.4555,4.259399999999999,3.099466666666667,8.681266666666668,6.8625,2.4427,6.939066666666666,8.690600000000002,2.8582,6.425,10.9688,4.743399999999999,1.525,2.2375,1.5494777777777777,10.885166666666668,5.0633,8.314066666666667,2.2401,3.4312500000000004,3.1,4.97578,3.0723000000000003,7.91835,7.230999999999999,3.8086,4.34375,6.5078,3.8351666666666664,5.5172,7.69065,2.7625,1.98945,2.17265,4.399733333333333,9.7297,6.550033333333334,3.3398333333333334,8.7591,8.83125,2.8063000000000002,3.7650333333333332,3.17035,7.2281,9.6188,10.444949999999999,10.26015,9.0646,8.1172,5.27345,5.033333333333333,7.6086,6.703399999999999,6.2781,6.8762,1.5,4.31955,4.2969,4.0391,4.20115,2.78766,7.11095,2.498885714285714,16.0949,7.12735,3.1562,11.243733333333333,0.5719,1.7531333333333334,0.32293333333333335,14.205999999999998,12.033866666666666,9.3,0.0,9.6406,7.9344,8.6121,3.7609333333333335,8.516666666666667,5.5546500000000005,12.327833333333336,8.8953,7.9219,5.910933333333333,12.1117,4.6219,5.0672,9.851033333333334,10.76095,11.335966666666666,3.6943600000000005,0.544925,9.1609,0.7370571428571429,4.626922222222222,1.96875,9.296100000000001,3.0,8.534366666666667,4.0073,7.7172,9.437899999999999,10.235527272727271,3.9102,5.9965,0.73635,3.8367,5.792199999999999,6.1953000000000005,7.625,6.6672,10.23125,8.0599,3.0871714285714282,4.3025,8.43125,12.219149999999999
3,2021-09-06,06:45:00,17.175766666666664,11.2047,13.4328,21.4172,13.3,21.1995,15.945033333333333,14.1367,8.1125,20.173025,14.964500000000001,17.377100000000002,13.471366666666668,10.5074,4.1315,14.724599999999999,22.769550000000002,25.349500000000003,22.429433333333336,14.175,21.6082,16.4453,11.707,11.109399999999999,12.006766666666666,15.6205,22.2354,14.540600000000001,14.235166666666666,17.364333333333335,12.6492,15.6344,19.9008,17.2539,17.1875,0.0,17.500375,14.5625,11.579433333333334,15.069766666666666,14.393533333333332,19.7531,14.9023,14.556999999999999,16.27425,15.9273,11.572899999999999,15.241133333333332,11.181766666666666,18.010133333333332,16.6748,15.161166666666666,9.9832,11.4625,20.03905,14.3965,16.741699999999998,14.328366666666668,14.271450000000002,19.541,17.2148,19.66015,10.7578,13.8,20.40115,11.1586,21.93985,15.5805,13.501066666666667,7.400533333333333,10.64765,15.051950000000001,12.435666666666668,15.105475000000002,17.6492,19.42385,13.43515,14.597133333333332,18.354100000000003,16.2695,13.583333333333334,8.821900000000001,17.9328,14.64705,8.80545,12.645833333333334,14.5349,8.1526,14.242966666666668,11.5094,12.402750000000001,13.374233333333335,16.041633333333333,14.326033333333333,14.855450000000001,13.2422,16.001833333333334,12.44415,12.566699999999999,12.516933333333334,15.159400000000002,16.025766666666666,16.112233333333332,18.8578,10.6055,7.4117,13.308599999999998,9.501066666666667,15.4168,13.536733333333332,12.587499999999999,4.464566666666666,11.3438,10.324649999999998,15.811350000000001,13.627333333333333,10.7578,16.677866666666667,13.9586,9.571633333333333,12.929300000000001,11.184000000000001,13.6547,13.70195,19.151266666666668,22.139066666666665,14.50235,19.186466666666664,16.040366666666667,12.3047,13.48985,12.888300000000001,12.842600000000001,14.674625,10.950766666666667,17.0713,13.434366666666667,14.461466666666666,10.374766666666668,14.5698,15.872933333333334,14.8719,22.1404,19.1348,15.817433333333334,19.3535,10.914833333333334,12.1664,9.826533333333332,21.4375,18.50363333333333,22.5771,17.769175,18.94375,17.327633333333335,18.876566666666665,10.7466,18.259666666666664,16.25,18.4789,16.50545,13.7375,12.80075,24.3035,18.034366666666667,17.1125,17.5785,23.081249999999997,22.03046666666667,20.0117,16.90235,18.691633333333332,12.5781,17.523449999999997,14.293766666666668,16.3125,18.249200000000002,16.979166666666668,12.5346,17.1234,20.8672,21.3375,13.684633333333332,13.4125,3.4594,8.897649999999999,15.0664,11.24295,14.030499999999998,14.145866666666668,14.9734,17.395833333333332,10.7031,17.61536666666667,15.6594,20.461325000000002
4,2021-09-06,07:00:00,29.1422,23.510933333333337,28.972649999999998,38.437,27.591166666666666,34.1573,24.5664,29.1826,19.6672,35.95283333333333,29.4854,35.72006666666667,24.542949999999998,22.37966666666667,13.245833333333332,37.307625,37.313649999999996,36.53203333333334,33.10315,36.9285,33.130500000000005,31.950266666666664,20.8996,23.932299999999998,26.5544,26.5039,36.59583333333334,27.12225,26.5578,27.427066666666672,24.247933333333332,25.8242,36.64143333333333,28.83413333333333,31.468766666666667,18.371366666666667,28.564500000000002,33.3555,26.4449,24.660133333333334,26.706033333333334,34.46746666666667,29.556225,31.480733333333333,32.32655,32.332033333333335,25.884133333333335,33.9375,23.3224,26.4117,32.77186666666667,33.68176666666667,23.9531,18.5938,32.236900000000006,29.855275,33.373666666666665,27.0625,26.695725,34.38785,37.3086,40.04685,23.468,26.00825,0.0,22.126066666666663,30.2414,25.60026666666667,30.51565,14.84765,24.015366666666665,28.6169,21.204966666666667,24.6313,28.207833333333337,33.16433333333333,18.54025,24.2043,30.52265,26.409366666666667,19.2305,24.449466666666666,27.9966,25.853899999999996,26.17225,29.3668,27.0336,24.76485,27.0621,21.723625000000002,23.03905,33.4578,32.10975,24.47735,23.3945,22.893,36.3125,20.995566666666665,26.213533333333334,26.628724999999996,24.830433333333332,30.64453333333334,20.80235,32.44375,21.6285,18.98925,26.9297,25.7172,28.0341,24.92775,17.7773,16.461175,19.6094,20.25,31.7902,27.40235,21.551033333333333,26.772133333333333,27.70703333333333,20.0492,28.33723333333333,23.2453,19.2297,19.6938,34.2271,34.576033333333335,0.0,32.9685,28.9802,22.7724,32.09113333333334,30.726550000000003,22.41055,31.070066666666666,26.979433333333333,36.453900000000004,27.2824,22.914600000000004,23.3457,28.5469,33.06135,23.8781,39.88595,27.974199999999996,36.1875,34.62245,23.42575,22.350775,21.38985,33.18856666666667,37.3582,34.447275000000005,34.374233333333336,34.4104,33.35493333333333,29.20975,22.65785,36.693999999999996,27.662733333333335,37.57815,29.49375,31.68555,22.6849,33.63046666666667,30.769550000000002,30.982833333333335,29.662100000000002,43.0852,38.04636666666667,34.960750000000004,26.510933333333337,32.118766666666666,25.03776666666667,35.242775,28.592774999999996,20.15,30.09166666666667,32.5133,20.17305,30.422933333333333,36.72343333333334,28.479666666666663,24.366933333333332,23.012,13.152066666666665,16.72735,26.32813333333333,21.1117,26.530450000000002,25.544033333333335,28.0836,31.529666666666667,20.186700000000002,33.74896666666667,34.2604,39.532799999999995
5,2021-09-06,07:15:00,34.7879,23.3099,25.6406,35.257533333333335,30.120866666666668,34.3828,30.917166666666663,28.716749999999998,22.697249999999997,33.30315,32.708975,28.5,23.0633,27.098433333333332,18.43555,30.5156,35.645833333333336,34.50075,37.47225,30.075,27.228133333333332,32.64453333333333,21.992433333333334,20.781233333333333,26.8367,27.77033333333333,33.76875,27.7086,27.81445,33.41433333333333,27.945300000000003,28.198225,32.24295,32.97813333333334,33.31405,26.7974,32.34766666666667,29.764475,30.344033333333332,31.576950000000004,35.395700000000005,39.57446666666667,31.75395,32.17913333333333,29.25,33.72813333333334,27.307,27.79925,26.28333333333333,30.931266666666662,32.9055,28.283250000000002,19.960166666666666,23.287500000000005,34.355900000000005,26.960549999999998,33.24426666666667,26.221366666666665,27.5156,34.65936666666667,33.847300000000004,35.394525,23.3323,28.861733333333333,37.890633333333334,23.886699999999998,32.30596666666666,27.5672,27.3,19.779675,23.357,29.153933333333338,25.883975,30.75833333333333,31.000533333333333,35.304966666666665,24.87305,25.488033333333334,35.6276,31.079166666666666,34.481,25.0508,29.7324,26.56955,27.614066666666663,26.9938,30.981800000000003,22.223275,23.4121,22.265366666666665,27.518,29.0638,29.65,30.497666666666664,29.20195,27.015900000000002,30.575,28.3794,29.4023,28.20235,29.82086666666667,31.3676,31.753400000000003,37.16353333333333,25.284633333333332,19.11955,28.661199999999997,27.680500000000002,30.270699999999998,26.07133333333333,23.9906,15.7375,25.282449999999997,27.0723,31.554166666666664,28.83983333333333,24.8664,31.93413333333333,26.812,23.704966666666667,25.05585,24.2789,26.675,29.84583333333333,33.8961,35.5594,30.129900000000003,35.332224999999994,35.92345,31.8969,28.428633333333334,31.01873333333333,29.473966666666666,30.9281,26.9648,34.80685,32.45883333333333,24.4172,24.345333333333333,27.41456666666667,33.34335,32.24086666666667,40.22343333333333,37.00895,33.31120000000001,37.506299999999996,26.235950000000003,25.474733333333333,27.47706666666667,39.0914,38.64216666666667,38.325,33.173966666666665,35.8586,34.318749999999994,34.615225,27.7344,35.875,33.8756,38.6328,31.14323333333333,34.0953,29.938033333333333,39.065625,32.96953333333334,34.2027,37.02345,39.38543333333333,31.8551,39.277699999999996,31.176375,36.4141,34.97603333333333,27.35,30.584899999999994,35.4255,34.21096666666667,34.7133,30.11325,38.32836666666666,33.60155,35.825375,33.1352,29.614833333333337,13.66485,18.456650000000003,26.982799999999997,26.1633,27.200000000000003,25.698733333333333,31.566399999999998,32.74766666666667,27.820300000000003,29.918,32.053666666666665,36.7172
6,2021-09-06,07:30:00,45.5625,27.0211,25.52185,48.17185,32.253150000000005,39.7375,31.875025,30.588533333333334,29.2188,44.822399999999995,39.55625,38.2427,35.1844,38.7727,21.27423333333333,30.266,37.19636666666667,30.5156,49.1699,29.46095,44.16876666666667,36.236925,15.575,30.42265,31.5713,34.6289,43.411525,34.894533333333335,37.9961,32.77106666666667,27.15625,36.9563,35.44375,33.9039,28.2047,24.59375,41.181200000000004,33.2879,28.764333333333337,24.7513,31.323050000000002,42.015366666666665,23.34845,31.8461,30.21525,35.55,34.094033333333336,39.0344,30.6875,38.30275,34.75625,35.9006,30.730449999999998,23.8492,44.255449999999996,35.7625,32.5031,37.4387,27.3504,36.2862,36.976575,41.5215,31.136699999999998,27.72683333333333,33.25235,28.3203,40.262325,27.643349999999998,33.3966,24.106233333333336,28.263266666666667,29.4602,37.950266666666664,30.9068,32.08085,33.05416666666667,31.97365,20.6281,44.3336,35.577333333333335,37.899025,30.128133333333334,31.300533333333334,34.202175,28.057225000000003,29.4082,33.8742,26.6539,39.3789,27.95,21.2695,37.00416666666667,32.196866666666665,36.07185,33.71015,33.55233333333333,38.45393333333333,29.8753,29.671366666666668,32.73785,30.27185,40.789566666666666,22.575000000000003,37.49533333333333,30.542749999999998,29.494533333333333,32.52186666666666,30.601033333333334,28.78073333333333,39.13475,28.197249999999997,19.6125,29.746474999999997,26.564825,32.5302,30.78515,21.2625,31.989449999999998,33.82655,28.42526666666667,36.34455,25.633633333333336,25.792699999999996,40.781800000000004,34.73595,40.5401,30.375,45.6867,29.934633333333334,32.0203,42.88673333333333,29.28176666666667,30.879700000000003,32.046499999999995,29.8031,45.30236666666667,26.5242,35.56616666666667,38.8294,35.41353333333333,43.3979,36.78903333333333,37.90336666666667,32.59323333333333,22.8125,39.70653333333333,26.53125,39.375,22.5937,40.0078,37.5578,38.81823333333333,44.90115,27.241,38.673824999999994,52.505449999999996,28.977366666666665,34.820600000000006,44.748450000000005,41.749975000000006,35.9508,29.702866666666665,34.834975,47.4687,47.243500000000004,32.934375,23.625,41.08125,44.835633333333334,43.09725,43.259366666666665,40.17265,29.651833333333332,47.281000000000006,42.13516666666666,34.3263,32.1328,36.03803333333334,29.1719,38.3582,35.54905,43.40235,35.700975,29.918750000000003,23.10585,22.352099999999997,33.7539,24.665633333333336,30.634749999999997,33.22343333333333,31.6961,35.67385,33.2291,33.210433333333334,42.66276666666667,52.684900000000006
7,2021-09-06,07:45:00,65.665625,56.2695,55.9289,68.082,63.83956666666668,73.444925,73.1711,62.07293333333333,57.877900000000004,92.8813,73.9052,102.24506666666667,80.66425000000001,54.1875,85.02345,100.81892500000001,68.65545,68.2586,80.8211,64.1896,73.0357,75.37344999999999,41.21873333333334,45.558025,51.5448,49.76095,68.77499999999999,63.89896666666667,60.775400000000005,62.259899999999995,59.784975,67.2586,108.75975,62.76755,79.25676666666668,77.19453333333333,90.16066666666666,64.81405000000001,56.0276,131.48675,85.78726666666667,72.96875,65.4797,65.74965,92.58856666666668,65.72523333333334,97.81276666666668,63.63515,71.1992,92.8281,63.64295,60.45625,57.07213333333334,50.10756666666666,106.623625,97.8643,86.54412500000001,78.26757500000001,58.403099999999995,61.48475,62.2398,107.31582500000002,77.82792500000001,74.47476666666667,69.27423333333333,60.85585,56.8504,50.37735,55.39323333333334,48.882299999999994,54.9651,56.62263333333333,61.82919999999999,58.52420000000001,59.892966666666666,62.68803333333333,53.202749999999995,56.749025,59.9711,63.21483333333333,63.2078,56.16876666666667,55.6813,57.8035,56.717166666666664,57.4945,57.244550000000004,51.6051,56.199999999999996,54.494150000000005,54.956250000000004,58.581649999999996,62.84686666666667,59.79193333333333,58.43879999999999,62.51616666666666,59.9734,59.7836,55.143233333333335,55.954433333333334,59.93165,64.3776,65.434575,62.61429999999999,55.3875,48.15115,54.71536666666666,59.345333333333336,56.2285,56.7051,49.9594,39.38073333333333,50.765366666666665,48.230450000000005,51.666,56.28595,52.5135,56.69376666666667,58.70626666666667,46.8802,53.6703,52.04885,49.47496666666667,59.8203,65.0027,70.989075,59.639475000000004,68.0094,66.37003333333332,63.325,60.7586,60.7888,59.71066666666667,56.2,59.02056666666666,69.26353333333333,63.029700000000005,60.53125,61.35336666666666,67.09089999999999,63.890649999999994,60.145700000000005,75.4211,73.8846,60.651833333333336,65.6531,61.49973333333333,58.738800000000005,65.37225000000001,75.31697500000001,69.21485000000001,71.26796666666667,70.9539,66.16095,65.18905000000001,74.58279999999999,58.6418,66.0875,69.1498,74.4328,66.184775,67.5406,57.577349999999996,74.79376666666667,63.88515,59.65705,93.46173333333336,69.2344,100.51276666666668,70.8555,92.7676,97.557425,74.11716666666666,81.9,106.23880000000001,67.2042,67.71536666666667,71.91460000000001,74.69415000000001,78.7578,101.12345,63.58226666666667,67.81223333333334,60.157625,37.38753333333333,42.0469,53.85863333333333,51.201600000000006,62.345325,53.9066,59.1427,65.06976666666667,56.568749999999994,66.0961,63.7828,70.6443
8,2021-09-06,08:00:00,105.06563333333334,96.6125,100.30215,115.9396,108.53696666666667,103.8082,118.2141,109.50313333333332,101.129875,117.29140000000001,139.30546666666666,148.6957,191.8234,132.6802,125.5927,158.72185000000002,173.81327499999998,115.85155,118.43675,135.24013333333332,126.9844,118.38126666666666,64.39845,74.1677,87.8344,85.16823333333333,101.8901,90.8849,99.37136666666667,101.09062499999999,117.94295,122.68985,139.0996,119.43516666666669,177.74415,113.4375,89.9531,140.24846666666667,162.39063333333334,132.05939999999998,119.79885000000002,178.4539,161.90856666666664,132.8828,160.9781,177.09506666666667,148.78674999999998,139.94013333333336,162.90785,142.16876666666667,167.1901,144.95825,155.1164,144.86055,178.1203,173.55624999999998,169.4336,136.7156,147.11485,154.78475,174.34583333333333,138.55665,130.98333333333332,116.78985,103.94376666666666,99.09375,82.44793333333332,73.32575,90.91249999999998,86.2854,81.15363333333333,88.20705000000001,86.8086,93.70215,90.30447500000001,96.67840000000001,83.66406666666667,93.29556666666667,100.61196666666666,90.31875,96.15549999999999,90.6724,97.15753333333333,86.59375,95.93594999999999,87.36760000000001,92.450775,88.21926666666667,94.37603333333333,98.53280000000001,83.15235,90.43306666666666,99.5859,94.23566666666666,97.9336,111.2789,94.947475,100.6754,95.8367,92.30026666666667,102.0073,99.87344999999999,97.0598,97.36276666666667,94.23085,87.81873333333333,91.73283333333332,107.31773333333332,85.38256666666666,88.2953,78.49765,66.0656,80.3734,72.4359,81.90886666666667,89.14885,81.14105,87.3177,85.9474,91.97345,89.77756666666666,85.137,83.9643,79.94295,103.5508,105.5504,91.2133,101.36135,114.8766,91.34846666666668,93.692775,95.44816666666667,96.85390000000001,95.8211,98.15673333333335,108.38595000000001,100.632,95.16590000000001,99.68803333333334,111.77459999999999,100.561125,129.0727,184.8492,136.2508,137.856825,168.09036666666668,149.78789999999998,137.06795,100.00704999999999,128.34535,127.97500000000001,149.284,137.58985,112.36795,127.07169999999999,152.1094,146.54403333333332,150.66143333333335,169.857,133.69036666666668,133.23475,111.54716666666667,119.55340000000001,160.04065,128.83593333333334,118.773825,149.38830000000002,146.936875,150.22575,176.21563333333333,124.64002499999998,138.03776666666667,131.91015,166.42633333333333,174.8984,174.07344999999998,151.11406666666664,157.080075,153.05155000000002,158.7841,148.2805,90.165825,114.0063,86.55130000000001,69.27056666666667,73.15053333333333,87.73593333333334,83.70587499999999,94.491,85.18046666666667,92.802725,103.44586666666665,95.47033333333333,108.76119999999999,110.30156666666666,103.47343333333333
9,2021-09-06,08:15:00,85.77895000000001,81.90186666666666,82.58789999999999,93.86525,84.24426666666668,92.75,86.721075,86.38256666666666,75.72033333333333,93.1045,87.83776666666667,91.91823333333332,82.65286666666667,85.4041,68.51365,89.6375,85.65155,90.0268,91.68383333333333,89.1117,88.94529999999999,87.5074,57.8215,63.847633333333334,71.16196666666667,70.666775,78.95315,72.46565,75.9285,78.7969,76.00913333333334,79.80783333333333,95.615625,89.40469999999999,83.74376666666666,71.76072500000001,80.99787500000001,81.31849999999999,77.70493333333333,78.80806666666668,77.12913333333333,86.3211,85.703125,79.21600000000001,82.83826666666666,82.75313333333334,74.56915000000001,77.53306666666667,73.90806666666667,86.63696666666665,87.2338,85.08336666666666,80.3396,73.46525,93.2672,86.721125,86.0344,84.96176666666668,81.5703,86.40393333333333,90.491625,87.6258,65.62225,80.15676666666667,88.06325000000001,80.99216666666666,80.642975,74.44045,80.92185,70.91199999999999,76.17213333333332,79.1383,79.2,78.9453,78.7875,88.55080000000001,72.15340000000002,79.2242,88.56273333333333,82.90780000000001,81.63125,73.9594,85.21485,78.061875,78.59904999999999,79.93825,77.8125,75.21175,80.8974,77.6789,71.5395,87.6,84.16325,81.19946666666667,86.7457,81.020925,81.70115,81.606,74.73519999999999,78.16015,83.82056666666666,84.42576666666666,88.32213333333333,86.47576666666667,75.7824,75.6551,78.9086,80.08089999999999,75.42830000000001,72.3956,69.51486666666666,60.868233333333336,69.975,68.27615,80.5457,74.3703,71.01253333333334,78.524025,76.26095000000001,72.43283333333333,77.19506666666668,74.44583333333333,73.42576666666668,82.20355,88.2832,92.77575,80.86976666666668,88.4379,85.19725,80.23124999999999,83.71093333333333,81.1471,80.63555,84.87186666666666,86.16199999999999,90.36406666666666,84.10963333333333,84.68516666666666,79.4354,87.3641,83.2348,86.78865,100.0068,88.8871,85.94059999999999,88.67033333333335,77.709,80.31253333333332,80.175,94.075,88.12133333333333,93.11330000000001,83.97810000000001,84.2812,85.025,92.5695,77.7297,87.28176666666667,85.00313333333334,88.28543333333334,82.6672,79.3367,79.6844,94.46289999999999,88.01353333333333,78.05053333333333,89.31823333333334,85.5969,83.2508,91.76563333333333,80.35625,78.85155,82.23726666666666,91.38652499999999,81.29246666666667,83.55003333333333,81.99375,85.02305000000001,75.8703,88.51755,87.18150000000001,82.11875,78.32786666666667,79.50939999999999,59.41483333333334,65.70665,78.30626666666667,77.97890000000001,85.559,79.96796666666667,82.9586,91.35833333333333,83.13419999999999,93.8498,89.1133,90.05584999999999
