,Data,Hora,P3.1.1 V (V),P3.1.2 V (V),P3.1.3 V (V),P3.1.4 V (V),P3.1.5 V (V),P3.1.6 V (V),P3.1.7 V (V),P3.1.8 V (V),P3.1.9 V (V),P3.1.10 V (V),P3.1.11 V (V),P3.1.12 V (V),P3.1.13 V (V),P3.1.14 V (V),P3.1.15 V (V),P3.1.16 V (V),P3.2.1 V (V),P3.2.2 V (V),P3.2.3 V (V),P3.2.4 V (V),P3.2.5 V (V),P3.2.6 V (V),P3.2.7 V (V),P3.2.8 V (V),P3.2.9 V (V),P3.2.10 V (V),P3.2.11 V (V),P3.2.12 V (V),P3.2.13 V (V),P3.2.14 V (V),P3.2.15 V (V),P3.2.16 V (V),P3.3.1 V (V),P3.3.2 V (V),P3.3.3 V (V),P3.3.4 V (V),P3.3.5 V (V),P3.3.6 V (V),P3.3.7 V (V),P3.3.8 V (V),P3.3.9 V (V),P3.3.10 V (V),P3.3.11 V (V),P3.3.12 V (V),P3.3.13 V (V),P3.3.14 V (V),P3.3.15 V (V),P3.3.16 V (V),P3.4.1 V (V),P3.4.2 V (V),P3.4.3 V (V),P3.4.4 V (V),P3.4.5 V (V),P3.4.7 V (V),P3.4.8 V (V),P3.4.9 V (V),P3.4.10 V (V),P3.4.11 V (V),P3.4.12 V (V),P3.4.13 V (V),P3.4.14 V (V),P3.4.15 V (V),P3.4.16 V (V),P3.5.1 V (V),P3.5.2 V (V),P3.5.3 V (V),P3.5.4 V (V),P3.5.5 V (V),P3.5.6 V (V),P3.5.7 V (V),P3.5.8 V (V),P3.5.9 V (V),P3.5.10 V (V),P3.5.11 V (V),P3.5.12 V (V),P3.5.13 V (V),P3.5.14 V (V),P3.5.15 V (V),P3.5.16 V (V),P3.6.1 V (V),P3.6.2 V (V),P3.6.3 V (V),P3.6.4 V (V),P3.6.5 V (V),P3.6.6 V (V),P3.6.7 V (V),P3.6.8 V (V),P3.6.9 V (V),P3.6.11 V (V),P3.6.12 V (V),P3.6.13 V (V),P3.6.14 V (V),P3.6.15 V (V),P3.6.16 V (V),P3.7.1 V (V),P3.7.2 V (V),P3.7.3 V (V),P3.7.4 V (V),P3.7.5 V (V),P3.7.6 V (V),P3.7.7 V (V),P3.7.8 V (V),P3.7.9 V (V),P3.7.10 V (V),P3.7.11 V (V),P3.7.12 V (V),P3.7.13 V (V),P3.7.14 V (V),P3.7.15 V (V),P3.7.16 V (V),P3.8.1 V (V),P3.8.2 V (V),P3.8.3 V (V),P3.8.4 V (V),P3.8.5 V (V),P3.8.6 V (V),P3.8.7 V (V),P3.8.8 V (V),P3.8.9 V (V),P3.8.10 V (V),P3.8.11 V (V),P3.8.12 V (V),P3.8.14 V (V),P3.8.15 V (V),P3.8.16 V (V)
0,2021-03-28,06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021-03-28,06:15:00,62.5,67.5,64.375,69.375,71.83333333333333,64.75,73.0,65.75,67.0,69.0625,69.33333333333333,67.20833333333333,65.625,69.29166666666667,62.0,59.6875,64.79166666666667,65.90625,71.9375,68.33333333333333,70.0,67.95833333333333,69.875,68.58333333333333,68.59375,68.20833333333333,68.3125,66.0,65.58333333333333,67.0,60.416666666666664,63.125,66.8125,62.875,64.3125,69.75,69.5,68.46875,57.958333333333336,68.54166666666667,69.1875,66.4375,68.75,68.91666666666667,68.375,68.125,62.0,62.125,69.8125,69.70833333333333,72.375,71.08333333333333,71.70833333333333,65.1875,64.375,68.54166666666667,67.79166666666667,69.625,70.0,69.375,68.5625,69.83333333333333,68.04166666666667,70.25,69.20833333333333,69.375,69.875,68.20833333333333,68.91666666666667,68.79166666666667,66.03125,68.03125,69.70833333333333,66.91666666666667,69.5,67.3125,68.45833333333333,68.58333333333333,68.75,68.875,69.25,68.66666666666667,67.6875,69.625,68.625,66.3125,64.0,64.16666666666667,68.79166666666667,69.75,69.1875,64.625,69.70833333333333,70.8125,69.28125,69.5,70.75,68.08333333333333,67.0,69.91666666666667,69.5,67.09375,64.6875,63.125,70.66666666666667,68.04166666666667,69.41666666666667,68.0,67.03125,56.9375,62.791666666666664,66.33333333333333,63.375,62.041666666666664,63.0,65.625,64.375,63.5,63.0625,63.458333333333336,62.625,61.5,65.16666666666667,59.875,61.46875
2,2021-03-28,06:30:00,73.375,70.20833333333333,69.20833333333333,73.65625,71.75,70.125,74.95833333333333,73.1875,69.625,70.58333333333333,71.375,70.45833333333333,69.0,70.5625,70.0,66.03125,73.5,72.95833333333333,71.375,72.33333333333333,71.41666666666667,72.4375,70.375,72.0625,72.91666666666667,70.08333333333333,70.875,70.0,70.625,69.6875,68.5,69.66666666666667,70.20833333333333,72.125,70.59375,72.45833333333333,72.5,73.125,58.375,71.54166666666667,71.4375,70.1875,70.625,72.53125,71.75,70.125,71.25,67.625,72.70833333333333,73.45833333333333,77.45833333333333,72.0625,67.0,71.0,74.25,77.625,75.875,71.75,72.54166666666667,72.0,71.95833333333333,71.8125,70.58333333333333,71.5625,71.1875,70.20833333333333,71.20833333333333,71.125,69.875,76.95833333333333,75.20833333333333,76.45833333333333,75.4375,70.5,72.29166666666667,68.75,71.25,71.4375,70.875,70.375,70.75,71.04166666666667,69.6875,71.3125,70.0625,73.5,74.5,71.8125,69.625,71.0,71.375,70.66666666666667,72.0,73.0,72.4375,71.70833333333333,72.29166666666667,70.5,70.25,71.54166666666667,74.875,74.8125,69.08333333333333,72.4375,71.41666666666667,71.75,71.625,72.08333333333333,69.29166666666667,58.791666666666664,67.1875,71.20833333333333,65.75,66.20833333333333,66.78125,68.45833333333333,68.95833333333333,70.375,66.25,69.125,68.45833333333333,68.0,69.375,67.125,68.375
3,2021-03-28,06:45:00,76.375,69.9375,76.125,72.625,72.45833333333333,77.875,73.5625,74.1875,71.75,72.54166666666667,71.79166666666667,71.41666666666667,71.33333333333333,72.08333333333333,70.95833333333333,71.9375,77.0,76.25,72.70833333333333,72.54166666666667,72.29166666666667,72.15625,72.5625,73.25,73.125,71.41666666666667,71.125,71.125,71.125,70.66666666666667,70.91666666666667,70.625,75.6875,75.83333333333333,72.29166666666667,72.41666666666667,72.125,73.5,59.875,71.625,72.45833333333333,71.9375,71.25,73.625,73.04166666666667,71.6875,71.21875,71.66666666666667,72.8125,73.33333333333333,60.5,72.41666666666667,72.375,71.45833333333333,74.6875,73.125,72.25,72.65625,71.875,71.125,73.33333333333333,72.375,71.33333333333333,72.75,72.3125,71.5,73.125,72.08333333333333,71.375,71.8125,71.41666666666667,73.25,73.25,70.54166666666667,72.16666666666667,72.16666666666667,72.0,72.125,72.91666666666667,70.6875,72.375,72.375,70.875,71.84375,70.5,75.29166666666667,73.33333333333333,73.78125,72.375,71.33333333333333,72.25,71.125,72.33333333333333,73.125,72.25,72.79166666666667,72.29166666666667,71.5625,71.375,72.70833333333333,75.25,75.91666666666667,76.375,76.91666666666667,71.9375,71.83333333333333,71.66666666666667,72.54166666666667,70.625,59.708333333333336,71.16666666666667,72.625,71.34375,69.875,70.0,70.4375,70.875,70.16666666666667,68.0,69.6875,70.0625,69.5,70.15625,71.58333333333333,70.65625
4,2021-03-28,07:00:00,78.65625,76.58333333333333,80.1875,73.54166666666667,73.0,74.5,73.54166666666667,74.33333333333333,71.79166666666667,72.79166666666667,72.75,72.1875,71.04166666666667,71.95833333333333,71.5625,71.9375,78.6875,80.0,72.75,71.91666666666667,71.6875,72.9375,72.33333333333333,73.0,73.41666666666667,72.1875,71.875,71.45833333333333,72.5625,70.95833333333333,72.66666666666667,71.875,79.34375,77.29166666666667,72.625,72.0625,72.20833333333333,73.125,59.583333333333336,72.41666666666667,72.5625,71.75,72.46875,73.59375,73.5625,71.54166666666667,72.375,72.33333333333333,72.75,72.5,74.25,72.4375,72.16666666666667,77.625,72.9375,73.125,72.20833333333333,72.5,72.625,71.29166666666667,73.08333333333333,73.20833333333333,72.0,72.84375,72.09375,71.41666666666667,72.875,70.5,70.75,71.375,70.95833333333333,73.25,71.5,71.375,71.83333333333333,71.75,70.875,71.95833333333333,72.5,70.75,72.375,72.08333333333333,70.6875,71.1875,70.6875,72.54166666666667,70.875,71.5,71.70833333333333,72.0,71.625,71.75,72.16666666666667,73.04166666666667,71.875,72.16666666666667,72.625,71.375,70.8125,72.41666666666667,71.5,71.375,78.6875,79.20833333333333,72.25,72.66666666666667,72.125,72.5,71.79166666666667,59.75,71.33333333333333,72.75,71.3125,70.41666666666667,71.54166666666667,71.625,70.25,70.4375,69.83333333333333,70.40625,72.20833333333333,68.625,71.875,72.41666666666667,70.5
5,2021-03-28,07:15:00,75.95833333333333,80.16666666666667,81.375,73.125,72.65625,73.5,73.20833333333333,72.79166666666667,72.5625,72.33333333333333,72.45833333333333,71.96875,72.8125,72.0625,71.75,71.8125,80.25,80.70833333333333,72.9375,71.95833333333333,71.91666666666667,71.875,72.4375,72.25,72.125,71.70833333333333,71.95833333333333,72.16666666666667,72.04166666666667,71.25,71.91666666666667,72.875,81.4375,75.0,71.91666666666667,71.8125,72.1875,73.0,59.625,70.95833333333333,71.79166666666667,72.16666666666667,71.8125,72.70833333333333,73.25,71.95833333333333,71.875,71.66666666666667,71.0,72.45833333333333,72.20833333333333,72.125,71.75,79.625,72.45833333333333,72.375,70.95833333333333,72.75,71.4375,71.6875,72.29166666666667,72.5,71.83333333333333,71.95833333333333,71.3125,71.375,71.91666666666667,71.4375,71.33333333333333,71.8125,70.70833333333333,72.5,71.375,70.29166666666667,71.79166666666667,71.54166666666667,71.20833333333333,71.375,72.20833333333333,70.5625,71.5,71.40625,70.8125,71.0,70.9375,71.625,71.0,70.5625,71.125,70.625,72.625,70.875,71.45833333333333,72.29166666666667,72.0625,72.45833333333333,71.75,70.65625,70.25,71.58333333333333,71.625,71.33333333333333,78.41666666666667,80.5625,71.0,71.75,71.625,72.40625,72.16666666666667,59.166666666666664,70.625,72.5625,71.09375,71.71875,71.54166666666667,71.58333333333333,71.29166666666667,70.95833333333333,71.0,70.1875,71.0625,70.1875,70.375,71.0,71.66666666666667
6,2021-03-28,07:30:00,65.79166666666667,82.6875,73.5,71.5,71.0,71.83333333333333,72.125,72.0,71.84375,72.25,71.58333333333333,71.0,71.625,71.84375,72.5625,73.125,79.75,78.0,71.91666666666667,71.66666666666667,70.66666666666667,71.25,71.08333333333333,71.125,71.70833333333333,70.58333333333333,70.66666666666667,71.375,70.5,71.375,74.75,75.375,77.5,77.20833333333333,71.25,70.8125,70.95833333333333,71.40625,58.291666666666664,70.8125,70.75,71.16666666666667,71.6875,71.625,71.78125,71.375,73.0625,74.25,71.125,70.5625,71.20833333333333,71.5,71.66666666666667,81.91666666666667,71.1875,71.33333333333333,71.41666666666667,71.29166666666667,70.625,70.33333333333333,71.0625,72.6875,70.5,70.625,70.125,70.5625,70.83333333333333,70.0625,70.75,69.84375,70.70833333333333,71.0625,70.9375,69.375,70.20833333333333,70.125,71.16666666666667,70.9375,70.83333333333333,70.625,71.16666666666667,70.5,70.0,70.34375,70.125,70.45833333333333,70.125,70.125,70.625,70.08333333333333,70.125,70.25,70.625,71.04166666666667,71.08333333333333,71.125,70.375,71.0,70.375,70.70833333333333,70.6875,70.41666666666667,76.75,75.3125,69.75,70.84375,71.34375,71.5625,71.54166666666667,58.458333333333336,70.91666666666667,72.4375,70.625,71.5,71.25,70.8125,70.66666666666667,70.3125,69.625,70.20833333333333,70.95833333333333,70.09375,71.8125,71.0,71.83333333333333
7,2021-03-28,07:45:00,74.6875,71.375,71.4375,70.375,70.75,70.625,70.41666666666667,70.79166666666667,69.6875,70.5,71.125,70.70833333333333,69.625,70.79166666666667,72.0,74.625,72.5,72.3125,69.875,70.91666666666667,70.75,69.79166666666667,69.33333333333333,70.66666666666667,70.54166666666667,70.3125,70.1875,70.5,69.96875,70.40625,71.90625,73.79166666666667,69.95833333333333,71.16666666666667,69.875,70.20833333333333,70.29166666666667,70.25,57.916666666666664,70.125,70.08333333333333,70.625,69.9375,70.5,70.75,70.29166666666667,70.83333333333333,73.04166666666667,70.20833333333333,70.20833333333333,70.20833333333333,70.375,70.29166666666667,82.3125,70.0625,70.75,70.16666666666667,70.5625,0.0,70.0625,71.03125,72.0,69.125,70.5,70.09375,69.875,69.625,70.4375,69.25,70.375,70.41666666666667,69.78125,70.5,69.5,69.5,69.20833333333333,71.375,70.41666666666667,70.3125,69.75,68.875,69.79166666666667,69.375,69.625,69.6875,69.54166666666667,69.20833333333333,69.03125,69.4375,69.5625,70.0,69.375,70.95833333333333,69.20833333333333,70.58333333333333,69.375,69.875,70.59375,70.125,69.58333333333333,69.375,69.83333333333333,69.75,69.16666666666667,69.625,70.375,69.45833333333333,70.125,70.83333333333333,57.4375,70.25,71.53125,70.625,69.375,71.5,70.1875,70.41666666666667,70.04166666666667,69.41666666666667,70.5,70.5625,70.1875,70.5625,70.75,70.3125
8,2021-03-28,08:00:00,69.29166666666667,69.58333333333333,69.375,69.5625,68.95833333333333,68.625,69.375,69.08333333333333,68.875,70.0,69.20833333333333,69.375,68.5625,69.875,69.5,72.0,68.4375,68.6875,69.5625,68.8125,69.3125,68.125,68.66666666666667,69.25,69.375,69.1875,69.75,68.90625,69.04166666666667,69.625,70.625,70.1875,69.08333333333333,68.6875,68.6875,69.5,69.25,68.875,56.5,69.5,69.8125,70.04166666666667,0.0,69.25,69.9375,70.5,70.1875,69.6875,68.29166666666667,68.54166666666667,69.125,69.04166666666667,69.375,69.58333333333333,68.4375,69.20833333333333,69.25,69.41666666666667,68.875,68.25,70.25,69.5,67.875,69.59375,68.91666666666667,68.75,68.16666666666667,69.125,68.625,68.75,68.58333333333333,68.5,69.54166666666667,68.16666666666667,69.41666666666667,67.875,69.04166666666667,69.25,69.04166666666667,68.1875,68.0625,67.625,67.90625,68.41666666666667,68.75,68.16666666666667,68.1875,68.3125,68.875,68.66666666666667,68.625,69.29166666666667,69.625,68.75,69.375,68.70833333333333,67.3125,68.375,68.5,68.29166666666667,69.54166666666667,69.0,68.625,68.0,68.375,69.16666666666667,68.875,69.3125,69.16666666666667,56.65625,69.25,69.875,70.625,69.79166666666667,69.6875,69.75,69.9375,68.0,68.625,68.91666666666667,68.875,69.0,69.875,69.0,70.0
9,2021-03-28,08:15:00,67.875,68.75,67.95833333333333,67.59375,68.45833333333333,67.33333333333333,67.375,68.5625,67.8125,68.75,68.25,67.375,68.0625,68.78125,68.70833333333333,67.91666666666667,68.08333333333333,67.91666666666667,68.29166666666667,68.41666666666667,68.16666666666667,67.71875,67.5625,68.125,68.3125,68.29166666666667,68.75,68.5625,69.1875,69.03125,68.75,68.125,67.125,67.875,68.375,68.8125,67.875,67.91666666666667,56.3125,67.58333333333333,68.91666666666667,69.1875,69.625,69.25,68.46875,68.53125,69.75,68.5625,68.25,67.66666666666667,66.95833333333333,67.75,67.66666666666667,68.08333333333333,67.45833333333333,67.5625,68.20833333333333,68.33333333333333,68.0,66.83333333333333,68.33333333333333,68.54166666666667,67.375,67.625,68.08333333333333,67.29166666666667,67.33333333333333,68.20833333333333,67.0,67.70833333333333,67.83333333333333,67.6875,68.5625,67.125,67.75,66.5,68.16666666666667,67.9375,66.75,67.58333333333333,66.83333333333333,66.6875,66.41666666666667,67.75,67.08333333333333,66.79166666666667,67.125,67.84375,67.5,67.41666666666667,66.875,67.91666666666667,68.125,67.625,67.625,67.41666666666667,67.1875,67.4375,67.25,68.125,67.83333333333333,68.1875,68.0,67.9375,66.75,68.20833333333333,66.91666666666667,67.90625,67.83333333333333,55.541666666666664,67.625,69.375,68.0625,67.875,68.58333333333333,69.04166666666667,68.41666666666667,67.5625,67.29166666666667,67.4375,67.5,68.0,69.0625,67.91666666666667,68.5
