,Data,Hora,P2.1.1 V (V),P2.1.2 V (V),P2.1.3 V (V),P2.1.4 V (V),P2.1.5 V (V),P2.1.6 V (V),P2.1.7 V (V),P2.1.8 V (V),P2.1.9 V (V),P2.1.10 V (V),P2.1.11 V (V),P2.1.12 V (V),P2.1.13 V (V),P2.1.14 V (V),P2.1.15 V (V),P2.1.16 V (V),P2.2.1 V (V),P2.2.2 V (V),P2.2.3 V (V),P2.2.4 V (V),P2.2.5 V (V),P2.2.6 V (V),P2.2.7 V (V),P2.2.8 V (V),P2.2.9 V (V),P2.2.10 V (V),P2.2.11 V (V),P2.2.12 V (V),P2.2.13 V (V),P2.2.14 V (V),P2.2.15 V (V),P2.2.16 V (V),P2.3.1 V (V),P2.3.2 V (V),P2.3.3 V (V),P2.3.4 V (V),P2.3.5 V (V),P2.3.6 V (V),P2.3.7 V (V),P2.3.8 V (V),P2.3.9 V (V),P2.3.10 V (V),P2.3.11 V (V),P2.3.12 V (V),P2.3.13 V (V),P2.3.14 V (V),P2.3.15 V (V),P2.3.16 V (V)
0,2021-03-23,06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021-03-23,06:15:00,61.791666666666664,58.71875,61.083333333333336,59.541666666666664,66.0,63.083333333333336,64.83333333333333,63.03125,63.666666666666664,65.79166666666667,66.5,60.4375,61.75,61.0,60.125,64.83333333333333,68.75,70.4375,69.91666666666667,68.84375,69.375,68.91666666666667,69.09375,68.375,69.375,68.78125,70.625,69.41666666666667,58.125,68.58333333333333,69.625,69.66666666666667,67.9375,67.625,68.70833333333333,69.5,70.0,69.08333333333333,72.41666666666667,70.33333333333333,68.375,74.0,64.5625,63.75,65.75,66.91666666666667,67.0625,73.0
2,2021-03-23,06:30:00,67.41666666666667,69.1875,65.70833333333333,68.0,68.25,68.625,68.875,68.25,67.33333333333333,69.125,70.3125,70.09375,67.54166666666667,66.79166666666667,63.5625,68.03125,70.66666666666667,72.625,71.625,71.75,70.04166666666667,71.29166666666667,72.0625,71.5,72.875,71.625,72.25,71.8125,59.375,70.75,71.28125,71.0,71.04166666666667,72.54166666666667,71.125,71.625,72.125,71.08333333333333,72.5,71.70833333333333,74.6875,77.1875,65.25,69.25,72.84375,77.83333333333333,73.75,74.1875
3,2021-03-23,06:45:00,68.6875,70.5,69.08333333333333,70.125,70.125,69.53125,69.08333333333333,69.0,69.1875,69.79166666666667,71.08333333333333,70.91666666666667,69.03125,68.875,68.65625,69.33333333333333,72.0625,72.45833333333333,72.1875,71.54166666666667,71.8125,72.16666666666667,73.125,71.91666666666667,72.625,71.59375,73.04166666666667,72.83333333333333,60.5,72.0625,72.20833333333333,71.9375,73.875,73.25,73.08333333333333,73.0,71.95833333333333,73.125,72.83333333333333,71.0,72.4375,80.0,68.375,68.0,79.125,78.33333333333333,78.16666666666667,77.79166666666667
4,2021-03-23,07:00:00,69.875,70.875,69.45833333333333,71.875,71.75,71.16666666666667,70.0,71.3125,69.625,71.04166666666667,69.6875,70.04166666666667,70.95833333333333,70.8125,69.83333333333333,72.58333333333333,71.875,71.79166666666667,71.625,71.83333333333333,72.41666666666667,72.375,72.33333333333333,74.45833333333333,72.66666666666667,72.1875,73.25,72.625,60.5,72.08333333333333,72.25,72.0625,73.08333333333333,73.5,73.33333333333333,73.21875,72.1875,73.25,72.625,71.75,73.04166666666667,74.66666666666667,74.41666666666667,72.625,80.25,73.08333333333333,76.70833333333333,81.95833333333333
5,2021-03-23,07:15:00,71.04166666666667,71.0,70.41666666666667,71.125,72.16666666666667,71.875,70.79166666666667,70.58333333333333,70.5625,71.25,69.625,71.04166666666667,71.5625,70.66666666666667,71.3125,76.625,71.95833333333333,70.8125,71.91666666666667,71.5,71.875,72.375,72.29166666666667,72.04166666666667,72.0,71.45833333333333,71.0,72.9375,59.916666666666664,71.83333333333333,72.3125,71.29166666666667,72.375,72.4375,71.875,72.4375,71.5625,72.41666666666667,71.91666666666667,71.91666666666667,72.25,75.4375,81.66666666666667,77.4375,77.0625,72.6875,71.54166666666667,74.125
6,2021-03-23,07:30:00,71.125,71.33333333333333,70.45833333333333,71.45833333333333,71.54166666666667,71.33333333333333,70.6875,70.875,71.29166666666667,71.8125,70.29166666666667,70.1875,71.375,71.54166666666667,70.8125,70.59375,70.0,70.25,69.58333333333333,70.20833333333333,70.25,70.16666666666667,71.16666666666667,69.70833333333333,70.91666666666667,70.79166666666667,70.5,71.04166666666667,58.625,69.5,70.46875,70.3125,70.29166666666667,70.8125,71.9375,71.28125,70.08333333333333,70.91666666666667,70.4375,70.29166666666667,71.0,69.5625,73.125,79.75,69.83333333333333,71.29166666666667,70.20833333333333,70.8125
7,2021-03-23,07:45:00,70.5,70.375,69.83333333333333,70.5,70.5625,69.66666666666667,69.875,69.40625,68.75,69.29166666666667,68.84375,68.46875,69.54166666666667,70.09375,69.41666666666667,69.375,68.875,69.375,67.6875,69.29166666666667,69.5,68.875,70.0,69.125,69.0,70.375,68.0,69.54166666666667,56.75,68.45833333333333,68.04166666666667,68.75,68.625,69.3125,69.6875,69.3125,68.91666666666667,70.4375,69.95833333333333,69.625,69.0625,69.0,68.25,72.20833333333333,67.08333333333333,69.04166666666667,68.83333333333333,69.58333333333333
8,2021-03-23,08:00:00,68.59375,69.75,69.4375,69.6875,68.41666666666667,69.0,69.41666666666667,68.29166666666667,69.25,68.4375,68.5,68.375,70.125,69.33333333333333,68.3125,69.83333333333333,68.0625,68.29166666666667,67.83333333333333,68.20833333333333,67.45833333333333,67.71875,68.1875,67.91666666666667,68.8125,68.5,67.41666666666667,68.66666666666667,56.375,68.125,68.08333333333333,67.625,68.91666666666667,69.75,70.29166666666667,69.1875,68.66666666666667,69.25,69.125,69.54166666666667,68.45833333333333,68.41666666666667,68.03125,68.58333333333333,68.45833333333333,68.625,68.29166666666667,68.875
9,2021-03-23,08:15:00,67.95833333333333,67.34375,68.125,67.875,68.375,68.5,68.4375,67.91666666666667,67.66666666666667,68.0625,67.625,68.1875,68.0,68.4375,68.125,68.375,67.9375,67.125,66.83333333333333,67.83333333333333,67.375,66.25,67.75,67.4375,67.0,67.41666666666667,67.375,67.625,55.625,67.16666666666667,68.08333333333333,67.125,68.625,69.125,69.1875,68.04166666666667,67.875,68.41666666666667,68.125,68.16666666666667,67.54166666666667,67.41666666666667,67.1875,67.25,67.3125,67.83333333333333,67.83333333333333,67.40625
10,2021-03-23,08:30:00,67.625,67.625,66.75,67.5,67.66666666666667,66.95833333333333,66.6875,68.25,66.625,66.25,67.79166666666667,67.83333333333333,68.4375,66.375,65.75,67.5,67.5,66.79166666666667,66.0,66.875,66.5,66.79166666666667,67.375,67.04166666666667,67.3125,66.3125,66.83333333333333,67.125,55.75,66.83333333333333,66.75,67.41666666666667,68.04166666666667,67.75,68.16666666666667,67.875,67.75,67.83333333333333,68.33333333333333,67.625,68.0625,65.25,66.875,68.125,67.75,67.08333333333333,66.5,67.91666666666667
11,2021-03-23,08:45:00,67.25,67.20833333333333,67.08333333333333,66.8125,67.875,67.29166666666667,68.75,67.75,67.6875,67.54166666666667,66.70833333333333,66.75,67.3125,67.8125,66.5,67.375,67.16666666666667,66.66666666666667,65.75,65.9375,66.83333333333333,66.25,67.25,66.875,66.625,66.1875,66.40625,67.08333333333333,55.375,66.0,68.125,66.125,67.6875,68.16666666666667,67.33333333333333,67.5,67.25,67.95833333333333,68.29166666666667,67.0,67.1875,66.65625,66.54166666666667,67.8125,66.83333333333333,67.4375,66.75,67.0625
12,2021-03-23,09:00:00,66.25,66.25,66.0,66.25,66.03125,66.29166666666667,67.625,67.08333333333333,66.0625,66.25,66.41666666666667,66.3125,65.75,66.83333333333333,66.0,66.41666666666667,66.125,65.6875,65.75,66.16666666666667,65.9375,65.66666666666667,65.79166666666667,66.0,66.66666666666667,65.96875,65.9375,65.625,54.583333333333336,65.58333333333333,66.58333333333333,66.625,67.41666666666667,68.0,67.875,66.75,66.125,66.625,67.5,65.9375,66.0,65.58333333333333,65.66666666666667,67.08333333333333,66.75,66.125,66.25,67.0
13,2021-03-23,09:15:00,65.8125,65.29166666666667,64.95833333333333,65.1875,65.79166666666667,65.125,67.08333333333333,66.0625,66.25,66.41666666666667,66.1875,66.1875,65.1875,65.83333333333333,65.29166666666667,66.625,65.75,65.125,64.58333333333333,65.625,66.125,63.916666666666664,65.0625,65.25,65.0,65.0625,65.20833333333333,65.625,53.9375,65.25,66.04166666666667,65.91666666666667,67.6875,67.20833333333333,66.75,66.08333333333333,66.54166666666667,66.75,66.875,66.65625,66.5625,65.9375,65.5,67.125,67.25,66.1875,65.70833333333333,66.4375
14,2021-03-23,09:30:00,64.5625,64.54166666666667,63.875,63.833333333333336,65.04166666666667,65.0,66.0,65.70833333333333,65.5,65.45833333333333,65.79166666666667,66.25,65.5,65.0,64.6875,65.25,65.375,64.25,63.75,64.3125,64.625,63.5625,64.45833333333333,64.04166666666667,63.416666666666664,64.66666666666667,64.58333333333333,64.45833333333333,53.25,64.25,64.5625,65.16666666666667,66.5625,66.95833333333333,66.375,65.54166666666667,65.375,65.20833333333333,66.625,65.1875,65.58333333333333,64.91666666666667,64.59375,65.45833333333333,65.66666666666667,64.66666666666667,64.95833333333333,65.58333333333333
15,2021-03-23,09:45:00,63.5625,64.375,63.75,63.8125,64.25,63.666666666666664,63.041666666666664,64.79166666666667,64.45833333333333,64.41666666666667,63.6875,64.5,64.29166666666667,65.125,63.708333333333336,63.5625,64.45833333333333,64.125,62.84375,63.25,64.08333333333333,62.8125,63.083333333333336,63.541666666666664,62.958333333333336,64.16666666666667,63.458333333333336,63.708333333333336,52.166666666666664,63.916666666666664,63.25,64.0,64.95833333333333,66.375,65.08333333333333,63.875,64.5625,63.9375,65.29166666666667,65.125,64.83333333333333,63.333333333333336,63.333333333333336,65.04166666666667,64.41666666666667,64.58333333333333,63.166666666666664,64.375
16,2021-03-23,10:00:00,64.29166666666667,64.03125,64.78125,63.78125,66.125,64.0625,65.0,65.375,65.875,66.375,65.95833333333333,65.96875,65.29166666666667,64.71875,64.91666666666667,66.54166666666667,66.5625,63.96875,65.375,63.8125,65.08333333333333,64.0625,65.5,64.79166666666667,65.625,64.25,64.20833333333333,65.04166666666667,54.375,64.58333333333333,65.41666666666667,65.875,68.1875,68.5,68.25,67.33333333333333,67.08333333333333,67.5625,66.375,67.04166666666667,64.95833333333333,65.625,64.41666666666667,65.70833333333333,63.4375,64.70833333333333,64.91666666666667,65.0
17,2021-03-23,10:15:00,64.03125,63.6875,63.3125,63.25,63.96875,63.96875,65.5625,65.58333333333333,0.0,64.66666666666667,64.33333333333333,64.95833333333333,63.75,64.875,63.916666666666664,64.25,64.45833333333333,63.791666666666664,63.125,63.541666666666664,64.33333333333333,62.875,63.1875,63.875,64.1875,63.625,63.59375,64.25,53.291666666666664,64.16666666666667,64.6875,64.29166666666667,66.41666666666667,66.20833333333333,65.0625,65.58333333333333,65.45833333333333,65.875,65.79166666666667,65.375,64.375,64.75,63.5,65.58333333333333,66.09375,65.6875,65.04166666666667,65.8125
18,2021-03-23,10:30:00,62.1875,62.65625,62.791666666666664,61.958333333333336,63.0,63.5625,63.75,63.9375,63.916666666666664,64.1875,63.833333333333336,64.5625,63.625,63.75,62.458333333333336,63.458333333333336,64.04166666666667,62.958333333333336,62.083333333333336,63.458333333333336,63.375,61.8125,62.583333333333336,62.875,62.1875,62.3125,62.333333333333336,62.916666666666664,52.333333333333336,63.0,63.8125,63.5,65.4375,65.625,65.0625,64.41666666666667,63.833333333333336,64.8125,64.58333333333333,64.5625,63.333333333333336,63.125,63.34375,64.5,64.83333333333333,63.125,63.375,64.25
19,2021-03-23,10:45:00,61.5,61.583333333333336,61.416666666666664,61.75,61.9375,61.78125,63.375,62.958333333333336,61.666666666666664,63.5,60.125,62.125,62.541666666666664,63.0,61.958333333333336,60.25,60.5,62.625,61.25,62.25,61.75,61.5,62.3125,59.791666666666664,60.375,62.416666666666664,58.0,62.1875,51.4375,61.125,62.59375,62.166666666666664,63.666666666666664,65.125,63.25,62.833333333333336,61.958333333333336,62.208333333333336,64.125,61.833333333333336,62.5,61.583333333333336,60.75,64.375,62.541666666666664,63.625,63.458333333333336,64.25
