,Data,Hora,P1.1.1 V (V),P1.1.2 V (V),P1.1.3 V (V),P1.1.4 V (V),P1.1.5 V (V),P1.1.6 V (V),P1.1.7 V (V),P1.1.8 V (V),P1.1.9 V (V),P1.1.10 V (V),P1.1.11 V (V),P1.1.12 V (V),P1.1.13 V (V),P1.1.14 V (V),P1.1.15 V (V),P1.1.16 V (V),P1.2.1 V (V),P1.2.2 V (V),P1.2.3 V (V),P1.2.4 V (V),P1.2.5 V (V),P1.2.6 V (V),P1.2.7 V (V),P1.2.8 V (V),P1.2.9 V (V),P1.2.11 V (V),P1.2.12 V (V),P1.2.13 V (V),P1.2.14 V (V),P1.2.15 V (V),P1.2.16 V (V),P1.3.1 V (V),P1.3.2 V (V),P1.3.3 V (V),P1.3.4 V (V),P1.3.5 V (V),P1.3.6 V (V),P1.3.7 V (V),P1.3.9 V (V),P1.3.10 V (V),P1.3.11 V (V),P1.3.12 V (V),P1.3.13 V (V),P1.3.14 V (V),P1.3.15 V (V),P1.3.16 V (V)
0,2021-05-31,06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021-05-31,06:15:00,0.0,0.0,0.0,0.0,0.0,68.11764705882354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.75,53.4375,71.125,67.80434782608695,0.0,67.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.62857142857143,0.0,68.00735294117646,0.0,0.0,0.0,0.0,0.0
2,2021-05-31,06:30:00,62.416666666666664,65.625,63.333333333333336,66.41666666666667,62.333333333333336,69.08333333333333,64.75,59.9375,66.04166666666667,63.0625,61.625,64.9375,63.8125,56.125,63.0,65.5,60.208333333333336,61.5625,59.25,66.625,70.58333333333333,65.625,71.20833333333333,51.625,68.5625,65.5625,65.04166666666667,65.375,68.33333333333333,51.6875,64.70833333333333,59.25,63.75,59.5,65.1875,61.5,64.375,58.3125,65.91666666666667,65.875,70.775,66.5,61.625,64.375,62.875,63.458333333333336
3,2021-05-31,06:45:00,65.54166666666667,68.75,68.08333333333333,70.0,69.75,67.54166666666667,68.08333333333333,67.58333333333333,67.875,66.59375,68.5,68.41666666666667,67.4375,66.75,66.25,66.75,63.5625,65.75,65.875,65.5,65.9375,65.5625,68.70833333333333,64.625,67.34375,70.41666666666667,67.5,69.41666666666667,70.375,56.9375,67.45833333333333,67.08333333333333,69.5625,68.08333333333333,67.3125,66.375,70.1875,68.125,66.125,70.71875,71.16666666666667,70.33333333333333,67.75,70.8125,71.0,69.0
4,2021-05-31,07:00:00,71.33333333333333,70.375,70.9375,71.83333333333333,70.875,70.79166666666667,70.8125,70.41666666666667,69.625,69.625,68.75,69.4375,70.16666666666667,68.45833333333333,0.0,70.8125,68.78125,67.3125,68.96875,69.25,68.9375,69.75,70.16666666666667,69.25,69.58333333333333,72.6875,71.875,72.3125,72.04166666666667,63.3125,73.125,68.5625,71.1875,71.875,69.79166666666667,69.45833333333333,72.41666666666667,71.3125,71.4375,76.5625,74.75,70.8125,71.6875,72.0625,71.33333333333333,75.0
5,2021-05-31,07:15:00,71.0,72.45833333333333,72.5,72.66666666666667,71.46875,71.625,70.125,71.375,70.8125,71.875,69.125,71.625,71.4375,71.33333333333333,70.75,71.1875,70.04166666666667,70.75,71.29166666666667,70.41666666666667,70.75,71.625,71.75,69.5,70.4375,74.0,71.625,71.75,72.5,69.125,73.125,71.84375,72.6875,73.16666666666667,72.29166666666667,71.29166666666667,73.04166666666667,72.25,71.41666666666667,78.65625,77.125,72.1875,72.29166666666667,73.41666666666667,72.125,75.83333333333333
6,2021-05-31,07:30:00,72.375,72.625,73.20833333333333,74.0,73.1875,72.70833333333333,73.0,73.1875,72.875,73.25,72.1875,72.875,72.21875,72.0,70.70833333333333,72.29166666666667,71.54166666666667,71.1875,72.3125,71.96875,72.58333333333333,72.75,73.29166666666667,72.08333333333333,71.59375,76.25,71.5,73.4375,75.625,74.125,72.4375,73.375,74.0,75.1875,72.5,73.16666666666667,74.04166666666667,72.75,72.58333333333333,81.5,79.83333333333333,73.4375,73.625,76.75,74.6875,75.20833333333333
7,2021-05-31,07:45:00,72.125,72.3125,72.58333333333333,73.3125,72.59375,71.91666666666667,71.79166666666667,72.625,74.375,72.6875,71.875,72.625,72.41666666666667,72.4375,72.875,72.41666666666667,73.33333333333333,73.29166666666667,72.625,73.54166666666667,73.70833333333333,73.25,73.9375,72.08333333333333,72.625,78.41666666666667,73.29166666666667,73.5,78.91666666666667,77.0,73.75,71.41666666666667,74.20833333333333,73.16666666666667,72.16666666666667,73.29166666666667,73.75,72.75,72.375,78.45833333333333,81.75,73.91666666666667,73.16666666666667,79.29166666666667,77.3125,73.95833333333333
8,2021-05-31,08:00:00,69.875,71.20833333333333,71.25,72.5,70.6875,71.3125,71.54166666666667,71.08333333333333,73.0,71.0625,71.84375,71.58333333333333,72.33333333333333,72.08333333333333,73.0625,73.3125,71.625,71.20833333333333,72.58333333333333,0.0,73.29166666666667,73.6875,73.625,72.625,72.125,79.70833333333333,72.875,73.91666666666667,79.5,78.96875,73.08333333333333,71.6875,71.3125,72.29166666666667,71.125,72.04166666666667,71.83333333333333,71.875,71.875,71.0,79.875,71.29166666666667,71.375,79.70833333333333,78.5625,0.0
9,2021-05-31,08:15:00,70.3125,70.625,72.0,71.91666666666667,71.125,71.54166666666667,71.33333333333333,71.45833333333333,71.5,70.54166666666667,70.125,70.6875,71.25,70.91666666666667,70.58333333333333,72.45833333333333,70.34375,70.625,71.625,72.25,72.29166666666667,71.375,72.375,71.28125,71.25,79.625,72.4375,73.125,78.41666666666667,77.875,71.5,69.9375,71.5625,72.1875,70.5,71.25,71.66666666666667,70.95833333333333,71.34375,70.9375,78.625,70.91666666666667,70.29166666666667,78.75,78.375,71.71875
