,Data,Hora,OP1.1.1 I (A),OP1.1.2 I (A),OP1.1.3 I (A),OP1.1.4 I (A),OP1.1.5 I (A),OP1.1.6 I (A),OP1.1.7 I (A),OP1.1.8 I (A),OP1.1.9 I (A),OP1.1.10 I (A),OP1.1.11 I (A),OP1.1.12 I (A),OP1.1.13 I (A),OP1.1.14 I (A),OP1.1.16 I (A),OP1.2.1 I (A),OP1.2.2 I (A),OP1.2.3 I (A),OP1.2.4 I (A),OP1.2.5 I (A),OP1.2.6 I (A),OP1.2.7 I (A),OP1.2.8 I (A),OP1.2.9 I (A),OP1.2.10 I (A),OP1.2.11 I (A),OP1.2.12 I (A),OP1.2.13 I (A),OP1.2.14 I (A),OP1.2.15 I (A),OP1.2.16 I (A),OP1.3.1 I (A),OP1.3.2 I (A),OP1.3.4 I (A),OP1.3.5 I (A),OP1.3.6 I (A),OP1.3.7 I (A),OP1.3.8 I (A),OP1.3.9 I (A),OP1.3.10 I (A),OP1.3.11 I (A),OP1.3.12 I (A),OP1.3.13 I (A),OP1.3.14 I (A),OP1.3.15 I (A),OP1.3.16 I (A)
0,2021-07-06,06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021-07-06,06:15:00,0.0,0.0,0.0,0.0,0.0,0.0029266666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0048153846153846155,0.0,0.002947058823529412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007238461538461539,0.0,0.0,0.0,0.0,0.0
2,2021-07-06,06:30:00,0.03125,0.075,0.0219,0.0875,0.0,0.007933333333333332,0.0688,0.0125,0.1063,0.1094,0.0656,0.125,0.125,0.05,0.05,0.06875,0.075,0.0188,0.0007,0.008875,0.0,0.004330769230769231,0.0,0.00039375,0.11628000000000001,0.1,0.1063,0.056249999999999994,0.0875,0.0,0.0813,0.0,0.0813,0.1063,0.025,0.1562,0.025,0.0813,0.0,0.0625,0.015642857142857146,0.1375,0.0,0.0938,0.11565,0.025
3,2021-07-06,06:45:00,0.3063,0.18333333333333335,0.25003333333333333,0.1719,0.15626666666666666,0.2438,0.295325,0.19793333333333332,0.2469,0.225,0.1646,0.21456666666666666,0.1969,0.13123333333333334,0.13543333333333332,0.15416666666666667,0.15833333333333335,0.1313,0.13333333333333333,0.15213333333333334,0.06463333333333333,0.13125,0.06876666666666666,0.13435,0.25833333333333336,0.1729333333333333,0.16456666666666667,0.1416666666666667,0.15315,0.0542,0.12916666666666668,0.09845000000000001,0.11043333333333333,0.1812666666666667,0.25155,0.3719,0.3625,0.3594,0.056249999999999994,0.1542,0.11043333333333334,0.20420000000000002,0.070325,0.164075,0.1531,0.10935
4,2021-07-06,07:00:00,0.6958333333333333,0.6646333333333333,0.71565,0.7437666666666667,0.731275,0.7219,0.7583333333333333,0.6969000000000001,0.4292,0.3708666666666667,0.3625333333333334,0.4469,0.4124999999999999,0.3000333333333333,0.3521,0.36669999999999997,0.3604,0.30833333333333335,0.3094,0.2969,0.31876666666666664,0.325025,0.23435,0.3146,0.325,0.23129999999999998,0.3646,0.27502499999999996,0.19166666666666665,0.10836666666666667,0.22293333333333334,0.6438,0.6521,0.7422000000000001,0.6375500000000001,0.7792,0.6844,0.7312666666666668,0.8344,0.2344,0.18123333333333336,0.8094,0.4062333333333334,0.2219,0.25003333333333333,0.20000000000000004
5,2021-07-06,07:15:00,1.0875,1.03755,1.0458666666666667,1.2312666666666667,1.1844000000000001,1.1187666666666667,1.1271000000000002,1.0708333333333333,0.78435,0.675,0.5812666666666667,0.7229333333333333,0.7563,0.5875,0.6063,0.65005,0.6291666666666668,0.5646,0.6,0.5583666666666667,0.5563,0.6124999999999999,0.39065,0.6042000000000001,0.37083333333333335,0.27499999999999997,0.6812666666666667,0.675,0.24065,0.12916666666666668,0.55,0.9375500000000001,1.0687666666666666,1.2625,1.0416999999999998,1.1312666666666666,1.0792,1.1854333333333333,1.1344,0.2688,0.23129999999999998,1.1937999999999998,1.1531500000000001,0.2833333333333334,0.27286666666666665,0.5042
6,2021-07-06,07:30:00,1.4375333333333333,1.5906500000000001,1.49065,1.6500333333333332,1.59065,1.620866666666667,1.5312999999999999,1.4708666666666665,1.1750500000000001,1.035975,1.0094,1.0562666666666667,1.0917,0.8792,1.0250333333333332,0.9042,0.9458666666666667,0.9270999999999999,0.8375333333333334,0.94375,0.9146000000000001,0.95625,0.8094,0.9719,0.41873333333333335,0.31876666666666664,1.0646,0.95315,0.26253333333333334,0.1646,1.0438,1.2,1.5297,1.4625333333333332,1.4813,1.5708333333333335,1.62815,1.5906500000000001,1.4542000000000002,0.30626666666666663,0.2687,1.6672,1.39375,0.28753333333333336,0.31043333333333334,1.4104333333333334
7,2021-07-06,07:45:00,1.95,2.0500249999999998,1.96255,2.1000333333333336,2.07505,2.02185,1.95,0.0,1.5083666666666666,1.4969000000000001,1.2938,1.42815,1.4833333333333334,1.3719000000000001,1.4333333333333333,1.3125499999999999,1.4521,1.3271,1.2094,1.350025,1.28125,1.3604333333333332,1.2516,1.3396,0.45315,0.3437333333333333,1.4458333333333335,1.4917,0.2812333333333333,0.18543333333333334,1.4458333333333335,1.7479333333333333,2.0375,2.0187749999999998,1.8458333333333332,2.0219,1.9375,1.975,1.975025,0.59065,0.2541333333333333,2.15315,2.0297,0.30625,0.33126666666666665,1.91565
8,2021-07-06,08:00:00,2.3104,2.51875,2.3771,2.5271,2.4000333333333335,2.44375,2.418775,2.3,1.9521,1.9645666666666666,1.7771,2.075,1.8875,1.733366666666667,1.8604333333333336,1.7479666666666667,1.8020666666666667,1.7500333333333333,1.7625000000000002,1.7625000000000002,1.7771,1.8458666666666668,1.67815,1.808366666666667,0.46456666666666663,0.34170000000000006,1.825,1.84375,0.3125,0.19375,1.8979333333333333,2.227066666666667,2.4104,2.3437,2.3422,2.5229333333333335,2.45935,2.4406499999999998,2.40315,2.0208666666666666,0.28126666666666666,2.4375,2.4562999999999997,0.3292,0.3479666666666667,2.2458666666666667
9,2021-07-06,08:15:00,2.86095,2.908366666666667,2.86565,2.9354,2.881275,2.8563,2.90315,2.812533333333333,2.3896,2.1562,2.1375,2.27505,2.3812333333333338,2.09065,2.4125,2.2666999999999997,2.2458666666666667,2.160433333333333,2.2469,2.258366666666667,2.2938,2.3354333333333335,2.0646,2.235466666666667,1.0469,0.3542,2.3000000000000003,2.283333333333333,0.325,0.18753333333333333,2.3417,2.775,2.7937333333333334,2.76255,2.6688,2.9729333333333336,2.8229333333333333,2.8229333333333333,2.8000000000000003,2.7187333333333332,0.30315000000000003,2.9667,2.889075,0.3458666666666666,0.3438,2.664566666666667
