,Data,Hora,OP4.1.1 V (V),OP4.1.2 V (V),OP4.1.3 V (V),OP4.1.4 V (V),OP4.1.5 V (V),OP4.1.6 V (V),OP4.1.7 V (V),OP4.1.8 V (V),OP4.1.9 V (V),OP4.1.10 V (V),OP4.1.11 V (V),OP4.1.12 V (V),OP4.1.13 V (V),OP4.1.14 V (V),OP4.1.15 V (V),OP4.1.16 V (V),OP4.1.17 V (V),OP4.1.18 V (V),OP4.1.19 V (V),OP4.1.20 V (V),OP4.1.21 V (V),OP4.1.22 V (V),OP4.2.1 V (V),OP4.2.2 V (V),OP4.2.3 V (V),OP4.2.4 V (V),OP4.2.5 V (V),OP4.2.6 V (V),OP4.2.7 V (V),OP4.2.8 V (V),OP4.2.9 V (V),OP4.2.10 V (V),OP4.2.11 V (V),OP4.2.12 V (V),OP4.2.13 V (V),OP4.2.14 V (V),OP4.2.15 V (V),OP4.2.16 V (V),OP4.2.17 V (V),OP4.2.18 V (V),OP4.2.19 V (V),OP4.2.20 V (V),OP4.2.21 V (V),OP4.2.22 V (V),OP4.3.1 V (V),OP4.3.2 V (V),OP4.3.3 V (V),OP4.3.4 V (V),OP4.3.5 V (V),OP4.3.6 V (V),OP4.3.7 V (V),OP4.3.8 V (V),OP4.3.9 V (V),OP4.3.10 V (V),OP4.3.11 V (V),OP4.3.12 V (V),OP4.3.13 V (V),OP4.3.14 V (V),OP4.3.15 V (V),OP4.3.16 V (V),OP4.3.17 V (V),OP4.3.18 V (V),OP4.3.19 V (V),OP4.3.20 V (V),OP4.3.21 V (V),OP4.3.22 V (V),OP4.4.1 V (V),OP4.4.2 V (V),OP4.4.3 V (V),OP4.4.4 V (V),OP4.4.5 V (V),OP4.4.6 V (V),OP4.4.7 V (V),OP4.4.8 V (V),OP4.4.9 V (V),OP4.4.10 V (V),OP4.4.11 V (V),OP4.4.12 V (V),OP4.4.13 V (V),OP4.4.14 V (V),OP4.4.15 V (V),OP4.4.16 V (V),OP4.4.17 V (V),OP4.4.18 V (V),OP4.4.19 V (V),OP4.4.20 V (V),OP4.5.1 V (V),OP4.5.2 V (V),OP4.5.3 V (V),OP4.5.4 V (V),OP4.5.5 V (V),OP4.5.6 V (V),OP4.5.7 V (V),OP4.5.8 V (V),OP4.5.9 V (V),OP4.5.10 V (V),OP4.5.11 V (V),OP4.5.12 V (V),OP4.5.13 V (V),OP4.5.14 V (V),OP4.5.15 V (V),OP4.5.16 V (V),OP4.5.17 V (V),OP4.5.18 V (V),OP4.5.19 V (V),OP4.5.20 V (V),OP4.5.21 V (V),OP4.5.22 V (V),OP4.6.1 V (V),OP4.6.2 V (V),OP4.6.3 V (V),OP4.6.4 V (V),OP4.6.5 V (V),OP4.6.6 V (V),OP4.6.7 V (V),OP4.6.8 V (V),OP4.6.9 V (V),OP4.6.10 V (V),OP4.6.11 V (V),OP4.6.12 V (V),OP4.6.14 V (V),OP4.6.15 V (V),OP4.6.16 V (V),OP4.6.17 V (V),OP4.6.18 V (V),OP4.6.19 V (V),OP4.6.20 V (V),OP4.6.21 V (V),OP4.6.22 V (V),OP4.7.1 V (V),OP4.7.2 V (V),OP4.7.3 V (V),OP4.7.4 V (V),OP4.7.5 V (V),OP4.7.6 V (V),OP4.7.9 V (V),OP4.7.10 V (V),OP4.7.11 V (V),OP4.7.12 V (V),OP4.7.13 V (V),OP4.7.14 V (V),OP4.7.15 V (V),OP4.7.16 V (V),OP4.7.17 V (V),OP4.7.18 V (V),OP4.7.19 V (V),OP4.7.20 V (V),OP4.7.21 V (V),OP4.7.22 V (V),OP4.8.1 V (V),OP4.8.3 V (V),OP4.8.4 V (V),OP4.8.5 V (V),OP4.8.6 V (V),OP4.8.7 V (V),OP4.8.8 V (V),OP4.8.9 V (V),OP4.8.11 V (V),OP4.8.12 V (V),OP4.8.13 V (V),OP4.8.14 V (V),OP4.8.15 V (V),OP4.8.16 V (V),OP4.8.17 V (V),OP4.8.18 V (V),OP4.8.20 V (V),OP4.8.21 V (V),OP4.8.22 V (V),OP4.9.1 V (V),OP4.9.2 V (V),OP4.9.3 V (V),OP4.9.4 V (V),OP4.9.5 V (V),OP4.9.6 V (V),OP4.9.9 V (V),OP4.9.10 V (V),OP4.9.11 V (V),OP4.9.12 V (V),OP4.9.13 V (V),OP4.9.14 V (V),OP4.9.15 V (V),OP4.9.16 V (V),OP4.9.17 V (V),OP4.9.18 V (V),OP4.9.21 V (V),OP4.9.22 V (V)
0,2021-02-06,06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021-02-06,06:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9913793103448276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.84375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.201086956521738,0.0,0.0,47.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3405172413793105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.680555555555557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.96590909090909,0.0,0.0,0.0,0.0,0.0,0.0,54.25,0.0,0.0,5.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.5,0.0,39.875,0.0,0.0,0.0,0.0,0.0,8.821428571428571,46.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.166666666666668,0.0,21.107142857142858,1.9903846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2021-02-06,06:30:00,35.541666666666664,36.8125,32.75,35.125,36.958333333333336,39.0,38.25,37.083333333333336,34.75,32.0,35.875,36.041666666666664,34.166666666666664,34.041666666666664,26.75,45.15625,45.5,43.3125,42.15625,45.291666666666664,46.083333333333336,45.5,18.958333333333332,20.5,25.5,24.1875,26.25,25.5625,28.083333333333332,36.833333333333336,62.125,38.25,56.375,41.375,48.25,49.4375,29.166666666666668,39.625,27.9375,37.875,38.083333333333336,55.75,63.1875,39.5,43.583333333333336,39.875,38.0,40.8125,37.583333333333336,33.75,39.75,31.958333333333332,46.625,31.416666666666668,35.5,43.541666666666664,33.25,38.75,40.541666666666664,27.1875,39.375,35.375,41.125,46.291666666666664,39.125,38.9375,30.8125,36.0,38.041666666666664,0.0,43.416666666666664,37.833333333333336,36.375,40.0,44.3125,40.5,47.541666666666664,39.75,48.9375,51.5625,45.0,43.25,48.541666666666664,48.666666666666664,43.03125,50.0625,41.916666666666664,34.25,35.0,36.416666666666664,36.375,43.041666666666664,36.75,38.0,36.166666666666664,40.875,37.0625,40.75,38.166666666666664,45.0625,39.3125,28.541666666666668,37.25,34.75,39.916666666666664,25.25,36.791666666666664,40.125,30.1875,37.75,34.208333333333336,24.6875,30.541666666666668,35.5,35.583333333333336,35.5,33.666666666666664,39.166666666666664,37.3125,39.125,31.208333333333332,37.458333333333336,54.208333333333336,39.458333333333336,40.416666666666664,43.375,55.75,41.708333333333336,40.583333333333336,36.3125,34.5,37.0625,34.875,36.125,38.25,34.625,36.1875,42.0,35.0,37.791666666666664,38.1875,41.34375,43.916666666666664,33.5625,40.875,37.75,35.0,40.583333333333336,42.25,28.0,36.875,54.25,53.625,28.541666666666668,44.5,29.375,37.208333333333336,53.125,53.333333333333336,37.0,53.25,39.3125,36.083333333333336,35.375,29.75,35.5625,36.333333333333336,37.625,56.09375,34.9375,48.416666666666664,50.375,41.75,44.75,40.375,60.8125,24.875,20.708333333333332,23.3125,24.833333333333332,30.125,24.0,32.5,38.4375,38.5,33.0
3,2021-02-06,06:45:00,33.3125,34.791666666666664,34.166666666666664,35.125,36.8125,36.083333333333336,37.375,35.1875,30.9375,35.041666666666664,34.125,33.75,32.625,32.5625,23.666666666666668,43.25,41.9375,42.1875,43.25,42.458333333333336,43.5,44.583333333333336,22.125,25.625,30.125,31.625,36.208333333333336,37.8125,36.34375,39.0,40.0,39.625,39.875,39.75,40.541666666666664,37.6875,40.25,38.75,38.291666666666664,39.375,39.916666666666664,40.6875,39.458333333333336,39.875,39.4375,40.5625,37.9375,39.25,39.5,38.791666666666664,38.75,37.666666666666664,35.0,33.0625,36.125,34.625,36.958333333333336,35.625,36.958333333333336,36.166666666666664,36.458333333333336,35.625,33.541666666666664,36.5,36.75,33.0,31.791666666666668,33.625,36.625,36.3125,38.958333333333336,39.0,41.0625,38.625,41.875,43.0,39.875,42.25,42.791666666666664,44.75,44.208333333333336,42.958333333333336,41.458333333333336,43.833333333333336,0.0,44.291666666666664,36.625,35.458333333333336,36.291666666666664,36.1875,34.041666666666664,38.375,38.125,37.958333333333336,37.333333333333336,37.625,38.5,38.25,37.416666666666664,34.75,38.0,37.625,34.3125,36.458333333333336,36.375,34.333333333333336,36.958333333333336,36.6875,36.0,35.5,33.875,30.5625,33.4375,35.541666666666664,34.75,36.208333333333336,36.416666666666664,36.625,35.9375,34.5625,37.666666666666664,38.375,37.583333333333336,39.5,40.6875,38.875,41.083333333333336,41.291666666666664,42.666666666666664,34.25,34.583333333333336,34.1875,35.3125,35.875,36.3125,34.0625,37.0625,37.375,37.5,38.083333333333336,38.0,36.875,37.208333333333336,36.875,36.208333333333336,37.4375,37.875,38.666666666666664,38.208333333333336,36.0,37.041666666666664,36.833333333333336,35.625,35.833333333333336,36.625,36.5625,36.5,35.8125,37.5625,36.916666666666664,35.9375,36.541666666666664,36.875,37.583333333333336,36.708333333333336,36.875,36.1875,37.5,45.75,45.46875,45.583333333333336,43.5625,43.416666666666664,44.708333333333336,38.0,37.958333333333336,24.625,24.4375,23.833333333333332,29.625,32.5,29.0,32.5,36.416666666666664,37.875,35.208333333333336
4,2021-02-06,07:00:00,27.25,27.875,27.583333333333332,27.9375,32.375,34.125,34.333333333333336,32.583333333333336,28.458333333333332,34.0,34.0625,31.875,28.666666666666668,26.708333333333332,21.333333333333332,54.583333333333336,55.875,52.5,50.541666666666664,50.9375,50.458333333333336,34.375,14.8125,21.791666666666668,23.75,28.75,32.0,31.0,31.1875,35.375,44.5625,41.375,39.916666666666664,42.0,43.3125,41.708333333333336,46.166666666666664,41.0,41.083333333333336,42.875,42.5,45.9375,39.916666666666664,42.625,45.5625,44.25,40.5,44.25,44.125,41.0,38.6875,40.75,41.791666666666664,34.958333333333336,33.375,34.75,33.125,34.0625,33.916666666666664,31.416666666666668,32.833333333333336,30.125,27.791666666666668,32.9375,30.541666666666668,28.5,32.125,35.875,37.5,32.666666666666664,40.75,37.0,42.625,38.25,39.916666666666664,42.875,41.041666666666664,42.125,42.375,44.5,44.541666666666664,44.166666666666664,45.625,45.375,45.041666666666664,45.375,36.25,33.041666666666664,36.583333333333336,37.375,34.25,38.666666666666664,38.083333333333336,36.708333333333336,37.875,37.0,37.083333333333336,38.791666666666664,36.25,35.291666666666664,38.3125,38.541666666666664,33.125,37.5,37.6875,35.208333333333336,36.791666666666664,36.166666666666664,35.833333333333336,35.25,32.291666666666664,29.9375,33.25,33.875,32.5625,36.041666666666664,36.791666666666664,36.40625,34.333333333333336,35.1875,38.458333333333336,37.916666666666664,38.25,41.041666666666664,41.75,40.75,42.125,42.583333333333336,44.5,33.125,33.6875,33.375,33.4375,34.5,35.666666666666664,36.625,37.0,37.416666666666664,36.75,38.416666666666664,38.875,38.291666666666664,38.916666666666664,36.625,38.5,38.0625,38.625,40.25,38.708333333333336,34.333333333333336,34.416666666666664,34.458333333333336,35.041666666666664,34.0,33.625,35.0,33.75,32.666666666666664,34.25,35.333333333333336,34.625,35.6875,36.375,39.375,40.958333333333336,45.0625,33.75,45.083333333333336,52.5,58.0625,54.625,55.791666666666664,46.416666666666664,53.041666666666664,35.0,34.375,24.25,21.75,21.0625,25.25,25.9375,25.083333333333332,25.291666666666668,31.0,31.5,31.333333333333332
5,2021-02-06,07:15:00,20.916666666666668,23.25,24.083333333333332,26.083333333333332,27.041666666666668,34.8125,36.25,34.541666666666664,31.375,36.833333333333336,36.833333333333336,36.083333333333336,37.75,35.6875,18.0,54.541666666666664,54.125,55.375,61.291666666666664,51.416666666666664,42.6875,35.375,15.291666666666666,16.6875,20.875,20.125,23.6875,24.875,27.0,32.208333333333336,31.25,43.666666666666664,41.583333333333336,43.375,43.083333333333336,44.125,44.541666666666664,43.3125,43.041666666666664,47.208333333333336,47.583333333333336,47.875,43.458333333333336,45.583333333333336,41.375,42.875,44.0,43.3125,39.0625,42.916666666666664,44.4375,41.833333333333336,43.125,40.625,46.25,43.375,41.625,35.583333333333336,37.6875,29.916666666666668,26.125,29.958333333333332,19.25,25.625,24.708333333333332,24.375,35.291666666666664,36.291666666666664,37.291666666666664,38.3125,38.458333333333336,38.3125,40.375,38.0625,40.875,39.5,39.708333333333336,40.208333333333336,41.25,42.166666666666664,43.0,38.0625,42.541666666666664,42.375,44.041666666666664,44.458333333333336,35.875,35.0,35.583333333333336,35.5625,32.96875,38.0,36.333333333333336,37.5625,37.125,37.041666666666664,38.75,36.875,37.458333333333336,34.8125,38.583333333333336,38.5,34.625,36.5,37.708333333333336,37.5,37.5625,37.25,35.458333333333336,34.083333333333336,34.0625,29.0625,32.833333333333336,34.5,34.25,34.75,35.958333333333336,36.125,35.3125,35.875,38.5,37.875,37.375,39.25,41.083333333333336,40.458333333333336,40.6875,42.083333333333336,42.625,34.041666666666664,33.958333333333336,34.0,34.0,35.208333333333336,35.875,36.25,36.333333333333336,37.5,36.625,37.833333333333336,38.3125,37.375,38.3125,36.75,37.4375,36.916666666666664,37.8125,39.0625,38.5,32.833333333333336,33.708333333333336,34.5,32.125,32.375,32.6875,33.75,34.0,31.0,33.958333333333336,33.875,32.625,33.875,36.291666666666664,39.5625,42.0,56.4375,33.166666666666664,63.541666666666664,60.5,60.125,60.583333333333336,56.8125,61.25,60.333333333333336,29.1875,30.666666666666668,21.708333333333332,20.75,17.3125,22.75,26.0625,24.666666666666668,23.416666666666668,30.958333333333332,29.208333333333332,29.3125
6,2021-02-06,07:30:00,18.8125,21.291666666666668,22.75,24.541666666666668,23.59375,26.208333333333332,37.1875,39.166666666666664,35.75,44.6875,50.25,48.25,45.25,46.583333333333336,27.916666666666668,66.625,51.0,38.0,43.416666666666664,36.458333333333336,28.083333333333332,31.208333333333332,13.5,14.666666666666666,17.666666666666668,19.9375,21.583333333333332,25.0625,25.125,26.625,22.5625,30.583333333333332,47.583333333333336,46.791666666666664,51.5,48.875,46.875,46.8125,47.708333333333336,50.25,48.458333333333336,51.041666666666664,49.875,51.166666666666664,40.75,40.0,39.0,42.6875,40.25,40.375,39.333333333333336,35.875,41.1875,38.791666666666664,39.458333333333336,40.9375,41.791666666666664,36.416666666666664,35.416666666666664,37.3125,36.9375,38.84375,33.9375,32.041666666666664,22.958333333333332,18.333333333333332,35.9375,36.041666666666664,37.708333333333336,37.833333333333336,39.541666666666664,39.5,39.75,38.875,39.5,41.375,39.0,40.625,41.333333333333336,42.375,42.833333333333336,42.666666666666664,42.541666666666664,42.25,44.25,44.083333333333336,36.0,34.458333333333336,35.791666666666664,36.625,33.375,38.5,36.375,37.5,37.625,37.375,38.166666666666664,37.875,36.541666666666664,35.833333333333336,38.4375,38.083333333333336,35.375,37.333333333333336,37.833333333333336,37.083333333333336,37.208333333333336,37.375,35.125,34.375,35.0,31.458333333333332,33.5,35.6875,34.916666666666664,35.125,34.6875,35.625,34.8125,34.041666666666664,37.875,37.3125,38.083333333333336,38.5625,40.083333333333336,39.458333333333336,39.5,41.4375,42.4375,33.9375,34.333333333333336,34.0625,34.8125,35.25,36.166666666666664,36.3125,36.5625,36.9375,38.166666666666664,37.875,38.25,37.9375,38.84375,36.875,37.5625,38.9375,37.5,39.041666666666664,38.4375,26.15625,29.666666666666668,29.208333333333332,28.666666666666668,28.875,31.833333333333332,32.083333333333336,27.25,28.583333333333332,30.125,30.1875,33.15625,34.833333333333336,39.75,54.5,51.166666666666664,56.5,31.625,65.20833333333333,61.666666666666664,65.375,68.66666666666667,61.666666666666664,55.1875,58.5,29.291666666666668,27.833333333333332,17.958333333333332,17.625,16.916666666666668,23.291666666666668,21.0,20.041666666666668,22.666666666666668,24.333333333333332,29.458333333333332,27.166666666666668
7,2021-02-06,07:45:00,15.75,16.791666666666668,20.5,20.6875,17.3125,21.666666666666668,19.4375,17.5625,34.75,36.1875,57.041666666666664,62.0,60.75,59.3125,51.708333333333336,85.0,56.916666666666664,49.5,24.625,22.791666666666668,22.6875,19.666666666666668,10.291666666666666,11.625,12.5,13.125,16.083333333333332,15.458333333333334,16.791666666666668,18.041666666666668,17.5625,29.416666666666668,49.333333333333336,54.708333333333336,54.4375,52.916666666666664,52.458333333333336,56.375,54.416666666666664,52.458333333333336,52.375,56.916666666666664,55.416666666666664,53.416666666666664,47.208333333333336,42.083333333333336,42.625,44.4375,0.0,19.25,45.0,35.75,42.0625,40.458333333333336,42.25,39.75,42.75,25.125,46.75,39.875,40.8125,42.375,43.3125,22.125,14.25,13.8125,35.5,36.791666666666664,38.041666666666664,36.75,39.583333333333336,38.875,40.5,38.625,40.0,41.208333333333336,39.1875,40.666666666666664,40.9375,41.8125,43.375,42.875,42.25,42.25,44.875,43.9375,35.4375,34.958333333333336,35.4375,36.0,33.791666666666664,38.28125,36.416666666666664,36.875,36.59375,36.833333333333336,38.791666666666664,37.875,37.125,35.5,38.541666666666664,38.125,36.4375,36.875,37.583333333333336,37.75,37.5,37.916666666666664,36.833333333333336,35.5,34.5,34.6875,34.083333333333336,34.5,34.75,35.083333333333336,34.8125,35.8125,34.625,33.625,36.375,36.6875,37.875,38.5625,39.5,38.625,40.125,41.041666666666664,42.291666666666664,32.125,33.916666666666664,33.625,31.666666666666668,33.125,36.0625,36.9375,35.875,36.5625,34.916666666666664,38.25,39.958333333333336,41.375,45.0625,39.333333333333336,37.458333333333336,36.0625,34.8125,36.291666666666664,37.6875,0.0,22.375,23.583333333333332,22.583333333333332,21.833333333333332,22.541666666666668,21.625,22.25,22.458333333333332,24.583333333333332,21.375,25.875,32.416666666666664,71.0,76.79166666666667,80.125,71.75,28.583333333333332,68.375,77.375,79.875,78.16666666666667,75.3125,75.33333333333333,75.20833333333333,19.166666666666668,20.25,15.333333333333334,14.125,12.625,17.125,16.541666666666668,15.4375,16.416666666666668,16.833333333333332,20.916666666666668,18.125
8,2021-02-06,08:00:00,12.625,12.8125,12.833333333333334,12.875,12.0,13.5625,13.083333333333334,11.875,15.0,33.5,42.5,53.4375,54.291666666666664,52.4375,53.875,71.3125,72.79166666666667,68.6875,67.33333333333333,39.5,37.75,23.75,8.583333333333334,9.458333333333334,10.333333333333334,11.125,12.5,12.791666666666666,14.166666666666666,14.625,15.291666666666666,17.375,25.9375,59.958333333333336,60.291666666666664,57.0625,56.333333333333336,59.875,59.125,58.916666666666664,58.75,59.625,60.375,59.625,49.3125,47.708333333333336,39.4375,22.25,42.333333333333336,47.125,45.125,44.6875,38.333333333333336,37.625,44.5,30.791666666666668,23.916666666666668,42.125,47.791666666666664,37.625,37.916666666666664,39.5,41.0625,23.125,26.78125,11.083333333333334,35.083333333333336,36.416666666666664,37.583333333333336,37.875,39.3125,39.0,40.625,37.5,40.041666666666664,41.375,39.041666666666664,40.0,41.0,42.125,43.416666666666664,43.75,43.625,42.375,45.21875,44.75,35.625,35.666666666666664,34.9375,35.6875,33.3125,38.333333333333336,36.625,36.5625,36.375,36.75,38.5,37.75,36.166666666666664,35.34375,38.0625,37.041666666666664,34.9375,36.166666666666664,38.125,40.1875,38.1875,39.6875,37.75,35.1875,34.708333333333336,33.333333333333336,33.375,33.875,34.03125,34.333333333333336,34.625,34.3125,33.875,34.541666666666664,37.583333333333336,36.541666666666664,39.0625,38.6875,40.875,39.25,41.0,42.3125,43.166666666666664,15.3125,14.625,16.958333333333332,12.75,14.583333333333334,15.791666666666666,17.625,17.791666666666668,20.25,21.333333333333332,46.5,74.4375,73.375,71.20833333333333,75.16666666666667,70.75,66.5,38.166666666666664,51.041666666666664,45.1875,28.708333333333332,30.75,39.625,40.0,33.041666666666664,40.958333333333336,33.458333333333336,32.125,34.09375,33.791666666666664,39.333333333333336,30.666666666666668,38.0,38.291666666666664,48.0625,49.583333333333336,40.291666666666664,23.3125,36.5625,83.1875,83.16666666666667,82.95833333333333,84.375,81.70833333333333,78.3125,18.083333333333332,17.625,12.625,11.208333333333334,11.625,14.125,15.75,13.5625,14.291666666666666,16.333333333333332,16.75,15.958333333333334
9,2021-02-06,08:15:00,9.1875,9.0,8.75,9.166666666666666,9.458333333333334,9.25,25.0,41.125,41.6875,43.333333333333336,43.0,44.0,43.8125,44.5,44.833333333333336,59.5,57.125,53.125,56.125,54.375,51.625,56.375,7.8125,8.75,11.583333333333334,9.75,12.125,11.666666666666666,12.0,12.9375,13.625,15.041666666666666,30.083333333333332,60.75,62.9375,58.875,58.375,61.125,60.8125,60.0625,59.625,59.4375,61.583333333333336,59.958333333333336,41.0,43.125,42.125,42.625,42.666666666666664,42.1875,42.333333333333336,41.375,35.791666666666664,34.0,20.75,23.25,41.958333333333336,39.041666666666664,41.5,40.1875,33.5,34.583333333333336,13.625,33.6875,40.6875,42.166666666666664,32.458333333333336,34.166666666666664,34.1875,37.0,37.0625,36.791666666666664,37.5,36.208333333333336,36.0625,38.708333333333336,37.75,37.458333333333336,39.5,43.25,0.0,47.375,46.5625,46.375,47.1875,48.5625,36.916666666666664,36.4375,37.25,35.25,34.625,38.0625,37.3125,36.375,36.3125,36.4375,38.625,37.6875,35.875,34.875,37.166666666666664,35.958333333333336,33.541666666666664,34.75,38.5625,41.583333333333336,36.9375,39.666666666666664,46.5,38.375,34.791666666666664,34.4375,33.166666666666664,33.8125,32.0,33.166666666666664,33.083333333333336,33.3125,32.625,33.791666666666664,36.0625,36.125,37.958333333333336,38.375,39.375,38.875,41.375,41.75,43.0,11.541666666666666,9.875,10.791666666666666,11.75,11.75,11.958333333333334,41.625,37.666666666666664,39.25,48.0,53.916666666666664,51.75,44.875,51.6875,47.375,49.083333333333336,54.333333333333336,51.625,52.708333333333336,55.0,37.208333333333336,36.875,38.583333333333336,38.333333333333336,37.958333333333336,38.0625,38.625,37.041666666666664,37.5,39.583333333333336,37.666666666666664,35.416666666666664,37.083333333333336,36.125,37.46875,37.75,36.458333333333336,24.208333333333332,36.583333333333336,76.29166666666667,68.875,77.5,80.33333333333333,79.25,79.16666666666667,38.5625,56.25,10.125,9.583333333333334,10.0625,12.125,12.25,12.416666666666666,11.833333333333334,14.875,13.8125,14.5
