,Data,Hora,OP3.1.1 V (V),OP3.1.2 V (V),OP3.1.3 V (V),OP3.1.4 V (V),OP3.1.5 V (V),OP3.1.6 V (V),OP3.1.7 V (V),OP3.1.8 V (V),OP3.1.9 V (V),OP3.1.10 V (V),OP3.1.11 V (V),OP3.1.12 V (V),OP3.1.13 V (V),OP3.1.14 V (V),OP3.1.15 V (V),OP3.1.16 V (V),OP3.2.1 V (V),OP3.2.2 V (V),OP3.2.3 V (V),OP3.2.4 V (V),OP3.2.5 V (V),OP3.2.6 V (V),OP3.2.7 V (V),OP3.2.8 V (V),OP3.2.9 V (V),OP3.2.10 V (V),OP3.2.11 V (V),OP3.2.12 V (V),OP3.2.14 V (V),OP3.2.15 V (V),OP3.2.16 V (V),OP3.3.1 V (V),OP3.3.2 V (V),OP3.3.3 V (V),OP3.3.4 V (V),OP3.3.5 V (V),OP3.3.6 V (V),OP3.3.7 V (V),OP3.3.8 V (V),OP3.3.9 V (V),OP3.3.10 V (V),OP3.3.11 V (V),OP3.3.12 V (V),OP3.3.13 V (V),OP3.3.14 V (V),OP3.3.15 V (V),OP3.3.16 V (V),OP3.4.1 V (V),OP3.4.2 V (V),OP3.4.3 V (V),OP3.4.4 V (V),OP3.4.5 V (V),OP3.4.6 V (V),OP3.4.7 V (V),OP3.4.8 V (V),OP3.4.9 V (V),OP3.4.10 V (V),OP3.4.11 V (V),OP3.4.12 V (V),OP3.4.13 V (V),OP3.4.14 V (V),OP3.4.15 V (V),OP3.4.16 V (V),OP3.5.1 V (V),OP3.5.2 V (V),OP3.5.3 V (V),OP3.5.4 V (V),OP3.5.5 V (V),OP3.5.6 V (V),OP3.5.7 V (V),OP3.5.8 V (V),OP3.5.9 V (V),OP3.5.10 V (V),OP3.5.11 V (V),OP3.5.12 V (V),OP3.5.13 V (V),OP3.5.14 V (V),OP3.5.15 V (V),OP3.5.16 V (V),OP3.6.1 V (V),OP3.6.2 V (V),OP3.6.3 V (V),OP3.6.4 V (V),OP3.6.5 V (V),OP3.6.6 V (V),OP3.6.7 V (V),OP3.6.8 V (V),OP3.6.9 V (V),OP3.6.10 V (V),OP3.6.11 V (V),OP3.6.12 V (V),OP3.6.13 V (V),OP3.6.14 V (V),OP3.6.15 V (V),OP3.6.16 V (V),OP3.7.1 V (V),OP3.7.2 V (V),OP3.7.4 V (V),OP3.7.5 V (V),OP3.7.6 V (V),OP3.7.7 V (V),OP3.7.8 V (V),OP3.7.9 V (V),OP3.7.10 V (V),OP3.7.11 V (V),OP3.7.12 V (V),OP3.7.13 V (V),OP3.7.14 V (V),OP3.7.15 V (V),OP3.7.16 V (V),OP3.8.1 V (V),OP3.8.3 V (V),OP3.8.4 V (V),OP3.8.5 V (V),OP3.8.6 V (V),OP3.8.7 V (V),OP3.8.8 V (V),OP3.8.9 V (V),OP3.8.10 V (V),OP3.8.11 V (V),OP3.8.12 V (V),OP3.8.14 V (V),OP3.8.15 V (V),OP3.8.16 V (V)
0,2021-04-23,06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021-04-23,06:15:00,34.333333333333336,30.75,43.416666666666664,48.083333333333336,48.375,44.958333333333336,50.625,54.166666666666664,54.791666666666664,55.0,55.833333333333336,55.375,47.75,44.791666666666664,35.875,37.375,32.375,32.583333333333336,51.0,45.125,54.4375,58.625,58.5,55.791666666666664,52.5,52.041666666666664,50.166666666666664,57.25,43.6875,33.875,32.333333333333336,32.9375,36.291666666666664,47.375,54.25,55.666666666666664,56.208333333333336,49.0,54.875,49.25,54.041666666666664,49.625,52.84375,41.875,45.75,36.5,36.5,55.6875,55.6875,45.208333333333336,49.0,45.0625,44.1875,32.333333333333336,37.4375,43.0625,0.0,47.791666666666664,49.34375,52.5,54.583333333333336,56.9375,57.8125,52.291666666666664,51.5,53.625,51.875,46.625,45.208333333333336,38.583333333333336,37.875,35.708333333333336,38.333333333333336,43.416666666666664,47.625,55.875,51.125,47.875,57.25,51.583333333333336,55.125,51.375,49.75,45.5,40.0,38.53125,36.5,36.625,37.416666666666664,46.375,46.4375,52.5625,50.0,50.416666666666664,54.0625,56.416666666666664,59.0,54.125,46.4375,49.75,39.833333333333336,41.333333333333336,34.083333333333336,30.958333333333332,43.625,43.75,51.3125,51.1875,53.625,41.541666666666664,48.625,48.0,47.833333333333336,45.9375,45.958333333333336,48.875,48.75,45.458333333333336,46.6875,48.0,45.833333333333336,46.625,46.708333333333336,48.208333333333336
2,2021-04-23,06:30:00,27.8125,26.708333333333332,32.78125,42.041666666666664,62.3125,36.666666666666664,45.6875,63.21875,61.916666666666664,60.416666666666664,62.458333333333336,60.916666666666664,56.0,52.0,28.333333333333332,28.708333333333332,26.708333333333332,24.75,49.03125,44.083333333333336,57.583333333333336,59.333333333333336,59.625,56.0,55.0625,54.833333333333336,53.916666666666664,57.875,46.708333333333336,26.25,27.75,25.791666666666668,26.3125,46.625,45.958333333333336,58.125,61.125,50.833333333333336,56.083333333333336,56.6875,54.5,54.708333333333336,55.0,51.458333333333336,47.916666666666664,27.375,27.291666666666668,56.03125,59.6875,35.21875,58.0,46.6875,30.833333333333332,25.3125,29.208333333333332,29.916666666666668,30.03125,57.90625,59.625,58.4375,56.75,60.125,59.0625,52.541666666666664,53.791666666666664,54.875,51.5625,52.708333333333336,53.875,26.5625,26.125,27.375,27.208333333333332,51.25,56.90625,54.875,51.25,51.90625,57.791666666666664,51.708333333333336,55.875,55.71875,52.625,52.0,54.625,26.0625,25.8125,27.5,27.166666666666668,52.9375,55.416666666666664,55.375,52.0625,52.53125,53.5,56.708333333333336,57.0,56.541666666666664,56.71875,60.25,30.75,29.75,25.25,24.708333333333332,44.625,45.1875,53.625,53.416666666666664,53.125,43.0,47.25,48.75,46.1875,45.166666666666664,48.166666666666664,46.3125,46.375,46.791666666666664,46.8125,45.541666666666664,44.833333333333336,45.333333333333336,45.958333333333336,47.416666666666664
3,2021-04-23,06:45:00,24.458333333333332,22.5,28.375,59.5,60.208333333333336,32.75,60.09375,59.6875,59.1875,58.166666666666664,59.25,58.78125,56.041666666666664,56.625,26.583333333333332,25.333333333333332,22.125,22.333333333333332,54.25,52.6875,55.5625,56.791666666666664,57.125,54.083333333333336,54.46875,53.166666666666664,52.28125,56.4375,49.958333333333336,25.25,26.083333333333332,22.833333333333332,22.625,55.083333333333336,54.8125,57.125,56.5,49.875,54.791666666666664,55.458333333333336,54.5,53.333333333333336,54.8125,54.041666666666664,51.833333333333336,24.666666666666668,24.375,55.3125,60.0,43.791666666666664,57.375,60.0,28.208333333333332,23.5,27.666666666666668,27.75,27.875,57.875,59.791666666666664,58.34375,56.375,58.09375,59.375,52.625,54.90625,55.625,52.458333333333336,52.8125,54.8125,25.8125,25.541666666666668,25.5625,25.25,52.125,57.25,55.5,52.34375,52.625,57.375,52.041666666666664,56.4375,56.3125,53.708333333333336,53.083333333333336,54.958333333333336,25.291666666666668,25.583333333333332,25.90625,25.0,53.833333333333336,56.0625,55.625,52.541666666666664,52.833333333333336,54.25,56.291666666666664,57.53125,56.75,57.125,59.708333333333336,27.25,27.416666666666668,22.375,22.041666666666668,51.708333333333336,52.1875,53.041666666666664,53.75,53.125,43.291666666666664,46.333333333333336,47.9375,45.875,45.625,47.916666666666664,46.958333333333336,46.583333333333336,47.666666666666664,46.5625,45.8125,46.25,45.75,45.21875,47.1875
4,2021-04-23,07:00:00,21.125,23.875,29.833333333333332,53.125,56.083333333333336,46.71875,54.291666666666664,56.0,55.4375,54.041666666666664,56.708333333333336,52.625,52.875,52.125,37.541666666666664,35.708333333333336,27.375,23.125,52.1875,52.0,52.6875,53.4375,54.75,50.0,53.75,51.5,50.25,54.458333333333336,50.09375,33.625,33.5625,28.8125,26.625,52.40625,53.208333333333336,53.541666666666664,54.8125,46.875,54.5,52.833333333333336,51.625,52.6875,53.458333333333336,51.75,49.9375,34.9375,37.0625,53.625,55.0625,52.875,53.791666666666664,56.25,25.833333333333332,23.041666666666668,30.8125,36.458333333333336,39.875,51.583333333333336,54.9375,51.25,51.583333333333336,52.5,54.333333333333336,51.6875,52.9375,52.875,51.625,50.708333333333336,52.416666666666664,31.875,35.96875,28.291666666666668,34.166666666666664,48.875,52.5625,53.1875,50.5,50.0,52.75,52.0,52.84375,49.75,51.916666666666664,48.1875,50.541666666666664,33.541666666666664,31.375,30.625,35.375,53.208333333333336,53.166666666666664,50.458333333333336,49.333333333333336,51.333333333333336,51.625,54.166666666666664,55.833333333333336,55.958333333333336,53.333333333333336,56.75,30.25,32.541666666666664,28.625,26.75,52.0625,51.875,49.75,51.59375,51.25,42.958333333333336,47.125,47.3125,46.208333333333336,45.791666666666664,47.3125,46.416666666666664,46.166666666666664,47.166666666666664,46.5,46.166666666666664,46.375,46.333333333333336,46.8125,47.791666666666664
5,2021-04-23,07:15:00,26.083333333333332,22.875,31.5,52.375,53.375,54.4375,55.083333333333336,55.25,52.3125,53.0,53.541666666666664,54.375,52.583333333333336,53.125,38.25,36.6875,26.833333333333332,21.958333333333332,52.625,52.291666666666664,53.833333333333336,53.125,52.833333333333336,51.666666666666664,52.791666666666664,52.40625,52.125,53.666666666666664,51.0,35.083333333333336,36.5,26.3125,22.8125,52.75,53.125,54.416666666666664,53.708333333333336,45.125,51.9375,53.625,51.0625,52.625,53.5,51.541666666666664,51.916666666666664,35.583333333333336,36.083333333333336,48.625,49.708333333333336,50.75,49.78125,50.75,33.5,21.8125,49.625,49.458333333333336,49.75,50.5,49.90625,49.916666666666664,50.083333333333336,50.5,49.5625,47.0,47.28125,47.8125,47.03125,47.34375,47.333333333333336,45.291666666666664,45.9375,47.458333333333336,45.6875,46.416666666666664,49.1875,48.083333333333336,46.666666666666664,46.791666666666664,49.125,46.291666666666664,48.0625,48.166666666666664,47.0625,47.0,47.333333333333336,46.666666666666664,45.875,47.333333333333336,44.0,48.0,47.8125,47.78125,46.958333333333336,46.9375,47.541666666666664,53.3125,52.8125,52.041666666666664,52.625,53.458333333333336,49.708333333333336,51.708333333333336,20.75,21.333333333333332,49.458333333333336,49.125,49.958333333333336,49.5,49.083333333333336,40.625,47.25,48.0,46.5,46.0,47.625,47.041666666666664,46.75,46.791666666666664,46.583333333333336,46.125,46.0625,46.666666666666664,47.083333333333336,47.583333333333336
6,2021-04-23,07:30:00,27.791666666666668,23.208333333333332,51.03125,51.75,51.625,51.71875,50.583333333333336,53.5625,49.958333333333336,52.541666666666664,52.458333333333336,51.625,49.708333333333336,51.083333333333336,37.0,39.25,26.875,30.0,49.958333333333336,51.458333333333336,51.3125,53.5,50.5625,52.875,53.041666666666664,51.625,50.75,53.583333333333336,51.0625,35.3125,38.458333333333336,22.833333333333332,35.208333333333336,52.625,51.3125,54.125,53.041666666666664,44.666666666666664,51.34375,53.041666666666664,51.75,51.1875,52.375,51.583333333333336,50.958333333333336,35.916666666666664,36.541666666666664,47.0625,48.15625,48.625,48.5,49.5625,47.40625,24.333333333333332,47.708333333333336,46.6875,47.333333333333336,48.3125,49.0625,48.0,48.8125,49.125,48.041666666666664,47.166666666666664,47.5625,47.5,46.8125,47.25,46.5,45.75,46.041666666666664,46.208333333333336,45.625,46.833333333333336,48.375,47.25,46.5,47.0,48.0,46.1875,47.6875,47.5,47.0625,46.75,47.0,46.541666666666664,45.75,46.583333333333336,46.375,47.208333333333336,47.5,47.125,47.375,46.666666666666664,47.416666666666664,50.625,52.083333333333336,52.125,51.125,51.75,51.25,52.875,27.875,23.625,47.0,49.0625,49.291666666666664,49.65625,49.125,40.5625,47.208333333333336,47.625,46.708333333333336,46.666666666666664,47.25,46.9375,46.375,46.5,46.3125,46.375,46.041666666666664,46.583333333333336,47.125,47.166666666666664
7,2021-04-23,07:45:00,44.291666666666664,44.4375,47.625,47.916666666666664,48.458333333333336,48.3125,48.625,48.53125,47.916666666666664,47.583333333333336,48.041666666666664,49.0625,46.84375,47.1875,44.375,44.0625,44.0,43.5625,49.041666666666664,48.1875,48.3125,49.25,48.0625,48.458333333333336,48.333333333333336,47.583333333333336,47.583333333333336,48.5625,47.458333333333336,43.25,43.625,44.416666666666664,44.583333333333336,48.25,48.75,49.291666666666664,48.625,40.125,49.25,48.25,48.0,47.708333333333336,48.0,48.0,47.708333333333336,44.666666666666664,43.833333333333336,46.25,47.5,47.666666666666664,47.5625,47.625,47.3125,45.916666666666664,45.90625,45.875,46.166666666666664,47.541666666666664,47.65625,46.583333333333336,47.583333333333336,47.791666666666664,47.25,47.375,47.333333333333336,47.5,47.166666666666664,47.458333333333336,46.958333333333336,45.666666666666664,45.75,45.916666666666664,46.166666666666664,47.166666666666664,47.375,46.958333333333336,47.28125,47.5,47.4375,47.0,47.25,47.4375,47.0,47.3125,46.875,45.958333333333336,46.0625,46.25,46.53125,47.166666666666664,47.166666666666664,47.125,47.375,47.458333333333336,47.708333333333336,49.25,49.041666666666664,48.625,49.46875,48.791666666666664,47.291666666666664,47.1875,43.708333333333336,43.541666666666664,46.75,47.75,47.583333333333336,48.0,47.291666666666664,38.9375,47.1875,46.666666666666664,47.166666666666664,47.208333333333336,47.041666666666664,47.125,46.916666666666664,46.291666666666664,46.708333333333336,46.791666666666664,46.375,47.125,46.916666666666664,47.125
8,2021-04-23,08:00:00,44.125,43.708333333333336,47.875,48.34375,47.875,48.333333333333336,48.75,48.8125,47.59375,47.75,47.75,47.75,46.625,47.1875,44.0625,43.791666666666664,44.8125,43.25,48.0,48.5,48.25,48.375,48.34375,47.916666666666664,48.0,47.583333333333336,47.875,47.416666666666664,46.4375,43.708333333333336,44.625,42.541666666666664,44.0,48.625,49.083333333333336,49.5,49.4375,41.875,49.375,48.375,47.5,48.375,48.15625,47.625,47.583333333333336,43.791666666666664,44.083333333333336,46.375,47.625,47.875,47.416666666666664,47.4375,47.25,45.5,45.75,46.125,46.25,47.333333333333336,47.5,46.5,47.6875,47.5,47.0,47.5625,47.416666666666664,47.59375,47.166666666666664,47.15625,47.208333333333336,46.041666666666664,46.03125,45.958333333333336,46.0625,47.166666666666664,47.375,46.5,47.0,47.416666666666664,47.5625,47.0625,47.041666666666664,47.5,47.1875,47.1875,47.0,45.833333333333336,45.708333333333336,46.166666666666664,46.3125,47.125,46.625,47.375,47.4375,47.6875,47.583333333333336,49.041666666666664,48.40625,48.791666666666664,48.4375,48.833333333333336,47.083333333333336,47.458333333333336,44.291666666666664,43.166666666666664,46.75,47.6875,48.041666666666664,48.03125,47.208333333333336,39.416666666666664,46.9375,46.0,47.208333333333336,47.3125,47.041666666666664,47.333333333333336,47.291666666666664,46.375,46.96875,47.0,46.458333333333336,47.3125,47.125,47.166666666666664
9,2021-04-23,08:15:00,46.875,46.125,47.1875,47.625,47.25,47.5,48.0,47.625,46.8125,46.791666666666664,46.958333333333336,47.083333333333336,46.3125,46.541666666666664,45.5625,45.1875,46.65625,46.75,47.583333333333336,47.708333333333336,47.3125,47.5625,47.4375,47.0625,47.083333333333336,46.625,46.583333333333336,46.958333333333336,46.25,45.5,45.791666666666664,47.041666666666664,47.208333333333336,47.875,48.125,48.541666666666664,48.0,39.791666666666664,48.25,47.65625,47.25,47.21875,47.5,47.083333333333336,46.958333333333336,46.4375,46.4375,46.458333333333336,47.5,47.541666666666664,47.3125,47.375,47.166666666666664,46.291666666666664,46.458333333333336,46.875,46.5625,47.125,47.46875,46.625,47.583333333333336,47.5,47.03125,46.625,47.34375,47.375,47.25,47.208333333333336,47.125,46.5625,46.5625,46.75,46.625,46.833333333333336,47.25,47.03125,47.0,47.333333333333336,47.375,46.8125,47.25,47.3125,46.958333333333336,47.125,46.9375,46.583333333333336,46.083333333333336,46.75,46.791666666666664,46.875,47.083333333333336,47.333333333333336,47.291666666666664,47.625,47.5625,48.3125,48.1875,47.958333333333336,47.666666666666664,47.875,47.25,47.333333333333336,46.8125,46.166666666666664,46.875,47.6875,47.75,47.8125,47.458333333333336,38.833333333333336,47.208333333333336,46.208333333333336,47.40625,47.53125,47.125,47.541666666666664,47.458333333333336,46.375,46.9375,47.041666666666664,46.375,47.375,47.208333333333336,47.208333333333336
