,Data,Hora,OP2.1.1 I (A),OP2.1.2 I (A),OP2.1.3 I (A),OP2.1.4 I (A),OP2.1.5 I (A),OP2.1.6 I (A),OP2.1.7 I (A),OP2.1.8 I (A),OP2.1.9 I (A),OP2.1.10 I (A),OP2.1.11 I (A),OP2.1.12 I (A),OP2.1.13 I (A),OP2.1.14 I (A),OP2.1.15 I (A),OP2.1.16 I (A),OP2.2.1 I (A),OP2.2.2 I (A),OP2.2.3 I (A),OP2.2.4 I (A),OP2.2.5 I (A),OP2.2.6 I (A),OP2.2.7 I (A),OP2.2.8 I (A),OP2.2.9 I (A),OP2.2.10 I (A),OP2.2.11 I (A),OP2.2.12 I (A),OP2.2.13 I (A),OP2.2.14 I (A),OP2.2.15 I (A),OP2.2.16 I (A),OP2.3.1 I (A),OP2.3.2 I (A),OP2.3.3 I (A),OP2.3.4 I (A),OP2.3.5 I (A),OP2.3.6 I (A),OP2.3.7 I (A),OP2.3.8 I (A),OP2.3.9 I (A),OP2.3.10 I (A),OP2.3.11 I (A),OP2.3.12 I (A),OP2.3.13 I (A),OP2.3.14 I (A),OP2.3.15 I (A),OP2.3.16 I (A)
0,2021-02-03,06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021-02-03,06:15:00,0.18336666666666668,0.16253333333333334,0.23963333333333334,0.1104,0.3416666666666666,0.28126666666666666,0.31043333333333334,0.19583333333333333,0.13440000000000002,0.25625,0.3104,0.2792,0.1625,0.1875,0.08956666666666667,0.25003333333333333,0.2646,0.2562666666666667,0.24583333333333335,0.30419999999999997,0.22293333333333334,0.2729333333333333,0.23129999999999998,0.1937333333333333,0.3,0.26565,0.225,0.32916666666666666,0.2896,0.24793333333333334,0.2437666666666667,0.3083666666666666,0.19375,0.2719,0.2813,0.25934999999999997,0.23750000000000002,0.2208,0.22500000000000003,0.3187,0.2542,0.27706666666666663,0.15315,0.2333333333333333,0.2187,0.35314999999999996,0.2771333333333333,0.3146333333333333
2,2021-02-03,06:30:00,0.35833333333333334,0.34375,0.3687666666666667,0.26043333333333335,0.47814999999999996,0.4312666666666667,0.4958666666666667,0.3646,0.35,0.4583,0.4437666666666667,0.40625,0.3041666666666667,0.3438,0.2219,0.4344,0.3812333333333333,0.3437666666666666,0.34685,0.44375,0.41559999999999997,0.46046666666666664,0.375,0.33749999999999997,0.45626666666666665,0.375,0.4000333333333333,0.4937666666666667,0.4125,0.4062333333333334,0.3667,0.4,0.3625,0.4187,0.3625,0.42967500000000003,0.4167,0.3646,0.3958333333333333,0.4406,0.41250000000000003,0.42185,0.3625333333333333,0.41873333333333335,0.36046666666666666,0.523475,0.41873333333333335,0.4583333333333333
3,2021-02-03,06:45:00,0.5416666666666666,0.5104666666666667,0.5854333333333334,0.41043333333333326,0.7187666666666667,0.6396333333333334,0.6770999999999999,0.5520999999999999,0.4500333333333333,0.6854333333333334,0.6312666666666668,0.560975,0.47345,0.45625,0.35000000000000003,0.6688000000000001,0.5062666666666666,0.5750000000000001,0.5406500000000001,0.590625,0.5313,0.5375,0.5667,0.5499999999999999,0.5688,0.5937749999999999,0.59685,0.6312666666666668,0.5687666666666668,0.5646,0.4813,0.47505,0.5771333333333333,0.6844,0.5125000000000001,0.6520666666666667,0.6250333333333333,0.5520999999999999,0.65,0.6229333333333334,0.5291666666666667,0.5468999999999999,0.65315,0.5979333333333333,0.5167,0.7583333333333334,0.6229333333333333,0.5667
4,2021-02-03,07:00:00,0.8271000000000001,0.8687666666666667,0.8875,0.70625,1.0333666666666668,0.975,1.0063000000000002,0.8542,0.8484750000000001,0.9437666666666668,0.9562666666666667,0.8896000000000001,0.79375,0.8792,0.6500333333333334,0.9667,0.9625,0.86565,0.9104333333333333,0.9854333333333333,0.9843999999999999,0.9479333333333333,0.9937499999999999,0.8667000000000001,0.943775,0.9,0.8958333333333334,1.0041666666666667,0.9969,0.8937666666666667,0.9187666666666666,0.9145666666666666,0.7688,0.89375,0.8874999999999998,0.9687999999999999,0.9645999999999999,0.8500000000000001,0.9062999999999999,0.9270999999999999,0.9156250000000001,0.9833666666666666,0.85005,0.91255,0.9000333333333334,1.0906500000000001,0.9500333333333334,0.9229333333333333
5,2021-02-03,07:15:00,1.2229666666666668,0.8813,1.2666666666666666,1.0687666666666666,1.3396,1.3521,1.3125,1.0094,1.0594000000000001,1.3354666666666668,1.3021,1.2958333333333334,1.11565,1.1375,0.9666666666666668,1.4969000000000001,1.2729666666666668,1.3354333333333333,1.3646333333333331,1.26255,1.3479333333333334,1.487525,1.3104333333333333,1.2646,1.3750333333333333,1.2083333333333333,1.2271,1.4125,1.2958666666666667,1.3844,1.2146333333333332,1.40625,0.95,1.2646,1.1875,1.24065,1.1531500000000001,1.31255,1.12505,1.4125,1.375,1.3875000000000002,1.2687666666666668,1.2729333333333333,1.2750333333333332,1.3479666666666665,1.3437666666666666,1.29375
6,2021-02-03,07:30:00,1.8291666666666666,1.775025,1.83435,1.7646,1.9187500000000002,1.86875,1.94685,1.8916666666666666,1.82505,1.8896,1.81875,1.9062999999999999,1.88125,1.8312666666666668,1.6406749999999999,1.870866666666667,1.9271,2.03755,1.9833666666666667,1.9770999999999999,2.0875,2.0531,2.0,1.887533333333333,2.0271000000000003,2.0208333333333335,2.0271,2.2041999999999997,2.0541666666666667,1.9437666666666666,2.0594,2.02505,1.9797,1.9781250000000001,1.9083666666666668,1.967175,1.9916666666666665,1.9395999999999998,1.9625333333333332,2.0604,2.0645666666666664,2.0500333333333334,1.9375333333333333,1.9479333333333333,1.9042000000000001,2.070866666666667,1.9916999999999998,2.0604666666666667
7,2021-02-03,07:45:00,3.3187666666666664,2.835433333333333,2.6604,2.8146,2.9667,3.56875,3.8594,3.2312666666666665,3.397933333333333,2.7354000000000003,3.3969,3.1468999999999996,2.93595,3.2083666666666666,3.08125,3.2125,4.285433333333334,4.506266666666666,4.050000000000001,4.5438,4.254166666666666,4.145866666666667,3.7729,3.75,3.44685,3.885925,4.318766666666666,3.38125,3.2813,3.8594,3.6656500000000003,4.064075,3.204166666666667,3.5625,3.8979,2.4188,3.734375,4.7219,3.9479333333333333,3.2083666666666666,3.225,4.010433333333333,3.99065,3.2562999999999995,3.9583666666666666,3.623475,4.41565,3.5604666666666667
8,2021-02-03,08:00:00,3.181266666666667,2.7625,3.154166666666667,2.7792,3.439633333333333,2.8344000000000005,2.9812666666666665,2.9687666666666668,2.858333333333333,3.2145999999999995,2.735433333333333,3.125,2.9271,2.7062666666666666,2.9250000000000003,2.5708333333333333,4.035466666666667,2.4281,3.8437666666666668,4.3625,3.71095,3.783333333333333,3.1437500000000003,2.875,4.258333333333334,4.222966666666666,3.6021,3.7687666666666666,3.3125,4.006266666666667,4.125,3.1844,3.985433333333333,3.7354333333333334,3.4791666666666665,4.020300000000001,3.04065,2.954166666666667,4.0,4.110433333333333,3.9583666666666666,3.6188,3.3859500000000002,4.0249999999999995,3.883366666666667,3.96565,4.1,4.020866666666667
9,2021-02-03,08:15:00,3.2375,3.3656,3.2813,3.4062,3.2167,3.204166666666667,3.562466666666667,3.2625,3.5625,4.2125,3.5188,3.140675,3.4396,2.8937666666666666,3.5343999999999998,3.51565,3.7146000000000003,3.7469,3.756266666666667,3.8083333333333336,3.60315,3.50935,3.681266666666667,4.208366666666667,3.8344,4.5031,3.7083333333333335,4.316666666666666,3.8333666666666666,3.7604333333333333,3.6166666666666667,3.783366666666667,4.5844000000000005,3.8854666666666664,4.24375,2.375,4.129133333333333,4.45,4.65,3.69065,3.8344,4.9875,3.3156,3.493766666666667,3.4771,3.550025,3.6333333333333333,4.018766666666666
