,Data,Hora,P3.1.1 V (V),P3.1.2 V (V),P3.1.3 V (V),P3.1.4 V (V),P3.1.5 V (V),P3.1.6 V (V),P3.1.7 V (V),P3.1.8 V (V),P3.1.9 V (V),P3.1.10 V (V),P3.1.11 V (V),P3.1.12 V (V),P3.1.13 V (V),P3.1.14 V (V),P3.1.15 V (V),P3.1.16 V (V),P3.2.1 V (V),P3.2.2 V (V),P3.2.3 V (V),P3.2.4 V (V),P3.2.5 V (V),P3.2.6 V (V),P3.2.7 V (V),P3.2.8 V (V),P3.2.9 V (V),P3.2.10 V (V),P3.2.11 V (V),P3.2.12 V (V),P3.2.13 V (V),P3.2.14 V (V),P3.2.15 V (V),P3.2.16 V (V),P3.3.1 V (V),P3.3.2 V (V),P3.3.3 V (V),P3.3.4 V (V),P3.3.5 V (V),P3.3.6 V (V),P3.3.7 V (V),P3.3.8 V (V),P3.3.9 V (V),P3.3.10 V (V),P3.3.11 V (V),P3.3.12 V (V),P3.3.13 V (V),P3.3.14 V (V),P3.3.15 V (V),P3.3.16 V (V),P3.4.1 V (V),P3.4.2 V (V),P3.4.3 V (V),P3.4.4 V (V),P3.4.5 V (V),P3.4.6 V (V),P3.4.7 V (V),P3.4.8 V (V),P3.4.9 V (V),P3.4.10 V (V),P3.4.11 V (V),P3.4.12 V (V),P3.4.13 V (V),P3.4.14 V (V),P3.4.15 V (V),P3.4.16 V (V),P3.5.1 V (V),P3.5.2 V (V),P3.5.3 V (V),P3.5.4 V (V),P3.5.5 V (V),P3.5.6 V (V),P3.5.7 V (V),P3.5.8 V (V),P3.5.9 V (V),P3.5.10 V (V),P3.5.11 V (V),P3.5.12 V (V),P3.5.13 V (V),P3.5.14 V (V),P3.5.15 V (V),P3.5.16 V (V),P3.6.1 V (V),P3.6.2 V (V),P3.6.3 V (V),P3.6.4 V (V),P3.6.5 V (V),P3.6.6 V (V),P3.6.7 V (V),P3.6.8 V (V),P3.6.9 V (V),P3.6.10 V (V),P3.6.11 V (V),P3.6.12 V (V),P3.6.13 V (V),P3.6.14 V (V),P3.6.15 V (V),P3.6.16 V (V),P3.7.1 V (V),P3.7.2 V (V),P3.7.3 V (V),P3.7.4 V (V),P3.7.5 V (V),P3.7.6 V (V),P3.7.7 V (V),P3.7.8 V (V),P3.7.9 V (V),P3.7.10 V (V),P3.7.11 V (V),P3.7.12 V (V),P3.7.13 V (V),P3.7.14 V (V),P3.7.15 V (V),P3.7.16 V (V),P3.8.1 V (V),P3.8.2 V (V),P3.8.3 V (V),P3.8.4 V (V),P3.8.5 V (V),P3.8.6 V (V),P3.8.7 V (V),P3.8.8 V (V),P3.8.9 V (V),P3.8.10 V (V),P3.8.11 V (V),P3.8.12 V (V),P3.8.13 V (V),P3.8.14 V (V),P3.8.15 V (V),P3.8.16 V (V)
0,2021-04-24,06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021-04-24,06:15:00,63.416666666666664,67.8125,64.54166666666667,65.25,62.6875,71.35416666666667,66.08333333333333,64.75,60.375,61.083333333333336,63.25,56.6875,62.375,63.25,63.125,56.875,63.375,62.75,64.66666666666667,68.41666666666667,70.28125,69.83333333333333,71.04166666666667,63.0,58.625,65.625,63.833333333333336,68.3,69.32142857142857,63.0,58.8125,60.4375,62.5625,63.375,53.375,65.75,69.78125,61.0625,56.25,64.66666666666667,62.0625,58.9375,60.916666666666664,64.0625,65.16666666666667,67.375,59.625,58.5,68.41666666666667,68.3125,67.125,72.8125,64.4375,62.4375,62.5,66.625,64.95833333333333,67.875,66.9375,64.5,66.375,70.025,70.375,70.9375,63.625,64.875,64.625,63.9375,63.75,63.958333333333336,62.375,65.4375,70.58333333333333,64.0625,63.666666666666664,66.5,66.625,64.79166666666667,70.6875,71.0625,59.4375,62.625,61.0,63.666666666666664,69.02083333333333,71.2,63.375,64.20833333333333,63.0,66.875,62.666666666666664,65.5,65.0625,62.4375,64.25,71.40625,67.25,69.91666666666667,64.1875,61.375,70.84375,71.75,69.60416666666667,64.70833333333333,64.1875,63.9375,61.916666666666664,62.4375,70.75,65.625,66.76785714285714,58.714285714285715,70.3125,63.6875,62.1875,62.75,61.8125,68.54166666666667,63.75,60.625,61.4375,65.0,61.9375,66.25,71.15625,69.48214285714286,61.6875,64.6875
2,2021-04-24,06:30:00,71.0,72.625,70.70833333333333,69.71875,69.08333333333333,70.40625,72.125,70.20833333333333,68.3125,69.6875,69.5625,67.54166666666667,67.9375,68.16666666666667,66.79166666666667,68.3125,71.25,70.1875,70.875,68.6875,68.5625,69.41666666666667,69.45833333333333,68.6875,67.83333333333333,69.41666666666667,70.75,67.66666666666667,68.29166666666667,68.375,67.3125,65.20833333333333,70.1875,70.83333333333333,67.29166666666667,71.0,68.0625,69.6875,57.25,67.9375,67.4375,69.375,67.95833333333333,68.1875,69.375,68.70833333333333,66.4375,68.28125,71.0,71.0625,77.375,68.25,73.5,71.66666666666667,70.41666666666667,70.375,71.5625,68.625,68.79166666666667,68.375,67.625,71.375,68.5,67.125,68.75,68.875,68.70833333333333,69.41666666666667,68.79166666666667,69.1875,67.91666666666667,70.08333333333333,69.875,70.83333333333333,69.75,67.5,68.75,67.83333333333333,68.0,67.58333333333333,68.45833333333333,67.9375,69.375,66.875,69.4375,67.41666666666667,71.6875,69.4375,70.3125,70.0625,68.875,67.8125,69.03125,68.1875,70.125,69.375,68.25,68.0,68.0625,69.125,67.58333333333333,68.70833333333333,70.91666666666667,71.875,71.125,69.08333333333333,69.41666666666667,69.25,67.875,68.5,68.33333333333333,55.84375,67.9375,69.5,69.0,65.625,68.70833333333333,68.375,68.91666666666667,66.29166666666667,68.1875,68.0,65.6875,66.125,67.875,68.75,63.958333333333336,66.33333333333333
3,2021-04-24,06:45:00,75.28125,73.95833333333333,74.3125,71.625,72.5,78.29166666666667,72.46875,72.95833333333333,70.75,71.3125,71.1875,70.66666666666667,70.375,71.5,72.08333333333333,72.625,73.41666666666667,75.0625,71.75,71.6875,71.4375,72.9375,71.75,71.375,70.8125,71.875,71.40625,71.08333333333333,71.28125,70.54166666666667,73.45833333333333,73.9375,73.08333333333333,74.40625,71.1875,71.83333333333333,71.33333333333333,71.5625,59.583333333333336,71.4375,71.58333333333333,70.4375,72.125,71.45833333333333,72.5,70.875,71.58333333333333,72.83333333333333,75.29166666666667,72.16666666666667,77.0625,71.6875,72.6875,76.4375,74.91666666666667,75.4375,75.54166666666667,75.75,72.875,71.875,71.375,72.83333333333333,72.3125,70.625,71.53125,71.125,70.875,72.16666666666667,72.25,69.5625,74.75,75.125,77.08333333333333,76.08333333333333,71.54166666666667,69.8125,70.625,71.20833333333333,70.83333333333333,71.0625,71.0,71.375,71.3125,70.70833333333333,72.04166666666667,71.58333333333333,75.875,76.08333333333333,76.0625,76.0,71.5625,70.375,71.83333333333333,71.83333333333333,71.41666666666667,72.20833333333333,71.79166666666667,71.65625,71.9375,71.125,70.83333333333333,71.9375,74.75,76.25,74.3125,73.58333333333333,72.0,71.04166666666667,71.3125,72.08333333333333,70.20833333333333,58.375,68.6875,72.04166666666667,72.25,70.5,70.91666666666667,72.5,72.16666666666667,71.875,70.25,69.59375,70.58333333333333,68.70833333333333,70.54166666666667,70.95833333333333,69.75,70.3125
4,2021-04-24,07:00:00,77.5,76.91666666666667,79.09375,72.75,72.625,75.5,72.6875,73.625,72.375,72.9375,72.25,72.45833333333333,72.41666666666667,72.08333333333333,72.70833333333333,73.5,77.1875,76.9375,71.9375,72.20833333333333,72.375,73.5,71.625,72.83333333333333,71.625,72.125,72.625,72.09375,73.75,71.625,72.70833333333333,72.33333333333333,76.5,77.5625,71.5625,72.46875,72.375,72.0,60.375,73.125,71.875,71.66666666666667,72.71875,72.8125,72.375,72.58333333333333,73.03125,72.625,75.3125,73.6875,72.41666666666667,73.03125,73.0,79.625,77.375,77.625,79.3125,78.1875,73.625,73.04166666666667,72.375,73.625,73.03125,71.75,72.375,71.91666666666667,71.45833333333333,71.875,71.75,71.79166666666667,78.5625,78.41666666666667,78.75,78.875,71.0,71.625,71.41666666666667,72.375,71.875,72.25,71.54166666666667,73.1875,71.25,71.91666666666667,72.125,71.5,78.8125,77.875,78.75,78.8125,72.40625,71.09375,73.125,72.1875,72.79166666666667,73.20833333333333,71.75,72.6875,72.40625,71.125,71.95833333333333,72.25,79.0,79.04166666666667,76.625,76.5,71.70833333333333,72.375,71.625,72.79166666666667,72.20833333333333,59.5,70.95833333333333,73.5,72.3125,70.54166666666667,71.41666666666667,71.83333333333333,72.25,71.41666666666667,70.83333333333333,70.75,71.91666666666667,70.83333333333333,70.25,71.625,72.375,71.79166666666667
5,2021-04-24,07:15:00,74.83333333333333,76.08333333333333,74.9375,71.41666666666667,71.66666666666667,71.25,71.25,70.875,71.75,72.1875,70.375,72.0,71.1875,72.0,73.04166666666667,71.54166666666667,76.125,75.0625,71.4375,70.875,71.25,71.6875,72.45833333333333,72.04166666666667,71.66666666666667,71.5625,72.125,70.9375,71.20833333333333,70.9375,71.0,71.79166666666667,74.34375,74.79166666666667,72.0,71.0,71.58333333333333,71.0,58.958333333333336,70.25,70.6875,70.75,70.375,71.66666666666667,71.29166666666667,71.0625,70.04166666666667,71.08333333333333,73.6875,72.0,71.66666666666667,71.125,71.04166666666667,75.0,78.4375,71.04166666666667,71.54166666666667,71.46875,71.25,71.25,70.83333333333333,72.0,71.66666666666667,71.0,71.1875,70.54166666666667,70.66666666666667,70.33333333333333,71.41666666666667,71.0625,71.625,71.125,70.875,71.75,70.41666666666667,71.5,70.5,70.875,71.0625,71.33333333333333,69.91666666666667,70.0,70.09375,71.25,72.08333333333333,70.84375,72.29166666666667,70.75,70.875,72.71875,70.0,69.33333333333333,70.75,71.375,70.83333333333333,68.75,70.20833333333333,69.625,69.6875,70.375,69.1875,72.625,73.45833333333333,72.0,73.4375,72.90625,71.5,70.9375,70.79166666666667,71.29166666666667,71.79166666666667,59.041666666666664,69.3125,70.25,70.04166666666667,70.3125,70.08333333333333,70.5,72.0,69.20833333333333,69.54166666666667,70.0,70.125,69.16666666666667,69.29166666666667,70.5,70.95833333333333,69.16666666666667
6,2021-04-24,07:30:00,78.16666666666667,76.95833333333333,72.79166666666667,71.875,72.0,71.75,71.65625,70.8125,70.5,71.875,70.625,71.125,71.66666666666667,72.58333333333333,71.375,72.125,75.95833333333333,76.875,72.125,71.75,70.75,71.8125,71.75,70.75,71.625,71.3125,71.70833333333333,71.5,72.625,71.79166666666667,71.84375,73.25,77.91666666666667,75.625,70.9375,72.4375,72.0625,71.41666666666667,58.9375,71.25,72.04166666666667,72.0625,71.3125,71.375,70.84375,71.25,72.125,70.66666666666667,73.95833333333333,72.125,71.0,69.625,71.70833333333333,70.75,75.875,71.3125,72.4375,71.5625,71.0,71.1875,71.41666666666667,70.66666666666667,71.83333333333333,71.0625,70.875,70.0625,71.29166666666667,72.125,69.6875,71.53125,71.25,70.71875,69.75,71.875,70.41666666666667,71.03125,69.875,71.0,70.25,70.45833333333333,70.08333333333333,70.875,71.125,69.33333333333333,69.125,70.66666666666667,71.34375,70.4375,70.9375,71.6875,70.375,69.875,69.08333333333333,69.54166666666667,70.78125,69.625,70.75,70.25,70.45833333333333,70.21875,70.125,70.41666666666667,71.5,71.3125,72.4375,73.0,70.25,70.79166666666667,70.20833333333333,71.70833333333333,71.45833333333333,58.833333333333336,71.375,71.25,70.08333333333333,70.91666666666667,70.66666666666667,71.46875,70.83333333333333,70.625,69.66666666666667,70.70833333333333,70.375,69.41666666666667,69.58333333333333,70.29166666666667,71.875,69.875
7,2021-04-24,07:45:00,80.3125,80.25,71.75,71.41666666666667,70.625,71.29166666666667,71.9375,71.3125,71.79166666666667,71.25,71.29166666666667,71.6875,71.8125,71.79166666666667,73.0625,72.625,80.3125,80.375,71.90625,71.65625,71.16666666666667,71.375,70.375,71.5,70.625,71.375,71.3125,71.5,70.45833333333333,71.71875,73.0,72.08333333333333,79.4375,80.25,70.3125,71.66666666666667,70.41666666666667,71.45833333333333,59.0,71.66666666666667,71.0625,72.0625,72.125,71.25,71.0,71.16666666666667,70.625,71.75,74.29166666666667,70.83333333333333,70.75,70.9375,70.5625,71.95833333333333,79.875,71.29166666666667,72.0,71.95833333333333,70.6875,71.1875,70.25,70.79166666666667,72.0625,70.83333333333333,70.125,70.375,70.04166666666667,70.70833333333333,71.625,71.0,71.08333333333333,71.29166666666667,70.875,71.08333333333333,71.0625,70.6875,70.41666666666667,69.08333333333333,70.04166666666667,70.41666666666667,70.125,70.5625,70.21875,69.5,71.375,69.875,71.04166666666667,70.0,71.0,71.54166666666667,70.625,70.04166666666667,70.125,71.0625,70.66666666666667,70.21875,70.5,70.09375,70.625,69.58333333333333,70.04166666666667,70.95833333333333,71.125,69.83333333333333,79.25,78.91666666666667,70.34375,71.16666666666667,70.95833333333333,70.75,71.25,58.666666666666664,70.625,71.5,71.04166666666667,71.125,71.70833333333333,70.3125,71.33333333333333,70.79166666666667,69.8125,70.41666666666667,70.3125,70.79166666666667,69.875,71.41666666666667,71.04166666666667,70.54166666666667
8,2021-04-24,08:00:00,80.4375,80.5625,70.625,70.16666666666667,70.375,69.6875,69.9375,70.8125,71.25,71.96875,69.3125,71.16666666666667,70.375,70.28125,70.95833333333333,70.6875,80.125,78.25,71.25,70.125,69.90625,70.29166666666667,69.625,71.1875,68.8125,71.375,70.625,70.75,71.0,69.9375,70.65625,71.1875,78.28125,79.25,71.0,70.08333333333333,70.125,70.0,57.875,70.79166666666667,70.75,70.875,71.0,70.0625,68.25,70.5,70.9375,69.3125,72.4375,69.04166666666667,69.54166666666667,69.75,70.4375,70.0,70.75,69.95833333333333,71.125,70.53125,70.625,70.3125,68.58333333333333,70.54166666666667,70.375,68.34375,70.15625,69.41666666666667,68.91666666666667,69.0625,67.0,68.375,70.3125,69.3125,69.58333333333333,70.125,67.70833333333333,68.90625,68.90625,70.0625,69.83333333333333,69.75,69.54166666666667,68.625,67.625,68.875,69.34375,69.125,69.875,70.125,69.0,70.46875,69.875,69.59375,69.58333333333333,69.79166666666667,70.1875,69.5625,69.54166666666667,69.5,69.16666666666667,69.0,69.45833333333333,69.70833333333333,70.41666666666667,69.29166666666667,78.8125,75.70833333333333,69.33333333333333,69.4375,69.54166666666667,69.54166666666667,69.95833333333333,57.041666666666664,70.125,71.375,70.0,70.5,70.5,69.45833333333333,70.03125,69.25,69.4375,69.75,68.70833333333333,69.20833333333333,70.125,70.33333333333333,70.20833333333333,68.79166666666667
9,2021-04-24,08:15:00,79.46875,79.91666666666667,68.75,70.125,69.83333333333333,70.25,68.91666666666667,69.375,70.0,69.375,70.5625,70.08333333333333,70.16666666666667,70.75,71.08333333333333,70.54166666666667,79.04166666666667,79.20833333333333,69.9375,70.0,68.9375,69.5,69.29166666666667,69.75,69.78125,69.5,70.75,70.20833333333333,70.16666666666667,71.125,73.0,73.625,77.25,76.25,69.75,69.70833333333333,69.45833333333333,69.25,57.9375,68.625,70.125,70.4375,71.08333333333333,70.875,70.16666666666667,71.125,72.5,71.75,72.5625,69.16666666666667,70.5,68.8125,69.875,69.53125,70.79166666666667,70.625,69.96875,70.08333333333333,70.625,69.08333333333333,67.95833333333333,70.375,70.59375,68.1875,69.58333333333333,69.29166666666667,68.125,69.16666666666667,69.5625,68.75,69.33333333333333,69.5625,69.3125,70.1875,68.70833333333333,69.58333333333333,68.20833333333333,68.6875,69.875,68.75,68.8125,69.375,68.875,68.20833333333333,69.45833333333333,69.5625,69.875,69.5,69.375,69.375,69.29166666666667,69.29166666666667,69.375,69.1875,70.29166666666667,69.91666666666667,69.4375,69.375,68.75,68.375,68.79166666666667,69.09375,69.5,69.5,77.4375,75.8125,69.41666666666667,70.5,70.3125,70.0625,70.04166666666667,57.416666666666664,70.41666666666667,71.375,69.75,71.3125,71.0,70.45833333333333,70.0625,70.0,70.41666666666667,70.25,69.91666666666667,70.16666666666667,70.41666666666667,70.6875,70.625,71.5
