,Data,Hora,P1.1.1 P (W),P1.1.2 P (W),P1.1.3 P (W),P1.1.4 P (W),P1.1.5 P (W),P1.1.6 P (W),P1.1.7 P (W),P1.1.8 P (W),P1.1.9 P (W),P1.1.10 P (W),P1.1.11 P (W),P1.1.12 P (W),P1.1.13 P (W),P1.1.14 P (W),P1.1.15 P (W),P1.1.16 P (W),P1.2.1 P (W),P1.2.2 P (W),P1.2.3 P (W),P1.2.4 P (W),P1.2.5 P (W),P1.2.6 P (W),P1.2.7 P (W),P1.2.8 P (W),P1.2.9 P (W),P1.2.10 P (W),P1.2.12 P (W),P1.2.13 P (W),P1.2.14 P (W),P1.2.15 P (W),P1.2.16 P (W),P1.3.1 P (W),P1.3.2 P (W),P1.3.3 P (W),P1.3.4 P (W),P1.3.5 P (W),P1.3.6 P (W),P1.3.7 P (W),P1.3.8 P (W),P1.3.9 P (W),P1.3.10 P (W),P1.3.11 P (W),P1.3.12 P (W),P1.3.13 P (W),P1.3.14 P (W),P1.3.15 P (W),P1.3.16 P (W)
0,2021-05-13,06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021-05-13,06:15:00,2.1578,8.00395,1.3336,6.6805,0.0,0.4925785714285714,3.5547,1.65,8.3594,9.20115,3.12775,9.874600000000001,8.90705,2.2359,2.54685,5.2301,4.596500000000001,7.8203499999999995,2.9375,0.0974,0.86087,2.3109,0.7330181818181818,0.0,0.21719166666666667,8.6167,8.537099999999999,5.68125,7.70235,1.4531,6.2078500000000005,0.7656,6.5,3.2133000000000003,7.8031,0.3633,11.3508,2.7766,4.6358999999999995,0.0,5.54415,2.1552545454545453,12.78595,3.0312,7.51795,0.0,4.1766
2,2021-05-13,06:30:00,7.0594,12.7031,5.70975,13.3547,9.006250000000001,10.5379,8.2172,6.718733333333334,13.2716,13.27345,10.32265,14.316133333333333,13.3039,7.042166666666667,6.6406,7.685399999999999,11.554666666666668,11.186350000000001,6.103666666666666,6.865366666666667,9.317575,4.118,9.25,1.7075333333333333,8.800575,16.43126666666667,10.96875,9.3547,9.4505,2.428525,9.787233333333333,2.6849000000000003,10.18595,6.9062,10.631266666666667,6.83985,14.951566666666666,6.7114666666666665,10.682066666666666,4.31445,10.3957,7.248433333333334,15.038066666666666,4.208600000000001,10.152866666666666,12.460933333333335,7.386733333333333
3,2021-05-13,06:45:00,6.7537,11.8784,5.588566666666668,11.996866666666667,8.877600000000001,9.739225000000001,9.28595,6.282,14.22655,13.5664,12.777866666666666,16.9578,14.9349,8.125,6.823966666666666,9.579933333333335,14.09375,11.555966666666668,8.893233333333333,10.4297,8.9547,7.5273666666666665,11.278324999999999,3.910933333333333,10.490900000000002,19.6,11.1375,14.15155,13.0125,5.8797,11.8052,3.25665,11.5341,6.1771,12.529166666666667,7.04415,17.203633333333332,7.7422,12.424999999999999,7.2013,11.1328,9.329166666666667,16.0359,8.151150000000001,13.138033333333333,15.844899999999999,6.996366666666667
4,2021-05-13,07:00:00,0.6593666666666667,4.3203499999999995,0.6656333333333333,6.2421500000000005,2.3401333333333336,4.0450333333333335,1.7880333333333331,1.4593666666666667,9.8065,8.003525,9.28985,10.702949999999998,8.2539,4.29025,2.4469,3.1439999999999997,7.543733333333333,5.346366666666667,3.0515333333333334,3.1263750000000003,3.5585500000000003,0.15545,2.6682333333333332,0.0,4.648433333333334,13.138075,4.660775,4.629700000000001,5.333866666666666,0.0,4.0133,0.1263,4.79645,1.0148,0.0,0.0,10.3199,1.6317666666666666,3.1938,0.0,5.545566666666667,0.6816375,10.6586,0.0,5.41405,8.89455,2.5557333333333334
5,2021-05-13,07:15:00,4.5508,12.251033333333334,6.728633333333334,16.0363,8.531266666666667,7.599233333333333,4.9594000000000005,4.8216,17.274766666666668,10.44925,8.9719,18.624733333333335,14.5789,10.763533333333333,9.458066666666667,10.831766666666667,13.4596,13.236466666666667,9.174225,5.9875,7.837766666666667,1.14845,3.2563,4.3500000000000005,13.0263,18.0539,16.174233333333333,11.3672,14.688,3.713266666666667,14.598966666666664,0.7031,9.1198,7.877100000000001,8.84845,6.330466666666666,16.9633,8.790133333333333,11.605450000000001,5.465625,12.033833333333334,7.069325,12.393,5.876033333333333,7.45,14.353399999999999,10.193233333333334
6,2021-05-13,07:30:00,33.303133333333335,39.8586,32.10935,40.4008,33.0125,37.61093333333333,35.41746666666667,32.06276666666667,35.5992,41.306000000000004,38.23475,44.806650000000005,40.932649999999995,34.88986666666667,0.0,30.827333333333332,37.507850000000005,36.3223,32.98165,34.95523333333333,32.1328,29.807033333333333,34.411925000000004,25.61605,35.25133333333334,43.9994,38.39586666666666,36.532333333333334,35.679700000000004,27.6,38.79455,25.9875,41.059749999999994,34.953133333333334,36.95075,33.620324999999994,40.267199999999995,33.11743333333333,36.7715,31.4453,38.53906666666666,33.006766666666664,42.287733333333335,30.09063333333333,35.76972500000001,40.3086,36.271100000000004
7,2021-05-13,07:45:00,58.19713333333334,65.13619999999999,71.50546666666666,81.5844,58.46485,77.55705,58.34193333333334,90.18555,69.21095,85.5646,75.3289,61.353133333333325,63.0453,72.1672,88.0809,66.52346666666666,57.0676,47.5331,71.48356666666668,60.964075,66.83675,70.5168,66.05115,53.65623333333334,77.8523,74.96405,68.4807,100.375,54.485150000000004,26.3438,61.533366666666666,57.68475,61.559349999999995,90.6254,65.16015,59.3789,54.9672,73.269,72.8338,51.7391,61.076950000000004,67.2208,72.059,56.26616666666666,77.09065,65.42630000000001,62.269149999999996
8,2021-05-13,08:00:00,33.00183333333334,42.4573,34.941399999999994,51.6414,40.069,32.04295,47.52993333333333,35.96146666666667,48.478899999999996,62.1156,61.7047,55.383333333333326,59.53945,38.71353333333334,40.20626666666667,48.8271,36.4965,53.949825,35.59415,38.27113333333333,41.58123333333333,30.73776666666667,37.12423333333333,29.33983333333333,52.01152499999999,60.8891,37.9043,41.4359,41.88185,39.40886666666667,54.090425,23.657049999999998,32.23515,34.297650000000004,35.09453333333334,39.117700000000006,50.13986666666667,25.5,47.4188,48.5508,43.35883333333334,31.8457,59.57345,31.19763333333333,39.466,47.86690000000001,39.500233333333334
9,2021-05-13,08:15:00,144.09143333333333,177.72033333333334,116.90979999999999,124.49793333333332,164.6677,160.29319999999998,129.45275,154.10313333333332,155.369325,126.648425,173.7715,97.81663333333334,106.94009999999999,121.88959999999999,139.24923333333334,147.79533333333333,182.2257666666667,157.4177,103.8195,175.391,167.26175,113.43230000000001,160.16604999999998,161.4867,88.97465,170.85313333333332,100.2758,134.223825,105.91014999999999,84.49355,170.37816666666666,158.64273333333335,160.7043,164.5137,134.08825,198.3297,180.26380000000003,169.1167,116.74426666666666,128.80336666666668,155.38826666666668,147.85545000000002,106.0168,223.71955,92.5938,111.89144999999999,59.257
