,Data,Hora,OP1.1.1 V (V),OP1.1.2 V (V),OP1.1.3 V (V),OP1.1.4 V (V),OP1.1.5 V (V),OP1.1.6 V (V),OP1.1.7 V (V),OP1.1.8 V (V),OP1.1.9 V (V),OP1.1.10 V (V),OP1.1.11 V (V),OP1.1.12 V (V),OP1.1.13 V (V),OP1.1.14 V (V),OP1.1.15 V (V),OP1.1.16 V (V),OP1.2.1 V (V),OP1.2.2 V (V),OP1.2.3 V (V),OP1.2.4 V (V),OP1.2.5 V (V),OP1.2.6 V (V),OP1.2.7 V (V),OP1.2.8 V (V),OP1.2.9 V (V),OP1.2.10 V (V),OP1.2.11 V (V),OP1.2.12 V (V),OP1.2.13 V (V),OP1.2.14 V (V),OP1.2.15 V (V),OP1.2.16 V (V),OP1.3.2 V (V),OP1.3.3 V (V),OP1.3.4 V (V),OP1.3.5 V (V),OP1.3.6 V (V),OP1.3.7 V (V),OP1.3.8 V (V),OP1.3.9 V (V),OP1.3.10 V (V),OP1.3.11 V (V),OP1.3.12 V (V),OP1.3.13 V (V),OP1.3.14 V (V),OP1.3.15 V (V),OP1.3.16 V (V)
0,2021-12-05,06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021-12-05,06:15:00,47.625,49.0,56.125,50.625,67.3125,24.98611111111111,51.375,50.5625,43.75,41.3125,48.5,44.9375,41.75,0.0,43.5625,43.875,58.625,49.5,45.5625,55.975,57.0,58.125,11.546875,42.25,15.225,57.7,36.0,50.125,66.8125,39.9375,37.25,50.75,52.875,69.4375,49.5625,48.375,49.5625,48.1875,50.875,6.4375,49.25,12.420454545454545,49.5625,49.75,36.375,32.125,48.5
2,2021-12-05,06:30:00,61.875,56.5,49.0,61.291666666666664,57.75,57.59375,46.916666666666664,68.5625,39.75,37.625,35.4375,39.916666666666664,39.625,40.375,34.875,38.625,47.416666666666664,47.875,48.041666666666664,46.708333333333336,48.833333333333336,51.6875,50.25,46.333333333333336,49.25,47.041666666666664,45.375,48.625,48.375,40.625,36.75,46.9375,50.625,53.75,48.458333333333336,48.875,49.791666666666664,52.083333333333336,52.125,53.583333333333336,46.375,40.875,48.8125,46.416666666666664,36.9375,32.958333333333336,42.916666666666664
3,2021-12-05,06:45:00,64.5,63.75,65.66666666666667,69.125,66.29166666666667,63.0,63.958333333333336,65.75,30.541666666666668,27.958333333333332,25.708333333333332,29.25,30.208333333333332,27.125,27.375,29.583333333333332,51.125,53.25,52.0,49.958333333333336,51.291666666666664,55.458333333333336,54.25,51.291666666666664,53.8125,0.0,36.3125,53.625,41.958333333333336,32.125,31.416666666666668,41.083333333333336,59.958333333333336,56.6875,52.666666666666664,55.25,63.708333333333336,68.04166666666667,64.5,67.04166666666667,28.125,21.708333333333332,65.91666666666667,38.208333333333336,22.125,17.083333333333332,24.083333333333332
4,2021-12-05,07:00:00,61.833333333333336,60.375,62.625,65.83333333333333,63.208333333333336,61.25,61.9375,63.4375,33.833333333333336,30.666666666666668,28.333333333333332,31.833333333333332,33.4375,29.75,30.916666666666668,32.666666666666664,53.208333333333336,55.8125,54.416666666666664,53.833333333333336,54.0625,59.78125,56.208333333333336,54.0,57.0625,28.5625,23.333333333333332,57.875,56.75,24.625,21.25,42.125,58.875,61.916666666666664,56.791666666666664,56.541666666666664,60.291666666666664,61.375,58.541666666666664,61.0,17.541666666666668,15.0,60.958333333333336,61.75,12.958333333333334,12.25,33.791666666666664
5,2021-12-05,07:15:00,58.708333333333336,57.708333333333336,59.4375,61.4375,60.416666666666664,58.75,58.208333333333336,59.583333333333336,36.583333333333336,33.708333333333336,32.25,34.5,36.75,32.958333333333336,34.166666666666664,35.75,53.708333333333336,57.0,55.416666666666664,53.0,54.75,59.875,56.833333333333336,54.3125,57.541666666666664,19.625,18.791666666666668,58.458333333333336,57.1875,16.75,16.3125,59.583333333333336,57.833333333333336,61.0625,56.708333333333336,56.3125,58.333333333333336,60.25,57.8125,59.3125,16.875,12.208333333333334,59.25,60.625,11.25,10.3125,56.791666666666664
6,2021-12-05,07:30:00,55.833333333333336,55.458333333333336,56.5,58.666666666666664,56.875,55.791666666666664,55.625,57.25,39.25,36.791666666666664,35.125,38.25,39.0,36.541666666666664,37.166666666666664,38.34375,55.25,57.583333333333336,56.666666666666664,55.71875,55.875,59.75,57.958333333333336,55.78125,57.875,17.208333333333332,15.5,58.916666666666664,58.78125,14.583333333333334,13.791666666666666,59.75,56.0,58.583333333333336,55.416666666666664,55.083333333333336,56.833333333333336,58.375,56.666666666666664,57.3125,38.125,10.958333333333334,57.25,59.166666666666664,10.0,9.208333333333334,56.0
7,2021-12-05,07:45:00,54.625,53.208333333333336,54.625,55.59375,54.25,53.916666666666664,53.416666666666664,54.208333333333336,41.3125,39.125,37.875,40.375,41.0,38.875,39.25,40.458333333333336,55.708333333333336,57.75,57.0625,56.125,56.166666666666664,59.75,58.125,55.833333333333336,58.25,22.458333333333332,14.541666666666666,59.0,58.791666666666664,12.958333333333334,11.125,59.291666666666664,55.3125,57.1875,54.333333333333336,54.333333333333336,55.333333333333336,56.416666666666664,55.583333333333336,56.375,53.458333333333336,11.25,56.0625,57.4375,10.208333333333334,8.166666666666666,55.3125
8,2021-12-05,08:00:00,52.541666666666664,52.041666666666664,53.041666666666664,54.0625,53.375,52.25,52.333333333333336,53.166666666666664,42.166666666666664,40.375,39.25,41.541666666666664,41.8125,40.291666666666664,40.416666666666664,41.5,55.0,56.458333333333336,56.375,55.541666666666664,55.583333333333336,58.458333333333336,57.25,55.5,57.15625,35.875,11.75,57.958333333333336,57.875,10.791666666666666,10.625,58.25,55.625,56.75,54.541666666666664,54.166666666666664,55.458333333333336,56.666666666666664,55.625,56.5,54.416666666666664,11.083333333333334,56.1875,57.0625,9.916666666666666,8.833333333333334,55.416666666666664
9,2021-12-05,08:15:00,51.708333333333336,51.5,51.958333333333336,53.125,52.458333333333336,51.625,51.625,52.25,43.0,41.25,40.125,42.458333333333336,42.75,40.916666666666664,41.375,42.5625,54.833333333333336,56.583333333333336,56.375,55.416666666666664,55.666666666666664,57.958333333333336,56.8125,55.375,57.1875,44.0,8.583333333333334,57.5,57.541666666666664,8.4375,7.833333333333333,57.75,56.25,57.5625,55.1875,55.083333333333336,56.083333333333336,57.041666666666664,56.5,56.875,54.6875,8.875,56.375,57.3125,7.541666666666667,6.375,55.75
