,Data,Hora,P3.1.1 P (W),P3.1.2 P (W),P3.1.3 P (W),P3.1.4 P (W),P3.1.5 P (W),P3.1.6 P (W),P3.1.7 P (W),P3.1.8 P (W),P3.1.9 P (W),P3.1.10 P (W),P3.1.11 P (W),P3.1.12 P (W),P3.1.13 P (W),P3.1.14 P (W),P3.1.15 P (W),P3.1.16 P (W),P3.2.1 P (W),P3.2.2 P (W),P3.2.3 P (W),P3.2.4 P (W),P3.2.5 P (W),P3.2.6 P (W),P3.2.7 P (W),P3.2.8 P (W),P3.2.9 P (W),P3.2.10 P (W),P3.2.11 P (W),P3.2.12 P (W),P3.2.13 P (W),P3.2.14 P (W),P3.2.15 P (W),P3.2.16 P (W),P3.3.1 P (W),P3.3.3 P (W),P3.3.4 P (W),P3.3.5 P (W),P3.3.6 P (W),P3.3.7 P (W),P3.3.8 P (W),P3.3.9 P (W),P3.3.11 P (W),P3.3.12 P (W),P3.3.13 P (W),P3.3.14 P (W),P3.3.15 P (W),P3.3.16 P (W),P3.4.1 P (W),P3.4.2 P (W),P3.4.3 P (W),P3.4.4 P (W),P3.4.5 P (W),P3.4.6 P (W),P3.4.7 P (W),P3.4.8 P (W),P3.4.10 P (W),P3.4.11 P (W),P3.4.12 P (W),P3.4.13 P (W),P3.4.14 P (W),P3.4.16 P (W),P3.5.1 P (W),P3.5.2 P (W),P3.5.3 P (W),P3.5.4 P (W),P3.5.5 P (W),P3.5.6 P (W),P3.5.8 P (W),P3.5.9 P (W),P3.5.10 P (W),P3.5.11 P (W),P3.5.12 P (W),P3.5.13 P (W),P3.5.14 P (W),P3.5.15 P (W),P3.5.16 P (W),P3.6.1 P (W),P3.6.2 P (W),P3.6.3 P (W),P3.6.4 P (W),P3.6.5 P (W),P3.6.6 P (W),P3.6.7 P (W),P3.6.8 P (W),P3.6.9 P (W),P3.6.10 P (W),P3.6.12 P (W),P3.6.13 P (W),P3.6.14 P (W),P3.6.15 P (W),P3.6.16 P (W),P3.7.1 P (W),P3.7.2 P (W),P3.7.3 P (W),P3.7.4 P (W),P3.7.5 P (W),P3.7.6 P (W),P3.7.7 P (W),P3.7.8 P (W),P3.7.9 P (W),P3.7.10 P (W),P3.7.11 P (W),P3.7.12 P (W),P3.7.13 P (W),P3.7.14 P (W),P3.7.15 P (W),P3.7.16 P (W),P3.8.1 P (W),P3.8.2 P (W),P3.8.3 P (W),P3.8.4 P (W),P3.8.5 P (W),P3.8.6 P (W),P3.8.7 P (W),P3.8.8 P (W),P3.8.9 P (W),P3.8.10 P (W),P3.8.11 P (W),P3.8.12 P (W),P3.8.13 P (W),P3.8.14 P (W),P3.8.15 P (W),P3.8.16 P (W)
0,2021-04-13,06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021-04-13,06:15:00,4.741133333333333,8.455466666666666,5.907400000000001,9.686733333333335,8.537766666666668,11.0401,11.483225000000001,10.009575,9.725,8.457566666666667,15.9198,11.08555,9.4293,14.885133333333334,7.676550000000001,8.958866666666667,7.985950000000001,8.525,12.433066666666667,10.797400000000001,9.9969,13.083866666666665,14.671599999999998,10.424600000000002,12.665633333333332,10.3482,12.23555,10.52775,8.4062,6.13125,6.8612,9.6711,8.3281,8.482800000000001,12.346866666666665,15.125399999999999,11.147666666666666,14.0367,12.136466666666665,10.201550000000001,17.8836,13.979500000000002,8.48435,11.39415,10.280899999999999,6.575200000000001,15.549199999999999,13.384633333333333,14.972666666666667,13.062233333333333,6.60155,10.207,9.4513,9.659366666666665,9.41995,17.409633333333336,12.013266666666667,21.239566666666665,13.296866666666666,10.605733333333333,15.908066666666665,13.1207,13.252866666666668,16.744533333333333,11.748966666666666,13.525,9.6987,8.754666666666667,12.263533333333333,10.097366666666666,13.547666666666666,10.737266666666669,15.030100000000001,13.614033333333333,18.092200000000002,15.2168,11.6138,15.49335,12.059666666666667,11.552066666666667,13.6203,9.8875,6.371366666666667,8.918999999999999,12.6035,9.43435,19.526566666666668,7.166799999999999,16.2188,14.96955,13.723166666666666,13.651566666666668,17.118175,16.59805,10.164566666666667,16.004166666666666,11.975,10.18555,6.0005749999999995,9.029966666666667,10.133866666666668,11.940100000000001,11.439100000000002,13.1156,15.870566666666667,10.59065,9.827833333333333,6.238533333333334,7.9979000000000005,6.4828,6.5801,7.401949999999999,7.93825,6.6098,7.1997333333333335,12.289599999999998,10.7797,6.155200000000001,9.483866666666666,12.804699999999999,8.542966666666667,8.182266666666665
2,2021-04-13,06:30:00,11.408333333333333,17.305733333333333,13.177525,25.69415,31.610700000000005,21.0313,30.554299999999998,29.834633333333333,31.410133333333334,29.344125,30.3902,32.11565,31.967999999999996,36.5898,16.4052,16.95665,14.4211,18.422166666666666,39.56095,31.876833333333334,31.391633333333335,31.897133333333333,38.873999999999995,35.664833333333334,27.8016,30.255074999999998,24.160200000000003,27.82855,27.89145,26.25,13.925,14.508199999999999,15.205075,28.2516,30.945300000000003,38.3859,31.644550000000002,33.512499999999996,34.10596666666667,33.976,34.73696666666667,37.674733333333336,29.780075,35.1695,15.531233333333333,12.9082,32.84426666666667,31.81525,23.6336,34.10665,23.352725,18.648433333333333,14.97775,18.12476666666667,17.060933333333335,38.24426666666667,36.45076666666667,42.772133333333336,35.84063333333334,40.3969,35.5224,39.060900000000004,32.4078,30.3125,33.1234,34.93279999999999,18.094800000000003,17.403100000000002,22.141166666666667,30.943233333333335,37.15,26.1965,31.2852,34.97003333333333,38.09845,36.73283333333333,38.8043,32.493233333333336,35.44166666666667,33.9323,39.87706666666667,17.920833333333334,14.9013,19.271866666666668,20.933366666666668,27.715366666666664,42.566025,27.3088,33.919725,38.46483333333333,34.99503333333333,32.5047,41.35993333333334,32.6104,32.55546666666667,38.2651,22.021866666666668,18.51035,15.6926,15.074200000000001,26.61875,33.69296666666667,29.0599,34.065599999999996,35.117700000000006,28.606233333333336,19.1958,18.478325,18.592933333333335,15.143550000000001,16.678366666666665,18.790999999999997,16.069533333333336,15.15705,17.96643333333333,22.366666666666664,18.5773,15.608066666666666,18.406000000000002,23.10936666666667,18.66483333333333,18.393766666666668
3,2021-04-13,06:45:00,15.502333333333334,21.309366666666666,20.264333333333333,67.06303333333334,52.2906,26.243699999999997,54.2984,54.7238,63.21356666666666,61.825266666666664,74.10624999999999,60.192975000000004,53.09946666666667,59.587525,34.992733333333334,25.019550000000002,20.247675,23.9776,62.125266666666676,63.03073333333333,60.9875,65.65753333333333,66.7969,71.24065,56.2123,57.58985,57.7586,68.5883,52.51445,57.1086,26.9328,32.8574,21.89065,48.2531,55.104166666666664,60.0302,54.90703333333334,48.22735,59.4625,57.166399999999996,65.2169,60.51873333333333,54.03675,67.35233333333333,33.933600000000006,33.2823,60.875,62.1966,52.582300000000004,64.43593333333332,63.647133333333336,25.3184,21.307799999999997,23.3516,24.01693333333333,65.1344,66.02289999999999,72.63933333333334,65.75235,54.3793,68.55975000000001,67.3367,64.18436666666666,69.5,65.45596666666667,61.34805,27.827633333333335,27.21666666666667,29.0582,61.865633333333335,73.73046666666666,52.63333333333333,61.18413333333333,62.50573333333333,67.27396666666667,61.92446666666667,68.63336666666667,68.1854,68.5302,59.73435,71.9828,24.599600000000002,21.91796666666667,26.874466666666667,27.734,63.207425,77.04845,53.6152,69.80783333333333,66.08203333333334,64.93826666666666,61.577375,79.04845,66.275,70.72614999999999,70.8479,23.1641,30.48985,19.682833333333335,20.14785,57.811925,60.92633333333333,59.887766666666664,68.6793,71.875,58.2625,36.86196666666667,38.7669,34.45665,32.643233333333335,32.43395,35.72186666666666,32.278925,30.538649999999997,34.658566666666665,33.37735,33.837325,27.335900000000002,30.6539,38.229166666666664,29.7965,36.5427
4,2021-04-13,07:00:00,19.4284,26.48933333333333,25.237499999999997,101.17446666666666,92.72683333333333,85.8417,93.01199999999999,88.52293333333334,94.4078,96.6422,100.38073333333334,98.5878,88.59373333333333,94.0797,58.64743333333334,54.4477,25.792199999999998,27.309633333333334,99.82606666666668,95.31533333333334,91.14905000000002,94.38436666666666,96.1949,97.54686666666667,98.93023333333333,96.9508,95.4246,95.19999999999999,99.8156,82.16055,48.184,56.56120000000001,27.42105,90.49113333333332,98.39243333333333,92.8758,93.43803333333334,81.44062500000001,89.98675,90.2461,91.4504,101.45233333333333,90.7336,95.68176666666666,56.39090000000001,50.765600000000006,97.23359999999998,99.54455,110.65000000000002,99.14766666666667,104.67106666666666,32.70935,26.3906,99.0138,90.23400000000001,106.94453333333333,100.73046666666669,101.21719999999999,102.8422,93.90545,98.92266666666667,108.019,100.74583333333334,96.83905,110.3801,91.11380000000001,103.3938,93.8516,106.0945,102.4193,110.74480000000001,104.17465,94.2992,104.875,105.16953333333333,98.00676666666668,99.10236666666667,111.52850000000001,95.46485,94.241,104.41120000000001,81.654875,99.2281,77.66875,86.81979999999999,93.97345,109.194,88.34649999999999,95.5742,106.29583333333333,99.23085,107.74885,99.10470000000001,98.9633,109.61015,113.17289999999998,80.9623,76.91329999999999,22.3531,25.623733333333334,94.79296666666666,95.55936666666666,90.08515,93.6271,96.7948,73.41276666666666,61.635933333333334,64.15585,59.90233333333333,54.5957,55.73229999999999,61.52236666666666,55.215199999999996,56.6,59.15206666666666,66.07293333333332,55.6172,48.9547,56.94685,54.4852,57.31356666666667,52.70745
5,2021-04-13,07:15:00,22.7125,30.56955,57.87916666666666,138.8695,138.36795,135.99869999999999,131.3763,130.29793333333336,124.325,128.35665,140.93076666666667,136.11536666666666,147.0219,123.1352,78.53176666666667,75.20026666666666,30.900000000000002,30.6582,135.4526,134.89583333333334,131.81173333333334,134.85,141.58983333333336,137.94805,136.41445,135.41616666666667,133.49246666666667,141.27814999999998,125.6551,125.8651,71.7474,80.3133,27.2781,125.543,139.45756666666668,130.95,135.81605,122.6844,133.775,128.830475,128.10335,133.1801,137.1094,137.75233333333333,75.93515,72.4041,135.5198,141.60623333333334,144.60989999999998,137.9107,140.4875,97.10053333333333,31.9,138.42473333333334,138.42813333333334,142.8797,137.63256666666666,146.95546666666667,133.8793,136.71093333333332,139.89999999999998,142.73076666666665,131.55859999999998,137.994,138.1578,139.2246,125.1328,136.35,134.9377,140.41976666666665,155.74025,143.52069999999998,133.33925,135.6854,144.69506666666666,138.3193,140.10753333333335,139.3255333333333,142.337,137.79633333333334,139.81716666666668,141.6637,129.715225,132.41746666666666,149.6039,135.473825,142.10236666666665,130.80730000000003,145.52290000000002,137.82293333333334,138.16666666666666,145.37213333333332,147.059775,137.182,133.3418,149.93753333333333,148.02733333333333,140.54455000000002,29.151300000000003,30.7289,122.6281,117.0422,128.427175,135.67419999999998,131.87553333333332,107.88925,92.53853333333332,88.0974,87.20895,85.4893,80.8578,87.22380000000001,85.66875,89.54294999999999,87.02216666666668,92.8112,86.4543,77.01716666666667,87.2438,93.27263333333333,80.55154999999999,86.82442499999999
6,2021-04-13,07:30:00,25.83985,37.0133,164.09533333333331,166.71929999999998,165.2167,174.7169,166.8966,175.97030000000004,165.922675,154.48435,178.5437,172.21693333333334,160.64455,169.81196666666668,96.79845,100.65339999999999,33.30625,35.517799999999994,167.9758,168.7646,180.2586,177.159,172.59535,168.63306666666668,166.52186666666668,165.89845,172.36406666666667,170.77385,165.8357,163.10313333333332,89.60235,96.81123333333333,35.241200000000006,154.30425000000002,181.5602,178.76895,167.968575,145.7379,171.1526,168.41666666666666,169.40859999999998,172.60260000000002,164.94142499999998,173.48513333333335,91.47030000000001,93.6875,167.49686666666665,175.62033333333332,181.60935,172.5039,181.96875,176.09453333333332,36.11066666666667,175.84116666666668,190.1867,187.02266666666665,191.0336,185.36645,173.9162,175.2578,175.525,186.4406,174.98176666666666,184.70275,179.0172,175.55939999999998,163.0008,179.8500333333333,183.10496666666666,169.15625,176.7906,170.1867,174.9281,176.71796666666668,187.45544999999998,173.19950000000003,188.8141,182.344725,176.28933333333336,181.36169999999998,179.08593333333332,180.9979,172.8547,164.032,184.41326666666666,175.63515,182.80363333333335,166.58204999999998,183.95665000000002,180.7903666666667,182.42163333333335,185.32603333333336,185.74843333333334,170.31307499999997,172.16445,189.31536666666668,191.0281,181.14376666666666,34.496849999999995,34.33906666666667,168.00799999999998,167.25935,168.38073333333332,168.59376666666665,170.00886666666668,138.40429999999998,137.26405,121.17109999999998,112.51303333333333,114.12735,114.06855000000002,112.9172,121.19590000000001,121.81326666666666,114.48165,129.456,119.8277,107.1297,110.007,129.1830666666667,120.57072500000001,122.90653333333334
7,2021-04-13,07:45:00,33.48475,66.7776,199.75103333333334,193.4609,201.9396,208.7474,207.90785,203.0625,204.6583333333333,207.73495,212.36094999999997,211.84924999999998,199.34996666666666,196.4828,119.84089999999999,119.8828,61.4668,61.635400000000004,205.35523333333333,203.98829999999998,203.66873333333334,218.21405,210.8255333333333,207.97393333333335,205.32680000000002,197.57316666666668,209.1265666666667,204.8206,209.8565,196.83016666666666,112.51910000000001,123.99219999999998,60.09455,190.18185,212.49255,218.11823333333336,201.30464999999998,172.071275,206.6804666666667,209.28320000000002,206.4617333333333,205.58280000000002,206.2021,198.7055,106.8352,109.51525000000001,207.41819999999998,215.84453333333332,221.64373333333333,212.78486666666666,214.87266666666665,219.24326666666664,125.18619999999999,215.09220000000002,217.84216666666669,217.26876666666666,206.69495,219.2440333333333,215.57240000000002,207.83776666666668,217.47656666666668,221.49793333333332,212.28203333333332,210.3992,212.12003333333334,208.41989999999998,206.05544999999998,219.88126666666668,213.8203,207.08825000000002,222.40183333333334,207.5042,204.26209999999998,218.97265,221.78050000000002,218.334,215.9515666666667,216.2707,213.6406,209.5393333333333,211.1719,220.38986666666665,209.45653333333334,220.91643333333332,219.5857,210.92792500000002,216.92786666666666,203.07325,218.0856666666667,217.1205666666667,222.7109,220.06563333333335,222.0208,205.6211,213.25783333333334,229.049425,225.40420000000003,213.2711,55.8965,82.73436666666666,203.23853333333332,210.0625,197.97660000000002,208.25363333333334,201.91223333333332,168.153525,162.41146666666668,164.02305,153.0469,147.10833333333332,154.80939999999998,156.6164,157.22660000000002,150.16795000000002,153.82423333333332,166.23749999999998,156.83454999999998,155.1591,151.2091333333333,161.1125,152.91875,160.5091
8,2021-04-13,08:00:00,111.5785,177.60573333333332,232.16303333333335,239.230475,237.42553333333333,245.875,237.29820000000004,232.3836,236.9797,240.00585,250.27733333333333,242.3414,239.54426666666666,241.00760000000002,163.09426666666667,144.79255,184.0781,169.43853333333334,232.64724999999999,234.1406,236.67813333333334,242.50413333333333,249.4246,240.36980000000003,240.34323333333336,241.85936666666666,246.89716666666666,239.17396666666664,243.53070000000002,226.87735,164.62373333333335,188.7232,160.096475,227.1035,246.91979999999998,251.60935,230.77425,199.27929999999998,242.69506666666666,236.0461,243.61040000000003,237.37599999999998,240.13046666666665,238.03594999999999,172.61173333333332,156.2461,239.30053333333333,248.00625,249.84533333333334,243.9094,243.2237,253.444,258.4828,245.73566666666667,0.0,250.4504,246.11693333333335,252.4758,246.90496666666664,223.4812,249.06093333333334,253.17893333333333,246.88475,252.7074,244.71303333333333,242.1246,236.40820000000002,249.47655,248.0045,241.09005000000002,244.96565,236.92500000000004,240.75466666666668,246.80023333333335,240.6438,243.80026666666666,253.63279999999997,245.92523333333335,242.119375,249.16405,239.93723333333332,254.15235,241.89790000000002,256.15603333333337,248.52814999999998,246.26094999999998,250.26380000000003,239.71456666666668,252.53825,251.48413333333335,250.11356666666666,249.3484,251.99455,239.317375,245.71536666666668,264.82655,259.35310000000004,254.10860000000002,173.0496,180.8492,231.86445,240.6695,235.60913333333335,236.90573333333336,233.1482,202.36586666666668,194.81055,190.98436666666666,188.9885,186.8719,192.3794333333333,195.02706666666666,192.74480000000003,190.77526666666668,189.1969,202.85075,194.8057,187.49429999999998,191.62442500000003,198.67656666666664,189.24552500000001,196.2133
9,2021-04-13,08:15:00,198.4697666666667,268.9354333333333,271.17243333333334,274.92655,267.93283333333335,267.6961,270.74976666666663,262.8281,278.1692666666667,279.21226666666666,282.2958333333333,269.85332500000004,267.91605000000004,283.45623333333333,261.06773333333336,240.05705,252.421075,249.2836,268.09453333333335,257.7586,271.3711333333333,274.9187333333333,277.0633,277.44973333333337,272.8427,275.54105,281.1794333333333,270.5351666666666,276.0216333333333,269.6841,257.6947666666667,256.59456666666665,256.5010666666667,256.75625,274.3385333333333,288.84323333333333,268.51873333333333,224.31365,280.3249666666667,272.3385333333333,278.5414333333333,280.5888333333333,278.74399999999997,284.3974,254.625,223.57325,272.0164,280.3726666666667,287.3533666666667,275.8523666666667,276.9047333333333,285.5200666666667,285.13985,279.38750000000005,275.68847500000004,279.0057,276.9497666666667,282.50783333333334,274.67996666666664,273.0656666666667,278.8664333333333,283.2544,273.50545,290.99879999999996,266.9133,273.82813333333337,270.5586,278.4239333333333,284.88715,278.5593999999999,284.9404,262.68125,273.4049333333333,277.8779,281.3354,283.7638,275.99426666666665,273.6468333333333,275.4755333333333,273.22656666666666,273.81545,281.43336666666664,272.0995,286.3039,281.776975,280.2656,281.5010333333333,275.4239666666667,278.59925,277.6776,284.7203333333334,280.46715,291.50730000000004,271.20155,284.2477,284.13199999999995,288.49784999999997,289.9901333333333,259.6799,256.5078,262.94455000000005,278.1041666666667,263.6252666666667,276.18076666666667,269.40259999999995,220.53125,223.33516666666665,229.57473333333334,223.6723,217.07932499999998,223.95573333333334,0.0,235.6359666666667,228.0593666666667,216.56992499999998,237.55730000000003,230.89846666666665,212.1875,229.89843333333332,233.41143333333332,242.1246,226.11015
