,Data,Hora,OP1.1.1 I (A),OP1.1.2 I (A),OP1.1.3 I (A),OP1.1.4 I (A),OP1.1.5 I (A),OP1.1.6 I (A),OP1.1.7 I (A),OP1.1.8 I (A),OP1.1.9 I (A),OP1.1.10 I (A),OP1.1.11 I (A),OP1.1.12 I (A),OP1.1.13 I (A),OP1.1.14 I (A),OP1.1.16 I (A),OP1.2.1 I (A),OP1.2.2 I (A),OP1.2.3 I (A),OP1.2.4 I (A),OP1.2.5 I (A),OP1.2.6 I (A),OP1.2.7 I (A),OP1.2.8 I (A),OP1.2.9 I (A),OP1.2.10 I (A),OP1.2.11 I (A),OP1.2.12 I (A),OP1.2.13 I (A),OP1.2.14 I (A),OP1.2.15 I (A),OP1.2.16 I (A),OP1.3.1 I (A),OP1.3.2 I (A),OP1.3.4 I (A),OP1.3.5 I (A),OP1.3.6 I (A),OP1.3.7 I (A),OP1.3.8 I (A),OP1.3.9 I (A),OP1.3.10 I (A),OP1.3.11 I (A),OP1.3.12 I (A),OP1.3.13 I (A),OP1.3.14 I (A),OP1.3.15 I (A),OP1.3.16 I (A)
0,2021-05-06,06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021-05-06,06:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2021-05-06,06:30:00,0.1063,0.1875,0.0,0.2,0.0125,0.0016526315789473682,0.1375,0.125,0.2,0.1875,0.1,0.2,0.0,0.1063,0.125,0.0625,0.125,0.1,0.0017857142857142859,0.0093875,0.0,0.00030000000000000003,0.0375,0.005076190476190476,0.1125111111111111,0.1063,0.1688,0.0813,0.1562,0.0813,0.2,0.0688,0.1125,0.0,0.0,0.2313,0.1375,0.15,0.0,0.075,0.01042857142857143,0.2688,0.0063,0.1562,0.1125,0.0
3,2021-05-06,06:45:00,0.1625,0.2521,0.18543333333333334,0.27919999999999995,0.23336666666666664,0.20833333333333334,0.2229,0.18963333333333332,0.25836666666666663,0.28123333333333334,0.23753333333333335,0.2833333333333334,0.28746666666666665,0.21043333333333333,0.2063,0.225,0.2271,0.17815,0.19065,0.22086666666666668,0.14166666666666666,0.19586666666666666,0.11043333333333334,0.22293333333333334,0.325,0.2417,0.2438,0.2437666666666667,0.19169999999999998,0.0813,0.23336666666666664,0.1271,0.24583333333333335,0.23329999999999998,0.21873333333333334,0.32083333333333336,0.2396,0.2541333333333333,0.20626666666666668,0.21459999999999999,0.19583333333333333,0.31043333333333334,0.14376666666666668,0.2167,0.23129999999999998,0.181275
4,2021-05-06,07:00:00,0.189075,0.25003333333333333,0.1406,0.2770666666666667,0.22916666666666666,0.24373333333333333,0.22503333333333334,0.17916666666666667,0.26876666666666665,0.29374999999999996,0.24373333333333336,0.2895666666666667,0.2812,0.21043333333333333,0.20005,0.2812,0.2271,0.1979,0.204725,0.23336666666666664,0.15315,0.20420000000000002,0.11249999999999999,0.21873333333333334,0.0,0.23749999999999996,0.23595,0.23540000000000003,0.21666666666666667,0.11719999999999998,0.23963333333333334,0.13336666666666666,0.24373333333333336,0.23750000000000002,0.19793333333333332,0.31666666666666665,0.1844,0.26666666666666666,0.16666666666666666,0.2479333333333333,0.20003333333333337,0.3083333333333333,0.1646,0.25206666666666666,0.2292,0.17920000000000003
5,2021-05-06,07:15:00,0.3041666666666667,0.2812,0.30206666666666665,0.3875333333333333,0.33336666666666664,0.28959999999999997,0.31666666666666665,0.31046666666666667,0.4041666666666666,0.4166666666666667,0.32083333333333336,0.41043333333333337,0.34579999999999994,0.25625,0.27709999999999996,0.4219,0.32503333333333334,0.3042,0.28543333333333337,0.3,0.18336666666666668,0.30315000000000003,0.1594,0.32083333333333336,0.45416666666666666,0.34170000000000006,0.3645666666666667,0.3313,0.2729333333333333,0.1896,0.3625,0.27815,0.3094,0.28435,0.30626666666666663,0.3792,0.3000333333333333,0.3271,0.2791666666666667,0.3354,0.25315,0.40209999999999996,0.2979,0.32293333333333335,0.30626666666666663,0.2708333333333333
6,2021-05-06,07:30:00,0.6500333333333334,0.7667,0.6646,0.6979333333333333,0.7604666666666667,0.7187666666666667,0.7333666666666666,0.6646000000000001,0.7500333333333334,0.75315,0.7167,0.7646000000000001,0.75315,0.6604333333333333,0.7062666666666667,0.76875,0.6812666666666667,0.6646,0.61565,0.77815,0.6083666666666666,0.61875,0.5771000000000001,0.6979333333333333,0.86255,0.71255,0.625,0.6124999999999999,0.5708666666666667,0.5292,0.75315,0.5188,0.7219,0.6292,0.6437666666666667,0.7541666666666668,0.7167,0.7000333333333334,0.6521,0.6541666666666667,0.5594,0.7833333333333333,0.6333333333333334,0.6458666666666667,0.6396000000000001,0.6250333333333333
7,2021-05-06,07:45:00,0.8688000000000001,0.8792000000000001,0.9312666666666667,1.0791666666666666,0.9031499999999999,1.0166666666666666,1.0688,0.9583666666666667,0.8417,0.93125,1.0354333333333334,0.9666666666666668,1.06875,1.07815,0.8521000000000001,0.9521333333333334,0.85315,0.8229333333333333,1.0083333333333335,0.8541666666666666,0.8166666666666668,0.9297000000000001,0.8645999999999999,0.9354333333333334,1.0062666666666666,0.9062,1.0479333333333332,0.9469000000000001,0.8792,0.79375,1.0208666666666666,0.8771,0.8354333333333334,1.06565,0.8312666666666667,1.0375,0.8438000000000001,1.0645666666666667,1.0062666666666666,0.9646,0.8479333333333333,1.0031,0.8833666666666667,0.9916999999999999,0.75315,0.9625333333333334
8,2021-05-06,08:00:00,1.21875,1.3604,1.2291999999999998,1.32505,1.4041666666666668,1.3375000000000001,1.4479333333333333,1.4188,1.39065,1.2167000000000001,1.26875,1.4625000000000001,1.3729333333333333,1.1688,1.2781500000000001,1.4,1.2479666666666667,1.26565,1.2906499999999999,1.2104333333333333,1.2854666666666665,1.21875,1.1521,1.3063,1.3792,1.1792,1.2344,1.232825,1.0396,1.0541666666666667,1.4291999999999998,1.25,1.4729666666666665,1.3187666666666666,1.2833333333333332,1.39065,1.3042,1.4604333333333335,1.20005,1.4625333333333332,1.1979666666666666,1.54375,1.2771000000000001,1.1469,1.1041666666666667,1.4000000000000001
9,2021-05-06,08:15:00,1.4708666666666668,1.6354333333333333,1.55,1.6104333333333336,1.5792000000000002,1.5271,1.64065,1.4844000000000002,1.5750333333333335,1.5125,1.5,1.51565,1.5375,1.3896,1.5916666666666668,1.6083666666666667,1.4978999999999998,1.5041666666666667,1.44845,1.45315,1.4979333333333333,1.5667,1.3958666666666666,1.5343499999999999,1.575,1.4344000000000001,1.5146,1.5333333333333332,1.4031500000000001,1.125,1.5125,1.4969000000000001,1.5812666666666668,1.620866666666667,1.4521333333333333,1.6125,1.575,1.5562666666666667,1.5000333333333333,1.5521,1.4583333333333333,1.6708666666666667,1.5333666666666668,1.38125,1.2687666666666668,1.5271000000000001
