,Data,Hora,OP4.1.1 I (A),OP4.1.2 I (A),OP4.1.3 I (A),OP4.1.4 I (A),OP4.1.5 I (A),OP4.1.6 I (A),OP4.1.7 I (A),OP4.1.8 I (A),OP4.1.9 I (A),OP4.1.10 I (A),OP4.1.11 I (A),OP4.1.12 I (A),OP4.1.13 I (A),OP4.1.14 I (A),OP4.1.15 I (A),OP4.1.16 I (A),OP4.1.17 I (A),OP4.1.18 I (A),OP4.1.19 I (A),OP4.1.20 I (A),OP4.1.21 I (A),OP4.1.22 I (A),OP4.2.1 I (A),OP4.2.2 I (A),OP4.2.3 I (A),OP4.2.4 I (A),OP4.2.5 I (A),OP4.2.7 I (A),OP4.2.8 I (A),OP4.2.9 I (A),OP4.2.10 I (A),OP4.2.11 I (A),OP4.2.12 I (A),OP4.2.13 I (A),OP4.2.14 I (A),OP4.2.15 I (A),OP4.2.16 I (A),OP4.2.17 I (A),OP4.2.18 I (A),OP4.2.19 I (A),OP4.2.20 I (A),OP4.2.21 I (A),OP4.2.22 I (A),OP4.3.1 I (A),OP4.3.2 I (A),OP4.3.3 I (A),OP4.3.4 I (A),OP4.3.5 I (A),OP4.3.6 I (A),OP4.3.7 I (A),OP4.3.8 I (A),OP4.3.9 I (A),OP4.3.10 I (A),OP4.3.11 I (A),OP4.3.12 I (A),OP4.3.13 I (A),OP4.3.14 I (A),OP4.3.15 I (A),OP4.3.16 I (A),OP4.3.17 I (A),OP4.3.18 I (A),OP4.3.19 I (A),OP4.3.20 I (A),OP4.3.21 I (A),OP4.3.22 I (A),OP4.4.1 I (A),OP4.4.2 I (A),OP4.4.3 I (A),OP4.4.4 I (A),OP4.4.5 I (A),OP4.4.6 I (A),OP4.4.7 I (A),OP4.4.8 I (A),OP4.4.9 I (A),OP4.4.10 I (A),OP4.4.11 I (A),OP4.4.12 I (A),OP4.4.13 I (A),OP4.4.14 I (A),OP4.4.15 I (A),OP4.4.16 I (A),OP4.4.17 I (A),OP4.4.18 I (A),OP4.4.19 I (A),OP4.4.20 I (A),OP4.5.1 I (A),OP4.5.2 I (A),OP4.5.3 I (A),OP4.5.4 I (A),OP4.5.5 I (A),OP4.5.6 I (A),OP4.5.7 I (A),OP4.5.8 I (A),OP4.5.9 I (A),OP4.5.10 I (A),OP4.5.11 I (A),OP4.5.12 I (A),OP4.5.13 I (A),OP4.5.14 I (A),OP4.5.15 I (A),OP4.5.16 I (A),OP4.5.17 I (A),OP4.5.18 I (A),OP4.5.19 I (A),OP4.5.20 I (A),OP4.5.21 I (A),OP4.5.22 I (A),OP4.6.1 I (A),OP4.6.2 I (A),OP4.6.3 I (A),OP4.6.4 I (A),OP4.6.5 I (A),OP4.6.6 I (A),OP4.6.7 I (A),OP4.6.8 I (A),OP4.6.9 I (A),OP4.6.10 I (A),OP4.6.11 I (A),OP4.6.12 I (A),OP4.6.13 I (A),OP4.6.14 I (A),OP4.6.15 I (A),OP4.6.16 I (A),OP4.6.17 I (A),OP4.6.18 I (A),OP4.6.19 I (A),OP4.6.20 I (A),OP4.6.21 I (A),OP4.6.22 I (A),OP4.7.1 I (A),OP4.7.2 I (A),OP4.7.3 I (A),OP4.7.5 I (A),OP4.7.6 I (A),OP4.7.7 I (A),OP4.7.8 I (A),OP4.7.9 I (A),OP4.7.10 I (A),OP4.7.11 I (A),OP4.7.12 I (A),OP4.7.13 I (A),OP4.7.14 I (A),OP4.7.15 I (A),OP4.7.16 I (A),OP4.7.17 I (A),OP4.7.18 I (A),OP4.7.19 I (A),OP4.7.20 I (A),OP4.7.21 I (A),OP4.7.22 I (A),OP4.8.1 I (A),OP4.8.2 I (A),OP4.8.3 I (A),OP4.8.4 I (A),OP4.8.5 I (A),OP4.8.6 I (A),OP4.8.7 I (A),OP4.8.8 I (A),OP4.8.9 I (A),OP4.8.10 I (A),OP4.8.11 I (A),OP4.8.12 I (A),OP4.8.13 I (A),OP4.8.14 I (A),OP4.8.15 I (A),OP4.8.16 I (A),OP4.8.17 I (A),OP4.8.18 I (A),OP4.8.19 I (A),OP4.8.20 I (A),OP4.8.21 I (A),OP4.8.22 I (A),OP4.9.1 I (A),OP4.9.2 I (A),OP4.9.3 I (A),OP4.9.4 I (A),OP4.9.5 I (A),OP4.9.6 I (A),OP4.9.7 I (A),OP4.9.8 I (A),OP4.9.9 I (A),OP4.9.10 I (A),OP4.9.11 I (A),OP4.9.12 I (A),OP4.9.13 I (A),OP4.9.14 I (A),OP4.9.15 I (A),OP4.9.16 I (A),OP4.9.17 I (A),OP4.9.18 I (A),OP4.9.19 I (A),OP4.9.20 I (A),OP4.9.21 I (A),OP4.9.22 I (A)
0,2021-02-19,06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021-02-19,06:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2021-02-19,06:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2021-02-19,06:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0664125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027066666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10697777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023450000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014600000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022745454545454544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07293333333333334,0.0,0.0,0.0,0.050899999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.102375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0188,0.0125,0.0,0.0
4,2021-02-19,07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046638461538461545,0.030000000000000006,0.0,0.0,0.0,0.03543333333333334,0.012499999999999999,0.009375,0.0,0.08125,0.0312,0.0,0.0,0.0,0.0,0.043457142857142854,0.0813,0.0,0.039599999999999996,0.0,0.0125,0.006257142857142858,0.0,0.1063,0.075,0.0,0.03333333333333333,0.05315,0.0021,0.025,0.010433333333333334,0.075,0.04583333333333334,0.03333333333333333,0.0,0.016666666666666666,0.11253333333333333,0.0521,0.07916666666666666,0.0344,0.02345,0.1,0.07815,0.10625000000000001,0.0125,0.0375,0.12969999999999998,0.00625,0.13913913043478263,0.025,0.0,0.0,0.0,0.0,0.0,0.0312,0.0,0.0,0.0188,0.022365384615384613,0.075,0.0,0.0312,0.0,0.1,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.03228333333333334,0.0097,0.0,0.05,0.0688,0.009722222222222222,0.0,0.0188,0.007390909090909092,0.0281,0.075,0.11154615384615382,0.0,0.0,0.0,0.0,0.0375,0.03755,0.025,0.0,0.020833333333333332,0.027066666666666666,0.1063,0.0375,0.004166666666666667,0.1063,0.041699999999999994,0.03435,0.029442857142857142,0.0094,0.0521,0.05,0.11875000000000001,0.15157500000000002,0.0625,0.07815,0.037533333333333335,0.00625,0.04586666666666667,0.00315,0.014600000000000002,0.0,0.049999999999999996,0.04376666666666667,0.031266666666666665,0.0,0.014566666666666667,0.04065,0.01875,0.10625000000000001,0.06875,0.0469,0.06875,0.006266666666666667,0.0,0.0,0.09065000000000001,0.06565,0.1125,0.059399999999999994,0.075,0.075,0.1063,0.0,0.0625,0.0,0.075,0.0,0.0,0.0,0.125,0.1,0.0813,0.075,0.0,0.0938,0.07304210526315788,0.0055947368421052635,0.0,0.0,0.05000000000000002,0.05,0.0688,0.0,0.0125,0.0,0.125,0.07815,0.11044166666666666,0.0625,0.0271,0.0,0.0,0.068775,0.0,0.0375,0.0312,0.125,0.0625,0.005118181818181819,0.04318181818181818,0.0,0.1813
5,2021-02-19,07:15:00,0.12190000000000001,0.01255,0.03333333333333333,0.14796666666666666,0.067175,0.1396,0.053099999999999994,0.0969,0.0,0.14793333333333333,0.0896,0.1,0.05000000000000001,0.05833333333333333,0.0,0.09793333333333333,0.07503333333333333,0.125,0.1063,0.03333333333333333,0.075,0.0646,0.0969,0.0896,0.09583333333333333,0.08336666666666666,0.1406,0.08126666666666667,0.13125,0.04586666666666667,0.041666666666666664,0.13437500000000002,0.11875,0.11043333333333334,0.016666666666666666,0.11565,0.0604,0.06666666666666667,0.0667,0.10003333333333335,0.1646,0.0875,0.06565,0.0938,0.1375,0.0438,0.08543333333333335,0.06043333333333333,0.15315,0.125,0.10314999999999999,0.05833333333333333,0.0625,0.17815,0.1406,0.1771,0.1146,0.09375,0.1625,0.1125,0.1625,0.081275,0.07815,0.20625,0.037533333333333335,0.2313,0.075,0.12293333333333334,0.027066666666666666,0.0938,0.1531,0.075,0.14376666666666668,0.14379999999999998,0.1594,0.10210000000000001,0.13125,0.1708333333333333,0.08754999999999999,0.11565,0.0688,0.16875,0.0469,0.034375,0.07815,0.13285,0.04583333333333334,0.11876666666666667,0.029166666666666664,0.0875,0.0828,0.0,0.1094,0.15,0.07086666666666666,0.0938,0.08755,0.06876666666666667,0.0896,0.10625000000000001,0.11875000000000001,0.1422,0.1688,0.025033333333333335,0.0,0.06876666666666666,0.03956666666666667,0.0917,0.1042,0.09376666666666666,0.0,0.0625,0.06666666666666667,0.13126666666666667,0.10314999999999999,0.05213333333333333,0.1375,0.1125,0.05000000000000001,0.14375,0.04375,0.1281,0.075,0.17815,0.2188,0.09793333333333333,0.1438,0.1146,0.0188,0.1,0.09376666666666666,0.06875,0.07706666666666666,0.11565,0.10005,0.08543333333333332,0.0375,0.07189999999999999,0.125,0.11565,0.1771,0.11043333333333334,0.093775,0.13595000000000002,0.03125,0.0594,0.03333333333333333,0.14376666666666668,0.1375,0.1781,0.13753333333333334,0.14376666666666668,0.12916666666666668,0.13336666666666666,0.0625,0.10314999999999999,0.11043333333333334,0.13440000000000002,0.10210000000000001,0.05,0.0625,0.19583333333333333,0.14376666666666668,0.14065,0.1292,0.1938,0.13125,0.19065,0.09065000000000001,0.16456666666666667,0.0521,0.13753333333333334,0.10315,0.0969,0.12190000000000001,0.11876666666666667,0.0,0.1625,0.14065,0.17500000000000002,0.13435,0.0969,0.022933333333333333,0.07189999999999999,0.1469,0.053099999999999994,0.08435000000000001,0.10625000000000001,0.1531,0.125,0.056249999999999994,0.13336666666666666,0.12706666666666666,0.2354333333333333
6,2021-02-19,07:30:00,0.275,0.14379999999999998,0.17293333333333336,0.2938,0.225,0.29373333333333335,0.2875,0.20836666666666667,0.07815000000000001,0.2969,0.16875,0.225,0.251575,0.19685,0.10625,0.2531,0.23123333333333332,0.22916666666666666,0.1688,0.16456666666666667,0.2125,0.19793333333333332,0.22815000000000002,0.275,0.2437666666666667,0.225025,0.2594,0.22290000000000001,0.271875,0.25416666666666665,0.35,0.2656,0.26880000000000004,0.3438,0.18543333333333334,0.28125,0.20005,0.22496666666666668,0.34065,0.28336666666666666,0.3094,0.27499999999999997,0.24583333333333335,0.2041666666666667,0.2438,0.1531,0.23125,0.2656,0.28753333333333336,0.28126666666666666,0.20833333333333334,0.16565,0.17706666666666668,0.27815,0.3,0.2781,0.26666666666666666,0.2672,0.31246666666666667,0.2812,0.3166333333333333,0.22503333333333334,0.1854,0.39375,0.13440000000000002,0.33435,0.24373333333333333,0.2271,0.20210000000000003,0.175,0.2833333333333334,0.2625,0.30625,0.2646,0.32293333333333335,0.29375,0.2922,0.3344,0.2687333333333333,0.28750000000000003,0.1844,0.32916666666666666,0.23956666666666668,0.22815,0.1812666666666667,0.30416666666666664,0.20210000000000003,0.29163333333333336,0.24583333333333335,0.22293333333333334,0.2792,0.2625,0.20210000000000003,0.3041666666666667,0.30626666666666663,0.3406,0.254675,0.2344,0.23755,0.27706666666666663,0.28125,0.32505,0.34793333333333337,0.17086666666666664,0.19166666666666665,0.18753333333333333,0.19583333333333333,0.27185,0.24685,0.1844,0.18125,0.18543333333333334,0.22706666666666667,0.2646,0.3187,0.24380000000000002,0.3125,0.3125,0.2187,0.31456666666666666,0.125,0.23595,0.22970000000000002,0.3562666666666667,0.35420000000000007,0.2313,0.32657499999999995,0.28435,0.2583333333333333,0.20836666666666667,0.1875,0.22342499999999998,0.2854333333333333,0.25,0.25939999999999996,0.27086666666666664,0.18753333333333333,0.17815,0.2813,0.19065,0.41039999999999993,0.31253333333333333,0.22185,0.3041333333333333,0.19376666666666664,0.0813,0.23956666666666668,0.3146,0.26253333333333334,0.3172,0.325,0.2729,0.23543333333333336,0.3208666666666667,0.16876666666666665,0.3125,0.2937666666666667,0.2937666666666667,0.27086666666666664,0.15315,0.22293333333333332,0.39166666666666666,0.2937666666666667,0.27190000000000003,0.2667,0.3562666666666667,0.2219,0.3604,0.240625,0.3187666666666667,0.2146,0.2531,0.29583333333333334,0.18543333333333334,0.275,0.32083333333333336,0.16095,0.25,0.275,0.34685,0.2562333333333333,0.217175,0.11879999999999998,0.2125,0.3625,0.25,0.21043333333333333,0.24380000000000002,0.32293333333333335,0.2667,0.23956666666666668,0.31666666666666665,0.27496666666666664,0.3625
7,2021-02-19,07:45:00,0.45940000000000003,0.3895666666666666,0.40935,0.509375,0.4041666666666666,0.5396333333333333,0.4167,0.42706666666666665,0.31565,0.5,0.4812666666666667,0.44580000000000003,0.40315,0.3437333333333334,0.2562,0.4437,0.4375,0.4812666666666667,0.4708333333333334,0.400025,0.4145666666666667,0.4271,0.3812666666666667,0.4125,0.3854333333333333,0.39376666666666665,0.48543333333333333,0.4125,0.46249999999999997,0.39065,0.41564999999999996,0.5406,0.495325,0.49379999999999996,0.37185,0.47815,0.426575,0.37293333333333334,0.4344,0.46565,0.495325,0.5063,0.4479333333333333,0.42185,0.4578,0.35623333333333335,0.3958,0.3844,0.44689999999999996,0.4094,0.4396,0.3458666666666667,0.3438,0.48749999999999993,0.4333666666666667,0.47347500000000003,0.38434999999999997,0.44065,0.5062500000000001,0.4854666666666667,0.5015999999999999,0.33749999999999997,0.40625,0.5750333333333334,0.34995,0.5146,0.42710000000000004,0.4500333333333333,0.32184999999999997,0.4062666666666666,0.49166666666666664,0.40625,0.46565,0.475,0.49845,0.43543333333333334,0.4688,0.49376666666666663,0.35,0.4833666666666667,0.3958333333333333,0.5458666666666666,0.48125,0.3812333333333333,0.41564999999999996,0.44689999999999996,0.3375,0.475,0.3812,0.39375,0.48125,0.49793333333333334,0.4344,0.0,0.4083333333333334,0.48960000000000004,0.42296666666666666,0.46875,0.4312666666666667,0.4469,0.4938,0.5688,0.5083666666666666,0.3833666666666667,0.3156,0.425,0.3666666666666667,0.4313,0.43126666666666663,0.43435,0.3187666666666667,0.42710000000000004,0.3979,0.4719,0.45005,0.33440000000000003,0.5,0.4479,0.44999999999999996,0.3812666666666667,0.3916666666666666,0.4,0.47505,0.5708333333333333,0.5406500000000001,0.45315,0.5166666666666667,0.46036666666666665,0.38439999999999996,0.4563,0.3594,0.4094,0.425,0.5094000000000001,0.4875,0.45940000000000003,0.3958333333333333,0.454725,0.4875333333333334,0.4344,0.5844,0.5125,0.5083666666666667,0.5156499999999999,0.4188,0.40315,0.40315,0.5500333333333334,0.5333666666666667,0.5844,0.49583333333333335,0.5083333333333334,0.5188,0.5187666666666666,0.3781,0.5145666666666666,0.4583666666666666,0.5021,0.4812666666666667,0.4375,0.4281,0.61875,0.53435,0.48336666666666667,0.4792,0.5604666666666667,0.5188,0.625,0.5,0.5604333333333333,0.4938,0.5042,0.49583333333333335,0.4937666666666667,0.4875,0.5167,0.2812,0.5458666666666666,0.4854,0.5250333333333334,0.4229333333333334,0.42495,0.26456666666666667,0.28123333333333334,0.44065,0.35625,0.3875,0.39065,0.49166666666666664,0.4791666666666667,0.425,0.4687666666666666,0.4687666666666666,0.5667
8,2021-02-19,08:00:00,0.38336666666666663,0.29059999999999997,0.33440000000000003,0.42185,0.32189999999999996,0.45785000000000003,0.3437333333333334,0.3594,0.2313,0.41559999999999997,0.3625,0.34065,0.32505,0.2812,0.19583333333333333,0.34065,0.3563,0.3781,0.3625,0.30935,0.325,0.30935,0.2854,0.3041333333333333,0.33755,0.3375,0.425,0.3,0.4146,0.32187499999999997,0.339075,0.425,0.40935,0.4,0.30210000000000004,0.38439999999999996,0.3469,0.32189999999999996,0.3594,0.37296666666666667,0.4375,0.376575,0.3812333333333333,0.35003333333333336,0.41250000000000003,0.29064999999999996,0.35314999999999996,0.34170000000000006,0.378125,0.40315,0.36875,0.2791666666666667,0.2781,0.4375,0.4083666666666666,0.4062,0.35314999999999996,0.3625,0.4291666666666667,0.4375,0.4344,0.29059999999999997,0.33956666666666663,0.47814999999999996,0.29793333333333333,0.47503333333333336,0.3625,0.3646,0.2562,0.325,0.375,0.34169999999999995,0.3958333333333333,0.40315,0.44689999999999996,0.3666666666666667,0.35624999999999996,0.42815000000000003,0.3813,0.3875,0.32293333333333335,0.4547,0.3875,0.30210000000000004,0.3313,0.3625,0.2791666666666666,0.38125,0.31876666666666664,0.32815,0.3875,0.39166666666666666,0.375,0.42916666666666664,0.35833333333333334,0.4270666666666667,0.3438,0.34170000000000006,0.3281,0.36669999999999997,0.4062333333333334,0.42655,0.4437,0.2979,0.25833333333333336,0.37083333333333335,0.29059999999999997,0.3667,0.3687666666666667,0.35469999999999996,0.21043333333333333,0.32189999999999996,0.32499999999999996,0.41559999999999997,0.3833333333333333,0.3125,0.41873333333333335,0.375,0.3375333333333333,0.35314999999999996,0.30626666666666663,0.3594,0.39690000000000003,0.4708333333333334,0.46565,0.3812666666666667,0.43125,0.4344,0.3375333333333333,0.3979333333333333,0.35314999999999996,0.32505,0.3688,0.396875,0.38434999999999997,0.36669999999999997,0.29793333333333333,0.3719,0.3938,0.3896,0.4792,0.4354,0.3958,0.4270666666666667,0.3021,0.35314999999999996,0.346875,0.4812666666666667,0.439075,0.4792,0.4313,0.40935,0.4083333333333334,0.4417,0.30833333333333335,0.41250000000000003,0.40625,0.44375,0.3979333333333333,0.34793333333333337,0.357825,0.5229666666666667,0.44375,0.3938,0.4145666666666667,0.4875,0.45782500000000004,0.4896,0.4000000000000001,0.45940000000000003,0.35624999999999996,0.42185,0.3937,0.4125,0.4166666666666667,0.4229,0.3,0.4479,0.4041666666666666,0.4479333333333333,0.3625,0.3719,0.22916666666666666,0.2625,0.3896,0.0,0.3521,0.3458666666666667,0.41873333333333335,0.43126666666666663,0.3563,0.41040000000000004,0.4031,0.4937666666666667
9,2021-02-19,08:15:00,0.6229333333333333,0.5104333333333333,0.5312666666666667,0.6562666666666667,0.5187333333333334,0.76875,0.5062333333333333,0.590675,0.4479,0.64375,0.6000333333333333,0.7375,0.5666666666666667,0.5917,0.4041333333333334,0.5604333333333334,0.5958666666666667,0.6021,0.6562,0.4875,0.51875,0.51875,0.4562333333333333,0.4969,0.49793333333333334,0.5104333333333333,0.6229666666666667,0.4791666666666667,0.6604333333333333,0.5875,0.5438,0.7625,0.5375,0.7063,0.5270666666666667,0.6042000000000001,0.5146000000000001,0.375,0.6313,0.5771000000000001,0.62815,0.6729333333333334,0.61875,0.5979333333333333,0.6812666666666667,0.5791666666666667,0.5916666666666667,0.5438000000000001,0.6396000000000001,0.6437666666666667,0.59065,0.5041666666666668,0.45626666666666665,0.6125,0.6625,0.637525,0.4937666666666667,0.5542000000000001,0.59685,0.6958333333333333,0.6844,0.54065,0.5520666666666667,0.7203249999999999,0.5041666666666668,0.714075,0.59065,0.6375500000000001,0.5542000000000001,0.5333666666666667,0.69065,0.5844,0.5896,0.7125,0.6937666666666668,0.56565,0.5875,0.6646000000000001,0.5656,0.5708666666666667,0.5958333333333333,0.7219,0.6375,0.5187666666666666,0.5604333333333333,0.66875,0.0,0.5813,0.52815,0.5406500000000001,0.6047,0.6125499999999999,0.66875,0.8,0.6354333333333333,0.7167,0.52505,0.6156499999999999,0.5750000000000001,0.675,0.6938,0.6313,0.7271000000000001,0.5875,0.52815,0.6141000000000001,0.5391,0.5604333333333333,0.5396,0.66255,0.44684999999999997,0.4,0.5667,0.6979666666666667,0.5437333333333333,0.62815,0.6875333333333332,0.5781499999999999,0.5625,0.5458333333333334,0.5041666666666667,0.6875,0.58125,0.687525,0.7187666666666667,0.6344000000000001,0.6604333333333333,0.6375500000000001,0.6042000000000001,0.5813,0.581275,0.4979333333333333,0.5916666666666667,0.5750500000000001,0.5562666666666667,0.6396000000000001,0.5437333333333333,0.6479333333333334,0.5969,0.65315,0.6854,0.6042000000000001,0.6791666666666667,0.6344000000000001,0.55,0.4469,0.6166999999999999,0.7374999999999999,0.66875,0.64845,0.612525,0.6844,0.6688000000000001,0.7313000000000001,0.525,0.6875333333333334,0.606275,0.7563,0.6124999999999999,0.6187666666666667,0.6000333333333333,0.7875,0.6313,0.6354666666666667,0.6875333333333332,0.7000000000000001,0.6917,0.7167,0.56255,0.7125,0.6594,0.6562666666666667,0.5958333333333333,0.6375333333333334,0.63435,0.6750333333333334,0.4625000000000001,0.6875,0.475,0.71565,0.575,0.6875,0.4875,0.44586666666666663,0.5187999999999999,0.5187666666666666,0.5979333333333333,0.6,0.6479333333333334,0.6770999999999999,0.6041666666666667,0.62815,0.6708333333333334,0.7479333333333334
