,Data,Hora,P1.1.1 V (V),P1.1.2 V (V),P1.1.3 V (V),P1.1.4 V (V),P1.1.5 V (V),P1.1.6 V (V),P1.1.7 V (V),P1.1.8 V (V),P1.1.9 V (V),P1.1.10 V (V),P1.1.11 V (V),P1.1.12 V (V),P1.1.13 V (V),P1.1.14 V (V),P1.1.15 V (V),P1.1.16 V (V),P1.2.1 V (V),P1.2.2 V (V),P1.2.3 V (V),P1.2.4 V (V),P1.2.5 V (V),P1.2.6 V (V),P1.2.7 V (V),P1.2.8 V (V),P1.2.9 V (V),P1.2.11 V (V),P1.2.12 V (V),P1.2.13 V (V),P1.2.14 V (V),P1.2.15 V (V),P1.2.16 V (V),P1.3.1 V (V),P1.3.2 V (V),P1.3.3 V (V),P1.3.4 V (V),P1.3.5 V (V),P1.3.6 V (V),P1.3.7 V (V),P1.3.9 V (V),P1.3.10 V (V),P1.3.11 V (V),P1.3.12 V (V),P1.3.13 V (V),P1.3.14 V (V),P1.3.15 V (V),P1.3.16 V (V)
0,2021-05-20,06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021-05-20,06:15:00,59.3125,57.875,50.5,57.125,69.4375,70.44642857142857,59.375,59.0,60.5,63.625,0.0,61.375,64.0,61.125,58.625,60.375,62.625,64.625,61.0,71.109375,70.6125,65.875,71.33035714285714,48.125,70.45138888888889,62.5,64.875,66.125,62.0,51.375,63.125,54.25,58.125,56.75,58.25,59.125,66.0,55.5,70.49107142857143,60.5,71.03676470588235,66.0,63.375,53.75,50.0,54.0
2,2021-05-20,06:30:00,71.125,65.95833333333333,65.4375,67.0,64.0,64.70833333333333,63.875,62.708333333333336,65.4375,66.08333333333333,63.0,66.16666666666667,65.45833333333333,64.5,65.45833333333333,64.08333333333333,62.125,66.25,63.333333333333336,63.375,65.5,64.125,63.708333333333336,59.375,65.45833333333333,65.83333333333333,65.9375,64.79166666666667,67.04166666666667,53.375,0.0,57.375,66.75,59.458333333333336,68.25,63.375,67.125,63.458333333333336,63.208333333333336,68.16666666666667,64.5625,66.75,61.75,66.625,65.625,63.833333333333336
3,2021-05-20,06:45:00,69.0,71.0625,70.125,70.54166666666667,71.16666666666667,71.5625,69.66666666666667,71.8125,69.375,68.5,68.875,68.91666666666667,69.25,68.33333333333333,67.75,69.625,71.0,66.41666666666667,67.625,66.5,66.625,68.45833333333333,69.375,63.5625,68.25,70.66666666666667,72.5625,69.71875,69.91666666666667,67.28125,67.66666666666667,67.125,71.625,69.66666666666667,70.46875,68.33333333333333,69.25,70.83333333333333,69.125,74.33333333333333,71.6875,72.125,71.5625,70.125,70.33333333333333,71.08333333333333
4,2021-05-20,07:00:00,71.20833333333333,71.91666666666667,73.08333333333333,73.375,72.625,72.08333333333333,71.875,71.91666666666667,71.16666666666667,70.70833333333333,70.375,72.125,70.125,71.875,71.83333333333333,70.54166666666667,71.20833333333333,70.625,71.5,72.5,72.45833333333333,71.0,73.5,70.0625,71.41666666666667,74.41666666666667,72.375,73.5625,70.625,69.625,75.75,72.0,73.20833333333333,72.75,71.5,72.6875,71.375,71.5,71.04166666666667,79.20833333333333,77.41666666666667,73.0,72.5,74.04166666666667,71.0625,78.04166666666667
5,2021-05-20,07:15:00,72.25,73.375,72.9375,73.29166666666667,73.95833333333333,72.75,73.0,73.25,72.04166666666667,72.0,71.91666666666667,72.1875,72.16666666666667,72.33333333333333,72.58333333333333,72.0,72.16666666666667,71.16666666666667,73.1875,72.75,72.04166666666667,72.4375,73.75,71.9375,72.375,76.41666666666667,72.1875,72.5,74.70833333333333,73.125,73.5,72.45833333333333,73.25,73.03125,72.875,73.0,72.04166666666667,72.66666666666667,72.375,81.25,79.8125,72.75,72.58333333333333,76.3125,74.66666666666667,74.9375
6,2021-05-20,07:30:00,73.875,73.83333333333333,74.1875,75.0,74.33333333333333,73.375,74.16666666666667,73.70833333333333,72.83333333333333,72.5625,71.625,73.08333333333333,72.58333333333333,72.83333333333333,71.6875,73.33333333333333,72.66666666666667,72.125,72.70833333333333,73.375,72.83333333333333,73.875,74.08333333333333,72.16666666666667,71.25,79.25,73.375,73.25,77.0625,75.41666666666667,73.375,73.25,74.29166666666667,73.75,72.875,74.04166666666667,73.25,73.54166666666667,72.8125,82.04166666666667,79.04166666666667,74.375,73.45833333333333,78.25,77.08333333333333,75.0
7,2021-05-20,07:45:00,72.66666666666667,74.125,72.79166666666667,73.41666666666667,73.625,74.20833333333333,72.79166666666667,73.5,73.29166666666667,72.1875,72.54166666666667,73.66666666666667,73.625,73.04166666666667,72.83333333333333,73.625,72.75,72.96875,73.875,73.5,73.5,73.9375,74.5,73.91666666666667,72.875,80.41666666666667,74.375,73.875,78.41666666666667,76.91666666666667,74.5,72.625,73.83333333333333,73.75,73.20833333333333,73.33333333333333,73.04166666666667,72.5625,72.875,75.625,81.95833333333333,73.66666666666667,74.0,79.95833333333333,78.375,74.45833333333333
8,2021-05-20,08:00:00,72.4375,72.75,71.9375,73.33333333333333,72.71875,72.45833333333333,72.625,72.5,73.9375,73.08333333333333,73.41666666666667,73.54166666666667,74.1875,72.625,73.16666666666667,74.21875,72.33333333333333,73.04166666666667,73.125,74.25,73.45833333333333,73.16666666666667,74.25,72.625,73.0,81.375,74.16666666666667,74.0,79.75,77.54166666666667,74.4375,71.5,73.25,71.5625,72.29166666666667,72.41666666666667,71.875,72.125,71.70833333333333,73.04166666666667,82.41666666666667,72.83333333333333,71.4375,80.70833333333333,78.875,73.9375
9,2021-05-20,08:15:00,71.375,72.3125,71.75,71.5,0.0,71.625,70.9375,71.75,72.54166666666667,72.20833333333333,72.9375,72.0625,73.08333333333333,72.125,72.41666666666667,72.6875,71.6875,71.5,72.75,73.4375,72.33333333333333,72.79166666666667,73.75,72.33333333333333,72.16666666666667,81.375,72.5,72.91666666666667,80.625,78.125,72.46875,71.16666666666667,72.4375,72.0,71.20833333333333,71.66666666666667,71.4375,71.46875,70.79166666666667,72.29166666666667,82.0,71.95833333333333,70.91666666666667,81.125,78.79166666666667,73.04166666666667
