,Data,Hora,P2.1.1 P (W),P2.1.2 P (W),P2.1.3 P (W),P2.1.4 P (W),P2.1.5 P (W),P2.1.6 P (W),P2.1.7 P (W),P2.1.8 P (W),P2.1.9 P (W),P2.1.10 P (W),P2.1.11 P (W),P2.1.12 P (W),P2.1.13 P (W),P2.1.14 P (W),P2.1.15 P (W),P2.1.16 P (W),P2.2.1 P (W),P2.2.2 P (W),P2.2.3 P (W),P2.2.4 P (W),P2.2.5 P (W),P2.2.6 P (W),P2.2.7 P (W),P2.2.8 P (W),P2.2.9 P (W),P2.2.10 P (W),P2.2.11 P (W),P2.2.12 P (W),P2.2.13 P (W),P2.2.14 P (W),P2.2.15 P (W),P2.2.16 P (W),P2.3.1 P (W),P2.3.2 P (W),P2.3.3 P (W),P2.3.4 P (W),P2.3.5 P (W),P2.3.6 P (W),P2.3.7 P (W),P2.3.8 P (W),P2.3.9 P (W),P2.3.10 P (W),P2.3.11 P (W),P2.3.12 P (W),P2.3.13 P (W),P2.3.14 P (W),P2.3.15 P (W),P2.3.16 P (W)
0,2021-07-04,06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021-07-04,06:15:00,1.0664,2.1422,0.6386333333333334,0.184,0.0,7.1859,12.03125,4.5375,2.46095,10.05275,8.54885,6.0586,0.7891,0.732825,0.0,8.4062,3.5461,1.26035,4.484,9.094899999999999,9.4336,10.3711,1.0807333333333335,3.9445,2.699290909090909,5.6125,4.7812,12.64375,5.3125,6.6426,0.12589999999999998,4.4438,6.1335999999999995,6.3617,4.26875,3.70383,7.933199999999999,3.0461,5.4281500000000005,6.50625,5.180499999999999,4.500625,3.15,5.975,1.8398,10.06405,8.43905,8.6625
2,2021-07-04,06:30:00,8.0969,6.9086,7.604433333333333,3.3693000000000004,18.5875,10.9544,17.247433333333333,8.9416,8.50075,14.6133,15.785166666666667,11.48635,4.4393,7.132225,2.2536666666666667,12.655466666666667,8.73435,10.16605,9.2438,13.748433333333333,12.431624999999999,12.682066666666666,10.9938,8.0,12.051033333333331,10.253150000000002,10.4008,17.634633333333333,9.902866666666666,10.4582,8.347666666666667,9.296866666666666,10.9055,12.211733333333333,8.904933333333332,12.0578,12.383866666666668,7.916166666666666,10.663533333333334,11.9324,13.46405,13.103900000000001,7.553299999999999,12.562233333333333,7.315366666666667,17.454433333333334,11.4551,14.4893
3,2021-07-04,06:45:00,12.439824999999999,12.489833333333332,15.024966666666666,9.55625,25.0945,15.10935,22.298199999999998,11.3512,13.597633333333334,18.811999999999998,21.472400000000004,16.658775,6.997899999999999,13.2301,2.1891,17.66795,12.321100000000001,10.197633333333334,10.464833333333333,20.0094,18.190366666666666,16.820833333333333,15.3586,13.608333333333334,20.4539,16.70913333333333,13.725,19.95895,12.227866666666666,13.05705,14.981625,16.038533333333334,13.789866666666667,22.2746,13.125,15.646099999999999,12.35,13.459633333333334,13.8152,16.44415,18.73475,17.6737,15.0586,17.004433333333335,9.877749999999999,21.935666666666666,19.658833333333334,17.840633333333333
4,2021-07-04,07:00:00,23.00505,25.557566666666663,28.274200000000004,22.108866666666668,35.29415,29.273625000000003,36.516133333333336,25.576349999999998,28.5047,36.597300000000004,39.5914,23.584400000000002,21.579466666666665,20.480449999999998,18.942775,33.24255,25.111725,20.697400000000002,27.6539,36.3457,20.8383,29.389300000000002,29.9756,19.44025,27.8027,21.3848,28.423024999999996,30.76135,25.286199999999997,25.1207,22.0469,27.316000000000003,24.6797,27.54415,21.2785,24.599999999999998,28.74415,22.845066666666668,29.026575,29.472074999999997,0.0,32.8823,26.62136666666667,27.3807,25.998224999999998,37.5789,25.018349999999998,31.597400000000004
5,2021-07-04,07:15:00,40.08615,37.2453,41.7909,34.6832,49.9138,48.643,54.0422,43.207300000000004,39.77473333333333,45.86953333333333,50.89556666666667,44.1668,39.78776666666667,41.534000000000006,33.3031,46.3539,42.271899999999995,40.949200000000005,41.95315,49.5474,48.362766666666666,47.20676666666666,42.921099999999996,39.994550000000004,44.905699999999996,43.826033333333335,43.560950000000005,51.74066666666667,39.0234,42.032849999999996,42.951750000000004,38.9594,39.27526666666667,45.179325000000006,40.091025,44.447425,48.3891,41.333866666666665,44.4211,44.13126666666667,43.388099999999994,44.8742,38.9526,46.282333333333334,0.0,50.1164,45.00117499999999,47.781499999999994
6,2021-07-04,07:30:00,26.77105,27.879499999999997,14.13675,18.03333333333333,52.11795,35.7758,41.96223333333334,26.41405,33.851600000000005,32.393233333333335,43.875,29.20416666666667,25.20075,37.2112,19.8375,50.7031,30.3629,29.4289,34.704166666666666,34.81445,37.220699999999994,35.36793333333333,32.30155,29.777324999999998,29.1159,30.08986666666667,31.912233333333337,38.55623333333333,30.9039,33.4505,31.25,28.804200000000005,29.920299999999997,32.675,34.68945,40.797650000000004,29.696300000000004,40.8,31.07496666666667,46.1266,29.7656,38.07245,27.185166666666664,15.9273,29.9344,33.1547,34.2965,33.7047
7,2021-07-04,07:45:00,42.1926,41.4961,42.70153333333334,33.4159,51.1427,50.5135,52.12969999999999,37.3617,48.4703,50.91693333333333,38.6309,35.14535,44.4445,34.51795,18.3906,43.2043,52.834,47.233,40.708333333333336,49.040099999999995,41.365633333333335,49.703633333333336,61.695699999999995,45.18956666666667,43.9508,37.8938,41.27265,60.702866666666665,51.521100000000004,49.60963333333333,33.980466666666665,52.0188,54.65443333333334,39.400299999999994,42.353366666666666,39.410666666666664,54.274,38.369150000000005,50.4409,51.58905,51.457049999999995,62.0801,49.1823,46.5484,50.08936666666667,58.69663333333333,38.5703,47.633900000000004
8,2021-07-04,08:00:00,76.7281,62.72815,75.9828,65.69170000000001,69.0016,77.42289999999998,80.50416666666666,72.75625,72.36720000000001,72.37615,82.2664,73.56875,74.83985000000001,72.139075,54.7164,83.49844999999999,73.88646666666666,77.49765,75.77239999999999,81.12553333333334,75.35520000000001,76.7974,78.35053333333333,69.10000000000001,78.23145,79.72836666666667,76.11876666666666,81.43723333333334,64.90625,75.77656666666667,76.960725,79.1027,70.06170000000002,82.7672,68.86095,78.002725,80.32706666666667,75.76743333333333,75.30936666666666,76.75626666666666,80.5052,82.87603333333334,74.1293,73.02499999999999,76.80183333333333,90.54845,78.71513333333333,73.60700000000001
9,2021-07-04,08:15:00,93.27365,88.1871,102.2039,66.9094,110.43906666666668,104.45886666666668,114.31016666666669,100.35183333333335,102.225,108.20989999999999,113.28226666666667,95.12450000000001,83.07996666666668,93.29686666666667,91.19036666666666,110.44453333333335,98.6379,100.07245,91.12656666666668,102.2935,111.24220000000001,107.1927,80.7625,93.0102,94.0996,102.8801,91.5047,123.78905,87.736725,86.41405,95.99455,82.23673333333333,96.85155,106.49045000000001,101.3849,110.51356666666668,110.106,82.55035000000001,88.7906,107.2401,109.84036666666667,110.30806666666666,93.72087499999999,119.13165000000001,97.0302,115.18856666666666,111.0844,101.77145
