,Data,Hora,P1.1.1 P (W),P1.1.2 P (W),P1.1.3 P (W),P1.1.4 P (W),P1.1.5 P (W),P1.1.6 P (W),P1.1.7 P (W),P1.1.8 P (W),P1.1.9 P (W),P1.1.10 P (W),P1.1.12 P (W),P1.1.13 P (W),P1.1.14 P (W),P1.1.15 P (W),P1.1.16 P (W),P1.2.1 P (W),P1.2.2 P (W),P1.2.3 P (W),P1.2.4 P (W),P1.2.5 P (W),P1.2.6 P (W),P1.2.7 P (W),P1.2.8 P (W),P1.2.9 P (W),P1.2.10 P (W),P1.2.11 P (W),P1.2.13 P (W),P1.2.14 P (W),P1.2.15 P (W),P1.2.16 P (W),P1.3.1 P (W),P1.3.2 P (W),P1.3.4 P (W),P1.3.5 P (W),P1.3.6 P (W),P1.3.7 P (W),P1.3.8 P (W),P1.3.9 P (W),P1.3.10 P (W),P1.3.11 P (W),P1.3.12 P (W),P1.3.13 P (W),P1.3.14 P (W),P1.3.15 P (W),P1.3.16 P (W)
0,2021-09-06,06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021-09-06,06:15:00,0.0,0.0,0.0,0.0,0.0,0.08342857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14459166666666667,0.0,0.23994375,6.5555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0425454545454544,0.0,0.0,0.0,0.0,0.0
2,2021-09-06,06:30:00,4.1690000000000005,8.3215,5.413033333333334,14.5,8.229166666666666,3.8251599999999994,10.9781,1.0242,11.799466666666667,7.8281,15.0742,7.55545,4.4602,0.357,4.6156500000000005,10.7844,7.1039,5.3297,3.0500000000000003,4.3272,2.435166666666667,0.9129,0.0,2.2834399999999997,9.972674999999999,9.065249999999999,9.392233333333333,4.56095,1.32185,9.3328,0.1547,4.0312,6.005050000000001,4.9016,14.1315,1.2789,10.119533333333333,5.3545,5.10935,4.98906,14.229166666666666,4.538533333333333,4.8953,13.094266666666664,4.688300000000001
3,2021-09-06,06:45:00,20.24025,24.772133333333333,19.3078,27.96875,22.851066666666668,22.7531,20.7117,27.61795,27.378633333333337,23.3529,23.99725,22.851175,18.039075,17.665633333333332,16.366133333333334,21.2578,19.89255,16.313533333333336,16.586166666666667,18.44725,16.1695,16.684350000000002,10.695333333333332,17.160133333333334,27.395725000000002,18.077350000000003,22.46525,18.28985,9.11955,21.422666666666668,13.98515,21.0125,24.66486666666667,21.629075,26.579700000000003,24.021900000000002,27.414299999999997,23.839866666666666,21.20705,18.1896,27.5625,17.173433333333335,18.962,22.01565,18.1805
4,2021-09-06,07:00:00,40.56173333333333,38.2406,37.23435,52.00469999999999,39.457,44.60313333333334,35.2539,39.2844,45.0625,43.6301,44.365633333333335,46.136199999999995,43.422650000000004,39.8754,31.6586,37.0457,41.77656666666667,30.572666666666667,31.507800000000003,34.3281,34.14116666666667,27.0375,30.9229,37.25496666666666,50.7164,32.16716666666667,34.644325,31.78383333333333,22.377866666666666,39.87396666666667,30.150399999999998,31.3344,44.09973333333334,33.7922,46.222475,42.82606666666667,46.7281,35.05195,36.6129,36.12813333333333,40.58226666666667,34.942433333333334,33.8203,33.6961,35.34063333333334
5,2021-09-06,07:15:00,36.781,43.8919,35.76016666666666,43.73076666666666,41.668949999999995,42.2919,40.800174999999996,29.680049999999998,44.4823,40.53905,43.3344,44.041399999999996,33.817699999999995,33.4008,37.0457,37.766400000000004,39.78986666666667,31.60286666666667,38.1875,40.619725,37.05936666666667,36.53723333333333,30.15263333333333,37.37425,50.221500000000006,40.6401,39.3211,33.40313333333334,25.543499999999998,43.7172,34.04845,43.874233333333336,40.51876666666667,37.421366666666664,50.4023,38.032799999999995,44.28593333333333,38.136700000000005,42.48615,35.7021,49.67966666666667,33.0969,36.54065,40.955466666666666,35.946866666666665
6,2021-09-06,07:30:00,32.697250000000004,0.0,38.390100000000004,48.91356666666667,43.112899999999996,54.31536666666667,52.51055,47.141400000000004,37.975500000000004,37.621900000000004,40.56173333333333,51.977149999999995,40.48905,30.14923333333333,37.59323333333333,42.8422,38.036699999999996,37.78905,36.082025,45.907399999999996,39.112500000000004,53.0534,41.17943333333333,41.017399999999995,44.6073,35.1979,36.27186666666667,41.17916666666667,33.22775,45.15493333333333,36.64843333333334,43.79925,52.04769999999999,35.82553333333333,53.346900000000005,42.589075,48.8552,37.07815,45.08463333333333,47.904666666666664,45.70665,39.4146,36.15626666666667,41.109575,43.195833333333326
7,2021-09-06,07:45:00,115.31536666666666,81.67345,130.62189999999998,81.4789,104.28906666666667,122.87759999999999,83.96835,122.2078,81.36433333333333,76.26536666666668,112.87559999999999,81.0656,101.0677,72.68073333333332,70.9914,115.3859,97.905475,104.41196666666667,98.0297,93.15174999999999,84.52815,82.7531,63.90315,78.58670000000001,79.53085,75.53985,76.47576666666667,70.32033333333334,50.4992,102.9844,112.24063333333334,87.00103333333334,118.08906666666667,79.85625,81.3742,135.24885,138.26353333333336,117.57836666666667,103.79686666666665,76.71796666666665,101.15390000000001,75.36015,77.27579999999999,68.3086,121.82706666666667
8,2021-09-06,08:00:00,200.04845,217.71926666666664,225.33125,207.26387499999998,195.92916666666667,202.81356666666667,181.92503333333332,185.28435000000002,171.09923333333333,180.362525,156.90779999999998,172.24766666666667,160.22786666666664,187.31513333333336,197.49869999999999,196.6289,160.77630000000002,201.83515,173.49503333333334,149.70080000000002,192.2332,197.1948,179.80900000000003,160.0748,132.859375,115.71069999999999,179.29667500000002,104.9672,91.50936666666666,182.55626666666663,217.96095,200.31855000000002,214.2496,197.96795,200.06716666666668,187.5543,211.57420000000002,186.70780000000002,195.29689999999997,121.50183333333335,225.00626666666665,117.9375,110.0396,110.543375,229.6789
9,2021-09-06,08:15:00,97.034175,104.75263333333334,96.82735,105.62056666666666,99.9457,101.5766,96.2617,92.81094999999999,104.22775,104.66605,106.6242,110.50275,100.86445,97.8922,98.82683333333334,101.49787500000001,99.39099999999999,104.1787,94.58905,94.31365,101.7276,99.8245,91.42606666666667,103.12683333333332,110.69116666666666,97.9891,103.4938,95.42003333333334,79.25,95.2344,93.03543333333333,104.3599,103.540025,94.49683333333333,111.75156666666668,100.06465,103.0573,95.34320000000001,101.60263333333334,95.29323333333333,105.43673333333334,94.81170000000002,97.0563,93.1211,100.351725
