,Data,Hora,OP1.1.1 I (A),OP1.1.2 I (A),OP1.1.3 I (A),OP1.1.4 I (A),OP1.1.5 I (A),OP1.1.6 I (A),OP1.1.7 I (A),OP1.1.8 I (A),OP1.1.9 I (A),OP1.1.10 I (A),OP1.1.11 I (A),OP1.1.12 I (A),OP1.1.13 I (A),OP1.1.14 I (A),OP1.1.15 I (A),OP1.1.16 I (A),OP1.2.1 I (A),OP1.2.2 I (A),OP1.2.3 I (A),OP1.2.4 I (A),OP1.2.5 I (A),OP1.2.6 I (A),OP1.2.7 I (A),OP1.2.8 I (A),OP1.2.9 I (A),OP1.2.10 I (A),OP1.2.11 I (A),OP1.2.12 I (A),OP1.2.13 I (A),OP1.2.14 I (A),OP1.2.15 I (A),OP1.2.16 I (A),OP1.3.1 I (A),OP1.3.2 I (A),OP1.3.3 I (A),OP1.3.4 I (A),OP1.3.5 I (A),OP1.3.6 I (A),OP1.3.7 I (A),OP1.3.8 I (A),OP1.3.9 I (A),OP1.3.10 I (A),OP1.3.11 I (A),OP1.3.12 I (A),OP1.3.13 I (A),OP1.3.14 I (A),OP1.3.15 I (A),OP1.3.16 I (A)
0,2021-10-03,06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021-10-03,06:15:00,0.08539999999999999,0.16463333333333333,0.09586666666666667,0.204675,0.22086666666666668,0.1896,0.14793333333333333,0.075,0.1812666666666667,0.1406,0.20315,0.225,0.21875,0.1594,0.1125,0.1417,0.19586666666666666,0.18543333333333334,0.07815,0.1625,0.15,0.10416666666666667,0.16879999999999998,0.0667,0.17185,0.29064999999999996,0.23126666666666665,0.1438,0.20413333333333336,0.143775,0.0792,0.16094999999999998,0.07503333333333334,0.17815,0.1344,0.19793333333333332,0.1146,0.251575,0.10625,0.14586666666666667,0.14685,0.22290000000000001,0.17916666666666667,0.25470000000000004,0.15,0.19166666666666665,0.2094,0.1844
2,2021-10-03,06:30:00,0.3646,0.6604333333333333,0.41252500000000003,0.6688000000000001,0.4458333333333333,0.71255,0.49842499999999995,0.323475,0.33125,0.31246666666666667,0.3000333333333333,0.4187666666666667,0.3312,0.270325,0.267175,0.2688,0.29374999999999996,0.30625,0.2562,0.25315,0.22185,0.2219,0.29583333333333334,0.1375,0.2833,0.3625,0.3,0.3094,0.2812,0.25005,0.15416666666666667,0.3125,0.38125,0.40935,0.3812666666666667,0.7708666666666667,0.34379999999999994,0.40935,0.40206666666666663,0.4271,0.2812,0.43435,0.2812666666666667,0.45005,0.3167,0.31666666666666665,0.307825,0.46459999999999996
3,2021-10-03,06:45:00,1.0729333333333333,1.4375,0.9313,1.1416666666666666,1.6604333333333334,1.2344,1.4500333333333335,0.4688,1.2281499999999999,0.6979333333333333,0.7166666666666668,0.6344000000000001,0.800025,0.41874999999999996,0.55,0.7594000000000001,0.55,0.8458666666666668,0.5396,0.8229000000000001,0.8312666666666666,0.723475,0.8249999999999998,0.551575,0.45,0.88755,0.41880000000000006,0.8938,0.58125,0.4094,0.32815,0.59065,1.8625,1.4641,0.94685,1.08435,1.2063,1.4766,1.1291666666666667,1.16875,1.47505,1.5375000000000003,0.5312,1.6291666666666664,1.1094,0.4875,0.48755000000000004,1.1500333333333332
4,2021-10-03,07:00:00,2.0875,1.44685,1.8208333333333335,2.725,1.5906500000000001,1.8969,2.3,2.1521000000000003,2.068766666666667,1.4271,1.8041666666666665,1.5083333333333335,0.975,1.570325,1.4562666666666668,1.8344,1.49535,1.66875,1.2375,1.7687666666666668,0.9874999999999999,1.2832999999999999,1.31875,1.00005,1.3896,2.0292,0.9969000000000001,1.7125,1.6922000000000001,0.8417,0.5688,1.4333,2.01565,1.75935,1.4958666666666665,2.0541666666666667,2.3062500000000004,2.391666666666667,2.0604,2.225,2.7479666666666667,2.5,1.1771,2.19375,2.139075,0.9853999999999999,1.0125,2.3312666666666666
5,2021-10-03,07:15:00,3.575,3.0781750000000003,3.1750249999999998,3.41565,3.006275,0.0,4.047899999999999,2.6625,2.2187333333333332,2.7625,2.16255,2.6750333333333334,2.318766666666667,2.94375,3.0125,2.70625,2.825,2.45,2.4172000000000002,2.21565,2.5406250000000004,2.3874999999999997,2.99375,2.09845,2.6593999999999998,2.5781,2.1469,2.3375,2.975,1.4656500000000001,1.19375,2.8729333333333336,2.397933333333333,3.0125,3.587533333333333,4.0156,3.33595,3.3082999999999996,3.5515749999999997,3.9979666666666667,3.43125,3.3791999999999995,3.321875,3.25,3.3958666666666666,1.70935,1.4750333333333334,3.3031
6,2021-10-03,07:30:00,2.1296999999999997,2.24065,1.8896,2.0469,2.1021,2.61565,2.0604333333333336,2.13755,1.9229333333333332,1.9458666666666664,1.7469000000000001,1.9166333333333334,1.7854333333333334,1.74065,1.7958666666666667,0.0,1.9031500000000001,1.82815,1.8583333333333334,1.7229333333333334,1.7625,1.8916666666666666,1.9500000000000002,1.7469000000000001,1.8604333333333332,2.097933333333333,1.900025,2.1062749999999997,1.7719,1.4453500000000001,1.28125,1.8375333333333332,1.9813,2.1375,2.017225,2.045325,2.1021,2.6469,1.9812500000000002,2.0172,2.187525,2.32505,3.0031499999999998,2.1666333333333334,2.2563,1.7765749999999998,1.58125,2.089566666666667
7,2021-10-03,07:45:00,2.2313,2.1062666666666665,2.1469,2.3125,2.6375333333333333,2.566666666666667,2.3062500000000004,2.1771,1.9281000000000001,1.9437666666666666,2.0646,2.1021,3.0781,1.94845,2.0437666666666665,1.82505,1.8843999999999999,1.9979333333333333,2.4688,1.9906000000000001,2.1203250000000002,2.1333333333333333,1.7812,1.9,2.34375,2.0812999999999997,1.82815,2.0812666666666666,1.875,1.575,1.1083333333333334,1.8375000000000001,2.0187666666666666,2.4312500000000004,1.9125,2.4625333333333335,2.21875,2.2969,2.025,2.3062666666666667,3.09065,2.5594,2.606275,2.4093999999999998,2.312533333333333,1.8625,1.5979,2.0083333333333333
8,2021-10-03,08:00:00,3.99065,3.576575,3.16565,4.274966666666667,4.1,4.475,3.7812666666666668,3.01875,2.5219,3.2781249999999997,3.1104333333333334,2.3438,2.40005,3.295833333333333,3.9687,2.98435,3.0750333333333337,3.5937666666666668,3.87505,3.0229666666666666,2.70005,2.6313,3.1333333333333333,2.6625,3.8146,4.3,2.9895666666666667,3.1604000000000005,3.2563,2.133366666666667,1.3541999999999998,3.4625250000000003,3.4687333333333332,4.83755,3.80005,3.59375,4.2500333333333336,3.96875,3.045833333333333,2.8656,2.2812,3.0219,2.6562,3.625,3.11565,4.0625,2.4271,2.52815
9,2021-10-03,08:15:00,3.633366666666667,3.0125,3.1729333333333334,3.295833333333333,4.0020999999999995,2.8375,3.854725,2.94375,2.7625,2.5688,3.0656499999999998,2.89845,2.77815,3.029166666666667,2.6750249999999998,2.9083666666666663,3.279166666666667,2.9458333333333333,2.7125000000000004,2.8969,2.7875,2.9250000000000003,2.7624999999999997,3.0333333333333337,2.6687666666666665,3.19375,3.0187666666666666,2.4375,3.1271,2.08435,1.4417,3.0156,3.1516,2.73125,3.6937666666666664,3.4583666666666666,2.8562666666666665,3.4813,3.3625333333333334,3.4375,3.7234499999999997,2.9438,3.0583000000000005,3.535433333333333,3.00625,3.2375499999999997,2.4125,2.900033333333333
