,Data,Hora,P2.1.1 V (V),P2.1.2 V (V),P2.1.3 V (V),P2.1.4 V (V),P2.1.5 V (V),P2.1.6 V (V),P2.1.7 V (V),P2.1.8 V (V),P2.1.9 V (V),P2.1.10 V (V),P2.1.11 V (V),P2.1.12 V (V),P2.1.13 V (V),P2.1.14 V (V),P2.1.15 V (V),P2.1.16 V (V),P2.2.1 V (V),P2.2.2 V (V),P2.2.3 V (V),P2.2.4 V (V),P2.2.5 V (V),P2.2.6 V (V),P2.2.7 V (V),P2.2.8 V (V),P2.2.9 V (V),P2.2.10 V (V),P2.2.11 V (V),P2.2.12 V (V),P2.2.13 V (V),P2.2.14 V (V),P2.2.15 V (V),P2.2.16 V (V),P2.3.1 V (V),P2.3.2 V (V),P2.3.3 V (V),P2.3.4 V (V),P2.3.5 V (V),P2.3.6 V (V),P2.3.7 V (V),P2.3.8 V (V),P2.3.9 V (V),P2.3.10 V (V),P2.3.11 V (V),P2.3.12 V (V),P2.3.13 V (V),P2.3.14 V (V),P2.3.15 V (V),P2.3.16 V (V)
0,2021-08-06,06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021-08-06,06:15:00,0.0,0.0,69.155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.04166666666667,0.0,0.0,0.0,0.0,68.225,0.0,71.921875,0.0,0.0,0.0,0.0,0.0,70.36111111111111,0.0,0.0,0.0,0.0,58.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2021-08-06,06:30:00,59.0,54.875,67.7,44.6875,66.45833333333333,63.166666666666664,65.6875,62.75,0.0,63.875,67.125,69.625,62.1875,63.46875,43.0,65.875,69.625,70.40625,66.83333333333333,66.5625,69.5,66.875,66.41666666666667,61.4375,70.84375,66.375,66.45833333333333,66.54166666666667,56.4375,62.0,70.125,63.083333333333336,59.125,67.775,59.25,69.0,64.375,56.208333333333336,58.5,61.083333333333336,64.625,66.09375,61.875,62.375,57.75,66.3125,63.625,64.41666666666667
3,2021-08-06,06:45:00,63.625,65.25,67.08333333333333,62.625,67.54166666666667,67.375,67.75,66.54166666666667,64.75,67.0625,66.75,66.29166666666667,61.6875,64.25,55.4375,66.5,67.875,73.16666666666667,71.4375,70.625,70.125,71.16666666666667,70.0,68.625,71.0,69.45833333333333,70.25,71.08333333333333,60.875,67.0,72.125,69.5,71.46875,73.0,69.04166666666667,64.0,66.125,74.33333333333333,65.375,66.83333333333333,66.75,65.8125,64.8125,64.70833333333333,65.625,67.70833333333333,67.16666666666667,67.125
4,2021-08-06,07:00:00,70.33333333333333,71.4375,70.5625,67.625,71.15625,71.20833333333333,70.625,71.95833333333333,69.9375,71.0,68.54166666666667,70.41666666666667,71.66666666666667,70.0,67.5,69.25,72.53125,74.3125,74.25,71.8125,72.66666666666667,72.5,72.75,72.20833333333333,72.6875,72.08333333333333,73.6875,73.3125,60.5,71.5,73.5,72.70833333333333,74.6875,77.6875,76.75,74.40625,72.6875,77.33333333333333,75.79166666666667,68.25,67.125,67.20833333333333,66.4375,68.08333333333333,65.84375,69.84375,65.3125,70.9375
5,2021-08-06,07:15:00,73.0625,71.375,72.4375,72.59375,72.875,72.375,71.16666666666667,72.4375,71.375,72.625,71.54166666666667,71.375,73.0,72.9375,71.9375,73.15625,71.5625,74.79166666666667,73.83333333333333,73.375,72.9375,72.875,73.0,72.875,72.875,72.5,73.625,72.875,60.958333333333336,73.33333333333333,72.75,72.16666666666667,77.625,77.125,74.90625,75.875,78.375,77.875,75.79166666666667,72.875,72.125,68.95833333333333,68.125,67.5,65.0,71.375,68.375,72.04166666666667
6,2021-08-06,07:30:00,73.125,73.25,72.95833333333333,74.0,73.625,72.90625,72.66666666666667,73.5625,73.625,73.16666666666667,72.25,72.70833333333333,74.3125,72.625,72.25,75.125,73.04166666666667,74.8125,74.0625,72.66666666666667,73.625,73.9375,72.1875,72.41666666666667,73.0,73.3125,74.125,74.0,61.0,73.25,74.3125,73.125,73.875,74.20833333333333,73.5,73.70833333333333,79.03125,73.04166666666667,75.08333333333333,77.8125,80.375,71.625,69.125,67.96875,68.75,78.375,73.54166666666667,74.75
7,2021-08-06,07:45:00,73.1875,73.375,73.08333333333333,73.5,74.04166666666667,72.625,72.625,73.9375,73.70833333333333,73.125,72.875,72.5,74.8125,73.04166666666667,73.25,75.5,73.0,74.79166666666667,73.33333333333333,73.0,73.625,74.1875,73.79166666666667,72.125,73.375,73.83333333333333,73.91666666666667,72.375,61.125,73.4375,73.125,72.5,73.70833333333333,72.5,73.59375,73.75,79.375,71.875,74.0625,73.1875,72.625,78.75,73.84375,67.75,72.33333333333333,82.9375,80.125,78.875
8,2021-08-06,08:00:00,72.66666666666667,73.41666666666667,72.1875,73.0,73.4375,72.53125,72.375,73.1875,73.0,73.5,73.1875,73.25,73.75,72.75,71.5625,76.125,73.625,74.8125,74.0,73.0625,73.59375,74.125,73.625,73.29166666666667,72.75,73.5,74.3125,74.125,61.291666666666664,73.83333333333333,74.1875,72.70833333333333,73.03125,73.75,72.75,73.75,73.95833333333333,73.04166666666667,73.79166666666667,74.0,73.875,82.5,81.70833333333333,69.08333333333333,79.9375,74.4375,82.8125,80.75
9,2021-08-06,08:15:00,73.375,72.25,72.70833333333333,72.83333333333333,72.95833333333333,73.25,72.45833333333333,72.84375,72.79166666666667,73.1875,72.59375,72.25,73.1875,72.875,77.4375,78.41666666666667,72.625,72.5,73.0,73.41666666666667,73.25,73.0625,74.04166666666667,72.8125,73.625,73.375,73.5,72.79166666666667,61.125,72.125,72.9375,72.125,72.0625,73.5,71.8125,73.0,74.0,73.125,74.375,73.125,73.45833333333333,74.25,77.4375,71.34375,80.16666666666667,72.9375,83.125,82.0625
