,Data,Hora,P4.1.1 P (W),P4.1.2 P (W),P4.1.3 P (W),P4.1.4 P (W),P4.1.5 P (W),P4.1.6 P (W),P4.1.7 P (W),P4.1.9 P (W),P4.1.10 P (W),P4.1.11 P (W),P4.1.12 P (W),P4.1.13 P (W),P4.1.14 P (W),P4.1.15 P (W),P4.1.16 P (W),P4.1.17 P (W),P4.1.18 P (W),P4.1.19 P (W),P4.1.20 P (W),P4.1.21 P (W),P4.1.22 P (W),P4.2.1 P (W),P4.2.2 P (W),P4.2.3 P (W),P4.2.4 P (W),P4.2.5 P (W),P4.2.6 P (W),P4.2.7 P (W),P4.2.8 P (W),P4.2.9 P (W),P4.2.10 P (W),P4.2.11 P (W),P4.2.12 P (W),P4.2.13 P (W),P4.2.14 P (W),P4.2.15 P (W),P4.2.16 P (W),P4.2.17 P (W),P4.2.18 P (W),P4.2.19 P (W),P4.2.20 P (W),P4.2.21 P (W),P4.2.22 P (W),P4.3.1 P (W),P4.3.2 P (W),P4.3.3 P (W),P4.3.4 P (W),P4.3.5 P (W),P4.3.6 P (W),P4.3.7 P (W),P4.3.8 P (W),P4.3.9 P (W),P4.3.10 P (W),P4.3.11 P (W),P4.3.12 P (W),P4.3.13 P (W),P4.3.14 P (W),P4.3.15 P (W),P4.3.16 P (W),P4.3.17 P (W),P4.3.18 P (W),P4.3.19 P (W),P4.3.20 P (W),P4.3.21 P (W),P4.3.22 P (W),P4.4.1 P (W),P4.4.2 P (W),P4.4.3 P (W),P4.4.4 P (W),P4.4.5 P (W),P4.4.6 P (W),P4.4.7 P (W),P4.4.8 P (W),P4.4.9 P (W),P4.4.10 P (W),P4.4.11 P (W),P4.4.12 P (W),P4.4.13 P (W),P4.4.14 P (W),P4.4.15 P (W),P4.4.16 P (W),P4.4.17 P (W),P4.4.18 P (W),P4.4.19 P (W),P4.4.20 P (W),P4.5.1 P (W),P4.5.2 P (W),P4.5.3 P (W),P4.5.4 P (W),P4.5.5 P (W),P4.5.6 P (W),P4.5.7 P (W),P4.5.8 P (W),P4.5.9 P (W),P4.5.10 P (W),P4.5.11 P (W),P4.5.12 P (W),P4.5.13 P (W),P4.5.14 P (W),P4.5.15 P (W),P4.5.16 P (W),P4.5.17 P (W),P4.5.18 P (W),P4.5.19 P (W),P4.5.20 P (W),P4.5.21 P (W),P4.5.22 P (W),P4.6.1 P (W),P4.6.2 P (W),P4.6.3 P (W),P4.6.4 P (W),P4.6.5 P (W),P4.6.6 P (W),P4.6.7 P (W),P4.6.8 P (W),P4.6.9 P (W),P4.6.10 P (W),P4.6.11 P (W),P4.6.12 P (W),P4.6.13 P (W),P4.6.14 P (W),P4.6.15 P (W),P4.6.16 P (W),P4.6.17 P (W),P4.6.18 P (W),P4.6.19 P (W),P4.6.20 P (W),P4.6.21 P (W),P4.6.22 P (W),P4.7.1 P (W),P4.7.2 P (W),P4.7.3 P (W),P4.7.4 P (W),P4.7.5 P (W),P4.7.6 P (W),P4.7.7 P (W),P4.7.8 P (W),P4.7.9 P (W),P4.7.10 P (W),P4.7.11 P (W),P4.7.12 P (W),P4.7.13 P (W),P4.7.14 P (W),P4.7.15 P (W),P4.7.16 P (W),P4.7.17 P (W),P4.7.18 P (W),P4.7.19 P (W),P4.7.20 P (W),P4.7.21 P (W),P4.7.22 P (W),P4.8.1 P (W),P4.8.3 P (W),P4.8.4 P (W),P4.8.5 P (W),P4.8.6 P (W),P4.8.7 P (W),P4.8.8 P (W),P4.8.9 P (W),P4.8.10 P (W),P4.8.11 P (W),P4.8.12 P (W),P4.8.13 P (W),P4.8.15 P (W),P4.8.16 P (W),P4.8.17 P (W),P4.8.18 P (W),P4.8.19 P (W),P4.8.20 P (W),P4.8.21 P (W),P4.8.22 P (W),P4.9.1 P (W),P4.9.2 P (W),P4.9.3 P (W),P4.9.4 P (W),P4.9.5 P (W),P4.9.6 P (W),P4.9.7 P (W),P4.9.8 P (W),P4.9.9 P (W),P4.9.10 P (W),P4.9.11 P (W),P4.9.12 P (W),P4.9.13 P (W),P4.9.14 P (W),P4.9.15 P (W),P4.9.16 P (W),P4.9.17 P (W),P4.9.18 P (W),P4.9.19 P (W),P4.9.20 P (W),P4.9.21 P (W),P4.9.22 P (W)
0,2021-10-05,06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021-10-05,06:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.326384782608696,1.3594,0.0,0.0,0.0,1.1737333333333333,0.0,0.0,0.0,2.7422,0.0,0.0,0.0,0.0,0.0,0.0,1.640207692307692,0.0,0.0,1.8260666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.01608888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.579392307692306,0.0,0.0,0.4563,0.5554749999999999,0.0,3.625,5.8703,0.22265,0.4469,4.4796499999999995,0.0,8.837579999999999,2.7234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6296913043478262,3.675,0.0,0.0,0.0,2.7328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8211,1.0051214285714285,0.0,0.0,0.0,0.0,0.0,0.41015,0.6922,0.0,0.0,6.396875,0.0,0.0,0.0,0.0,2.1176999999999997,0.0,0.9109,0.0,0.0,0.0,0.0,0.0,0.0,2.2969,1.3664,0.0,2.431368571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7141,0.0,1.825,0.0,0.0,0.9047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.129584615384616,0.41529999999999995,0.0,0.0,4.906023076923075,0.0,0.0,3.0375,0.8844,0.1789,2.6953,2.8875,7.150574074074074,0.0,0.4281,0.0,0.0,3.6039,1.4273500000000001,0.0,3.618,0.0,2.7445500000000003,1.5156333333333334,2.7764,2.6906,9.4727
2,2021-10-05,06:30:00,4.471866666666667,1.9523,0.9707,9.065425,2.53905,8.093733333333333,2.0703333333333336,0.3688,8.696866666666667,6.43945,5.3364666666666665,3.2942666666666667,2.7289,0.0,2.8375,4.703666666666667,5.7625,9.8633,2.8133,2.119925,4.3755,3.6716,1.7383,4.1542,4.0969,8.9664,3.7775999999999996,4.8232,8.052100000000001,2.8510666666666666,4.712233333333333,8.286125,5.536200000000001,6.4547,2.35625,6.83905,3.8708333333333336,5.683199999999999,4.0711,4.60395,9.2629,4.5969,6.303133333333334,3.7635333333333336,8.6883,2.49845,5.89105,3.6823,5.305899999999999,6.037100000000001,5.4961,3.6172000000000004,2.544525,10.089849999999998,6.56095,6.47325,4.610175,4.825,7.41468,8.1129,12.209399999999999,4.2051,5.181500000000001,10.9927,2.6445499999999997,13.2547,6.275,4.7207,0.8992,4.4047,7.925800000000001,3.9429499999999997,7.3068,6.163033333333334,7.858866666666667,3.86015,6.6125,10.06995,5.708066666666667,6.694800000000001,1.5031,7.7039,5.764100000000001,0.6211,4.5375,6.586200000000001,1.1414,7.17695,5.420066666666667,3.8221333333333334,4.9383,7.9258,5.941800000000001,7.4297,3.8656333333333333,6.753633333333333,4.9664,5.76055,2.584,7.5094,3.9447999999999994,7.996675,11.298449999999999,3.3434666666666666,0.8645999999999999,1.8242,1.04765,7.7344,4.1508,5.4082,0.0,3.8956,4.031233333333333,8.7705,5.0318,1.2080666666666666,5.920833333333333,3.5500000000000003,3.7052,5.1418,3.1781499999999996,5.8945,5.12815,8.8629,12.35035,6.288475,8.801833333333333,6.9996,4.33675,4.1625000000000005,4.8219,2.9547000000000003,6.9944999999999995,4.3844,6.372249999999999,6.1078,4.844033333333333,1.2062666666666668,2.8054500000000004,7.409,5.210933333333333,9.2391,8.830275,6.52305,7.0508,2.5859,4.103133333333333,1.46875,9.187850000000001,8.1573,11.139333333333335,7.41875,8.5969,5.6547,2.1398333333333333,7.1953,7.056450000000001,7.193350000000001,5.000400000000001,5.195833333333334,3.1055,9.7664,7.7151,6.9146,13.450000000000001,7.70155,11.01565,7.21095,8.9388,5.1424666666666665,7.1719,5.09845,6.5578,4.7229,5.063266666666667,2.3086333333333333,7.4672,4.25705,10.5544,4.380466666666667,5.5771500000000005,1.6078,3.4882999999999997,8.1297,2.625,6.561466666666667,6.392966666666666,7.850975,6.279966666666667,3.7898,9.50315,6.8126750000000005,12.801575
3,2021-10-05,06:45:00,11.075975,10.2563,6.276299999999999,11.94375,11.7914,13.568766666666667,8.6995,4.74375,12.225299999999999,12.875800000000002,9.47265,7.995566666666666,7.56015,0.7784,9.85,15.339850000000002,11.07265,11.385950000000001,10.4672,18.3113,18.937233333333335,8.0552,6.372133333333334,8.953133333333334,9.216933333333333,12.796366666666666,7.6703,10.3927,16.457,7.595066666666667,7.6406,13.49025,12.090633333333335,11.785966666666667,4.2711,11.721499999999999,8.477333333333332,8.4785,10.6832,11.799600000000002,14.5255,10.105233333333333,13.43165,8.145833333333334,11.657033333333333,6.767733333333333,10.41365,7.675,12.2797,11.026299999999999,10.825533333333333,6.235933333333333,7.374466666666667,14.099025000000001,11.350766666666665,10.5043,9.347966666666666,9.2812,12.621866666666667,11.872666666666667,13.642199999999999,8.153133333333335,6.8332,15.4992,6.428133333333332,16.6359,10.416799999999999,9.469149999999999,3.488533333333334,7.549499999999999,9.1223,9.25135,11.844899999999999,11.815633333333333,13.385933333333334,10.713266666666668,9.766025,13.451066666666668,0.0,10.373466666666666,3.4161333333333332,14.57615,9.037099999999999,6.693233333333333,8.01565,11.3508,4.202066666666666,12.0758,6.88205,7.5174,9.69415,11.038566666666668,9.200033333333334,12.866600000000002,9.707,10.927333333333332,8.808174999999999,8.721866666666665,7.5450333333333335,9.190249999999999,10.553133333333333,12.31055,13.909775000000002,6.375,2.6281499999999998,6.4562333333333335,4.205233333333333,9.5302,7.621366666666667,8.21015,1.0849,6.839333333333333,6.6703,12.498850000000001,8.39845,4.77735,12.1862,7.762533333333334,6.382300000000001,8.3977,6.6938,10.170566666666668,9.292200000000001,14.333975000000002,15.3268,10.2937,13.616666666666667,9.638800000000002,7.6966,8.5969,8.30545,8.43635,10.5289,7.425800000000001,9.66015,9.81015,9.71895,5.2367333333333335,7.407,10.536966666666666,9.360666666666667,14.8284,12.8914,10.308333333333332,11.219533333333333,6.611433333333333,8.750266666666667,5.26405,14.283066666666665,13.09295,15.603133333333332,11.2637,12.316025,12.48635,5.6315333333333335,10.004433333333333,11.58125,12.9512,11.223433333333332,8.804649999999999,7.6062666666666665,17.191933333333335,10.87345,9.997166666666665,18.166700000000002,13.5613,14.580449999999999,10.902349999999998,13.542166666666667,9.469,12.11365,10.184575,10.1953,12.161200000000001,11.682533333333332,7.4549,12.9651,12.369266666666666,12.5781,9.060933333333333,9.962499999999999,2.8375,5.644550000000001,12.025400000000001,6.767399999999999,8.904699999999998,9.424999999999999,11.5434,11.095833333333333,8.317733333333333,12.423966666666667,10.865649999999999,17.6172
4,2021-10-05,07:00:00,21.55075,18.24495,29.39166666666667,46.82655,28.866133333333334,38.614799999999995,33.4773,24.758866666666666,35.4724,32.58306666666667,22.92655,18.13675,16.337766666666667,6.113533333333334,82.3039,78.8276,61.370866666666664,87.8688,68.2584,69.68475000000001,41.157,14.367966666666666,13.572666666666668,14.303899999999999,18.3914,24.198433333333337,17.830233333333336,40.1552,45.003899999999994,59.15855,40.18646666666667,28.7637,50.303666666666665,43.35425,37.205733333333335,44.87056666666666,55.22496666666667,39.93096666666667,41.13176666666667,42.61043333333333,54.077333333333335,27.3891,32.605199999999996,33.6685,36.27476666666667,36.55779999999999,47.50466666666667,47.8776,35.822399999999995,45.287499999999994,46.9992,36.5401,25.5957,29.28125,25.191399999999998,17.924466666666664,16.60545,15.97655,19.751066666666667,19.67185,21.325000000000003,12.623166666666668,11.939274999999999,19.074233333333336,10.003666666666666,21.52345,10.937149999999999,13.097666666666667,6.89295,12.6496,13.3135,12.78285,16.591,16.5445,16.5052,14.641,14.386700000000001,17.7164,13.943349999999999,14.767600000000002,8.123966666666666,17.011466666666667,12.937533333333334,8.4375,10.8,14.710149999999999,10.4883,14.2957,11.380733333333334,14.025,14.2961,15.037999999999998,14.1797,17.17735,12.408974999999998,13.92775,11.928400000000002,12.7734,12.424233333333333,12.5961,15.1902,15.652366666666666,19.066666666666666,9.111350000000002,7.408775,11.589066666666668,9.23825,14.264050000000001,13.853633333333333,12.235933333333334,5.560433333333333,10.8633,12.432833333333333,15.9409,14.30665,8.3237,15.5805,15.662766666666665,11.139333333333333,11.183599999999998,10.602333333333332,15.01175,13.279166666666667,19.025000000000002,19.8375,13.9388,18.8099,13.6953,12.2203,12.984633333333335,13.454166666666666,12.8742,14.543,11.407,14.605733333333333,14.504933333333332,12.52895,9.037766666666666,13.148466666666666,15.030850000000001,14.19375,19.4513,17.125,15.02735,16.1586,10.004133333333334,11.23125,9.568349999999999,18.41485,18.05975,19.299466666666664,16.957800000000002,18.337899999999998,16.6237,10.933633333333333,15.315366666666668,16.63723333333333,16.64636666666667,16.317775,15.2965,12.682533333333334,22.258200000000002,16.508866666666666,16.879166666666666,22.3891,20.007033333333336,20.361700000000003,15.047666666666666,19.555466666666668,15.0297,19.776033333333334,31.256999999999998,44.92425,39.44766666666667,40.6498,26.014066666666665,31.8065,19.786966666666668,18.65275,12.344350000000002,14.914449999999999,6.853133333333333,9.2047,15.789449999999999,10.1063,12.353099999999998,12.8203,14.719299999999999,14.983066666666668,12.079699999999997,17.692999999999998,14.958066666666667,21.653666666666666
5,2021-10-05,07:15:00,22.7677,30.2848,55.44396666666666,67.0383,59.19219999999999,67.7133,56.315666666666665,51.30963333333333,68.7026,63.95493333333334,58.93245,34.180233333333334,24.9609,10.938649999999999,116.00625000000001,114.92630000000001,116.16720000000001,117.0003,112.41015,109.20779999999999,109.43413333333332,17.0258,16.621100000000002,18.895566666666667,19.8091,26.80886666666667,22.360149999999997,30.158866666666665,68.8758,76.73984999999999,79.05233333333334,75.64636666666667,83.71693333333333,76.6651,81.93543333333334,79.90745,80.6855,78.2357,81.27866666666667,86.0906,87.4797,77.56903333333334,78.33153333333333,64.37893333333334,57.44166666666666,53.893,69.17763333333333,69.64116666666666,64.7953,69.98515,65.09535,60.917550000000006,69.0578,74.25106666666666,68.64215,84.20394999999999,59.888075,63.5982,0.0,24.674233333333333,24.81995,15.420566666666666,16.263033333333336,23.42535,13.620124999999998,21.85053333333333,15.6125,14.892166666666668,8.723933333333333,12.949466666666666,15.90115,15.222666666666667,16.9297,16.65625,18.3594,14.834,16.449825,19.7227,16.959400000000002,17.28125,10.457033333333333,19.7612,13.9,11.7582,14.7961,17.134175,10.835166666666666,15.2957,13.226774999999998,13.799425,15.475,17.287233333333333,16.494533333333333,19.077350000000003,15.5258,17.7833,15.617999999999999,14.9594,14.888800000000002,15.3918,17.1029,16.8073,20.91015,12.718766666666667,7.99455,14.219766666666667,10.223966666666668,17.77735,17.1047,14.7112,8.5184,14.3724,14.149766666666666,17.915599999999998,16.162533333333332,10.82615,18.76953333333333,16.6828,13.55705,15.599966666666667,13.386700000000001,16.310666666666666,15.973433333333332,21.217966666666666,21.683575,16.099,19.3883,18.00525,14.2344,14.816666666666668,16.0276,15.183,14.998850000000001,13.0375,0.0,15.36015,15.950000000000001,12.0453,15.454075,18.0198,16.5438,22.40986666666667,21.64063333333333,17.1185,20.518549999999998,13.3172,13.1016,11.594266666666668,22.95315,21.280099999999997,23.10745,20.418999999999997,19.3129,18.790133333333333,13.171866666666668,18.487466666666666,18.5854,19.434133333333335,18.58905,18.5687,15.569949999999999,24.9703,19.67425,18.869266666666668,26.35676666666667,22.770066666666665,23.2737,19.785933333333332,23.6672,18.002866666666666,23.533549999999998,60.110200000000006,58.199999999999996,57.329433333333334,68.1151,55.3043,40.95725,22.4969,21.373733333333334,15.20075,15.891666666666666,7.819033333333333,9.483333333333333,16.584,11.734375,14.875,16.5367,16.4612,16.72265,14.691699999999999,18.45785,18.155466666666666,23.8887
6,2021-10-05,07:30:00,24.378525000000003,19.372366666666668,24.6094,75.17370000000001,107.25235,106.525,88.63826666666667,84.88906666666666,100.6875,97.1875,92.872275,98.87736666666667,34.628550000000004,15.910933333333332,154.78306666666666,157.02319999999997,157.00545,152.26043333333334,145.24996666666667,79.47343333333333,64.16563333333333,18.0938,17.3401,20.348466666666667,22.899466666666665,30.363033333333334,22.109400000000004,25.07735,39.43436666666667,103.11016666666667,112.525,111.20366666666666,117.81953333333335,116.23333333333333,108.99535,115.0948,110.73230000000001,113.82656666666666,112.4789,108.4887,118.5815,112.29556666666667,113.0414,91.22523333333334,96.1914,89.77449999999999,84.3637,43.5776,85.7879,94.00103333333334,90.59816666666666,84.925,94.14025000000001,99.28046666666665,96.08696666666667,83.15753333333335,60.515649999999994,84.52890000000001,87.51536666666668,52.3794,29.527066666666666,18.741933333333332,18.12735,27.4254,15.3781,24.518733333333333,18.40505,18.004166666666666,11.363,14.364566666666667,18.893700000000003,17.08986666666667,19.0465,19.9612,20.710166666666666,18.2453,18.0223,22.305100000000003,18.583174999999997,19.228925,12.512233333333333,21.767966666666666,18.11135,13.7867,15.673166666666667,20.563650000000003,13.588799999999999,19.4062,15.8887,15.68165,17.48753333333333,19.876566666666665,17.83515,22.0336,17.7813,20.414425,16.689333333333334,17.114033333333335,17.95275,17.760150000000003,20.096099999999996,18.709633333333333,23.531233333333333,15.429966666666667,10.94005,16.58515,12.4086,19.81095,19.523466666666668,18.17925,9.370033333333334,16.38285,15.643500000000001,20.426299999999998,18.65625,12.35155,20.752366666666667,19.0953,16.419325,17.023433333333333,14.472900000000001,18.231650000000002,18.1125,23.342966666666666,22.9078,18.617433333333334,22.386733333333336,20.930999999999997,16.729166666666668,19.0195,17.917949999999998,17.766666666666666,19.223399999999998,15.63475,19.9375,17.6562,18.8461,13.803400000000002,18.43985,19.78513333333333,18.8008,25.0078,23.3185,20.887500000000003,22.9754,16.3008,16.5887,15.0677,23.850749999999998,23.904500000000002,26.51915,24.17385,23.1461,22.072666666666663,16.54255,20.893466666666665,21.793233333333333,22.594800000000003,21.8969,21.270699999999998,17.620350000000002,29.720299999999998,21.3289,22.8479,28.382066666666663,26.79025,27.148966666666666,24.012,29.892966666666666,23.44845,46.1573,77.94663333333334,89.05833333333332,83.77083333333333,90.3563,83.42075,92.6234,88.2234,23.4984,18.080466666666666,17.7812,9.3844,11.360433333333333,19.317466666666665,14.920566666666666,16.238300000000002,18.5793,18.9393,18.613533333333333,16.185666666666666,19.953133333333334,20.390633333333337,25.393749999999997
7,2021-10-05,07:45:00,25.2688,19.18845,23.521333333333335,33.65,26.957050000000002,70.1344,128.6172,125.4707,144.3238,130.8427,131.78283333333334,125.17345,144.7031,79.06796666666666,193.4844,192.6902,179.9688,192.29354999999998,181.31536666666668,188.40785,164.12734999999998,19.130075,18.76565,20.087233333333334,21.9526,29.2948,23.51353333333334,28.042433333333335,38.7543,131.84193333333334,152.74816666666666,144.79923333333332,0.0,150.63073333333332,137.95546666666667,145.48944999999998,150.12526666666668,144.73100000000002,147.88879999999997,149.20510000000002,158.67603333333332,146.707,152.89335,118.8258,102.76406666666666,57.171866666666666,103.32034999999999,154.01666666666668,162.7031,116.11914999999999,118.97473333333335,117.38776666666666,115.782,130.3844,61.85236666666666,115.31146666666666,127.1896,110.46146666666668,118.7625,31.64495,31.38123333333333,19.6875,20.1016,28.017200000000003,16.837233333333334,26.473399999999998,18.0016,19.9198,12.574200000000001,17.2363,19.793,19.011125,21.1125,21.7437,23.7617,19.1211,17.976033333333334,22.997366666666665,21.375,21.128899999999998,14.639050000000001,23.479733333333332,20.040866666666666,15.582799999999999,18.8617,21.40235,15.1021,20.6918,17.9789,16.927149999999997,20.0138,22.692549999999997,20.581266666666664,23.42715,18.82345,22.1691,19.371333333333336,19.8323,18.908375000000003,20.17385,21.603099999999998,21.546100000000003,27.0211,15.407,11.9398,17.5312,13.970066666666666,29.1875,23.7344,21.3926,13.098275000000001,19.738266666666664,17.229933333333335,22.318466666666666,19.9812,14.935166666666666,22.10286666666667,20.750975,16.59335,17.3802,15.8094,19.5469,19.819266666666667,27.2672,25.58566666666667,20.6406,24.386733333333336,21.632033333333336,19.07225,19.83865,18.483600000000003,18.838033333333332,20.715633333333333,17.96095,22.834866666666667,21.738300000000002,20.536199999999997,16.744266666666665,21.170333333333332,22.7664,23.7302,27.941933333333328,26.53125,23.744533333333333,30.288033333333335,22.838833333333337,42.3724,58.09946666666667,51.467733333333335,72.36484999999999,72.13675,56.1125,28.055733333333336,28.304933333333334,48.4617,51.211999999999996,26.5457,38.55703333333333,29.0625,62.63555,23.10936666666667,35.64426666666667,41.0172,28.398933333333332,34.490633333333335,31.499466666666667,34.64633333333334,29.45623333333333,35.4,43.8008,102.12056666666666,100.7713,100.60676666666666,105.69534999999999,101.72852499999999,94.28595000000001,101.23226666666666,105.209,24.566166666666664,20.6099,19.7543,11.033774999999999,13.59455,20.82815,15.63825,18.125,17.964066666666668,20.93985,21.4664,19.5672,22.709633333333333,22.3849,28.315633333333334
8,2021-10-05,08:00:00,27.391666666666666,20.24763333333333,21.944,32.5406,83.1973,119.63983333333333,164.12109999999998,156.1807,171.31826666666666,166.80676666666668,169.85546666666667,163.4073,175.38516666666666,115.00469999999999,221.45000000000002,219.13125,219.94556666666668,227.08595,215.0497333333333,215.86509999999998,217.791,20.061733333333333,19.570700000000002,21.484366666666663,23.778900000000004,30.0,27.3753,30.1172,38.2031,159.3875,179.6953,173.5664,187.7828,188.10585,174.0614666666667,188.94729999999998,179.43646666666666,176.94010000000003,181.46013333333335,182.8273,192.24220000000003,181.7211,180.3302,166.82656666666668,161.0703,172.83723333333333,198.4125,190.37890000000002,194.15275,159.7586,143.14260000000002,141.44066666666666,95.55550000000001,80.73165,187.47656666666668,187.39260000000002,176.6643333333333,145.07105,136.53905,152.94729999999998,42.05393333333333,22.728400000000004,25.484,30.900000000000002,19.7581,26.3508,20.034633333333336,22.127866666666666,13.222933333333332,17.661733333333334,21.515825,20.3625,22.032300000000003,22.402333333333335,25.378700000000002,19.885550000000002,20.015633333333334,24.58945,21.869533333333333,21.97615,16.40115,25.81055,23.974249999999998,18.304074999999997,21.342950000000002,25.880733333333335,19.654933333333332,24.1672,21.00075,18.65625,22.832533333333334,24.147899999999996,23.152333333333335,24.2773,20.307033333333333,25.0672,22.478324999999998,21.773,19.76875,21.514033333333334,22.6348,22.57213333333333,26.599733333333333,18.267200000000003,14.586466666666666,20.373966666666664,16.266133333333332,57.8297,51.6031,40.3406,16.9102,21.260433333333335,19.80545,24.7375,20.8255,16.2344,24.55665,21.23176666666667,17.063074999999998,20.9625,16.26953333333333,22.018549999999998,22.619500000000002,26.6059,28.21666666666667,23.022075,26.482266666666664,22.6582,20.42575,22.00645,21.776566666666668,20.7043,23.440633333333334,20.2547,24.912466666666663,25.557825,25.670566666666662,19.63985,27.334400000000002,26.6625,51.68595,83.34143333333334,97.29193333333335,116.6496,167.87145,150.27733333333333,143.3159,136.13785000000001,125.43409999999999,150.90783333333334,171.50155,186.62304999999998,189.26135,168.26600000000002,181.5543,178.3633,190.37893333333332,188.91015,185.707,185.7305,179.9463333333333,197.062,188.85260000000002,188.1914,185.63905,190.81663333333336,167.62523333333334,188.6121,186.75080000000003,0.0,187.5648,108.57735,110.09880000000001,111.66903333333333,110.00315,106.9938,117.4037,111.60419999999999,27.5363,21.543733333333336,23.08595,12.0293,15.1211,21.05625,16.47993333333333,19.60235,20.278133333333333,22.936725,24.203899999999997,20.84765,25.963875,26.1828,29.60235
9,2021-10-05,08:15:00,31.72815,25.2312,100.65115,162.5498,191.83125,209.0672,194.11950000000002,189.86485,211.15429999999998,203.4958333333333,212.0258,201.9875,206.3004,179.5336,256.9185,253.22186666666667,250.60833333333335,255.1531,248.49009999999998,244.22423333333333,253.461925,21.907833333333333,20.74375,22.9909,26.767966666666666,36.738299999999995,29.8961,35.260933333333334,43.419533333333334,178.97213333333332,214.03153333333333,217.4211,216.51093333333333,211.99415,202.7737,215.42579999999998,211.4591333333333,210.3708333333333,217.08803333333333,213.43230000000003,230.94844999999998,211.88019999999997,202.89415,219.30156666666667,225.85155,206.71875,224.41039999999998,225.6797,226.9762,225.2742,158.97473333333335,100.85430000000001,36.5539,218.4871,218.12813333333335,223.8578,213.32446666666667,202.75363333333334,164.55625,44.6523,109.9422,195.80665,32.93593333333333,38.2875,25.006233333333338,29.266399999999997,24.918750000000003,23.494,16.090600000000002,19.50665,24.510150000000003,21.4943,24.23005,24.5781,0.0,23.22855,23.0677,26.2102,25.2301,27.493375,20.433600000000002,33.7229,28.784174999999998,23.5602,27.31405,58.417950000000005,65.96823333333333,32.75195,27.71095,39.808099999999996,34.1594,32.3672,29.9742,31.017200000000003,24.3305,31.8172,28.31613333333333,28.326066666666666,26.379325,26.12655,28.36096666666667,27.6578,30.5723,23.14645,18.426566666666663,24.4448,19.054166666666667,63.7141,65.04816666666666,34.9039,18.6406,27.122933333333332,22.973966666666666,26.19375,22.9422,20.1896,25.883866666666666,24.9375,21.5625,21.792699999999996,19.3753,23.943766666666665,24.060399999999998,31.65,32.4104,25.380966666666666,29.8677,28.2156,25.972633333333334,27.58715,24.325,26.991600000000002,31.89946666666667,120.2109,163.49166666666667,137.8305,132.6496,126.79610000000001,229.00195,224.81403333333333,224.72225,232.4707,232.1246,223.70114999999998,222.6461,213.70989999999998,211.51746666666668,216.82580000000002,231.9484,219.89376666666666,224.23925000000003,218.66013333333333,230.73853333333332,226.42503333333332,213.42603333333332,214.95,220.6258,221.91143333333335,219.89294999999998,228.47289999999998,211.78853333333333,230.53830000000002,220.5708666666667,217.53475,216.4594,226.86483333333334,225.82966666666667,211.60103333333336,221.769,163.28333333333333,216.8906,124.25115,171.80883333333335,170.90286666666668,169.64982500000002,151.5938,165.7313,162.6453,32.5117,27.111433333333334,27.113100000000003,12.896366666666665,15.913533333333334,23.90703333333333,18.836150000000004,20.63475,23.4563,24.0566,25.3906,24.6211,221.46525,104.61616666666667,33.06325
