,Data,Hora,P1.1.1 V (V),P1.1.2 V (V),P1.1.3 V (V),P1.1.4 V (V),P1.1.5 V (V),P1.1.6 V (V),P1.1.7 V (V),P1.1.8 V (V),P1.1.9 V (V),P1.1.10 V (V),P1.1.11 V (V),P1.1.12 V (V),P1.1.13 V (V),P1.1.14 V (V),P1.1.15 V (V),P1.1.16 V (V),P1.2.1 V (V),P1.2.2 V (V),P1.2.3 V (V),P1.2.4 V (V),P1.2.5 V (V),P1.2.6 V (V),P1.2.7 V (V),P1.2.8 V (V),P1.2.9 V (V),P1.2.11 V (V),P1.2.12 V (V),P1.2.13 V (V),P1.2.14 V (V),P1.2.15 V (V),P1.2.16 V (V),P1.3.1 V (V),P1.3.2 V (V),P1.3.3 V (V),P1.3.4 V (V),P1.3.5 V (V),P1.3.6 V (V),P1.3.7 V (V),P1.3.9 V (V),P1.3.10 V (V),P1.3.11 V (V),P1.3.12 V (V),P1.3.13 V (V),P1.3.14 V (V),P1.3.15 V (V),P1.3.16 V (V)
0,2021-05-27,06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021-05-27,06:15:00,0.0,0.0,65.25,0.0,63.375,70.125,0.0,0.0,0.0,0.0,67.79166666666667,0.0,0.0,0.0,0.0,0.0,65.5,0.0,0.0,70.32142857142857,68.484375,71.21875,69.96052631578948,0.0,69.355,0.0,0.0,72.375,0.0,0.0,0.0,0.0,0.0,61.625,0.0,0.0,0.0,0.0,68.13,0.0,69.59615384615384,0.0,0.0,0.0,51.375,0.0
2,2021-05-27,06:30:00,61.083333333333336,63.75,61.5,63.9375,63.1875,63.916666666666664,60.875,56.708333333333336,61.458333333333336,63.958333333333336,64.3125,64.08333333333333,61.5,63.625,63.6875,64.03125,61.875,62.875,62.958333333333336,60.9375,62.6875,61.0625,64.08333333333333,51.291666666666664,61.8125,62.75,64.41666666666667,62.5625,63.65625,55.083333333333336,63.34375,54.583333333333336,57.5625,57.25,64.1875,60.625,66.34375,54.708333333333336,62.916666666666664,65.25,67.04166666666667,66.875,53.8125,63.9375,66.625,59.333333333333336
3,2021-05-27,06:45:00,67.16666666666667,71.45833333333333,69.4375,71.0,68.25,66.875,68.0,67.125,68.625,69.0,66.66666666666667,67.41666666666667,67.54166666666667,66.58333333333333,66.875,67.0,64.91666666666667,65.8125,66.375,67.70833333333333,64.875,68.375,70.41666666666667,64.45833333333333,68.75,68.58333333333333,68.6875,69.3125,70.5,58.625,68.04166666666667,66.34375,68.91666666666667,67.58333333333333,69.125,68.66666666666667,70.25,65.95833333333333,70.0,73.21875,71.875,71.5,67.33333333333333,69.0625,68.90625,68.875
4,2021-05-27,07:00:00,70.54166666666667,71.4375,70.75,73.0625,71.75,71.75,72.8125,71.5,71.5,71.83333333333333,69.8125,70.5,70.33333333333333,69.29166666666667,71.0625,70.5,70.375,70.45833333333333,70.45833333333333,69.58333333333333,70.29166666666667,71.03125,72.33333333333333,67.25,70.0625,71.875,71.41666666666667,74.75,72.1875,71.16666666666667,73.5,71.6875,72.29166666666667,71.625,69.45833333333333,71.0625,70.83333333333333,70.625,71.5625,79.75,75.375,71.54166666666667,71.4375,71.3125,71.75,78.0
5,2021-05-27,07:15:00,71.375,71.83333333333333,70.6875,71.91666666666667,71.70833333333333,71.4375,72.25,70.58333333333333,73.4375,71.83333333333333,69.5625,70.70833333333333,69.83333333333333,70.0,71.04166666666667,70.625,69.84375,69.75,70.5,68.9375,71.5,70.29166666666667,72.6875,70.33333333333333,70.79166666666667,74.625,70.625,71.3125,72.90625,71.95833333333333,74.58333333333333,71.45833333333333,72.5,72.54166666666667,71.25,70.0,70.08333333333333,71.41666666666667,67.83333333333333,75.54166666666667,77.29166666666667,69.9375,69.95833333333333,74.96875,74.8125,70.83333333333333
6,2021-05-27,07:30:00,68.58333333333333,71.75,71.53125,72.625,72.16666666666667,72.75,71.125,70.91666666666667,70.96875,70.5,70.70833333333333,71.41666666666667,72.375,70.83333333333333,71.375,73.54166666666667,71.95833333333333,71.1875,71.25,72.625,72.40625,72.625,72.8125,71.625,70.875,75.0625,72.04166666666667,72.0625,75.75,74.20833333333333,71.58333333333333,71.1875,71.96875,72.08333333333333,70.16666666666667,70.625,72.0,70.4375,71.375,80.0,79.375,70.45833333333333,70.53125,77.625,75.34375,73.9375
7,2021-05-27,07:45:00,70.8125,70.6875,71.33333333333333,72.4375,71.95833333333333,72.25,71.0,71.375,72.1875,71.125,71.25,72.45833333333333,70.875,71.1875,71.29166666666667,72.875,70.08333333333333,71.09375,70.83333333333333,72.45833333333333,72.0625,72.08333333333333,72.125,70.70833333333333,71.375,77.375,72.25,73.0,77.25,75.25,72.1875,70.6875,72.0,71.95833333333333,70.83333333333333,72.125,72.33333333333333,71.0625,71.125,77.0,80.4375,71.53125,70.45833333333333,78.0,76.75,72.75
8,2021-05-27,08:00:00,70.25,70.58333333333333,70.125,72.0625,70.375,70.79166666666667,71.25,70.875,71.58333333333333,70.29166666666667,70.04166666666667,71.125,70.875,71.08333333333333,71.5,72.0625,70.4375,70.25,71.125,71.5,72.0625,71.41666666666667,72.08333333333333,72.0,71.25,80.0,71.625,72.5,79.25,77.20833333333333,71.83333333333333,0.0,72.04166666666667,70.625,70.33333333333333,71.66666666666667,70.91666666666667,70.875,70.375,72.20833333333333,80.8125,71.20833333333333,71.125,79.0,77.375,72.375
9,2021-05-27,08:15:00,69.9375,70.45833333333333,71.75,71.125,70.625,71.29166666666667,71.0,70.75,71.91666666666667,71.33333333333333,70.875,71.33333333333333,71.875,70.5,70.8125,72.16666666666667,69.91666666666667,70.95833333333333,72.0,71.625,72.125,71.45833333333333,70.875,70.95833333333333,71.5625,80.125,71.90625,72.875,80.0,77.70833333333333,71.5625,69.70833333333333,71.83333333333333,70.83333333333333,70.5625,71.125,70.875,70.70833333333333,0.0,70.65625,80.29166666666667,70.875,69.5,79.375,78.08333333333333,72.33333333333333
