,Data,Hora,P3.1.1 V (V),P3.1.2 V (V),P3.1.3 V (V),P3.1.4 V (V),P3.1.5 V (V),P3.1.6 V (V),P3.1.7 V (V),P3.1.8 V (V),P3.1.9 V (V),P3.1.10 V (V),P3.1.11 V (V),P3.1.12 V (V),P3.1.13 V (V),P3.1.14 V (V),P3.1.15 V (V),P3.1.16 V (V),P3.2.1 V (V),P3.2.2 V (V),P3.2.3 V (V),P3.2.4 V (V),P3.2.5 V (V),P3.2.6 V (V),P3.2.7 V (V),P3.2.8 V (V),P3.2.9 V (V),P3.2.10 V (V),P3.2.11 V (V),P3.2.12 V (V),P3.2.13 V (V),P3.2.14 V (V),P3.2.15 V (V),P3.2.16 V (V),P3.3.1 V (V),P3.3.2 V (V),P3.3.3 V (V),P3.3.4 V (V),P3.3.5 V (V),P3.3.6 V (V),P3.3.7 V (V),P3.3.8 V (V),P3.3.9 V (V),P3.3.10 V (V),P3.3.11 V (V),P3.3.12 V (V),P3.3.13 V (V),P3.3.14 V (V),P3.3.15 V (V),P3.3.16 V (V),P3.4.1 V (V),P3.4.2 V (V),P3.4.3 V (V),P3.4.4 V (V),P3.4.5 V (V),P3.4.6 V (V),P3.4.7 V (V),P3.4.8 V (V),P3.4.9 V (V),P3.4.10 V (V),P3.4.11 V (V),P3.4.12 V (V),P3.4.13 V (V),P3.4.14 V (V),P3.4.15 V (V),P3.4.16 V (V),P3.5.1 V (V),P3.5.2 V (V),P3.5.3 V (V),P3.5.4 V (V),P3.5.5 V (V),P3.5.6 V (V),P3.5.7 V (V),P3.5.8 V (V),P3.5.9 V (V),P3.5.10 V (V),P3.5.11 V (V),P3.5.12 V (V),P3.5.13 V (V),P3.5.14 V (V),P3.5.15 V (V),P3.5.16 V (V),P3.6.1 V (V),P3.6.2 V (V),P3.6.3 V (V),P3.6.4 V (V),P3.6.5 V (V),P3.6.6 V (V),P3.6.7 V (V),P3.6.8 V (V),P3.6.9 V (V),P3.6.10 V (V),P3.6.11 V (V),P3.6.12 V (V),P3.6.13 V (V),P3.6.14 V (V),P3.6.15 V (V),P3.6.16 V (V),P3.7.1 V (V),P3.7.2 V (V),P3.7.3 V (V),P3.7.5 V (V),P3.7.6 V (V),P3.7.7 V (V),P3.7.8 V (V),P3.7.9 V (V),P3.7.10 V (V),P3.7.11 V (V),P3.7.12 V (V),P3.7.13 V (V),P3.7.14 V (V),P3.7.15 V (V),P3.7.16 V (V),P3.8.1 V (V),P3.8.2 V (V),P3.8.3 V (V),P3.8.4 V (V),P3.8.5 V (V),P3.8.6 V (V),P3.8.7 V (V),P3.8.8 V (V),P3.8.9 V (V),P3.8.10 V (V),P3.8.12 V (V),P3.8.13 V (V),P3.8.14 V (V),P3.8.15 V (V),P3.8.16 V (V)
0,2021-09-06,06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021-09-06,06:15:00,0.0,0.0,0.0,0.0,0.0,69.20192307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.8046875,0.0,68.69166666666666,0.0,0.0,0.0,0.0,0.0,61.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.84166666666667,0.0,0.0,68.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.25,0.0,0.0,0.0,0.0,0.0,68.875,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.4125,0.0,0.0,0.0,66.18055555555556,67.625,0.0,0.0,0.0,0.0,0.0,0.0,68.2109375,0.0,0.0,53.3125,68.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.20535714285714,0.0,0.0,0.0
2,2021-09-06,06:30:00,63.458333333333336,69.125,64.66666666666667,66.0,67.08333333333333,67.725,62.25,61.208333333333336,62.375,64.875,63.9375,64.375,63.875,63.083333333333336,63.25,59.5,69.29166666666667,66.5625,66.25,68.5625,70.29166666666667,65.1875,69.6,65.54166666666667,60.083333333333336,60.5,56.0,69.41666666666667,64.90625,62.75,57.625,66.66666666666667,65.25,66.125,58.75,64.375,63.375,64.9375,54.916666666666664,66.5,58.625,60.625,64.83333333333333,63.625,63.583333333333336,65.125,60.833333333333336,62.5625,68.125,70.0,63.0,68.78125,61.375,65.5,66.5,66.5,63.916666666666664,64.28125,64.91666666666667,63.5,63.791666666666664,69.225,69.54166666666667,64.875,59.6875,64.16666666666667,60.125,63.3125,64.91666666666667,61.958333333333336,61.8125,65.04166666666667,67.45833333333333,64.33333333333333,62.375,61.833333333333336,55.0,65.875,68.40625,70.95833333333333,61.583333333333336,62.1875,59.375,63.833333333333336,67.5,71.875,62.333333333333336,63.5,63.5,68.5,60.625,62.75,66.0625,61.6875,63.291666666666664,71.55,59.25,69.78125,60.5,70.21875,65.89583333333333,68.45833333333333,66.5,62.458333333333336,65.875,62.75,59.6875,70.546875,59.8125,62.8125,60.1875,69.3125,63.208333333333336,61.4375,61.916666666666664,63.75,62.5,65.91666666666667,61.083333333333336,61.375,64.1875,64.09375,69.91666666666667,66.0,66.16666666666667,64.25
3,2021-09-06,06:45:00,69.8125,71.875,69.95833333333333,69.875,65.125,69.83333333333333,70.41666666666667,67.3125,66.95833333333333,67.95833333333333,68.5,67.875,64.3125,69.08333333333333,67.875,67.625,72.0,71.28125,70.5,71.91666666666667,69.8125,69.125,69.70833333333333,68.125,67.25,66.15625,67.29166666666667,67.5,67.08333333333333,69.70833333333333,66.34375,68.875,70.75,69.58333333333333,68.625,72.33333333333333,70.875,68.79166666666667,56.875,68.6875,68.04166666666667,68.91666666666667,65.375,67.625,68.91666666666667,68.25,68.3125,66.21875,69.91666666666667,69.54166666666667,71.46875,68.90625,68.375,70.45833333333333,70.6875,68.8125,71.0,69.375,69.8125,69.3125,69.125,68.20833333333333,69.34375,67.5,66.16666666666667,70.0,68.5,69.4375,68.375,69.625,67.45833333333333,69.04166666666667,68.375,69.54166666666667,67.45833333333333,68.20833333333333,66.53125,67.79166666666667,67.125,68.83333333333333,69.20833333333333,67.375,69.33333333333333,66.75,69.375,65.125,69.125,68.875,69.34375,71.25,67.5,67.54166666666667,68.9375,66.5625,70.08333333333333,69.0625,69.3125,68.5,68.66666666666667,67.75,68.29166666666667,69.21875,70.375,70.4375,68.66666666666667,70.83333333333333,68.6875,69.5,69.0,67.875,55.4375,68.54166666666667,68.66666666666667,67.04166666666667,67.625,68.95833333333333,67.25,68.66666666666667,67.58333333333333,67.5,67.375,66.625,65.79166666666667,70.6875,69.41666666666667,67.125
4,2021-09-06,07:00:00,72.41666666666667,73.66666666666667,70.6875,70.5625,70.1875,70.9375,70.1875,69.25,69.8125,69.33333333333333,70.9375,70.20833333333333,69.0,68.66666666666667,69.0,69.4375,72.09375,72.375,71.0625,70.0,69.375,69.5,70.25,70.25,68.5625,69.5625,70.25,68.6875,69.16666666666667,68.625,68.29166666666667,69.78125,71.96875,72.3125,70.25,71.66666666666667,70.58333333333333,69.0,58.666666666666664,70.09375,69.3125,69.70833333333333,69.25,70.21875,69.70833333333333,69.79166666666667,69.41666666666667,70.66666666666667,72.5625,70.54166666666667,71.04166666666667,70.08333333333333,68.25,71.54166666666667,72.125,71.15625,71.83333333333333,70.33333333333333,70.96875,70.45833333333333,70.20833333333333,69.625,68.5,70.15625,69.875,70.125,69.4375,68.41666666666667,68.95833333333333,69.8125,70.375,69.5625,70.95833333333333,71.45833333333333,66.75,69.5,68.25,69.5,69.6875,0.0,70.66666666666667,69.375,68.45833333333333,68.45833333333333,69.58333333333333,69.25,72.0,70.9375,70.45833333333333,71.90625,68.25,70.0,70.375,67.70833333333333,70.29166666666667,70.16666666666667,70.08333333333333,69.625,70.75,68.375,69.66666666666667,71.3125,70.625,72.09375,71.3125,69.625,71.34375,69.625,70.9375,69.41666666666667,58.125,70.29166666666667,69.25,68.0625,70.04166666666667,69.3125,68.25,69.125,68.95833333333333,67.5,68.54166666666667,68.33333333333333,68.5,70.3125,68.375,70.375
5,2021-09-06,07:15:00,72.54166666666667,73.0,70.90625,69.25,68.75,70.25,69.95833333333333,70.8125,69.59375,69.20833333333333,71.16666666666667,69.58333333333333,68.65625,68.25,68.90625,70.4375,72.125,73.25,70.8125,69.09375,68.6875,69.75,70.625,69.125,69.625,69.25,70.41666666666667,69.16666666666667,69.04166666666667,69.21875,70.75,70.75,71.625,71.125,71.5,70.54166666666667,70.0,70.5625,58.0,69.45833333333333,69.66666666666667,67.75,70.5625,69.8125,68.5,70.54166666666667,69.08333333333333,69.625,72.3125,70.8125,69.8125,68.79166666666667,68.83333333333333,70.375,72.875,70.95833333333333,72.08333333333333,70.875,71.25,69.875,69.25,70.58333333333333,71.1875,68.83333333333333,68.45833333333333,69.04166666666667,68.875,70.41666666666667,69.875,69.8125,71.625,70.5,70.75,70.41666666666667,69.3125,70.625,69.54166666666667,68.91666666666667,68.58333333333333,69.75,68.5,69.46875,69.4375,69.5625,70.1875,69.95833333333333,70.8125,72.5625,70.70833333333333,71.3125,68.625,68.66666666666667,70.375,71.375,70.5,70.16666666666667,69.1875,69.75,70.125,69.91666666666667,72.25,71.5,71.58333333333333,72.0625,71.8125,68.79166666666667,69.04166666666667,71.0,69.75,71.08333333333333,56.791666666666664,68.79166666666667,70.5625,69.25,69.625,70.40625,68.375,70.75,68.95833333333333,67.83333333333333,70.625,69.70833333333333,69.9375,69.75,66.9375,70.40625
6,2021-09-06,07:30:00,72.625,71.5,70.41666666666667,70.16666666666667,69.66666666666667,70.625,71.25,68.95833333333333,68.1875,69.0,71.0625,68.79166666666667,69.45833333333333,69.25,69.0625,69.66666666666667,70.6875,72.29166666666667,69.46875,69.6875,68.90625,71.33333333333333,70.875,68.46875,68.95833333333333,70.0,66.125,71.1875,70.9375,69.3125,70.375,70.25,70.8125,71.09375,68.75,70.25,70.75,68.0625,56.875,70.70833333333333,68.75,68.20833333333333,70.04166666666667,69.29166666666667,69.125,67.1875,68.8125,70.0625,72.8125,71.1875,70.29166666666667,69.75,70.54166666666667,70.1875,70.5625,70.04166666666667,70.21875,70.0625,70.04166666666667,70.20833333333333,68.125,70.1875,70.54166666666667,69.33333333333333,68.6875,70.625,69.04166666666667,70.45833333333333,68.5,68.79166666666667,68.83333333333333,68.0625,69.125,69.6875,69.15625,69.45833333333333,69.29166666666667,68.3125,71.125,69.625,69.70833333333333,65.375,69.0,71.125,68.3125,69.21875,68.04166666666667,68.78125,69.25,69.875,70.08333333333333,69.0,69.375,66.54166666666667,67.875,67.5,69.65625,69.04166666666667,71.0,67.29166666666667,69.125,70.66666666666667,70.125,70.0,69.71875,69.125,69.4375,69.20833333333333,70.0,68.29166666666667,57.625,69.0625,70.83333333333333,68.20833333333333,69.0625,70.375,67.33333333333333,69.875,68.95833333333333,68.8125,69.15625,68.8125,70.03125,71.08333333333333,69.25,69.8125
7,2021-09-06,07:45:00,76.95833333333333,75.3125,73.20833333333333,72.75,72.25,71.29166666666667,72.16666666666667,71.41666666666667,72.0,71.40625,70.625,69.75,72.20833333333333,71.0,72.84375,73.125,75.33333333333333,76.8125,72.625,71.0625,70.875,70.875,72.04166666666667,73.6875,72.34375,71.83333333333333,72.79166666666667,71.83333333333333,71.4375,71.625,73.8125,72.375,78.58333333333333,74.625,70.70833333333333,71.83333333333333,72.58333333333333,71.16666666666667,60.0,72.75,72.0625,72.75,72.54166666666667,71.875,72.25,72.1875,72.625,72.4375,74.5,71.95833333333333,72.3125,71.9375,72.04166666666667,71.875,73.0625,73.29166666666667,72.8125,73.5,71.1875,73.125,72.41666666666667,72.66666666666667,72.41666666666667,71.875,71.04166666666667,71.0625,71.16666666666667,71.625,71.16666666666667,70.95833333333333,72.125,73.625,72.20833333333333,72.75,70.6875,72.20833333333333,71.0,71.75,72.5,72.125,71.79166666666667,72.125,73.0,71.65625,71.41666666666667,70.75,72.41666666666667,72.1875,72.5625,73.1875,71.0,71.625,71.375,71.08333333333333,71.625,72.5,71.625,72.20833333333333,70.58333333333333,71.9375,71.0,74.75,75.58333333333333,74.5,74.3125,71.3125,71.71875,70.625,72.16666666666667,71.95833333333333,59.3125,72.0625,73.08333333333333,72.5,71.58333333333333,71.5,72.5,72.83333333333333,71.70833333333333,70.0,71.70833333333333,70.0,71.375,72.79166666666667,71.75,71.5625
8,2021-09-06,08:00:00,80.125,78.375,72.33333333333333,73.79166666666667,71.875,73.0,74.125,72.125,73.3125,72.3125,72.9375,72.5625,73.0625,72.5625,73.625,74.21875,78.04166666666667,77.96875,72.54166666666667,71.375,72.1875,73.58333333333333,72.29166666666667,73.33333333333333,72.33333333333333,72.875,73.25,72.375,72.70833333333333,73.29166666666667,74.04166666666667,75.6875,78.1875,79.3125,70.375,73.75,73.5,71.875,59.958333333333336,73.20833333333333,73.41666666666667,73.3125,72.8125,73.04166666666667,73.08333333333333,73.125,74.25,74.33333333333333,75.20833333333333,72.95833333333333,72.29166666666667,71.875,72.625,73.0,75.16666666666667,72.8125,73.53125,73.5,72.65625,73.16666666666667,71.33333333333333,74.875,72.70833333333333,72.9375,72.6875,72.40625,72.16666666666667,72.25,71.625,73.5,72.90625,72.875,72.9375,73.1875,73.625,72.0,72.58333333333333,71.875,72.41666666666667,72.41666666666667,71.6875,72.4375,72.59375,71.875,72.45833333333333,72.0,72.3125,72.75,72.5625,74.91666666666667,72.3125,71.95833333333333,72.29166666666667,73.125,72.5,71.95833333333333,73.45833333333333,73.04166666666667,72.5625,71.5625,71.6875,72.8125,73.375,78.91666666666667,79.125,71.83333333333333,72.20833333333333,73.375,72.875,73.75,60.375,73.29166666666667,72.0,72.3125,72.16666666666667,73.125,73.25,73.0,72.625,71.53125,72.66666666666667,72.5,72.625,73.125,72.875,72.1875
9,2021-09-06,08:15:00,74.125,73.5625,71.375,71.0625,70.5,71.875,72.03125,71.33333333333333,70.25,71.25,70.0,70.625,71.0,70.875,72.0,71.5625,73.25,73.5625,70.875,71.29166666666667,70.33333333333333,71.04166666666667,72.25,71.58333333333333,70.125,71.0,71.25,70.75,71.58333333333333,71.125,72.33333333333333,72.625,73.84375,73.66666666666667,71.4375,72.15625,71.58333333333333,70.75,59.25,71.0,70.83333333333333,70.41666666666667,71.375,71.625,71.875,71.3125,71.625,71.6875,72.625,70.91666666666667,70.125,70.125,70.25,72.0,71.3125,72.0,71.4375,71.125,71.33333333333333,70.58333333333333,70.54166666666667,71.46875,71.6875,70.59375,71.0,70.6875,69.75,71.0,71.3125,70.65625,69.5,69.83333333333333,70.1875,70.875,69.5625,70.25,70.40625,69.95833333333333,70.5625,72.0,70.34375,70.29166666666667,69.4375,69.83333333333333,69.75,69.41666666666667,70.78125,70.5,72.125,71.53125,71.0,70.5625,70.25,71.3125,71.5,70.58333333333333,71.375,71.46875,70.625,69.875,70.875,70.8125,70.95833333333333,73.8125,72.54166666666667,71.0,71.0,71.3125,71.54166666666667,71.45833333333333,58.125,71.125,70.9375,70.75,70.5,71.125,71.16666666666667,71.5,70.70833333333333,70.8125,71.125,71.0,71.25,71.0,70.625,70.75
