,Data,Hora,OP3.1.1 V (V),OP3.1.2 V (V),OP3.1.3 V (V),OP3.1.4 V (V),OP3.1.5 V (V),OP3.1.6 V (V),OP3.1.7 V (V),OP3.1.8 V (V),OP3.1.9 V (V),OP3.1.10 V (V),OP3.1.11 V (V),OP3.1.12 V (V),OP3.1.13 V (V),OP3.1.14 V (V),OP3.1.15 V (V),OP3.1.16 V (V),OP3.2.1 V (V),OP3.2.2 V (V),OP3.2.3 V (V),OP3.2.4 V (V),OP3.2.5 V (V),OP3.2.6 V (V),OP3.2.7 V (V),OP3.2.8 V (V),OP3.2.9 V (V),OP3.2.10 V (V),OP3.2.11 V (V),OP3.2.12 V (V),OP3.2.13 V (V),OP3.2.14 V (V),OP3.2.15 V (V),OP3.2.16 V (V),OP3.3.1 V (V),OP3.3.2 V (V),OP3.3.3 V (V),OP3.3.4 V (V),OP3.3.5 V (V),OP3.3.6 V (V),OP3.3.7 V (V),OP3.3.8 V (V),OP3.3.9 V (V),OP3.3.10 V (V),OP3.3.11 V (V),OP3.3.12 V (V),OP3.3.13 V (V),OP3.3.14 V (V),OP3.3.15 V (V),OP3.3.16 V (V),OP3.4.1 V (V),OP3.4.2 V (V),OP3.4.3 V (V),OP3.4.4 V (V),OP3.4.5 V (V),OP3.4.6 V (V),OP3.4.7 V (V),OP3.4.8 V (V),OP3.4.9 V (V),OP3.4.10 V (V),OP3.4.11 V (V),OP3.4.12 V (V),OP3.4.13 V (V),OP3.4.14 V (V),OP3.4.15 V (V),OP3.4.16 V (V),OP3.5.1 V (V),OP3.5.2 V (V),OP3.5.3 V (V),OP3.5.4 V (V),OP3.5.5 V (V),OP3.5.6 V (V),OP3.5.7 V (V),OP3.5.8 V (V),OP3.5.9 V (V),OP3.5.10 V (V),OP3.5.11 V (V),OP3.5.12 V (V),OP3.5.13 V (V),OP3.5.14 V (V),OP3.5.15 V (V),OP3.5.16 V (V),OP3.6.1 V (V),OP3.6.2 V (V),OP3.6.3 V (V),OP3.6.4 V (V),OP3.6.5 V (V),OP3.6.6 V (V),OP3.6.7 V (V),OP3.6.8 V (V),OP3.6.9 V (V),OP3.6.10 V (V),OP3.6.11 V (V),OP3.6.12 V (V),OP3.6.13 V (V),OP3.6.14 V (V),OP3.6.15 V (V),OP3.6.16 V (V),OP3.7.1 V (V),OP3.7.2 V (V),OP3.7.3 V (V),OP3.7.4 V (V),OP3.7.5 V (V),OP3.7.6 V (V),OP3.7.7 V (V),OP3.7.8 V (V),OP3.7.9 V (V),OP3.7.10 V (V),OP3.7.11 V (V),OP3.7.12 V (V),OP3.7.13 V (V),OP3.7.14 V (V),OP3.7.15 V (V),OP3.7.16 V (V),OP3.8.1 V (V),OP3.8.2 V (V),OP3.8.3 V (V),OP3.8.4 V (V),OP3.8.5 V (V),OP3.8.6 V (V),OP3.8.7 V (V),OP3.8.8 V (V),OP3.8.9 V (V),OP3.8.10 V (V),OP3.8.11 V (V),OP3.8.12 V (V),OP3.8.13 V (V),OP3.8.14 V (V),OP3.8.15 V (V),OP3.8.16 V (V)
0,2021-02-17,06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021-02-17,06:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2021-02-17,06:30:00,0.0,0.0,0.0,0.0,0.0,11.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.59375,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,5.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.875,0.0,0.0,0.0,0.0,0.0,5.84375,0.0,0.0,0.0,0.0,0.0,0.0,0.15625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2021-02-17,06:45:00,85.0,0.0,0.0,51.75,54.75,22.96527777777778,53.625,0.0,0.0,46.125,44.875,0.0,45.625,38.875,56.125,57.625,85.0,47.375,48.125,68.5,6.730769230769231,85.0,7.488636363636363,0.0,45.125,0.0,44.25,55.208333333333336,54.425,0.0,0.0,34.75,45.875,0.0,49.0,55.125,41.141666666666666,47.625,85.0,0.0,49.5,45.25,31.25,0.0,0.0,85.0,40.625,39.5,18.58695652173913,39.041666666666664,0.0,10.96,46.375,47.375,45.125,85.0,0.0,41.625,49.625,47.75,0.0,61.666666666666664,55.125,53.125,85.0,0.0,46.875,47.0,49.25,50.25,45.0,50.0,59.125,45.5,0.0,52.0,0.0,50.0,61.5,67.90625,47.125,49.25,46.125,59.1875,47.041666666666664,60.895833333333336,46.875,45.25,46.5,55.75,0.0,50.625,47.25,52.875,46.625,26.505434782608695,30.0,85.0,50.0,47.0,21.23125,9.202380952380953,61.1875,47.25,45.125,0.0,44.125,47.5,1.1521739130434783,0.0,60.25,44.85,29.58653846153846,0.0,44.75,48.875,0.0,84.5,82.5,47.25,49.5,38.75,47.375,73.375,13.4625,43.984375,50.125,44.625
4,2021-02-17,07:00:00,46.208333333333336,43.875,48.5,49.25,49.416666666666664,49.4375,50.125,49.916666666666664,46.166666666666664,47.125,48.625,47.34375,45.625,44.5625,44.0,43.625,45.8125,45.125,49.041666666666664,48.791666666666664,49.25,49.125,49.083333333333336,48.53125,46.5625,46.46875,46.25,47.8125,46.791666666666664,44.8125,42.3125,44.125,44.75,45.25,48.458333333333336,49.0625,49.0625,49.458333333333336,48.916666666666664,48.375,47.333333333333336,46.75,46.25,46.125,45.375,46.375,43.666666666666664,43.625,48.416666666666664,47.875,47.6875,47.666666666666664,47.5625,45.041666666666664,42.5,43.833333333333336,46.9375,48.6875,48.291666666666664,48.5,45.0,47.958333333333336,47.6875,47.125,47.125,47.416666666666664,47.291666666666664,46.5,47.1875,46.666666666666664,46.333333333333336,45.708333333333336,47.458333333333336,46.291666666666664,45.791666666666664,48.458333333333336,47.833333333333336,46.5625,46.291666666666664,47.5625,46.833333333333336,47.4375,47.0625,46.75,47.0,47.083333333333336,46.5,45.25,46.8125,46.333333333333336,46.541666666666664,47.6875,47.416666666666664,45.9375,47.375,47.416666666666664,48.6875,48.708333333333336,48.541666666666664,47.833333333333336,48.375,49.041666666666664,49.25,47.6875,44.3125,43.625,46.041666666666664,46.875,47.083333333333336,47.65625,46.375,38.6875,47.0625,46.84375,46.166666666666664,46.875,47.4375,47.416666666666664,47.25,47.5,45.958333333333336,47.125,46.625,45.791666666666664,46.375,47.333333333333336,47.291666666666664,47.416666666666664
5,2021-02-17,07:15:00,46.125,39.1875,46.40625,47.958333333333336,48.125,46.40625,49.03125,49.0,47.53125,47.958333333333336,47.6875,47.333333333333336,47.1875,47.833333333333336,44.875,44.875,45.75,44.625,48.125,47.75,47.75,48.125,48.333333333333336,47.3125,47.291666666666664,47.0,46.5625,47.75,47.0625,46.291666666666664,44.541666666666664,45.1875,44.8125,45.75,48.125,48.041666666666664,48.25,48.583333333333336,48.416666666666664,47.458333333333336,47.166666666666664,46.6875,46.25,47.166666666666664,46.4375,45.958333333333336,44.583333333333336,45.041666666666664,48.375,48.583333333333336,46.333333333333336,47.458333333333336,47.96875,43.291666666666664,41.6875,45.875,47.416666666666664,47.416666666666664,47.875,47.625,47.916666666666664,47.708333333333336,48.5,47.8125,46.75,47.125,47.208333333333336,46.625,46.916666666666664,47.0625,46.291666666666664,45.833333333333336,47.416666666666664,46.25,46.25,48.083333333333336,47.25,46.8125,47.0,48.083333333333336,46.75,47.25,47.46875,46.583333333333336,46.916666666666664,47.041666666666664,47.125,45.791666666666664,47.0,46.916666666666664,46.625,47.125,47.458333333333336,46.916666666666664,47.5625,47.375,48.3125,48.0625,48.083333333333336,47.875,48.333333333333336,49.0,48.791666666666664,48.541666666666664,44.65625,44.0,46.5,47.5,47.541666666666664,47.583333333333336,47.041666666666664,38.333333333333336,47.333333333333336,47.5,46.541666666666664,47.03125,47.083333333333336,47.083333333333336,47.125,47.5,46.083333333333336,47.166666666666664,46.4375,45.5625,46.583333333333336,47.0625,47.375,47.333333333333336
6,2021-02-17,07:30:00,46.458333333333336,43.25,46.541666666666664,48.125,48.0625,47.75,48.458333333333336,48.458333333333336,47.25,47.416666666666664,47.416666666666664,47.25,46.3125,46.75,45.0625,45.0625,45.90625,45.875,47.916666666666664,47.791666666666664,47.791666666666664,47.916666666666664,47.833333333333336,47.1875,47.125,47.0,46.5625,47.416666666666664,47.041666666666664,46.4375,44.875,45.625,45.541666666666664,45.958333333333336,47.6875,47.708333333333336,48.083333333333336,47.958333333333336,48.1875,47.541666666666664,47.0625,46.791666666666664,46.75,46.958333333333336,46.6875,46.375,44.958333333333336,45.291666666666664,47.708333333333336,47.458333333333336,47.458333333333336,47.125,47.708333333333336,46.5625,43.46875,46.333333333333336,47.125,47.0,47.791666666666664,47.666666666666664,46.6875,47.458333333333336,47.541666666666664,46.9375,46.958333333333336,46.958333333333336,47.375,46.916666666666664,47.25,47.0625,46.416666666666664,46.6875,47.375,46.5,46.75,47.625,47.208333333333336,46.791666666666664,47.0,47.625,46.75,47.083333333333336,47.25,46.75,47.083333333333336,47.041666666666664,46.833333333333336,46.125,47.125,47.041666666666664,46.875,47.125,47.3125,47.0,47.25,46.9375,48.333333333333336,47.958333333333336,48.125,47.875,47.666666666666664,48.583333333333336,48.3125,47.583333333333336,45.833333333333336,45.3125,46.8125,47.5,47.291666666666664,47.75,47.0,38.958333333333336,47.15625,46.958333333333336,46.583333333333336,47.041666666666664,47.083333333333336,47.125,47.166666666666664,47.291666666666664,46.291666666666664,46.75,46.8125,46.125,46.5,46.875,47.166666666666664,47.166666666666664
7,2021-02-17,07:45:00,47.5625,38.5625,45.958333333333336,48.583333333333336,47.9375,47.25,48.1875,48.3125,47.375,47.583333333333336,48.041666666666664,47.416666666666664,47.28125,47.166666666666664,46.208333333333336,46.21875,46.416666666666664,46.583333333333336,47.6875,47.4375,47.5,47.666666666666664,47.75,47.041666666666664,46.958333333333336,46.75,46.375,47.125,47.375,46.083333333333336,45.291666666666664,46.083333333333336,46.041666666666664,46.5,47.5,47.375,47.833333333333336,47.916666666666664,48.166666666666664,47.1875,47.125,46.8125,46.5,47.25,47.166666666666664,46.5625,45.5,45.6875,47.958333333333336,48.166666666666664,48.125,47.625,48.1875,41.708333333333336,38.458333333333336,47.916666666666664,47.25,47.25,47.833333333333336,48.0,47.0,47.5,47.666666666666664,47.3125,46.708333333333336,47.25,47.3125,47.0,47.041666666666664,46.9375,46.791666666666664,46.75,47.9375,46.4375,46.583333333333336,48.083333333333336,47.4375,46.5625,46.875,47.875,46.4375,47.5,47.708333333333336,46.791666666666664,46.875,47.125,47.21875,46.0,47.125,46.791666666666664,46.75,47.3125,47.125,47.15625,47.375,47.375,48.333333333333336,47.916666666666664,48.25,47.583333333333336,47.791666666666664,48.3125,48.416666666666664,47.8125,46.5,45.916666666666664,46.958333333333336,47.4375,47.416666666666664,47.71875,47.0,38.791666666666664,47.25,47.5625,46.583333333333336,46.9375,47.0,47.041666666666664,47.25,47.208333333333336,46.25,47.0,46.9375,46.25,46.5625,47.166666666666664,47.208333333333336,47.25
8,2021-02-17,08:00:00,46.916666666666664,44.25,46.291666666666664,48.0625,47.875,47.916666666666664,48.125,48.208333333333336,47.125,47.25,47.375,47.208333333333336,46.541666666666664,46.625,45.583333333333336,45.458333333333336,46.0625,46.625,47.875,47.5,47.541666666666664,47.75,47.791666666666664,47.25,47.0,46.9375,46.5625,46.875,47.0625,46.4375,45.333333333333336,45.916666666666664,45.875,46.375,47.5625,47.583333333333336,47.791666666666664,48.0,48.125,47.541666666666664,47.125,46.833333333333336,46.5,46.791666666666664,46.75,46.5,45.291666666666664,45.59375,47.583333333333336,47.583333333333336,47.625,47.25,47.6875,46.125,43.125,46.458333333333336,46.875,46.96875,47.583333333333336,47.583333333333336,46.71875,47.4375,47.416666666666664,47.125,46.8125,47.125,47.375,46.833333333333336,47.166666666666664,47.0,46.583333333333336,46.541666666666664,47.28125,46.583333333333336,46.625,47.40625,47.125,46.71875,46.958333333333336,47.5,46.84375,47.1875,47.375,46.875,47.125,46.958333333333336,46.958333333333336,46.40625,46.958333333333336,46.916666666666664,46.916666666666664,47.083333333333336,47.208333333333336,47.1875,47.5,47.5,48.208333333333336,48.125,47.65625,47.625,47.625,48.375,48.166666666666664,47.59375,46.46875,45.916666666666664,46.875,47.5625,47.5,47.9375,47.3125,39.0,46.958333333333336,46.541666666666664,46.375,47.21875,47.1875,46.958333333333336,47.25,47.083333333333336,46.5,46.916666666666664,46.9375,46.416666666666664,46.625,47.291666666666664,46.9375,47.34375
9,2021-02-17,08:15:00,46.458333333333336,45.75,47.375,48.333333333333336,47.583333333333336,47.916666666666664,48.625,47.875,47.46875,47.125,47.125,47.541666666666664,46.5,47.208333333333336,45.625,45.375,46.0,46.458333333333336,47.65625,47.625,47.875,47.75,47.75,47.25,47.25,47.125,46.708333333333336,47.0,47.125,46.34375,45.5,45.75,45.9375,46.25,47.125,47.541666666666664,47.916666666666664,47.708333333333336,47.1875,47.1875,47.125,47.0625,47.041666666666664,47.083333333333336,46.8125,46.75,45.5,45.541666666666664,47.333333333333336,47.3125,47.416666666666664,47.041666666666664,48.25,46.875,43.458333333333336,46.791666666666664,47.125,46.791666666666664,48.6875,47.583333333333336,47.5,47.0625,48.5625,47.0,47.1875,47.333333333333336,47.375,46.875,47.208333333333336,46.875,47.25,46.708333333333336,47.0625,46.5625,46.875,47.458333333333336,47.5,46.9375,47.166666666666664,47.541666666666664,46.875,47.25,47.083333333333336,46.8125,47.166666666666664,46.6875,46.958333333333336,46.583333333333336,47.083333333333336,46.6875,46.5,47.125,47.041666666666664,46.75,46.6875,47.416666666666664,48.5,48.083333333333336,47.958333333333336,47.833333333333336,48.15625,48.4375,48.5,47.958333333333336,46.125,45.541666666666664,46.666666666666664,47.5625,47.291666666666664,47.791666666666664,47.208333333333336,38.625,46.75,46.958333333333336,46.666666666666664,47.125,47.125,46.9375,47.25,47.041666666666664,46.5,46.833333333333336,47.0,46.416666666666664,47.0,46.6875,46.96875,46.9375
