,Data,Hora,OP1.1.1 V (V),OP1.1.2 V (V),OP1.1.3 V (V),OP1.1.4 V (V),OP1.1.5 V (V),OP1.1.6 V (V),OP1.1.7 V (V),OP1.1.8 V (V),OP1.1.9 V (V),OP1.1.10 V (V),OP1.1.11 V (V),OP1.1.12 V (V),OP1.1.13 V (V),OP1.1.14 V (V),OP1.1.15 V (V),OP1.1.16 V (V),OP1.2.1 V (V),OP1.2.2 V (V),OP1.2.3 V (V),OP1.2.4 V (V),OP1.2.5 V (V),OP1.2.6 V (V),OP1.2.7 V (V),OP1.2.8 V (V),OP1.2.9 V (V),OP1.2.10 V (V),OP1.2.11 V (V),OP1.2.12 V (V),OP1.2.13 V (V),OP1.2.14 V (V),OP1.2.15 V (V),OP1.2.16 V (V),OP1.3.2 V (V),OP1.3.3 V (V),OP1.3.4 V (V),OP1.3.6 V (V),OP1.3.7 V (V),OP1.3.8 V (V),OP1.3.9 V (V),OP1.3.10 V (V),OP1.3.11 V (V),OP1.3.12 V (V),OP1.3.13 V (V),OP1.3.14 V (V),OP1.3.15 V (V),OP1.3.16 V (V)
0,2021-04-27,06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021-04-27,06:15:00,46.6875,48.666666666666664,52.6875,51.4375,50.916666666666664,46.541666666666664,49.6875,51.0,44.041666666666664,42.3125,42.583333333333336,44.333333333333336,43.875,42.3125,43.208333333333336,43.46875,46.458333333333336,47.333333333333336,47.916666666666664,46.125,48.875,49.5,48.333333333333336,46.75,49.291666666666664,45.916666666666664,45.0,52.208333333333336,48.75,40.708333333333336,35.666666666666664,49.53125,50.833333333333336,50.833333333333336,49.3125,48.25,47.625,48.958333333333336,47.875,45.458333333333336,43.5,49.625,48.833333333333336,39.416666666666664,36.708333333333336,47.416666666666664
2,2021-04-27,06:30:00,49.84375,53.791666666666664,56.625,54.291666666666664,53.083333333333336,53.625,52.3125,51.6875,41.5,41.166666666666664,39.291666666666664,41.333333333333336,41.375,41.375,40.041666666666664,38.625,46.6875,48.375,48.0,48.208333333333336,48.958333333333336,49.875,48.833333333333336,49.25,49.208333333333336,45.4375,42.6875,49.21875,48.958333333333336,40.4375,37.833333333333336,48.125,51.25,53.458333333333336,49.375,50.791666666666664,54.5625,50.416666666666664,46.833333333333336,45.125,40.1875,46.5,47.708333333333336,37.5,36.125,42.625
3,2021-04-27,06:45:00,53.708333333333336,54.375,56.416666666666664,57.375,54.5,53.333333333333336,54.5625,53.583333333333336,40.833333333333336,39.291666666666664,38.458333333333336,41.25,40.583333333333336,39.083333333333336,37.916666666666664,39.916666666666664,48.583333333333336,49.53125,48.59375,48.875,49.75,51.3125,50.416666666666664,48.9375,50.375,43.75,42.5,50.416666666666664,50.0,38.75,36.6875,47.208333333333336,51.625,53.0,51.625,52.0,52.208333333333336,51.916666666666664,52.3125,40.25,36.833333333333336,53.125,50.708333333333336,35.375,27.541666666666668,41.625
4,2021-04-27,07:00:00,53.0625,49.5625,52.583333333333336,51.25,53.333333333333336,50.541666666666664,50.875,51.458333333333336,43.125,43.3125,42.9375,44.625,41.75,43.125,43.083333333333336,44.0,47.916666666666664,49.75,48.583333333333336,48.791666666666664,49.25,50.75,50.375,49.3125,48.916666666666664,43.208333333333336,41.9375,49.625,49.208333333333336,37.8125,33.5625,49.625,50.291666666666664,51.958333333333336,49.708333333333336,50.333333333333336,51.75,49.25,51.4375,44.291666666666664,40.541666666666664,52.625,51.833333333333336,36.125,32.125,49.708333333333336
5,2021-04-27,07:15:00,51.583333333333336,51.25,50.958333333333336,53.875,52.25,52.75,52.75,53.041666666666664,41.666666666666664,40.875,40.375,41.75,41.458333333333336,39.875,41.583333333333336,41.96875,50.041666666666664,50.0,50.3125,51.5625,50.1875,50.1875,50.1875,50.208333333333336,50.625,40.75,39.0,52.708333333333336,51.8125,28.625,32.0,53.8125,51.375,52.458333333333336,49.8125,51.333333333333336,52.541666666666664,51.708333333333336,52.458333333333336,44.0,30.5,51.208333333333336,51.9375,29.416666666666668,27.125,50.833333333333336
6,2021-04-27,07:30:00,48.375,49.125,49.1875,49.458333333333336,49.083333333333336,49.25,49.125,49.0625,44.583333333333336,44.25,44.125,44.625,45.1875,44.4375,44.916666666666664,45.0625,47.291666666666664,47.333333333333336,47.75,48.25,48.375,48.666666666666664,48.4375,48.041666666666664,48.541666666666664,47.041666666666664,44.0,48.6875,48.666666666666664,41.15625,40.0,48.625,48.541666666666664,48.6875,48.166666666666664,47.6875,48.458333333333336,48.541666666666664,48.5,47.375,43.125,48.25,48.666666666666664,40.5,38.375,47.958333333333336
7,2021-04-27,07:45:00,47.25,47.666666666666664,47.96875,48.125,47.666666666666664,48.1875,48.083333333333336,47.708333333333336,45.5,45.625,45.791666666666664,46.125,46.416666666666664,46.0,46.0625,46.291666666666664,46.9375,47.375,47.3125,47.6875,47.75,47.4375,47.75,47.125,47.833333333333336,47.1875,45.5,47.708333333333336,47.625,44.0625,42.0625,47.75,48.041666666666664,48.5625,47.4375,47.083333333333336,47.458333333333336,47.791666666666664,47.25,46.708333333333336,45.625,47.25,47.458333333333336,44.333333333333336,43.25,47.5
8,2021-04-27,08:00:00,47.625,47.875,48.6875,48.25,47.916666666666664,48.166666666666664,48.5,48.0,45.958333333333336,45.625,45.208333333333336,45.791666666666664,46.1875,45.958333333333336,45.791666666666664,45.958333333333336,46.708333333333336,47.666666666666664,47.333333333333336,47.5625,47.8125,48.333333333333336,47.8125,48.3125,47.916666666666664,47.5625,45.8125,47.958333333333336,48.291666666666664,40.25,41.416666666666664,48.0625,47.958333333333336,48.0,47.833333333333336,47.166666666666664,47.75,48.291666666666664,48.125,46.75,46.75,47.375,47.666666666666664,43.958333333333336,41.875,48.1875
9,2021-04-27,08:15:00,49.916666666666664,50.3125,51.0,51.291666666666664,51.125,50.708333333333336,50.0,50.625,43.916666666666664,42.1875,42.6875,42.9375,43.5,42.958333333333336,42.541666666666664,43.083333333333336,50.958333333333336,52.833333333333336,52.03125,51.25,51.625,54.5625,51.916666666666664,51.6875,53.5,51.541666666666664,24.1875,54.125,53.375,0.0,22.041666666666668,53.125,53.0625,53.083333333333336,51.875,51.833333333333336,51.833333333333336,52.458333333333336,51.916666666666664,51.5625,37.041666666666664,52.625,52.291666666666664,25.6875,18.75,52.166666666666664
