,Unnamed: 0,Data,Hora,P2.1.1 P (W),P2.1.2 P (W),P2.1.3 P (W),P2.1.4 P (W),P2.1.5 P (W),P2.1.6 P (W),P2.1.7 P (W),P2.1.8 P (W),P2.1.9 P (W),P2.1.10 P (W),P2.1.11 P (W),P2.1.12 P (W),P2.1.13 P (W),P2.1.14 P (W),P2.1.15 P (W),P2.1.16 P (W),P2.2.1 P (W),P2.2.2 P (W),P2.2.3 P (W),P2.2.4 P (W),P2.2.5 P (W),P2.2.6 P (W),P2.2.7 P (W),P2.2.8 P (W),P2.2.9 P (W),P2.2.10 P (W),P2.2.11 P (W),P2.2.12 P (W),P2.2.13 P (W),P2.2.14 P (W),P2.2.15 P (W),P2.2.16 P (W),P2.3.1 P (W),P2.3.2 P (W),P2.3.3 P (W),P2.3.4 P (W),P2.3.5 P (W),P2.3.6 P (W),P2.3.7 P (W),P2.3.8 P (W),P2.3.9 P (W),P2.3.10 P (W),P2.3.11 P (W),P2.3.12 P (W),P2.3.13 P (W),P2.3.14 P (W),P2.3.15 P (W),P2.3.16 P (W)
376,40,2021-02-05,16:00:00,116.26095,95.7766,123.0305,93.11953333333334,121.1453,127.02863333333336,134.5756,140.77145000000002,113.8323,116.5713,102.57265,110.09885,65.55106666666667,123.05573333333332,105.867575,125.5336,86.67083333333333,84.15,79.80573333333332,91.44296666666668,91.30605,86.10194999999999,90.4535,78.43126666666667,87.83905,84.3573,91.14375,97.23046666666666,77.94923333333332,92.53306666666668,89.4073,92.5836,82.93635,86.0367,92.02655,98.709,88.27324999999999,88.43555,80.92814999999999,96.27836666666668,92.65603333333333,95.18283333333332,81.79105,95.70366666666666,81.58333333333334,98.9914,91.84713333333332,90.1378
377,41,2021-02-05,16:15:00,97.17695,95.381625,100.8211,102.31445,123.52695,94.84426666666668,107.6633,95.8203,86.59320000000001,113.3844,122.7262,94.2,44.54323333333334,93.18906666666668,85.45235,112.6901,72.5742,71.14667499999999,79.37035,81.5578,83.9211,76.8901,66.07186666666666,64.5224,77.8543,71.80392499999999,83.1273,82.48635,59.9414,64.48700000000001,69.1302,78.58853333333333,78.80366666666667,71.43596666666667,68.00026666666666,74.04296666666666,68.32366666666667,71.17150000000001,70.41327500000001,60.4418,72.47476666666667,72.7031,68.0771,69.63283333333332,65.32526666666666,76.63395,82.92224999999999,81.4926
378,42,2021-02-05,16:30:00,35.2953,33.20783333333333,42.8949,38.60263333333334,43.2013,35.422666666666665,43.643,38.55676666666667,30.337266666666668,42.4922,56.257825,44.68303333333333,21.2388,32.07576666666667,26.8128,53.8154,34.38256666666667,35.5273,37.15315,31.5398,38.672666666666665,36.72346666666666,35.525000000000006,37.0496,33.20806666666667,34.3285,36.411525000000005,47.180733333333336,27.348966666666666,29.80363333333333,30.7797,31.40705,35.26445,34.168,33.752633333333335,37.8169,31.0828,27.83865,33.172133333333335,38.76015,35.2232,49.538700000000006,29.25935,34.858200000000004,30.76353333333334,41.93463333333333,35.06796666666667,35.900800000000004
379,43,2021-02-05,16:45:00,18.77345,20.4297,19.275,11.681266666666666,29.73803333333333,24.4414,32.59506666666667,22.9023,12.5,29.6262,25.2521,22.07345,14.84845,19.2781,10.7922,23.5091,19.3948,23.9823,19.020566666666667,23.794566666666668,25.7172,23.379166666666663,23.354166666666668,18.363475,19.06875,20.240225,19.5427,27.9328,17.615099999999998,20.0729,18.760166666666667,21.590366666666668,19.703125,23.398966666666663,16.5677,23.987266666666667,20.35935,17.5168,19.71323333333333,23.35936666666667,21.98593333333333,19.45785,19.845066666666668,24.606,11.2266,30.2969,22.92813333333333,26.3362
380,44,2021-02-05,17:00:00,4.090366666666666,7.24845,5.28675,0.0,13.2297,13.7262,13.991133333333332,8.873225,5.1543,14.1078,12.35,8.107050000000001,4.193766666666666,7.631,0.8937666666666666,12.72695,6.2672,11.6328,7.958366666666667,11.9766,9.913266666666669,13.16015,8.0781,3.3739666666666666,9.601033333333334,4.557833333333334,6.3771,17.9434,7.923166666666667,6.4193,4.472133333333333,7.789066666666667,6.95115,10.38905,5.40235,11.7359,8.281,6.5864666666666665,7.010666666666666,8.131266666666667,8.56835,10.6789,6.53595,8.045566666666666,4.49455,20.17385,11.40665,13.028633333333334
381,45,2021-02-05,17:15:00,0.0,0.0,0.0,0.0,9.375,0.0,0.0,0.0,0.7563,6.6141,3.5063,4.7734,0.0,0.7141,0.0,0.0,1.0617,0.43515,1.8633,6.95625,4.8648,5.3203,0.3254,0.0,2.3486714285714285,0.0,0.0,11.8125,3.6352,2.2313,0.1914111111111111,2.6188,0.0,0.0,1.543,4.933199999999999,0.0,1.0711,0.0,0.0,3.2227,2.39885,2.2688,4.0391,0.0,0.0,0.0,0.0
382,46,2021-02-05,17:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
383,47,2021-02-05,17:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
384,48,2021-02-05,18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
385,49,2021-02-05,18:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
386,50,2021-02-05,18:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
387,51,2021-02-05,18:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
388,52,2021-02-05,19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
389,53,2021-02-05,19:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
390,54,2021-02-05,19:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
391,55,2021-02-05,19:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
392,0,2021-02-06,06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
393,1,2021-02-06,06:15:00,0.0,0.0,0.0154222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3549333333333333,0.0,1.1391857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
394,2,2021-02-06,06:30:00,4.698433333333334,3.593233333333333,5.43285,1.113033333333333,12.7896,10.4333,5.5688,7.869949999999999,6.2094,9.417733333333333,10.54295,7.4109,2.768733333333333,4.515633333333334,0.0,11.9832,7.878900000000001,10.29295,9.61055,8.375,15.092599999999996,12.2323,8.168466666666667,7.2349,10.7836,8.1138,8.101833333333333,11.33905,4.7781,11.88945,10.8328,5.7206,7.450766666666666,10.6409,5.635666666666666,12.69765,2.293,4.637766666666667,7.335933333333333,7.6935,9.722633333333334,6.827100000000001,4.853525,6.6534,4.7521,16.3594,8.498433333333333,13.0619
395,3,2021-02-06,06:45:00,12.4039,10.669533333333334,11.031533333333334,5.09845,20.641166666666667,18.171366666666668,20.82473333333333,14.678133333333337,11.730466666666668,19.70975,18.516166666666667,14.861733333333332,9.74805,12.128666666666668,3.2593666666666667,18.823933333333333,17.183866666666667,15.26365,15.933599999999998,21.095566666666667,19.6996,20.923450000000003,20.212233333333334,14.657825,20.47213333333333,17.8332,16.01666666666667,26.13906666666667,16.416433333333334,18.94805,15.9422,16.188533333333332,14.2367,19.2832,16.1547,21.0953,17.930075000000002,13.674233333333332,15.058333333333332,19.266933333333338,17.504933333333334,19.03125,13.61015,15.0151,13.481766666666667,23.5594,17.544533333333334,20.8669
396,4,2021-02-06,07:00:00,17.663,13.02145,13.7859,10.038266666666669,25.22866666666667,24.240250000000003,24.264625,17.327066666666667,17.453366666666668,0.0,22.104433333333333,19.1193,16.010433333333335,15.6974,7.071866666666668,18.481,30.14973333333333,27.3031,37.49893333333333,35.183366666666664,32.3031,35.09395,41.06223333333333,24.5078,29.2258,36.8961,28.137525,32.15645,27.2724,29.165633333333336,40.2391,28.505825,20.810666666666663,31.4867,29.369525000000003,31.0508,24.65705,25.021075,25.7294,23.11383333333333,17.8395,19.422666666666668,15.8117,15.846366666666668,14.336466666666666,27.19005,17.7771,20.5883
397,5,2021-02-06,07:15:00,18.9966,17.7035,24.025025,14.615366666666668,44.5312,31.004166666666663,36.7305,23.321366666666663,24.25913333333333,30.012533333333334,29.392200000000003,28.96875,21.273966666666663,20.572366666666667,9.34295,19.193,36.91146666666666,34.3441,36.80393333333333,42.0763,39.61303333333333,40.08865,40.249233333333336,30.3362,47.52080000000001,31.693466666666662,36.7031,57.17145,33.42346666666666,43.06953333333333,34.4375,31.94725,27.7802,44.75,25.075,41.4953,34.45523333333333,32.0031,35.71846666666667,32.51246666666666,20.8988,24.2758,13.3465,16.267966666666666,15.397933333333333,30.12136666666667,21.0547,20.03905
398,6,2021-02-06,07:30:00,38.49805,44.283775,41.79166666666666,26.65155,43.87603333333333,38.8185,52.342575,32.18516666666667,28.3492,37.01403333333333,41.544,34.38023333333334,42.13176666666667,34.5371,20.6961,25.2289,47.5966,48.96953333333334,57.11509999999999,48.90115,49.418,54.981,45.60079999999999,69.6154,60.612233333333336,65.4586,42.7086,59.74105,56.48543333333333,59.01013333333333,41.5492,55.301175,65.2453,54.2297,54.468500000000006,66.191975,45.5323,45.978325,46.253366666666665,42.0052,45.2771,25.1755,17.783333333333335,18.2871,17.590600000000002,34.6293,24.482033333333334,24.59243333333333
399,7,2021-02-06,07:45:00,83.28829999999999,95.4785,82.77345,58.18773333333333,75.65836666666667,72.06094999999999,98.9336,72.05336666666666,74.54870000000001,77.00155,99.28515,91.06743333333333,70.9667,75.81406666666668,74.69255,32.46605,101.4363,129.90470000000002,118.31613333333333,75.632,109.625,116.1492,128.4245,114.7533,135.2956,102.0008,108.1375,113.57343333333333,111.3043,111.4336,88.4844,133.52614999999997,105.29243333333334,126.19586666666665,113.2529,134.63803333333334,89.9172,117.2406,112.9271,107.43413333333336,101.06875,35.10286666666667,24.158866666666665,24.1229,24.42035,99.38176666666668,34.00103333333333,34.274233333333335
400,8,2021-02-06,08:00:00,112.98963333333332,111.86509999999998,117.33475,103.8948,127.72345,122.0051,124.18776666666668,108.20963333333334,113.79736666666668,128.63437499999998,125.1112,125.24556666666666,113.49713333333334,113.6841,92.50315,37.118233333333336,154.42993333333334,165.54583333333332,167.4,158.0875,154.13856666666666,167.6906,155.09973333333335,134.916,167.89454999999998,161.79296666666664,156.9362,168.81773333333334,134.23749999999998,149.7903666666667,153.307225,153.60496666666666,146.34816666666666,155.56616666666667,150.48829999999998,160.71536666666665,131.65859999999998,146.00626666666668,159.2450666666667,155.4557,159.80859999999998,68.75963333333333,33.01276666666667,30.4859,30.186733333333333,167.939275,38.28383333333333,40.814600000000006
401,9,2021-02-06,08:15:00,144.20626666666666,133.07263333333333,133.78516666666667,121.73073333333332,169.3367,147.92579999999998,155.27599999999998,128.7604,146.46935,157.55625,135.68933333333334,146.10625,146.00673333333336,144.9643,127.0305,38.739450000000005,188.0685,194.72083333333333,192.0958333333333,165.6051,176.88020000000003,191.0307,180.4961,181.1822666666667,191.9617,154.10156666666668,183.21873333333332,187.92996666666667,139.9883,179.6084,150.5969,170.6703,167.75103333333334,163.90975,160.25339999999997,188.0018333333333,155.19713333333334,175.42003333333332,178.8461,163.8293,185.34376666666665,185.8737,144.14884999999998,31.43865,152.875025,167.2617,42.6216,42.0187
402,10,2021-02-06,08:30:00,173.2369666666667,172.5888,169.691,161.64350000000002,184.96095,174.49843333333334,180.69246666666663,176.08723333333333,183.12373333333332,182.8708333333333,177.08306666666667,178.1625,179.57236666666665,172.99415,98.92542500000002,44.79273333333333,213.7161333333333,216.8763,220.7346333333333,214.58176666666668,216.596675,224.63595,230.3078,203.0859,225.60416666666663,206.6521,198.24765,226.2956,173.15026666666668,211.7531,212.603525,212.26356666666663,200.97266666666667,213.4984333333333,192.2526,209.5242,204.45833333333331,204.0651,215.0125,209.94766666666663,207.21693333333332,221.11613333333327,207.1422,38.4198,214.4812,211.4911666666667,133.8362,48.1487
403,11,2021-02-06,08:45:00,199.4292,197.4625,192.37816666666663,189.02815,222.6348,208.00576666666663,215.0625,205.7862,203.4586,214.27683333333331,209.5703333333333,209.1914333333333,202.2252333333333,199.5153666666667,168.866,114.3633,234.4247,241.07916666666665,239.2656333333333,239.791225,239.01915,241.72656666666663,240.80585,231.3625,247.17916666666667,232.48096666666663,230.4697666666667,258.1068,200.88675,231.8072666666667,235.70315,234.2562333333333,227.2562333333333,233.1268333333333,224.65886666666665,222.3703,225.16173333333333,229.67895,238.5133,245.8477,226.9013,243.0487,232.32775,41.56563333333333,234.5625,250.5291666666667,231.84317500000003,70.53410000000001
404,12,2021-02-06,09:00:00,228.71536666666665,220.7004,223.54845,205.5953,245.75806666666665,234.51743333333332,243.7947,229.6328333333333,222.1276,245.00355,237.3177333333333,235.3578,228.4534,223.27213333333336,209.4659,190.70395,259.0328333333334,270.1758,261.73226666666665,263.95899999999995,259.183775,268.1453333333334,269.17186666666663,254.7344,275.28515,259.5631,254.63413333333332,277.78555,214.83126666666664,259.7836,255.7211,263.21720000000005,252.5909,260.8883,254.1703,248.65156666666667,252.52285,251.33555,258.6760333333333,264.4551,262.27930000000003,273.86445000000003,255.42890000000003,43.6469,255.03596666666667,270.10263333333336,263.6711,225.157425
405,13,2021-02-06,09:15:00,252.3535,258.0703,248.33595,234.10886666666667,272.693,260.4,268.64065,254.00936666666664,251.21876666666665,262.9093666666667,266.02815,261.01590000000004,248.7581,243.8617,231.3281333333333,253.53776666666667,282.2699,290.459,282.6312666666667,284.8828,277.4469,288.8593666666667,290.38945,268.8487,293.5594,280.05115,278.300175,298.92735,232.4768333333333,277.8632666666667,278.2539,279.39793333333336,272.4950666666667,281.37370000000004,269.5966,267.92423333333335,270.7649,266.788,279.6828333333333,285.03945,277.8640666666667,291.481,276.9205666666667,45.49869999999999,275.52503333333334,288.118,285.65625,288.99805000000003
406,14,2021-02-06,09:30:00,267.6888,271.3969,259.4091,247.13595,291.6717,277.17033333333336,284.0005,273.62446666666665,264.31510000000003,282.33436666666665,282.8317666666667,283.83386666666667,268.80836666666664,266.26146666666665,250.58395,275.9711,291.6875,304.23125,299.6074,297.2489666666667,295.34335,304.02186666666665,304.2375,284.3570333333334,305.4794333333333,292.54255,293.1738,311.11696666666666,246.49506666666665,290.56640000000004,292.5846666666667,295.96405,286.5979,295.71095,283.4192666666667,290.2301,285.5885333333333,280.2432,296.5544333333334,298.01303333333334,294.9302333333333,305.28985,293.9619666666667,226.60545,288.30275,304.7953,296.8612333333333,309.1966
407,15,2021-02-06,09:45:00,287.34116666666665,290.25780000000003,281.8969,271.45706666666666,314.3938,296.8096,304.8987,298.238875,288.5502666666667,302.9304666666667,303.8437333333333,303.0523,289.2210666666667,291.2844,271.0021,294.375,309.79113333333333,319.8263333333333,316.53023333333334,313.234175,308.7508,320.52213333333333,320.1820333333333,303.8849333333333,322.8051,311.6969,306.3065,328.9078333333333,258.0208333333333,307.98125,307.2489666666666,309.974225,305.9705666666667,313.4575333333333,300.03045,301.86276666666663,303.6802,298.5416666666667,314.76770000000005,313.0622333333333,311.9981666666667,320.79923333333335,310.98515,312.7763,306.3302333333333,322.8305,314.4656333333333,325.3586
408,16,2021-02-06,10:00:00,307.04275,299.96875,297.3512,287.9323,330.6372666666667,316.85,323.825,315.64805,304.0239666666667,318.14846666666665,319.5051,315.81055,305.368,305.70133333333337,290.37384999999995,314.8909,326.6484,333.5575666666667,329.73595,329.2453,320.92655,332.4075666666667,333.771675,317.83865000000003,335.035375,323.78906666666666,320.1234666666666,341.9380333333333,269.37940000000003,322.5297,322.9276,330.75,316.15703333333335,329.07755000000003,314.1,310.957,310.38045,307.6969,329.9086,326.948625,324.30393333333336,334.96093333333334,319.5119666666667,332.0629,320.4687666666666,335.98475,326.81120000000004,332.975
409,17,2021-02-06,10:15:00,322.5789,322.7348,318.98623333333336,307.4961,346.73985000000005,326.8789,339.42186666666663,328.29400000000004,321.1622333333333,336.5633,335.44533333333334,335.9619666666667,321.55676666666665,323.40079999999995,305.8031333333333,334.85275,334.7695,345.3096333333333,342.28176666666667,337.79116666666664,332.6719,345.57225,344.3301,327.4012,348.38205000000005,334.74845,333.2799333333333,352.96445,277.7531333333333,335.0289333333333,334.15705,334.05206666666663,326.79375,339.18435,326.6965,328.10886666666664,330.9398333333333,325.4133,337.52476666666666,340.51135,336.1140666666667,346.9841,330.43945,338.43945,331.043,346.2239666666667,339.12083333333334,348.4414333333333
410,18,2021-02-06,10:30:00,339.39145,335.7693,331.65,319.72943333333336,362.547475,340.82345,353.8380333333334,344.7927,339.46835000000004,354.23709999999994,354.0547,351.79220000000004,336.4028666666667,337.72425,316.7492,346.8971333333334,343.02695,358.97425,354.34574999999995,345.56875,342.9078,352.9461,356.1664333333333,333.83669999999995,355.02006666666665,343.54376666666667,342.80313333333334,365.9958333333333,284.7977,346.95195,344.0859666666667,342.9190333333333,341.453525,348.888,333.7664,340.176175,339.6172,335.36445,348.1575666666667,348.2891,348.2549333333333,357.12760000000003,346.6195333333333,351.1664333333333,345.296875,359.7250000000001,348.60960000000006,357.64923333333337
411,19,2021-02-06,10:45:00,348.9107000000001,348.1666666666667,341.30286666666666,332.17499999999995,375.0668,357.89300000000003,366.5174333333334,358.9966,352.9422,368.54965,368.6794333333333,364.3093666666667,355.4539,353.4973,330.8679666666667,359.98696666666666,354.86746666666664,366.2682333333333,359.78596666666664,357.27553333333327,352.67325,364.3271,361.45206666666667,348.5176,363.6807333333333,353.90363333333335,352.31019999999995,371.99215,294.13435000000004,352.3672,354.4375333333333,352.2763,349.1719,357.49766666666665,342.7359333333333,347.32735,347.98673333333335,344.675,355.1276,358.00603333333333,355.38100000000003,365.8536666666666,354.4377666666667,361.6276,353.8828,365.49765,357.9078333333334,365.6260333333334
412,20,2021-02-06,11:00:00,354.61613333333327,355.1929666666667,347.62695,336.13125,383.7075333333333,363.3388333333334,377.71565,367.29243333333335,358.4484333333333,374.42606666666666,374.6559,370.2914,357.7785,357.90183333333334,338.8629,371.42775,355.861,368.77425,360.5463666666666,296.026975,338.72706666666664,368.99805,360.9375,347.29686666666663,366.0984333333333,356.6836,356.55626666666666,373.42655,295.3010333333333,357.76116666666667,356.9466,353.9766,349.0653666666667,343.903125,349.7635333333333,342.67795,348.0633,348.05076666666673,360.90366666666665,362.7062333333333,366.0203,370.9146,357.7580666666667,364.93945,356.1320666666666,368.4726666666667,359.125,368.31015
413,21,2021-02-06,11:15:00,357.05569999999994,360.557,356.051175,346.7148333333333,382.375,370.7742,377.8438,371.0596666666667,361.8656333333333,378.1662,382.0672,374.8171666666667,362.66563333333335,364.4802333333334,344.2974,370.5729333333333,359.57264999999995,370.0844,360.9409,360.67735,357.22615,368.6383,364.7495,352.86990000000003,363.8455666666667,351.82385,355.3659,370.5,294.97836666666666,354.92606666666666,359.7875,354.9849000000001,351.98286666666667,366.38675,346.4726333333333,353.6383,349.93593333333337,340.89765,364.0543,359.3883,357.886,371.26666666666665,356.3177,362.4707,357.6172,368.8672,315.45275,369.49036666666666
414,22,2021-02-06,11:30:00,368.53566666666666,282.10286666666667,219.53595,355.19455000000005,397.83595,382.5200333333333,398.76445,382.3669333333333,382.5432333333333,377.53515,380.2205666666666,373.69805,369.59636666666665,366.1401,353.35543333333334,379.9563,359.37620000000004,378.1258,367.2664,364.2656,265.28905,370.5871,369.78493333333336,352.5755,375.1162000000001,365.64415,360.9401,384.7721333333333,300.367575,235.39455,363.89793333333336,368.1088666666666,360.9332,361.8684666666666,356.13803333333334,361.579675,363.063275,353.96796666666665,370.687125,270.53906666666666,365.2924666666666,361.59636666666665,315.475,372.2453333333333,361.5434,369.8887,370.525,91.1547
415,23,2021-02-06,11:45:00,375.8614666666667,374.3322666666666,367.3096666666667,352.4422,397.600975,378.6411666666666,399.0508,381.3521,379.57385,387.42225,397.6242,386.68126666666666,373.19503333333336,372.1633000000001,355.2916666666667,382.2859333333333,361.7687666666666,369.71223333333336,369.2109,366.8313,358.22450000000003,369.5164,370.9132333333334,350.21875,373.2977,358.9953,360.6625000000001,382.3188,304.38325,363.4547,371.4512,360.9375,363.5219,374.1882666666666,350.83985,356.8469,357.44375,356.5783666666666,365.5,365.8328,365.59765,369.8414,362.9926,369.3833,357.98475,375.9979,364.1942666666666,375.1791666666666
416,24,2021-02-06,12:00:00,291.81196666666665,377.8617,376.0539,358.7281,406.7781,368.3221333333333,399.7172,389.7682333333334,385.8794,401.94166666666666,308.4276,371.6034,310.2341,372.1268333333333,370.53515,400.30986666666666,364.8872,376.49885,222.3035,367.7859333333333,363.11135,330.0841,370.6016,276.97003333333333,372.83205,361.9247333333333,364.0185,246.66445,300.2641,366.4789,367.9935,287.1963666666666,363.81200000000007,377.1093666666666,345.2172,357.4784,357.4844,357.26485,370.32775,372.934,367.1797,306.3797,362.1312666666667,372.7573,364.6080666666667,375.9166333333333,373.4841333333334,243.566
417,25,2021-02-06,12:15:00,382.1797,330.6473666666667,304.75523333333336,382.48076666666674,331.6594,347.8015666666667,383.584,411.5588333333333,340.6016,398.8359,316.94166666666666,337.41693333333336,296.02056666666664,396.39973333333336,282.2633,413.70363333333336,281.6249666666667,337.06926666666664,273.3672,376.81035,198.91066666666663,288.1724,374.80545,366.4031,356.416025,122.34025,375.7211,243.67855,282.253925,355.81875,312.2341,381.0315,276.11823333333336,345.766,283.3453,252.5094,363.99845,373.5130333333333,132.01135,261.74170000000004,288.9447666666667,335.39663333333334,292.576925,261.61035000000004,311.5474,323.6553,316.40676666666667,383.9594
418,26,2021-02-06,12:30:00,363.6758,367.2726333333333,352.23755,283.71015,371.0677333333333,378.41525,387.5238,385.1801,366.2435,382.170525,333.8471333333333,310.419,309.39716666666664,359.60103333333336,271.7841,249.66055,343.444,325.0708,346.14789999999994,342.77345,287.3687333333333,347.0117,342.1344,335.63696666666664,353.3832,281.512,342.46720000000005,326.8621,279.1238,286.71795,315.0125,341.3099,300.04716666666667,344.10625,334.38865,327.15545,333.3711,328.05313333333334,348.9676,341.4041666666667,344.93306666666666,310.73046666666664,0.0,340.26540000000006,339.43460000000005,339.6399,314.7828333333334,356.82735
419,27,2021-02-06,12:45:00,358.06525,365.0390333333333,361.38073333333335,347.0492,383.35355,371.3966333333333,386.7137,373.782025,357.8742333333333,383.0676,376.2096,307.9578,353.94166666666666,355.4039333333333,344.95626666666664,370.5159,330.46616666666665,340.13956666666667,328.32133333333337,332.618,333.08320000000003,333.42425000000003,332.02965,325.25350000000003,331.28435,327.136,325.7302,351.9213666666667,276.1211,325.2018,339.3296666666667,332.85,331.8718666666667,337.4005333333334,319.67815,306.668,332.9429666666667,327.1301,337.89374999999995,325.4786666666667,334.1565,337.3859333333333,329.8507666666667,340.96445,336.30705,345.0255333333334,341.3742333333334,345.556075
420,28,2021-02-06,13:00:00,358.1902,360.1057333333333,358.2002333333333,343.81565,392.7234333333333,363.3875,385.09113333333335,374.5784,371.1885333333333,368.938075,374.2005333333333,308.4648333333334,360.1461,327.3546666666667,343.73045,378.4281,324.59323333333333,327.28635,309.25883333333337,327.4385,329.99556666666666,277.2604,336.8961,324.0226333333333,317.5833333333333,327.96093333333334,324.6531,0.0,223.38285,244.7812333333333,323.2841,316.63325,206.39065,331.71823333333333,317.84843333333333,307.62305000000003,321.31953333333337,324.27656666666667,310.74845,319.49765,325.74216666666666,336.0981666666667,246.4802333333333,336.82396666666665,330.41345,340.53595,245.7172,336.1313
421,29,2021-02-06,13:15:00,345.8753,352.8612,337.4638,325.38203333333337,411.3177333333333,330.5140666666667,377.1393,312.40785,387.99950000000007,334.8781,316.0661333333333,315.54373333333336,304.26215,280.4293,365.5442666666666,354.97423333333336,303.1286333333333,337.52496666666667,290.4573,378.9996,316.5424333333333,254.8727,333.6263333333333,351.8633,335.41720000000004,289.4948,250.8166666666667,351.55363333333327,302.2883,273.17186666666663,272.6508,364.9234,323.70160000000004,296.8448,289.9729,353.6435,282.6096,355.69793333333337,284.6531,330.46433333333334,293.9565333333333,360.7987,341.7872333333333,328.21666666666664,332.1633,358.1601666666667,317.843,303.85549999999995
